year,quintil_oecd_hh,regtyp,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
2007,5th Quintile,Rural regions,Yes,0.82525,584,11325,0,0.77076,0,0.89251
2007,5th Quintile,Rural regions,No,0.17475,111,11325,0,0.14808,0,0.20438
2008,1st Quintile,Urban regions,Yes,0.24802,285,10651,0,0.23016,0,0.27014
2008,1st Quintile,Urban regions,No,0.75198,859,10651,0,0.71618,0,0.79379
2008,1st Quintile,Rural regions,Yes,0.26690,188,10651,0,0.23823,0,0.29609
2008,1st Quintile,Rural regions,No,0.73310,499,10651,0,0.68944,0,0.78308
2008,2nd Quintile,Urban regions,Yes,0.48613,590,10651,0,0.45461,0,0.51668
2008,2nd Quintile,Urban regions,No,0.51387,586,10651,0,0.48318,0,0.54032
2008,2nd Quintile,Rural regions,Yes,0.57199,453,10651,0,0.53036,0,0.61123
2008,2nd Quintile,Rural regions,No,0.42801,325,10651,0,0.39264,0,0.47083
2008,3rd Quintile,Urban regions,Yes,0.62102,829,10651,0,0.59308,0,0.65643
2008,3rd Quintile,Urban regions,No,0.37898,488,10651,0,0.34888,0,0.40707
2008,3rd Quintile,Rural regions,Yes,0.68986,565,10651,0,0.64729,0,0.73198
2008,3rd Quintile,Rural regions,No,0.31014,244,10651,0,0.28324,0,0.34075
2008,4th Quintile,Urban regions,Yes,0.72671,1052,10651,0,0.69488,0,0.75447
2008,4th Quintile,Urban regions,No,0.27329,368,10651,0,0.25458,0,0.30121
2008,4th Quintile,Rural regions,Yes,0.76709,520,10651,0,0.71622,0,0.82240
2008,4th Quintile,Rural regions,No,0.23291,155,10651,0,0.19994,0,0.26108
2008,5th Quintile,Urban regions,Yes,0.83628,1697,10651,0,0.79858,0,0.87837
2008,5th Quintile,Urban regions,No,0.16372,295,10651,0,0.14485,0,0.17932
2008,5th Quintile,Rural regions,Yes,0.81730,547,10651,0,0.75725,0,0.88467
2008,5th Quintile,Rural regions,No,0.18270,106,10651,0,0.14900,0,0.21031
2009,1st Quintile,Urban regions,Yes,0.24157,291,10048,0,0.22007,0,0.26475
2009,1st Quintile,Urban regions,No,0.75843,832,10048,0,0.72524,0,0.79423
2009,1st Quintile,Rural regions,Yes,0.25514,177,10048,0,0.22928,0,0.28753
2009,1st Quintile,Rural regions,No,0.74486,468,10048,0,0.69437,0,0.79910
2009,2nd Quintile,Urban regions,Yes,0.49986,565,10048,0,0.46904,0,0.52901
2009,2nd Quintile,Urban regions,No,0.50014,561,10048,0,0.46945,0,0.53470
2009,2nd Quintile,Rural regions,Yes,0.59476,415,10048,0,0.54904,0,0.63778
2009,2nd Quintile,Rural regions,No,0.40524,338,10048,0,0.36934,0,0.44335
2009,3rd Quintile,Urban regions,Yes,0.64241,758,10048,0,0.60988,0,0.68394
2009,3rd Quintile,Urban regions,No,0.35759,416,10048,0,0.32709,0,0.38865
2009,3rd Quintile,Rural regions,Yes,0.68215,546,10048,0,0.62571,0,0.72843
2009,3rd Quintile,Rural regions,No,0.31785,221,10048,0,0.27856,0,0.35790
2009,4th Quintile,Urban regions,Yes,0.75277,1017,10048,0,0.71563,0,0.80025
2009,4th Quintile,Urban regions,No,0.24723,326,10048,0,0.22849,0,0.27074
2009,4th Quintile,Rural regions,Yes,0.73016,508,10048,0,0.68280,0,0.79510
2009,4th Quintile,Rural regions,No,0.26984,159,10048,0,0.23022,0,0.30452
2009,5th Quintile,Urban regions,Yes,0.83252,1543,10048,0,0.79107,0,0.87370
2009,5th Quintile,Urban regions,No,0.16748,291,10048,0,0.14902,0,0.18777
2009,5th Quintile,Rural regions,Yes,0.79693,510,10048,0,0.71695,0,0.87059
2009,5th Quintile,Rural regions,No,0.20307,106,10048,0,0.16609,0,0.24964
2010,1st Quintile,Urban regions,Yes,0.26703,507,13691,0,0.24041,0,0.29722
2010,1st Quintile,Urban regions,No,0.73297,1489,13691,0,0.69116,0,0.77664
2010,1st Quintile,Rural regions,Yes,0.27903,296,13691,0,0.24346,0,0.32330
2010,1st Quintile,Rural regions,No,0.72097,850,13691,0,0.65630,0,0.78146
2010,2nd Quintile,Urban regions,Yes,0.45771,765,13691,0,0.42713,0,0.50105
2010,2nd Quintile,Urban regions,No,0.54229,974,13691,0,0.50486,0,0.58508
2010,2nd Quintile,Rural regions,Yes,0.52878,569,13691,0,0.48828,0,0.57953
2010,2nd Quintile,Rural regions,No,0.47122,557,13691,0,0.42811,0,0.52044
2010,3rd Quintile,Urban regions,Yes,0.62114,951,13691,0,0.58214,0,0.65776
2010,3rd Quintile,Urban regions,No,0.37886,595,13691,0,0.34941,0,0.40978
2010,3rd Quintile,Rural regions,Yes,0.67575,679,13691,0,0.61194,0,0.74771
2010,3rd Quintile,Rural regions,No,0.32425,335,13691,0,0.28917,0,0.36325
2010,4th Quintile,Urban regions,Yes,0.71676,1163,13691,0,0.67176,0,0.76194
2010,4th Quintile,Urban regions,No,0.28324,470,13691,0,0.25452,0,0.31139
2010,4th Quintile,Rural regions,Yes,0.75384,615,13691,0,0.70625,0,0.81715
2010,4th Quintile,Rural regions,No,0.24616,181,13691,0,0.20545,0,0.29357
2010,5th Quintile,Urban regions,Yes,0.82056,1710,13691,0,0.78294,0,0.86287
2010,5th Quintile,Urban regions,No,0.17944,366,13691,0,0.15998,0,0.19829
2010,5th Quintile,Rural regions,Yes,0.80186,516,13691,0,0.72436,0,0.89578
2010,5th Quintile,Rural regions,No,0.19814,103,13691,0,0.16009,0,0.24033
2011,1st Quintile,Urban regions,Yes,0.28060,587,16399,0,0.25818,0,0.30696
2011,1st Quintile,Urban regions,No,0.71940,1664,16399,0,0.67812,0,0.76656
2011,1st Quintile,Rural regions,Yes,0.23032,329,16399,0,0.20445,0,0.25678
2011,1st Quintile,Rural regions,No,0.76968,1074,16399,0,0.70628,0,0.82217
2011,2nd Quintile,Urban regions,Yes,0.50576,958,16399,0,0.47788,0,0.53840
2011,2nd Quintile,Urban regions,No,0.49424,1069,16399,0,0.46405,0,0.52979
2011,2nd Quintile,Rural regions,Yes,0.57649,748,16399,0,0.53621,0,0.62022
2011,2nd Quintile,Rural regions,No,0.42351,641,16399,0,0.38300,0,0.46424
2011,3rd Quintile,Urban regions,Yes,0.62943,1214,16399,0,0.59062,0,0.65982
2011,3rd Quintile,Urban regions,No,0.37057,714,16399,0,0.33864,0,0.39940
2011,3rd Quintile,Rural regions,Yes,0.71360,858,16399,0,0.65954,0,0.75975
2011,3rd Quintile,Rural regions,No,0.28640,394,16399,0,0.25797,0,0.31893
2011,4th Quintile,Urban regions,Yes,0.78764,1552,16399,0,0.74802,0,0.81984
2011,4th Quintile,Urban regions,No,0.21236,462,16399,0,0.19099,0,0.22814
2011,4th Quintile,Rural regions,Yes,0.81232,759,16399,0,0.74454,0,0.86708
2011,4th Quintile,Rural regions,No,0.18768,206,16399,0,0.16141,0,0.22045
2011,5th Quintile,Urban regions,Yes,0.83919,2006,16399,0,0.80622,0,0.87753
2011,5th Quintile,Urban regions,No,0.16081,360,16399,0,0.14453,0,0.17875
2011,5th Quintile,Rural regions,Yes,0.81955,667,16399,0,0.75770,0,0.89430
2011,5th Quintile,Rural regions,No,0.18045,137,16399,0,0.15060,0,0.21236
2012,1st Quintile,Urban regions,Yes,0.25759,555,16153,0,0.23561,0,0.27983
2012,1st Quintile,Urban regions,No,0.74241,1637,16153,0,0.71136,0,0.78516
2012,1st Quintile,Rural regions,Yes,0.26844,367,16153,0,0.23305,0,0.30167
2012,1st Quintile,Rural regions,No,0.73156,1048,16153,0,0.68650,0,0.78773
2012,2nd Quintile,Urban regions,Yes,0.50973,986,16153,0,0.47556,0,0.54624
2012,2nd Quintile,Urban regions,No,0.49027,996,16153,0,0.45852,0,0.52170
2012,2nd Quintile,Rural regions,Yes,0.58118,698,16153,0,0.53363,0,0.62476
2012,2nd Quintile,Rural regions,No,0.41882,552,16153,0,0.37939,0,0.46737
2012,3rd Quintile,Urban regions,Yes,0.66033,1244,16153,0,0.62583,0,0.69458
2012,3rd Quintile,Urban regions,No,0.33967,694,16153,0,0.30833,0,0.36019
2012,3rd Quintile,Rural regions,Yes,0.68479,861,16153,0,0.63074,0,0.73438
2012,3rd Quintile,Rural regions,No,0.31521,409,16153,0,0.28726,0,0.35185
2012,4th Quintile,Urban regions,Yes,0.77964,1458,16153,0,0.74115,0,0.82043
2012,4th Quintile,Urban regions,No,0.22036,460,16153,0,0.20427,0,0.23850
2012,4th Quintile,Rural regions,Yes,0.80150,824,16153,0,0.75686,0,0.85434
2012,4th Quintile,Rural regions,No,0.19850,241,16153,0,0.17332,0,0.22173
2012,5th Quintile,Urban regions,Yes,0.84933,1962,16153,0,0.81107,0,0.88333
2012,5th Quintile,Urban regions,No,0.15067,345,16153,0,0.13453,0,0.16580
2012,5th Quintile,Rural regions,Yes,0.83856,695,16153,0,0.76803,0,0.90206
2012,5th Quintile,Rural regions,No,0.16144,121,16153,0,0.13551,0,0.18917
2013,1st Quintile,Urban regions,Yes,0.25881,640,17690,0,0.23626,0,0.28183
2013,1st Quintile,Urban regions,No,0.74119,2086,17690,0,0.70026,0,0.78173
2013,1st Quintile,Rural regions,Yes,0.27623,373,17690,0,0.24789,0,0.30928
2013,1st Quintile,Rural regions,No,0.72377,1074,17690,0,0.66619,0,0.77574
2013,2nd Quintile,Urban regions,Yes,0.51711,1127,17690,0,0.48534,0,0.55040
2013,2nd Quintile,Urban regions,No,0.48289,1230,17690,0,0.45265,0,0.51825
2013,2nd Quintile,Rural regions,Yes,0.58554,818,17690,0,0.54590,0,0.62467
2013,2nd Quintile,Rural regions,No,0.41446,655,17690,0,0.37745,0,0.45563
2013,3rd Quintile,Urban regions,Yes,0.64676,1374,17690,0,0.61259,0,0.68270
2013,3rd Quintile,Urban regions,No,0.35324,769,17690,0,0.32590,0,0.37974
2013,3rd Quintile,Rural regions,Yes,0.67909,853,17690,0,0.63563,0,0.73373
2013,3rd Quintile,Rural regions,No,0.32091,381,17690,0,0.28544,0,0.35712
2013,4th Quintile,Urban regions,Yes,0.77148,1568,17690,0,0.73411,0,0.81317
2013,4th Quintile,Urban regions,No,0.22852,491,17690,0,0.20957,0,0.24985
2013,4th Quintile,Rural regions,Yes,0.81885,837,17690,0,0.77151,0,0.88429
2013,4th Quintile,Rural regions,No,0.18115,206,17690,0,0.15859,0,0.20995
2013,5th Quintile,Urban regions,Yes,0.83435,2049,17690,0,0.79968,0,0.87173
2013,5th Quintile,Urban regions,No,0.16565,373,17690,0,0.14826,0,0.18651
2013,5th Quintile,Rural regions,Yes,0.88492,696,17690,0,0.81452,0,0.95699
2013,5th Quintile,Rural regions,No,0.11508,90,17690,0,0.09347,0,0.14043
2014,1st Quintile,Urban regions,Yes,0.26332,527,15718,0,0.24328,0,0.29614
2014,1st Quintile,Urban regions,No,0.73668,1676,15718,0,0.69710,0,0.77846
2014,1st Quintile,Rural regions,Yes,0.28517,332,15718,0,0.24973,0,0.31803
2014,1st Quintile,Rural regions,No,0.71483,893,15718,0,0.66459,0,0.76722
2014,2nd Quintile,Urban regions,Yes,0.50470,950,15718,0,0.47373,0,0.54092
2014,2nd Quintile,Urban regions,No,0.49530,1070,15718,0,0.45729,0,0.52805
2014,2nd Quintile,Rural regions,Yes,0.53835,681,15718,0,0.49419,0,0.58121
2014,2nd Quintile,Rural regions,No,0.46165,600,15718,0,0.42285,0,0.50860
2014,3rd Quintile,Urban regions,Yes,0.67308,1249,15718,0,0.63093,0,0.71155
2014,3rd Quintile,Urban regions,No,0.32692,663,15718,0,0.30320,0,0.35855
2014,3rd Quintile,Rural regions,Yes,0.72693,824,15718,0,0.67980,0,0.77828
2014,3rd Quintile,Rural regions,No,0.27307,338,15718,0,0.23951,0,0.30763
2014,4th Quintile,Urban regions,Yes,0.74672,1473,15718,0,0.71146,0,0.77973
2014,4th Quintile,Urban regions,No,0.25328,474,15718,0,0.23163,0,0.27623
2014,4th Quintile,Rural regions,Yes,0.83118,818,15718,0,0.77342,0,0.88711
2014,4th Quintile,Rural regions,No,0.16882,179,15718,0,0.14484,0,0.19369
2014,5th Quintile,Urban regions,Yes,0.85168,1913,15718,0,0.81705,0,0.89371
2014,5th Quintile,Urban regions,No,0.14832,318,15718,0,0.13517,0,0.16597
2014,5th Quintile,Rural regions,Yes,0.86321,648,15718,0,0.78381,0,0.94022
2014,5th Quintile,Rural regions,No,0.13679,92,15718,0,0.10818,0,0.16590
2015,1st Quintile,Urban regions,Yes,0.24832,533,15604,0,0.22545,0,0.27364
2015,1st Quintile,Urban regions,No,0.75168,1748,15604,0,0.70656,0,0.79835
2015,1st Quintile,Rural regions,Yes,0.27845,337,15604,0,0.24603,0,0.30973
2015,1st Quintile,Rural regions,No,0.72155,887,15604,0,0.66285,0,0.78495
2015,2nd Quintile,Urban regions,Yes,0.48832,993,15604,0,0.45611,0,0.52337
2015,2nd Quintile,Urban regions,No,0.51168,1039,15604,0,0.47685,0,0.54618
2015,2nd Quintile,Rural regions,Yes,0.57616,753,15604,0,0.53601,0,0.61792
2015,2nd Quintile,Rural regions,No,0.42384,563,15604,0,0.38363,0,0.45949
2015,3rd Quintile,Urban regions,Yes,0.63540,1222,15604,0,0.59713,0,0.67400
2015,3rd Quintile,Urban regions,No,0.36460,692,15604,0,0.33222,0,0.38988
2015,3rd Quintile,Rural regions,Yes,0.70172,787,15604,0,0.64807,0,0.75306
2015,3rd Quintile,Rural regions,No,0.29828,307,15604,0,0.26105,0,0.33617
2015,4th Quintile,Urban regions,Yes,0.73852,1397,15604,0,0.69489,0,0.78195
2015,4th Quintile,Urban regions,No,0.26148,451,15604,0,0.23703,0,0.28826
2015,4th Quintile,Rural regions,Yes,0.81832,770,15604,0,0.76554,0,0.88338
2015,4th Quintile,Rural regions,No,0.18168,173,15604,0,0.15503,0,0.21720
2015,5th Quintile,Urban regions,Yes,0.83486,1886,15604,0,0.79445,0,0.87302
2015,5th Quintile,Urban regions,No,0.16514,313,15604,0,0.14641,0,0.18136
2015,5th Quintile,Rural regions,Yes,0.88148,662,15604,0,0.80042,0,0.95251
2015,5th Quintile,Rural regions,No,0.11852,91,15604,0,0.09497,0,0.14773
2016,1st Quintile,Urban regions,Yes,0.25031,494,14177,0,0.22919,0,0.27623
2016,1st Quintile,Urban regions,No,0.74969,1446,14177,0,0.70179,0,0.79898
2016,1st Quintile,Rural regions,Yes,0.27098,307,14177,0,0.23782,0,0.30866
2016,1st Quintile,Rural regions,No,0.72902,801,14177,0,0.67902,0,0.78393
2016,2nd Quintile,Urban regions,Yes,0.50870,947,14177,0,0.47255,0,0.54964
2016,2nd Quintile,Urban regions,No,0.49130,946,14177,0,0.44987,0,0.52439
2016,2nd Quintile,Rural regions,Yes,0.55105,670,14177,0,0.50951,0,0.59894
2016,2nd Quintile,Rural regions,No,0.44895,512,14177,0,0.40673,0,0.48622
2016,3rd Quintile,Urban regions,Yes,0.67023,1149,14177,0,0.62912,0,0.71858
2016,3rd Quintile,Urban regions,No,0.32977,542,14177,0,0.29598,0,0.35974
2016,3rd Quintile,Rural regions,Yes,0.71546,759,14177,0,0.65760,0,0.76501
2016,3rd Quintile,Rural regions,No,0.28454,272,14177,0,0.24370,0,0.32762
2016,4th Quintile,Urban regions,Yes,0.76132,1355,14177,0,0.72062,0,0.80207
2016,4th Quintile,Urban regions,No,0.23868,400,14177,0,0.21711,0,0.26266
2016,4th Quintile,Rural regions,Yes,0.81111,717,14177,0,0.74853,0,0.87805
2016,4th Quintile,Rural regions,No,0.18889,160,14177,0,0.15751,0,0.22172
2016,5th Quintile,Urban regions,Yes,0.84347,1719,14177,0,0.80396,0,0.88635
2016,5th Quintile,Urban regions,No,0.15653,285,14177,0,0.14040,0,0.17498
2016,5th Quintile,Rural regions,Yes,0.88393,607,14177,0,0.79137,0,0.96645
2016,5th Quintile,Rural regions,No,0.11607,89,14177,0,0.09231,0,0.13944
2017,1st Quintile,Urban regions,Yes,0.26465,553,15533,0,0.23866,0,0.28840
2017,1st Quintile,Urban regions,No,0.73535,1443,15533,0,0.69423,0,0.77600
2017,1st Quintile,Rural regions,Yes,0.31811,354,15533,0,0.28205,0,0.35412
2017,1st Quintile,Rural regions,No,0.68189,804,15533,0,0.63038,0,0.73506
2017,2nd Quintile,Urban regions,Yes,0.50460,985,15533,0,0.47710,0,0.53757
2017,2nd Quintile,Urban regions,No,0.49540,980,15533,0,0.45989,0,0.53134
2017,2nd Quintile,Rural regions,Yes,0.59688,741,15533,0,0.55067,0,0.64189
2017,2nd Quintile,Rural regions,No,0.40312,518,15533,0,0.37404,0,0.43978
2017,3rd Quintile,Urban regions,Yes,0.69101,1318,15533,0,0.65547,0,0.73137
2017,3rd Quintile,Urban regions,No,0.30899,566,15533,0,0.28161,0,0.33293
2017,3rd Quintile,Rural regions,Yes,0.78152,904,15533,0,0.72994,0,0.83312
2017,3rd Quintile,Rural regions,No,0.21848,266,15533,0,0.19252,0,0.24691
2017,4th Quintile,Urban regions,Yes,0.75907,1560,15533,0,0.72282,0,0.80057
2017,4th Quintile,Urban regions,No,0.24093,427,15533,0,0.22071,0,0.26602
2017,4th Quintile,Rural regions,Yes,0.84115,855,15533,0,0.77426,0,0.91109
2017,4th Quintile,Rural regions,No,0.15885,173,15533,0,0.13637,0,0.18589
2017,5th Quintile,Urban regions,Yes,0.85676,1985,15533,0,0.81804,0,0.89669
2017,5th Quintile,Urban regions,No,0.14324,316,15533,0,0.12587,0,0.15714
2017,5th Quintile,Rural regions,Yes,0.88272,707,15533,0,0.82183,0,0.95083
2017,5th Quintile,Rural regions,No,0.11728,78,15533,0,0.08745,0,0.14848
2018,1st Quintile,Urban regions,Yes,0.29388,575,15329,0,0.26901,0,0.32037
2018,1st Quintile,Urban regions,No,0.70612,1500,15329,0,0.66659,0,0.74516
2018,1st Quintile,Rural regions,Yes,0.27522,331,15329,0,0.23935,0,0.31062
2018,1st Quintile,Rural regions,No,0.72478,838,15329,0,0.66558,0,0.78777
2018,2nd Quintile,Urban regions,Yes,0.56781,1122,15329,0,0.53181,0,0.60300
2018,2nd Quintile,Urban regions,No,0.43219,945,15329,0,0.39991,0,0.46074
2018,2nd Quintile,Rural regions,Yes,0.65259,816,15329,0,0.60589,0,0.70171
2018,2nd Quintile,Rural regions,No,0.34741,466,15329,0,0.31006,0,0.38183
2018,3rd Quintile,Urban regions,Yes,0.70751,1299,15329,0,0.67073,0,0.75034
2018,3rd Quintile,Urban regions,No,0.29249,511,15329,0,0.26638,0,0.32075
2018,3rd Quintile,Rural regions,Yes,0.75759,844,15329,0,0.70818,0,0.81344
2018,3rd Quintile,Rural regions,No,0.24241,247,15329,0,0.20871,0,0.27169
2018,4th Quintile,Urban regions,Yes,0.77234,1504,15329,0,0.74124,0,0.81122
2018,4th Quintile,Urban regions,No,0.22766,401,15329,0,0.20901,0,0.24806
2018,4th Quintile,Rural regions,Yes,0.82302,793,15329,0,0.77702,0,0.89180
2018,4th Quintile,Rural regions,No,0.17698,151,15329,0,0.15225,0,0.20735
2018,5th Quintile,Urban regions,Yes,0.85998,1942,15329,0,0.82131,0,0.90723
2018,5th Quintile,Urban regions,No,0.14002,275,15329,0,0.12796,0,0.15781
2018,5th Quintile,Rural regions,Yes,0.89153,698,15329,0,0.82379,0,0.97499
2018,5th Quintile,Rural regions,No,0.10847,71,15329,0,0.08502,0,0.13086
2019,1st Quintile,Urban regions,Yes,0.32663,563,15496,0,0.30168,0,0.35826
2019,1st Quintile,Urban regions,No,0.67337,1223,15496,0,0.62999,0,0.71364
2019,1st Quintile,Rural regions,Yes,0.31370,332,15496,0,0.27482,0,0.36477
2019,1st Quintile,Rural regions,No,0.68630,666,15496,0,0.62406,0,0.74059
2019,2nd Quintile,Urban regions,Yes,0.60386,1041,15496,0,0.57144,0,0.64329
2019,2nd Quintile,Urban regions,No,0.39614,707,15496,0,0.36818,0,0.42624
2019,2nd Quintile,Rural regions,Yes,0.67552,743,15496,0,0.62304,0,0.73786
2019,2nd Quintile,Rural regions,No,0.32448,394,15496,0,0.28493,0,0.36502
2019,3rd Quintile,Urban regions,Yes,0.73459,1309,15496,0,0.69631,0,0.77760
2019,3rd Quintile,Urban regions,No,0.26541,428,15496,0,0.24193,0,0.29583
2019,3rd Quintile,Rural regions,Yes,0.80165,865,15496,0,0.73223,0,0.88015
2019,3rd Quintile,Rural regions,No,0.19835,210,15496,0,0.16795,0,0.22770
2019,4th Quintile,Urban regions,Yes,0.81146,1530,15496,0,0.77102,0,0.86057
2019,4th Quintile,Urban regions,No,0.18854,344,15496,0,0.16870,0,0.21338
2019,4th Quintile,Rural regions,Yes,0.89251,857,15496,0,0.82919,0,0.96241
2019,4th Quintile,Rural regions,No,0.10749,131,15496,0,0.08538,0,0.13333
2019,5th Quintile,Urban regions,Yes,0.87962,2681,15496,0,0.83678,0,0.92270
2019,5th Quintile,Urban regions,No,0.12038,352,15496,0,0.10494,0,0.13995
2019,5th Quintile,Rural regions,Yes,0.92241,1025,15496,0,0.81957,0,0.99707
2019,5th Quintile,Rural regions,No,0.07759,95,15496,0,0.05696,0,0.10282
2020,1st Quintile,Urban regions,Yes,0.31176,675,16028,0,0.28392,0,0.33680
2020,1st Quintile,Urban regions,No,0.68824,1627,16028,0,0.63712,0,0.73162
2020,1st Quintile,Rural regions,Yes,0.35125,355,16028,0,0.30789,0,0.39564
2020,1st Quintile,Rural regions,No,0.64875,739,16028,0,0.59916,0,0.71643
2020,2nd Quintile,Urban regions,Yes,0.59663,1134,16028,0,0.55347,0,0.64534
2020,2nd Quintile,Urban regions,No,0.40337,881,16028,0,0.37454,0,0.43280
2020,2nd Quintile,Rural regions,Yes,0.61352,768,16028,0,0.56574,0,0.66473
2020,2nd Quintile,Rural regions,No,0.38648,471,16028,0,0.34402,0,0.43085
2020,3rd Quintile,Urban regions,Yes,0.74140,1394,16028,0,0.69936,0,0.79009
2020,3rd Quintile,Urban regions,No,0.25860,492,16028,0,0.23441,0,0.28322
2020,3rd Quintile,Rural regions,Yes,0.78043,805,16028,0,0.72487,0,0.83655
2020,3rd Quintile,Rural regions,No,0.21957,212,16028,0,0.18940,0,0.24758
2020,4th Quintile,Urban regions,Yes,0.79378,1501,16028,0,0.74251,0,0.83462
2020,4th Quintile,Urban regions,No,0.20622,375,16028,0,0.18648,0,0.23142
2020,4th Quintile,Rural regions,Yes,0.86239,791,16028,0,0.79692,0,0.93347
2020,4th Quintile,Rural regions,No,0.13761,130,16028,0,0.10885,0,0.16805
2020,5th Quintile,Urban regions,Yes,0.87189,2371,16028,0,0.83306,0,0.91722
2020,5th Quintile,Urban regions,No,0.12811,348,16028,0,0.10816,0,0.14898
2020,5th Quintile,Rural regions,Yes,0.88828,853,16028,0,0.81208,0,0.97236
2020,5th Quintile,Rural regions,No,0.11172,106,16028,0,0.08311,0,0.13661
2021,1st Quintile,Urban regions,Yes,0.45806,757,12122,0,0.41752,0,0.50918
2021,1st Quintile,Urban regions,No,0.54194,1503,12122,0,0.49204,0,0.59052
2021,1st Quintile,Rural regions,Yes,0.50067,381,12122,0,0.43314,0,0.57367
2021,1st Quintile,Rural regions,No,0.49933,554,12122,0,0.43140,0,0.56316
2021,2nd Quintile,Urban regions,Yes,0.69491,926,12122,0,0.64729,0,0.74793
2021,2nd Quintile,Urban regions,No,0.30509,523,12122,0,0.27485,0,0.34425
2021,2nd Quintile,Rural regions,Yes,0.75980,633,12122,0,0.67930,0,0.85316
2021,2nd Quintile,Rural regions,No,0.24020,235,12122,0,0.20077,0,0.27913
2021,3rd Quintile,Urban regions,Yes,0.84233,1039,12122,0,0.78252,0,0.90124
2021,3rd Quintile,Urban regions,No,0.15767,256,12122,0,0.13408,0,0.18291
2021,3rd Quintile,Rural regions,Yes,0.86773,596,12122,0,0.79742,0,0.94793
2021,3rd Quintile,Rural regions,No,0.13227,99,12122,0,0.09685,0,0.17162
2021,4th Quintile,Urban regions,Yes,0.87109,1207,12122,0,0.80626,0,0.92829
2021,4th Quintile,Urban regions,No,0.12891,171,12122,0,0.10576,0,0.15212
2021,4th Quintile,Rural regions,Yes,0.88577,584,12122,0,0.79692,0,0.96617
2021,4th Quintile,Rural regions,No,0.11423,73,12122,0,0.08466,0,0.14869
2021,5th Quintile,Urban regions,Yes,0.93146,1750,12122,0,0.87397,0,0.98637
2021,5th Quintile,Urban regions,No,0.06854,141,12122,0,0.05234,0,0.08717
2021,5th Quintile,Rural regions,Yes,0.93756,646,12122,0,0.85114,0,1.03260
2021,5th Quintile,Rural regions,No,0.06244,48,12122,0,0.03644,0,0.09513
