,Unnamed: 0,year,bula_h,quintil_oecd_hh,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
651,651,2000,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.61034,95,12082,0.55276,0.6778
652,652,2000,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.38966,61,12082,0.33992,0.44484
653,653,2000,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,1.0,138,12082,0.92636,1.07612
654,654,2000,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,1.0,123,12082,0.92505,1.08656
655,655,2000,Baden-Wuerttemberg,1st Quintile,Yes,0.39236,92,12082,0.3403,0.44425
656,656,2000,Baden-Wuerttemberg,1st Quintile,No,0.60764,140,12082,0.54283,0.68098
657,657,2000,Baden-Wuerttemberg,2nd Quintile,Yes,0.53842,169,12082,0.49246,0.58584
658,658,2000,Baden-Wuerttemberg,2nd Quintile,No,0.46158,139,12082,0.40377,0.51583
659,659,2000,Baden-Wuerttemberg,3rd Quintile,Yes,0.6963,194,12082,0.63928,0.76002
660,660,2000,Baden-Wuerttemberg,3rd Quintile,No,0.3037,99,12082,0.27119,0.33906
661,661,2000,Baden-Wuerttemberg,4th Quintile,Yes,0.7469,266,12082,0.69197,0.80148
662,662,2000,Baden-Wuerttemberg,4th Quintile,No,0.2531,87,12082,0.22432,0.28506
663,663,2000,Baden-Wuerttemberg,5th Quintile,Yes,0.83877,282,12082,0.7942,0.88644
664,664,2000,Baden-Wuerttemberg,5th Quintile,No,0.16123,59,12082,0.1398,0.18676
665,665,2000,Bavaria,1st Quintile,Yes,0.34471,100,12082,0.31422,0.3842
666,666,2000,Bavaria,1st Quintile,No,0.65529,204,12082,0.6075,0.71408
667,667,2000,Bavaria,2nd Quintile,Yes,0.60151,188,12082,0.55832,0.65138
668,668,2000,Bavaria,2nd Quintile,No,0.39849,113,12082,0.34939,0.45936
669,669,2000,Bavaria,3rd Quintile,Yes,0.66897,242,12082,0.62401,0.71442
670,670,2000,Bavaria,3rd Quintile,No,0.33103,113,12082,0.28411,0.37159
671,671,2000,Bavaria,4th Quintile,Yes,0.76511,299,12082,0.71632,0.80947
672,672,2000,Bavaria,4th Quintile,No,0.23489,91,12082,0.20841,0.2683
673,673,2000,Bavaria,5th Quintile,Yes,0.80367,340,12082,0.75432,0.84932
674,674,2000,Bavaria,5th Quintile,No,0.19633,90,12082,0.17876,0.21487
675,675,2000,Berlin,1st Quintile,No,1.0,95,12082,0.88976,1.10845
676,676,2000,Berlin,2nd Quintile,Yes,0.54453,51,12082,0.47379,0.62115
677,677,2000,Berlin,2nd Quintile,No,0.45547,44,12082,0.38586,0.51801
678,678,2000,Berlin,3rd Quintile,Yes,1.0,61,12082,0.86611,1.13691
679,679,2000,Berlin,4th Quintile,Yes,0.70975,84,12082,0.63937,0.78363
680,680,2000,Berlin,4th Quintile,No,0.29025,32,12082,0.25452,0.3224
681,681,2000,Berlin,5th Quintile,Yes,1.0,67,12082,0.88714,1.11418
682,682,2000,Brandenburg,1st Quintile,Yes,0.38362,41,12082,0.31733,0.4355
683,683,2000,Brandenburg,1st Quintile,No,0.61638,78,12082,0.56172,0.69881
684,684,2000,Brandenburg,2nd Quintile,Yes,0.61037,83,12082,0.54862,0.67878
685,685,2000,Brandenburg,2nd Quintile,No,0.38963,57,12082,0.3336,0.44554
686,686,2000,Brandenburg,3rd Quintile,Yes,0.78204,98,12082,0.70635,0.8701
687,687,2000,Brandenburg,3rd Quintile,No,0.21796,33,12082,0.18973,0.24986
688,688,2000,Brandenburg,4th Quintile,Yes,1.0,67,12082,0.87518,1.13009
689,689,2000,Brandenburg,5th Quintile,Yes,1.0,39,12082,0.87991,1.14608
690,690,2000,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.36483,31,12082,0.31361,0.40834
691,691,2000,Mecklenburg-Western Pomerania,1st Quintile,No,0.63517,52,12082,0.54965,0.72131
692,692,2000,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.64012,56,12082,0.57259,0.71304
693,693,2000,Mecklenburg-Western Pomerania,2nd Quintile,No,0.35988,33,12082,0.28649,0.44777
694,694,2000,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.0,42,12082,0.88963,1.115
695,695,2000,Mecklenburg-Western Pomerania,4th Quintile,Yes,1.0,38,12082,0.85954,1.15179
696,696,2000,Saxony,1st Quintile,Yes,0.43315,85,12082,0.39325,0.47033
697,697,2000,Saxony,1st Quintile,No,0.56685,129,12082,0.50865,0.63513
698,698,2000,Saxony,2nd Quintile,Yes,0.74267,200,12082,0.68647,0.79036
699,699,2000,Saxony,2nd Quintile,No,0.25733,77,12082,0.23045,0.28756
700,700,2000,Saxony,3rd Quintile,Yes,0.72046,166,12082,0.6568,0.79845
701,701,2000,Saxony,3rd Quintile,No,0.27954,55,12082,0.24052,0.31814
702,702,2000,Saxony,4th Quintile,Yes,1.0,107,12082,0.89949,1.11367
703,703,2000,Saxony,5th Quintile,Yes,1.0,58,12082,0.83509,1.17054
704,704,2000,Saxony-Anhalt,1st Quintile,Yes,0.36902,45,12082,0.3158,0.41952
705,705,2000,Saxony-Anhalt,1st Quintile,No,0.63098,85,12082,0.56429,0.68636
706,706,2000,Saxony-Anhalt,2nd Quintile,Yes,0.6597,101,12082,0.59803,0.73342
707,707,2000,Saxony-Anhalt,2nd Quintile,No,0.3403,54,12082,0.30703,0.38573
708,708,2000,Saxony-Anhalt,3rd Quintile,Yes,0.74795,93,12082,0.67396,0.83415
709,709,2000,Saxony-Anhalt,3rd Quintile,No,0.25205,36,12082,0.21848,0.2829
710,710,2000,Saxony-Anhalt,4th Quintile,Yes,1.0,59,12082,0.88729,1.12401
711,711,2000,Saxony-Anhalt,5th Quintile,Yes,1.0,45,12082,0.87334,1.12863
712,712,2000,Thuringa,1st Quintile,Yes,0.45768,58,12082,0.39583,0.52347
713,713,2000,Thuringa,1st Quintile,No,0.54232,74,12082,0.47188,0.62463
714,714,2000,Thuringa,2nd Quintile,Yes,0.67755,94,12082,0.59906,0.75649
715,715,2000,Thuringa,2nd Quintile,No,0.32245,49,12082,0.26985,0.37107
716,716,2000,Thuringa,3rd Quintile,Yes,0.705,104,12082,0.63277,0.795
717,717,2000,Thuringa,3rd Quintile,No,0.295,39,12082,0.25986,0.33477
718,718,2000,Thuringa,4th Quintile,Yes,1.0,64,12082,0.83521,1.16733
719,719,2000,Thuringa,5th Quintile,Yes,1.0,33,12082,0.80325,1.19511
720,720,2001,Schleswig-Holstein,1st Quintile,No,1.0,35,10778,0.85042,1.15964
721,721,2001,Schleswig-Holstein,2nd Quintile,Yes,1.0,40,10778,0.82984,1.15633
722,722,2001,Schleswig-Holstein,3rd Quintile,Yes,1.0,48,10778,0.84059,1.21005
723,723,2001,Schleswig-Holstein,4th Quintile,Yes,1.0,54,10778,0.87391,1.14614
724,724,2001,Schleswig-Holstein,5th Quintile,Yes,1.0,65,10778,0.89609,1.13184
725,725,2001,Hamburg,5th Quintile,Yes,1.0,41,10778,0.8257,1.18563
726,726,2001,Lower Saxony,1st Quintile,Yes,0.38327,63,10778,0.32853,0.43885
727,727,2001,Lower Saxony,1st Quintile,No,0.61673,106,10778,0.55801,0.67986
728,728,2001,Lower Saxony,2nd Quintile,Yes,0.57657,100,10778,0.50849,0.6396
729,729,2001,Lower Saxony,2nd Quintile,No,0.42343,71,10778,0.37814,0.49306
730,730,2001,Lower Saxony,3rd Quintile,Yes,0.64314,140,10778,0.58445,0.7004
731,731,2001,Lower Saxony,3rd Quintile,No,0.35686,76,10778,0.31609,0.40652
732,732,2001,Lower Saxony,4th Quintile,Yes,0.84229,170,10778,0.77201,0.92648
733,733,2001,Lower Saxony,4th Quintile,No,0.15771,33,10778,0.12726,0.19337
734,734,2001,Lower Saxony,5th Quintile,Yes,1.0,172,10778,0.92386,1.09025
735,735,2001,North Rhine-Westphalia,1st Quintile,Yes,0.29818,127,10778,0.26482,0.33061
736,736,2001,North Rhine-Westphalia,1st Quintile,No,0.70182,323,10778,0.6583,0.74856
737,737,2001,North Rhine-Westphalia,2nd Quintile,Yes,0.57588,268,10778,0.53448,0.60753
738,738,2001,North Rhine-Westphalia,2nd Quintile,No,0.42412,203,10778,0.38409,0.45925
739,739,2001,North Rhine-Westphalia,3rd Quintile,Yes,0.6992,341,10778,0.6561,0.74556
740,740,2001,North Rhine-Westphalia,3rd Quintile,No,0.3008,149,10778,0.27044,0.32601
741,741,2001,North Rhine-Westphalia,4th Quintile,Yes,0.76953,396,10778,0.72441,0.81725
742,742,2001,North Rhine-Westphalia,4th Quintile,No,0.23047,111,10778,0.20251,0.25686
743,743,2001,North Rhine-Westphalia,5th Quintile,Yes,0.83177,451,10778,0.79075,0.87719
744,744,2001,North Rhine-Westphalia,5th Quintile,No,0.16823,84,10778,0.14437,0.19832
745,745,2001,Hesse,1st Quintile,Yes,0.29349,42,10778,0.23463,0.33617
746,746,2001,Hesse,1st Quintile,No,0.70651,95,10778,0.62886,0.79126
747,747,2001,Hesse,2nd Quintile,Yes,0.62053,85,10778,0.55517,0.68166
748,748,2001,Hesse,2nd Quintile,No,0.37947,52,10778,0.3175,0.43189
749,749,2001,Hesse,3rd Quintile,Yes,0.68385,105,10778,0.58656,0.76638
750,750,2001,Hesse,3rd Quintile,No,0.31615,54,10778,0.27572,0.36732
751,751,2001,Hesse,4th Quintile,Yes,0.66363,111,10778,0.58751,0.73666
752,752,2001,Hesse,4th Quintile,No,0.33637,45,10778,0.27825,0.3944
753,753,2001,Hesse,5th Quintile,Yes,1.0,158,10778,0.91295,1.09429
754,754,2001,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.389,43,10778,0.32884,0.43942
755,755,2001,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.611,82,10778,0.53933,0.69065
756,756,2001,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.60537,93,10778,0.52816,0.66995
757,757,2001,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.39463,62,10778,0.35376,0.44676
758,758,2001,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.71661,105,10778,0.64808,0.77581
759,759,2001,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.28339,43,10778,0.22979,0.32338
760,760,2001,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.76516,128,10778,0.68947,0.84421
761,761,2001,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.23484,38,10778,0.19259,0.29051
762,762,2001,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,1.0,95,10778,0.91787,1.10155
763,763,2001,Baden-Wuerttemberg,1st Quintile,Yes,0.32907,63,10778,0.27234,0.39141
764,764,2001,Baden-Wuerttemberg,1st Quintile,No,0.67093,147,10778,0.59502,0.76438
765,765,2001,Baden-Wuerttemberg,2nd Quintile,Yes,0.606,140,10778,0.54281,0.68983
766,766,2001,Baden-Wuerttemberg,2nd Quintile,No,0.394,106,10778,0.33302,0.45161
767,767,2001,Baden-Wuerttemberg,3rd Quintile,Yes,0.68975,193,10778,0.62459,0.74714
768,768,2001,Baden-Wuerttemberg,3rd Quintile,No,0.31025,92,10778,0.26475,0.3608
769,769,2001,Baden-Wuerttemberg,4th Quintile,Yes,0.78938,247,10778,0.72206,0.85634
770,770,2001,Baden-Wuerttemberg,4th Quintile,No,0.21062,68,10778,0.17878,0.24078
771,771,2001,Baden-Wuerttemberg,5th Quintile,Yes,0.85462,241,10778,0.80002,0.93099
772,772,2001,Baden-Wuerttemberg,5th Quintile,No,0.14538,49,10778,0.12244,0.17694
773,773,2001,Bavaria,1st Quintile,Yes,0.3768,90,10778,0.33319,0.41554
774,774,2001,Bavaria,1st Quintile,No,0.6232,145,10778,0.56504,0.68767
775,775,2001,Bavaria,2nd Quintile,Yes,0.61396,184,10778,0.55833,0.66438
776,776,2001,Bavaria,2nd Quintile,No,0.38604,131,10778,0.3428,0.42999
777,777,2001,Bavaria,3rd Quintile,Yes,0.71913,219,10778,0.66567,0.77035
778,778,2001,Bavaria,3rd Quintile,No,0.28087,81,10778,0.24183,0.31738
779,779,2001,Bavaria,4th Quintile,Yes,0.74822,272,10778,0.69263,0.80941
780,780,2001,Bavaria,4th Quintile,No,0.25178,91,10778,0.21826,0.28757
781,781,2001,Bavaria,5th Quintile,Yes,0.8402,307,10778,0.78796,0.89208
782,782,2001,Bavaria,5th Quintile,No,0.1598,60,10778,0.14371,0.17645
783,783,2001,Berlin,1st Quintile,Yes,0.34553,37,10778,0.30289,0.39347
784,784,2001,Berlin,1st Quintile,No,0.65447,83,10778,0.57439,0.73441
785,785,2001,Berlin,2nd Quintile,Yes,0.44521,37,10778,0.37984,0.52155
786,786,2001,Berlin,2nd Quintile,No,0.55479,51,10778,0.46262,0.64993
787,787,2001,Berlin,3rd Quintile,Yes,1.0,56,10778,0.87417,1.15251
788,788,2001,Berlin,4th Quintile,Yes,1.0,70,10778,0.88468,1.10075
789,789,2001,Berlin,5th Quintile,Yes,1.0,70,10778,0.87513,1.14398
790,790,2001,Brandenburg,1st Quintile,Yes,0.39897,42,10778,0.33359,0.46016
791,791,2001,Brandenburg,1st Quintile,No,0.60103,70,10778,0.53845,0.69058
792,792,2001,Brandenburg,2nd Quintile,Yes,0.61832,80,10778,0.54006,0.7034
793,793,2001,Brandenburg,2nd Quintile,No,0.38168,47,10778,0.33296,0.44277
794,794,2001,Brandenburg,3rd Quintile,Yes,1.0,94,10778,0.89541,1.1095
795,795,2001,Brandenburg,4th Quintile,Yes,1.0,70,10778,0.88446,1.11578
796,796,2001,Brandenburg,5th Quintile,Yes,1.0,44,10778,0.89476,1.15433
797,797,2001,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,54,10778,0.85428,1.16223
798,798,2001,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.0,54,10778,0.86456,1.13404
799,799,2001,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.0,44,10778,0.86192,1.16042
800,800,2001,Saxony,1st Quintile,Yes,0.4658,84,10778,0.41126,0.52056
801,801,2001,Saxony,1st Quintile,No,0.5342,110,10778,0.48445,0.58574
802,802,2001,Saxony,2nd Quintile,Yes,0.70088,180,10778,0.64592,0.74926
803,803,2001,Saxony,2nd Quintile,No,0.29912,80,10778,0.26631,0.33595
804,804,2001,Saxony,3rd Quintile,Yes,0.7971,161,10778,0.73069,0.85929
805,805,2001,Saxony,3rd Quintile,No,0.2029,43,10778,0.16738,0.23692
806,806,2001,Saxony,4th Quintile,Yes,1.0,111,10778,0.87965,1.14996
807,807,2001,Saxony,5th Quintile,Yes,1.0,53,10778,0.85677,1.17082
808,808,2001,Saxony-Anhalt,1st Quintile,Yes,0.38313,41,10778,0.32813,0.44063
809,809,2001,Saxony-Anhalt,1st Quintile,No,0.61687,76,10778,0.53358,0.69705
810,810,2001,Saxony-Anhalt,2nd Quintile,Yes,0.68172,90,10778,0.61337,0.75626
811,811,2001,Saxony-Anhalt,2nd Quintile,No,0.31828,46,10778,0.27745,0.35658
812,812,2001,Saxony-Anhalt,3rd Quintile,Yes,0.76747,87,10778,0.69216,0.83674
813,813,2001,Saxony-Anhalt,3rd Quintile,No,0.23253,31,10778,0.19025,0.2857
814,814,2001,Saxony-Anhalt,4th Quintile,Yes,1.0,75,10778,0.87768,1.13072
815,815,2001,Saxony-Anhalt,5th Quintile,Yes,1.0,33,10778,0.83141,1.18047
816,816,2001,Thuringa,1st Quintile,Yes,0.43733,46,10778,0.37171,0.50659
817,817,2001,Thuringa,1st Quintile,No,0.56267,75,10778,0.4919,0.65024
818,818,2001,Thuringa,2nd Quintile,Yes,0.7015,88,10778,0.61653,0.78464
819,819,2001,Thuringa,2nd Quintile,No,0.2985,43,10778,0.24715,0.37209
820,820,2001,Thuringa,3rd Quintile,Yes,0.72388,94,10778,0.64086,0.81317
821,821,2001,Thuringa,3rd Quintile,No,0.27612,37,10778,0.21189,0.35262
822,822,2001,Thuringa,4th Quintile,Yes,1.0,62,10778,0.84886,1.1748
823,823,2002,Schleswig-Holstein,1st Quintile,No,1.0,38,11268,0.82401,1.15129
824,824,2002,Schleswig-Holstein,2nd Quintile,Yes,1.0,36,11268,0.87797,1.15189
825,825,2002,Schleswig-Holstein,3rd Quintile,Yes,1.0,50,11268,0.85747,1.14637
826,826,2002,Schleswig-Holstein,4th Quintile,Yes,1.0,50,11268,0.84712,1.19602
827,827,2002,Schleswig-Holstein,5th Quintile,Yes,1.0,87,11268,0.80687,1.19913
828,828,2002,Hamburg,5th Quintile,Yes,1.0,57,11268,0.74039,1.25837
829,829,2002,Lower Saxony,1st Quintile,Yes,0.21125,38,11268,0.17875,0.24483
830,830,2002,Lower Saxony,1st Quintile,No,0.78875,131,11268,0.71244,0.8699
831,831,2002,Lower Saxony,2nd Quintile,Yes,0.60546,99,11268,0.53243,0.67219
832,832,2002,Lower Saxony,2nd Quintile,No,0.39454,65,11268,0.33785,0.45712
833,833,2002,Lower Saxony,3rd Quintile,Yes,0.70197,133,11268,0.62765,0.78401
834,834,2002,Lower Saxony,3rd Quintile,No,0.29803,54,11268,0.24739,0.35058
835,835,2002,Lower Saxony,4th Quintile,Yes,0.81798,170,11268,0.72947,0.91591
836,836,2002,Lower Saxony,4th Quintile,No,0.18202,45,11268,0.14579,0.22809
837,837,2002,Lower Saxony,5th Quintile,Yes,0.77019,233,11268,0.68241,0.85271
838,838,2002,Lower Saxony,5th Quintile,No,0.22981,46,11268,0.17384,0.27312
839,839,2002,North Rhine-Westphalia,1st Quintile,Yes,0.27252,100,11268,0.23933,0.29633
840,840,2002,North Rhine-Westphalia,1st Quintile,No,0.72748,298,11268,0.67835,0.7683
841,841,2002,North Rhine-Westphalia,2nd Quintile,Yes,0.55208,244,11268,0.51137,0.59308
842,842,2002,North Rhine-Westphalia,2nd Quintile,No,0.44792,209,11268,0.41989,0.48282
843,843,2002,North Rhine-Westphalia,3rd Quintile,Yes,0.59338,266,11268,0.55626,0.63789
844,844,2002,North Rhine-Westphalia,3rd Quintile,No,0.40662,175,11268,0.37418,0.4497
845,845,2002,North Rhine-Westphalia,4th Quintile,Yes,0.75927,365,11268,0.71009,0.8091
846,846,2002,North Rhine-Westphalia,4th Quintile,No,0.24073,117,11268,0.21352,0.26926
847,847,2002,North Rhine-Westphalia,5th Quintile,Yes,0.78579,622,11268,0.737,0.83897
848,848,2002,North Rhine-Westphalia,5th Quintile,No,0.21421,157,11268,0.18471,0.24105
849,849,2002,Hesse,1st Quintile,Yes,0.26706,37,11268,0.21728,0.32034
850,850,2002,Hesse,1st Quintile,No,0.73294,95,11268,0.64996,0.82281
851,851,2002,Hesse,2nd Quintile,Yes,0.47975,64,11268,0.41023,0.55382
852,852,2002,Hesse,2nd Quintile,No,0.52025,67,11268,0.43347,0.60117
853,853,2002,Hesse,3rd Quintile,Yes,0.59909,91,11268,0.52536,0.68504
854,854,2002,Hesse,3rd Quintile,No,0.40091,60,11268,0.32912,0.47191
855,855,2002,Hesse,4th Quintile,Yes,1.0,101,11268,0.87287,1.11379
856,856,2002,Hesse,5th Quintile,Yes,0.82613,257,11268,0.72213,0.93436
857,857,2002,Hesse,5th Quintile,No,0.17387,54,11268,0.13964,0.21355
858,858,2002,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.31486,42,11268,0.26422,0.36449
859,859,2002,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.68514,96,11268,0.5994,0.7565
860,860,2002,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.56855,74,11268,0.49461,0.64323
861,861,2002,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.43145,62,11268,0.35277,0.49417
862,862,2002,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.6988,91,11268,0.62168,0.76984
863,863,2002,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.3012,45,11268,0.24602,0.36095
864,864,2002,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.77275,116,11268,0.69764,0.83445
865,865,2002,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.22725,39,11268,0.17965,0.27257
866,866,2002,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,1.0,129,11268,0.87746,1.15863
867,867,2002,Baden-Wuerttemberg,1st Quintile,Yes,0.30228,50,11268,0.253,0.35385
868,868,2002,Baden-Wuerttemberg,1st Quintile,No,0.69772,137,11268,0.61326,0.79408
869,869,2002,Baden-Wuerttemberg,2nd Quintile,Yes,0.44576,104,11268,0.38255,0.508
870,870,2002,Baden-Wuerttemberg,2nd Quintile,No,0.55424,121,11268,0.48981,0.61762
871,871,2002,Baden-Wuerttemberg,3rd Quintile,Yes,0.66789,167,11268,0.60719,0.73722
872,872,2002,Baden-Wuerttemberg,3rd Quintile,No,0.33211,86,11268,0.282,0.3846
873,873,2002,Baden-Wuerttemberg,4th Quintile,Yes,0.70852,214,11268,0.65416,0.7815
874,874,2002,Baden-Wuerttemberg,4th Quintile,No,0.29148,94,11268,0.24359,0.33482
875,875,2002,Baden-Wuerttemberg,5th Quintile,Yes,0.84736,372,11268,0.77556,0.91946
876,876,2002,Baden-Wuerttemberg,5th Quintile,No,0.15264,75,11268,0.12158,0.18428
877,877,2002,Bavaria,1st Quintile,Yes,0.34878,77,11268,0.29796,0.39973
878,878,2002,Bavaria,1st Quintile,No,0.65122,149,11268,0.59002,0.71122
879,879,2002,Bavaria,2nd Quintile,Yes,0.50607,146,11268,0.46155,0.55747
880,880,2002,Bavaria,2nd Quintile,No,0.49393,115,11268,0.43889,0.5426
881,881,2002,Bavaria,3rd Quintile,Yes,0.55681,164,11268,0.512,0.6065
882,882,2002,Bavaria,3rd Quintile,No,0.44319,127,11268,0.39177,0.49057
883,883,2002,Bavaria,4th Quintile,Yes,0.6907,242,11268,0.62326,0.75938
884,884,2002,Bavaria,4th Quintile,No,0.3093,105,11268,0.26175,0.35559
885,885,2002,Bavaria,5th Quintile,Yes,0.811,460,11268,0.73579,0.87817
886,886,2002,Bavaria,5th Quintile,No,0.189,104,11268,0.15752,0.22021
887,887,2002,Berlin,1st Quintile,Yes,0.275,32,11268,0.22174,0.33129
888,888,2002,Berlin,1st Quintile,No,0.725,79,11268,0.64102,0.81378
889,889,2002,Berlin,2nd Quintile,Yes,0.5635,37,11268,0.50106,0.64229
890,890,2002,Berlin,2nd Quintile,No,0.4365,36,11268,0.34733,0.4959
891,891,2002,Berlin,3rd Quintile,Yes,0.53111,51,11268,0.44635,0.60947
892,892,2002,Berlin,3rd Quintile,No,0.46889,41,11268,0.39219,0.54483
893,893,2002,Berlin,4th Quintile,Yes,1.0,70,11268,0.8701,1.13588
894,894,2002,Berlin,5th Quintile,Yes,1.0,94,11268,0.82646,1.18228
895,895,2002,Brandenburg,1st Quintile,Yes,0.32745,33,11268,0.27737,0.38825
896,896,2002,Brandenburg,1st Quintile,No,0.67255,73,11268,0.58033,0.77824
897,897,2002,Brandenburg,2nd Quintile,Yes,0.54454,67,11268,0.48379,0.61269
898,898,2002,Brandenburg,2nd Quintile,No,0.45546,54,11268,0.40799,0.51213
899,899,2002,Brandenburg,3rd Quintile,Yes,0.64688,68,11268,0.5563,0.74772
900,900,2002,Brandenburg,3rd Quintile,No,0.35312,35,11268,0.29588,0.41817
901,901,2002,Brandenburg,4th Quintile,Yes,1.0,88,11268,0.86836,1.13843
902,902,2002,Brandenburg,5th Quintile,Yes,1.0,51,11268,0.80928,1.19652
903,903,2002,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,45,11268,0.83631,1.17612
904,904,2002,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.0,41,11268,0.85528,1.13864
905,905,2002,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.0,43,11268,0.84142,1.20296
906,906,2002,Mecklenburg-Western Pomerania,5th Quintile,Yes,1.0,33,11268,0.71847,1.26351
907,907,2002,Saxony,1st Quintile,Yes,0.42209,83,11268,0.3705,0.46949
908,908,2002,Saxony,1st Quintile,No,0.57791,116,11268,0.51963,0.64264
909,909,2002,Saxony,2nd Quintile,Yes,0.70274,159,11268,0.62991,0.76111
910,910,2002,Saxony,2nd Quintile,No,0.29726,62,11268,0.26401,0.33473
911,911,2002,Saxony,3rd Quintile,Yes,0.72443,138,11268,0.66324,0.79203
912,912,2002,Saxony,3rd Quintile,No,0.27557,49,11268,0.22742,0.31686
913,913,2002,Saxony,4th Quintile,Yes,1.0,108,11268,0.86866,1.12079
914,914,2002,Saxony,5th Quintile,Yes,1.0,89,11268,0.79938,1.20671
915,915,2002,Saxony-Anhalt,1st Quintile,Yes,0.32526,39,11268,0.27955,0.37825
916,916,2002,Saxony-Anhalt,1st Quintile,No,0.67474,93,11268,0.57592,0.77104
917,917,2002,Saxony-Anhalt,2nd Quintile,Yes,0.7102,81,11268,0.62063,0.7795
918,918,2002,Saxony-Anhalt,2nd Quintile,No,0.2898,39,11268,0.24767,0.33917
919,919,2002,Saxony-Anhalt,3rd Quintile,Yes,0.61943,57,11268,0.53608,0.71206
920,920,2002,Saxony-Anhalt,3rd Quintile,No,0.38057,36,11268,0.30981,0.44696
921,921,2002,Saxony-Anhalt,4th Quintile,Yes,1.0,77,11268,0.84514,1.18155
922,922,2002,Saxony-Anhalt,5th Quintile,Yes,1.0,57,11268,0.80058,1.21978
923,923,2002,Thuringa,1st Quintile,No,1.0,68,11268,0.81835,1.15674
924,924,2002,Thuringa,2nd Quintile,Yes,0.60053,75,11268,0.51847,0.67319
925,925,2002,Thuringa,2nd Quintile,No,0.39947,53,11268,0.34007,0.47265
926,926,2002,Thuringa,3rd Quintile,Yes,1.0,87,11268,0.8709,1.1323
927,927,2002,Thuringa,4th Quintile,Yes,1.0,78,11268,0.846,1.23135
928,928,2002,Thuringa,5th Quintile,Yes,1.0,39,11268,0.71642,1.38827
929,929,2003,Schleswig-Holstein,1st Quintile,No,1.0,38,11021,0.82058,1.1656
930,930,2003,Schleswig-Holstein,2nd Quintile,No,1.0,32,11021,0.8117,1.17229
931,931,2003,Schleswig-Holstein,3rd Quintile,Yes,1.0,43,11021,0.86813,1.13073
932,932,2003,Schleswig-Holstein,4th Quintile,Yes,1.0,43,11021,0.81133,1.16596
933,933,2003,Schleswig-Holstein,5th Quintile,Yes,1.0,77,11021,0.77358,1.19467
934,934,2003,Hamburg,5th Quintile,Yes,1.0,46,11021,0.7477,1.25784
935,935,2003,Lower Saxony,1st Quintile,Yes,0.23349,38,11021,0.19243,0.27525
936,936,2003,Lower Saxony,1st Quintile,No,0.76651,114,11021,0.70021,0.84968
937,937,2003,Lower Saxony,2nd Quintile,Yes,0.56266,88,11021,0.50493,0.62632
938,938,2003,Lower Saxony,2nd Quintile,No,0.43734,75,11021,0.37734,0.49971
939,939,2003,Lower Saxony,3rd Quintile,Yes,0.65862,123,11021,0.58013,0.74547
940,940,2003,Lower Saxony,3rd Quintile,No,0.34138,65,11021,0.29899,0.39729
941,941,2003,Lower Saxony,4th Quintile,Yes,0.80848,162,11021,0.71947,0.8948
942,942,2003,Lower Saxony,4th Quintile,No,0.19152,39,11021,0.15253,0.22988
943,943,2003,Lower Saxony,5th Quintile,Yes,0.83346,220,11021,0.74266,0.93488
944,944,2003,Lower Saxony,5th Quintile,No,0.16654,47,11021,0.12911,0.21457
945,945,2003,North Rhine-Westphalia,1st Quintile,Yes,0.27652,109,11021,0.24762,0.30537
946,946,2003,North Rhine-Westphalia,1st Quintile,No,0.72348,302,11021,0.67909,0.76984
947,947,2003,North Rhine-Westphalia,2nd Quintile,Yes,0.54047,231,11021,0.50242,0.57627
948,948,2003,North Rhine-Westphalia,2nd Quintile,No,0.45953,214,11021,0.41743,0.50053
949,949,2003,North Rhine-Westphalia,3rd Quintile,Yes,0.6184,264,11021,0.56161,0.65879
