"hlc0119_h","year","quintil","n","percent","lower_confidence","upper_confidence"
"Ja","2001","2","4866","0.63440917568808","0.623544556297534","0.645273795078626"
"Ja","2001","3","4731","0.759036454335721","0.748397983029487","0.769674925641954"
"Ja","2001","4","3801","0.831615053350101","0.820745490734116","0.842484615966086"
"Ja","2001","5","2378","0.85031545107219","0.837112829353873","0.863518072790506"
"Nein","2001","1","4666","0.652131475957723","0.641113000401648","0.663149951513797"
"Nein","2001","2","2682","0.36559082431192","0.354726204921374","0.376455443702466"
"Nein","2001","3","1477","0.240963545664279","0.230325074358046","0.251602016970513"
"Nein","2001","4","752","0.168384946649899","0.157515384033914","0.179254509265884"
"Nein","2001","5","427","0.14968454892781","0.136481927209494","0.162887170646127"
"Ja","2002","1","1986","0.314875138865735","0.303234725519708","0.326515552211762"
"Ja","2002","2","3571","0.551037253315707","0.538905367019815","0.563169139611598"
"Ja","2002","3","4184","0.704606309436245","0.692944384754508","0.716268234117983"
"Ja","2002","4","4528","0.781580801060055","0.770906976881393","0.792254625238716"
"Ja","2002","5","4473","0.836157748743244","0.826242433373651","0.846073064112838"
"Nein","2002","1","4130","0.685124861134265","0.673484447788238","0.696765274480292"
"Nein","2002","2","2886","0.448962746684293","0.436830860388402","0.461094632980185"
"Nein","2002","3","1695","0.295393690563755","0.283731765882017","0.307055615245492"
"Nein","2002","4","1228","0.218419198939945","0.207745374761284","0.229093023118607"
"Nein","2002","5","880","0.163842251256756","0.153926935887162","0.173757566626349"
"Ja","2003","1","1563","0.282223600003171","0.270520828447168","0.293926371559175"
"Ja","2003","2","3401","0.554907954983398","0.542370515001265","0.567445394965531"
"Ja","2003","3","4227","0.684794057806475","0.673106307224614","0.696481808388337"
"Ja","2003","4","4470","0.774156309713041","0.763364570919075","0.784948048507006"
"Ja","2003","5","4163","0.847244512026813","0.837127160671602","0.857361863382024"
"Nein","2003","1","4119","0.717776399996829","0.706073628440825","0.729479171552832"
"Nein","2003","2","2635","0.445092045016602","0.432554605034469","0.457629484998734"
"Nein","2003","3","1843","0.315205942193525","0.303518191611663","0.326893692775386"
"Nein","2003","4","1297","0.225843690286959","0.215051951492994","0.236635429080925"
"Nein","2003","5","694","0.152755487973187","0.142638136617976","0.162872839328399"
"Ja","2004","1","1466","0.265206594803639","0.253540069405231","0.276873120202046"
"Ja","2004","2","3177","0.538532684230754","0.525742789912435","0.551322578549073"
"Ja","2004","3","3963","0.681968140828909","0.670000296917165","0.693935984740653"
"Ja","2004","4","4257","0.762050160380539","0.750890263826014","0.773210056935065"
"Ja","2004","5","4083","0.835805285840047","0.825332959371003","0.84627761230909"
"Nein","2004","1","4034","0.734793405196361","0.723126879797954","0.746459930594769"
"Nein","2004","2","2659","0.461467315769246","0.448677421450927","0.474257210087565"
"Nein","2004","3","1854","0.318031859171091","0.306064015259347","0.329999703082835"
"Nein","2004","4","1336","0.237949839619461","0.226789943064935","0.249109736173986"
"Nein","2004","5","724","0.164194714159953","0.15372238769091","0.174667040628997"
"Ja","2005","1","1383","0.252026018780859","0.240318261221353","0.263733776340366"
"Ja","2005","2","3011","0.54277061612904","0.529473778065635","0.556067454192445"
"Ja","2005","3","3834","0.695790004479654","0.683631152292042","0.707948856667266"
"Ja","2005","4","4276","0.780399262989062","0.769358824452146","0.791439701525978"
"Ja","2005","5","4159","0.870154813399399","0.860608867007368","0.87970075979143"
"Nein","2005","1","3900","0.747973981219141","0.736266223659635","0.759681738778647"
"Nein","2005","2","2381","0.45722938387096","0.443932545807555","0.470526221934365"
"Nein","2005","3","1666","0.304209995520346","0.292051143332734","0.316368847707957"
"Nein","2005","4","1125","0.219600737010938","0.208560298474022","0.230641175547854"
"Nein","2005","5","604","0.129845186600601","0.12029924020857","0.139391132992632"
"Ja","2006","1","1329","0.222641218798842","0.211794485116007","0.233487952481677"
"Ja","2006","2","3065","0.516170841837039","0.503362669518474","0.528979014155605"
"Ja","2006","3","3989","0.664754312540364","0.652637489871695","0.676871135209034"
"Ja","2006","4","4563","0.743733808298531","0.732681725211875","0.754785891385188"
"Ja","2006","5","4344","0.852597987396657","0.842783527198604","0.86241244759471"
"Nein","2006","1","4322","0.777358781201158","0.766512047518323","0.788205514883993"
"Nein","2006","2","2783","0.483829158162961","0.471020985844395","0.496637330481526"
"Nein","2006","3","1842","0.335245687459636","0.323128864790966","0.347362510128305"
"Nein","2006","4","1431","0.256266191701468","0.245214108614812","0.267318274788125"
"Nein","2006","5","668","0.147402012603343","0.137587552405289","0.157216472801396"
"Ja","2007","1","1205","0.229231607871769","0.21736015013975","0.241103065603787"
"Ja","2007","2","2867","0.527027434937139","0.513652734731466","0.540402135142813"
"Ja","2007","3","3795","0.675783041008157","0.66346947094707","0.688096611069243"
"Ja","2007","4","4492","0.774199458837178","0.763322291282876","0.785076626391481"
"Ja","2007","5","4290","0.859383989908806","0.849681312228248","0.869086667589365"
"Nein","2007","1","3611","0.770768392128232","0.758896934396213","0.78263984986025"
"Nein","2007","2","2486","0.472972565062861","0.459597864857187","0.486347265268534"
"Nein","2007","3","1756","0.324216958991843","0.311903388930757","0.33653052905293"
"Nein","2007","4","1184","0.225800541162822","0.214923373608519","0.236677708717124"
"Nein","2007","5","641","0.140616010091194","0.130913332410635","0.150318687771752"
"Ja","2008","1","1024","0.252637710229677","0.239469739962847","0.265805680496506"
"Ja","2008","2","2340","0.489235998150498","0.474815358189323","0.503656638111674"
"Ja","2008","3","3668","0.672481154961867","0.659885507249158","0.685076802674575"
"Ja","2008","4","4203","0.763859074496848","0.752597866051249","0.775120282942446"
"Ja","2008","5","4281","0.860071182092873","0.850373611835137","0.86976875235061"
"Nein","2008","1","3159","0.747362289770323","0.734194319503494","0.760530260037153"
"Nein","2008","2","2276","0.510764001849502","0.496343361888326","0.525184641810677"
"Nein","2008","3","1665","0.327518845038133","0.314923197325425","0.340114492750842"
"Nein","2008","4","1261","0.236140925503152","0.224879717057554","0.247402133948751"
"Nein","2008","5","635","0.139928817907127","0.13023124764939","0.149626388164863"
"Ja","2009","1","803","0.227205048168067","0.213734262165556","0.240675834170578"
"Ja","2009","2","2149","0.493622100864497","0.478576919468808","0.508667282260187"
"Ja","2009","3","3118","0.633210912276516","0.619605648367137","0.646816176185896"
"Ja","2009","4","4140","0.764008094112452","0.752563513002164","0.77545267522274"
"Ja","2009","5","4248","0.871812978888239","0.86241630172068","0.881209656055799"
"Nein","2009","1","2914","0.772794951831933","0.759324165829422","0.786265737834444"
"Nein","2009","2","2093","0.506377899135503","0.491332717739813","0.521423080531192"
"Nein","2009","3","1702","0.366789087723484","0.353183823814104","0.380394351632863"
"Nein","2009","4","1148","0.235991905887548","0.22454732477726","0.247436486997836"
"Nein","2009","5","614","0.128187021111761","0.118790343944201","0.13758369827932"
"Ja","2010","1","1632","0.211869195391666","0.202959241214104","0.220779149569227"
"Ja","2010","2","3462","0.441991190838156","0.43129939753626","0.452682984140053"
"Ja","2010","3","4520","0.623329322721457","0.612118265706408","0.634540379736505"
"Ja","2010","4","5460","0.748284018480389","0.738288450879976","0.758279586080802"
"Ja","2010","5","5350","0.815933087678032","0.806446711581915","0.82541946377415"
"Nein","2010","1","6448","0.788130804608334","0.779220850430773","0.797040758785896"
"Nein","2010","2","4826","0.558008809161844","0.547317015859947","0.56870060246374"
"Nein","2010","3","2656","0.376670677278543","0.365459620263495","0.387881734293592"
"Nein","2010","4","1782","0.251715981519611","0.241720413919198","0.261711549120024"
"Nein","2010","5","1061","0.184066912321968","0.17458053622585","0.193553288418085"
"Ja","2011","1","1716","0.214667725090426","0.205936473563071","0.223398976617781"
"Ja","2011","2","3932","0.46343281311093","0.453213676687335","0.473651949534524"
"Ja","2011","3","5525","0.665364991993545","0.6554165145425","0.67531346944459"
"Ja","2011","4","6959","0.772381882747901","0.763809337465799","0.780954428030002"
"Ja","2011","5","6928","0.86158747602048","0.85403386277086","0.8691410892701"
"Nein","2011","1","6779","0.785332274909574","0.776601023382219","0.794063526436929"
"Nein","2011","2","5215","0.53656718688907","0.526348050465476","0.546786323312665"
"Nein","2011","3","3117","0.334635008006455","0.32468653055541","0.3445834854575"
"Nein","2011","4","2231","0.227618117252099","0.219045571969998","0.236190662534201"
"Nein","2011","5","1101","0.13841252397952","0.1308589107299","0.14596613722914"
"Ja","2012","1","1332","0.194005044074157","0.184801247289488","0.203208840858826"
"Ja","2012","2","3568","0.444184898446234","0.433623179499118","0.45474661739335"
"Ja","2012","3","5457","0.640269350763171","0.630227942945797","0.650310758580545"
"Ja","2012","4","6946","0.768015454587177","0.759408022228178","0.776622886946177"
"Ja","2012","5","7260","0.854736313811757","0.847225963201519","0.862246664421995"
"Nein","2012","1","5759","0.805994955925843","0.796791159141174","0.815198752710512"
"Nein","2012","2","4934","0.555815101553766","0.54525338260665","0.566376820500882"
"Nein","2012","3","3318","0.359730649236829","0.349689241419455","0.369772057054203"
"Nein","2012","4","2292","0.231984545412823","0.223377113053823","0.240591977771822"
"Nein","2012","5","1196","0.145263686188243","0.137753335578005","0.152774036798481"
"Ja","2013","1","1498","0.20637434237658","0.197859551830647","0.214889132922512"
"Ja","2013","2","3726","0.430255911046613","0.420307130427776","0.440204691665451"
"Ja","2013","3","5708","0.645815572949844","0.636055401841148","0.655575744058539"
"Ja","2013","4","7726","0.750194340220802","0.741900293006717","0.758488387434886"
"Ja","2013","5","8070","0.863381214479905","0.856396583026904","0.870365845932905"
"Nein","2013","1","7180","0.79362565762342","0.785110867077488","0.802140448169353"
"Nein","2013","2","5788","0.569744088953386","0.559795308334549","0.579692869572224"
"Nein","2013","3","3516","0.354184427050156","0.344424255941461","0.363944598158852"
"Nein","2013","4","2739","0.249805659779198","0.241511612565114","0.258099706993283"
"Nein","2013","5","1218","0.136618785520095","0.129634154067094","0.143603416973096"
"Ja","2014","1","1094","0.178914091904195","0.169587794854283","0.188240388954108"
"Ja","2014","2","2824","0.393795712397566","0.382947239393546","0.404644185401585"
"Ja","2014","3","4892","0.622584776769044","0.612071154767378","0.633098398770711"
"Ja","2014","4","7226","0.768681893247034","0.760238866834648","0.777124919659421"
"Ja","2014","5","8043","0.870948693512119","0.864099534093133","0.877797852931106"
"Nein","2014","1","5394","0.821085908095805","0.811759611045892","0.830412205145717"
"Nein","2014","2","4968","0.606204287602434","0.595355814598415","0.617052760606454"
"Nein","2014","3","3274","0.377415223230955","0.366901601229289","0.387928845232622"
"Nein","2014","4","2356","0.231318106752966","0.222875080340579","0.239761133165353"
"Nein","2014","5","1161","0.129051306487881","0.122202147068894","0.135900465906867"
"Ja","2015","1","1072","0.181800457108525","0.172430201876808","0.191170712340242"
"Ja","2015","2","2627","0.385032476288108","0.373729758966841","0.396335193609375"
"Ja","2015","3","4733","0.592509605866114","0.581664004750371","0.603355206981856"
"Ja","2015","4","7157","0.754834512041992","0.746173965892897","0.763495058191086"
"Ja","2015","5","8402","0.856152894663461","0.849148901422364","0.863156887904558"
"Nein","2015","1","5436","0.818199542891475","0.808829287659758","0.827569798123192"
"Nein","2015","2","4493","0.614967523711891","0.603664806390624","0.626270241033158"
"Nein","2015","3","3152","0.407490394133886","0.396644793018144","0.418335995249629"
"Nein","2015","4","2321","0.245165487958008","0.236504941808914","0.253826034107103"
"Nein","2015","5","1242","0.143847105336539","0.136843112095442","0.150851098577636"
"Ja","2016","1","750","0.169614189883334","0.159176226134205","0.180052153632463"
"Ja","2016","2","2290","0.374924941850142","0.362822024586509","0.387027859113776"
"Ja","2016","3","4010","0.598367383208037","0.586663860926128","0.610070905489946"
"Ja","2016","4","6849","0.734260542597665","0.725222004936365","0.743299080258964"
"Ja","2016","5","8281","0.867651804605709","0.860829651088353","0.874473958123065"
"Nein","2016","1","4216","0.830385810116666","0.819947846367537","0.840823773865795"
"Nein","2016","2","3856","0.625075058149858","0.612972140886224","0.637177975413491"
"Nein","2016","3","2730","0.401632616791963","0.389929094510054","0.413336139073872"
"Nein","2016","4","2326","0.265739457402335","0.256700919741036","0.274777995063635"
"Nein","2016","5","1197","0.132348195394291","0.125526041876934","0.139170348911647"
"Ja","2017","1","769","0.168793800894943","0.157947027224011","0.179640574565876"
"Ja","2017","2","2103","0.393299414293974","0.380579124929996","0.406019703657952"
"Ja","2017","3","4252","0.600932494474516","0.58963281952217","0.612232169426861"
"Ja","2017","4","7625","0.741030707790024","0.732463545843662","0.749597869736386"
"Ja","2017","5","10226","0.865659669629569","0.859489169667794","0.871830169591343"
"Nein","2017","1","3812","0.831206199105057","0.820359425434124","0.842052972775989"
"Nein","2017","2","3562","0.606700585706026","0.593980296342047","0.619420875070004"
"Nein","2017","3","2963","0.399067505525484","0.387767830573139","0.41036718047783"
"Nein","2017","4","2419","0.258969292209976","0.250402130263614","0.267536454156338"
"Nein","2017","5","1507","0.134340330370431","0.128169830408657","0.140510830332206"
"Ja","2018","1","564","0.161929781487505","0.150702841663271","0.173156721311738"
"Ja","2018","2","1781","0.375025354961698","0.361503054439161","0.388547655484235"
"Ja","2018","3","4104","0.626026736564394","0.614500952612534","0.637552520516254"
"Ja","2018","4","7752","0.734351134398157","0.725794360914828","0.742907907881486"
"Ja","2018","5","10499","0.871366873608274","0.865367512892286","0.877366234324261"
"Nein","2018","1","3572","0.838070218512495","0.826843278688262","0.849297158336729"
"Nein","2018","2","3143","0.624974645038302","0.611452344515765","0.638496945560838"
"Nein","2018","3","2666","0.373973263435606","0.362447479483746","0.385499047387466"
"Nein","2018","4","2483","0.265648865601843","0.257092092118514","0.274205639085172"
"Nein","2018","5","1464","0.128633126391726","0.122633765675739","0.134632487107714"
"Ja","2019","1","610","0.205072804843031","0.191140158204255","0.219005451481808"
"Ja","2019","2","1591","0.393138798271505","0.378427905734765","0.407849690808245"
"Ja","2019","3","3559","0.62790543975407","0.615404217795167","0.640406661712973"
"Ja","2019","4","7863","0.7778979831443","0.769738961490083","0.786057004798517"
"Ja","2019","5","14194","0.888758590757221","0.883873377117556","0.893643804396887"
"Nein","2019","1","2616","0.794927195156969","0.780994548518192","0.808859841795745"
"Nein","2019","2","2644","0.606861201728495","0.592150309191755","0.621572094265235"
"Nein","2019","3","2184","0.37209456024593","0.359593338287027","0.384595782204833"
"Nein","2019","4","2107","0.2221020168557","0.213942995201483","0.230261038509917"
"Nein","2019","5","1720","0.111241409242779","0.106356195603113","0.116126622882444"
"Ja","2020","1","535","0.237871875089039","0.223033578844892","0.252710171333185"
"Ja","2020","2","1287","0.340834204540955","0.326374908004985","0.355293501076924"
"Ja","2020","3","2984","0.572581417356343","0.559341370652163","0.585821464060523"
"Ja","2020","4","7360","0.750665345783881","0.742204588342707","0.759126103225054"
"Ja","2020","5","13596","0.8736181326268","0.868385604543952","0.878850660709648"
"Nein","2020","1","2628","0.762128124910961","0.747289828666815","0.776966421155108"
"Nein","2020","2","2841","0.659165795459045","0.644706498923076","0.673625091995015"
"Nein","2020","3","2379","0.427418582643657","0.414178535939477","0.440658629347837"
"Nein","2020","4","2684","0.249334654216119","0.240873896774946","0.257795411657293"
"Nein","2020","5","1895","0.1263818673732","0.121149339290352","0.131614395456048"
