,Unnamed: 0,year,bula_h,rentown,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
315,315,1998,Baden-Wuerttemberg,Tenant,Yes,0.58184,295,7167,0.51452,0.6439
316,316,1998,Baden-Wuerttemberg,Tenant,No,0.41816,235,7167,0.37822,0.47488
317,317,1998,Bavaria,Owner,Yes,0.74217,331,7167,0.7018,0.80049
318,318,1998,Bavaria,Owner,No,0.25783,126,7167,0.23288,0.28716
319,319,1998,Bavaria,Tenant,Yes,0.53742,282,7167,0.49362,0.57401
320,320,1998,Bavaria,Tenant,No,0.46258,226,7167,0.42252,0.51112
321,321,1998,Berlin,Tenant,Yes,0.54651,165,7167,0.49613,0.60787
322,322,1998,Berlin,Tenant,No,0.45349,125,7167,0.39772,0.5045
323,323,1998,Brandenburg,Owner,Yes,0.74832,83,7167,0.64207,0.85881
324,324,1998,Brandenburg,Owner,No,0.25168,32,7167,0.20929,0.30215
325,325,1998,Brandenburg,Tenant,Yes,0.65558,131,7167,0.5944,0.71214
326,326,1998,Brandenburg,Tenant,No,0.34442,68,7167,0.29536,0.39882
327,327,1998,Mecklenburg-Western Pomerania,Owner,Yes,1.0,53,7167,0.88797,1.15658
328,328,1998,Mecklenburg-Western Pomerania,Tenant,Yes,0.51148,72,7167,0.44221,0.5841
329,329,1998,Mecklenburg-Western Pomerania,Tenant,No,0.48852,57,7167,0.41767,0.5611
330,330,1998,Saxony,Owner,Yes,0.75071,135,7167,0.66965,0.83414
331,331,1998,Saxony,Owner,No,0.24929,41,7167,0.20005,0.3072
332,332,1998,Saxony,Tenant,Yes,0.68463,277,7167,0.63497,0.73551
333,333,1998,Saxony,Tenant,No,0.31537,129,7167,0.28547,0.34507
334,334,1998,Saxony-Anhalt,Owner,Yes,0.75053,86,7167,0.65447,0.86758
335,335,1998,Saxony-Anhalt,Owner,No,0.24947,39,7167,0.2084,0.2903
336,336,1998,Saxony-Anhalt,Tenant,Yes,0.6931,149,7167,0.63065,0.76499
337,337,1998,Saxony-Anhalt,Tenant,No,0.3069,75,7167,0.26834,0.35646
338,338,1998,Thuringa,Owner,Yes,0.73294,124,7167,0.65525,0.8214
339,339,1998,Thuringa,Owner,No,0.26706,47,7167,0.21805,0.31465
340,340,1998,Thuringa,Tenant,Yes,0.5495,103,7167,0.49517,0.61607
341,341,1998,Thuringa,Tenant,No,0.4505,80,7167,0.38943,0.52621
342,342,1999,Schleswig-Holstein,Owner,Yes,1.0,66,6880,0.88914,1.13731
343,343,1999,Schleswig-Holstein,Tenant,Yes,0.57097,45,6880,0.47244,0.68493
344,344,1999,Schleswig-Holstein,Tenant,No,0.42903,37,6880,0.35285,0.53394
345,345,1999,Hamburg,Tenant,Yes,1.0,40,6880,0.85231,1.17086
346,346,1999,Lower Saxony,Owner,Yes,0.75644,217,6880,0.69859,0.81032
347,347,1999,Lower Saxony,Owner,No,0.24356,72,6880,0.20577,0.28369
348,348,1999,Lower Saxony,Tenant,Yes,0.58849,177,6880,0.52788,0.64277
349,349,1999,Lower Saxony,Tenant,No,0.41151,129,6880,0.34686,0.46632
350,350,1999,North Rhine-Westphalia,Owner,Yes,0.74203,372,6880,0.69948,0.7989
351,351,1999,North Rhine-Westphalia,Owner,No,0.25797,140,6880,0.23279,0.28855
352,352,1999,North Rhine-Westphalia,Tenant,Yes,0.5311,469,6880,0.49425,0.56508
353,353,1999,North Rhine-Westphalia,Tenant,No,0.4689,422,6880,0.43756,0.50207
354,354,1999,Hesse,Owner,Yes,0.75221,139,6880,0.67985,0.82148
355,355,1999,Hesse,Owner,No,0.24779,44,6880,0.19944,0.29866
356,356,1999,Hesse,Tenant,Yes,0.58258,158,6880,0.52082,0.64846
357,357,1999,Hesse,Tenant,No,0.41742,118,6880,0.36072,0.47055
358,358,1999,"Rhineland-Palatinate, Saarland",Owner,Yes,0.78291,152,6880,0.71449,0.85594
359,359,1999,"Rhineland-Palatinate, Saarland",Owner,No,0.21709,50,6880,0.18466,0.24415
360,360,1999,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.50063,104,6880,0.44232,0.57504
361,361,1999,"Rhineland-Palatinate, Saarland",Tenant,No,0.49937,93,6880,0.43165,0.56047
362,362,1999,Baden-Wuerttemberg,Owner,Yes,0.69009,250,6880,0.64074,0.74743
363,363,1999,Baden-Wuerttemberg,Owner,No,0.30991,111,6880,0.2696,0.34692
364,364,1999,Baden-Wuerttemberg,Tenant,Yes,0.54545,272,6880,0.48533,0.61465
365,365,1999,Baden-Wuerttemberg,Tenant,No,0.45455,236,6880,0.4054,0.51308
366,366,1999,Bavaria,Owner,Yes,0.73951,337,6880,0.69017,0.79034
367,367,1999,Bavaria,Owner,No,0.26049,125,6880,0.23396,0.29206
368,368,1999,Bavaria,Tenant,Yes,0.58947,267,6880,0.53576,0.64486
369,369,1999,Bavaria,Tenant,No,0.41053,198,6880,0.36512,0.46848
370,370,1999,Berlin,Tenant,Yes,0.59913,161,6880,0.54727,0.66221
371,371,1999,Berlin,Tenant,No,0.40087,116,6880,0.36105,0.44189
372,372,1999,Brandenburg,Owner,Yes,0.76896,91,6880,0.66629,0.865
373,373,1999,Brandenburg,Owner,No,0.23104,31,6880,0.1877,0.27591
374,374,1999,Brandenburg,Tenant,Yes,0.63541,113,6880,0.56146,0.71013
375,375,1999,Brandenburg,Tenant,No,0.36459,72,6880,0.31719,0.41269
376,376,1999,Mecklenburg-Western Pomerania,Owner,Yes,1.0,50,6880,0.82401,1.18827
377,377,1999,Mecklenburg-Western Pomerania,Tenant,Yes,0.53027,74,6880,0.45622,0.6137
378,378,1999,Mecklenburg-Western Pomerania,Tenant,No,0.46973,55,6880,0.38985,0.56878
379,379,1999,Saxony,Owner,Yes,0.75024,133,6880,0.67775,0.83031
380,380,1999,Saxony,Owner,No,0.24976,48,6880,0.20745,0.30509
381,381,1999,Saxony,Tenant,Yes,0.62449,261,6880,0.58605,0.67167
382,382,1999,Saxony,Tenant,No,0.37551,132,6880,0.33826,0.41571
383,383,1999,Saxony-Anhalt,Owner,Yes,0.70082,87,6880,0.59972,0.78873
384,384,1999,Saxony-Anhalt,Owner,No,0.29918,40,6880,0.24856,0.36648
385,385,1999,Saxony-Anhalt,Tenant,Yes,0.66605,143,6880,0.60166,0.72973
386,386,1999,Saxony-Anhalt,Tenant,No,0.33395,80,6880,0.28812,0.38272
387,387,1999,Thuringa,Owner,Yes,0.72908,122,6880,0.65837,0.82793
388,388,1999,Thuringa,Owner,No,0.27092,46,6880,0.22616,0.32456
389,389,1999,Thuringa,Tenant,Yes,0.54324,103,6880,0.48751,0.61753
390,390,1999,Thuringa,Tenant,No,0.45676,82,6880,0.38678,0.52997
391,391,2000,Schleswig-Holstein,Owner,Yes,0.75141,142,12622,0.67887,0.82122
392,392,2000,Schleswig-Holstein,Owner,No,0.24859,50,12622,0.21457,0.29249
393,393,2000,Schleswig-Holstein,Tenant,Yes,0.55757,85,12622,0.48952,0.61293
394,394,2000,Schleswig-Holstein,Tenant,No,0.44243,72,12622,0.39785,0.49654
395,395,2000,Hamburg,Tenant,Yes,0.51874,79,12622,0.46577,0.56572
396,396,2000,Hamburg,Tenant,No,0.48126,74,12622,0.43087,0.53453
397,397,2000,Lower Saxony,Owner,Yes,0.73387,415,12622,0.69866,0.77104
398,398,2000,Lower Saxony,Owner,No,0.26613,153,12622,0.24325,0.28466
399,399,2000,Lower Saxony,Tenant,Yes,0.55948,281,12622,0.51535,0.59228
400,400,2000,Lower Saxony,Tenant,No,0.44052,218,12622,0.41053,0.47005
401,401,2000,Bremen,Tenant,Yes,0.59429,41,12622,0.52059,0.66199
402,402,2000,Bremen,Tenant,No,0.40571,32,12622,0.31853,0.48841
403,403,2000,North Rhine-Westphalia,Owner,Yes,0.73286,818,12622,0.70283,0.75857
404,404,2000,North Rhine-Westphalia,Owner,No,0.26714,329,12622,0.25351,0.2803
405,405,2000,North Rhine-Westphalia,Tenant,Yes,0.56836,901,12622,0.54828,0.58975
406,406,2000,North Rhine-Westphalia,Tenant,No,0.43164,695,12622,0.41841,0.4495
407,407,2000,Hesse,Owner,Yes,0.75991,302,12622,0.71859,0.80326
408,408,2000,Hesse,Owner,No,0.24009,98,12622,0.21291,0.26943
409,409,2000,Hesse,Tenant,Yes,0.5634,270,12622,0.52681,0.60482
410,410,2000,Hesse,Tenant,No,0.4366,219,12622,0.40728,0.46912
411,411,2000,"Rhineland-Palatinate, Saarland",Owner,Yes,0.71059,306,12622,0.6791,0.74309
412,412,2000,"Rhineland-Palatinate, Saarland",Owner,No,0.28941,132,12622,0.2615,0.3136
413,413,2000,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.56642,187,12622,0.5284,0.61103
414,414,2000,"Rhineland-Palatinate, Saarland",Tenant,No,0.43358,144,12622,0.39665,0.4729
415,415,2000,Baden-Wuerttemberg,Owner,Yes,0.72514,532,12622,0.69347,0.76192
416,416,2000,Baden-Wuerttemberg,Owner,No,0.27486,214,12622,0.25429,0.29786
417,417,2000,Baden-Wuerttemberg,Tenant,Yes,0.61584,471,12622,0.57702,0.65232
418,418,2000,Baden-Wuerttemberg,Tenant,No,0.38416,310,12622,0.35569,0.41355
419,419,2000,Bavaria,Owner,Yes,0.73088,689,12622,0.70789,0.75668
420,420,2000,Bavaria,Owner,No,0.26912,262,12622,0.25272,0.28493
421,421,2000,Bavaria,Tenant,Yes,0.57524,480,12622,0.54955,0.60121
422,422,2000,Bavaria,Tenant,No,0.42476,349,12622,0.39773,0.4506
423,423,2000,Berlin,Owner,Yes,1.0,43,12622,0.88953,1.14103
424,424,2000,Berlin,Tenant,Yes,0.54341,244,12622,0.50992,0.58033
425,425,2000,Berlin,Tenant,No,0.45659,203,12622,0.42253,0.49138
426,426,2000,Brandenburg,Owner,Yes,0.70637,140,12622,0.6465,0.76163
427,427,2000,Brandenburg,Owner,No,0.29363,65,12622,0.26152,0.33177
428,428,2000,Brandenburg,Tenant,Yes,0.60105,188,12622,0.55859,0.65576
429,429,2000,Brandenburg,Tenant,No,0.39895,136,12622,0.36052,0.43338
430,430,2000,Mecklenburg-Western Pomerania,Owner,Yes,1.0,77,12622,0.89207,1.13351
431,431,2000,Mecklenburg-Western Pomerania,Tenant,Yes,0.56054,114,12622,0.51526,0.61075
432,432,2000,Mecklenburg-Western Pomerania,Tenant,No,0.43946,82,12622,0.38877,0.4872
433,433,2000,Saxony,Owner,Yes,0.74173,231,12622,0.6757,0.8068
434,434,2000,Saxony,Owner,No,0.25827,86,12622,0.2274,0.2872
435,435,2000,Saxony,Tenant,Yes,0.64971,385,12622,0.62113,0.68119
436,436,2000,Saxony,Tenant,No,0.35029,208,12622,0.32036,0.3775
437,437,2000,Saxony-Anhalt,Owner,Yes,0.65853,159,12622,0.61307,0.72477
438,438,2000,Saxony-Anhalt,Owner,No,0.34147,79,12622,0.30976,0.37579
439,439,2000,Saxony-Anhalt,Tenant,Yes,0.61463,184,12622,0.57441,0.65105
440,440,2000,Saxony-Anhalt,Tenant,No,0.38537,114,12622,0.35053,0.4208
441,441,2000,Thuringa,Owner,Yes,0.73095,186,12622,0.66654,0.78752
442,442,2000,Thuringa,Owner,No,0.26905,72,12622,0.24288,0.29723
443,443,2000,Thuringa,Tenant,Yes,0.59854,167,12622,0.55039,0.64609
444,444,2000,Thuringa,Tenant,No,0.40146,109,12622,0.36679,0.44442
445,445,2001,Schleswig-Holstein,Owner,Yes,0.69463,137,11353,0.63575,0.74803
446,446,2001,Schleswig-Holstein,Owner,No,0.30537,46,11353,0.25749,0.35882
447,447,2001,Schleswig-Holstein,Tenant,Yes,0.59355,88,11353,0.51279,0.65463
448,448,2001,Schleswig-Holstein,Tenant,No,0.40645,54,11353,0.35936,0.46315
449,449,2001,Hamburg,Tenant,Yes,0.55495,77,11353,0.49257,0.61033
450,450,2001,Hamburg,Tenant,No,0.44505,65,11353,0.39645,0.49632
451,451,2001,Lower Saxony,Owner,Yes,0.75433,388,11353,0.71798,0.79586
452,452,2001,Lower Saxony,Owner,No,0.24567,129,11353,0.22128,0.26882
453,453,2001,Lower Saxony,Tenant,Yes,0.58056,257,11353,0.53955,0.62157
454,454,2001,Lower Saxony,Tenant,No,0.41944,178,11353,0.38782,0.44948
455,455,2001,Bremen,Tenant,Yes,1.0,31,11353,0.81422,1.18609
456,456,2001,North Rhine-Westphalia,Owner,Yes,0.7707,787,11353,0.7453,0.80016
457,457,2001,North Rhine-Westphalia,Owner,No,0.2293,246,11353,0.21011,0.24426
458,458,2001,North Rhine-Westphalia,Tenant,Yes,0.56339,796,11353,0.53984,0.59288
459,459,2001,North Rhine-Westphalia,Tenant,No,0.43661,625,11353,0.41756,0.4556
460,460,2001,Hesse,Owner,Yes,0.75427,260,11353,0.69454,0.8101
461,461,2001,Hesse,Owner,No,0.24573,94,11353,0.21693,0.27524
462,462,2001,Hesse,Tenant,Yes,0.56967,241,11353,0.52702,0.61202
463,463,2001,Hesse,Tenant,No,0.43033,176,11353,0.38997,0.47232
464,464,2001,"Rhineland-Palatinate, Saarland",Owner,Yes,0.74379,289,11353,0.70283,0.78209
465,465,2001,"Rhineland-Palatinate, Saarland",Owner,No,0.25621,116,11353,0.23497,0.28107
466,466,2001,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.55199,175,11353,0.50937,0.60263
467,467,2001,"Rhineland-Palatinate, Saarland",Tenant,No,0.44801,132,11353,0.40687,0.5035
468,468,2001,Baden-Wuerttemberg,Owner,Yes,0.76369,458,11353,0.72737,0.80402
469,469,2001,Baden-Wuerttemberg,Owner,No,0.23631,165,11353,0.21406,0.25671
470,470,2001,Baden-Wuerttemberg,Tenant,Yes,0.61388,426,11353,0.56544,0.65568
471,471,2001,Baden-Wuerttemberg,Tenant,No,0.38612,297,11353,0.35532,0.42179
472,472,2001,Bavaria,Owner,Yes,0.72804,618,11353,0.68174,0.7656
473,473,2001,Bavaria,Owner,No,0.27196,223,11353,0.25296,0.29502
474,474,2001,Bavaria,Tenant,Yes,0.62469,454,11353,0.58651,0.65331
475,475,2001,Bavaria,Tenant,No,0.37531,285,11353,0.34983,0.40781
476,476,2001,Berlin,Owner,Yes,1.0,44,11353,0.86509,1.14519
477,477,2001,Berlin,Tenant,Yes,0.55622,226,11353,0.51915,0.59703
478,478,2001,Berlin,Tenant,No,0.44378,188,11353,0.40554,0.47986
479,479,2001,Brandenburg,Owner,Yes,0.74648,148,11353,0.6903,0.79862
480,480,2001,Brandenburg,Owner,No,0.25352,51,11353,0.22622,0.2826
481,481,2001,Brandenburg,Tenant,Yes,0.62802,182,11353,0.57623,0.67858
482,482,2001,Brandenburg,Tenant,No,0.37198,113,11353,0.33126,0.41015
483,483,2001,Mecklenburg-Western Pomerania,Owner,Yes,1.0,70,11353,0.8805,1.16738
484,484,2001,Mecklenburg-Western Pomerania,Tenant,Yes,0.56391,106,11353,0.50516,0.62348
485,485,2001,Mecklenburg-Western Pomerania,Tenant,No,0.43609,73,11353,0.38005,0.50034
486,486,2001,Saxony,Owner,Yes,0.76315,228,11353,0.70171,0.8295
487,487,2001,Saxony,Owner,No,0.23685,81,11353,0.2139,0.26752
488,488,2001,Saxony,Tenant,Yes,0.6769,361,11353,0.64332,0.71144
489,489,2001,Saxony,Tenant,No,0.3231,175,11353,0.29751,0.34865
490,490,2001,Saxony-Anhalt,Owner,Yes,0.664,156,11353,0.61036,0.71428
491,491,2001,Saxony-Anhalt,Owner,No,0.336,76,11353,0.2875,0.38341
492,492,2001,Saxony-Anhalt,Tenant,Yes,0.64122,170,11353,0.5944,0.68605
493,493,2001,Saxony-Anhalt,Tenant,No,0.35878,101,11353,0.31093,0.39884
494,494,2001,Thuringa,Owner,Yes,0.76742,177,11353,0.69789,0.82685
495,495,2001,Thuringa,Owner,No,0.23258,63,11353,0.20133,0.26019
496,496,2001,Thuringa,Tenant,Yes,0.57012,137,11353,0.51995,0.62388
497,497,2001,Thuringa,Tenant,No,0.42988,114,11353,0.38587,0.48281
498,498,2002,Schleswig-Holstein,Owner,Yes,0.68246,147,11870,0.58213,0.75943
499,499,2002,Schleswig-Holstein,Owner,No,0.31754,58,11870,0.26909,0.37596
500,500,2002,Schleswig-Holstein,Tenant,Yes,0.59588,90,11870,0.51822,0.66951
501,501,2002,Schleswig-Holstein,Tenant,No,0.40412,65,11870,0.3452,0.4624
502,502,2002,Hamburg,Owner,Yes,1.0,51,11870,0.73906,1.20242
503,503,2002,Hamburg,Tenant,Yes,0.47568,66,11870,0.39806,0.55508
504,504,2002,Hamburg,Tenant,No,0.52432,69,11870,0.46538,0.59277
505,505,2002,Lower Saxony,Owner,Yes,0.70546,436,11870,0.65751,0.76377
506,506,2002,Lower Saxony,Owner,No,0.29454,150,11870,0.26308,0.32706
507,507,2002,Lower Saxony,Tenant,Yes,0.54221,237,11870,0.50093,0.58814
508,508,2002,Lower Saxony,Tenant,No,0.45779,191,11870,0.41906,0.4976
509,509,2002,Bremen,Owner,Yes,1.0,36,11870,0.75566,1.24028
510,510,2002,North Rhine-Westphalia,Owner,Yes,0.73183,860,11870,0.69429,0.76808
511,511,2002,North Rhine-Westphalia,Owner,No,0.26817,307,11870,0.24946,0.28882
512,512,2002,North Rhine-Westphalia,Tenant,Yes,0.52253,737,11870,0.49278,0.54437
513,513,2002,North Rhine-Westphalia,Tenant,No,0.47747,650,11870,0.45417,0.5037
514,514,2002,Hesse,Owner,Yes,0.69334,297,11870,0.62729,0.75638
515,515,2002,Hesse,Owner,No,0.30666,112,11870,0.26232,0.35268
516,516,2002,Hesse,Tenant,Yes,0.54276,253,11870,0.5045,0.59165
517,517,2002,Hesse,Tenant,No,0.45724,189,11870,0.42293,0.5091
518,518,2002,"Rhineland-Palatinate, Saarland",Owner,Yes,0.69211,294,11870,0.64047,0.74531
519,519,2002,"Rhineland-Palatinate, Saarland",Owner,No,0.30789,136,11870,0.27917,0.34242
520,520,2002,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.51595,158,11870,0.46841,0.57819
521,521,2002,"Rhineland-Palatinate, Saarland",Tenant,No,0.48405,136,11870,0.43397,0.53445
522,522,2002,Baden-Wuerttemberg,Owner,Yes,0.71134,516,11870,0.66777,0.76723
523,523,2002,Baden-Wuerttemberg,Owner,No,0.28866,199,11870,0.25958,0.31868
524,524,2002,Baden-Wuerttemberg,Tenant,Yes,0.55126,391,11870,0.50941,0.5933
525,525,2002,Baden-Wuerttemberg,Tenant,No,0.44874,314,11870,0.41099,0.49227
526,526,2002,Bavaria,Owner,Yes,0.6731,668,11870,0.63146,0.71002
527,527,2002,Bavaria,Owner,No,0.3269,269,11870,0.30161,0.35356
528,528,2002,Bavaria,Tenant,Yes,0.52924,421,11870,0.49463,0.56354
529,529,2002,Bavaria,Tenant,No,0.47076,331,11870,0.44128,0.50754
530,530,2002,Berlin,Owner,Yes,1.0,56,11870,0.79321,1.22734
531,531,2002,Berlin,Tenant,Yes,0.53094,228,11870,0.48926,0.57618
532,532,2002,Berlin,Tenant,No,0.46906,190,11870,0.43227,0.51357
533,533,2002,Brandenburg,Owner,Yes,0.64486,133,11870,0.56727,0.71912
534,534,2002,Brandenburg,Owner,No,0.35514,56,11870,0.30351,0.40445
535,535,2002,Brandenburg,Tenant,Yes,0.56435,174,11870,0.51446,0.61529
536,536,2002,Brandenburg,Tenant,No,0.43565,131,11870,0.39444,0.4846
537,537,2002,Mecklenburg-Western Pomerania,Owner,Yes,1.0,73,11870,0.83026,1.17118
538,538,2002,Mecklenburg-Western Pomerania,Tenant,Yes,0.5191,92,11870,0.4599,0.57104
539,539,2002,Mecklenburg-Western Pomerania,Tenant,No,0.4809,73,11870,0.42881,0.55407
540,540,2002,Saxony,Owner,Yes,0.70537,231,11870,0.64067,0.76076
541,541,2002,Saxony,Owner,No,0.29463,86,11870,0.25223,0.33524
542,542,2002,Saxony,Tenant,Yes,0.63789,346,11870,0.59723,0.67761
543,543,2002,Saxony,Tenant,No,0.36211,177,11870,0.32908,0.38854
544,544,2002,Saxony-Anhalt,Owner,Yes,0.6289,143,11870,0.56337,0.69142
545,545,2002,Saxony-Anhalt,Owner,No,0.3711,79,11870,0.31966,0.41715
546,546,2002,Saxony-Anhalt,Tenant,Yes,0.5987,168,11870,0.54975,0.65195
547,547,2002,Saxony-Anhalt,Tenant,No,0.4013,110,11870,0.35722,0.44853
548,548,2002,Thuringa,Owner,Yes,0.6683,168,11870,0.60516,0.73546
549,549,2002,Thuringa,Owner,No,0.3317,73,11870,0.28293,0.38555
550,550,2002,Thuringa,Tenant,Yes,0.57074,141,11870,0.50815,0.64158
551,551,2002,Thuringa,Tenant,No,0.42926,108,11870,0.37447,0.47269
552,552,2003,Schleswig-Holstein,Owner,Yes,0.70024,136,11509,0.62908,0.81362
553,553,2003,Schleswig-Holstein,Owner,No,0.29976,48,11509,0.24599,0.36123
554,554,2003,Schleswig-Holstein,Tenant,Yes,0.47747,68,11509,0.3958,0.54055
555,555,2003,Schleswig-Holstein,Tenant,No,0.52253,71,11509,0.45762,0.57915
556,556,2003,Hamburg,Owner,Yes,1.0,38,11509,0.74778,1.27246
557,557,2003,Hamburg,Tenant,Yes,0.52042,64,11509,0.43564,0.59296
558,558,2003,Hamburg,Tenant,No,0.47958,60,11509,0.40511,0.55714
559,559,2003,Lower Saxony,Owner,Yes,0.71309,419,11509,0.65578,0.76921
560,560,2003,Lower Saxony,Owner,No,0.28691,148,11509,0.25612,0.31742
561,561,2003,Lower Saxony,Tenant,Yes,0.5249,212,11509,0.48045,0.57041
562,562,2003,Lower Saxony,Tenant,No,0.4751,192,11509,0.42859,0.52376
563,563,2003,North Rhine-Westphalia,Owner,Yes,0.71631,846,11509,0.6836,0.74782
564,564,2003,North Rhine-Westphalia,Owner,No,0.28369,293,11509,0.2614,0.31056
565,565,2003,North Rhine-Westphalia,Tenant,Yes,0.53782,722,11509,0.51153,0.56526
566,566,2003,North Rhine-Westphalia,Tenant,No,0.46218,622,11509,0.44172,0.48357
567,567,2003,Hesse,Owner,Yes,0.72009,291,11509,0.66212,0.79218
568,568,2003,Hesse,Owner,No,0.27991,103,11509,0.23934,0.31831
569,569,2003,Hesse,Tenant,Yes,0.52118,221,11509,0.47649,0.56471
570,570,2003,Hesse,Tenant,No,0.47882,177,11509,0.43898,0.52511
571,571,2003,"Rhineland-Palatinate, Saarland",Owner,Yes,0.70878,294,11509,0.65755,0.76556
572,572,2003,"Rhineland-Palatinate, Saarland",Owner,No,0.29122,127,11509,0.25917,0.32939
573,573,2003,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.50408,156,11509,0.44287,0.55304
574,574,2003,"Rhineland-Palatinate, Saarland",Tenant,No,0.49592,145,11509,0.43759,0.55047
575,575,2003,Baden-Wuerttemberg,Owner,Yes,0.71695,506,11509,0.66284,0.76544
576,576,2003,Baden-Wuerttemberg,Owner,No,0.28305,202,11509,0.25614,0.31412
577,577,2003,Baden-Wuerttemberg,Tenant,Yes,0.53957,367,11509,0.50205,0.58749
578,578,2003,Baden-Wuerttemberg,Tenant,No,0.46043,311,11509,0.42372,0.50485
579,579,2003,Bavaria,Owner,Yes,0.68767,651,11509,0.64558,0.73045
580,580,2003,Bavaria,Owner,No,0.31233,252,11509,0.28441,0.34026
581,581,2003,Bavaria,Tenant,Yes,0.54149,397,11509,0.49948,0.57625
582,582,2003,Bavaria,Tenant,No,0.45851,333,11509,0.42083,0.49099
583,583,2003,Berlin,Owner,Yes,1.0,56,11509,0.77478,1.23424
584,584,2003,Berlin,Tenant,Yes,0.56796,234,11509,0.52214,0.60153
585,585,2003,Berlin,Tenant,No,0.43204,180,11509,0.39144,0.47202
586,586,2003,Brandenburg,Owner,Yes,0.59606,132,11509,0.53243,0.66613
587,587,2003,Brandenburg,Owner,No,0.40394,68,11509,0.34892,0.45874
588,588,2003,Brandenburg,Tenant,Yes,0.57746,170,11509,0.5186,0.62315
589,589,2003,Brandenburg,Tenant,No,0.42254,120,11509,0.37484,0.46546
590,590,2003,Mecklenburg-Western Pomerania,Owner,Yes,0.59384,71,11509,0.49429,0.70082
591,591,2003,Mecklenburg-Western Pomerania,Owner,No,0.40616,38,11509,0.33382,0.5045
592,592,2003,Mecklenburg-Western Pomerania,Tenant,Yes,0.52516,91,11509,0.45613,0.59078
593,593,2003,Mecklenburg-Western Pomerania,Tenant,No,0.47484,75,11509,0.40717,0.53683
594,594,2003,Saxony,Owner,Yes,0.68198,216,11509,0.61887,0.74519
595,595,2003,Saxony,Owner,No,0.31802,98,11509,0.28073,0.36187
596,596,2003,Saxony,Tenant,Yes,0.63449,342,11509,0.59698,0.68481
597,597,2003,Saxony,Tenant,No,0.36551,179,11509,0.32597,0.40589
598,598,2003,Saxony-Anhalt,Owner,Yes,0.67082,150,11509,0.58221,0.73988
599,599,2003,Saxony-Anhalt,Owner,No,0.32918,70,11509,0.28093,0.37779
600,600,2003,Saxony-Anhalt,Tenant,Yes,0.55495,142,11509,0.5019,0.6052
601,601,2003,Saxony-Anhalt,Tenant,No,0.44505,126,11509,0.38369,0.50687
602,602,2003,Thuringa,Owner,Yes,0.6955,168,11509,0.62164,0.78508
603,603,2003,Thuringa,Owner,No,0.3045,67,11509,0.25667,0.34869
604,604,2003,Thuringa,Tenant,Yes,0.55428,142,11509,0.49777,0.61327
605,605,2003,Thuringa,Tenant,No,0.44572,102,11509,0.3916,0.51385
606,606,2004,Schleswig-Holstein,Owner,Yes,0.74407,126,11273,0.63529,0.83731
607,607,2004,Schleswig-Holstein,Owner,No,0.25593,49,11273,0.20919,0.30178
608,608,2004,Schleswig-Holstein,Tenant,Yes,0.44532,62,11273,0.39313,0.51917
609,609,2004,Schleswig-Holstein,Tenant,No,0.55468,68,11273,0.46382,0.63617
610,610,2004,Hamburg,Owner,Yes,1.0,39,11273,0.70086,1.3159
611,611,2004,Hamburg,Tenant,Yes,0.4522,59,11273,0.358,0.54006
612,612,2004,Hamburg,Tenant,No,0.5478,65,11273,0.46807,0.6209
613,613,2004,Lower Saxony,Owner,Yes,0.68564,404,11273,0.6293,0.73016
614,614,2004,Lower Saxony,Owner,No,0.31436,164,11273,0.28445,0.3535
615,615,2004,Lower Saxony,Tenant,Yes,0.56048,224,11273,0.5095,0.61285
616,616,2004,Lower Saxony,Tenant,No,0.43952,182,11273,0.39556,0.48327
617,617,2004,Bremen,Owner,Yes,1.0,32,11273,0.71133,1.232
618,618,2004,North Rhine-Westphalia,Owner,Yes,0.69927,810,11273,0.65892,0.74178
619,619,2004,North Rhine-Westphalia,Owner,No,0.30073,314,11273,0.27408,0.32737
620,620,2004,North Rhine-Westphalia,Tenant,Yes,0.52087,677,11273,0.49493,0.5497
621,621,2004,North Rhine-Westphalia,Tenant,No,0.47913,614,11273,0.45177,0.5058
622,622,2004,Hesse,Owner,Yes,0.7692,279,11273,0.7173,0.83626
623,623,2004,Hesse,Owner,No,0.2308,95,11273,0.19589,0.26838
624,624,2004,Hesse,Tenant,Yes,0.53329,223,11273,0.49022,0.59187
625,625,2004,Hesse,Tenant,No,0.46671,170,11273,0.42764,0.51384
626,626,2004,"Rhineland-Palatinate, Saarland",Owner,Yes,0.69023,280,11273,0.63675,0.75124
627,627,2004,"Rhineland-Palatinate, Saarland",Owner,No,0.30977,123,11273,0.26893,0.35164
628,628,2004,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.46809,148,11273,0.40739,0.52572
629,629,2004,"Rhineland-Palatinate, Saarland",Tenant,No,0.53191,146,11273,0.46857,0.5957
630,630,2004,Baden-Wuerttemberg,Owner,Yes,0.65752,467,11273,0.60689,0.71564
631,631,2004,Baden-Wuerttemberg,Owner,No,0.34248,222,11273,0.30412,0.38233
632,632,2004,Baden-Wuerttemberg,Tenant,Yes,0.55307,350,11273,0.50935,0.60026
