,Unnamed: 0,year,quintil_oecd_hh,sampreg,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
59,59,1995,2nd Quintile,West,No,0.42825,413,6590,0.39034,0.46348
60,60,1995,2nd Quintile,East,Yes,0.72934,390,6590,0.68636,0.7673
61,61,1995,2nd Quintile,East,No,0.27066,145,6590,0.24769,0.29235
62,62,1995,3rd Quintile,West,Yes,0.65339,648,6590,0.61684,0.68957
63,63,1995,3rd Quintile,West,No,0.34661,332,6590,0.32124,0.37487
64,64,1995,3rd Quintile,East,Yes,0.85267,337,6590,0.79928,0.89928
65,65,1995,3rd Quintile,East,No,0.14733,65,6590,0.1315,0.16823
66,66,1995,4th Quintile,West,Yes,0.75164,733,6590,0.71294,0.79109
67,67,1995,4th Quintile,West,No,0.24836,250,6590,0.22343,0.27105
68,68,1995,4th Quintile,East,Yes,0.83688,237,6590,0.77306,0.90596
69,69,1995,4th Quintile,East,No,0.16312,46,6590,0.12645,0.20252
70,70,1995,5th Quintile,West,Yes,0.84934,831,6590,0.81703,0.88809
71,71,1995,5th Quintile,West,No,0.15066,160,6590,0.13524,0.17256
72,72,1995,5th Quintile,East,Yes,1.0,116,6590,0.87369,1.13863
73,73,1996,1st Quintile,West,Yes,0.32881,284,6516,0.29848,0.35845
74,74,1996,1st Quintile,West,No,0.67119,634,6516,0.6267,0.714
75,75,1996,1st Quintile,East,Yes,0.44312,186,6516,0.41565,0.48251
76,76,1996,1st Quintile,East,No,0.55688,252,6516,0.5148,0.60497
77,77,1996,2nd Quintile,West,Yes,0.55772,500,6516,0.51659,0.59501
78,78,1996,2nd Quintile,West,No,0.44228,421,6516,0.40373,0.4887
79,79,1996,2nd Quintile,East,Yes,0.76574,371,6516,0.72595,0.80555
80,80,1996,2nd Quintile,East,No,0.23426,135,6516,0.21451,0.26246
81,81,1996,3rd Quintile,West,Yes,0.6874,630,6516,0.64857,0.7258
82,82,1996,3rd Quintile,West,No,0.3126,307,6516,0.2859,0.34564
83,83,1996,3rd Quintile,East,Yes,0.78251,349,6516,0.73269,0.83328
84,84,1996,3rd Quintile,East,No,0.21749,88,6516,0.18831,0.24694
85,85,1996,4th Quintile,West,Yes,0.76536,766,6516,0.72359,0.80292
86,86,1996,4th Quintile,West,No,0.23464,245,6516,0.21417,0.25272
87,87,1996,4th Quintile,East,Yes,0.85336,237,6516,0.79254,0.91625
88,88,1996,4th Quintile,East,No,0.14664,44,6516,0.1222,0.17475
89,89,1996,5th Quintile,West,Yes,0.81963,755,6516,0.78729,0.85562
90,90,1996,5th Quintile,West,No,0.18037,176,6516,0.16465,0.20146
91,91,1996,5th Quintile,East,Yes,1.0,136,6516,0.89556,1.11665
92,92,1997,1st Quintile,West,Yes,0.34499,272,6459,0.30815,0.3738
93,93,1997,1st Quintile,West,No,0.65501,600,6459,0.6087,0.69023
94,94,1997,1st Quintile,East,Yes,0.4782,197,6459,0.44547,0.51497
95,95,1997,1st Quintile,East,No,0.5218,238,6459,0.48231,0.56823
96,96,1997,2nd Quintile,West,Yes,0.53516,488,6459,0.49881,0.58307
97,97,1997,2nd Quintile,West,No,0.46484,428,6459,0.42401,0.50145
98,98,1997,2nd Quintile,East,Yes,0.73012,359,6459,0.6904,0.7773
99,99,1997,2nd Quintile,East,No,0.26988,154,6459,0.2425,0.29835
100,100,1997,3rd Quintile,West,Yes,0.66609,612,6459,0.62874,0.69848
101,101,1997,3rd Quintile,West,No,0.33391,332,6459,0.30959,0.36984
102,102,1997,3rd Quintile,East,Yes,0.80945,325,6459,0.76226,0.86507
103,103,1997,3rd Quintile,East,No,0.19055,78,6459,0.16224,0.22097
104,104,1997,4th Quintile,West,Yes,0.75423,739,6459,0.72026,0.79337
105,105,1997,4th Quintile,West,No,0.24577,246,6459,0.2224,0.27084
106,106,1997,4th Quintile,East,Yes,0.87546,268,6459,0.81339,0.93629
107,107,1997,4th Quintile,East,No,0.12454,38,6459,0.10129,0.1474
108,108,1997,5th Quintile,West,Yes,0.82074,770,6459,0.78568,0.85788
109,109,1997,5th Quintile,West,No,0.17926,186,6459,0.15958,0.1958
110,110,1997,5th Quintile,East,Yes,1.0,129,6459,0.90202,1.10279
111,111,1998,1st Quintile,West,Yes,0.31601,316,7282,0.29002,0.3429
112,112,1998,1st Quintile,West,No,0.68399,726,7282,0.6468,0.71248
113,113,1998,1st Quintile,East,Yes,0.39384,162,7282,0.36083,0.42807
114,114,1998,1st Quintile,East,No,0.60616,271,7282,0.56154,0.64605
115,115,1998,2nd Quintile,West,Yes,0.53433,576,7282,0.49975,0.56235
116,116,1998,2nd Quintile,West,No,0.46567,492,7282,0.43823,0.49995
117,117,1998,2nd Quintile,East,Yes,0.70128,348,7282,0.66021,0.7393
118,118,1998,2nd Quintile,East,No,0.29872,162,7282,0.26968,0.33034
119,119,1998,3rd Quintile,West,Yes,0.67598,682,7282,0.64453,0.71132
120,120,1998,3rd Quintile,West,No,0.32402,342,7282,0.29934,0.34637
121,121,1998,3rd Quintile,East,Yes,0.7627,360,7282,0.72034,0.8136
122,122,1998,3rd Quintile,East,No,0.2373,122,7282,0.21077,0.25711
123,123,1998,4th Quintile,West,Yes,0.73878,827,7282,0.70992,0.78064
124,124,1998,4th Quintile,West,No,0.26122,293,7282,0.23624,0.28212
125,125,1998,4th Quintile,East,Yes,0.86743,289,7282,0.80169,0.92546
126,126,1998,4th Quintile,East,No,0.13257,50,7282,0.11095,0.15263
127,127,1998,5th Quintile,West,Yes,0.82855,912,7282,0.79671,0.85555
128,128,1998,5th Quintile,West,No,0.17145,205,7282,0.15557,0.18687
129,129,1998,5th Quintile,East,Yes,1.0,147,7282,0.91337,1.11095
130,130,1999,1st Quintile,West,Yes,0.31941,294,7023,0.29062,0.34288
131,131,1999,1st Quintile,West,No,0.68059,684,7023,0.64255,0.71822
132,132,1999,1st Quintile,East,Yes,0.42633,190,7023,0.39309,0.46268
133,133,1999,1st Quintile,East,No,0.57367,286,7023,0.53346,0.61691
134,134,1999,2nd Quintile,West,Yes,0.51101,532,7023,0.48293,0.5461
135,135,1999,2nd Quintile,West,No,0.48899,456,7023,0.45435,0.52654
136,136,1999,2nd Quintile,East,Yes,0.64278,338,7023,0.60762,0.68192
137,137,1999,2nd Quintile,East,No,0.35722,193,7023,0.32775,0.38979
138,138,1999,3rd Quintile,West,Yes,0.67935,683,7023,0.6468,0.71668
139,139,1999,3rd Quintile,West,No,0.32065,343,7023,0.29647,0.34444
140,140,1999,3rd Quintile,East,Yes,0.7732,364,7023,0.72951,0.82059
141,141,1999,3rd Quintile,East,No,0.2268,99,7023,0.20269,0.25183
142,142,1999,4th Quintile,West,Yes,0.76183,818,7023,0.72648,0.79546
143,143,1999,4th Quintile,West,No,0.23817,261,7023,0.21915,0.25934
144,144,1999,4th Quintile,East,Yes,0.85734,249,7023,0.79584,0.92485
145,145,1999,4th Quintile,East,No,0.14266,42,7023,0.11633,0.16679
146,146,1999,5th Quintile,West,Yes,0.83541,872,7023,0.79847,0.8709
147,147,1999,5th Quintile,West,No,0.16459,193,7023,0.1502,0.18042
148,148,1999,5th Quintile,East,Yes,1.0,126,7023,0.89192,1.12355
149,149,2000,1st Quintile,West,Yes,0.33322,579,12740,0.32002,0.34854
150,150,2000,1st Quintile,West,No,0.66678,1193,12740,0.64555,0.68724
151,151,2000,1st Quintile,East,Yes,0.39004,272,12740,0.36826,0.41222
152,152,2000,1st Quintile,East,No,0.60996,461,12740,0.5809,0.63918
153,153,2000,2nd Quintile,West,Yes,0.55186,1006,12740,0.53249,0.56743
154,154,2000,2nd Quintile,West,No,0.44814,815,12740,0.4296,0.46808
155,155,2000,2nd Quintile,East,Yes,0.68136,568,12740,0.65226,0.70892
156,156,2000,2nd Quintile,East,No,0.31864,285,12740,0.30053,0.34209
157,157,2000,3rd Quintile,West,Yes,0.67211,1283,12740,0.65386,0.69482
158,158,2000,3rd Quintile,West,No,0.32789,625,12740,0.31563,0.34372
159,159,2000,3rd Quintile,East,Yes,0.73515,545,12740,0.70481,0.77207
160,160,2000,3rd Quintile,East,No,0.26485,194,12740,0.25001,0.28387
161,161,2000,4th Quintile,West,Yes,0.7491,1573,12740,0.73013,0.7666
162,162,2000,4th Quintile,West,No,0.2509,503,12740,0.23913,0.26229
163,163,2000,4th Quintile,East,Yes,0.82019,374,12740,0.77989,0.86492
164,164,2000,4th Quintile,East,No,0.17981,83,12740,0.1608,0.19973
165,165,2000,5th Quintile,West,Yes,0.83319,1754,12740,0.81094,0.85499
166,166,2000,5th Quintile,West,No,0.16681,371,12740,0.15847,0.17702
167,167,2000,5th Quintile,East,Yes,0.82854,217,12740,0.75533,0.89823
168,168,2000,5th Quintile,East,No,0.17146,39,12740,0.13826,0.21583
169,169,2001,1st Quintile,West,Yes,0.32988,477,11496,0.31117,0.34523
170,170,2001,1st Quintile,West,No,0.67012,1023,11496,0.64347,0.69389
171,171,2001,1st Quintile,East,Yes,0.42207,262,11496,0.39886,0.45043
172,172,2001,1st Quintile,East,No,0.57793,420,11496,0.54723,0.61271
173,173,2001,2nd Quintile,West,Yes,0.58076,947,11496,0.56129,0.60048
174,174,2001,2nd Quintile,West,No,0.41924,707,11496,0.40151,0.43638
175,175,2001,2nd Quintile,East,Yes,0.67154,515,11496,0.64194,0.70066
176,176,2001,2nd Quintile,East,No,0.32846,263,11496,0.30686,0.34856
177,177,2001,3rd Quintile,West,Yes,0.68569,1204,11496,0.66282,0.71105
178,178,2001,3rd Quintile,West,No,0.31431,553,11496,0.29885,0.32767
179,179,2001,3rd Quintile,East,Yes,0.78033,517,11496,0.74387,0.81508
180,180,2001,3rd Quintile,East,No,0.21967,158,11496,0.19828,0.24125
181,181,2001,4th Quintile,West,Yes,0.76073,1444,11496,0.73761,0.78498
182,182,2001,4th Quintile,West,No,0.23927,432,11496,0.2268,0.25385
183,183,2001,4th Quintile,East,Yes,0.84035,379,11496,0.79055,0.89144
184,184,2001,4th Quintile,East,No,0.15965,72,11496,0.14062,0.18089
185,185,2001,5th Quintile,West,Yes,0.85122,1600,11496,0.82585,0.87486
186,186,2001,5th Quintile,West,No,0.14878,290,11496,0.13993,0.15887
187,187,2001,5th Quintile,East,Yes,0.84241,196,11496,0.7627,0.92314
188,188,2001,5th Quintile,East,No,0.15759,37,11496,0.13062,0.18772
189,189,2002,1st Quintile,West,Yes,0.28844,387,11996,0.27379,0.30198
190,190,2002,1st Quintile,West,No,0.71156,1023,11996,0.68298,0.73656
191,191,2002,1st Quintile,East,Yes,0.35433,223,11996,0.3299,0.37938
192,192,2002,1st Quintile,East,No,0.64567,432,11996,0.61453,0.68405
193,193,2002,2nd Quintile,West,Yes,0.52225,796,11996,0.50415,0.5435
194,194,2002,2nd Quintile,West,No,0.47775,713,11996,0.45526,0.50069
195,195,2002,2nd Quintile,East,Yes,0.63503,443,11996,0.59746,0.66932
196,196,2002,2nd Quintile,East,No,0.36497,255,11996,0.34272,0.39415
197,197,2002,3rd Quintile,West,Yes,0.62558,1021,11996,0.60465,0.65088
198,198,2002,3rd Quintile,West,No,0.37442,611,11996,0.35507,0.39083
199,199,2002,3rd Quintile,East,Yes,0.67141,413,11996,0.63289,0.70997
200,200,2002,3rd Quintile,East,No,0.32859,188,11996,0.29911,0.35582
201,201,2002,4th Quintile,West,Yes,0.74506,1339,11996,0.72002,0.76832
202,202,2002,4th Quintile,West,No,0.25494,479,11996,0.24076,0.27128
203,203,2002,4th Quintile,East,Yes,0.80883,413,11996,0.75739,0.85985
204,204,2002,4th Quintile,East,No,0.19117,86,11996,0.16645,0.2177
205,205,2002,5th Quintile,West,Yes,0.80745,2310,11996,0.77769,0.84132
206,206,2002,5th Quintile,West,No,0.19255,514,11996,0.17809,0.20732
207,207,2002,5th Quintile,East,Yes,0.81665,295,11996,0.72291,0.90912
208,208,2002,5th Quintile,East,No,0.18335,55,11996,0.14446,0.22599
209,209,2003,1st Quintile,West,Yes,0.28156,379,11640,0.26461,0.2956
210,210,2003,1st Quintile,West,No,0.71844,1002,11640,0.68868,0.74853
211,211,2003,1st Quintile,East,Yes,0.30155,180,11640,0.27273,0.32594
212,212,2003,1st Quintile,East,No,0.69845,429,11640,0.65914,0.7368
213,213,2003,2nd Quintile,West,Yes,0.52253,745,11640,0.49567,0.54124
214,214,2003,2nd Quintile,West,No,0.47747,714,11640,0.45092,0.50041
215,215,2003,2nd Quintile,East,Yes,0.6116,446,11640,0.58372,0.64519
216,216,2003,2nd Quintile,East,No,0.3884,286,11640,0.35965,0.41377
217,217,2003,3rd Quintile,West,Yes,0.64364,1021,11640,0.62068,0.66774
218,218,2003,3rd Quintile,West,No,0.35636,584,11640,0.33743,0.376
219,219,2003,3rd Quintile,East,Yes,0.73425,457,11640,0.69748,0.78133
220,220,2003,3rd Quintile,East,No,0.26575,175,11640,0.24328,0.29478
221,221,2003,4th Quintile,West,Yes,0.73348,1311,11640,0.70784,0.75776
222,222,2003,4th Quintile,West,No,0.26652,478,11640,0.25156,0.28369
223,223,2003,4th Quintile,East,Yes,0.78594,364,11640,0.73104,0.83986
224,224,2003,4th Quintile,East,No,0.21406,90,11640,0.18135,0.24409
225,225,2003,5th Quintile,West,Yes,0.80832,2150,11640,0.77491,0.83597
226,226,2003,5th Quintile,West,No,0.19168,475,11640,0.17776,0.20691
227,227,2003,5th Quintile,East,Yes,0.86001,308,11640,0.76252,0.971
228,228,2003,5th Quintile,East,No,0.13999,46,11640,0.10658,0.17852
229,229,2004,1st Quintile,West,Yes,0.26931,347,11371,0.25231,0.28581
230,230,2004,1st Quintile,West,No,0.73069,961,11371,0.70054,0.75803
231,231,2004,1st Quintile,East,Yes,0.2409,161,11371,0.21834,0.2618
232,232,2004,1st Quintile,East,No,0.7591,453,11371,0.71403,0.80891
233,233,2004,2nd Quintile,West,Yes,0.51067,720,11371,0.48505,0.53402
234,234,2004,2nd Quintile,West,No,0.48933,728,11371,0.46986,0.51405
235,235,2004,2nd Quintile,East,Yes,0.60013,411,11371,0.56085,0.64182
236,236,2004,2nd Quintile,East,No,0.39987,296,11371,0.37411,0.43232
237,237,2004,3rd Quintile,West,Yes,0.62019,946,11371,0.59587,0.64233
238,238,2004,3rd Quintile,West,No,0.37981,609,11371,0.35674,0.4015
239,239,2004,3rd Quintile,East,Yes,0.74292,436,11371,0.69989,0.7828
240,240,2004,3rd Quintile,East,No,0.25708,169,11371,0.22777,0.28632
241,241,2004,4th Quintile,West,Yes,0.72229,1255,11371,0.69287,0.75381
242,242,2004,4th Quintile,West,No,0.27771,485,11371,0.25842,0.29657
243,243,2004,4th Quintile,East,Yes,0.76628,377,11371,0.70801,0.8187
244,244,2004,4th Quintile,East,No,0.23372,98,11371,0.20268,0.26957
245,245,2004,5th Quintile,West,Yes,0.78806,2081,11371,0.76095,0.8178
246,246,2004,5th Quintile,West,No,0.21194,501,11371,0.19203,0.22827
247,247,2004,5th Quintile,East,Yes,0.78969,282,11371,0.69716,0.90068
248,248,2004,5th Quintile,East,No,0.21031,55,11371,0.16255,0.25912
249,249,2005,1st Quintile,West,Yes,0.26064,352,11046,0.24,0.27896
250,250,2005,1st Quintile,West,No,0.73936,941,11046,0.71119,0.7769
251,251,2005,1st Quintile,East,Yes,0.28431,179,11046,0.25558,0.31786
252,252,2005,1st Quintile,East,No,0.71569,458,11046,0.66919,0.76112
253,253,2005,2nd Quintile,West,Yes,0.5173,720,11046,0.48769,0.54179
254,254,2005,2nd Quintile,West,No,0.4827,657,11046,0.45881,0.51
255,255,2005,2nd Quintile,East,Yes,0.60162,402,11046,0.56631,0.6451
256,256,2005,2nd Quintile,East,No,0.39838,282,11046,0.36455,0.43215
257,257,2005,3rd Quintile,West,Yes,0.62674,932,11046,0.59839,0.65612
258,258,2005,3rd Quintile,West,No,0.37326,557,11046,0.35399,0.3923
259,259,2005,3rd Quintile,East,Yes,0.74385,423,11046,0.69793,0.79766
260,260,2005,3rd Quintile,East,No,0.25615,151,11046,0.22296,0.29031
261,261,2005,4th Quintile,West,Yes,0.75015,1300,11046,0.71524,0.78032
262,262,2005,4th Quintile,West,No,0.24985,439,11046,0.23172,0.2686
263,263,2005,4th Quintile,East,Yes,0.78441,356,11046,0.72014,0.87051
264,264,2005,4th Quintile,East,No,0.21559,101,11046,0.18129,0.25172
265,265,2005,5th Quintile,West,Yes,0.83455,2085,11046,0.80476,0.86725
266,266,2005,5th Quintile,West,No,0.16545,393,11046,0.15225,0.18048
267,267,2005,5th Quintile,East,Yes,0.85043,274,11046,0.74278,0.96962
268,268,2005,5th Quintile,East,No,0.14957,44,11046,0.10819,0.19867
269,269,2006,1st Quintile,West,Yes,0.21116,316,12118,0.19467,0.22738
270,270,2006,1st Quintile,West,No,0.78884,1087,12118,0.76108,0.81922
271,271,2006,1st Quintile,East,Yes,0.25015,157,12118,0.21891,0.28433
272,272,2006,1st Quintile,East,No,0.74985,499,12118,0.70844,0.79797
273,273,2006,2nd Quintile,West,Yes,0.47794,712,12118,0.45409,0.49939
274,274,2006,2nd Quintile,West,No,0.52206,763,12118,0.49934,0.54635
275,275,2006,2nd Quintile,East,Yes,0.57835,422,12118,0.53941,0.61836
276,276,2006,2nd Quintile,East,No,0.42165,311,12118,0.38866,0.45098
277,277,2006,3rd Quintile,West,Yes,0.59796,1031,12118,0.57378,0.61935
278,278,2006,3rd Quintile,West,No,0.40204,686,12118,0.38237,0.4202
279,279,2006,3rd Quintile,East,Yes,0.68763,471,12118,0.651,0.73094
280,280,2006,3rd Quintile,East,No,0.31237,186,12118,0.27424,0.35341
281,281,2006,4th Quintile,West,Yes,0.69398,1383,12118,0.66691,0.71998
282,282,2006,4th Quintile,West,No,0.30602,576,12118,0.29061,0.3205
283,283,2006,4th Quintile,East,Yes,0.79586,396,12118,0.73798,0.8588
284,284,2006,4th Quintile,East,No,0.20414,102,12118,0.17237,0.2365
285,285,2006,5th Quintile,West,Yes,0.83571,2255,12118,0.8078,0.86873
286,286,2006,5th Quintile,West,No,0.16429,424,12118,0.15195,0.17836
287,287,2006,5th Quintile,East,Yes,0.81005,285,12118,0.70137,0.92917
288,288,2006,5th Quintile,East,No,0.18995,56,12118,0.14921,0.23601
289,289,2007,1st Quintile,West,Yes,0.22,312,11325,0.20154,0.23905
290,290,2007,1st Quintile,West,No,0.78,1004,11325,0.75279,0.80994
291,291,2007,1st Quintile,East,Yes,0.27415,164,11325,0.24604,0.30584
292,292,2007,1st Quintile,East,No,0.72585,441,11325,0.67616,0.78097
293,293,2007,2nd Quintile,West,Yes,0.47033,690,11325,0.44451,0.49438
294,294,2007,2nd Quintile,West,No,0.52967,773,11325,0.50383,0.55242
295,295,2007,2nd Quintile,East,Yes,0.64813,406,11325,0.59845,0.70144
296,296,2007,2nd Quintile,East,No,0.35187,251,11325,0.31918,0.38755
297,297,2007,3rd Quintile,West,Yes,0.61597,974,11325,0.59296,0.64536
298,298,2007,3rd Quintile,West,No,0.38403,561,11325,0.3632,0.4072
299,299,2007,3rd Quintile,East,Yes,0.7223,460,11325,0.68121,0.76832
300,300,2007,3rd Quintile,East,No,0.2777,180,11325,0.24701,0.30759
301,301,2007,4th Quintile,West,Yes,0.74381,1375,11325,0.7193,0.77349
302,302,2007,4th Quintile,West,No,0.25619,435,11325,0.23447,0.27553
303,303,2007,4th Quintile,East,Yes,0.81266,390,11325,0.74946,0.87976
304,304,2007,4th Quintile,East,No,0.18734,99,11325,0.15286,0.22513
305,305,2007,5th Quintile,West,Yes,0.84003,2074,11325,0.80503,0.87922
306,306,2007,5th Quintile,West,No,0.15997,391,11325,0.14548,0.17438
307,307,2007,5th Quintile,East,Yes,0.80884,288,11325,0.7121,0.91324
308,308,2007,5th Quintile,East,No,0.19116,57,11325,0.14154,0.2456
309,309,2008,1st Quintile,West,Yes,0.24394,319,10651,0.22409,0.2598
310,310,2008,1st Quintile,West,No,0.75606,920,10651,0.72746,0.7891
311,311,2008,1st Quintile,East,Yes,0.28611,154,10651,0.25371,0.32541
312,312,2008,1st Quintile,East,No,0.71389,438,10651,0.6747,0.76385
313,313,2008,2nd Quintile,West,Yes,0.4894,662,10651,0.4653,0.51717
314,314,2008,2nd Quintile,West,No,0.5106,650,10651,0.48664,0.54171
315,315,2008,2nd Quintile,East,Yes,0.60075,381,10651,0.56135,0.64501
316,316,2008,2nd Quintile,East,No,0.39925,261,10651,0.36128,0.44364
317,317,2008,3rd Quintile,West,Yes,0.62506,930,10651,0.59619,0.64885
318,318,2008,3rd Quintile,West,No,0.37494,548,10651,0.35224,0.39898
319,319,2008,3rd Quintile,East,Yes,0.70834,464,10651,0.65583,0.75183
320,320,2008,3rd Quintile,East,No,0.29166,184,10651,0.25718,0.32663
321,321,2008,4th Quintile,West,Yes,0.73077,1249,10651,0.7042,0.76792
322,322,2008,4th Quintile,West,No,0.26923,431,10651,0.25047,0.28608
323,323,2008,4th Quintile,East,Yes,0.78942,323,10651,0.71482,0.85114
324,324,2008,4th Quintile,East,No,0.21058,92,10651,0.1744,0.24562
325,325,2008,5th Quintile,West,Yes,0.83236,1966,10651,0.79058,0.86439
326,326,2008,5th Quintile,West,No,0.16764,357,10651,0.15474,0.1851
327,327,2008,5th Quintile,East,Yes,0.82419,278,10651,0.72115,0.92435
328,328,2008,5th Quintile,East,No,0.17581,44,10651,0.11957,0.23451
329,329,2009,1st Quintile,West,Yes,0.24369,316,10048,0.22264,0.26417
330,330,2009,1st Quintile,West,No,0.75631,874,10048,0.72548,0.80013
331,331,2009,1st Quintile,East,Yes,0.25324,152,10048,0.22529,0.28442
332,332,2009,1st Quintile,East,No,0.74676,426,10048,0.696,0.81049
333,333,2009,2nd Quintile,West,Yes,0.51029,616,10048,0.48477,0.53846
334,334,2009,2nd Quintile,West,No,0.48971,633,10048,0.45946,0.5176
335,335,2009,2nd Quintile,East,Yes,0.60302,364,10048,0.55452,0.6547
336,336,2009,2nd Quintile,East,No,0.39698,266,10048,0.36078,0.43692
337,337,2009,3rd Quintile,West,Yes,0.64147,870,10048,0.60935,0.67133
338,338,2009,3rd Quintile,West,No,0.35853,483,10048,0.33228,0.37877
339,339,2009,3rd Quintile,East,Yes,0.70928,434,10048,0.6467,0.77096
340,340,2009,3rd Quintile,East,No,0.29072,154,10048,0.24655,0.33839
341,341,2009,4th Quintile,West,Yes,0.74104,1216,10048,0.70542,0.78065
342,342,2009,4th Quintile,West,No,0.25896,390,10048,0.23565,0.28327
343,343,2009,4th Quintile,East,Yes,0.77601,309,10048,0.69562,0.85341
344,344,2009,4th Quintile,East,No,0.22399,95,10048,0.17915,0.26903
345,345,2009,5th Quintile,West,Yes,0.82579,1779,10048,0.79131,0.86515
346,346,2009,5th Quintile,West,No,0.17421,345,10048,0.15742,0.19095
347,347,2009,5th Quintile,East,Yes,0.80453,274,10048,0.69946,0.92462
348,348,2009,5th Quintile,East,No,0.19547,52,10048,0.13862,0.25847
349,349,2010,1st Quintile,West,Yes,0.25293,547,13691,0.23243,0.28017
350,350,2010,1st Quintile,West,No,0.74707,1740,13691,0.70138,0.79044
