year,bula_h,sampreg,plb0050,proportion,n,lower_confidence,upper_confidence
2001,Nordrhein-Westfalen,West,1.0,0.11183417691009882,21921,0.10766202424152502,0.11600632957867263
2001,Nordrhein-Westfalen,West,2.0,0.09930103639431188,21921,0.09534197157325024,0.10326010121537353
2001,Bayern,West,1.0,0.07503816180605768,21921,0.07155054396040347,0.0785257796517119
2001,Bayern,West,2.0,0.07254760183176669,21921,0.06911373669104155,0.07598146697249182
2001,Baden-Wuerttemberg,West,1.0,0.06740580059452077,21921,0.06408669644010528,0.07072490474893625
2001,Baden-Wuerttemberg,West,2.0,0.058327307785008435,21921,0.055224807399767,0.06142980817024987
2001,Niedersachsen,West,1.0,0.044910420181569856,21921,0.04216871026458693,0.047652130098552785
2001,Sachsen,East,2.0,0.040732706676307545,21921,0.038115925880877914,0.043349487471737176
2001,Hessen,West,1.0,0.03920623443400016,21921,0.036636912379961736,0.04177555648803859
2001,Niedersachsen,West,2.0,0.03848316863501245,21921,0.0359366916948305,0.0410296455751944
2001,Sachsen,East,1.0,0.030288422913151765,21921,0.02801967882384427,0.03255716700245926
2001,"Rheinland-Pfalz,Saarland",West,2.0,0.02948501646983209,21921,0.0272456369604238,0.03172439597924038
2001,Hessen,West,2.0,0.02940467582550012,21921,0.027168256761710058,0.031641094889290185
2001,"Rheinland-Pfalz,Saarland",West,1.0,0.028922631959508314,21921,0.02670406923316986,0.03114119468584677
2001,Sachsen-Anhalt,East,2.0,0.023941512010926327,21921,0.021917842452045727,0.025965181569806928
2001,Thueringen,East,2.0,0.022254358479955008,21921,0.0203016097032156,0.024207107256694418
2001,Brandenburg,East,2.0,0.020567204948983692,21921,0.018688317137746234,0.02244609276022115
2001,Brandenburg,East,1.0,0.020165501727323853,21921,0.01830467142612326,0.022026332028524446
2001,Thueringen,East,1.0,0.019121073351008273,21921,0.0173081070726916,0.020934039629324948
2001,Sachsen-Anhalt,East,1.0,0.018076644974692697,21921,0.016312949504345774,0.01984034044503962
2001,Schleswig-Holstein,West,2.0,0.015184381778741865,21921,0.01356554929148436,0.01680321426599937
2001,Schleswig-Holstein,West,1.0,0.014621997268418093,21921,0.013032972484076916,0.016211022052759268
2001,Mecklenburg-Vorpommern,East,2.0,0.012613481160118904,21921,0.01113611900938753,0.014090843310850277
2001,Berlin,West,1.0,0.011649393428135294,21921,0.010228920166272967,0.013069866689997621
2001,Mecklenburg-Vorpommern,East,1.0,0.011328030850807424,21921,0.009927059634787558,0.01272900206682729
2001,Berlin,West,2.0,0.008596448943520527,21921,0.0073743378975286225,0.009818559989512431
2001,Berlin,East,1.0,0.008275086366192657,21921,0.007075841771523782,0.009474330960861532
2001,Berlin,East,2.0,0.007953723788864787,21921,0.006777805598697588,0.009129641979031987
2001,Hamburg,West,1.0,0.007632361211536916,21921,0.006480257316436226,0.008784465106637607
2001,Hamburg,West,2.0,0.00522214188157789,21921,0.004267999297994293,0.006176284465161487
2001,Bremen,West,1.0,0.003856350927934442,21921,0.0030358574193028996,0.004676844436565984
2001,Bremen,West,2.0,0.0030529444846147664,21921,0.0023226106997167742,0.0037832782695127586
2006,Nordrhein-Westfalen,West,1.0,0.11096422374617863,22269,0.10683891153404418,0.11508953595831309
2006,Nordrhein-Westfalen,West,2.0,0.09344790547798067,22269,0.08962505878116112,0.09727075217480022
2006,Bayern,West,1.0,0.07750144592249855,22269,0.07398953522990574,0.08101335661509136
2006,Bayern,West,2.0,0.07337023878377262,22269,0.06994556820891042,0.07679490935863482
2006,Baden-Wuerttemberg,West,1.0,0.06824754193175246,22269,0.06493547202811914,0.07155961183538578
2006,Baden-Wuerttemberg,West,2.0,0.060233000082624145,22269,0.05710812215416964,0.06335787801107866
2006,Niedersachsen,West,1.0,0.0450301578121127,22269,0.04230650167613107,0.047753813948094324
2006,Niedersachsen,West,2.0,0.043460299099396846,22269,0.040782342285023296,0.046138255913770396
2006,Hessen,West,1.0,0.04023795753119062,22269,0.03765685377566626,0.04281906128671498
2006,Sachsen,East,2.0,0.03784185739072957,22269,0.035335660621067924,0.04034805416039122
