year,bula_h,pgisced97,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.43857,204,485,0.39436,0.48278
2001,Hesse,Lower Secondary Level,Yes,0.47524,44,87,0.36969,0.58078
2001,Hesse,Lower Secondary Level,No,0.52476,43,87,0.41922,0.63031
2001,Hesse,Upper Secondary Level,Yes,0.57964,254,449,0.53393,0.62535
2001,Hesse,Upper Secondary Level,No,0.42036,195,449,0.37465,0.46607
2001,Hesse,Post-secondary Non-tertiary Level,Yes,0.56903,44,76,0.45695,0.68110
2001,Hesse,Post-secondary Non-tertiary Level,No,0.43097,32,76,0.31890,0.54305
2001,Hesse,First Stage of Tertiary Education,Yes,0.56172,33,33,0.38980,0.73363
2001,Hesse,Second Stage of Tertiary Education,Yes,0.63631,108,173,0.56441,0.70820
2001,Hesse,Second Stage of Tertiary Education,No,0.36369,65,173,0.29180,0.43559
2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.57118,46,46,0.42657,0.71578
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.47936,206,414,0.43118,0.52754
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.52064,208,414,0.47246,0.56882
2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.45049,34,75,0.33713,0.56385
2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.54951,41,75,0.43615,0.66287
2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.62171,68,104,0.52805,0.71536
2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.37829,36,104,0.28464,0.47195
2001,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.57764,142,248,0.51604,0.63924
2001,Baden-Wuerttemberg,Lower Secondary Level,No,0.42236,106,248,0.36076,0.48396
2001,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.51074,386,772,0.47546,0.54603
2001,Baden-Wuerttemberg,Upper Secondary Level,No,0.48926,386,772,0.45397,0.52454
2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.52497,42,79,0.41414,0.63579
2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.47503,37,79,0.36421,0.58586
2001,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.53597,88,162,0.45893,0.61300
2001,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.46403,74,162,0.38700,0.54107
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.58345,162,264,0.52387,0.64304
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.41655,102,264,0.35696,0.47613
2001,Bavaria,Lower Secondary Level,Yes,0.41642,96,215,0.35037,0.48247
2001,Bavaria,Lower Secondary Level,No,0.58358,119,215,0.51753,0.64963
2001,Bavaria,Upper Secondary Level,Yes,0.49461,521,1047,0.46431,0.52491
2001,Bavaria,Upper Secondary Level,No,0.50539,526,1047,0.47509,0.53569
2001,Bavaria,Post-secondary Non-tertiary Level,Yes,0.54163,44,87,0.43632,0.64694
2001,Bavaria,Post-secondary Non-tertiary Level,No,0.45837,43,87,0.35306,0.56368
2001,Bavaria,First Stage of Tertiary Education,Yes,0.50955,79,147,0.42846,0.59065
2001,Bavaria,First Stage of Tertiary Education,No,0.49045,68,147,0.40935,0.57154
2001,Bavaria,Second Stage of Tertiary Education,Yes,0.59045,184,316,0.53614,0.64475
2001,Bavaria,Second Stage of Tertiary Education,No,0.40955,132,316,0.35525,0.46386
2001,Berlin,Upper Secondary Level,Yes,0.49075,102,197,0.42076,0.56073
2001,Berlin,Upper Secondary Level,No,0.50925,95,197,0.43927,0.57924
2001,Berlin,Second Stage of Tertiary Education,Yes,0.56045,90,151,0.48102,0.63988
2001,Berlin,Second Stage of Tertiary Education,No,0.43955,61,151,0.36012,0.51898
2001,Brandenburg,Upper Secondary Level,Yes,0.43535,108,249,0.37364,0.49705
2001,Brandenburg,Upper Secondary Level,No,0.56465,141,249,0.50295,0.62636
2001,Brandenburg,Second Stage of Tertiary Education,Yes,0.64858,100,157,0.57366,0.72350
2001,Brandenburg,Second Stage of Tertiary Education,No,0.35142,57,157,0.27650,0.42634
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.51431,79,163,0.43735,0.59128
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.48569,84,163,0.40872,0.56265
2001,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.50067,43,83,0.39245,0.60889
2001,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.49933,40,83,0.39111,0.60755
2001,Saxony,Lower Secondary Level,No,0.65510,37,37,0.49982,0.81037
2001,Saxony,Upper Secondary Level,Yes,0.39129,187,467,0.34698,0.43560
2001,Saxony,Upper Secondary Level,No,0.60871,280,467,0.56440,0.65302
2001,Saxony,First Stage of Tertiary Education,No,0.74529,59,59,0.63316,0.85742
2001,Saxony,Second Stage of Tertiary Education,Yes,0.55583,132,246,0.49361,0.61805
2001,Saxony,Second Stage of Tertiary Education,No,0.44417,114,246,0.38195,0.50639
2001,Saxony-Anhalt,Upper Secondary Level,Yes,0.34306,94,256,0.28479,0.40133
2001,Saxony-Anhalt,Upper Secondary Level,No,0.65694,162,256,0.59867,0.71521
2001,Saxony-Anhalt,First Stage of Tertiary Education,No,0.59666,33,33,0.42669,0.76663
2001,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.53846,91,157,0.46023,0.61669
2001,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.46154,66,157,0.38331,0.53977
2001,Thuringa,Upper Secondary Level,Yes,0.39148,131,323,0.33817,0.44480
2001,Thuringa,Upper Secondary Level,No,0.60852,192,323,0.55520,0.66183
2001,Thuringa,Second Stage of Tertiary Education,Yes,0.64839,71,113,0.55996,0.73682
2001,Thuringa,Second Stage of Tertiary Education,No,0.35161,42,113,0.26318,0.44004
2006,Schleswig-Holstein,Upper Secondary Level,Yes,0.48165,86,181,0.40865,0.55464
2006,Schleswig-Holstein,Upper Secondary Level,No,0.51835,95,181,0.44536,0.59135
2006,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.56215,48,86,0.45667,0.66762
2006,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.43785,38,86,0.33238,0.54333
2006,Hamburg,Upper Secondary Level,No,0.48236,32,32,0.30646,0.65826
2006,Hamburg,Second Stage of Tertiary Education,Yes,0.56621,31,31,0.38886,0.74355
2006,Lower Saxony,Lower Secondary Level,Yes,0.47813,31,82,0.36935,0.58691
2006,Lower Saxony,Lower Secondary Level,No,0.52187,51,82,0.41309,0.63065
2006,Lower Saxony,Upper Secondary Level,Yes,0.50130,273,563,0.45996,0.54264
2006,Lower Saxony,Upper Secondary Level,No,0.49870,290,563,0.45736,0.54004
2006,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.48257,43,82,0.37375,0.59139
2006,Lower Saxony,Post-secondary Non-tertiary Level,No,0.51743,39,82,0.40861,0.62625
2006,Lower Saxony,First Stage of Tertiary Education,Yes,0.51955,47,92,0.41690,0.62220
2006,Lower Saxony,First Stage of Tertiary Education,No,0.48045,45,92,0.37780,0.58310
2006,Lower Saxony,Second Stage of Tertiary Education,Yes,0.61047,143,224,0.54646,0.67447
2006,Lower Saxony,Second Stage of Tertiary Education,No,0.38953,81,224,0.32553,0.45354
2006,North Rhine-Westphalia,Lower Secondary Level,Yes,0.47652,96,197,0.40660,0.54645
2006,North Rhine-Westphalia,Lower Secondary Level,No,0.52348,101,197,0.45355,0.59340
2006,North Rhine-Westphalia,Upper Secondary Level,Yes,0.52932,588,1120,0.50007,0.55856
2006,North Rhine-Westphalia,Upper Secondary Level,No,0.47068,532,1120,0.44144,0.49993
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.52435,129,238,0.46077,0.58794
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.47565,109,238,0.41206,0.53923
2006,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.51833,119,220,0.45216,0.58451
2006,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.48167,101,220,0.41549,0.54784
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.61342,379,631,0.57539,0.65145
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.38658,252,631,0.34855,0.42461
2006,Hesse,Lower Secondary Level,No,0.55715,35,35,0.39019,0.72412
2006,Hesse,Upper Secondary Level,Yes,0.52429,220,405,0.47559,0.57299
2006,Hesse,Upper Secondary Level,No,0.47571,185,405,0.42701,0.52441
2006,Hesse,Post-secondary Non-tertiary Level,Yes,0.59368,35,66,0.47428,0.71308
2006,Hesse,Post-secondary Non-tertiary Level,No,0.40632,31,66,0.28692,0.52572
2006,Hesse,First Stage of Tertiary Education,Yes,0.60752,34,34,0.44092,0.77413
2006,Hesse,Second Stage of Tertiary Education,Yes,0.61207,168,275,0.55437,0.66976
2006,Hesse,Second Stage of Tertiary Education,No,0.38793,107,275,0.33024,0.44563
2006,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.68587,41,41,0.54202,0.82972
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.45735,175,382,0.40732,0.50737
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.54265,207,382,0.49263,0.59268
2006,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.65405,44,44,0.51187,0.79623
2006,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.65433,89,135,0.57380,0.73485
2006,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.34567,46,135,0.26515,0.42620
2006,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.51724,79,154,0.43805,0.59642
2006,Baden-Wuerttemberg,Lower Secondary Level,No,0.48276,75,154,0.40358,0.56195
2006,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.55709,387,741,0.52130,0.59288
2006,Baden-Wuerttemberg,Upper Secondary Level,No,0.44291,354,741,0.40712,0.47870
2006,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.47644,50,103,0.37952,0.57337
2006,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.52356,53,103,0.42663,0.62048
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.48930,80,158,0.41110,0.56749
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.51070,78,158,0.43251,0.58890
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.56283,217,370,0.51222,0.61345
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.43717,153,370,0.38655,0.48778
2006,Bavaria,Lower Secondary Level,Yes,0.37583,57,148,0.29753,0.45413
2006,Bavaria,Lower Secondary Level,No,0.62417,91,148,0.54587,0.70247
2006,Bavaria,Upper Secondary Level,Yes,0.50327,489,979,0.47193,0.53460
2006,Bavaria,Upper Secondary Level,No,0.49673,490,979,0.46540,0.52807
2006,Bavaria,Post-secondary Non-tertiary Level,Yes,0.58640,62,106,0.49220,0.68060
2006,Bavaria,Post-secondary Non-tertiary Level,No,0.41360,44,106,0.31940,0.50780
2006,Bavaria,First Stage of Tertiary Education,Yes,0.49080,73,148,0.40999,0.57162
2006,Bavaria,First Stage of Tertiary Education,No,0.50920,75,148,0.42838,0.59001
2006,Bavaria,Second Stage of Tertiary Education,Yes,0.58002,248,416,0.53254,0.62751
2006,Bavaria,Second Stage of Tertiary Education,No,0.41998,168,416,0.37249,0.46746
2006,Berlin,Upper Secondary Level,Yes,0.43267,88,179,0.35989,0.50546
2006,Berlin,Upper Secondary Level,No,0.56733,91,179,0.49454,0.64011
2006,Berlin,Second Stage of Tertiary Education,Yes,0.52625,99,177,0.45248,0.60001
2006,Berlin,Second Stage of Tertiary Education,No,0.47375,78,177,0.39999,0.54752
2006,Brandenburg,Upper Secondary Level,Yes,0.42307,98,225,0.35837,0.48777
2006,Brandenburg,Upper Secondary Level,No,0.57693,127,225,0.51223,0.64163
2006,Brandenburg,Second Stage of Tertiary Education,Yes,0.59291,99,154,0.51506,0.67076
2006,Brandenburg,Second Stage of Tertiary Education,No,0.40709,55,154,0.32924,0.48494
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.44348,58,138,0.36029,0.52667
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.55652,80,138,0.47333,0.63971
2006,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.55766,59,91,0.45505,0.66027
2006,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.44234,32,91,0.33973,0.54495
2006,Saxony,Upper Secondary Level,Yes,0.41747,158,416,0.37002,0.46492
2006,Saxony,Upper Secondary Level,No,0.58253,258,416,0.53508,0.62998
2006,Saxony,First Stage of Tertiary Education,No,0.65902,50,50,0.52629,0.79175
2006,Saxony,Second Stage of Tertiary Education,Yes,0.64200,148,251,0.58257,0.70143
2006,Saxony,Second Stage of Tertiary Education,No,0.35800,103,251,0.29857,0.41743
2006,Saxony-Anhalt,Upper Secondary Level,Yes,0.34967,76,207,0.28455,0.41479
2006,Saxony-Anhalt,Upper Secondary Level,No,0.65033,131,207,0.58521,0.71545
2006,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.54310,85,148,0.46257,0.62363
2006,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.45690,63,148,0.37637,0.53743
2006,Thuringa,Upper Secondary Level,Yes,0.31987,97,277,0.26484,0.37489
2006,Thuringa,Upper Secondary Level,No,0.68013,180,277,0.62511,0.73516
2006,Thuringa,Second Stage of Tertiary Education,Yes,0.63698,81,127,0.55302,0.72095
2006,Thuringa,Second Stage of Tertiary Education,No,0.36302,46,127,0.27905,0.44698
2011,Schleswig-Holstein,Upper Secondary Level,Yes,0.56907,99,180,0.49652,0.64162
2011,Schleswig-Holstein,Upper Secondary Level,No,0.43093,81,180,0.35838,0.50348
2011,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.65540,42,42,0.50993,0.80087
2011,Hamburg,Upper Secondary Level,No,0.59729,32,32,0.42464,0.76994
2011,Hamburg,Second Stage of Tertiary Education,Yes,0.63100,38,38,0.47552,0.78648
2011,Lower Saxony,Lower Secondary Level,Yes,0.50041,37,77,0.38800,0.61282
2011,Lower Saxony,Lower Secondary Level,No,0.49959,40,77,0.38718,0.61200
2011,Lower Saxony,Upper Secondary Level,Yes,0.54607,277,538,0.50396,0.58818
2011,Lower Saxony,Upper Secondary Level,No,0.45393,261,538,0.41182,0.49604
2011,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.57031,48,48,0.42878,0.71184
2011,Lower Saxony,First Stage of Tertiary Education,Yes,0.55107,38,76,0.43850,0.66364
2011,Lower Saxony,First Stage of Tertiary Education,No,0.44893,38,76,0.33636,0.56150
2011,Lower Saxony,Second Stage of Tertiary Education,Yes,0.64971,147,221,0.58667,0.71275
2011,Lower Saxony,Second Stage of Tertiary Education,No,0.35029,74,221,0.28725,0.41333
2011,North Rhine-Westphalia,Lower Secondary Level,Yes,0.41052,72,169,0.33613,0.48491
2011,North Rhine-Westphalia,Lower Secondary Level,No,0.58948,97,169,0.51509,0.66387
2011,North Rhine-Westphalia,Upper Secondary Level,Yes,0.49184,508,1002,0.46087,0.52281
2011,North Rhine-Westphalia,Upper Secondary Level,No,0.50816,494,1002,0.47719,0.53913
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.61704,148,241,0.55554,0.67854
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.38296,93,241,0.32146,0.44446
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.51710,91,163,0.44014,0.59405
2011,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.48290,72,163,0.40595,0.55986
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.67205,348,559,0.63310,0.71100
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.32795,211,559,0.28900,0.36690
2011,Hesse,Upper Secondary Level,Yes,0.58084,194,334,0.52784,0.63383
2011,Hesse,Upper Secondary Level,No,0.41916,140,334,0.36617,0.47216
2011,Hesse,Post-secondary Non-tertiary Level,Yes,0.67560,41,77,0.57035,0.78086
2011,Hesse,Post-secondary Non-tertiary Level,No,0.32440,36,77,0.21914,0.42965
2011,Hesse,First Stage of Tertiary Education,Yes,0.68051,38,38,0.53027,0.83076
2011,Hesse,Second Stage of Tertiary Education,Yes,0.57438,163,262,0.51439,0.63436
2011,Hesse,Second Stage of Tertiary Education,No,0.42562,99,262,0.36564,0.48561
2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.58892,42,42,0.43831,0.73953
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.48122,170,337,0.42779,0.53464
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.51878,167,337,0.46536,0.57221
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.70954,80,112,0.62509,0.79400
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.29046,32,112,0.20600,0.37491
2011,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.63322,69,129,0.54973,0.71671
2011,Baden-Wuerttemberg,Lower Secondary Level,No,0.36678,60,129,0.28329,0.45027
2011,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.53367,317,641,0.49502,0.57232
2011,Baden-Wuerttemberg,Upper Secondary Level,No,0.46633,324,641,0.42768,0.50498
2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.57687,54,104,0.48145,0.67228
2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.42313,50,104,0.32772,0.51855
2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.50443,65,121,0.41497,0.59389
2011,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.49557,56,121,0.40611,0.58503
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.66431,224,345,0.61441,0.71422
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.33569,121,345,0.28578,0.38559
2011,Bavaria,Lower Secondary Level,Yes,0.49456,59,121,0.40510,0.58401
2011,Bavaria,Lower Secondary Level,No,0.50544,62,121,0.41599,0.59490
2011,Bavaria,Upper Secondary Level,Yes,0.47551,450,928,0.44337,0.50766
2011,Bavaria,Upper Secondary Level,No,0.52449,478,928,0.49234,0.55663
2011,Bavaria,Post-secondary Non-tertiary Level,Yes,0.59059,58,106,0.49653,0.68465
2011,Bavaria,Post-secondary Non-tertiary Level,No,0.40941,48,106,0.31535,0.50347
2011,Bavaria,First Stage of Tertiary Education,Yes,0.45425,61,137,0.37057,0.53794
2011,Bavaria,First Stage of Tertiary Education,No,0.54575,76,137,0.46206,0.62943
2011,Bavaria,Second Stage of Tertiary Education,Yes,0.61175,273,422,0.56520,0.65830
2011,Bavaria,Second Stage of Tertiary Education,No,0.38825,149,422,0.34170,0.43480
2011,Berlin,Upper Secondary Level,Yes,0.53466,82,145,0.45319,0.61614
2011,Berlin,Upper Secondary Level,No,0.46534,63,145,0.38386,0.54681
2011,Berlin,Second Stage of Tertiary Education,Yes,0.55785,105,186,0.48628,0.62942
2011,Berlin,Second Stage of Tertiary Education,No,0.44215,81,186,0.37058,0.51372
2011,Brandenburg,Upper Secondary Level,Yes,0.45728,93,212,0.39006,0.52450
2011,Brandenburg,Upper Secondary Level,No,0.54272,119,212,0.47550,0.60994
2011,Brandenburg,Second Stage of Tertiary Education,Yes,0.62326,82,128,0.53898,0.70753
2011,Brandenburg,Second Stage of Tertiary Education,No,0.37674,46,128,0.29247,0.46102
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.48567,61,133,0.40041,0.57094
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.51433,72,133,0.42906,0.59959
2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.58691,55,55,0.45558,0.71824
2011,Saxony,Upper Secondary Level,Yes,0.46109,180,409,0.41272,0.50946
2011,Saxony,Upper Secondary Level,No,0.53891,229,409,0.49054,0.58728
2011,Saxony,First Stage of Tertiary Education,No,0.56273,37,37,0.40069,0.72477
2011,Saxony,Second Stage of Tertiary Education,Yes,0.52206,118,224,0.45650,0.58762
2011,Saxony,Second Stage of Tertiary Education,No,0.47794,106,224,0.41238,0.54350
2011,Saxony-Anhalt,Upper Secondary Level,Yes,0.51656,120,228,0.45155,0.58157
2011,Saxony-Anhalt,Upper Secondary Level,No,0.48344,108,228,0.41843,0.54845
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.61097,87,132,0.52749,0.69446
2011,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.38903,45,132,0.30554,0.47251
2011,Thuringa,Upper Secondary Level,Yes,0.34653,106,260,0.28858,0.40449
2011,Thuringa,Upper Secondary Level,No,0.65347,154,260,0.59551,0.71142
2011,Thuringa,Second Stage of Tertiary Education,Yes,0.61833,76,122,0.53177,0.70489
2011,Thuringa,Second Stage of Tertiary Education,No,0.38167,46,122,0.29511,0.46823
2016,Schleswig-Holstein,Upper Secondary Level,Yes,0.53425,105,204,0.46563,0.60287
2016,Schleswig-Holstein,Upper Secondary Level,No,0.46575,99,204,0.39713,0.53437
2016,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.67284,33,33,0.51028,0.83540
2016,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.61671,68,68,0.50029,0.73313
2016,Hamburg,Upper Secondary Level,Yes,0.66983,42,75,0.56268,0.77698
2016,Hamburg,Upper Secondary Level,No,0.33017,33,75,0.22302,0.43732
2016,Hamburg,Second Stage of Tertiary Education,Yes,0.69301,62,95,0.59977,0.78626
2016,Hamburg,Second Stage of Tertiary Education,No,0.30699,33,95,0.21374,0.40023
2016,Lower Saxony,Lower Secondary Level,Yes,0.55523,61,132,0.47013,0.64033
2016,Lower Saxony,Lower Secondary Level,No,0.44477,71,132,0.35967,0.52987
2016,Lower Saxony,Upper Secondary Level,Yes,0.54732,339,628,0.50836,0.58628
2016,Lower Saxony,Upper Secondary Level,No,0.45268,289,628,0.41372,0.49164
2016,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.68401,91,150,0.60936,0.75866
2016,Lower Saxony,Post-secondary Non-tertiary Level,No,0.31599,59,150,0.24134,0.39064
2016,Lower Saxony,First Stage of Tertiary Education,Yes,0.58572,43,43,0.43674,0.73470
2016,Lower Saxony,Second Stage of Tertiary Education,Yes,0.68538,209,326,0.63489,0.73587
2016,Lower Saxony,Second Stage of Tertiary Education,No,0.31462,117,326,0.26413,0.36511
2016,North Rhine-Westphalia,No answer / don't know,No,0.58393,37,37,0.42291,0.74495
2016,North Rhine-Westphalia,Primary Level,No,0.47567,34,34,0.30528,0.64606
2016,North Rhine-Westphalia,Lower Secondary Level,Yes,0.38178,105,291,0.32586,0.43769
2016,North Rhine-Westphalia,Lower Secondary Level,No,0.61822,186,291,0.56231,0.67414
2016,North Rhine-Westphalia,Upper Secondary Level,Yes,0.46901,560,1183,0.44056,0.49746
2016,North Rhine-Westphalia,Upper Secondary Level,No,0.53099,623,1183,0.50254,0.55944
2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.52126,216,415,0.47314,0.56938
2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.47874,199,415,0.43062,0.52686
2016,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.60226,91,162,0.52666,0.67787
2016,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.39774,71,162,0.32213,0.47334
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.66823,451,710,0.63357,0.70288
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.33177,259,710,0.29712,0.36643
2016,Hesse,Lower Secondary Level,Yes,0.44768,33,73,0.33282,0.56254
2016,Hesse,Lower Secondary Level,No,0.55232,40,73,0.43746,0.66718
2016,Hesse,Upper Secondary Level,Yes,0.56168,205,380,0.51172,0.61163
2016,Hesse,Upper Secondary Level,No,0.43832,175,380,0.38837,0.48828
2016,Hesse,Post-secondary Non-tertiary Level,Yes,0.48251,53,101,0.38457,0.58045
2016,Hesse,Post-secondary Non-tertiary Level,No,0.51749,48,101,0.41955,0.61543
2016,Hesse,Second Stage of Tertiary Education,Yes,0.64341,213,324,0.59117,0.69564
2016,Hesse,Second Stage of Tertiary Education,No,0.35659,111,324,0.30436,0.40883
2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.68703,81,81,0.58542,0.78865
2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.51567,178,379,0.46529,0.56605
2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.48433,201,379,0.43395,0.53471
2016,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.67377,46,91,0.57691,0.77064
2016,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.32623,45,91,0.22936,0.42309
2016,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.72867,43,43,0.59419,0.86314
2016,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.68535,108,172,0.61575,0.75496
