year,bula_h,quintil_oecd_hh,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,North Rhine-Westphalia,5th Quintile,Yes,0.67805,439,611,0.64097,0.71513
2015,North Rhine-Westphalia,5th Quintile,No,0.31342,172,611,0.27660,0.35023
2015,Hesse,1st Quintile,Yes,0.29385,74,221,0.23366,0.35404
2015,Hesse,1st Quintile,No,0.66787,147,221,0.60563,0.73010
2015,Hesse,2nd Quintile,Yes,0.35927,81,196,0.29193,0.42661
2015,Hesse,2nd Quintile,No,0.60565,115,196,0.53706,0.67425
2015,Hesse,3rd Quintile,Yes,0.49094,115,205,0.42234,0.55954
2015,Hesse,3rd Quintile,No,0.49815,90,205,0.42954,0.56677
2015,Hesse,4th Quintile,Yes,0.43455,103,195,0.36479,0.50430
2015,Hesse,4th Quintile,No,0.52886,92,195,0.45862,0.59911
2015,Hesse,5th Quintile,Yes,0.57232,170,272,0.51341,0.63122
2015,Hesse,5th Quintile,No,0.40504,102,272,0.34659,0.46349
2015,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.28976,49,198,0.22641,0.35311
2015,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.69956,149,198,0.63554,0.76358
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.37731,89,204,0.31063,0.44399
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.61772,115,204,0.55088,0.68457
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.53625,96,186,0.46439,0.60811
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.46375,90,186,0.39189,0.53561
2015,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.58891,92,153,0.51069,0.66714
2015,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.39589,61,153,0.31814,0.47364
2015,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.57527,103,168,0.50030,0.65024
2015,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.40172,65,168,0.32736,0.47607
2015,Baden-Wuerttemberg,1st Quintile,Yes,0.30897,90,272,0.25396,0.36399
2015,Baden-Wuerttemberg,1st Quintile,No,0.64879,182,272,0.59195,0.70562
2015,Baden-Wuerttemberg,2nd Quintile,Yes,0.39297,150,310,0.33852,0.44743
2015,Baden-Wuerttemberg,2nd Quintile,No,0.55515,160,310,0.49974,0.61057
2015,Baden-Wuerttemberg,3rd Quintile,Yes,0.50141,211,363,0.44990,0.55291
2015,Baden-Wuerttemberg,3rd Quintile,No,0.45611,152,363,0.40480,0.50742
2015,Baden-Wuerttemberg,4th Quintile,Yes,0.57318,231,384,0.52365,0.62272
2015,Baden-Wuerttemberg,4th Quintile,No,0.41489,153,384,0.36554,0.46423
2015,Baden-Wuerttemberg,5th Quintile,Yes,0.63377,298,437,0.58854,0.67899
2015,Baden-Wuerttemberg,5th Quintile,No,0.34191,139,437,0.29738,0.38643
2015,Bavaria,1st Quintile,Yes,0.34641,157,443,0.30205,0.39077
2015,Bavaria,1st Quintile,No,0.62607,286,443,0.58096,0.67118
2015,Bavaria,2nd Quintile,Yes,0.40784,210,509,0.36510,0.45058
2015,Bavaria,2nd Quintile,No,0.54737,299,509,0.50409,0.59066
2015,Bavaria,3rd Quintile,Yes,0.48868,252,488,0.44429,0.53308
2015,Bavaria,3rd Quintile,No,0.48813,236,488,0.44373,0.53252
2015,Bavaria,4th Quintile,Yes,0.51022,287,488,0.46582,0.55462
2015,Bavaria,4th Quintile,No,0.45247,201,488,0.40826,0.49667
2015,Bavaria,5th Quintile,Yes,0.58822,379,583,0.54824,0.62821
2015,Bavaria,5th Quintile,No,0.35706,204,583,0.31813,0.39599
2015,Berlin,1st Quintile,Yes,0.45965,67,159,0.38194,0.53736
2015,Berlin,1st Quintile,No,0.50102,92,159,0.42305,0.57898
2015,Berlin,2nd Quintile,Yes,0.49145,68,134,0.40649,0.57641
2015,Berlin,2nd Quintile,No,0.45657,66,134,0.37191,0.54123
2015,Berlin,3rd Quintile,Yes,0.57199,60,103,0.47597,0.66802
2015,Berlin,3rd Quintile,No,0.33873,43,103,0.24689,0.43058
2015,Berlin,4th Quintile,Yes,0.49335,63,119,0.40314,0.58356
2015,Berlin,4th Quintile,No,0.49236,56,119,0.40215,0.58256
2015,Berlin,5th Quintile,Yes,0.61591,61,110,0.52460,0.70722
2015,Berlin,5th Quintile,No,0.38409,49,110,0.29278,0.47540
2015,Brandenburg,1st Quintile,Yes,0.50170,92,169,0.42609,0.57731
2015,Brandenburg,1st Quintile,No,0.49656,77,169,0.42096,0.57217
2015,Brandenburg,2nd Quintile,Yes,0.60440,86,140,0.52311,0.68569
2015,Brandenburg,2nd Quintile,No,0.35753,54,140,0.27785,0.43721
2015,Brandenburg,3rd Quintile,Yes,0.49702,75,127,0.40971,0.58432
2015,Brandenburg,3rd Quintile,No,0.49261,52,127,0.40532,0.57991
2015,Brandenburg,4th Quintile,Yes,0.66851,61,61,0.54939,0.78762
2015,Brandenburg,5th Quintile,Yes,0.80486,59,59,0.70286,0.90685
2015,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.60543,58,94,0.50609,0.70477
2015,Mecklenburg-Western Pomerania,1st Quintile,No,0.38522,36,94,0.28631,0.48413
2015,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.69795,83,83,0.59857,0.79733
2015,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.62011,50,50,0.48421,0.75602
2015,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.85309,33,33,0.73043,0.97575
2015,Saxony,1st Quintile,Yes,0.43968,102,201,0.37089,0.50847
2015,Saxony,1st Quintile,No,0.52403,99,201,0.45481,0.59324
2015,Saxony,2nd Quintile,Yes,0.48708,159,277,0.42811,0.54605
2015,Saxony,2nd Quintile,No,0.50593,118,277,0.44694,0.56491
2015,Saxony,3rd Quintile,Yes,0.54456,115,179,0.47140,0.61772
2015,Saxony,3rd Quintile,No,0.36809,64,179,0.29724,0.43895
2015,Saxony,4th Quintile,Yes,0.67967,104,146,0.60373,0.75562
2015,Saxony,4th Quintile,No,0.29672,42,146,0.22237,0.37108
2015,Saxony,5th Quintile,Yes,0.76001,63,63,0.65370,0.86631
2015,Saxony-Anhalt,1st Quintile,Yes,0.58122,79,157,0.50380,0.65864
2015,Saxony-Anhalt,1st Quintile,No,0.36988,78,157,0.29412,0.44564
2015,Saxony-Anhalt,2nd Quintile,Yes,0.57240,84,148,0.49243,0.65238
2015,Saxony-Anhalt,2nd Quintile,No,0.39944,64,148,0.32026,0.47862
2015,Saxony-Anhalt,3rd Quintile,Yes,0.78950,79,79,0.69903,0.87997
2015,Saxony-Anhalt,4th Quintile,Yes,0.74119,59,59,0.62847,0.85391
2015,Saxony-Anhalt,5th Quintile,Yes,0.57994,37,37,0.41871,0.74118
2015,Thuringa,1st Quintile,Yes,0.51003,82,153,0.43056,0.58951
2015,Thuringa,1st Quintile,No,0.44697,71,153,0.36793,0.52601
2015,Thuringa,2nd Quintile,Yes,0.54133,95,165,0.46506,0.61759
2015,Thuringa,2nd Quintile,No,0.41765,70,165,0.34217,0.49313
2015,Thuringa,3rd Quintile,Yes,0.63236,71,110,0.54184,0.72288
2015,Thuringa,3rd Quintile,No,0.35738,39,110,0.26741,0.44735
2015,Thuringa,4th Quintile,Yes,0.57848,54,54,0.44554,0.71143
2015,Thuringa,5th Quintile,Yes,0.77857,44,44,0.65446,0.90267
2016,Schleswig-Holstein,1st Quintile,Yes,0.41064,55,127,0.32474,0.49654
2016,Schleswig-Holstein,1st Quintile,No,0.54243,72,127,0.45544,0.62942
2016,Schleswig-Holstein,2nd Quintile,Yes,0.41906,56,107,0.32513,0.51299
2016,Schleswig-Holstein,2nd Quintile,No,0.57478,51,107,0.48067,0.66890
2016,Schleswig-Holstein,3rd Quintile,Yes,0.61951,59,95,0.52136,0.71766
2016,Schleswig-Holstein,3rd Quintile,No,0.37889,36,95,0.28082,0.47696
2016,Schleswig-Holstein,4th Quintile,Yes,0.62562,58,58,0.49998,0.75126
2016,Schleswig-Holstein,5th Quintile,Yes,0.82647,64,64,0.73296,0.91999
2016,Hamburg,1st Quintile,No,0.69710,31,31,0.53267,0.86154
2016,Hamburg,2nd Quintile,No,0.75184,40,40,0.61627,0.88740
2016,Hamburg,4th Quintile,Yes,0.51780,31,31,0.33899,0.69660
2016,Hamburg,5th Quintile,Yes,0.48739,36,36,0.32179,0.65299
2016,Lower Saxony,1st Quintile,Yes,0.46001,136,301,0.40361,0.51641
2016,Lower Saxony,1st Quintile,No,0.45985,165,301,0.40345,0.51625
2016,Lower Saxony,2nd Quintile,Yes,0.67397,157,250,0.61574,0.73219
2016,Lower Saxony,2nd Quintile,No,0.32452,93,250,0.26637,0.38268
2016,Lower Saxony,3rd Quintile,Yes,0.67812,174,239,0.61876,0.73748
2016,Lower Saxony,3rd Quintile,No,0.31969,65,239,0.26044,0.37894
2016,Lower Saxony,4th Quintile,Yes,0.68424,200,277,0.62940,0.73908
2016,Lower Saxony,4th Quintile,No,0.31576,77,277,0.26092,0.37060
2016,Lower Saxony,5th Quintile,Yes,0.71092,203,270,0.65675,0.76510
2016,Lower Saxony,5th Quintile,No,0.27469,67,270,0.22135,0.32803
2016,North Rhine-Westphalia,1st Quintile,Yes,0.33619,293,674,0.30050,0.37188
2016,North Rhine-Westphalia,1st Quintile,No,0.62316,381,674,0.58654,0.65977
2016,North Rhine-Westphalia,2nd Quintile,Yes,0.51949,330,571,0.47847,0.56050
2016,North Rhine-Westphalia,2nd Quintile,No,0.47744,241,571,0.43644,0.51845
2016,North Rhine-Westphalia,3rd Quintile,Yes,0.61447,327,520,0.57259,0.65634
2016,North Rhine-Westphalia,3rd Quintile,No,0.37594,193,520,0.33427,0.41761
2016,North Rhine-Westphalia,4th Quintile,Yes,0.67479,369,541,0.63528,0.71430
2016,North Rhine-Westphalia,4th Quintile,No,0.31702,172,541,0.27777,0.35627
2016,North Rhine-Westphalia,5th Quintile,Yes,0.73541,428,581,0.69951,0.77131
2016,North Rhine-Westphalia,5th Quintile,No,0.26330,153,581,0.22745,0.29914
2016,Hesse,1st Quintile,Yes,0.42735,66,190,0.35682,0.49788
2016,Hesse,1st Quintile,No,0.54133,124,190,0.47029,0.61237
2016,Hesse,2nd Quintile,Yes,0.45291,87,186,0.38118,0.52464
2016,Hesse,2nd Quintile,No,0.54637,99,186,0.47463,0.61811
2016,Hesse,3rd Quintile,Yes,0.55638,98,166,0.48057,0.63218
2016,Hesse,3rd Quintile,No,0.44362,68,166,0.36782,0.51943
2016,Hesse,4th Quintile,Yes,0.65172,103,176,0.58113,0.72231
2016,Hesse,4th Quintile,No,0.34828,73,176,0.27769,0.41887
2016,Hesse,5th Quintile,Yes,0.63518,167,252,0.57562,0.69473
2016,Hesse,5th Quintile,No,0.35778,85,252,0.29847,0.41708
2016,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.27455,50,190,0.21092,0.33818
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.66523,140,190,0.59795,0.73251
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.38765,82,192,0.31855,0.45675
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.61235,110,192,0.54325,0.68145
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.55390,88,157,0.47589,0.63191
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.43874,69,157,0.36087,0.51661
2016,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.67237,97,150,0.59701,0.74774
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.32763,53,150,0.25226,0.40299
2016,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.67069,105,153,0.59598,0.74540
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.30853,48,153,0.23510,0.38196
2016,Baden-Wuerttemberg,1st Quintile,Yes,0.37453,92,217,0.30998,0.43907
2016,Baden-Wuerttemberg,1st Quintile,No,0.53893,125,217,0.47245,0.60541
2016,Baden-Wuerttemberg,2nd Quintile,Yes,0.55537,169,293,0.49837,0.61236
2016,Baden-Wuerttemberg,2nd Quintile,No,0.42460,124,293,0.36790,0.48129
2016,Baden-Wuerttemberg,3rd Quintile,Yes,0.64197,215,329,0.59008,0.69385
2016,Baden-Wuerttemberg,3rd Quintile,No,0.35719,114,329,0.30533,0.40904
2016,Baden-Wuerttemberg,4th Quintile,Yes,0.71446,259,354,0.66734,0.76157
2016,Baden-Wuerttemberg,4th Quintile,No,0.27227,95,354,0.22583,0.31870
2016,Baden-Wuerttemberg,5th Quintile,Yes,0.74493,313,412,0.70279,0.78708
2016,Baden-Wuerttemberg,5th Quintile,No,0.25347,99,412,0.21142,0.29553
2016,Bavaria,1st Quintile,Yes,0.34124,131,359,0.29213,0.39036
2016,Bavaria,1st Quintile,No,0.60984,228,359,0.55932,0.66037
2016,Bavaria,2nd Quintile,Yes,0.41308,230,489,0.36940,0.45677
2016,Bavaria,2nd Quintile,No,0.57193,259,489,0.52803,0.61583
2016,Bavaria,3rd Quintile,Yes,0.55527,259,444,0.50899,0.60154
2016,Bavaria,3rd Quintile,No,0.43081,185,444,0.38469,0.47692
2016,Bavaria,4th Quintile,Yes,0.57876,301,464,0.53379,0.62374
2016,Bavaria,4th Quintile,No,0.41928,163,464,0.37433,0.46422
2016,Bavaria,5th Quintile,Yes,0.64423,343,519,0.60300,0.68546
2016,Bavaria,5th Quintile,No,0.34858,176,519,0.30754,0.38962
2016,Berlin,1st Quintile,Yes,0.50691,75,149,0.42636,0.58746
2016,Berlin,1st Quintile,No,0.46150,74,149,0.38118,0.54181
2016,Berlin,2nd Quintile,Yes,0.59773,67,113,0.50691,0.68854
2016,Berlin,2nd Quintile,No,0.40227,46,113,0.31146,0.49309
2016,Berlin,3rd Quintile,Yes,0.62751,68,115,0.53876,0.71626
2016,Berlin,3rd Quintile,No,0.37014,47,115,0.28150,0.45878
2016,Berlin,4th Quintile,Yes,0.60890,72,121,0.52159,0.69622
2016,Berlin,4th Quintile,No,0.38377,49,121,0.29676,0.47078
2016,Berlin,5th Quintile,Yes,0.64671,67,106,0.55528,0.73813
2016,Berlin,5th Quintile,No,0.35329,39,106,0.26187,0.44472
2016,Brandenburg,1st Quintile,Yes,0.46495,77,135,0.38050,0.54940
2016,Brandenburg,1st Quintile,No,0.51717,58,135,0.43256,0.60178
2016,Brandenburg,2nd Quintile,Yes,0.59688,92,148,0.51758,0.67617
2016,Brandenburg,2nd Quintile,No,0.40312,56,148,0.32383,0.48242
2016,Brandenburg,3rd Quintile,Yes,0.72083,95,129,0.64312,0.79854
2016,Brandenburg,3rd Quintile,No,0.22916,34,129,0.15634,0.30197
2016,Brandenburg,4th Quintile,Yes,0.79703,61,61,0.69526,0.89880
2016,Brandenburg,5th Quintile,Yes,0.79030,59,59,0.68553,0.89507
2016,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.71040,73,73,0.60563,0.81517
2016,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.80113,71,71,0.70762,0.89464
2016,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.90874,57,57,0.83332,0.98417
2016,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.82275,33,33,0.69044,0.95507
2016,Saxony,1st Quintile,Yes,0.46238,107,212,0.39511,0.52966
2016,Saxony,1st Quintile,No,0.50733,105,212,0.43987,0.57479
2016,Saxony,2nd Quintile,Yes,0.55746,148,233,0.49355,0.62137
2016,Saxony,2nd Quintile,No,0.44254,85,233,0.37863,0.50645
2016,Saxony,3rd Quintile,Yes,0.62368,136,203,0.55687,0.69049
2016,Saxony,3rd Quintile,No,0.34836,67,203,0.28266,0.41407
2016,Saxony,4th Quintile,Yes,0.70488,98,98,0.61411,0.79564
2016,Saxony,5th Quintile,Yes,0.70316,59,59,0.58559,0.82074
2016,Saxony-Anhalt,1st Quintile,Yes,0.58964,88,160,0.51318,0.66610
2016,Saxony-Anhalt,1st Quintile,No,0.38561,72,160,0.30996,0.46127
2016,Saxony-Anhalt,2nd Quintile,Yes,0.60945,82,134,0.52653,0.69236
2016,Saxony-Anhalt,2nd Quintile,No,0.39055,52,134,0.30764,0.47347
2016,Saxony-Anhalt,3rd Quintile,Yes,0.84118,77,77,0.75901,0.92336
2016,Saxony-Anhalt,4th Quintile,Yes,0.69284,49,49,0.56234,0.82335
2016,Saxony-Anhalt,5th Quintile,Yes,0.76569,37,37,0.62732,0.90405
2016,Thuringa,1st Quintile,Yes,0.58368,84,141,0.50203,0.66534
2016,Thuringa,1st Quintile,No,0.39430,57,141,0.31335,0.47525
2016,Thuringa,2nd Quintile,Yes,0.60095,86,145,0.52096,0.68093
2016,Thuringa,2nd Quintile,No,0.39855,59,145,0.31858,0.47852
2016,Thuringa,3rd Quintile,Yes,0.69695,75,112,0.61145,0.78245
2016,Thuringa,3rd Quintile,No,0.30305,37,112,0.21755,0.38855
2016,Thuringa,4th Quintile,Yes,0.79853,70,70,0.70389,0.89317
2016,Thuringa,5th Quintile,Yes,0.82735,41,41,0.71022,0.94448
2017,Schleswig-Holstein,1st Quintile,Yes,0.42907,60,129,0.34332,0.51481
2017,Schleswig-Holstein,1st Quintile,No,0.48307,69,129,0.39650,0.56964
2017,Schleswig-Holstein,2nd Quintile,Yes,0.55698,76,118,0.46697,0.64699
2017,Schleswig-Holstein,2nd Quintile,No,0.43974,42,118,0.34980,0.52968
2017,Schleswig-Holstein,3rd Quintile,Yes,0.64682,69,110,0.55709,0.73655
2017,Schleswig-Holstein,3rd Quintile,No,0.35318,41,110,0.26345,0.44291
2017,Schleswig-Holstein,4th Quintile,Yes,0.62090,66,110,0.52981,0.71198
2017,Schleswig-Holstein,4th Quintile,No,0.37910,44,110,0.28802,0.47019
2017,Schleswig-Holstein,5th Quintile,Yes,0.69942,74,74,0.59424,0.80460
2017,Hamburg,1st Quintile,No,0.69463,31,31,0.52982,0.85944
2017,Hamburg,2nd Quintile,No,0.59403,32,32,0.42115,0.76690
2017,Hamburg,3rd Quintile,Yes,0.69559,32,32,0.53361,0.85758
2017,Hamburg,4th Quintile,Yes,0.53707,32,32,0.36155,0.71260
2017,Hamburg,5th Quintile,Yes,0.51869,49,49,0.37734,0.66004
2017,Lower Saxony,1st Quintile,Yes,0.52160,168,328,0.46746,0.57574
2017,Lower Saxony,1st Quintile,No,0.41198,160,328,0.35863,0.46533
2017,Lower Saxony,2nd Quintile,Yes,0.54449,182,297,0.48775,0.60122
2017,Lower Saxony,2nd Quintile,No,0.45459,115,297,0.39786,0.51131
2017,Lower Saxony,3rd Quintile,Yes,0.68970,226,302,0.63743,0.74196
2017,Lower Saxony,3rd Quintile,No,0.29644,76,302,0.24485,0.34803
2017,Lower Saxony,4th Quintile,Yes,0.66931,227,307,0.61659,0.72202
2017,Lower Saxony,4th Quintile,No,0.33016,80,307,0.27746,0.38285
2017,Lower Saxony,5th Quintile,Yes,0.66604,218,299,0.61249,0.71959
2017,Lower Saxony,5th Quintile,No,0.33396,81,299,0.28041,0.38751
2017,North Rhine-Westphalia,1st Quintile,Yes,0.43532,336,679,0.39800,0.47264
2017,North Rhine-Westphalia,1st Quintile,No,0.50461,343,679,0.46698,0.54225
2017,North Rhine-Westphalia,2nd Quintile,Yes,0.58853,367,595,0.54895,0.62810
2017,North Rhine-Westphalia,2nd Quintile,No,0.40648,228,595,0.36698,0.44598
2017,North Rhine-Westphalia,3rd Quintile,Yes,0.68025,414,599,0.64287,0.71763
2017,North Rhine-Westphalia,3rd Quintile,No,0.31887,185,599,0.28152,0.35623
2017,North Rhine-Westphalia,4th Quintile,Yes,0.71007,457,625,0.67446,0.74567
2017,North Rhine-Westphalia,4th Quintile,No,0.28741,168,625,0.25190,0.32292
2017,North Rhine-Westphalia,5th Quintile,Yes,0.77618,515,667,0.74452,0.80783
2017,North Rhine-Westphalia,5th Quintile,No,0.22382,152,667,0.19217,0.25548
2017,Hesse,1st Quintile,Yes,0.38776,87,202,0.32040,0.45512
2017,Hesse,1st Quintile,No,0.54899,115,202,0.48020,0.61778
2017,Hesse,2nd Quintile,Yes,0.56080,89,164,0.48461,0.63699
2017,Hesse,2nd Quintile,No,0.42537,75,164,0.34947,0.50127
2017,Hesse,3rd Quintile,Yes,0.50890,111,203,0.43996,0.57785
2017,Hesse,3rd Quintile,No,0.48181,92,203,0.41290,0.55072
2017,Hesse,4th Quintile,Yes,0.54600,120,215,0.47930,0.61271
2017,Hesse,4th Quintile,No,0.44525,95,215,0.37866,0.51184
2017,Hesse,5th Quintile,Yes,0.64736,180,260,0.58917,0.70555
2017,Hesse,5th Quintile,No,0.35264,80,260,0.29445,0.41083
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.37885,61,172,0.30614,0.45156
2017,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.54687,111,172,0.47226,0.62148
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.46719,97,201,0.39805,0.53634
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.52508,104,201,0.45587,0.59429
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.59108,105,170,0.51695,0.66520
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.39286,65,170,0.31923,0.46650
2017,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.64755,107,168,0.57509,0.72000
2017,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.35245,61,168,0.28000,0.42491
2017,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.64390,110,161,0.56971,0.71810
2017,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.34010,51,161,0.26670,0.41351
2017,Baden-Wuerttemberg,1st Quintile,Yes,0.39097,97,211,0.32497,0.45697
2017,Baden-Wuerttemberg,1st Quintile,No,0.55004,114,211,0.48275,0.61733
2017,Baden-Wuerttemberg,2nd Quintile,Yes,0.54977,168,289,0.49231,0.60723
2017,Baden-Wuerttemberg,2nd Quintile,No,0.44387,121,289,0.38648,0.50125
2017,Baden-Wuerttemberg,3rd Quintile,Yes,0.58799,219,336,0.53528,0.64070
2017,Baden-Wuerttemberg,3rd Quintile,No,0.40690,117,336,0.35429,0.45951
2017,Baden-Wuerttemberg,4th Quintile,Yes,0.61669,276,411,0.56963,0.66375
2017,Baden-Wuerttemberg,4th Quintile,No,0.37695,135,411,0.33004,0.42387
2017,Baden-Wuerttemberg,5th Quintile,Yes,0.71764,335,463,0.67659,0.75869
2017,Baden-Wuerttemberg,5th Quintile,No,0.27716,128,463,0.23635,0.31798
2017,Bavaria,1st Quintile,Yes,0.38767,159,375,0.33829,0.43704
2017,Bavaria,1st Quintile,No,0.57377,216,375,0.52365,0.62389
2017,Bavaria,2nd Quintile,Yes,0.46416,245,498,0.42031,0.50800
2017,Bavaria,2nd Quintile,No,0.52013,253,498,0.47620,0.56405
2017,Bavaria,3rd Quintile,Yes,0.59118,313,505,0.54826,0.63410
2017,Bavaria,3rd Quintile,No,0.39709,192,505,0.35437,0.43980
2017,Bavaria,4th Quintile,Yes,0.63479,341,521,0.59341,0.67618
2017,Bavaria,4th Quintile,No,0.35917,180,521,0.31794,0.40041
2017,Bavaria,5th Quintile,Yes,0.68841,419,579,0.65065,0.72617
2017,Bavaria,5th Quintile,No,0.29989,160,579,0.26254,0.33725
2017,Berlin,1st Quintile,Yes,0.52729,89,169,0.45179,0.60278
2017,Berlin,1st Quintile,No,0.45531,80,169,0.38000,0.53061
2017,Berlin,2nd Quintile,Yes,0.55659,74,137,0.47309,0.64008
2017,Berlin,2nd Quintile,No,0.37814,63,137,0.29664,0.45964
2017,Berlin,3rd Quintile,Yes,0.67903,76,113,0.59257,0.76550
2017,Berlin,3rd Quintile,No,0.32080,37,113,0.23435,0.40725
2017,Berlin,4th Quintile,Yes,0.56689,75,114,0.47553,0.65825
2017,Berlin,4th Quintile,No,0.42797,39,114,0.33674,0.51920
2017,Berlin,5th Quintile,Yes,0.77176,85,119,0.69603,0.84749
2017,Berlin,5th Quintile,No,0.22824,34,119,0.15251,0.30397
2017,Brandenburg,1st Quintile,Yes,0.52335,90,152,0.44369,0.60302
2017,Brandenburg,1st Quintile,No,0.45016,62,152,0.37081,0.52951
2017,Brandenburg,2nd Quintile,Yes,0.63788,100,158,0.56270,0.71306
2017,Brandenburg,2nd Quintile,No,0.35939,58,158,0.28433,0.43445
2017,Brandenburg,3rd Quintile,Yes,0.67893,94,144,0.60241,0.75546
2017,Brandenburg,3rd Quintile,No,0.32083,50,144,0.24432,0.39734
2017,Brandenburg,4th Quintile,Yes,0.79951,66,66,0.70218,0.89685
2017,Brandenburg,5th Quintile,Yes,0.74821,60,60,0.63746,0.85897
2017,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.71163,86,86,0.61532,0.80793
2017,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.82360,75,75,0.73676,0.91045
2017,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.80093,63,63,0.70153,0.90032
2017,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.77485,35,35,0.63446,0.91525
