year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,2256,2.34727,2.26545,2.42910,1.00000,2.00000,3.00000,1.0,6.00000,2.0,2.00000,2.00000
1984,female,5341,4.41403,4.33484,4.49322,2.00000,4.00000,6.00000,1.0,12.00000,4.0,4.00000,4.00000
1985,male,5413,0.73911,0.70773,0.77048,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1985,female,5611,2.81581,2.76032,2.87130,1.00000,3.00000,4.00000,0.0,8.50000,3.0,2.00000,3.00000
1986,male,5231,0.76626,0.73481,0.79772,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1986,female,5352,2.77277,2.71740,2.82814,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1987,male,5172,0.83243,0.79929,0.86557,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1987,female,5280,2.76380,2.71034,2.81726,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1988,male,4913,0.84910,0.81671,0.88148,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1988,female,5001,2.76325,2.70914,2.81736,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1989,male,4741,0.90264,0.86824,0.93704,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1989,female,4860,2.77557,2.72018,2.83095,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1990,male,6769,0.38638,0.36533,0.40742,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,female,7116,1.68274,1.63659,1.72889,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1991,male,,,,,,,,,,,,
1991,female,,,,,,,,,,,,
1992,male,6462,0.74758,0.72114,0.77403,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1992,female,6834,2.35675,2.31460,2.39891,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1993,male,6364,0.60022,0.57594,0.62451,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1993,female,6718,2.04483,2.00453,2.08513,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1994,male,,,,,,,,,,,,
1994,female,,,,,,,,,,,,
1995,male,6409,0.63925,0.61496,0.66354,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1995,female,6869,1.97007,1.93093,2.00920,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1996,male,,,,,,,,,,,,
1996,female,,,,,,,,,,,,
1997,male,6205,0.68075,0.65603,0.70547,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1997,female,6615,1.92516,1.88497,1.96535,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1998,male,,,,,,,,,,,,
1998,female,,,,,,,,,,,,
1999,male,6608,0.66574,0.64225,0.68923,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1999,female,7058,1.83348,1.79675,1.87021,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2000,male,,,,,,,,,,,,
2000,female,,,,,,,,,,,,
2001,male,10524,0.66973,0.65106,0.68839,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2001,female,11396,1.82536,1.79724,1.85347,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2002,male,,,,,,,,,,,,
2002,female,,,,,,,,,,,,
2003,male,10676,0.67626,0.65841,0.69410,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2003,female,11488,1.68214,1.65607,1.70821,1.00000,2.00000,2.00000,0.0,3.50000,2.0,1.00000,2.00000
2004,male,,,,,,,,,,,,
2004,female,,,,,,,,,,,,
2005,male,9899,0.70973,0.69103,0.72843,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2005,female,10797,1.64456,1.61773,1.67138,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,2.00000
2006,male,,,,,,,,,,,,
2006,female,,,,,,,,,,,,
2007,male,9773,0.71596,0.69755,0.73436,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2007,female,10731,1.62548,1.59885,1.65211,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,2.00000
2008,male,,,,,,,,,,,,
2008,female,,,,,,,,,,,,
2009,male,8595,0.71655,0.69684,0.73627,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2009,female,9417,1.57357,1.54456,1.60258,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2010,male,,,,,,,,,,,,
2010,female,,,,,,,,,,,,
2011,male,12849,0.67448,0.65836,0.69059,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2011,female,15519,1.45250,1.43081,1.47419,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2012,male,2900,0.80171,0.76746,0.83596,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2012,female,4243,1.78951,1.74285,1.83618,1.00000,2.00000,2.00000,0.0,3.50000,2.0,1.00000,2.00000
2013,male,11622,0.71848,0.70180,0.73517,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2013,female,14056,1.41557,1.39404,1.43710,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2014,male,,,,,,,,,,,,
2014,female,,,,,,,,,,,,
2015,male,11459,0.72109,0.70455,0.73763,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2015,female,13577,1.41765,1.39587,1.43942,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2016,male,,,,,,,,,,,,
2016,female,,,,,,,,,,,,
2017,male,12210,0.78397,0.76736,0.80059,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2017,female,14209,1.46398,1.44248,1.48548,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
2018,male,,,,,,,,,,,,
2018,female,,,,,,,,,,,,
2019,male,12278,0.78858,0.77233,0.80482,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2019,female,13438,1.37882,1.35787,1.39978,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2020,male,,,,,,,,,,,,
2020,female,,,,,,,,,,,,
2021,male,9156,0.78620,0.76815,0.80424,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2021,female,9787,1.34785,1.32322,1.37247,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2022,male,,,,,,,,,,,,
2022,female,,,,,,,,,,,,
