year,migback,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,male,1572,2.30316,2.20999,2.39632,1.00000,2.00000,3.00000,1.0,6.00000,2.0,2.00000,2.00000
1984,No migration background,female,3882,4.32399,4.23285,4.41512,2.00000,4.00000,6.00000,1.0,12.00000,4.0,4.00000,4.00000
1984,Direct migration background,male,665,2.68337,2.48884,2.87790,1.00000,2.00000,3.00000,1.0,6.00000,2.0,2.00000,2.00000
1984,Direct migration background,female,1406,5.33938,5.16704,5.51173,3.00000,5.00000,7.00000,1.0,13.00000,5.0,4.00000,5.00000
1984,Indirect migration background,male,,,,,,,,,,,,
1984,Indirect migration background,female,53,3.61667,2.68532,4.54803,1.00000,2.00000,6.00000,1.0,13.50000,2.0,1.00000,5.02500
1985,No migration background,male,3812,0.73205,0.69501,0.76910,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1985,No migration background,female,4166,2.76290,2.69972,2.82609,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1985,Direct migration background,male,1538,0.81170,0.74810,0.87530,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1985,Direct migration background,female,1367,3.40946,3.28159,3.53733,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
1985,Indirect migration background,male,63,0.48198,0.21431,0.74965,0.00000,0.00000,0.33954,0.0,0.84886,0.0,0.00000,0.00000
1985,Indirect migration background,female,78,2.18173,1.67259,2.69087,1.00000,1.00000,3.00000,0.0,6.00000,1.0,1.00000,2.00000
1986,No migration background,male,3647,0.75495,0.71844,0.79147,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1986,No migration background,female,3958,2.72676,2.66338,2.79014,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1986,Direct migration background,male,1514,0.85137,0.77965,0.92309,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1986,Direct migration background,female,1311,3.28643,3.16239,3.41048,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
1986,Indirect migration background,male,70,0.95495,0.72438,1.18552,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,2.00000
1986,Indirect migration background,female,83,1.89932,1.45095,2.34770,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
1987,No migration background,male,3592,0.82801,0.78851,0.86750,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1987,No migration background,female,3874,2.69824,2.63765,2.75883,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1987,Direct migration background,male,1500,0.86637,0.80117,0.93157,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1987,Direct migration background,female,1313,3.41451,3.28901,3.54002,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
1987,Indirect migration background,male,80,0.85033,0.62589,1.07478,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1987,Indirect migration background,female,93,2.26365,1.73916,2.78815,1.00000,1.64277,2.00000,0.0,3.50000,1.0,1.00000,2.00000
1988,No migration background,male,3409,0.85479,0.81587,0.89371,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1988,No migration background,female,3638,2.70440,2.64194,2.76685,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1988,Direct migration background,male,1402,0.79155,0.73194,0.85116,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1988,Direct migration background,female,1249,3.38354,3.26566,3.50141,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1988,Indirect migration background,male,102,1.03154,0.78282,1.28026,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
1988,Indirect migration background,female,114,2.03574,1.69338,2.37811,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,3.00000
1989,No migration background,male,3279,0.90693,0.86597,0.94788,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1989,No migration background,female,3495,2.71394,2.64944,2.77843,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1989,Direct migration background,male,1342,0.89117,0.82086,0.96147,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1989,Direct migration background,female,1231,3.37115,3.25497,3.48732,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1989,Indirect migration background,male,120,0.60630,0.44648,0.76612,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1989,Indirect migration background,female,134,2.09061,1.76585,2.41538,1.00000,2.00000,3.47232,0.0,7.18079,2.0,1.00000,2.00000
1990,No migration background,male,5230,0.40221,0.37795,0.42647,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,No migration background,female,5687,1.67843,1.62727,1.72960,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1990,Direct migration background,male,1395,0.26016,0.21916,0.30116,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Direct migration background,female,1278,1.78788,1.66876,1.90699,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
1990,Indirect migration background,male,144,0.28698,0.17028,0.40368,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Indirect migration background,female,151,0.92827,0.69412,1.16241,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1991,No migration background,male,,,,,,,,,,,,
1991,No migration background,female,,,,,,,,,,,,
1991,Direct migration background,male,,,,,,,,,,,,
1991,Direct migration background,female,,,,,,,,,,,,
1991,Indirect migration background,male,,,,,,,,,,,,
1991,Indirect migration background,female,,,,,,,,,,,,
1992,No migration background,male,4934,0.75628,0.72602,0.78654,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1992,No migration background,female,5414,2.31834,2.27176,2.36493,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1992,Direct migration background,male,1323,0.70037,0.64177,0.75896,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1992,Direct migration background,female,1221,2.74335,2.63261,2.85410,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1992,Indirect migration background,male,205,0.58536,0.43897,0.73174,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1992,Indirect migration background,female,199,1.85345,1.61928,2.08762,0.60769,2.00000,3.00000,0.0,6.58847,2.0,1.00000,2.00000
1993,No migration background,male,4842,0.61417,0.58604,0.64229,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1993,No migration background,female,5304,2.02390,1.97924,2.06856,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1993,Direct migration background,male,1286,0.52272,0.47248,0.57297,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1993,Direct migration background,female,1185,2.28680,2.18189,2.39172,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1993,Indirect migration background,male,236,0.46162,0.34191,0.58133,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1993,Indirect migration background,female,229,1.57310,1.34074,1.80546,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1994,No migration background,male,,,,,,,,,,,,
1994,No migration background,female,,,,,,,,,,,,
1994,Direct migration background,male,,,,,,,,,,,,
1994,Direct migration background,female,,,,,,,,,,,,
1994,Indirect migration background,male,,,,,,,,,,,,
1994,Indirect migration background,female,,,,,,,,,,,,
1995,No migration background,male,4750,0.65442,0.62648,0.68235,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1995,No migration background,female,5247,1.95517,1.91107,1.99927,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1995,Direct migration background,male,1409,0.58916,0.53376,0.64457,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1995,Direct migration background,female,1371,2.15008,2.05456,2.24559,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1995,Indirect migration background,male,250,0.35741,0.25891,0.45591,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1995,Indirect migration background,female,251,1.29199,1.11231,1.47168,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1996,No migration background,male,,,,,,,,,,,,
1996,No migration background,female,,,,,,,,,,,,
1996,Direct migration background,male,,,,,,,,,,,,
1996,Direct migration background,female,,,,,,,,,,,,
1996,Indirect migration background,male,,,,,,,,,,,,
1996,Indirect migration background,female,,,,,,,,,,,,
1997,No migration background,male,4668,0.70354,0.67480,0.73228,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1997,No migration background,female,5119,1.89795,1.85325,1.94265,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1997,Direct migration background,male,1249,0.58899,0.53519,0.64278,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1997,Direct migration background,female,1218,2.16818,2.06638,2.26998,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1997,Indirect migration background,male,288,0.43732,0.35083,0.52381,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1997,Indirect migration background,female,278,1.50383,1.27522,1.73245,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1998,No migration background,male,,,,,,,,,,,,
1998,No migration background,female,,,,,,,,,,,,
1998,Direct migration background,male,,,,,,,,,,,,
1998,Direct migration background,female,,,,,,,,,,,,
1998,Indirect migration background,male,,,,,,,,,,,,
1998,Indirect migration background,female,,,,,,,,,,,,
1999,No migration background,male,5195,0.68852,0.66155,0.71549,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1999,No migration background,female,5665,1.80851,1.76815,1.84887,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1999,Direct migration background,male,1108,0.58951,0.53654,0.64248,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1999,Direct migration background,female,1094,2.12271,2.02067,2.22475,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1999,Indirect migration background,male,305,0.37840,0.29808,0.45871,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1999,Indirect migration background,female,299,1.25084,1.09547,1.40621,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2000,No migration background,male,,,,,,,,,,,,
2000,No migration background,female,,,,,,,,,,,,
2000,Direct migration background,male,,,,,,,,,,,,
2000,Direct migration background,female,,,,,,,,,,,,
2000,Indirect migration background,male,,,,,,,,,,,,
2000,Indirect migration background,female,,,,,,,,,,,,
2001,No migration background,male,8724,0.68491,0.66434,0.70549,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2001,No migration background,female,9517,1.78151,1.75167,1.81135,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2001,Direct migration background,male,1429,0.60173,0.55114,0.65231,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2001,Direct migration background,female,1486,2.19362,2.10414,2.28310,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2001,Indirect migration background,male,371,0.52258,0.43642,0.60875,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2001,Indirect migration background,female,393,1.50289,1.34687,1.65891,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2002,No migration background,male,,,,,,,,,,,,
2002,No migration background,female,,,,,,,,,,,,
2002,Direct migration background,male,,,,,,,,,,,,
2002,Direct migration background,female,,,,,,,,,,,,
2002,Indirect migration background,male,,,,,,,,,,,,
2002,Indirect migration background,female,,,,,,,,,,,,
2003,No migration background,male,9046,0.68700,0.66784,0.70616,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2003,No migration background,female,9722,1.64638,1.61931,1.67345,1.00000,2.00000,2.00000,0.0,3.50000,2.0,1.00000,2.00000
2003,Direct migration background,male,1264,0.61371,0.56382,0.66360,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2003,Direct migration background,female,1355,1.98071,1.89070,2.07073,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2003,Indirect migration background,male,366,0.64443,0.50922,0.77964,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2003,Indirect migration background,female,411,1.40813,1.24073,1.57553,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2004,No migration background,male,,,,,,,,,,,,
2004,No migration background,female,,,,,,,,,,,,
2004,Direct migration background,male,,,,,,,,,,,,
2004,Direct migration background,female,,,,,,,,,,,,
2004,Indirect migration background,male,,,,,,,,,,,,
2004,Indirect migration background,female,,,,,,,,,,,,
2005,No migration background,male,8383,0.71220,0.69252,0.73189,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2005,No migration background,female,9120,1.61375,1.58485,1.64265,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
2005,Direct migration background,male,1116,0.68320,0.62070,0.74570,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2005,Direct migration background,female,1251,1.88836,1.80621,1.97050,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2005,Indirect migration background,male,400,0.74393,0.63148,0.85638,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2005,Indirect migration background,female,426,1.46157,1.32571,1.59743,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,2.00000
2006,No migration background,male,,,,,,,,,,,,
2006,No migration background,female,,,,,,,,,,,,
2006,Direct migration background,male,,,,,,,,,,,,
2006,Direct migration background,female,,,,,,,,,,,,
2006,Indirect migration background,male,,,,,,,,,,,,
2006,Indirect migration background,female,,,,,,,,,,,,
2007,No migration background,male,8428,0.73350,0.71357,0.75344,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2007,No migration background,female,9177,1.58913,1.56109,1.61717,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
2007,Direct migration background,male,979,0.58526,0.53168,0.63884,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2007,Direct migration background,female,1140,1.90883,1.81770,1.99997,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2007,Indirect migration background,male,366,0.75653,0.65431,0.85875,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2007,Indirect migration background,female,414,1.45272,1.30947,1.59598,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2008,No migration background,male,,,,,,,,,,,,
2008,No migration background,female,,,,,,,,,,,,
2008,Direct migration background,male,,,,,,,,,,,,
2008,Direct migration background,female,,,,,,,,,,,,
2008,Indirect migration background,male,,,,,,,,,,,,
2008,Indirect migration background,female,,,,,,,,,,,,
2009,No migration background,male,7495,0.73178,0.71062,0.75294,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2009,No migration background,female,8150,1.54556,1.51479,1.57634,0.89733,1.00000,2.00000,0.0,3.65400,1.0,1.00000,1.00000
2009,Direct migration background,male,760,0.64212,0.57712,0.70712,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2009,Direct migration background,female,898,1.80266,1.70258,1.90274,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
2009,Indirect migration background,male,340,0.63908,0.53934,0.73881,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2009,Indirect migration background,female,369,1.45619,1.30776,1.60462,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2010,No migration background,male,,,,,,,,,,,,
2010,No migration background,female,,,,,,,,,,,,
2010,Direct migration background,male,,,,,,,,,,,,
2010,Direct migration background,female,,,,,,,,,,,,
2010,Indirect migration background,male,,,,,,,,,,,,
2010,Indirect migration background,female,,,,,,,,,,,,
2011,No migration background,male,10826,0.68369,0.66607,0.70131,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2011,No migration background,female,12957,1.41506,1.39221,1.43791,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2011,Direct migration background,male,1465,0.64391,0.59712,0.69071,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2011,Direct migration background,female,1882,1.73853,1.66438,1.81268,1.00000,2.00000,2.00000,0.0,3.50000,2.0,1.00000,2.00000
2011,Indirect migration background,male,558,0.58832,0.51182,0.66482,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2011,Indirect migration background,female,680,1.22151,1.12467,1.31836,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2012,No migration background,male,2197,0.84558,0.80617,0.88500,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2012,No migration background,female,3330,1.69233,1.64240,1.74225,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,2.00000
2012,Direct migration background,male,523,0.68353,0.60413,0.76293,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2012,Direct migration background,female,671,2.10736,1.97788,2.23685,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2012,Indirect migration background,male,180,0.75731,0.61850,0.89611,0.00000,0.49969,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2012,Indirect migration background,female,242,1.81524,1.59589,2.03458,1.00000,1.00000,3.00000,0.0,6.00000,1.0,1.00000,2.00000
2013,No migration background,male,9872,0.71549,0.69740,0.73359,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2013,No migration background,female,11824,1.40182,1.37888,1.42475,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2013,Direct migration background,male,1232,0.73613,0.68381,0.78845,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2013,Direct migration background,female,1623,1.57652,1.49945,1.65359,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,2.00000
2013,Indirect migration background,male,518,0.75431,0.67826,0.83036,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2013,Indirect migration background,female,609,1.31391,1.22251,1.40530,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2014,No migration background,male,,,,,,,,,,,,
2014,No migration background,female,,,,,,,,,,,,
2014,Direct migration background,male,,,,,,,,,,,,
2014,Direct migration background,female,,,,,,,,,,,,
2014,Indirect migration background,male,,,,,,,,,,,,
2014,Indirect migration background,female,,,,,,,,,,,,
2015,No migration background,male,8737,0.72699,0.70798,0.74600,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2015,No migration background,female,10284,1.38807,1.36388,1.41226,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2015,Direct migration background,male,2001,0.68611,0.64817,0.72406,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2015,Direct migration background,female,2470,1.65877,1.59859,1.71894,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,2.00000
2015,Indirect migration background,male,721,0.71633,0.64724,0.78543,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2015,Indirect migration background,female,823,1.23995,1.15620,1.32369,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2016,No migration background,male,,,,,,,,,,,,
2016,No migration background,female,,,,,,,,,,,,
2016,Direct migration background,male,,,,,,,,,,,,
2016,Direct migration background,female,,,,,,,,,,,,
2016,Indirect migration background,male,,,,,,,,,,,,
2016,Indirect migration background,female,,,,,,,,,,,,
2017,No migration background,male,9351,0.79779,0.77846,0.81713,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2017,No migration background,female,10731,1.41874,1.39497,1.44251,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
2017,Direct migration background,male,2105,0.74465,0.70779,0.78150,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2017,Direct migration background,female,2634,1.77852,1.72004,1.83701,1.00000,2.00000,2.00000,0.0,3.50000,2.0,1.00000,2.00000
2017,Indirect migration background,male,754,0.69099,0.62957,0.75241,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2017,Indirect migration background,female,844,1.22070,1.13891,1.30249,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2018,No migration background,male,,,,,,,,,,,,
2018,No migration background,female,,,,,,,,,,,,
2018,Direct migration background,male,,,,,,,,,,,,
2018,Direct migration background,female,,,,,,,,,,,,
2018,Indirect migration background,male,,,,,,,,,,,,
2018,Indirect migration background,female,,,,,,,,,,,,
2019,No migration background,male,9728,0.78301,0.76529,0.80073,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2019,No migration background,female,10385,1.34928,1.32597,1.37258,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2019,Direct migration background,male,1805,0.84398,0.79499,0.89297,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2019,Direct migration background,female,2225,1.59123,1.53471,1.64775,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,2.00000
2019,Indirect migration background,male,745,0.72728,0.66400,0.79055,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2019,Indirect migration background,female,828,1.20082,1.11883,1.28281,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2020,No migration background,male,,,,,,,,,,,,
2020,No migration background,female,,,,,,,,,,,,
2020,Direct migration background,male,,,,,,,,,,,,
2020,Direct migration background,female,,,,,,,,,,,,
2020,Indirect migration background,male,,,,,,,,,,,,
2020,Indirect migration background,female,,,,,,,,,,,,
2021,No migration background,male,6089,0.79138,0.76956,0.81321,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2021,No migration background,female,6830,1.32619,1.29803,1.35434,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2021,Direct migration background,male,2630,0.79981,0.76311,0.83651,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
