year,age_gr,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,male,,,,,,,,,,,,
1984,0-16 y.,female,,,,,,,,,,,,
1984,17-29 y.,male,541,2.19767,2.01331,2.38203,1.00000,1.00000,2.00000,1.0,3.50000,1.0,1.00000,2.00000
1984,17-29 y.,female,1266,4.31618,4.11477,4.51758,2.00000,3.00000,6.00000,1.0,12.00000,3.0,3.00000,3.00000
1984,30-45 y.,male,955,2.63707,2.49987,2.77428,1.00000,2.00000,3.80561,1.0,8.01403,2.0,2.00000,2.00000
1984,30-45 y.,female,1813,5.59859,5.44917,5.74801,3.00000,5.00000,8.00000,1.0,15.50000,5.0,5.00000,5.00000
1984,46-65 y.,male,555,2.11795,1.98488,2.25102,1.00000,2.00000,2.00000,1.0,3.50000,2.0,1.00000,2.00000
1984,46-65 y.,female,1610,4.29190,4.17666,4.40715,3.00000,4.00000,6.00000,1.0,10.50000,4.0,4.00000,4.00000
1984,66 and older,male,205,2.21024,1.98162,2.43885,1.00000,2.00000,3.00000,1.0,6.00000,2.0,2.00000,2.00000
1984,66 and older,female,652,3.19339,3.04351,3.34327,2.00000,3.00000,4.00000,1.0,7.00000,3.0,3.00000,3.00000
1985,0-16 y.,male,,,,,,,,,,,,
1985,0-16 y.,female,,,,,,,,,,,,
1985,17-29 y.,male,1611,0.58039,0.53089,0.62990,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1985,17-29 y.,female,1529,1.92327,1.82584,2.02070,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
1985,30-45 y.,male,1706,0.85437,0.79865,0.91010,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1985,30-45 y.,female,1767,3.53112,3.42823,3.63402,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
1985,46-65 y.,male,1653,0.70853,0.65071,0.76636,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
