year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,3.82607,3.76158,3.89056,2.00000,3.00000,5.00000,1.00000,9.50000,3.00000,3.00000,3.00000,7597.00000
1985,1.83865,1.80081,1.87648,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000,11024.00000
1986,1.82399,1.78640,1.86157,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000,10583.00000
1987,1.85021,1.81334,1.88708,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000,10452.00000
1988,1.85009,1.81302,1.88716,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000,9914.00000
1989,1.88106,1.84311,1.91902,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000,9601.00000
1990,1.06327,1.03519,1.09136,0.00000,0.00000,2.00000,0.00000,5.00000,0.00000,0.00000,0.00000,13885.00000
1991,,,,,,,,,,,,
1992,1.58460,1.55588,1.61332,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,13296.00000
1993,1.34821,1.32132,1.37510,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,13082.00000
1994,,,,,,,,,,,,
1995,1.32999,1.30399,1.35599,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,13278.00000
1996,,,,,,,,,,,,
1997,1.32537,1.29910,1.35164,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,12820.00000
1998,,,,,,,,,,,,
1999,1.26742,1.24326,1.29159,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,13666.00000
2000,,,,,,,,,,,,
2001,1.26499,1.24625,1.28373,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,21920.00000
2002,,,,,,,,,,,,
2003,1.19350,1.17620,1.21081,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,22164.00000
2004,,,,,,,,,,,,
2005,1.19047,1.17273,1.20822,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,20696.00000
2006,,,,,,,,,,,,
2007,1.18355,1.16600,1.20109,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,20504.00000
2008,,,,,,,,,,,,
2009,1.15624,1.13739,1.17509,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,18012.00000
2010,,,,,,,,,,,,
2011,1.07568,1.06118,1.09017,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,28368.00000
2012,1.35606,1.32344,1.38867,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,7143.00000
2013,1.07863,1.06413,1.09312,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,25678.00000
2014,,,,,,,,,,,,
2015,1.07809,1.06355,1.09263,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,25036.00000
2016,,,,,,,,,,,,
2017,1.13041,1.11606,1.14477,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,26419.00000
2018,,,,,,,,,,,,
2019,1.09032,1.07646,1.10417,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,25722.00000
2020,,,,,,,,,,,,
2021,1.07271,1.05681,1.08861,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000,18950.00000
2022,,,,,,,,,,,,
