year,migback,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,No migration background,Very concerned,0.30800,5809,16574,0.30098,0.31503
2008,No migration background,Somewhat concerned,0.41907,8370,16574,0.41155,0.42658
2008,No migration background,Not concerned at all,0.12251,2395,16574,0.11752,0.12750
2008,Direct migration background,Very concerned,0.37996,745,1891,0.35808,0.40184
2008,Direct migration background,Somewhat concerned,0.46386,901,1891,0.44138,0.48635
2008,Direct migration background,Not concerned at all,0.12658,245,1891,0.11159,0.14157
2008,Indirect migration background,Very concerned,0.16447,259,760,0.13809,0.19084
2008,Indirect migration background,Somewhat concerned,0.24348,379,760,0.21295,0.27402
2008,Indirect migration background,Not concerned at all,0.08210,122,760,0.06257,0.10163
2009,No migration background,Very concerned,0.29751,5238,15568,0.29033,0.30469
2009,No migration background,Somewhat concerned,0.43228,8074,15568,0.42450,0.44006
2009,No migration background,Not concerned at all,0.12044,2256,15568,0.11533,0.12555
2009,Direct migration background,Very concerned,0.38254,612,1653,0.35911,0.40598
2009,Direct migration background,Somewhat concerned,0.46515,810,1653,0.44110,0.48921
2009,Direct migration background,Not concerned at all,0.12584,231,1653,0.10985,0.14184
2009,Indirect migration background,Very concerned,0.15776,224,701,0.13075,0.18476
2009,Indirect migration background,Somewhat concerned,0.26873,361,701,0.23589,0.30157
2009,Indirect migration background,Not concerned at all,0.09744,116,701,0.07547,0.11941
2010,No migration background,Very concerned,0.28146,4921,14451,0.27412,0.28879
2010,No migration background,Somewhat concerned,0.38435,7328,14451,0.37642,0.39229
2010,No migration background,Not concerned at all,0.12214,2202,14451,0.11680,0.12748
2010,Direct migration background,Very concerned,0.28703,534,1457,0.26379,0.31026
2010,Direct migration background,Somewhat concerned,0.39218,728,1457,0.36710,0.41726
2010,Direct migration background,Not concerned at all,0.10946,195,1457,0.09342,0.12550
2010,Indirect migration background,Very concerned,0.11078,178,650,0.08663,0.13493
2010,Indirect migration background,Somewhat concerned,0.21641,365,650,0.18473,0.24809
2010,Indirect migration background,Not concerned at all,0.06897,107,650,0.04947,0.08847
2011,No migration background,Very concerned,0.26943,5941,17704,0.26289,0.27597
2011,No migration background,Somewhat concerned,0.38869,8938,17704,0.38151,0.39587
2011,No migration background,Not concerned at all,0.12299,2825,17704,0.11815,0.12783
2011,Direct migration background,Very concerned,0.29032,745,1977,0.27031,0.31034
2011,Direct migration background,Somewhat concerned,0.41144,957,1977,0.38974,0.43314
2011,Direct migration background,Not concerned at all,0.11111,275,1977,0.09725,0.12496
2011,Indirect migration background,Very concerned,0.11868,242,784,0.09603,0.14134
2011,Indirect migration background,Somewhat concerned,0.20712,409,784,0.17873,0.23550
2011,Indirect migration background,Not concerned at all,0.06874,133,784,0.05102,0.08646
2012,No migration background,Very concerned,0.24011,5401,17623,0.23380,0.24642
2012,No migration background,Somewhat concerned,0.40521,9095,17623,0.39796,0.41246
2012,No migration background,Not concerned at all,0.14375,3127,17623,0.13857,0.14893
2012,Direct migration background,Very concerned,0.30113,731,1969,0.28086,0.32140
2012,Direct migration background,Somewhat concerned,0.39639,906,1969,0.37477,0.41800
2012,Direct migration background,Not concerned at all,0.13324,332,1969,0.11823,0.14825
2012,Indirect migration background,Very concerned,0.08792,202,772,0.06793,0.10790
2012,Indirect migration background,Somewhat concerned,0.22002,405,772,0.19078,0.24927
2012,Indirect migration background,Not concerned at all,0.08766,165,772,0.06770,0.10763
2013,No migration background,Very concerned,0.24545,4998,16348,0.23885,0.25205
2013,No migration background,Somewhat concerned,0.39636,8316,16348,0.38886,0.40386
2013,No migration background,Not concerned at all,0.14389,3034,16348,0.13851,0.14927
2013,Direct migration background,Very concerned,0.16748,605,1710,0.14978,0.18518
2013,Direct migration background,Somewhat concerned,0.23399,782,1710,0.21392,0.25406
2013,Direct migration background,Not concerned at all,0.09757,323,1710,0.08350,0.11164
2013,Indirect migration background,Very concerned,0.05624,200,697,0.03912,0.07335
2013,Indirect migration background,Somewhat concerned,0.12230,341,697,0.09796,0.14664
2013,Indirect migration background,Not concerned at all,0.06266,156,697,0.04465,0.08066
2018,No migration background,Very concerned,0.35324,7556,19395,0.34652,0.35997
2018,No migration background,Somewhat concerned,0.39889,9269,19395,0.39200,0.40578
2018,No migration background,Not concerned at all,0.10908,2570,19395,0.10470,0.11347
2018,Direct migration background,Very concerned,0.39768,1982,4523,0.38341,0.41194
2018,Direct migration background,Somewhat concerned,0.38404,1910,4523,0.36987,0.39822
2018,Direct migration background,Not concerned at all,0.11464,631,4523,0.10535,0.12393
2018,Indirect migration background,Very concerned,0.16702,589,1627,0.14889,0.18515
2018,Indirect migration background,Somewhat concerned,0.25712,771,1627,0.23588,0.27837
2018,Indirect migration background,Not concerned at all,0.09213,267,1627,0.07808,0.10619
