year,bula_h,pgisced97,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,Lower Secondary Level,Seldom,0.005568342923157443,43,9084,0.005545770586415866,0.005590915259899021
1985,Schleswig-Holstein,Upper Secondary Level,At least once per month,0.0055448779645206215,45,9084,0.0055223529720755836,0.0055674029569656594
1985,Schleswig-Holstein,Upper Secondary Level,Seldom,0.015502082636335514,118,9084,0.01546460877132526,0.015539556501345768
1985,Hamburg,Upper Secondary Level,At least once per month,0.004324372692922228,35,9084,0.004304468408924912,0.004344276976919545
1985,Hamburg,Upper Secondary Level,Seldom,0.009495380887311793,70,9084,0.009465963065636865,0.009524798708986721
1985,Lower Saxony,Lower Secondary Level,At least once per month,0.008332340297506966,69,9084,0.008304766750424127,0.008359913844589804
1985,Lower Saxony,Lower Secondary Level,Seldom,0.018854203126075383,141,9084,0.01881294619419606,0.018895460057954706
1985,Lower Saxony,Lower Secondary Level,Never,0.010169752641738668,67,9084,0.01013931846077391,0.010200186822703426
1985,Lower Saxony,Upper Secondary Level,At least once per week,0.004877303999054024,42,9084,0.004856171332918349,0.004898436665189698
1985,Lower Saxony,Upper Secondary Level,At least once per month,0.017986372348089107,137,9084,0.017946058281339897,0.018026686414838317
1985,Lower Saxony,Upper Secondary Level,Seldom,0.035085035517177864,278,9084,0.03502922300840961,0.035140848025946116
1985,Lower Saxony,Upper Secondary Level,Never,0.01083988299357548,76,9084,0.010808472724327656,0.010871293262823302
1985,Lower Saxony,First Stage of Tertiary Education,Seldom,0.004985320844076145,38,9084,0.004963956608205975,0.005006685079946315
1985,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.005798321888873625,45,9084,0.005775290800072569,0.005821352977674682
1985,Bremen,Upper Secondary Level,Seldom,0.003838281082068171,32,9084,0.0038195242549614408,0.0038570379091749014
1985,North Rhine-Westphalia,Pre-primary Level,Seldom,0.004275495486115197,36,9084,0.004255703522357357,0.004295287449873038
1985,North Rhine-Westphalia,Primary Level,At least once per week,0.0016687615019048484,46,9084,0.0016563803648894705,0.0016811426389202262
1985,North Rhine-Westphalia,Primary Level,At least once per month,0.0018565235658638032,72,9084,0.0018434656825666923,0.0018695814491609141
1985,North Rhine-Westphalia,Primary Level,Seldom,0.0037881107121380455,94,9084,0.0037694764047506947,0.0038067450195253963
1985,North Rhine-Westphalia,Primary Level,Never,0.0015574280371817666,39,9084,0.0015454663730765296,0.0015693897012870035
1985,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.00788020745205932,85,9084,0.007853386329812794,0.007907028574305848
