year,pgisced97,pli0095_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Pre-primary Level,Seldom,0.5591397849462365,14443,0.5510425261987458,0.5672370436937272
1985,Pre-primary Level,At least once per month,0.24731182795698925,14443,0.24027531721185508,0.2543483387021234
1985,Pre-primary Level,Never,0.12903225806451613,14443,0.12356489959339338,0.13449961653563888
1985,Pre-primary Level,At least once per week,0.06451612903225806,14443,0.06050949506377212,0.068522763000744
1985,Primary Level,Seldom,0.35351089588377727,14443,0.34571422193627377,0.36130756983128076
1985,Primary Level,At least once per month,0.2687651331719128,14443,0.26153506695286466,0.27599519939096095
1985,Primary Level,Never,0.21670702179176757,14443,0.20998769173706996,0.22342635184646517
1985,Primary Level,At least once per week,0.16101694915254236,14443,0.15502263146233727,0.16701126684274745
1985,Lower Secondary Level,Seldom,0.41203703703703703,14443,0.40400971884096626,0.4200643552331078
1985,Lower Secondary Level,At least once per month,0.24603174603174602,14443,0.2390075039564246,0.2530559881070675
1985,Lower Secondary Level,Never,0.22123015873015872,14443,0.2144606976837067,0.22799961977661073
1985,Lower Secondary Level,At least once per week,0.1207010582010582,14443,0.11538791917758912,0.12601419722452728
1985,Upper Secondary Level,Seldom,0.46147844743514727,14443,0.45334818392485504,0.4696087109454395
1985,Upper Secondary Level,At least once per month,0.27033352837916913,14443,0.2630901776014123,0.27757687915692597
1985,Upper Secondary Level,Never,0.16013263116832455,14443,0.15415164718233354,0.16611361515431555
1985,Upper Secondary Level,At least once per week,0.10805539301735909,14443,0.1029922577367223,0.11311852829799587
1985,Post-secondary Non-tertiary Level,Seldom,0.3828996282527881,14443,0.37497191848887934,0.3908273380166969
1985,Post-secondary Non-tertiary Level,At least once per month,0.31226765799256506,14443,0.3047097675366246,0.3198255484485055
1985,Post-secondary Non-tertiary Level,At least once per week,0.16728624535315986,14443,0.16119921662018138,0.17337327408613834
1985,Post-secondary Non-tertiary Level,Never,0.137546468401487,14443,0.13192926771553964,0.14316366908743433
1985,First Stage of Tertiary Education,Seldom,0.46742671009771986,14443,0.4592895320407924,0.4755638881546473
1985,First Stage of Tertiary Education,At least once per month,0.255700325732899,14443,0.24858545652598568,0.26281519493981237
1985,First Stage of Tertiary Education,Never,0.19055374592833876,14443,0.1841485839078093,0.19695890794886822
1985,First Stage of Tertiary Education,At least once per week,0.08631921824104234,14443,0.08173908238735077,0.09089935409473392
1985,Second Stage of Tertiary Education,Seldom,0.5282258064516129,14443,0.5200843095186268,0.5363673033845989
1985,Second Stage of Tertiary Education,At least once per month,0.2271505376344086,14443,0.22031721848552407,0.23398385678329311
1985,Second Stage of Tertiary Education,Never,0.1478494623655914,14443,0.14206057097281877,0.15363835375836404
1985,Second Stage of Tertiary Education,At least once per week,0.0967741935483871,14443,0.0919524366007094,0.10159595049606479
1986,Pre-primary Level,Seldom,0.5297297297297298,13742,0.5213846203185561,0.5380748391409034
1986,Pre-primary Level,At least once per month,0.23783783783783785,13742,0.2307192267710928,0.2449564489045829
1986,Pre-primary Level,Never,0.16216216216216217,13742,0.15599925185373578,0.16832507247058856
1986,Pre-primary Level,At least once per week,0.07027027027027027,13742,0.06599665649594526,0.07454388404459529
1986,Primary Level,Seldom,0.3669250645994832,13742,0.35886669191881565,0.37498343728015077
1986,Primary Level,Never,0.2661498708010336,13742,0.2587606623781363,0.2735390792239309
1986,Primary Level,At least once per month,0.24031007751937986,13742,0.23316617904867887,0.24745397599008084
1986,Primary Level,At least once per week,0.12661498708010335,13742,0.12105496489602827,0.13217500926417844
1986,Lower Secondary Level,Seldom,0.4445214979195562,13742,0.43621321816317776,0.45282977767593463
1986,Lower Secondary Level,Never,0.2486130374479889,13742,0.24138658953507308,0.25583948536090473
1986,Lower Secondary Level,At least once per month,0.2153259361997226,13742,0.2084532910595775,0.2221985813398677
1986,Lower Secondary Level,At least once per week,0.09153952843273232,13742,0.08671795869884152,0.09636109816662311
1986,Upper Secondary Level,Seldom,0.5079588958291356,13742,0.49960005458966456,0.5163177370686066
1986,Upper Secondary Level,At least once per month,0.24199073141245214,13742,0.23482982952616424,0.24915163329874004
1986,Upper Secondary Level,Never,0.17287930687084424,13742,0.16655683291970003,0.17920178082198845
1986,Upper Secondary Level,At least once per week,0.077171065887568,13742,0.07270917495547136,0.08163295681966465
1986,Post-secondary Non-tertiary Level,Seldom,0.4059040590405904,13742,0.39769353099357274,0.41411458708760807
1986,Post-secondary Non-tertiary Level,At least once per month,0.28413284132841327,13742,0.2765922043073158,0.29167347834951074
1986,Post-secondary Non-tertiary Level,Never,0.16236162361623616,13742,0.15619565833204274,0.16852758890042957
1986,Post-secondary Non-tertiary Level,At least once per week,0.14760147601476015,13742,0.141670887475411,0.15353206455410928
1986,First Stage of Tertiary Education,Seldom,0.524390243902439,13742,0.5160402957623441,0.532740192042534
1986,First Stage of Tertiary Education,At least once per month,0.22473867595818817,13742,0.2177596619908333,0.23171768992554304
1986,First Stage of Tertiary Education,Never,0.17770034843205576,13742,0.17130903240925652,0.184091664454855
1986,First Stage of Tertiary Education,At least once per week,0.07317073170731707,13742,0.06881661898467457,0.07752484442995956
1986,Second Stage of Tertiary Education,Seldom,0.5201072386058981,13742,0.5117541007680362,0.5284603764437601
1986,Second Stage of Tertiary Education,Never,0.19839142091152814,13742,0.19172375668225553,0.20505908514080076
1986,Second Stage of Tertiary Education,At least once per month,0.19571045576407506,13742,0.18907693145681223,0.2023439800713379
1986,Second Stage of Tertiary Education,At least once per week,0.08579088471849866,13742,0.08110842072916974,0.09047334870782758
1988,Pre-primary Level,Seldom,0.5403726708074534,12817,0.5317446240627413,0.5490007175521656
1988,Pre-primary Level,Never,0.19254658385093168,12817,0.18572021853164986,0.1993729491702135
1988,Pre-primary Level,At least once per month,0.18012422360248448,12817,0.17347114020060664,0.18677730700436232
1988,Pre-primary Level,At least once per week,0.08695652173913043,12817,0.08207832076734925,0.09183472271091161
1988,Primary Level,Seldom,0.3454281567489115,12817,0.3371958715677241,0.3536604419300988
1988,Primary Level,Never,0.274310595065312,12817,0.2665862874391408,0.28203490269148324
1988,Primary Level,At least once per month,0.24238026124818576,12817,0.2349614017828328,0.2497991207135387
1988,Primary Level,At least once per week,0.1378809869375907,12817,0.1319120267468614,0.14384994712832003
1988,Lower Secondary Level,Seldom,0.4254532001479837,12817,0.4168936393401938,0.4340127609557736
1988,Lower Secondary Level,Never,0.2693303736588975,12817,0.26165028783680205,0.27701045948099295
1988,Lower Secondary Level,At least once per month,0.20347761746207918,12817,0.1965078194350725,0.21044741548908585
1988,Lower Secondary Level,At least once per week,0.10173880873103959,12817,0.09650512443693046,0.10697249302514872
1988,Upper Secondary Level,Seldom,0.5005318017443097,12817,0.4918754949956047,0.5091881084930147
1988,Upper Secondary Level,At least once per month,0.2337800467985535,12817,0.22645275767508968,0.2411073359220173
1988,Upper Secondary Level,Never,0.18825781748564135,12817,0.1814900029884317,0.195025631982851
1988,Upper Secondary Level,At least once per week,0.07743033397149543,12817,0.07280313653251425,0.08205753141047661
1988,Post-secondary Non-tertiary Level,Seldom,0.43609022556390975,12817,0.4275049178305304,0.4446755332972891
1988,Post-secondary Non-tertiary Level,At least once per month,0.2669172932330827,12817,0.2592590752731513,0.27457551119301415
1988,Post-secondary Non-tertiary Level,Never,0.18796992481203006,12817,0.1812060880111919,0.19473376161286823
1988,Post-secondary Non-tertiary Level,At least once per week,0.10902255639097744,12817,0.10362677414867512,0.11441833863327976
1988,First Stage of Tertiary Education,Seldom,0.5541044776119403,12817,0.5454989943416351,0.5627099608822455
