year,pgisced97,sampreg,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Second Stage of Tertiary Education,West,Never,0.21909,148,746,0.18938,0.24879
1988,No answer / don't know,West,At least once per month,0.22367,32,133,0.15258,0.29475
1988,No answer / don't know,West,Seldom,0.54111,67,133,0.45610,0.62612
1988,No answer / don't know,West,Never,0.19504,34,133,0.12744,0.26264
1988,Pre-primary Level,West,Seldom,0.53299,87,118,0.44259,0.62339
1988,Pre-primary Level,West,Never,0.20920,31,118,0.13550,0.28291
1988,Primary Level,West,At least once per week,0.11790,95,689,0.09380,0.14199
1988,Primary Level,West,At least once per month,0.21543,167,689,0.18471,0.24615
1988,Primary Level,West,Seldom,0.36616,238,689,0.33017,0.40216
1988,Primary Level,West,Never,0.30051,189,689,0.26625,0.33477
1988,Lower Secondary Level,West,At least once per week,0.09192,275,2703,0.08103,0.10282
1988,Lower Secondary Level,West,At least once per month,0.18030,550,2703,0.16581,0.19480
1988,Lower Secondary Level,West,Seldom,0.41604,1150,2703,0.39745,0.43462
1988,Lower Secondary Level,West,Never,0.31174,728,2703,0.29427,0.32920
1988,Upper Secondary Level,West,At least once per week,0.06434,364,4702,0.05732,0.07135
1988,Upper Secondary Level,West,At least once per month,0.21722,1099,4702,0.20543,0.22901
1988,Upper Secondary Level,West,Seldom,0.50743,2354,4702,0.49314,0.52172
1988,Upper Secondary Level,West,Never,0.21101,885,4702,0.19935,0.22268
1988,Post-secondary Non-tertiary Level,West,At least once per month,0.26690,71,237,0.21046,0.32333
1988,Post-secondary Non-tertiary Level,West,Seldom,0.45436,116,237,0.39083,0.51788
1988,Post-secondary Non-tertiary Level,West,Never,0.19238,50,237,0.14209,0.24267
1988,First Stage of Tertiary Education,West,At least once per week,0.06731,35,535,0.04606,0.08856
1988,First Stage of Tertiary Education,West,At least once per month,0.20341,116,535,0.16927,0.23755
1988,First Stage of Tertiary Education,West,Seldom,0.53241,296,535,0.49009,0.57473
1988,First Stage of Tertiary Education,West,Never,0.19687,88,535,0.16314,0.23060
1988,Second Stage of Tertiary Education,West,At least once per week,0.06097,40,699,0.04322,0.07872
1988,Second Stage of Tertiary Education,West,At least once per month,0.22986,160,699,0.19865,0.26107
1988,Second Stage of Tertiary Education,West,Seldom,0.50853,369,699,0.47145,0.54562
1988,Second Stage of Tertiary Education,West,Never,0.20064,130,699,0.17093,0.23035
1990,Lower Secondary Level,East,At least once per week,0.13904,73,504,0.10880,0.16928
1990,Lower Secondary Level,East,At least once per month,0.20562,118,504,0.17030,0.24094
1990,Lower Secondary Level,East,Seldom,0.39328,209,504,0.35059,0.43597
1990,Lower Secondary Level,East,Never,0.26206,104,504,0.22363,0.30049
1990,Upper Secondary Level,East,At least once per week,0.17257,437,2505,0.15777,0.18737
1990,Upper Secondary Level,East,At least once per month,0.29190,734,2505,0.27409,0.30971
1990,Upper Secondary Level,East,Seldom,0.43221,1122,2505,0.41281,0.45162
1990,Upper Secondary Level,East,Never,0.10331,212,2505,0.09139,0.11524
1990,Post-secondary Non-tertiary Level,East,Seldom,0.48987,38,38,0.32879,0.65095
1990,First Stage of Tertiary Education,East,At least once per week,0.17481,44,232,0.12583,0.22379
1990,First Stage of Tertiary Education,East,At least once per month,0.28384,81,232,0.22570,0.34198
1990,First Stage of Tertiary Education,East,Seldom,0.40252,107,232,0.33928,0.46577
1990,Second Stage of Tertiary Education,East,At least once per week,0.18037,185,986,0.15636,0.20438
1990,Second Stage of Tertiary Education,East,At least once per month,0.31365,309,986,0.28467,0.34263
1990,Second Stage of Tertiary Education,East,Seldom,0.45360,450,986,0.42251,0.48469
1990,Second Stage of Tertiary Education,East,Never,0.05237,42,986,0.03846,0.06629
1992,No answer / don't know,West,At least once per month,0.27250,43,119,0.19217,0.35284
1992,No answer / don't know,West,Seldom,0.44221,76,119,0.35260,0.53182
1992,Pre-primary Level,West,At least once per month,0.31044,43,113,0.22475,0.39613
1992,Pre-primary Level,West,Seldom,0.51655,70,113,0.42400,0.60911
1992,Primary Level,West,At least once per week,0.11541,84,601,0.08984,0.14097
1992,Primary Level,West,At least once per month,0.25286,165,601,0.21808,0.28764
1992,Primary Level,West,Seldom,0.37177,219,601,0.33310,0.41044
1992,Primary Level,West,Never,0.25996,133,601,0.22487,0.29506
1992,Lower Secondary Level,West,At least once per week,0.12136,292,2303,0.10802,0.13470
1992,Lower Secondary Level,West,At least once per month,0.23683,639,2303,0.21946,0.25420
1992,Lower Secondary Level,West,Seldom,0.40823,928,2303,0.38815,0.42831
1992,Lower Secondary Level,West,Never,0.23358,444,2303,0.21630,0.25086
1992,Lower Secondary Level,East,At least once per month,0.17785,93,419,0.14119,0.21451
1992,Lower Secondary Level,East,Seldom,0.44631,226,419,0.39865,0.49397
1992,Lower Secondary Level,East,Never,0.30287,100,419,0.25882,0.34692
1992,Upper Secondary Level,West,At least once per week,0.08776,418,4443,0.07944,0.09608
1992,Upper Secondary Level,West,At least once per month,0.26115,1247,4443,0.24823,0.27407
1992,Upper Secondary Level,West,Seldom,0.49561,2187,4443,0.48091,0.51032
1992,Upper Secondary Level,West,Never,0.15548,591,4443,0.14482,0.16613
1992,Upper Secondary Level,East,At least once per week,0.09530,194,2203,0.08304,0.10757
1992,Upper Secondary Level,East,At least once per month,0.28038,620,2203,0.26162,0.29914
1992,Upper Secondary Level,East,Seldom,0.50909,1194,2203,0.48821,0.52997
1992,Upper Secondary Level,East,Never,0.11523,195,2203,0.10189,0.12856
1992,Post-secondary Non-tertiary Level,West,At least once per month,0.36294,116,285,0.30702,0.41887
1992,Post-secondary Non-tertiary Level,West,Seldom,0.45542,135,285,0.39750,0.51334
1992,Post-secondary Non-tertiary Level,West,Never,0.10575,34,285,0.06998,0.14151
1992,Post-secondary Non-tertiary Level,East,Seldom,0.60385,36,36,0.44181,0.76589
1992,First Stage of Tertiary Education,West,At least once per week,0.05850,35,525,0.03841,0.07860
1992,First Stage of Tertiary Education,West,At least once per month,0.26279,140,525,0.22510,0.30047
1992,First Stage of Tertiary Education,West,Seldom,0.50571,271,525,0.46290,0.54851
1992,First Stage of Tertiary Education,West,Never,0.17301,79,525,0.14062,0.20539
1992,First Stage of Tertiary Education,East,At least once per month,0.30664,72,191,0.24108,0.37221
1992,First Stage of Tertiary Education,East,Seldom,0.49169,119,191,0.42060,0.56277
1992,Second Stage of Tertiary Education,West,At least once per week,0.05886,48,731,0.04179,0.07593
1992,Second Stage of Tertiary Education,West,At least once per month,0.24942,185,731,0.21804,0.28081
1992,Second Stage of Tertiary Education,West,Seldom,0.52415,390,731,0.48792,0.56038
1992,Second Stage of Tertiary Education,West,Never,0.16757,108,731,0.14048,0.19467
1992,Second Stage of Tertiary Education,East,At least once per week,0.08877,76,915,0.07033,0.10720
1992,Second Stage of Tertiary Education,East,At least once per month,0.27416,249,915,0.24524,0.30308
1992,Second Stage of Tertiary Education,East,Seldom,0.56529,530,915,0.53315,0.59742
1992,Second Stage of Tertiary Education,East,Never,0.07179,60,915,0.05506,0.08853
1994,No answer / don't know,West,At least once per month,0.32531,62,157,0.25179,0.39883
1994,No answer / don't know,West,Seldom,0.45608,95,157,0.37793,0.53424
1994,Pre-primary Level,West,At least once per month,0.34189,50,122,0.25738,0.42641
1994,Pre-primary Level,West,Seldom,0.47405,72,122,0.38508,0.56302
1994,Pre-primary Level,East,Seldom,0.58448,51,51,0.44788,0.72108
1994,Primary Level,West,At least once per week,0.08944,62,543,0.06541,0.11346
1994,Primary Level,West,At least once per month,0.27505,162,543,0.23746,0.31264
1994,Primary Level,West,Seldom,0.39590,203,543,0.35473,0.43707
1994,Primary Level,West,Never,0.23961,116,543,0.20367,0.27555
1994,Lower Secondary Level,West,At least once per week,0.11303,241,2068,0.09938,0.12668
1994,Lower Secondary Level,West,At least once per month,0.23652,545,2068,0.21820,0.25484
1994,Lower Secondary Level,West,Seldom,0.42433,901,2068,0.40303,0.44564
1994,Lower Secondary Level,West,Never,0.22611,381,2068,0.20808,0.24415
1994,Lower Secondary Level,East,At least once per week,0.09111,41,402,0.06295,0.11928
1994,Lower Secondary Level,East,At least once per month,0.19622,86,402,0.15735,0.23509
1994,Lower Secondary Level,East,Seldom,0.39940,183,402,0.35146,0.44734
1994,Lower Secondary Level,East,Never,0.31327,92,402,0.26787,0.35866
1994,Upper Secondary Level,West,At least once per week,0.08517,414,4448,0.07697,0.09338
1994,Upper Secondary Level,West,At least once per month,0.26615,1275,4448,0.25316,0.27914
1994,Upper Secondary Level,West,Seldom,0.50733,2243,4448,0.49263,0.52202
1994,Upper Secondary Level,West,Never,0.14135,516,4448,0.13111,0.15159
1994,Upper Secondary Level,East,At least once per week,0.10257,196,2079,0.08953,0.11562
1994,Upper Secondary Level,East,At least once per month,0.27268,576,2079,0.25353,0.29183
1994,Upper Secondary Level,East,Seldom,0.50081,1105,2079,0.47931,0.52230
1994,Upper Secondary Level,East,Never,0.12394,202,2079,0.10977,0.13811
1994,Post-secondary Non-tertiary Level,West,At least once per week,0.08216,31,317,0.05188,0.11244
1994,Post-secondary Non-tertiary Level,West,At least once per month,0.32966,101,317,0.27783,0.38149
1994,Post-secondary Non-tertiary Level,West,Seldom,0.48617,150,317,0.43107,0.54128
1994,Post-secondary Non-tertiary Level,West,Never,0.10201,35,317,0.06864,0.13538
1994,Post-secondary Non-tertiary Level,East,Seldom,0.53144,42,42,0.37869,0.68419
1994,First Stage of Tertiary Education,West,At least once per week,0.07426,40,510,0.05148,0.09704
1994,First Stage of Tertiary Education,West,At least once per month,0.21809,132,510,0.18221,0.25396
1994,First Stage of Tertiary Education,West,Seldom,0.54707,271,510,0.50383,0.59032
1994,First Stage of Tertiary Education,West,Never,0.16058,67,510,0.12868,0.19247
1994,First Stage of Tertiary Education,East,At least once per month,0.28751,70,199,0.22447,0.35055
1994,First Stage of Tertiary Education,East,Seldom,0.54324,129,199,0.47385,0.61262
1994,Second Stage of Tertiary Education,West,At least once per week,0.06210,52,791,0.04527,0.07893
1994,Second Stage of Tertiary Education,West,At least once per month,0.23451,197,791,0.20496,0.26406
1994,Second Stage of Tertiary Education,West,Seldom,0.56768,435,791,0.53313,0.60222
1994,Second Stage of Tertiary Education,West,Never,0.13571,107,791,0.11183,0.15960
1994,Second Stage of Tertiary Education,East,At least once per week,0.08601,73,854,0.06719,0.10482
1994,Second Stage of Tertiary Education,East,At least once per month,0.26947,220,854,0.23969,0.29924
1994,Second Stage of Tertiary Education,East,Seldom,0.55410,492,854,0.52074,0.58746
1994,Second Stage of Tertiary Education,East,Never,0.09043,69,854,0.07118,0.10968
1996,No answer / don't know,West,At least once per week,0.12015,34,202,0.07520,0.16509
1996,No answer / don't know,West,At least once per month,0.39161,90,202,0.32413,0.45909
1996,No answer / don't know,West,Seldom,0.34984,78,202,0.28390,0.41577
1996,Pre-primary Level,West,At least once per month,0.31960,55,152,0.24522,0.39397
1996,Pre-primary Level,West,Seldom,0.47905,97,152,0.39937,0.55873
1996,Pre-primary Level,East,At least once per month,0.31836,32,82,0.21691,0.41982
1996,Pre-primary Level,East,Seldom,0.54609,50,82,0.43767,0.65452
1996,Primary Level,West,At least once per week,0.13881,70,475,0.10769,0.16994
1996,Primary Level,West,At least once per month,0.29437,152,475,0.25334,0.33540
1996,Primary Level,West,Seldom,0.35448,176,475,0.31142,0.39754
1996,Primary Level,West,Never,0.21234,77,475,0.17552,0.24915
1996,Lower Secondary Level,West,At least once per week,0.15227,295,2004,0.13653,0.16800
1996,Lower Secondary Level,West,At least once per month,0.24193,565,2004,0.22317,0.26068
1996,Lower Secondary Level,West,Seldom,0.41035,822,2004,0.38880,0.43189
1996,Lower Secondary Level,West,Never,0.19546,322,2004,0.17809,0.21283
1996,Lower Secondary Level,East,At least once per week,0.12316,43,365,0.08940,0.15692
1996,Lower Secondary Level,East,At least once per month,0.23263,105,365,0.18922,0.27603
1996,Lower Secondary Level,East,Seldom,0.43019,163,365,0.37933,0.48105
1996,Lower Secondary Level,East,Never,0.21402,54,365,0.17189,0.25616
1996,Upper Secondary Level,West,At least once per week,0.11584,565,4572,0.10656,0.12512
1996,Upper Secondary Level,West,At least once per month,0.29779,1464,4572,0.28453,0.31104
1996,Upper Secondary Level,West,Seldom,0.46334,2086,4572,0.44888,0.47779
1996,Upper Secondary Level,West,Never,0.12304,457,4572,0.11352,0.13256
1996,Upper Secondary Level,East,At least once per week,0.11520,218,2025,0.10129,0.12911
1996,Upper Secondary Level,East,At least once per month,0.33994,710,2025,0.31931,0.36058
1996,Upper Secondary Level,East,Seldom,0.45320,959,2025,0.43151,0.47489
1996,Upper Secondary Level,East,Never,0.09165,138,2025,0.07908,0.10423
1996,Post-secondary Non-tertiary Level,West,At least once per week,0.09895,48,394,0.06943,0.12847
1996,Post-secondary Non-tertiary Level,West,At least once per month,0.37722,152,394,0.32930,0.42514
1996,Post-secondary Non-tertiary Level,West,Seldom,0.44542,160,394,0.39628,0.49456
1996,Post-secondary Non-tertiary Level,West,Never,0.07841,34,394,0.05184,0.10499
1996,Post-secondary Non-tertiary Level,East,Seldom,0.57290,38,38,0.41351,0.73229
1996,First Stage of Tertiary Education,West,At least once per week,0.10466,56,530,0.07857,0.13075
1996,First Stage of Tertiary Education,West,At least once per month,0.31911,184,530,0.27938,0.35883
1996,First Stage of Tertiary Education,West,Seldom,0.46780,249,530,0.42528,0.51032
1996,First Stage of Tertiary Education,West,Never,0.10844,41,530,0.08194,0.13493
1996,First Stage of Tertiary Education,East,At least once per month,0.32755,80,193,0.26117,0.39394
1996,First Stage of Tertiary Education,East,Seldom,0.50008,113,193,0.42936,0.57081
1996,Second Stage of Tertiary Education,West,At least once per week,0.08876,79,922,0.07039,0.10712
1996,Second Stage of Tertiary Education,West,At least once per month,0.29398,273,922,0.26456,0.32340
1996,Second Stage of Tertiary Education,West,Seldom,0.51800,481,922,0.48573,0.55027
1996,Second Stage of Tertiary Education,West,Never,0.09926,89,922,0.07995,0.11858
1996,Second Stage of Tertiary Education,East,At least once per week,0.12429,102,838,0.10194,0.14664
1996,Second Stage of Tertiary Education,East,At least once per month,0.30736,251,838,0.27610,0.33862
1996,Second Stage of Tertiary Education,East,Seldom,0.51754,452,838,0.48369,0.55140
1996,Second Stage of Tertiary Education,East,Never,0.05081,33,838,0.03593,0.06569
1997,No answer / don't know,West,At least once per week,0.17068,41,203,0.11880,0.22256
1997,No answer / don't know,West,At least once per month,0.24113,61,203,0.18214,0.30012
1997,No answer / don't know,West,Seldom,0.48571,101,203,0.41679,0.55464
1997,Pre-primary Level,West,At least once per month,0.21295,46,147,0.14654,0.27935
1997,Pre-primary Level,West,Seldom,0.51483,101,147,0.43376,0.59590
1997,Pre-primary Level,East,Seldom,0.55704,62,62,0.43239,0.68170
1997,Primary Level,West,At least once per week,0.09829,58,451,0.07079,0.12580
1997,Primary Level,West,At least once per month,0.26189,125,451,0.22126,0.30251
1997,Primary Level,West,Seldom,0.42098,187,451,0.37536,0.46660
1997,Primary Level,West,Never,0.21884,81,451,0.18064,0.25704
1997,Lower Secondary Level,West,At least once per week,0.12805,264,1961,0.11326,0.14284
1997,Lower Secondary Level,West,At least once per month,0.24690,560,1961,0.22781,0.26599
1997,Lower Secondary Level,West,Seldom,0.40880,807,1961,0.38703,0.43056
1997,Lower Secondary Level,West,Never,0.21625,330,1961,0.19802,0.23448
1997,Lower Secondary Level,East,At least once per week,0.15686,46,346,0.11848,0.19524
1997,Lower Secondary Level,East,At least once per month,0.24377,97,346,0.19846,0.28907
1997,Lower Secondary Level,East,Seldom,0.36337,139,346,0.31262,0.41412
1997,Lower Secondary Level,East,Never,0.23600,64,346,0.19120,0.28081
1997,Upper Secondary Level,West,At least once per week,0.11209,519,4465,0.10283,0.12134
1997,Upper Secondary Level,West,At least once per month,0.28982,1372,4465,0.27651,0.30313
1997,Upper Secondary Level,West,Seldom,0.46661,2092,4465,0.45197,0.48124
1997,Upper Secondary Level,West,Never,0.13149,482,4465,0.12158,0.14140
1997,Upper Secondary Level,East,At least once per week,0.12082,227,1971,0.10643,0.13521
1997,Upper Secondary Level,East,At least once per month,0.32198,634,1971,0.30135,0.34262
1997,Upper Secondary Level,East,Seldom,0.45725,947,1971,0.43525,0.47925
1997,Upper Secondary Level,East,Never,0.09995,163,1971,0.08670,0.11319
1997,Post-secondary Non-tertiary Level,West,At least once per week,0.11940,45,377,0.08662,0.15217
1997,Post-secondary Non-tertiary Level,West,At least once per month,0.35394,135,377,0.30560,0.40227
1997,Post-secondary Non-tertiary Level,West,Seldom,0.42587,163,377,0.37589,0.47585
1997,Post-secondary Non-tertiary Level,West,Never,0.10079,34,377,0.07036,0.13122
1997,Post-secondary Non-tertiary Level,East,At least once per month,0.39105,32,67,0.27332,0.50879
1997,Post-secondary Non-tertiary Level,East,Seldom,0.47302,35,67,0.35256,0.59347
1997,First Stage of Tertiary Education,West,At least once per week,0.10061,53,515,0.07460,0.12662
1997,First Stage of Tertiary Education,West,At least once per month,0.31143,165,515,0.27139,0.35146
1997,First Stage of Tertiary Education,West,Seldom,0.45895,242,515,0.41587,0.50203
1997,First Stage of Tertiary Education,West,Never,0.12901,55,515,0.10003,0.15799
1997,First Stage of Tertiary Education,East,At least once per month,0.32243,73,189,0.25561,0.38924
1997,First Stage of Tertiary Education,East,Seldom,0.50578,116,189,0.43431,0.57725
1997,Second Stage of Tertiary Education,West,At least once per week,0.08134,79,922,0.06368,0.09899
1997,Second Stage of Tertiary Education,West,At least once per month,0.25590,253,922,0.22772,0.28408
1997,Second Stage of Tertiary Education,West,Seldom,0.53770,489,922,0.50550,0.56990
1997,Second Stage of Tertiary Education,West,Never,0.12506,101,922,0.10369,0.14642
1997,Second Stage of Tertiary Education,East,At least once per week,0.11470,92,832,0.09304,0.13637
1997,Second Stage of Tertiary Education,East,At least once per month,0.32118,256,832,0.28943,0.35292
1997,Second Stage of Tertiary Education,East,Seldom,0.49438,437,832,0.46039,0.52838
1997,Second Stage of Tertiary Education,East,Never,0.06974,47,832,0.05242,0.08706
1999,No answer / don't know,West,At least once per week,0.12511,34,237,0.08290,0.16732
1999,No answer / don't know,West,At least once per month,0.34662,76,237,0.28590,0.40734
1999,No answer / don't know,West,Seldom,0.37332,95,237,0.31161,0.43503
1999,No answer / don't know,West,Never,0.15494,32,237,0.10878,0.20111
1999,Pre-primary Level,West,At least once per month,0.33478,65,171,0.26384,0.40572
1999,Pre-primary Level,West,Seldom,0.47221,106,171,0.39717,0.54726
1999,Pre-primary Level,East,At least once per month,0.30620,34,88,0.20935,0.40306
1999,Pre-primary Level,East,Seldom,0.54139,54,88,0.43669,0.64610
1999,Primary Level,West,At least once per week,0.11969,55,406,0.08808,0.15130
1999,Primary Level,West,At least once per month,0.23833,105,406,0.19684,0.27983
1999,Primary Level,West,Seldom,0.37056,146,406,0.32352,0.41759
1999,Primary Level,West,Never,0.27142,100,406,0.22811,0.31473
1999,Lower Secondary Level,West,At least once per week,0.11430,256,2054,0.10054,0.12806
1999,Lower Secondary Level,West,At least once per month,0.23482,544,2054,0.21648,0.25315
1999,Lower Secondary Level,West,Seldom,0.41048,868,2054,0.38920,0.43176
1999,Lower Secondary Level,West,Never,0.24040,386,2054,0.22192,0.25889
1999,Lower Secondary Level,East,At least once per week,0.11945,41,368,0.08627,0.15263
1999,Lower Secondary Level,East,At least once per month,0.23604,106,368,0.19259,0.27948
1999,Lower Secondary Level,East,Seldom,0.43732,157,368,0.38656,0.48807
1999,Lower Secondary Level,East,Never,0.20720,64,368,0.16573,0.24867
1999,Upper Secondary Level,West,At least once per week,0.11095,563,4830,0.10209,0.11981
1999,Upper Secondary Level,West,At least once per month,0.26552,1407,4830,0.25306,0.27797
1999,Upper Secondary Level,West,Seldom,0.50106,2358,4830,0.48695,0.51516
1999,Upper Secondary Level,West,Never,0.12248,502,4830,0.11323,0.13173
1999,Upper Secondary Level,East,At least once per week,0.10943,212,2069,0.09598,0.12289
1999,Upper Secondary Level,East,At least once per month,0.29877,649,2069,0.27905,0.31850
1999,Upper Secondary Level,East,Seldom,0.48371,1040,2069,0.46217,0.50525
1999,Upper Secondary Level,East,Never,0.10809,168,2069,0.09470,0.12147
1999,Post-secondary Non-tertiary Level,West,At least once per week,0.08245,31,401,0.05550,0.10941
1999,Post-secondary Non-tertiary Level,West,At least once per month,0.35594,148,401,0.30902,0.40286
1999,Post-secondary Non-tertiary Level,West,Seldom,0.50071,222,401,0.45171,0.54971
1999,Post-secondary Non-tertiary Level,East,At least once per month,0.43065,31,63,0.30739,0.55391
1999,Post-secondary Non-tertiary Level,East,Seldom,0.38872,32,63,0.26739,0.51006
1999,First Stage of Tertiary Education,West,At least once per week,0.09244,50,567,0.06858,0.11631
1999,First Stage of Tertiary Education,West,At least once per month,0.28674,183,567,0.24948,0.32399
1999,First Stage of Tertiary Education,West,Seldom,0.52050,292,567,0.47934,0.56166
1999,First Stage of Tertiary Education,West,Never,0.10032,42,567,0.07557,0.12507
1999,First Stage of Tertiary Education,East,At least once per month,0.26759,76,207,0.20713,0.32804
1999,First Stage of Tertiary Education,East,Seldom,0.56108,131,207,0.49331,0.62885
1999,Second Stage of Tertiary Education,West,At least once per week,0.08146,82,1097,0.06526,0.09765
1999,Second Stage of Tertiary Education,West,At least once per month,0.24485,300,1097,0.21939,0.27031
1999,Second Stage of Tertiary Education,West,Seldom,0.54345,588,1097,0.51395,0.57294
1999,Second Stage of Tertiary Education,West,Never,0.13025,127,1097,0.11032,0.15017
1999,Second Stage of Tertiary Education,East,At least once per week,0.07786,61,823,0.05955,0.09618
1999,Second Stage of Tertiary Education,East,At least once per month,0.27633,247,823,0.24576,0.30690
1999,Second Stage of Tertiary Education,East,Seldom,0.60768,515,823,0.57430,0.64106
2001,No answer / don't know,West,Seldom,0.41316,37,37,0.25231,0.57401
2001,Pre-primary Level,West,At least once per week,0.15225,55,381,0.11613,0.18837
2001,Pre-primary Level,West,At least once per month,0.33227,117,381,0.28491,0.37963
2001,Pre-primary Level,West,Seldom,0.41322,168,381,0.36371,0.46273
2001,Pre-primary Level,West,Never,0.10226,41,381,0.07179,0.13272
2001,Pre-primary Level,East,At least once per month,0.40922,63,125,0.32268,0.49577
2001,Pre-primary Level,East,Seldom,0.37752,62,125,0.29219,0.46284
2001,Primary Level,West,At least once per month,0.19570,67,268,0.14812,0.24329
2001,Primary Level,West,Seldom,0.42151,120,268,0.36228,0.48074
2001,Primary Level,West,Never,0.29214,81,268,0.23759,0.34669
2001,Lower Secondary Level,West,At least once per week,0.13051,379,2602,0.11756,0.14345
2001,Lower Secondary Level,West,At least once per month,0.24649,674,2602,0.22993,0.26305
2001,Lower Secondary Level,West,Seldom,0.37651,1013,2602,0.35789,0.39513
2001,Lower Secondary Level,West,Never,0.24650,536,2602,0.22994,0.26306
2001,Lower Secondary Level,East,At least once per week,0.13942,65,450,0.10738,0.17146
2001,Lower Secondary Level,East,At least once per month,0.26493,142,450,0.22411,0.30575
2001,Lower Secondary Level,East,Seldom,0.36588,165,450,0.32133,0.41044
2001,Lower Secondary Level,East,Never,0.22976,78,450,0.19085,0.26867
2001,Upper Secondary Level,West,At least once per week,0.12175,1068,8510,0.11480,0.12870
2001,Upper Secondary Level,West,At least once per month,0.29554,2624,8510,0.28584,0.30523
2001,Upper Secondary Level,West,Seldom,0.43694,3713,8510,0.42640,0.44748
2001,Upper Secondary Level,West,Never,0.14578,1105,8510,0.13828,0.15328
