year,pgisced97,quintil_oecd,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Upper Secondary Level,5th Quintile,At least once per week,0.08439,104,1202,0.06867,0.10011
1994,Upper Secondary Level,5th Quintile,At least once per month,0.25199,316,1202,0.22744,0.27654
1994,Upper Secondary Level,5th Quintile,Seldom,0.54133,649,1202,0.51315,0.56951
1994,Upper Secondary Level,5th Quintile,Never,0.12229,133,1202,0.10376,0.14082
1994,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.46794,33,64,0.34473,0.59116
1994,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.35861,31,64,0.24019,0.47704
1994,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.64733,57,57,0.52218,0.77247
1994,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.49659,46,46,0.35051,0.64268
1994,First Stage of Tertiary Education,1st Quintile,Seldom,0.41206,38,38,0.25346,0.57066
1994,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.25435,41,107,0.17144,0.33726
1994,First Stage of Tertiary Education,2nd Quintile,Seldom,0.46869,66,107,0.37369,0.56369
1994,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.25511,48,137,0.18185,0.32838
1994,First Stage of Tertiary Education,3rd Quintile,Seldom,0.54239,89,137,0.45866,0.62612
1994,First Stage of Tertiary Education,4th Quintile,At least once per month,0.20026,37,131,0.13146,0.26905
1994,First Stage of Tertiary Education,4th Quintile,Seldom,0.65484,94,131,0.57311,0.73656
1994,First Stage of Tertiary Education,5th Quintile,At least once per month,0.24092,53,166,0.17567,0.30617
1994,First Stage of Tertiary Education,5th Quintile,Seldom,0.56196,113,166,0.48626,0.63767
1994,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.25612,36,94,0.16741,0.34484
1994,Second Stage of Tertiary Education,1st Quintile,Seldom,0.49749,58,94,0.39587,0.59911
1994,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.28593,71,204,0.22377,0.34809
1994,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.50788,133,204,0.43911,0.57666
1994,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.08707,35,348,0.05741,0.11674
1994,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.27247,95,348,0.22562,0.31932
1994,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.54850,186,348,0.49614,0.60087
1994,Second Stage of Tertiary Education,3rd Quintile,Never,0.09195,32,348,0.06155,0.12236
1994,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.22921,84,304,0.18189,0.27654
1994,Second Stage of Tertiary Education,4th Quintile,Seldom,0.60860,220,304,0.55364,0.66355
1994,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.23275,131,540,0.19707,0.26843
1994,Second Stage of Tertiary Education,5th Quintile,Seldom,0.57214,330,540,0.53037,0.61391
1994,Second Stage of Tertiary Education,5th Quintile,Never,0.14821,79,540,0.11821,0.17820
1996,Pre-primary Level,1st Quintile,Seldom,0.43990,31,31,0.26227,0.61752
1996,Pre-primary Level,3rd Quintile,Seldom,0.48654,33,33,0.31336,0.65972
1996,Pre-primary Level,4th Quintile,Seldom,0.54162,33,33,0.36898,0.71426
1996,Primary Level,1st Quintile,At least once per month,0.29135,58,160,0.22073,0.36198
1996,Primary Level,1st Quintile,Seldom,0.30018,58,160,0.22893,0.37142
1996,Primary Level,1st Quintile,Never,0.27716,44,160,0.20758,0.34673
1996,Primary Level,2nd Quintile,At least once per month,0.33222,37,93,0.23597,0.42847
1996,Primary Level,2nd Quintile,Seldom,0.39167,56,93,0.29193,0.49142
1996,Primary Level,3rd Quintile,At least once per month,0.34827,37,37,0.19264,0.50391
1996,Lower Secondary Level,1st Quintile,At least once per week,0.13187,93,749,0.10763,0.15612
1996,Lower Secondary Level,1st Quintile,At least once per month,0.24006,217,749,0.20945,0.27067
1996,Lower Secondary Level,1st Quintile,Seldom,0.38764,302,749,0.35272,0.42255
1996,Lower Secondary Level,1st Quintile,Never,0.24043,137,749,0.20980,0.27105
1996,Lower Secondary Level,2nd Quintile,At least once per week,0.14329,76,522,0.11320,0.17337
1996,Lower Secondary Level,2nd Quintile,At least once per month,0.24178,149,522,0.20501,0.27855
1996,Lower Secondary Level,2nd Quintile,Seldom,0.39469,215,522,0.35271,0.43666
1996,Lower Secondary Level,2nd Quintile,Never,0.22025,82,522,0.18466,0.25583
1996,Lower Secondary Level,3rd Quintile,At least once per week,0.16493,80,477,0.13159,0.19827
1996,Lower Secondary Level,3rd Quintile,At least once per month,0.26487,143,477,0.22523,0.30451
1996,Lower Secondary Level,3rd Quintile,Seldom,0.41341,191,477,0.36917,0.45765
1996,Lower Secondary Level,3rd Quintile,Never,0.15679,63,477,0.12412,0.18945
1996,Lower Secondary Level,4th Quintile,At least once per week,0.15520,62,394,0.11940,0.19099
1996,Lower Secondary Level,4th Quintile,At least once per month,0.24451,106,394,0.20202,0.28700
1996,Lower Secondary Level,4th Quintile,Seldom,0.46245,178,394,0.41315,0.51174
1996,Lower Secondary Level,4th Quintile,Never,0.13785,48,394,0.10376,0.17193
1996,Lower Secondary Level,5th Quintile,At least once per month,0.19274,55,199,0.13780,0.24768
1996,Lower Secondary Level,5th Quintile,Seldom,0.43177,98,199,0.36278,0.50076
1996,Lower Secondary Level,5th Quintile,Never,0.20176,46,199,0.14586,0.25766
1996,Upper Secondary Level,1st Quintile,At least once per week,0.14448,153,1183,0.12444,0.16452
1996,Upper Secondary Level,1st Quintile,At least once per month,0.32736,403,1183,0.30061,0.35411
1996,Upper Secondary Level,1st Quintile,Seldom,0.37513,481,1183,0.34753,0.40273
1996,Upper Secondary Level,1st Quintile,Never,0.15303,146,1183,0.13251,0.17356
1996,Upper Secondary Level,2nd Quintile,At least once per week,0.10883,169,1423,0.09265,0.12502
1996,Upper Secondary Level,2nd Quintile,At least once per month,0.31076,490,1423,0.28671,0.33482
1996,Upper Secondary Level,2nd Quintile,Seldom,0.44277,625,1423,0.41696,0.46859
1996,Upper Secondary Level,2nd Quintile,Never,0.13763,139,1423,0.11972,0.15553
1996,Upper Secondary Level,3rd Quintile,At least once per week,0.10233,162,1426,0.08660,0.11807
1996,Upper Secondary Level,3rd Quintile,At least once per month,0.33033,512,1426,0.30591,0.35475
1996,Upper Secondary Level,3rd Quintile,Seldom,0.46089,641,1426,0.43501,0.48677
1996,Upper Secondary Level,3rd Quintile,Never,0.10645,111,1426,0.09044,0.12247
1996,Upper Secondary Level,4th Quintile,At least once per week,0.10610,163,1423,0.09009,0.12211
1996,Upper Secondary Level,4th Quintile,At least once per month,0.30158,449,1423,0.27773,0.32544
1996,Upper Secondary Level,4th Quintile,Seldom,0.50538,720,1423,0.47940,0.53137
1996,Upper Secondary Level,4th Quintile,Never,0.08693,91,1423,0.07229,0.10158
1996,Upper Secondary Level,5th Quintile,At least once per week,0.12389,136,1139,0.10475,0.14303
1996,Upper Secondary Level,5th Quintile,At least once per month,0.26479,319,1139,0.23915,0.29042
1996,Upper Secondary Level,5th Quintile,Seldom,0.50250,576,1139,0.47345,0.53155
1996,Upper Secondary Level,5th Quintile,Never,0.10882,108,1139,0.09073,0.12691
1996,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.49656,41,41,0.34161,0.65151
1996,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.44947,42,75,0.33613,0.56281
1996,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.46251,33,75,0.34891,0.57611
1996,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.44900,38,38,0.28873,0.60927
1996,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.40009,47,91,0.29887,0.50131
1996,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.39904,44,91,0.29786,0.50021
1996,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.55404,50,50,0.41486,0.69322
1996,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.33495,47,101,0.24244,0.42746
1996,First Stage of Tertiary Education,2nd Quintile,Seldom,0.42049,54,101,0.32373,0.51724
1996,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.34260,64,157,0.26813,0.41708
1996,First Stage of Tertiary Education,3rd Quintile,Seldom,0.51885,93,157,0.44045,0.59726
1996,First Stage of Tertiary Education,4th Quintile,At least once per month,0.34827,70,159,0.27398,0.42256
1996,First Stage of Tertiary Education,4th Quintile,Seldom,0.47654,89,159,0.39866,0.55442
1996,First Stage of Tertiary Education,5th Quintile,At least once per month,0.30398,64,161,0.23271,0.37526
1996,First Stage of Tertiary Education,5th Quintile,Seldom,0.49784,97,161,0.42037,0.57532
1996,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.43537,50,98,0.33670,0.53404
1996,Second Stage of Tertiary Education,1st Quintile,Seldom,0.35799,48,98,0.26259,0.45340
1996,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.36310,73,175,0.29165,0.43456
1996,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.46803,102,175,0.39389,0.54217
1996,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.10167,35,300,0.06742,0.13593
1996,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.31623,106,300,0.26352,0.36893
1996,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.49445,159,300,0.43777,0.55112
1996,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.09843,43,404,0.06934,0.12751
1996,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.26948,116,404,0.22616,0.31280
1996,Second Stage of Tertiary Education,4th Quintile,Seldom,0.54209,245,404,0.49344,0.59073
1996,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.08768,56,667,0.06620,0.10916
1996,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.26859,179,667,0.23493,0.30225
1996,Second Stage of Tertiary Education,5th Quintile,Seldom,0.55215,379,667,0.51439,0.58992
1996,Second Stage of Tertiary Education,5th Quintile,Never,0.09158,53,667,0.06968,0.11349
1997,No answer / don't know,1st Quintile,Seldom,0.35548,32,32,0.18698,0.52398
1997,No answer / don't know,2nd Quintile,Seldom,0.45383,32,32,0.27857,0.62909
1997,Pre-primary Level,2nd Quintile,Seldom,0.44830,40,40,0.29222,0.60438
1997,Pre-primary Level,3rd Quintile,Seldom,0.62766,42,42,0.47968,0.77564
1997,Primary Level,1st Quintile,At least once per month,0.27118,46,153,0.20050,0.34186
1997,Primary Level,1st Quintile,Seldom,0.32044,68,153,0.24625,0.39462
1997,Primary Level,1st Quintile,Never,0.27984,39,153,0.20847,0.35121
1997,Primary Level,2nd Quintile,At least once per month,0.32327,39,94,0.22821,0.41834
1997,Primary Level,2nd Quintile,Seldom,0.48454,55,94,0.38296,0.58611
1997,Primary Level,4th Quintile,Seldom,0.63910,35,35,0.47766,0.80053
1997,Lower Secondary Level,1st Quintile,At least once per week,0.14020,103,704,0.11453,0.16586
1997,Lower Secondary Level,1st Quintile,At least once per month,0.22421,187,704,0.19338,0.25504
1997,Lower Secondary Level,1st Quintile,Seldom,0.39915,281,704,0.36295,0.43535
1997,Lower Secondary Level,1st Quintile,Never,0.23645,133,704,0.20504,0.26786
1997,Lower Secondary Level,2nd Quintile,At least once per week,0.13330,82,570,0.10537,0.16123
1997,Lower Secondary Level,2nd Quintile,At least once per month,0.26943,171,570,0.23298,0.30588
1997,Lower Secondary Level,2nd Quintile,Seldom,0.33906,217,570,0.30017,0.37796
1997,Lower Secondary Level,2nd Quintile,Never,0.25821,100,570,0.22225,0.29417
1997,Lower Secondary Level,3rd Quintile,At least once per week,0.10238,51,440,0.07402,0.13074
1997,Lower Secondary Level,3rd Quintile,At least once per month,0.23088,126,440,0.19146,0.27030
1997,Lower Secondary Level,3rd Quintile,Seldom,0.46283,194,440,0.41618,0.50947
1997,Lower Secondary Level,3rd Quintile,Never,0.20391,69,440,0.16622,0.24160
1997,Lower Secondary Level,4th Quintile,At least once per week,0.13804,45,373,0.10299,0.17309
1997,Lower Secondary Level,4th Quintile,At least once per month,0.25157,107,373,0.20747,0.29566
1997,Lower Secondary Level,4th Quintile,Seldom,0.41856,165,373,0.36842,0.46869
1997,Lower Secondary Level,4th Quintile,Never,0.19184,56,373,0.15182,0.23185
1997,Lower Secondary Level,5th Quintile,At least once per month,0.28325,66,191,0.21918,0.34731
1997,Lower Secondary Level,5th Quintile,Seldom,0.43664,89,191,0.36612,0.50716
1997,Lower Secondary Level,5th Quintile,Never,0.13981,36,191,0.09050,0.18912
1997,Upper Secondary Level,1st Quintile,At least once per week,0.12456,142,1078,0.10483,0.14428
1997,Upper Secondary Level,1st Quintile,At least once per month,0.28495,321,1078,0.25799,0.31191
1997,Upper Secondary Level,1st Quintile,Seldom,0.42736,474,1078,0.39781,0.45690
1997,Upper Secondary Level,1st Quintile,Never,0.16314,141,1078,0.14107,0.18520
1997,Upper Secondary Level,2nd Quintile,At least once per week,0.11897,172,1426,0.10216,0.13578
1997,Upper Secondary Level,2nd Quintile,At least once per month,0.29027,428,1426,0.26671,0.31384
1997,Upper Secondary Level,2nd Quintile,Seldom,0.45010,674,1426,0.42427,0.47593
1997,Upper Secondary Level,2nd Quintile,Never,0.14065,152,1426,0.12260,0.15870
1997,Upper Secondary Level,3rd Quintile,At least once per week,0.10677,153,1423,0.09072,0.12282
1997,Upper Secondary Level,3rd Quintile,At least once per month,0.31402,479,1423,0.28989,0.33814
1997,Upper Secondary Level,3rd Quintile,Seldom,0.44957,652,1423,0.42371,0.47542
1997,Upper Secondary Level,3rd Quintile,Never,0.12965,139,1423,0.11219,0.14711
1997,Upper Secondary Level,4th Quintile,At least once per week,0.11396,165,1396,0.09729,0.13064
1997,Upper Secondary Level,4th Quintile,At least once per month,0.32095,458,1396,0.29645,0.34545
1997,Upper Secondary Level,4th Quintile,Seldom,0.47021,667,1396,0.44402,0.49640
1997,Upper Secondary Level,4th Quintile,Never,0.09487,106,1396,0.07950,0.11025
1997,Upper Secondary Level,5th Quintile,At least once per week,0.10746,114,1113,0.08926,0.12567
1997,Upper Secondary Level,5th Quintile,At least once per month,0.26585,320,1113,0.23989,0.29182
1997,Upper Secondary Level,5th Quintile,Seldom,0.51975,572,1113,0.49039,0.54912
1997,Upper Secondary Level,5th Quintile,Never,0.10693,107,1113,0.08877,0.12509
1997,Post-secondary Non-tertiary Level,1st Quintile,At least once per month,0.47085,33,33,0.29790,0.64379
1997,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.48305,38,38,0.32203,0.64406
1997,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.44839,38,38,0.28814,0.60864
1997,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.36542,45,96,0.26859,0.46226
1997,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.43858,51,96,0.33880,0.53837
1997,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.35991,34,77,0.25200,0.46782
1997,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.47762,43,77,0.36532,0.58992
1997,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.32389,40,109,0.23563,0.41215
1997,First Stage of Tertiary Education,2nd Quintile,Seldom,0.46634,69,109,0.37226,0.56043
1997,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.27619,55,140,0.20186,0.35052
1997,First Stage of Tertiary Education,3rd Quintile,Seldom,0.48539,85,140,0.40230,0.56847
1997,First Stage of Tertiary Education,4th Quintile,At least once per month,0.35944,64,147,0.28161,0.43728
1997,First Stage of Tertiary Education,4th Quintile,Seldom,0.43402,83,147,0.35363,0.51442
1997,First Stage of Tertiary Education,5th Quintile,At least once per month,0.32292,63,158,0.24977,0.39606
1997,First Stage of Tertiary Education,5th Quintile,Seldom,0.47607,95,158,0.39794,0.55419
1997,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.33052,38,88,0.23167,0.42937
1997,Second Stage of Tertiary Education,1st Quintile,Seldom,0.45317,50,88,0.34856,0.55777
1997,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.32409,76,186,0.25664,0.39153
1997,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.48441,110,186,0.41239,0.55643
1997,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.09565,34,277,0.06095,0.13035
1997,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.31721,97,277,0.26230,0.37211
1997,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.47521,146,277,0.41629,0.53413
1997,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.09468,40,410,0.06631,0.12306
1997,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.28282,134,410,0.23917,0.32647
1997,Second Stage of Tertiary Education,4th Quintile,Seldom,0.54352,236,410,0.49525,0.59180
1997,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.07769,53,673,0.05745,0.09793
1997,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.24050,164,673,0.20819,0.27282
1997,Second Stage of Tertiary Education,5th Quintile,Seldom,0.55023,384,673,0.51261,0.58784
1997,Second Stage of Tertiary Education,5th Quintile,Never,0.13157,72,673,0.10602,0.15713
1999,No answer / don't know,1st Quintile,At least once per month,0.33655,31,31,0.16746,0.50565
1999,Pre-primary Level,2nd Quintile,Seldom,0.55266,50,50,0.41344,0.69188
1999,Pre-primary Level,3rd Quintile,Seldom,0.48397,31,31,0.30514,0.66280
1999,Primary Level,1st Quintile,At least once per month,0.23673,42,154,0.16938,0.30409
1999,Primary Level,1st Quintile,Seldom,0.38023,62,154,0.30331,0.45715
1999,Primary Level,1st Quintile,Never,0.27131,50,154,0.20085,0.34176
1999,Primary Level,2nd Quintile,At least once per month,0.21728,32,68,0.11853,0.31603
1999,Primary Level,2nd Quintile,Seldom,0.34810,36,68,0.23404,0.46217
1999,Primary Level,3rd Quintile,Seldom,0.38620,31,31,0.21197,0.56042
1999,Lower Secondary Level,1st Quintile,At least once per week,0.10069,78,723,0.07874,0.12264
1999,Lower Secondary Level,1st Quintile,At least once per month,0.21845,189,723,0.18831,0.24859
1999,Lower Secondary Level,1st Quintile,Seldom,0.39841,295,723,0.36269,0.43412
1999,Lower Secondary Level,1st Quintile,Never,0.28245,161,723,0.24961,0.31529
1999,Lower Secondary Level,2nd Quintile,At least once per week,0.13106,86,603,0.10410,0.15802
1999,Lower Secondary Level,2nd Quintile,At least once per month,0.27102,172,603,0.23551,0.30653
1999,Lower Secondary Level,2nd Quintile,Seldom,0.38561,251,603,0.34673,0.42450
1999,Lower Secondary Level,2nd Quintile,Never,0.21230,94,603,0.17964,0.24497
1999,Lower Secondary Level,3rd Quintile,At least once per week,0.12707,67,487,0.09746,0.15668
1999,Lower Secondary Level,3rd Quintile,At least once per month,0.21780,133,487,0.18110,0.25450
1999,Lower Secondary Level,3rd Quintile,Seldom,0.40130,199,487,0.35772,0.44488
1999,Lower Secondary Level,3rd Quintile,Never,0.25383,88,487,0.21514,0.29252
1999,Lower Secondary Level,4th Quintile,At least once per week,0.10323,39,369,0.07215,0.13432
1999,Lower Secondary Level,4th Quintile,At least once per month,0.22282,89,369,0.18030,0.26533
1999,Lower Secondary Level,4th Quintile,Seldom,0.45899,171,369,0.40807,0.50990
1999,Lower Secondary Level,4th Quintile,Never,0.21496,70,369,0.17299,0.25693
1999,Lower Secondary Level,5th Quintile,At least once per month,0.24896,67,213,0.19075,0.30716
1999,Lower Secondary Level,5th Quintile,Seldom,0.46888,109,213,0.40171,0.53606
1999,Lower Secondary Level,5th Quintile,Never,0.17053,37,213,0.11990,0.22116
1999,Upper Secondary Level,1st Quintile,At least once per week,0.12564,163,1221,0.10704,0.14424
1999,Upper Secondary Level,1st Quintile,At least once per month,0.27584,353,1221,0.25076,0.30092
1999,Upper Secondary Level,1st Quintile,Seldom,0.45984,564,1221,0.43187,0.48780
1999,Upper Secondary Level,1st Quintile,Never,0.13868,141,1221,0.11929,0.15808
1999,Upper Secondary Level,2nd Quintile,At least once per week,0.11116,169,1549,0.09550,0.12681
1999,Upper Secondary Level,2nd Quintile,At least once per month,0.27240,470,1549,0.25022,0.29458
1999,Upper Secondary Level,2nd Quintile,Seldom,0.47502,746,1549,0.45014,0.49990
1999,Upper Secondary Level,2nd Quintile,Never,0.14143,164,1549,0.12407,0.15879
1999,Upper Secondary Level,3rd Quintile,At least once per week,0.11667,175,1521,0.10053,0.13281
1999,Upper Secondary Level,3rd Quintile,At least once per month,0.27675,476,1521,0.25426,0.29924
1999,Upper Secondary Level,3rd Quintile,Seldom,0.49490,738,1521,0.46976,0.52003
1999,Upper Secondary Level,3rd Quintile,Never,0.11168,132,1521,0.09585,0.12752
1999,Upper Secondary Level,4th Quintile,At least once per week,0.11351,157,1422,0.09701,0.13000
1999,Upper Secondary Level,4th Quintile,At least once per month,0.27528,422,1422,0.25205,0.29850
1999,Upper Secondary Level,4th Quintile,Seldom,0.51112,729,1422,0.48512,0.53711
1999,Upper Secondary Level,4th Quintile,Never,0.10010,114,1422,0.08450,0.11571
1999,Upper Secondary Level,5th Quintile,At least once per week,0.08744,111,1186,0.07136,0.10352
1999,Upper Secondary Level,5th Quintile,At least once per month,0.26140,335,1186,0.23638,0.28642
1999,Upper Secondary Level,5th Quintile,Seldom,0.54180,621,1186,0.51343,0.57017
1999,Upper Secondary Level,5th Quintile,Never,0.10936,119,1186,0.09159,0.12713
1999,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.37930,32,32,0.20849,0.55011
1999,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.32127,33,73,0.21341,0.42913
1999,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.51295,40,73,0.39749,0.62841
1999,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.51361,47,47,0.36917,0.65805
1999,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.41667,52,125,0.32989,0.50344
1999,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.48399,73,125,0.39603,0.57195
1999,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.28571,34,96,0.19486,0.37655
1999,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.53443,62,96,0.43412,0.63473
1999,First Stage of Tertiary Education,1st Quintile,Seldom,0.43863,40,40,0.28289,0.59437
1999,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.24068,39,114,0.16186,0.31950
1999,First Stage of Tertiary Education,2nd Quintile,Seldom,0.56321,75,114,0.47176,0.65466
1999,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.28082,61,166,0.21225,0.34939
1999,First Stage of Tertiary Education,3rd Quintile,Seldom,0.55582,105,166,0.48000,0.63163
1999,First Stage of Tertiary Education,4th Quintile,At least once per month,0.32954,78,177,0.26010,0.39899
1999,First Stage of Tertiary Education,4th Quintile,Seldom,0.48928,99,177,0.41543,0.56314
1999,First Stage of Tertiary Education,5th Quintile,At least once per month,0.27338,58,162,0.20454,0.34223
1999,First Stage of Tertiary Education,5th Quintile,Seldom,0.56211,104,162,0.48548,0.63875
1999,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.36132,40,105,0.26899,0.45364
1999,Second Stage of Tertiary Education,1st Quintile,Seldom,0.43954,65,105,0.34414,0.53493
1999,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.29084,78,199,0.22758,0.35410
1999,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.51790,121,199,0.44829,0.58750
1999,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.29424,114,300,0.24259,0.34590
1999,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.53783,186,300,0.48131,0.59434
1999,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.28044,137,443,0.23856,0.32232
1999,Second Stage of Tertiary Education,4th Quintile,Seldom,0.57227,273,443,0.52615,0.61840
1999,Second Stage of Tertiary Education,4th Quintile,Never,0.10384,33,443,0.07540,0.13228
1999,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.07426,50,763,0.05565,0.09288
1999,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.20173,178,763,0.17324,0.23022
1999,Second Stage of Tertiary Education,5th Quintile,Seldom,0.59534,458,763,0.56049,0.63019
1999,Second Stage of Tertiary Education,5th Quintile,Never,0.12867,77,763,0.10490,0.15245
2001,Pre-primary Level,1st Quintile,At least once per month,0.31312,35,76,0.20816,0.41808
2001,Pre-primary Level,1st Quintile,Seldom,0.31388,41,76,0.20885,0.41891
2001,Pre-primary Level,2nd Quintile,At least once per month,0.35746,41,95,0.26058,0.45435
2001,Pre-primary Level,2nd Quintile,Seldom,0.42742,54,95,0.32741,0.52743
2001,Pre-primary Level,3rd Quintile,At least once per month,0.38643,36,79,0.27837,0.49449
2001,Pre-primary Level,3rd Quintile,Seldom,0.38641,43,79,0.27835,0.49448
2001,Pre-primary Level,4th Quintile,At least once per month,0.33076,34,82,0.22830,0.43323
2001,Pre-primary Level,4th Quintile,Seldom,0.46811,48,82,0.35944,0.57678
2001,Pre-primary Level,5th Quintile,At least once per month,0.36580,34,78,0.25821,0.47338
2001,Pre-primary Level,5th Quintile,Seldom,0.44403,44,78,0.33305,0.55501
2001,Primary Level,1st Quintile,Seldom,0.46837,65,108,0.37382,0.56292
2001,Primary Level,1st Quintile,Never,0.28389,43,108,0.19845,0.36932
2001,Primary Level,2nd Quintile,Seldom,0.35255,32,32,0.18436,0.52073
2001,Lower Secondary Level,1st Quintile,At least once per week,0.12702,141,989,0.10626,0.14779
2001,Lower Secondary Level,1st Quintile,At least once per month,0.23992,255,989,0.21329,0.26655
2001,Lower Secondary Level,1st Quintile,Seldom,0.36278,367,989,0.33280,0.39276
2001,Lower Secondary Level,1st Quintile,Never,0.27028,226,989,0.24259,0.29798
2001,Lower Secondary Level,2nd Quintile,At least once per week,0.13129,109,778,0.10754,0.15504
2001,Lower Secondary Level,2nd Quintile,At least once per month,0.27125,224,778,0.23999,0.30251
2001,Lower Secondary Level,2nd Quintile,Seldom,0.35614,302,778,0.32247,0.38981
2001,Lower Secondary Level,2nd Quintile,Never,0.24131,143,778,0.21123,0.27140
2001,Lower Secondary Level,3rd Quintile,At least once per week,0.15365,97,590,0.12453,0.18277
2001,Lower Secondary Level,3rd Quintile,At least once per month,0.27271,168,590,0.23674,0.30868
2001,Lower Secondary Level,3rd Quintile,Seldom,0.34257,211,590,0.30424,0.38090
2001,Lower Secondary Level,3rd Quintile,Never,0.23107,114,590,0.19703,0.26511
2001,Lower Secondary Level,4th Quintile,At least once per week,0.12108,62,457,0.09114,0.15102
2001,Lower Secondary Level,4th Quintile,At least once per month,0.22438,114,457,0.18609,0.26267
2001,Lower Secondary Level,4th Quintile,Seldom,0.45002,201,457,0.40436,0.49569
2001,Lower Secondary Level,4th Quintile,Never,0.20452,80,457,0.16750,0.24154
2001,Lower Secondary Level,5th Quintile,At least once per week,0.11748,35,238,0.07648,0.15847
2001,Lower Secondary Level,5th Quintile,At least once per month,0.19966,55,238,0.14877,0.25056
2001,Lower Secondary Level,5th Quintile,Seldom,0.42681,97,238,0.36383,0.48978
2001,Lower Secondary Level,5th Quintile,Never,0.25605,51,238,0.20048,0.31162
2001,Upper Secondary Level,1st Quintile,At least once per week,0.14401,283,2005,0.12864,0.15938
2001,Upper Secondary Level,1st Quintile,At least once per month,0.29752,640,2005,0.27751,0.31754
2001,Upper Secondary Level,1st Quintile,Seldom,0.37912,779,2005,0.35788,0.40037
2001,Upper Secondary Level,1st Quintile,Never,0.17934,303,2005,0.16254,0.19614
2001,Upper Secondary Level,2nd Quintile,At least once per week,0.11102,286,2467,0.09862,0.12342
2001,Upper Secondary Level,2nd Quintile,At least once per month,0.30442,798,2467,0.28626,0.32258
2001,Upper Secondary Level,2nd Quintile,Seldom,0.43071,1059,2467,0.41116,0.45025
