year,age_gr,bula_h,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1996,46-65 y.,Bavaria,Never,0.11842,71,11440,0.11805,0.11880
1996,46-65 y.,Berlin,At least once per month,0.32569,43,11440,0.32463,0.32675
1996,46-65 y.,Berlin,Seldom,0.67431,88,11440,0.67325,0.67537
1996,46-65 y.,Brandenburg,At least once per month,0.37506,56,11440,0.37382,0.37630
1996,46-65 y.,Brandenburg,Seldom,0.62494,106,11440,0.62370,0.62618
1996,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.34339,40,11440,0.34202,0.34475
1996,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.65661,83,11440,0.65525,0.65798
1996,46-65 y.,Saxony,At least once per week,0.13187,45,11440,0.13125,0.13248
1996,46-65 y.,Saxony,At least once per month,0.32139,100,11440,0.32054,0.32224
1996,46-65 y.,Saxony,Seldom,0.54675,178,11440,0.54584,0.54765
1996,46-65 y.,Saxony-Anhalt,At least once per month,0.34230,69,11440,0.34118,0.34342
1996,46-65 y.,Saxony-Anhalt,Seldom,0.65770,125,11440,0.65658,0.65882
1996,46-65 y.,Thuringa,At least once per month,0.40004,65,11440,0.39862,0.40146
1996,46-65 y.,Thuringa,Seldom,0.59996,96,11440,0.59854,0.60138
1996,66 and older,Lower Saxony,Seldom,0.53634,47,11440,0.53528,0.53741
1996,66 and older,Lower Saxony,Never,0.46366,44,11440,0.46259,0.46472
1996,66 and older,North Rhine-Westphalia,At least once per month,0.26797,70,11440,0.26739,0.26854
1996,66 and older,North Rhine-Westphalia,Seldom,0.37387,92,11440,0.37324,0.37450
1996,66 and older,North Rhine-Westphalia,Never,0.35816,90,11440,0.35754,0.35879
1996,66 and older,Hesse,Seldom,0.44317,33,11440,0.44204,0.44429
1996,66 and older,Hesse,Never,0.55683,43,11440,0.55571,0.55796
1996,66 and older,"Rhineland-Palatinate, Saarland",Seldom,1.00000,36,11440,1.00000,1.00000
1996,66 and older,Baden-Wuerttemberg,At least once per week,0.14794,34,11440,0.14741,0.14847
1996,66 and older,Baden-Wuerttemberg,At least once per month,0.22278,49,11440,0.22215,0.22340
1996,66 and older,Baden-Wuerttemberg,Seldom,0.33136,70,11440,0.33065,0.33206
1996,66 and older,Baden-Wuerttemberg,Never,0.29793,46,11440,0.29724,0.29861
1996,66 and older,Bavaria,Seldom,0.50819,76,11440,0.50737,0.50900
1996,66 and older,Bavaria,Never,0.49181,66,11440,0.49100,0.49263
1996,66 and older,Saxony,Seldom,0.47384,52,11440,0.47252,0.47515
1996,66 and older,Saxony,Never,0.52616,48,11440,0.52485,0.52748
1996,66 and older,Thuringa,Seldom,1.00000,35,11440,1.00000,1.00000
1997,17-29 y.,Lower Saxony,At least once per month,0.45703,93,11007,0.45598,0.45809
1997,17-29 y.,Lower Saxony,Seldom,0.54297,107,11007,0.54191,0.54402
1997,17-29 y.,North Rhine-Westphalia,At least once per week,0.14177,86,11007,0.14134,0.14220
1997,17-29 y.,North Rhine-Westphalia,At least once per month,0.32928,200,11007,0.32870,0.32985
1997,17-29 y.,North Rhine-Westphalia,Seldom,0.47243,275,11007,0.47182,0.47304
1997,17-29 y.,North Rhine-Westphalia,Never,0.05653,39,11007,0.05624,0.05681
1997,17-29 y.,Hesse,At least once per week,0.20009,36,11007,0.19923,0.20095
1997,17-29 y.,Hesse,At least once per month,0.40863,58,11007,0.40757,0.40969
1997,17-29 y.,Hesse,Seldom,0.39128,73,11007,0.39023,0.39233
1997,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.53237,56,11007,0.53111,0.53362
1997,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.46763,68,11007,0.46638,0.46889
1997,17-29 y.,Baden-Wuerttemberg,At least once per week,0.12973,61,11007,0.12922,0.13023
1997,17-29 y.,Baden-Wuerttemberg,At least once per month,0.33484,155,11007,0.33413,0.33555
1997,17-29 y.,Baden-Wuerttemberg,Seldom,0.45568,190,11007,0.45494,0.45643
1997,17-29 y.,Baden-Wuerttemberg,Never,0.07974,37,11007,0.07934,0.08015
1997,17-29 y.,Bavaria,At least once per week,0.12467,54,11007,0.12417,0.12516
1997,17-29 y.,Bavaria,At least once per month,0.36616,142,11007,0.36544,0.36688
1997,17-29 y.,Bavaria,Seldom,0.42492,162,11007,0.42418,0.42566
1997,17-29 y.,Bavaria,Never,0.08425,32,11007,0.08384,0.08467
1997,17-29 y.,Berlin,At least once per month,0.38613,32,11007,0.38460,0.38765
1997,17-29 y.,Berlin,Seldom,0.61387,44,11007,0.61235,0.61540
1997,17-29 y.,Brandenburg,At least once per month,0.53304,60,11007,0.53142,0.53466
1997,17-29 y.,Brandenburg,Seldom,0.46696,55,11007,0.46534,0.46858
1997,17-29 y.,Mecklenburg-Western Pomerania,Seldom,1.00000,45,11007,1.00000,1.00000
1997,17-29 y.,Saxony,At least once per week,0.13628,32,11007,0.13545,0.13711
1997,17-29 y.,Saxony,At least once per month,0.45630,93,11007,0.45510,0.45750
1997,17-29 y.,Saxony,Seldom,0.40742,100,11007,0.40623,0.40860
1997,17-29 y.,Saxony-Anhalt,At least once per month,0.55766,62,11007,0.55612,0.55920
1997,17-29 y.,Saxony-Anhalt,Seldom,0.44234,68,11007,0.44080,0.44388
1997,17-29 y.,Thuringa,At least once per month,0.41326,56,11007,0.41160,0.41493
1997,17-29 y.,Thuringa,Seldom,0.58674,74,11007,0.58507,0.58840
1997,30-45 y.,Schleswig-Holstein,At least once per month,0.48045,36,11007,0.47928,0.48162
1997,30-45 y.,Schleswig-Holstein,Seldom,0.51955,45,11007,0.51838,0.52072
1997,30-45 y.,Lower Saxony,At least once per week,0.08884,32,11007,0.08842,0.08926
1997,30-45 y.,Lower Saxony,At least once per month,0.35410,119,11007,0.35339,0.35480
1997,30-45 y.,Lower Saxony,Seldom,0.55707,197,11007,0.55633,0.55780
1997,30-45 y.,North Rhine-Westphalia,At least once per week,0.07987,76,11007,0.07962,0.08013
1997,30-45 y.,North Rhine-Westphalia,At least once per month,0.34868,290,11007,0.34824,0.34912
1997,30-45 y.,North Rhine-Westphalia,Seldom,0.50916,442,11007,0.50870,0.50962
1997,30-45 y.,North Rhine-Westphalia,Never,0.06229,55,11007,0.06207,0.06251
1997,30-45 y.,Hesse,At least once per month,0.48796,107,11007,0.48706,0.48885
1997,30-45 y.,Hesse,Seldom,0.51204,122,11007,0.51115,0.51294
1997,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.13828,34,11007,0.13768,0.13889
1997,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.35087,88,11007,0.35003,0.35171
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.51084,114,11007,0.50997,0.51172
1997,30-45 y.,Baden-Wuerttemberg,At least once per week,0.09342,70,11007,0.09308,0.09377
1997,30-45 y.,Baden-Wuerttemberg,At least once per month,0.31137,189,11007,0.31083,0.31192
1997,30-45 y.,Baden-Wuerttemberg,Seldom,0.50136,275,11007,0.50077,0.50195
1997,30-45 y.,Baden-Wuerttemberg,Never,0.09384,52,11007,0.09350,0.09419
1997,30-45 y.,Bavaria,At least once per week,0.09758,58,11007,0.09724,0.09792
1997,30-45 y.,Bavaria,At least once per month,0.32760,188,11007,0.32706,0.32814
1997,30-45 y.,Bavaria,Seldom,0.46528,263,11007,0.46471,0.46585
1997,30-45 y.,Bavaria,Never,0.10954,59,11007,0.10918,0.10990
1997,30-45 y.,Berlin,At least once per month,0.41808,57,11007,0.41690,0.41926
1997,30-45 y.,Berlin,Seldom,0.58192,84,11007,0.58074,0.58310
1997,30-45 y.,Brandenburg,At least once per month,0.41017,67,11007,0.40885,0.41149
1997,30-45 y.,Brandenburg,Seldom,0.58983,104,11007,0.58851,0.59115
1997,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.39279,38,11007,0.39112,0.39445
1997,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.60721,65,11007,0.60555,0.60888
1997,30-45 y.,Saxony,At least once per month,0.37487,102,11007,0.37389,0.37585
1997,30-45 y.,Saxony,Seldom,0.62513,196,11007,0.62415,0.62611
1997,30-45 y.,Saxony-Anhalt,At least once per month,0.37631,73,11007,0.37491,0.37772
1997,30-45 y.,Saxony-Anhalt,Seldom,0.62369,106,11007,0.62228,0.62509
1997,30-45 y.,Thuringa,At least once per month,0.41708,79,11007,0.41577,0.41838
1997,30-45 y.,Thuringa,Seldom,0.58292,118,11007,0.58162,0.58423
1997,46-65 y.,Schleswig-Holstein,Seldom,1.00000,47,11007,1.00000,1.00000
1997,46-65 y.,Lower Saxony,At least once per month,0.19986,63,11007,0.19928,0.20044
1997,46-65 y.,Lower Saxony,Seldom,0.64430,167,11007,0.64361,0.64500
1997,46-65 y.,Lower Saxony,Never,0.15584,43,11007,0.15531,0.15637
1997,46-65 y.,North Rhine-Westphalia,At least once per week,0.08577,72,11007,0.08552,0.08603
1997,46-65 y.,North Rhine-Westphalia,At least once per month,0.25689,193,11007,0.25649,0.25729
1997,46-65 y.,North Rhine-Westphalia,Seldom,0.53214,394,11007,0.53168,0.53259
1997,46-65 y.,North Rhine-Westphalia,Never,0.12520,85,11007,0.12490,0.12550
1997,46-65 y.,Hesse,At least once per month,0.29486,72,11007,0.29413,0.29560
1997,46-65 y.,Hesse,Seldom,0.59168,127,11007,0.59088,0.59247
1997,46-65 y.,Hesse,Never,0.11346,38,11007,0.11294,0.11397
1997,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.39891,52,11007,0.39780,0.40001
1997,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.60109,69,11007,0.59999,0.60220
1997,46-65 y.,Baden-Wuerttemberg,At least once per week,0.11932,65,11007,0.11892,0.11972
1997,46-65 y.,Baden-Wuerttemberg,At least once per month,0.27494,130,11007,0.27439,0.27550
1997,46-65 y.,Baden-Wuerttemberg,Seldom,0.49733,222,11007,0.49671,0.49795
1997,46-65 y.,Baden-Wuerttemberg,Never,0.10840,56,11007,0.10802,0.10879
1997,46-65 y.,Bavaria,At least once per week,0.11840,63,11007,0.11802,0.11878
1997,46-65 y.,Bavaria,At least once per month,0.26854,129,11007,0.26802,0.26906
1997,46-65 y.,Bavaria,Seldom,0.48506,198,11007,0.48447,0.48564
1997,46-65 y.,Bavaria,Never,0.12800,64,11007,0.12761,0.12839
1997,46-65 y.,Berlin,At least once per month,0.39623,45,11007,0.39507,0.39739
1997,46-65 y.,Berlin,Seldom,0.60377,75,11007,0.60261,0.60493
1997,46-65 y.,Brandenburg,At least once per month,0.35268,47,11007,0.35143,0.35394
1997,46-65 y.,Brandenburg,Seldom,0.64732,109,11007,0.64606,0.64857
1997,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.35664,38,11007,0.35515,0.35813
1997,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.64336,68,11007,0.64187,0.64485
1997,46-65 y.,Saxony,At least once per week,0.11816,42,11007,0.11759,0.11873
1997,46-65 y.,Saxony,At least once per month,0.26767,90,11007,0.26689,0.26845
1997,46-65 y.,Saxony,Seldom,0.61417,202,11007,0.61331,0.61503
1997,46-65 y.,Saxony-Anhalt,At least once per month,0.44177,77,11007,0.44059,0.44295
1997,46-65 y.,Saxony-Anhalt,Seldom,0.55823,106,11007,0.55705,0.55941
1997,46-65 y.,Thuringa,At least once per month,0.37138,59,11007,0.37000,0.37275
1997,46-65 y.,Thuringa,Seldom,0.62862,100,11007,0.62725,0.63000
1997,66 and older,Lower Saxony,Seldom,0.65603,66,11007,0.65506,0.65700
1997,66 and older,Lower Saxony,Never,0.34397,33,11007,0.34300,0.34494
1997,66 and older,North Rhine-Westphalia,At least once per month,0.20066,59,11007,0.20015,0.20118
1997,66 and older,North Rhine-Westphalia,Seldom,0.34364,93,11007,0.34303,0.34424
1997,66 and older,North Rhine-Westphalia,Never,0.45570,111,11007,0.45506,0.45634
1997,66 and older,Hesse,Seldom,1.00000,33,11007,1.00000,1.00000
1997,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.52442,42,11007,0.52318,0.52567
1997,66 and older,"Rhineland-Palatinate, Saarland",Never,0.47558,33,11007,0.47433,0.47682
1997,66 and older,Baden-Wuerttemberg,At least once per month,0.14898,32,11007,0.14839,0.14957
1997,66 and older,Baden-Wuerttemberg,Seldom,0.45722,68,11007,0.45639,0.45805
1997,66 and older,Baden-Wuerttemberg,Never,0.39380,61,11007,0.39299,0.39461
1997,66 and older,Bavaria,At least once per week,0.18539,33,11007,0.18481,0.18598
1997,66 and older,Bavaria,Seldom,0.44689,76,11007,0.44614,0.44764
1997,66 and older,Bavaria,Never,0.36772,62,11007,0.36699,0.36844
1997,66 and older,Saxony,At least once per month,0.26009,34,11007,0.25900,0.26118
1997,66 and older,Saxony,Seldom,0.36790,47,11007,0.36670,0.36910
1997,66 and older,Saxony,Never,0.37201,37,11007,0.37081,0.37321
1997,66 and older,Thuringa,Seldom,1.00000,35,11007,1.00000,1.00000
1999,17-29 y.,Lower Saxony,At least once per week,0.19899,47,12073,0.19823,0.19975
1999,17-29 y.,Lower Saxony,At least once per month,0.40547,93,12073,0.40454,0.40641
1999,17-29 y.,Lower Saxony,Seldom,0.39553,106,12073,0.39461,0.39646
1999,17-29 y.,North Rhine-Westphalia,At least once per week,0.13705,82,12073,0.13662,0.13747
1999,17-29 y.,North Rhine-Westphalia,At least once per month,0.34925,183,12073,0.34866,0.34984
1999,17-29 y.,North Rhine-Westphalia,Seldom,0.45174,274,12073,0.45113,0.45236
1999,17-29 y.,North Rhine-Westphalia,Never,0.06196,47,12073,0.06166,0.06226
1999,17-29 y.,Hesse,At least once per month,0.50620,68,12073,0.50499,0.50741
1999,17-29 y.,Hesse,Seldom,0.49380,79,12073,0.49259,0.49501
1999,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.46567,55,12073,0.46430,0.46703
1999,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.53433,56,12073,0.53297,0.53570
1999,17-29 y.,Baden-Wuerttemberg,At least once per week,0.13986,55,12073,0.13933,0.14039
1999,17-29 y.,Baden-Wuerttemberg,At least once per month,0.32813,136,12073,0.32742,0.32885
1999,17-29 y.,Baden-Wuerttemberg,Seldom,0.44517,180,12073,0.44441,0.44593
1999,17-29 y.,Baden-Wuerttemberg,Never,0.08684,43,12073,0.08641,0.08727
1999,17-29 y.,Bavaria,At least once per week,0.14962,53,12073,0.14908,0.15016
1999,17-29 y.,Bavaria,At least once per month,0.29591,120,12073,0.29522,0.29660
1999,17-29 y.,Bavaria,Seldom,0.44752,162,12073,0.44677,0.44827
1999,17-29 y.,Bavaria,Never,0.10695,40,12073,0.10649,0.10742
1999,17-29 y.,Berlin,At least once per month,0.42122,33,12073,0.41962,0.42282
1999,17-29 y.,Berlin,Seldom,0.57878,50,12073,0.57718,0.58038
1999,17-29 y.,Brandenburg,At least once per month,0.50030,50,12073,0.49867,0.50193
1999,17-29 y.,Brandenburg,Seldom,0.49970,60,12073,0.49807,0.50133
1999,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.44873,40,12073,0.44682,0.45064
1999,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.55127,42,12073,0.54936,0.55318
1999,17-29 y.,Saxony,At least once per month,0.50793,115,12073,0.50666,0.50920
1999,17-29 y.,Saxony,Seldom,0.49207,100,12073,0.49080,0.49334
1999,17-29 y.,Saxony-Anhalt,At least once per month,0.45697,59,12073,0.45527,0.45868
1999,17-29 y.,Saxony-Anhalt,Seldom,0.54303,68,12073,0.54132,0.54473
1999,17-29 y.,Thuringa,At least once per month,0.44214,61,12073,0.44024,0.44403
1999,17-29 y.,Thuringa,Seldom,0.55786,68,12073,0.55597,0.55976
1999,30-45 y.,Schleswig-Holstein,At least once per month,0.43706,43,12073,0.43595,0.43818
1999,30-45 y.,Schleswig-Holstein,Seldom,0.56294,66,12073,0.56182,0.56405
1999,30-45 y.,Lower Saxony,At least once per week,0.09203,37,12073,0.09162,0.09244
1999,30-45 y.,Lower Saxony,At least once per month,0.37483,141,12073,0.37414,0.37551
1999,30-45 y.,Lower Saxony,Seldom,0.53314,219,12073,0.53244,0.53385
1999,30-45 y.,North Rhine-Westphalia,At least once per week,0.06893,81,12073,0.06870,0.06917
1999,30-45 y.,North Rhine-Westphalia,At least once per month,0.32304,294,12073,0.32261,0.32348
1999,30-45 y.,North Rhine-Westphalia,Seldom,0.56479,510,12073,0.56433,0.56525
1999,30-45 y.,North Rhine-Westphalia,Never,0.04324,51,12073,0.04305,0.04343
1999,30-45 y.,Hesse,At least once per month,0.37187,106,12073,0.37101,0.37273
1999,30-45 y.,Hesse,Seldom,0.62813,141,12073,0.62727,0.62899
1999,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.42340,121,12073,0.42250,0.42430
1999,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.57660,133,12073,0.57570,0.57750
1999,30-45 y.,Baden-Wuerttemberg,At least once per week,0.10855,73,12073,0.10819,0.10892
1999,30-45 y.,Baden-Wuerttemberg,At least once per month,0.31213,196,12073,0.31159,0.31268
1999,30-45 y.,Baden-Wuerttemberg,Seldom,0.50127,296,12073,0.50068,0.50186
1999,30-45 y.,Baden-Wuerttemberg,Never,0.07805,59,12073,0.07773,0.07836
1999,30-45 y.,Bavaria,At least once per week,0.09014,54,12073,0.08982,0.09047
1999,30-45 y.,Bavaria,At least once per month,0.27490,190,12073,0.27439,0.27541
1999,30-45 y.,Bavaria,Seldom,0.52640,335,12073,0.52583,0.52697
1999,30-45 y.,Bavaria,Never,0.10856,60,12073,0.10820,0.10892
1999,30-45 y.,Berlin,At least once per month,0.35457,53,12073,0.35346,0.35567
1999,30-45 y.,Berlin,Seldom,0.64543,100,12073,0.64433,0.64654
1999,30-45 y.,Brandenburg,At least once per month,0.37331,60,12073,0.37196,0.37465
1999,30-45 y.,Brandenburg,Seldom,0.62669,104,12073,0.62535,0.62804
1999,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.48549,51,12073,0.48380,0.48717
1999,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.51451,57,12073,0.51283,0.51620
1999,30-45 y.,Saxony,At least once per month,0.40101,135,12073,0.40007,0.40196
1999,30-45 y.,Saxony,Seldom,0.59899,206,12073,0.59804,0.59993
1999,30-45 y.,Saxony-Anhalt,At least once per month,0.41690,69,12073,0.41548,0.41832
1999,30-45 y.,Saxony-Anhalt,Seldom,0.58310,102,12073,0.58168,0.58452
1999,30-45 y.,Thuringa,At least once per month,0.31075,76,12073,0.30950,0.31201
1999,30-45 y.,Thuringa,Seldom,0.68925,138,12073,0.68799,0.69050
1999,46-65 y.,Schleswig-Holstein,Seldom,1.00000,59,12073,1.00000,1.00000
1999,46-65 y.,Lower Saxony,At least once per month,0.24394,93,12073,0.24334,0.24454
1999,46-65 y.,Lower Saxony,Seldom,0.65728,195,12073,0.65662,0.65795
1999,46-65 y.,Lower Saxony,Never,0.09878,31,12073,0.09836,0.09920
1999,46-65 y.,North Rhine-Westphalia,At least once per week,0.10313,83,12073,0.10286,0.10340
1999,46-65 y.,North Rhine-Westphalia,At least once per month,0.24793,213,12073,0.24754,0.24831
1999,46-65 y.,North Rhine-Westphalia,Seldom,0.52278,434,12073,0.52234,0.52323
1999,46-65 y.,North Rhine-Westphalia,Never,0.12616,111,12073,0.12586,0.12645
1999,46-65 y.,Hesse,At least once per week,0.14067,44,12073,0.14013,0.14120
1999,46-65 y.,Hesse,At least once per month,0.26906,80,12073,0.26837,0.26974
1999,46-65 y.,Hesse,Seldom,0.59028,145,12073,0.58952,0.59104
1999,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.39006,62,12073,0.38907,0.39105
1999,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.60994,91,12073,0.60895,0.61093
1999,46-65 y.,Baden-Wuerttemberg,At least once per week,0.11938,63,12073,0.11898,0.11978
1999,46-65 y.,Baden-Wuerttemberg,At least once per month,0.26007,135,12073,0.25953,0.26061
1999,46-65 y.,Baden-Wuerttemberg,Seldom,0.49833,217,12073,0.49771,0.49895
1999,46-65 y.,Baden-Wuerttemberg,Never,0.12221,57,12073,0.12181,0.12262
1999,46-65 y.,Bavaria,At least once per week,0.09942,64,12073,0.09907,0.09976
1999,46-65 y.,Bavaria,At least once per month,0.19228,106,12073,0.19183,0.19273
1999,46-65 y.,Bavaria,Seldom,0.52094,242,12073,0.52037,0.52151
1999,46-65 y.,Bavaria,Never,0.18736,94,12073,0.18691,0.18781
1999,46-65 y.,Berlin,At least once per month,0.33765,42,12073,0.33655,0.33875
1999,46-65 y.,Berlin,Seldom,0.66235,83,12073,0.66125,0.66345
1999,46-65 y.,Brandenburg,At least once per month,0.31980,50,12073,0.31862,0.32098
1999,46-65 y.,Brandenburg,Seldom,0.68020,121,12073,0.67902,0.68138
1999,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.33092,36,12073,0.32947,0.33237
1999,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.66908,76,12073,0.66763,0.67053
1999,46-65 y.,Saxony,At least once per week,0.10053,37,12073,0.09999,0.10108
1999,46-65 y.,Saxony,At least once per month,0.26737,92,12073,0.26657,0.26817
1999,46-65 y.,Saxony,Seldom,0.63210,220,12073,0.63123,0.63297
1999,46-65 y.,Saxony-Anhalt,At least once per month,0.34345,67,12073,0.34231,0.34459
1999,46-65 y.,Saxony-Anhalt,Seldom,0.65655,140,12073,0.65541,0.65769
1999,46-65 y.,Thuringa,At least once per month,0.34673,69,12073,0.34546,0.34801
1999,46-65 y.,Thuringa,Seldom,0.65327,123,12073,0.65199,0.65454
1999,66 and older,Lower Saxony,Seldom,0.60408,64,12073,0.60304,0.60513
1999,66 and older,Lower Saxony,Never,0.39592,39,12073,0.39487,0.39696
1999,66 and older,North Rhine-Westphalia,At least once per month,0.14681,48,12073,0.14636,0.14725
1999,66 and older,North Rhine-Westphalia,Seldom,0.41359,127,12073,0.41297,0.41421
1999,66 and older,North Rhine-Westphalia,Never,0.43960,119,12073,0.43898,0.44022
1999,66 and older,Hesse,Seldom,0.49631,42,12073,0.49520,0.49742
1999,66 and older,Hesse,Never,0.50369,44,12073,0.50258,0.50480
1999,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.40574,44,12073,0.40465,0.40683
1999,66 and older,"Rhineland-Palatinate, Saarland",Never,0.59426,57,12073,0.59317,0.59535
1999,66 and older,Baden-Wuerttemberg,At least once per week,0.16188,35,12073,0.16131,0.16245
1999,66 and older,Baden-Wuerttemberg,At least once per month,0.14502,36,12073,0.14448,0.14557
1999,66 and older,Baden-Wuerttemberg,Seldom,0.32705,67,12073,0.32633,0.32778
1999,66 and older,Baden-Wuerttemberg,Never,0.36605,71,12073,0.36530,0.36679
1999,66 and older,Bavaria,At least once per month,0.18380,47,12073,0.18325,0.18435
1999,66 and older,Bavaria,Seldom,0.42955,106,12073,0.42884,0.43025
1999,66 and older,Bavaria,Never,0.38665,82,12073,0.38596,0.38735
1999,66 and older,Berlin,Seldom,1.00000,34,12073,1.00000,1.00000
1999,66 and older,Brandenburg,Seldom,1.00000,39,12073,1.00000,1.00000
1999,66 and older,Saxony,At least once per month,0.21887,32,12073,0.21791,0.21983
1999,66 and older,Saxony,Seldom,0.47473,67,12073,0.47357,0.47588
1999,66 and older,Saxony,Never,0.30640,39,12073,0.30533,0.30747
1999,66 and older,Saxony-Anhalt,Seldom,1.00000,37,12073,1.00000,1.00000
1999,66 and older,Thuringa,Seldom,1.00000,40,12073,1.00000,1.00000
2001,17-29 y.,Schleswig-Holstein,At least once per month,0.47286,34,20614,0.47090,0.47481
2001,17-29 y.,Schleswig-Holstein,Seldom,0.52714,41,20614,0.52519,0.52910
2001,17-29 y.,Lower Saxony,At least once per week,0.14502,49,20614,0.14432,0.14572
2001,17-29 y.,Lower Saxony,At least once per month,0.47311,134,20614,0.47212,0.47410
2001,17-29 y.,Lower Saxony,Seldom,0.38187,134,20614,0.38091,0.38283
2001,17-29 y.,North Rhine-Westphalia,At least once per week,0.15084,125,20614,0.15038,0.15130
2001,17-29 y.,North Rhine-Westphalia,At least once per month,0.40626,335,20614,0.40564,0.40689
2001,17-29 y.,North Rhine-Westphalia,Seldom,0.38942,317,20614,0.38880,0.39004
2001,17-29 y.,North Rhine-Westphalia,Never,0.05348,48,20614,0.05319,0.05376
2001,17-29 y.,Hesse,At least once per week,0.22069,46,20614,0.21974,0.22164
2001,17-29 y.,Hesse,At least once per month,0.40381,103,20614,0.40269,0.40494
2001,17-29 y.,Hesse,Seldom,0.37550,99,20614,0.37439,0.37661
2001,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.20813,38,20614,0.20705,0.20920
2001,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.34060,65,20614,0.33935,0.34185
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.45127,84,20614,0.44996,0.45259
2001,17-29 y.,Baden-Wuerttemberg,At least once per week,0.19308,115,20614,0.19246,0.19370
2001,17-29 y.,Baden-Wuerttemberg,At least once per month,0.37612,188,20614,0.37535,0.37688
2001,17-29 y.,Baden-Wuerttemberg,Seldom,0.34964,183,20614,0.34889,0.35039
2001,17-29 y.,Baden-Wuerttemberg,Never,0.08117,47,20614,0.08074,0.08160
2001,17-29 y.,Bavaria,At least once per week,0.12332,67,20614,0.12284,0.12380
2001,17-29 y.,Bavaria,At least once per month,0.32310,193,20614,0.32242,0.32379
2001,17-29 y.,Bavaria,Seldom,0.42305,233,20614,0.42233,0.42377
2001,17-29 y.,Bavaria,Never,0.13053,68,20614,0.13003,0.13102
2001,17-29 y.,Berlin,At least once per month,0.56569,69,20614,0.56417,0.56722
2001,17-29 y.,Berlin,Seldom,0.43431,61,20614,0.43278,0.43583
2001,17-29 y.,Brandenburg,At least once per week,0.17595,31,20614,0.17477,0.17713
2001,17-29 y.,Brandenburg,At least once per month,0.38713,74,20614,0.38562,0.38864
2001,17-29 y.,Brandenburg,Seldom,0.43692,88,20614,0.43538,0.43846
2001,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.50540,49,20614,0.50312,0.50769
2001,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.49460,36,20614,0.49231,0.49688
2001,17-29 y.,Saxony,At least once per week,0.23507,64,20614,0.23402,0.23612
2001,17-29 y.,Saxony,At least once per month,0.40107,136,20614,0.39986,0.40228
2001,17-29 y.,Saxony,Seldom,0.36386,106,20614,0.36268,0.36505
2001,17-29 y.,Saxony-Anhalt,At least once per month,0.36624,59,20614,0.36457,0.36790
2001,17-29 y.,Saxony-Anhalt,Seldom,0.63376,105,20614,0.63210,0.63543
2001,17-29 y.,Thuringa,At least once per month,0.54067,96,20614,0.53884,0.54249
2001,17-29 y.,Thuringa,Seldom,0.45933,80,20614,0.45751,0.46116
2001,30-45 y.,Schleswig-Holstein,At least once per month,0.46618,75,20614,0.46484,0.46751
2001,30-45 y.,Schleswig-Holstein,Seldom,0.53382,87,20614,0.53249,0.53516
2001,30-45 y.,Hamburg,At least once per month,0.45290,35,20614,0.45108,0.45472
2001,30-45 y.,Hamburg,Seldom,0.54710,36,20614,0.54528,0.54892
2001,30-45 y.,Lower Saxony,At least once per week,0.14516,84,20614,0.14467,0.14564
2001,30-45 y.,Lower Saxony,At least once per month,0.34389,212,20614,0.34324,0.34455
2001,30-45 y.,Lower Saxony,Seldom,0.45745,299,20614,0.45676,0.45814
2001,30-45 y.,Lower Saxony,Never,0.05350,38,20614,0.05319,0.05381
2001,30-45 y.,North Rhine-Westphalia,At least once per week,0.11063,170,20614,0.11034,0.11092
2001,30-45 y.,North Rhine-Westphalia,At least once per month,0.36332,559,20614,0.36287,0.36377
