year,age_gr,bula_h,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,North Rhine-Westphalia,At least once per month,0.32831,240,11491,0.32779,0.32883
1992,17-29 y.,North Rhine-Westphalia,Seldom,0.49737,331,11491,0.49681,0.49793
1992,17-29 y.,North Rhine-Westphalia,Never,0.06163,55,11491,0.06136,0.06190
1992,17-29 y.,Hesse,At least once per week,0.20884,44,11491,0.20803,0.20964
1992,17-29 y.,Hesse,At least once per month,0.38808,94,11491,0.38711,0.38904
1992,17-29 y.,Hesse,Seldom,0.40309,102,11491,0.40211,0.40406
1992,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.46231,61,11491,0.46111,0.46352
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.53769,76,11491,0.53648,0.53889
1992,17-29 y.,Baden-Wuerttemberg,At least once per week,0.13570,83,11491,0.13523,0.13618
1992,17-29 y.,Baden-Wuerttemberg,At least once per month,0.38874,199,11491,0.38806,0.38941
1992,17-29 y.,Baden-Wuerttemberg,Seldom,0.41149,214,11491,0.41081,0.41217
1992,17-29 y.,Baden-Wuerttemberg,Never,0.06407,47,11491,0.06373,0.06441
1992,17-29 y.,Bavaria,At least once per week,0.07066,51,11491,0.07031,0.07100
1992,17-29 y.,Bavaria,At least once per month,0.32309,158,11491,0.32246,0.32371
1992,17-29 y.,Bavaria,Seldom,0.49920,217,11491,0.49853,0.49986
1992,17-29 y.,Bavaria,Never,0.10706,54,11491,0.10665,0.10747
1992,17-29 y.,Berlin,At least once per month,0.51548,60,11491,0.51419,0.51678
1992,17-29 y.,Berlin,Seldom,0.48452,60,11491,0.48322,0.48581
1992,17-29 y.,Brandenburg,At least once per month,0.42157,55,11491,0.42010,0.42304
1992,17-29 y.,Brandenburg,Seldom,0.57843,74,11491,0.57696,0.57990
1992,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.43185,32,11491,0.43000,0.43371
1992,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.56815,52,11491,0.56629,0.57000
1992,17-29 y.,Saxony,At least once per month,0.45738,92,11491,0.45618,0.45858
1992,17-29 y.,Saxony,Seldom,0.54262,118,11491,0.54142,0.54382
1992,17-29 y.,Saxony-Anhalt,At least once per month,0.38923,65,11491,0.38789,0.39058
1992,17-29 y.,Saxony-Anhalt,Seldom,0.61077,106,11491,0.60942,0.61211
1992,17-29 y.,Thuringa,At least once per month,0.46304,67,11491,0.46159,0.46450
1992,17-29 y.,Thuringa,Seldom,0.53696,84,11491,0.53550,0.53841
1992,30-45 y.,Schleswig-Holstein,Seldom,1.00000,49,11491,1.00000,1.00000
1992,30-45 y.,Lower Saxony,At least once per month,0.31841,68,11491,0.31758,0.31925
1992,30-45 y.,Lower Saxony,Seldom,0.68159,137,11491,0.68075,0.68242
1992,30-45 y.,North Rhine-Westphalia,At least once per week,0.06865,61,11491,0.06841,0.06888
1992,30-45 y.,North Rhine-Westphalia,At least once per month,0.28115,236,11491,0.28073,0.28156
1992,30-45 y.,North Rhine-Westphalia,Seldom,0.58193,460,11491,0.58148,0.58239
1992,30-45 y.,North Rhine-Westphalia,Never,0.06827,68,11491,0.06804,0.06850
1992,30-45 y.,Hesse,At least once per month,0.38888,102,11491,0.38793,0.38982
1992,30-45 y.,Hesse,Seldom,0.61112,127,11491,0.61018,0.61207
1992,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.36352,56,11491,0.36250,0.36454
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.63648,96,11491,0.63546,0.63750
1992,30-45 y.,Baden-Wuerttemberg,At least once per week,0.09240,55,11491,0.09202,0.09277
1992,30-45 y.,Baden-Wuerttemberg,At least once per month,0.31261,160,11491,0.31202,0.31320
1992,30-45 y.,Baden-Wuerttemberg,Seldom,0.49503,246,11491,0.49439,0.49567
1992,30-45 y.,Baden-Wuerttemberg,Never,0.09997,63,11491,0.09958,0.10035
1992,30-45 y.,Bavaria,At least once per week,0.05469,34,11491,0.05442,0.05497
1992,30-45 y.,Bavaria,At least once per month,0.32399,154,11491,0.32343,0.32455
1992,30-45 y.,Bavaria,Seldom,0.47574,227,11491,0.47514,0.47634
1992,30-45 y.,Bavaria,Never,0.14557,71,11491,0.14515,0.14600
1992,30-45 y.,Berlin,At least once per month,0.42718,72,11491,0.42597,0.42838
1992,30-45 y.,Berlin,Seldom,0.57282,99,11491,0.57162,0.57403
1992,30-45 y.,Brandenburg,At least once per month,0.35198,77,11491,0.35075,0.35322
1992,30-45 y.,Brandenburg,Seldom,0.64802,130,11491,0.64678,0.64925
1992,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.27126,39,11491,0.26984,0.27267
1992,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.72874,97,11491,0.72733,0.73016
1992,30-45 y.,Saxony,At least once per week,0.08651,34,11491,0.08596,0.08705
1992,30-45 y.,Saxony,At least once per month,0.28549,104,11491,0.28461,0.28637
1992,30-45 y.,Saxony,Seldom,0.62800,253,11491,0.62707,0.62894
1992,30-45 y.,Saxony-Anhalt,At least once per month,0.31125,71,11491,0.31000,0.31250
1992,30-45 y.,Saxony-Anhalt,Seldom,0.68875,165,11491,0.68750,0.69000
1992,30-45 y.,Thuringa,At least once per month,0.37603,72,11491,0.37461,0.37746
1992,30-45 y.,Thuringa,Seldom,0.62397,132,11491,0.62254,0.62539
1992,46-65 y.,Schleswig-Holstein,Seldom,1.00000,53,11491,1.00000,1.00000
1992,46-65 y.,Lower Saxony,At least once per month,0.25493,75,11491,0.25431,0.25555
1992,46-65 y.,Lower Saxony,Seldom,0.57156,184,11491,0.57086,0.57226
1992,46-65 y.,Lower Saxony,Never,0.17351,44,11491,0.17297,0.17405
1992,46-65 y.,North Rhine-Westphalia,At least once per week,0.09863,77,11491,0.09834,0.09892
1992,46-65 y.,North Rhine-Westphalia,At least once per month,0.19631,163,11491,0.19593,0.19670
1992,46-65 y.,North Rhine-Westphalia,Seldom,0.55615,367,11491,0.55567,0.55663
1992,46-65 y.,North Rhine-Westphalia,Never,0.14891,107,11491,0.14856,0.14925
1992,46-65 y.,Hesse,At least once per week,0.10126,31,11491,0.10078,0.10174
1992,46-65 y.,Hesse,At least once per month,0.26407,85,11491,0.26337,0.26477
1992,46-65 y.,Hesse,Seldom,0.46850,113,11491,0.46771,0.46930
1992,46-65 y.,Hesse,Never,0.16617,61,11491,0.16558,0.16676
1992,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.39571,63,11491,0.39473,0.39668
1992,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.60429,85,11491,0.60332,0.60527
1992,46-65 y.,Baden-Wuerttemberg,At least once per week,0.11044,63,11491,0.11005,0.11082
1992,46-65 y.,Baden-Wuerttemberg,At least once per month,0.25502,137,11491,0.25449,0.25556
1992,46-65 y.,Baden-Wuerttemberg,Seldom,0.52085,248,11491,0.52024,0.52146
1992,46-65 y.,Baden-Wuerttemberg,Never,0.11369,66,11491,0.11330,0.11408
1992,46-65 y.,Bavaria,At least once per week,0.13642,65,11491,0.13602,0.13683
1992,46-65 y.,Bavaria,At least once per month,0.20938,94,11491,0.20890,0.20986
1992,46-65 y.,Bavaria,Seldom,0.49772,222,11491,0.49712,0.49831
1992,46-65 y.,Bavaria,Never,0.15648,78,11491,0.15605,0.15691
1992,46-65 y.,Berlin,At least once per month,0.19513,34,11491,0.19429,0.19597
1992,46-65 y.,Berlin,Seldom,0.60033,108,11491,0.59930,0.60137
1992,46-65 y.,Berlin,Never,0.20454,31,11491,0.20369,0.20539
1992,46-65 y.,Brandenburg,At least once per month,0.31254,46,11491,0.31133,0.31375
1992,46-65 y.,Brandenburg,Seldom,0.68746,106,11491,0.68625,0.68867
1992,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.29857,32,11491,0.29723,0.29992
1992,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.70143,84,11491,0.70008,0.70277
1992,46-65 y.,Saxony,At least once per month,0.24017,84,11491,0.23943,0.24092
1992,46-65 y.,Saxony,Seldom,0.64392,225,11491,0.64308,0.64475
1992,46-65 y.,Saxony,Never,0.11591,35,11491,0.11535,0.11647
1992,46-65 y.,Saxony-Anhalt,At least once per month,0.29411,50,11491,0.29298,0.29524
1992,46-65 y.,Saxony-Anhalt,Seldom,0.70589,130,11491,0.70476,0.70702
1992,46-65 y.,Thuringa,At least once per month,0.31450,54,11491,0.31327,0.31573
1992,46-65 y.,Thuringa,Seldom,0.68550,118,11491,0.68427,0.68673
1992,66 and older,Lower Saxony,Seldom,0.46995,40,11491,0.46882,0.47108
1992,66 and older,Lower Saxony,Never,0.53005,45,11491,0.52892,0.53118
1992,66 and older,North Rhine-Westphalia,At least once per month,0.21454,52,11491,0.21398,0.21511
1992,66 and older,North Rhine-Westphalia,Seldom,0.29805,68,11491,0.29742,0.29868
1992,66 and older,North Rhine-Westphalia,Never,0.48741,105,11491,0.48672,0.48810
1992,66 and older,Hesse,Never,1.00000,43,11491,1.00000,1.00000
1992,66 and older,"Rhineland-Palatinate, Saarland",Never,1.00000,46,11491,1.00000,1.00000
1992,66 and older,Baden-Wuerttemberg,Seldom,0.38996,52,11491,0.38903,0.39088
1992,66 and older,Baden-Wuerttemberg,Never,0.61004,68,11491,0.60912,0.61097
1992,66 and older,Bavaria,Seldom,0.38128,59,11491,0.38046,0.38210
1992,66 and older,Bavaria,Never,0.61872,87,11491,0.61790,0.61954
1992,66 and older,Saxony,Seldom,0.34071,38,11491,0.33946,0.34197
1992,66 and older,Saxony,Never,0.65929,57,11491,0.65803,0.66054
1992,66 and older,Saxony-Anhalt,Seldom,1.00000,37,11491,1.00000,1.00000
1994,17-29 y.,Schleswig-Holstein,Seldom,1.00000,45,11126,1.00000,1.00000
1994,17-29 y.,Lower Saxony,At least once per month,0.43816,103,11126,0.43720,0.43912
1994,17-29 y.,Lower Saxony,Seldom,0.56184,136,11126,0.56088,0.56280
1994,17-29 y.,North Rhine-Westphalia,At least once per week,0.13456,88,11126,0.13417,0.13495
1994,17-29 y.,North Rhine-Westphalia,At least once per month,0.31504,194,11126,0.31451,0.31557
1994,17-29 y.,North Rhine-Westphalia,Seldom,0.50000,332,11126,0.49943,0.50058
1994,17-29 y.,North Rhine-Westphalia,Never,0.05039,44,11126,0.05014,0.05065
1994,17-29 y.,Hesse,At least once per week,0.12002,33,11126,0.11937,0.12068
1994,17-29 y.,Hesse,At least once per month,0.37060,84,11126,0.36962,0.37157
1994,17-29 y.,Hesse,Seldom,0.50938,112,11126,0.50837,0.51039
1994,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.49477,50,11126,0.49345,0.49610
1994,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.50523,62,11126,0.50390,0.50655
1994,17-29 y.,Baden-Wuerttemberg,At least once per week,0.11424,66,11126,0.11381,0.11467
1994,17-29 y.,Baden-Wuerttemberg,At least once per month,0.37378,202,11126,0.37313,0.37444
1994,17-29 y.,Baden-Wuerttemberg,Seldom,0.45063,235,11126,0.44995,0.45130
1994,17-29 y.,Baden-Wuerttemberg,Never,0.06135,40,11126,0.06103,0.06168
1994,17-29 y.,Bavaria,At least once per week,0.11120,49,11126,0.11075,0.11166
1994,17-29 y.,Bavaria,At least once per month,0.33210,145,11126,0.33141,0.33278
1994,17-29 y.,Bavaria,Seldom,0.48167,193,11126,0.48094,0.48239
1994,17-29 y.,Bavaria,Never,0.07503,40,11126,0.07465,0.07542
1994,17-29 y.,Berlin,At least once per month,0.49795,50,11126,0.49657,0.49934
1994,17-29 y.,Berlin,Seldom,0.50205,51,11126,0.50066,0.50343
1994,17-29 y.,Brandenburg,At least once per month,0.38592,38,11126,0.38437,0.38748
1994,17-29 y.,Brandenburg,Seldom,0.61408,76,11126,0.61252,0.61563
1994,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.41366,34,11126,0.41177,0.41555
1994,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.58634,44,11126,0.58445,0.58823
1994,17-29 y.,Saxony,At least once per month,0.40890,81,11126,0.40765,0.41015
1994,17-29 y.,Saxony,Seldom,0.59110,121,11126,0.58985,0.59235
1994,17-29 y.,Saxony-Anhalt,At least once per month,0.43035,51,11126,0.42890,0.43180
1994,17-29 y.,Saxony-Anhalt,Seldom,0.56965,91,11126,0.56820,0.57110
1994,17-29 y.,Thuringa,At least once per month,0.46420,55,11126,0.46270,0.46571
1994,17-29 y.,Thuringa,Seldom,0.53580,80,11126,0.53429,0.53730
1994,30-45 y.,Schleswig-Holstein,Seldom,1.00000,58,11126,1.00000,1.00000
1994,30-45 y.,Hamburg,Seldom,1.00000,31,11126,1.00000,1.00000
1994,30-45 y.,Lower Saxony,At least once per month,0.35306,83,11126,0.35226,0.35386
1994,30-45 y.,Lower Saxony,Seldom,0.64694,141,11126,0.64614,0.64774
1994,30-45 y.,North Rhine-Westphalia,At least once per week,0.04626,45,11126,0.04607,0.04645
1994,30-45 y.,North Rhine-Westphalia,At least once per month,0.28596,226,11126,0.28555,0.28637
1994,30-45 y.,North Rhine-Westphalia,Seldom,0.60084,481,11126,0.60040,0.60129
1994,30-45 y.,North Rhine-Westphalia,Never,0.06694,62,11126,0.06671,0.06717
1994,30-45 y.,Hesse,At least once per month,0.37573,85,11126,0.37480,0.37665
1994,30-45 y.,Hesse,Seldom,0.62427,134,11126,0.62335,0.62520
1994,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.39372,68,11126,0.39278,0.39465
1994,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.60628,101,11126,0.60535,0.60722
1994,30-45 y.,Baden-Wuerttemberg,At least once per week,0.09720,49,11126,0.09682,0.09758
1994,30-45 y.,Baden-Wuerttemberg,At least once per month,0.31943,174,11126,0.31883,0.32002
1994,30-45 y.,Baden-Wuerttemberg,Seldom,0.49559,231,11126,0.49494,0.49623
1994,30-45 y.,Baden-Wuerttemberg,Never,0.08779,48,11126,0.08743,0.08815
1994,30-45 y.,Bavaria,At least once per month,0.26525,140,11126,0.26473,0.26577
1994,30-45 y.,Bavaria,Seldom,0.55702,263,11126,0.55643,0.55761
1994,30-45 y.,Bavaria,Never,0.17773,73,11126,0.17728,0.17818
1994,30-45 y.,Berlin,At least once per month,0.39244,64,11126,0.39130,0.39359
1994,30-45 y.,Berlin,Seldom,0.60756,99,11126,0.60641,0.60870
1994,30-45 y.,Brandenburg,At least once per month,0.35460,63,11126,0.35339,0.35582
1994,30-45 y.,Brandenburg,Seldom,0.64540,124,11126,0.64418,0.64661
1994,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.33505,37,11126,0.33361,0.33648
1994,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.66495,95,11126,0.66352,0.66639
1994,30-45 y.,Saxony,At least once per month,0.35607,116,11126,0.35513,0.35701
1994,30-45 y.,Saxony,Seldom,0.64393,229,11126,0.64299,0.64487
1994,30-45 y.,Saxony-Anhalt,At least once per month,0.38760,80,11126,0.38624,0.38897
1994,30-45 y.,Saxony-Anhalt,Seldom,0.61240,121,11126,0.61103,0.61376
1994,30-45 y.,Thuringa,At least once per month,0.36769,68,11126,0.36637,0.36902
1994,30-45 y.,Thuringa,Seldom,0.63231,137,11126,0.63098,0.63363
1994,46-65 y.,Schleswig-Holstein,Seldom,1.00000,53,11126,1.00000,1.00000
1994,46-65 y.,Lower Saxony,At least once per month,0.24426,70,11126,0.24363,0.24489
1994,46-65 y.,Lower Saxony,Seldom,0.62085,172,11126,0.62014,0.62156
1994,46-65 y.,Lower Saxony,Never,0.13489,37,11126,0.13439,0.13539
1994,46-65 y.,North Rhine-Westphalia,At least once per week,0.07114,51,11126,0.07089,0.07138
1994,46-65 y.,North Rhine-Westphalia,At least once per month,0.22825,171,11126,0.22786,0.22865
1994,46-65 y.,North Rhine-Westphalia,Seldom,0.56160,372,11126,0.56113,0.56207
1994,46-65 y.,North Rhine-Westphalia,Never,0.13901,104,11126,0.13868,0.13934
1994,46-65 y.,Hesse,At least once per week,0.13162,36,11126,0.13110,0.13215
1994,46-65 y.,Hesse,At least once per month,0.25511,85,11126,0.25444,0.25579
1994,46-65 y.,Hesse,Seldom,0.45028,121,11126,0.44951,0.45105
1994,46-65 y.,Hesse,Never,0.16298,47,11126,0.16241,0.16355
1994,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.39560,52,11126,0.39457,0.39663
1994,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.60440,75,11126,0.60337,0.60543
1994,46-65 y.,Baden-Wuerttemberg,At least once per week,0.10794,73,11126,0.10756,0.10832
1994,46-65 y.,Baden-Wuerttemberg,At least once per month,0.28045,149,11126,0.27990,0.28099
1994,46-65 y.,Baden-Wuerttemberg,Seldom,0.49471,214,11126,0.49410,0.49532
1994,46-65 y.,Baden-Wuerttemberg,Never,0.11691,65,11126,0.11652,0.11730
1994,46-65 y.,Bavaria,At least once per week,0.11529,51,11126,0.11491,0.11567
1994,46-65 y.,Bavaria,At least once per month,0.18366,88,11126,0.18320,0.18412
1994,46-65 y.,Bavaria,Seldom,0.55352,241,11126,0.55292,0.55411
1994,46-65 y.,Bavaria,Never,0.14753,68,11126,0.14711,0.14796
1994,46-65 y.,Berlin,At least once per month,0.23354,37,11126,0.23262,0.23447
1994,46-65 y.,Berlin,Seldom,0.76646,106,11126,0.76553,0.76738
1994,46-65 y.,Brandenburg,At least once per month,0.30982,47,11126,0.30864,0.31101
1994,46-65 y.,Brandenburg,Seldom,0.69018,105,11126,0.68899,0.69136
1994,46-65 y.,Mecklenburg-Western Pomerania,Seldom,1.00000,81,11126,1.00000,1.00000
1994,46-65 y.,Saxony,At least once per month,0.22616,87,11126,0.22540,0.22691
1994,46-65 y.,Saxony,Seldom,0.64800,205,11126,0.64714,0.64886
1994,46-65 y.,Saxony,Never,0.12585,35,11126,0.12525,0.12644
1994,46-65 y.,Saxony-Anhalt,At least once per month,0.26029,46,11126,0.25929,0.26128
1994,46-65 y.,Saxony-Anhalt,Seldom,0.57071,131,11126,0.56958,0.57183
1994,46-65 y.,Saxony-Anhalt,Never,0.16900,33,11126,0.16815,0.16985
1994,46-65 y.,Thuringa,At least once per month,0.25362,38,11126,0.25240,0.25484
1994,46-65 y.,Thuringa,Seldom,0.74638,117,11126,0.74516,0.74760
1994,66 and older,Lower Saxony,Seldom,0.49418,47,11126,0.49309,0.49527
1994,66 and older,Lower Saxony,Never,0.50582,45,11126,0.50473,0.50691
1994,66 and older,North Rhine-Westphalia,At least once per month,0.17582,46,11126,0.17532,0.17631
1994,66 and older,North Rhine-Westphalia,Seldom,0.39008,96,11126,0.38944,0.39071
1994,66 and older,North Rhine-Westphalia,Never,0.43411,113,11126,0.43346,0.43475
1994,66 and older,Hesse,Seldom,0.43735,32,11126,0.43620,0.43850
1994,66 and older,Hesse,Never,0.56265,36,11126,0.56150,0.56380
1994,66 and older,"Rhineland-Palatinate, Saarland",Never,1.00000,36,11126,1.00000,1.00000
1994,66 and older,Baden-Wuerttemberg,At least once per month,0.21139,32,11126,0.21072,0.21206
1994,66 and older,Baden-Wuerttemberg,Seldom,0.38073,61,11126,0.37994,0.38153
1994,66 and older,Baden-Wuerttemberg,Never,0.40788,62,11126,0.40707,0.40868
1994,66 and older,Bavaria,At least once per month,0.17051,34,11126,0.16993,0.17110
1994,66 and older,Bavaria,Seldom,0.36781,65,11126,0.36706,0.36855
1994,66 and older,Bavaria,Never,0.46168,74,11126,0.46091,0.46246
1994,66 and older,Saxony,Seldom,0.34530,38,11126,0.34406,0.34654
1994,66 and older,Saxony,Never,0.65470,63,11126,0.65346,0.65594
1994,66 and older,Thuringa,Never,1.00000,32,11126,1.00000,1.00000
1996,17-29 y.,Schleswig-Holstein,Seldom,1.00000,35,11440,1.00000,1.00000
1996,17-29 y.,Lower Saxony,At least once per week,0.12961,34,11440,0.12897,0.13026
1996,17-29 y.,Lower Saxony,At least once per month,0.37146,90,11440,0.37053,0.37239
1996,17-29 y.,Lower Saxony,Seldom,0.49893,122,11440,0.49796,0.49989
1996,17-29 y.,North Rhine-Westphalia,At least once per week,0.12718,87,11440,0.12679,0.12757
1996,17-29 y.,North Rhine-Westphalia,At least once per month,0.37756,227,11440,0.37699,0.37813
1996,17-29 y.,North Rhine-Westphalia,Seldom,0.43721,287,11440,0.43662,0.43779
1996,17-29 y.,North Rhine-Westphalia,Never,0.05806,45,11440,0.05778,0.05833
1996,17-29 y.,Hesse,At least once per week,0.16483,33,11440,0.16402,0.16563
1996,17-29 y.,Hesse,At least once per month,0.41395,71,11440,0.41288,0.41501
1996,17-29 y.,Hesse,Seldom,0.42123,88,11440,0.42016,0.42230
1996,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.42639,50,11440,0.42509,0.42769
1996,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.57361,68,11440,0.57231,0.57491
1996,17-29 y.,Baden-Wuerttemberg,At least once per week,0.16275,83,11440,0.16220,0.16330
1996,17-29 y.,Baden-Wuerttemberg,At least once per month,0.38541,167,11440,0.38469,0.38613
1996,17-29 y.,Baden-Wuerttemberg,Seldom,0.39798,180,11440,0.39726,0.39871
1996,17-29 y.,Baden-Wuerttemberg,Never,0.05386,32,11440,0.05352,0.05419
1996,17-29 y.,Bavaria,At least once per week,0.12869,48,11440,0.12820,0.12918
1996,17-29 y.,Bavaria,At least once per month,0.34913,159,11440,0.34842,0.34983
1996,17-29 y.,Bavaria,Seldom,0.44353,177,11440,0.44280,0.44426
1996,17-29 y.,Bavaria,Never,0.07865,34,11440,0.07826,0.07905
1996,17-29 y.,Berlin,At least once per month,0.51037,45,11440,0.50890,0.51184
1996,17-29 y.,Berlin,Seldom,0.48963,45,11440,0.48816,0.49110
1996,17-29 y.,Brandenburg,At least once per month,0.56122,61,11440,0.55964,0.56279
1996,17-29 y.,Brandenburg,Seldom,0.43878,55,11440,0.43721,0.44036
1996,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.38212,31,11440,0.38031,0.38394
1996,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.61788,56,11440,0.61606,0.61969
1996,17-29 y.,Saxony,At least once per month,0.49236,110,11440,0.49112,0.49360
1996,17-29 y.,Saxony,Seldom,0.50764,103,11440,0.50640,0.50888
1996,17-29 y.,Saxony-Anhalt,At least once per month,0.50267,60,11440,0.50109,0.50425
1996,17-29 y.,Saxony-Anhalt,Seldom,0.49733,66,11440,0.49575,0.49891
1996,17-29 y.,Thuringa,At least once per month,0.47163,55,11440,0.46981,0.47345
1996,17-29 y.,Thuringa,Seldom,0.52837,63,11440,0.52655,0.53019
1996,30-45 y.,Schleswig-Holstein,Seldom,1.00000,52,11440,1.00000,1.00000
1996,30-45 y.,Lower Saxony,At least once per week,0.10935,41,11440,0.10890,0.10980
1996,30-45 y.,Lower Saxony,At least once per month,0.34867,120,11440,0.34798,0.34935
1996,30-45 y.,Lower Saxony,Seldom,0.54199,186,11440,0.54127,0.54270
1996,30-45 y.,North Rhine-Westphalia,At least once per week,0.09050,86,11440,0.09023,0.09076
1996,30-45 y.,North Rhine-Westphalia,At least once per month,0.35130,307,11440,0.35086,0.35174
1996,30-45 y.,North Rhine-Westphalia,Seldom,0.50959,428,11440,0.50913,0.51005
1996,30-45 y.,North Rhine-Westphalia,Never,0.04861,51,11440,0.04841,0.04881
1996,30-45 y.,Hesse,At least once per week,0.12367,35,11440,0.12312,0.12422
1996,30-45 y.,Hesse,At least once per month,0.34068,100,11440,0.33989,0.34148
1996,30-45 y.,Hesse,Seldom,0.53565,148,11440,0.53481,0.53649
1996,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.43230,91,11440,0.43139,0.43320
1996,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.56770,116,11440,0.56680,0.56861
1996,30-45 y.,Baden-Wuerttemberg,At least once per week,0.11843,72,11440,0.11804,0.11883
1996,30-45 y.,Baden-Wuerttemberg,At least once per month,0.39020,223,11440,0.38961,0.39079
1996,30-45 y.,Baden-Wuerttemberg,Seldom,0.41911,231,11440,0.41851,0.41971
1996,30-45 y.,Baden-Wuerttemberg,Never,0.07225,41,11440,0.07194,0.07257
1996,30-45 y.,Bavaria,At least once per week,0.10313,57,11440,0.10278,0.10348
1996,30-45 y.,Bavaria,At least once per month,0.31335,181,11440,0.31281,0.31389
1996,30-45 y.,Bavaria,Seldom,0.48414,277,11440,0.48356,0.48473
1996,30-45 y.,Bavaria,Never,0.09938,52,11440,0.09903,0.09973
1996,30-45 y.,Berlin,At least once per month,0.47918,66,11440,0.47801,0.48034
1996,30-45 y.,Berlin,Seldom,0.52082,83,11440,0.51966,0.52199
1996,30-45 y.,Brandenburg,At least once per month,0.37228,71,11440,0.37102,0.37353
1996,30-45 y.,Brandenburg,Seldom,0.62772,114,11440,0.62647,0.62898
1996,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.47333,54,11440,0.47171,0.47495
1996,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.52667,60,11440,0.52505,0.52829
1996,30-45 y.,Saxony,At least once per week,0.11326,36,11440,0.11266,0.11386
1996,30-45 y.,Saxony,At least once per month,0.34642,122,11440,0.34551,0.34733
1996,30-45 y.,Saxony,Seldom,0.54032,195,11440,0.53937,0.54127
1996,30-45 y.,Saxony-Anhalt,At least once per month,0.43980,85,11440,0.43838,0.44123
1996,30-45 y.,Saxony-Anhalt,Seldom,0.56020,104,11440,0.55877,0.56162
1996,30-45 y.,Thuringa,At least once per month,0.42586,84,11440,0.42455,0.42716
1996,30-45 y.,Thuringa,Seldom,0.57414,126,11440,0.57284,0.57545
1996,46-65 y.,Schleswig-Holstein,Seldom,1.00000,45,11440,1.00000,1.00000
1996,46-65 y.,Lower Saxony,At least once per week,0.13780,38,11440,0.13731,0.13829
1996,46-65 y.,Lower Saxony,At least once per month,0.24872,88,11440,0.24811,0.24933
1996,46-65 y.,Lower Saxony,Seldom,0.61348,160,11440,0.61278,0.61417
1996,46-65 y.,North Rhine-Westphalia,At least once per week,0.11166,97,11440,0.11138,0.11195
1996,46-65 y.,North Rhine-Westphalia,At least once per month,0.25710,208,11440,0.25670,0.25750
1996,46-65 y.,North Rhine-Westphalia,Seldom,0.51244,360,11440,0.51198,0.51290
1996,46-65 y.,North Rhine-Westphalia,Never,0.11879,89,11440,0.11850,0.11909
1996,46-65 y.,Hesse,At least once per week,0.13549,40,11440,0.13496,0.13603
1996,46-65 y.,Hesse,At least once per month,0.30569,80,11440,0.30497,0.30641
1996,46-65 y.,Hesse,Seldom,0.39859,106,11440,0.39783,0.39936
1996,46-65 y.,Hesse,Never,0.16022,46,11440,0.15965,0.16079
1996,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.23277,35,11440,0.23196,0.23358
1996,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.28871,51,11440,0.28784,0.28958
1996,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.47852,70,11440,0.47756,0.47948
1996,46-65 y.,Baden-Wuerttemberg,At least once per week,0.16910,80,11440,0.16862,0.16957
1996,46-65 y.,Baden-Wuerttemberg,At least once per month,0.27090,148,11440,0.27034,0.27146
1996,46-65 y.,Baden-Wuerttemberg,Seldom,0.47904,205,11440,0.47841,0.47967
1996,46-65 y.,Baden-Wuerttemberg,Never,0.08096,37,11440,0.08062,0.08131
1996,46-65 y.,Bavaria,At least once per week,0.17301,67,11440,0.17257,0.17345
1996,46-65 y.,Bavaria,At least once per month,0.22589,112,11440,0.22541,0.22637
1996,46-65 y.,Bavaria,Seldom,0.48268,220,11440,0.48210,0.48325
