,Unnamed: 0,year,bula_h,sampreg,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
28,28,1985,Bavaria,West,At least once per week,0.10197,216,10795,0.09356,0.11136
29,29,1985,Bavaria,West,At least once per month,0.21015,434,10795,0.20131,0.22002
30,30,1985,Bavaria,West,Seldom,0.45565,837,10795,0.44481,0.46935
31,31,1985,Bavaria,West,Never,0.23223,392,10795,0.22238,0.24283
32,32,1985,Berlin,West,At least once per month,0.2909,114,10795,0.2608,0.31875
33,33,1985,Berlin,West,Seldom,0.39646,149,10795,0.36661,0.43177
34,34,1985,Berlin,West,Never,0.31264,79,10795,0.27085,0.34941
35,35,1986,Schleswig-Holstein,West,At least once per month,0.1922,54,10394,0.16749,0.21567
36,36,1986,Schleswig-Holstein,West,Seldom,0.63413,189,10394,0.60323,0.66567
37,37,1986,Schleswig-Holstein,West,Never,0.17368,54,10394,0.14387,0.20332
38,38,1986,Hamburg,West,At least once per month,0.22625,72,10394,0.18652,0.26763
39,39,1986,Hamburg,West,Seldom,0.53089,118,10394,0.48376,0.57953
40,40,1986,Hamburg,West,Never,0.24286,46,10394,0.20346,0.28012
41,41,1986,Lower Saxony,West,At least once per week,0.06297,71,10394,0.05348,0.074
42,42,1986,Lower Saxony,West,At least once per month,0.18029,213,10394,0.1695,0.19025
43,43,1986,Lower Saxony,West,Seldom,0.55815,618,10394,0.53801,0.57891
44,44,1986,Lower Saxony,West,Never,0.19859,196,10394,0.18552,0.21352
45,45,1986,Bremen,West,Seldom,1.0,57,10394,0.87224,1.12878
46,46,1986,North Rhine-Westphalia,West,At least once per week,0.08109,237,10394,0.07446,0.08736
47,47,1986,North Rhine-Westphalia,West,At least once per month,0.20534,659,10394,0.19532,0.21524
48,48,1986,North Rhine-Westphalia,West,Seldom,0.50679,1437,10394,0.48978,0.52044
49,49,1986,North Rhine-Westphalia,West,Never,0.20678,507,10394,0.19685,0.21796
50,50,1986,Hesse,West,At least once per week,0.09497,123,10394,0.08163,0.10877
51,51,1986,Hesse,West,At least once per month,0.2369,274,10394,0.22202,0.25542
52,52,1986,Hesse,West,Seldom,0.42796,448,10394,0.40019,0.45285
53,53,1986,Hesse,West,Never,0.24017,200,10394,0.21849,0.26073
54,54,1986,"Rhineland-Palatinate, Saarland",West,At least once per week,0.06103,49,10394,0.05171,0.06956
55,55,1986,"Rhineland-Palatinate, Saarland",West,At least once per month,0.2456,200,10394,0.2278,0.26187
56,56,1986,"Rhineland-Palatinate, Saarland",West,Seldom,0.47188,362,10394,0.45331,0.49365
57,57,1986,"Rhineland-Palatinate, Saarland",West,Never,0.22149,152,10394,0.20218,0.24145
58,58,1986,Baden-Wuerttemberg,West,At least once per week,0.09357,194,10394,0.0816,0.10379
59,59,1986,Baden-Wuerttemberg,West,At least once per month,0.19527,418,10394,0.18014,0.20932
60,60,1986,Baden-Wuerttemberg,West,Seldom,0.4731,889,10394,0.4553,0.491
61,61,1986,Baden-Wuerttemberg,West,Never,0.23805,474,10394,0.21704,0.25656
62,62,1986,Bavaria,West,At least once per week,0.08412,168,10394,0.07673,0.09214
63,63,1986,Bavaria,West,At least once per month,0.21295,427,10394,0.20353,0.22269
64,64,1986,Bavaria,West,Seldom,0.42543,759,10394,0.40904,0.43927
65,65,1986,Bavaria,West,Never,0.2775,405,10394,0.26145,0.28968
66,66,1986,Berlin,West,At least once per month,0.21851,90,10394,0.18571,0.24767
67,67,1986,Berlin,West,Seldom,0.43016,152,10394,0.39378,0.47295
68,68,1986,Berlin,West,Never,0.35133,82,10394,0.30553,0.39659
69,69,1988,Schleswig-Holstein,West,At least once per month,0.18166,56,9802,0.15217,0.20802
70,70,1988,Schleswig-Holstein,West,Seldom,0.6314,189,9802,0.58634,0.6723
71,71,1988,Schleswig-Holstein,West,Never,0.18694,50,9802,0.16524,0.20878
72,72,1988,Hamburg,West,At least once per month,0.24224,62,9802,0.19602,0.29599
73,73,1988,Hamburg,West,Seldom,0.53278,91,9802,0.47295,0.58663
74,74,1988,Hamburg,West,Never,0.22498,40,9802,0.18745,0.26703
75,75,1988,Lower Saxony,West,At least once per week,0.04912,54,9802,0.04135,0.05649
76,76,1988,Lower Saxony,West,At least once per month,0.20567,233,9802,0.19431,0.22241
77,77,1988,Lower Saxony,West,Seldom,0.55553,581,9802,0.52875,0.57695
78,78,1988,Lower Saxony,West,Never,0.18969,172,9802,0.17443,0.20475
79,79,1988,Bremen,West,Seldom,1.0,56,9802,0.86598,1.14546
80,80,1988,North Rhine-Westphalia,West,At least once per week,0.06375,198,9802,0.05736,0.07131
81,81,1988,North Rhine-Westphalia,West,At least once per month,0.1849,530,9802,0.17611,0.19531
82,82,1988,North Rhine-Westphalia,West,Seldom,0.50914,1364,9802,0.4929,0.52859
83,83,1988,North Rhine-Westphalia,West,Never,0.24222,586,9802,0.22966,0.2535
84,84,1988,Hesse,West,At least once per week,0.12354,155,9802,0.10341,0.14683
85,85,1988,Hesse,West,At least once per month,0.20082,215,9802,0.18198,0.21864
86,86,1988,Hesse,West,Seldom,0.44205,405,9802,0.41108,0.47231
87,87,1988,Hesse,West,Never,0.2336,222,9802,0.21116,0.2581
88,88,1988,"Rhineland-Palatinate, Saarland",West,At least once per week,0.0612,44,9802,0.05389,0.0695
89,89,1988,"Rhineland-Palatinate, Saarland",West,At least once per month,0.24354,168,9802,0.2257,0.25877
90,90,1988,"Rhineland-Palatinate, Saarland",West,Seldom,0.45339,363,9802,0.42669,0.47629
91,91,1988,"Rhineland-Palatinate, Saarland",West,Never,0.24186,153,9802,0.22156,0.2626
92,92,1988,Baden-Wuerttemberg,West,At least once per week,0.08249,181,9802,0.07176,0.09343
93,93,1988,Baden-Wuerttemberg,West,At least once per month,0.2284,454,9802,0.21556,0.24279
94,94,1988,Baden-Wuerttemberg,West,Seldom,0.44083,767,9802,0.421,0.45885
95,95,1988,Baden-Wuerttemberg,West,Never,0.24827,477,9802,0.22749,0.26761
96,96,1988,Bavaria,West,At least once per week,0.09092,175,9802,0.08232,0.10082
97,97,1988,Bavaria,West,At least once per month,0.22652,408,9802,0.21337,0.23963
98,98,1988,Bavaria,West,Seldom,0.45111,720,9802,0.43855,0.46667
99,99,1988,Bavaria,West,Never,0.23145,325,9802,0.21818,0.24658
100,100,1988,Berlin,West,At least once per month,0.21532,80,9802,0.1849,0.24925
101,101,1988,Berlin,West,Seldom,0.39468,141,9802,0.35355,0.43551
102,102,1988,Berlin,West,Never,0.39,87,9802,0.33954,0.43105
103,103,1990,Berlin,East,At least once per week,0.21847,57,4324,0.19781,0.23978
104,104,1990,Berlin,East,At least once per month,0.38781,96,4324,0.3434,0.43078
105,105,1990,Berlin,East,Seldom,0.39371,120,4324,0.3717,0.41298
106,106,1990,Brandenburg,East,At least once per week,0.17442,129,4324,0.16149,0.18969
107,107,1990,Brandenburg,East,At least once per month,0.24556,182,4324,0.23203,0.26145
108,108,1990,Brandenburg,East,Seldom,0.45923,348,4324,0.43916,0.47808
109,109,1990,Brandenburg,East,Never,0.12079,65,4324,0.10384,0.13861
110,110,1990,Mecklenburg-Western Pomerania,East,At least once per week,0.15651,74,4324,0.14476,0.17112
111,111,1990,Mecklenburg-Western Pomerania,East,At least once per month,0.32653,162,4324,0.31093,0.344
112,112,1990,Mecklenburg-Western Pomerania,East,Seldom,0.51696,230,4324,0.4859,0.54121
113,113,1990,Saxony,East,At least once per week,0.15592,205,4324,0.14687,0.16495
114,114,1990,Saxony,East,At least once per month,0.27689,387,4324,0.26679,0.28715
115,115,1990,Saxony,East,Seldom,0.44133,593,4324,0.42737,0.45547
116,116,1990,Saxony,East,Never,0.12586,129,4324,0.11765,0.13689
117,117,1990,Saxony-Anhalt,East,At least once per week,0.18485,159,4324,0.17248,0.19861
118,118,1990,Saxony-Anhalt,East,At least once per month,0.27178,220,4324,0.25382,0.29074
119,119,1990,Saxony-Anhalt,East,Seldom,0.40898,347,4324,0.38779,0.43167
120,120,1990,Saxony-Anhalt,East,Never,0.13439,80,4324,0.12158,0.1463
121,121,1990,Thuringa,East,At least once per week,0.18289,139,4324,0.16862,0.19507
122,122,1990,Thuringa,East,At least once per month,0.3016,226,4324,0.28321,0.31951
123,123,1990,Thuringa,East,Seldom,0.41928,316,4324,0.39553,0.4428
124,124,1990,Thuringa,East,Never,0.09623,60,4324,0.08458,0.10967
125,125,1992,Schleswig-Holstein,West,At least once per month,0.20495,45,12997,0.17779,0.23217
126,126,1992,Schleswig-Holstein,West,Seldom,0.60222,156,12997,0.56148,0.64213
127,127,1992,Schleswig-Holstein,West,Never,0.19283,46,12997,0.16745,0.21838
128,128,1992,Hamburg,West,At least once per month,0.37948,45,12997,0.30698,0.45287
129,129,1992,Hamburg,West,Seldom,0.62052,63,12997,0.51968,0.7177
130,130,1992,Lower Saxony,West,At least once per week,0.07465,72,12997,0.06417,0.08517
131,131,1992,Lower Saxony,West,At least once per month,0.22683,235,12997,0.20958,0.24242
132,132,1992,Lower Saxony,West,Seldom,0.52863,523,12997,0.50443,0.54995
133,133,1992,Lower Saxony,West,Never,0.16988,131,12997,0.15289,0.18766
134,134,1992,Bremen,West,Seldom,1.0,45,12997,0.87361,1.14841
135,135,1992,North Rhine-Westphalia,West,At least once per week,0.08995,245,12997,0.08394,0.09835
136,136,1992,North Rhine-Westphalia,West,At least once per month,0.2532,691,12997,0.24239,0.26724
137,137,1992,North Rhine-Westphalia,West,Seldom,0.50652,1226,12997,0.48915,0.52359
138,138,1992,North Rhine-Westphalia,West,Never,0.15033,335,12997,0.13963,0.15979
139,139,1992,Hesse,West,At least once per week,0.12214,120,12997,0.10474,0.14133
140,140,1992,Hesse,West,At least once per month,0.28465,303,12997,0.26341,0.30704
141,141,1992,Hesse,West,Seldom,0.42064,367,12997,0.39135,0.44906
142,142,1992,Hesse,West,Never,0.17258,152,12997,0.15076,0.1998
143,143,1992,"Rhineland-Palatinate, Saarland",West,At least once per week,0.08846,64,12997,0.07384,0.10178
144,144,1992,"Rhineland-Palatinate, Saarland",West,At least once per month,0.29401,199,12997,0.27857,0.3131
145,145,1992,"Rhineland-Palatinate, Saarland",West,Seldom,0.4195,277,12997,0.39129,0.44696
146,146,1992,"Rhineland-Palatinate, Saarland",West,Never,0.19803,112,12997,0.17788,0.21786
147,147,1992,Baden-Wuerttemberg,West,At least once per week,0.10439,212,12997,0.09185,0.11877
148,148,1992,Baden-Wuerttemberg,West,At least once per month,0.28852,525,12997,0.26858,0.30389
149,149,1992,Baden-Wuerttemberg,West,Seldom,0.45013,760,12997,0.4243,0.47315
150,150,1992,Baden-Wuerttemberg,West,Never,0.15697,244,12997,0.14283,0.17312
151,151,1992,Bavaria,West,At least once per week,0.0877,167,12997,0.07754,0.09583
152,152,1992,Bavaria,West,At least once per month,0.255,436,12997,0.2409,0.27148
153,153,1992,Bavaria,West,Seldom,0.45409,725,12997,0.43582,0.47224
154,154,1992,Bavaria,West,Never,0.20321,290,12997,0.18909,0.21775
155,155,1992,Berlin,West,At least once per week,0.12691,34,12997,0.09981,0.15199
156,156,1992,Berlin,West,At least once per month,0.24311,79,12997,0.20242,0.28177
157,157,1992,Berlin,West,Seldom,0.41598,134,12997,0.37097,0.45838
158,158,1992,Berlin,West,Never,0.214,63,12997,0.17394,0.2537
159,159,1992,Berlin,East,At least once per month,0.38425,89,12997,0.34032,0.43433
160,160,1992,Berlin,East,Seldom,0.61575,146,12997,0.56318,0.66795
161,161,1992,Brandenburg,East,At least once per week,0.09226,60,12997,0.08062,0.1065
162,162,1992,Brandenburg,East,At least once per month,0.26879,186,12997,0.24865,0.28499
163,163,1992,Brandenburg,East,Seldom,0.50871,336,12997,0.48292,0.53277
164,164,1992,Brandenburg,East,Never,0.13023,75,12997,0.1146,0.14425
165,165,1992,Mecklenburg-Western Pomerania,East,At least once per month,0.28214,108,12997,0.25498,0.30924
166,166,1992,Mecklenburg-Western Pomerania,East,Seldom,0.58735,243,12997,0.55305,0.62319
167,167,1992,Mecklenburg-Western Pomerania,East,Never,0.13051,36,12997,0.11286,0.15238
168,168,1992,Saxony,East,At least once per week,0.08407,95,12997,0.0778,0.09304
169,169,1992,Saxony,East,At least once per month,0.24777,295,12997,0.23659,0.26026
170,170,1992,Saxony,East,Seldom,0.51349,634,12997,0.49559,0.53178
171,171,1992,Saxony,East,Never,0.15467,127,12997,0.13969,0.17034
172,172,1992,Saxony-Anhalt,East,At least once per week,0.08424,61,12997,0.07391,0.09901
173,173,1992,Saxony-Anhalt,East,At least once per month,0.26462,200,12997,0.24842,0.28609
174,174,1992,Saxony-Anhalt,East,Seldom,0.5383,438,12997,0.50594,0.5688
175,175,1992,Saxony-Anhalt,East,Never,0.11284,68,12997,0.09729,0.12784
176,176,1992,Thuringa,East,At least once per week,0.0897,52,12997,0.07729,0.10195
177,177,1992,Thuringa,East,At least once per month,0.29177,205,12997,0.27129,0.31051
178,178,1992,Thuringa,East,Seldom,0.48619,359,12997,0.46296,0.51184
179,179,1992,Thuringa,East,Never,0.13234,63,12997,0.11136,0.15398
180,180,1994,Schleswig-Holstein,West,At least once per month,0.21209,57,12651,0.17341,0.24877
181,181,1994,Schleswig-Holstein,West,Seldom,0.67268,173,12651,0.62381,0.71891
182,182,1994,Schleswig-Holstein,West,Never,0.11523,33,12651,0.08987,0.13577
183,183,1994,Hamburg,West,At least once per month,0.3219,40,12651,0.24294,0.39212
184,184,1994,Hamburg,West,Seldom,0.6781,65,12651,0.56313,0.81305
185,185,1994,Lower Saxony,West,At least once per week,0.06743,74,12651,0.05716,0.07802
186,186,1994,Lower Saxony,West,At least once per month,0.27472,280,12651,0.25551,0.29413
187,187,1994,Lower Saxony,West,Seldom,0.51529,496,12651,0.48781,0.54312
188,188,1994,Lower Saxony,West,Never,0.14256,112,12651,0.12856,0.16085
189,189,1994,Bremen,West,Seldom,1.0,47,12651,0.88005,1.11095
190,190,1994,North Rhine-Westphalia,West,At least once per week,0.07459,198,12651,0.06679,0.08154
191,191,1994,North Rhine-Westphalia,West,At least once per month,0.25396,637,12651,0.23912,0.26887
192,192,1994,North Rhine-Westphalia,West,Seldom,0.52833,1281,12651,0.506,0.54794
193,193,1994,North Rhine-Westphalia,West,Never,0.14312,323,12651,0.13333,0.15267
194,194,1994,Hesse,West,At least once per week,0.11637,114,12651,0.10241,0.13276
195,195,1994,Hesse,West,At least once per month,0.27439,278,12651,0.24746,0.30157
196,196,1994,Hesse,West,Seldom,0.44286,399,12651,0.41427,0.476
197,197,1994,Hesse,West,Never,0.16637,121,12651,0.14552,0.18662
198,198,1994,"Rhineland-Palatinate, Saarland",West,At least once per week,0.11173,77,12651,0.09531,0.12648
199,199,1994,"Rhineland-Palatinate, Saarland",West,At least once per month,0.28487,182,12651,0.25949,0.30949
200,200,1994,"Rhineland-Palatinate, Saarland",West,Seldom,0.41517,267,12651,0.38655,0.44626
201,201,1994,"Rhineland-Palatinate, Saarland",West,Never,0.18823,102,12651,0.16739,0.21625
202,202,1994,Baden-Wuerttemberg,West,At least once per week,0.10359,211,12651,0.09469,0.11516
203,203,1994,Baden-Wuerttemberg,West,At least once per month,0.29737,557,12651,0.27799,0.31703
204,204,1994,Baden-Wuerttemberg,West,Seldom,0.45674,741,12651,0.43301,0.4801
205,205,1994,Baden-Wuerttemberg,West,Never,0.14231,215,12651,0.12624,0.15808
206,206,1994,Bavaria,West,At least once per week,0.08992,146,12651,0.07971,0.0997
207,207,1994,Bavaria,West,At least once per month,0.22915,407,12651,0.21327,0.24579
208,208,1994,Bavaria,West,Seldom,0.48925,762,12651,0.46583,0.51586
209,209,1994,Bavaria,West,Never,0.19168,255,12651,0.17321,0.20699
210,210,1994,Berlin,West,At least once per week,0.13731,32,12651,0.10089,0.17595
211,211,1994,Berlin,West,At least once per month,0.22795,73,12651,0.19851,0.25519
212,212,1994,Berlin,West,Seldom,0.50063,139,12651,0.4599,0.54846
213,213,1994,Berlin,West,Never,0.13411,41,12651,0.10734,0.16058
214,214,1994,Berlin,East,At least once per month,0.37832,83,12651,0.34035,0.42081
215,215,1994,Berlin,East,Seldom,0.62168,138,12651,0.56833,0.67374
216,216,1994,Brandenburg,East,At least once per week,0.09583,51,12651,0.08305,0.10771
217,217,1994,Brandenburg,East,At least once per month,0.25976,157,12651,0.2417,0.28047
218,218,1994,Brandenburg,East,Seldom,0.52629,335,12651,0.49761,0.5535
219,219,1994,Brandenburg,East,Never,0.11813,60,12651,0.10149,0.13579
220,220,1994,Mecklenburg-Western Pomerania,East,At least once per week,0.10161,42,12651,0.08598,0.11791
221,221,1994,Mecklenburg-Western Pomerania,East,At least once per month,0.25592,103,12651,0.23047,0.28608
222,222,1994,Mecklenburg-Western Pomerania,East,Seldom,0.52554,227,12651,0.49054,0.56462
223,223,1994,Mecklenburg-Western Pomerania,East,Never,0.11693,38,12651,0.09448,0.13847
224,224,1994,Saxony,East,At least once per week,0.08352,89,12651,0.07508,0.09124
225,225,1994,Saxony,East,At least once per month,0.25038,303,12651,0.23829,0.26661
226,226,1994,Saxony,East,Seldom,0.50554,593,12651,0.48634,0.5273
227,227,1994,Saxony,East,Never,0.16056,136,12651,0.14782,0.17366
228,228,1994,Saxony-Anhalt,East,At least once per week,0.09352,64,12651,0.07965,0.10771
229,229,1994,Saxony-Anhalt,East,At least once per month,0.27571,187,12651,0.25078,0.3065
230,230,1994,Saxony-Anhalt,East,Seldom,0.47576,367,12651,0.44681,0.50309
231,231,1994,Saxony-Anhalt,East,Never,0.15501,82,12651,0.13678,0.17357
232,232,1994,Thuringa,East,At least once per week,0.10011,66,12651,0.08743,0.11277
233,233,1994,Thuringa,East,At least once per month,0.26692,170,12651,0.24357,0.29291
234,234,1994,Thuringa,East,Seldom,0.4998,361,12651,0.47017,0.53372
235,235,1994,Thuringa,East,Never,0.13317,64,12651,0.11727,0.15372
236,236,1996,Schleswig-Holstein,West,At least once per month,0.35471,86,12843,0.309,0.40236
237,237,1996,Schleswig-Holstein,West,Seldom,0.64529,149,12843,0.57303,0.70036
238,238,1996,Hamburg,West,At least once per month,0.40235,49,12843,0.3269,0.49715
239,239,1996,Hamburg,West,Seldom,0.59765,48,12843,0.47744,0.73285
240,240,1996,Lower Saxony,West,At least once per week,0.11366,123,12843,0.09953,0.13182
241,241,1996,Lower Saxony,West,At least once per month,0.26749,314,12843,0.24881,0.28817
242,242,1996,Lower Saxony,West,Seldom,0.51394,515,12843,0.47807,0.54693
243,243,1996,Lower Saxony,West,Never,0.10491,89,12843,0.09111,0.11904
244,244,1996,Bremen,West,At least once per month,0.37473,31,12843,0.31101,0.45161
245,245,1996,Bremen,West,Seldom,0.62527,43,12843,0.53339,0.71759
246,246,1996,North Rhine-Westphalia,West,At least once per week,0.10175,290,12843,0.0919,0.11149
247,247,1996,North Rhine-Westphalia,West,At least once per month,0.30875,812,12843,0.29454,0.32503
248,248,1996,North Rhine-Westphalia,West,Seldom,0.46857,1167,12843,0.44998,0.48774
249,249,1996,North Rhine-Westphalia,West,Never,0.12093,275,12843,0.11215,0.13189
250,250,1996,Hesse,West,At least once per week,0.13945,128,12843,0.12137,0.16011
251,251,1996,Hesse,West,At least once per month,0.29615,276,12843,0.26481,0.31913
252,252,1996,Hesse,West,Seldom,0.4084,375,12843,0.37662,0.43874
253,253,1996,Hesse,West,Never,0.15601,124,12843,0.1326,0.17824
254,254,1996,"Rhineland-Palatinate, Saarland",West,At least once per week,0.13815,99,12843,0.12455,0.15293
255,255,1996,"Rhineland-Palatinate, Saarland",West,At least once per month,0.28906,215,12843,0.26197,0.32007
256,256,1996,"Rhineland-Palatinate, Saarland",West,Seldom,0.42604,290,12843,0.39633,0.45251
257,257,1996,"Rhineland-Palatinate, Saarland",West,Never,0.14675,86,12843,0.12137,0.17657
258,258,1996,Baden-Wuerttemberg,West,At least once per week,0.14798,269,12843,0.1335,0.16121
259,259,1996,Baden-Wuerttemberg,West,At least once per month,0.32145,587,12843,0.29869,0.34462
260,260,1996,Baden-Wuerttemberg,West,Seldom,0.41414,686,12843,0.38526,0.4456
261,261,1996,Baden-Wuerttemberg,West,Never,0.11643,156,12843,0.1004,0.13425
262,262,1996,Bavaria,West,At least once per week,0.12844,196,12843,0.11598,0.14128
263,263,1996,Bavaria,West,At least once per month,0.25901,481,12843,0.24123,0.28004
264,264,1996,Bavaria,West,Seldom,0.45595,750,12843,0.43372,0.47678
265,265,1996,Bavaria,West,Never,0.1566,223,12843,0.14165,0.1707
266,266,1996,Berlin,West,At least once per month,0.33127,84,12843,0.29367,0.36927
267,267,1996,Berlin,West,Seldom,0.45846,126,12843,0.41719,0.50718
268,268,1996,Berlin,West,Never,0.21026,58,12843,0.16383,0.26179
269,269,1996,Berlin,East,At least once per week,0.16663,38,12843,0.13909,0.20141
270,270,1996,Berlin,East,At least once per month,0.35935,82,12843,0.3162,0.40119
271,271,1996,Berlin,East,Seldom,0.47402,111,12843,0.43912,0.52059
272,272,1996,Brandenburg,East,At least once per week,0.10014,59,12843,0.08595,0.11511
273,273,1996,Brandenburg,East,At least once per month,0.3225,196,12843,0.2988,0.34996
274,274,1996,Brandenburg,East,Seldom,0.49525,305,12843,0.46282,0.53319
275,275,1996,Brandenburg,East,Never,0.08211,37,12843,0.06906,0.09467
276,276,1996,Mecklenburg-Western Pomerania,East,At least once per week,0.09372,33,12843,0.07518,0.11371
277,277,1996,Mecklenburg-Western Pomerania,East,At least once per month,0.36781,137,12843,0.3321,0.4121
278,278,1996,Mecklenburg-Western Pomerania,East,Seldom,0.53848,212,12843,0.50049,0.58297
279,279,1996,Saxony,East,At least once per week,0.11253,124,12843,0.10378,0.12159
280,280,1996,Saxony,East,At least once per month,0.30368,354,12843,0.28626,0.3265
281,281,1996,Saxony,East,Seldom,0.46389,528,12843,0.44384,0.48901
282,282,1996,Saxony,East,Never,0.11991,96,12843,0.10822,0.13164
283,283,1996,Saxony-Anhalt,East,At least once per week,0.12711,80,12843,0.10895,0.14521
284,284,1996,Saxony-Anhalt,East,At least once per month,0.31628,228,12843,0.29336,0.34243
285,285,1996,Saxony-Anhalt,East,Seldom,0.46413,319,12843,0.43124,0.49492
286,286,1996,Saxony-Anhalt,East,Never,0.09248,44,12843,0.07713,0.10822
287,287,1996,Thuringa,East,At least once per week,0.13696,77,12843,0.11953,0.15866
288,288,1996,Thuringa,East,At least once per month,0.32033,224,12843,0.29645,0.34952
289,289,1996,Thuringa,East,Seldom,0.45555,320,12843,0.43017,0.48254
290,290,1996,Thuringa,East,Never,0.08717,39,12843,0.07144,0.10645
291,291,1997,Schleswig-Holstein,West,At least once per month,0.39083,84,12550,0.33164,0.4506
292,292,1997,Schleswig-Holstein,West,Seldom,0.60917,132,12550,0.54478,0.67238
293,293,1997,Hamburg,West,At least once per month,0.45403,48,12550,0.34241,0.57397
294,294,1997,Hamburg,West,Seldom,0.54597,50,12550,0.4276,0.64944
295,295,1997,Lower Saxony,West,At least once per week,0.0924,99,12550,0.07921,0.10591
296,296,1997,Lower Saxony,West,At least once per month,0.24886,291,12550,0.23286,0.27082
297,297,1997,Lower Saxony,West,Seldom,0.5352,537,12550,0.50177,0.5746
298,298,1997,Lower Saxony,West,Never,0.12354,103,12550,0.10694,0.14086
299,299,1997,Bremen,West,Seldom,1.0,34,12550,0.83596,1.18546
300,300,1997,North Rhine-Westphalia,West,At least once per week,0.09109,251,12550,0.08261,0.09949
301,301,1997,North Rhine-Westphalia,West,At least once per month,0.28668,742,12550,0.27115,0.30309
302,302,1997,North Rhine-Westphalia,West,Seldom,0.47658,1204,12550,0.45478,0.49527
303,303,1997,North Rhine-Westphalia,West,Never,0.14565,290,12550,0.13457,0.15695
304,304,1997,Hesse,West,At least once per week,0.14988,121,12550,0.13237,0.17171
305,305,1997,Hesse,West,At least once per month,0.3032,253,12550,0.28075,0.33471
306,306,1997,Hesse,West,Seldom,0.41991,355,12550,0.38289,0.45672
307,307,1997,Hesse,West,Never,0.12701,104,12550,0.10832,0.15048
308,308,1997,"Rhineland-Palatinate, Saarland",West,At least once per week,0.14736,100,12550,0.12962,0.16792
309,309,1997,"Rhineland-Palatinate, Saarland",West,At least once per month,0.27984,211,12550,0.25749,0.30108
310,310,1997,"Rhineland-Palatinate, Saarland",West,Seldom,0.4015,293,12550,0.37364,0.43042
311,311,1997,"Rhineland-Palatinate, Saarland",West,Never,0.17129,105,12550,0.15209,0.19311
312,312,1997,Baden-Wuerttemberg,West,At least once per week,0.11677,226,12550,0.10353,0.1344
313,313,1997,Baden-Wuerttemberg,West,At least once per month,0.27079,506,12550,0.24902,0.29487
314,314,1997,Baden-Wuerttemberg,West,Seldom,0.47076,755,12550,0.43771,0.49925
315,315,1997,Baden-Wuerttemberg,West,Never,0.14168,206,12550,0.12566,0.15802
316,316,1997,Bavaria,West,At least once per week,0.12192,208,12550,0.10762,0.13927
317,317,1997,Bavaria,West,At least once per month,0.27638,488,12550,0.25865,0.29585
318,318,1997,Bavaria,West,Seldom,0.44773,699,12550,0.42412,0.47801
319,319,1997,Bavaria,West,Never,0.15397,217,12550,0.14122,0.16728
320,320,1997,Berlin,West,At least once per week,0.14376,44,12550,0.11059,0.17602
321,321,1997,Berlin,West,At least once per month,0.22492,66,12550,0.19369,0.25076
