"pli0095_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Nie, sehr selten (1984)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","373","0.0790776306307191","0.0708001773866275","0.0873550838748108"
"Min 1x pro Woche","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","463","0.0799430438531106","0.0727467546751774","0.0871393330310437"
"Min 1x pro Woche","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","66 und älter","Westdeutschland, alte Bundeslaender","77","0.0758911173451486","0.0597417699791526","0.0920404647111446"
"Min 1x pro Woche","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1196","0.28558761557185","0.271732741795537","0.299442489348164"
"Min 1x pro Monat","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1142","0.192574214122221","0.182111092229994","0.203037336014448"
"Min 1x pro Monat","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","66 und älter","Westdeutschland, alte Bundeslaender","101","0.0923515751711574","0.0746961202212813","0.110007030121034"
"Min 1x pro Monat","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1964","0.509200425594407","0.49386644643123","0.524534404757583"
"Seltener","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2789","0.537266251887205","0.524035903565097","0.550496600209313"
"Seltener","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","66 und älter","Westdeutschland, alte Bundeslaender","304","0.274256748377621","0.247050535326247","0.301462961428994"
"Seltener","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","550","0.126134328203024","0.115950820648527","0.136317835757521"
"Nie","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1062","0.190216490137463","0.179802444981585","0.200630535293341"
"Nie","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","66 und älter","Westdeutschland, alte Bundeslaender","551","0.557500559106073","0.527212116220045","0.587789001992101"
"Nie","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","347","0.0717438430806399","0.0635826777679033","0.0799050083933764"
"Min 1x pro Woche","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","448","0.0750322009086627","0.0677827884526429","0.0822816133646826"
"Min 1x pro Woche","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1988","66 und älter","Westdeutschland, alte Bundeslaender","71","0.0691904810255714","0.0537520558521053","0.0846289061990375"
"Min 1x pro Woche","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1073","0.285365038948377","0.271083715695434","0.29964636220132"
"Min 1x pro Monat","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1049","0.197655215150866","0.186696735241105","0.208613695060627"
"Min 1x pro Monat","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1988","66 und älter","Westdeutschland, alte Bundeslaender","109","0.0978316381221998","0.0797585288907812","0.115904747353618"
"Min 1x pro Monat","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1845","0.511610300283282","0.495802231198566","0.527418369367997"
"Seltener","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2545","0.533347528952523","0.519619202799511","0.547075855105535"
"Seltener","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1988","66 und älter","Westdeutschland, alte Bundeslaender","302","0.280554694030794","0.253223596266826","0.307885791794761"
"Seltener","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","576","0.131280817687702","0.12060093998229","0.141960695393113"
"Nie","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1031","0.193965054987948","0.183084417472934","0.204845692502963"
"Nie","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1988","66 und älter","Westdeutschland, alte Bundeslaender","556","0.552423186821435","0.522173620438567","0.582672753204303"
"Nie","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","320","0.191135226939196","0.172389034632544","0.209881419245849"
"Min 1x pro Woche","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","386","0.167151377078956","0.151869793350681","0.182432960807231"
"Min 1x pro Woche","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1990","66 und älter","Ostdeutschland, neue Bundeslaender","65","0.141470213517493","0.108297931343454","0.174642495691532"
"Min 1x pro Monat","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","565","0.344528841171758","0.321872262732701","0.367185419610814"
"Min 1x pro Monat","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","656","0.285858376051348","0.267352997041615","0.304363755061081"
"Min 1x pro Monat","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1990","66 und älter","Ostdeutschland, neue Bundeslaender","53","0.118210871388915","0.0874799032612203","0.14894183951661"
"Seltener","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","727","0.418265180811834","0.394747574041811","0.441782787581858"
"Seltener","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1074","0.462230988911589","0.44181089358736","0.482651084235817"
