year,sampreg,hlf0188,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2001,West,Yes,0.6366014558689718,11680,0.6278785727097176,0.645324339028226
2001,West,No,0.36339854413102823,11680,0.35467566097177405,0.3721214272902824
2001,East,Yes,0.5915194346289753,11680,0.582604773105291,0.6004340961526595
2001,East,No,0.40848056537102473,11680,0.39956590384734053,0.4173952268947089
2003,West,Yes,0.6437974118697011,11804,0.6351583890833715,0.6524364346560306
2003,West,No,0.356202588130299,11804,0.3475635653439695,0.3648416109166285
2003,East,Yes,0.5680114244912531,11804,0.5590751574739503,0.5769476915085558
2003,East,No,0.43198857550874686,11804,0.4230523084914441,0.44092484252604963
2005,West,Yes,0.6147027538116062,11199,0.6056891808009179,0.6237163268222945
2005,West,No,0.3852972461883938,11199,0.37628367317770545,0.3943108191990821
2005,East,Yes,0.5275913497390008,11199,0.5183449172544038,0.5368377822235978
2005,East,No,0.47240865026099926,11199,0.4631622177764023,0.4816550827455962
2007,West,Yes,0.5947131478702528,11453,0.5857216619510318,0.6037046337894737
2007,West,No,0.4052868521297472,11453,0.39629536621052625,0.41427833804896813
2007,East,Yes,0.5190701053396295,11453,0.5099194892191089,0.5282207214601501
2007,East,No,0.4809298946603705,11453,0.47177927853984997,0.49008051078089104
2011,West,Yes,0.5973813420621932,16603,0.5899213981377518,0.6048412859866346
2011,West,No,0.4026186579378069,16603,0.3951587140133655,0.41007860186224826
2011,East,Yes,0.5452339688041594,16603,0.537659568586228,0.5528083690220909
2011,East,No,0.4547660311958406,16603,0.4471916309779092,0.46234043141377196
2013,West,Yes,0.6001630139467488,17870,0.5929806089275318,0.6073454189659657
2013,West,No,0.39983698605325124,17870,0.39265458103403433,0.40701939107246815
2013,East,Yes,0.5771230502599654,17870,0.5698797746291401,0.5843663258907906
2013,East,No,0.42287694974003465,17870,0.4156336741092093,0.43012022537086
2015,West,Yes,0.6119139370584458,15764,0.6043066105978975,0.6195212635189941
2015,West,No,0.3880860629415543,15764,0.38047873648100594,0.39569338940210264
2015,East,Yes,0.5688549618320611,15764,0.5611239679473816,0.5765859557167405
2015,East,No,0.4311450381679389,15764,0.42341404428325946,0.4388760320526184
2016,West,Yes,0.6269749174328305,16419,0.6195775563022126,0.6343722785634485
2016,West,No,0.3730250825671695,16419,0.36562772143655153,0.38042244369778744
2016,East,Yes,0.5779009126466753,16419,0.5703462231945313,0.5854556020988193
2016,East,No,0.42209908735332463,16419,0.4145443979011807,0.42965377680546857
2017,West,Yes,0.6005828779599272,18279,0.5934825294270752,0.6076832264927791
2017,West,No,0.39941712204007285,18279,0.39231677350722094,0.40651747057292476
2017,East,Yes,0.5754310344827587,18279,0.568265466542081,0.5825966024234364
2017,East,No,0.4245689655172414,18279,0.4174033975765637,0.43173453345791907
2018,West,Yes,0.5909704941343761,17878,0.5837634559562332,0.5981775323125189
2018,West,No,0.40902950586562387,17878,0.4018224676874811,0.41623654404376664
2018,East,Yes,0.5738139411608799,17878,0.5665648798615881,0.5810630024601717
2018,East,No,0.4261860588391201,17878,0.4189369975398282,0.43343512013841196
2019,West,Yes,0.7322960943138984,18428,0.7259033448836806,0.7386888437441163
2019,West,No,0.26770390568610153,18428,0.2613111562558837,0.27409665511631937
2019,East,Yes,0.6918572225320692,18428,0.6851906715379488,0.6985237735261896
2019,East,No,0.30814277746793084,18428,0.30147622647381045,0.31480932846205123
2021,West,Yes,0.6275356497288612,12568,0.6190831621272822,0.6359881373304402
2021,West,No,0.3724643502711388,12568,0.3640118626695598,0.38091683787271774
2021,East,Yes,0.638231872818922,12568,0.629830942538238,0.646632803099606
2021,East,No,0.3617681271810779,12568,0.3533671969003939,0.37016905746176193
