year,bula_h,hlf0188,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2001,Schleswig-Holstein,Yes,0.6629834254143646,11680,0.6544108440533208,0.6715560067754084
2001,Schleswig-Holstein,No,0.3370165745856354,11680,0.3284439932245916,0.34558915594667916
2001,Hamburg,Yes,0.6818181818181818,11680,0.6733711015965697,0.6902652620397939
2001,Hamburg,No,0.3181818181818182,11680,0.3097347379602061,0.32662889840343023
2001,Lower Saxony,Yes,0.6035564853556485,11680,0.5946852465696089,0.6124277241416882
2001,Lower Saxony,No,0.39644351464435146,11680,0.3875722758583118,0.40531475343039114
2001,Bremen,No,0.5257731958762887,11680,0.5167173938502753,0.5348289979023021
2001,Bremen,Yes,0.4742268041237113,11680,0.4651710020976979,0.48328260614972474
2001,North Rhine-Westphalia,Yes,0.6713823767178658,11680,0.6628638391370733,0.6799009142986584
2001,North Rhine-Westphalia,No,0.3286176232821342,11680,0.32009908570134166,0.3371361608629267
2001,Hesse,Yes,0.6288659793814433,11680,0.6201044669078757,0.6376274918550109
2001,Hesse,No,0.3711340206185567,11680,0.3623725081449891,0.3798955330921243
2001,"Rhineland-Palatinate, Saarland",Yes,0.5444444444444444,11680,0.535412482295099,0.5534764065937898
2001,"Rhineland-Palatinate, Saarland",No,0.45555555555555555,11680,0.4465235934062102,0.4645875177049009
2001,Baden-Wuerttemberg,Yes,0.6415929203539823,11680,0.6328962557499286,0.650289584958036
2001,Baden-Wuerttemberg,No,0.3584070796460177,11680,0.34971041504196404,0.36710374425007136
2001,Bavaria,Yes,0.6348909657320873,11680,0.6261593319341712,0.6436225995300033
2001,Bavaria,No,0.36510903426791275,11680,0.3563774004699967,0.3738406680658288
2001,Berlin,Yes,0.6784968684759917,11680,0.6700265219584064,0.6869672149935769
2001,Berlin,No,0.32150313152400833,11680,0.313032785006423,0.32997347804159366
2001,Brandenburg,Yes,0.5883534136546185,11680,0.5794282528833895,0.5972785744258474
2001,Brandenburg,No,0.41164658634538154,11680,0.4027214255741526,0.4205717471166105
2001,Mecklenburg-Western Pomerania,Yes,0.5300353356890459,11680,0.5209838542652813,0.5390868171128106
2001,Mecklenburg-Western Pomerania,No,0.46996466431095407,11680,0.4609131828871894,0.47901614573471873
2001,Saxony,Yes,0.640661938534279,11680,0.6319603063465429,0.6493635707220151
2001,Saxony,No,0.35933806146572106,11680,0.3506364292779849,0.36803969365345723
2001,Saxony-Anhalt,Yes,0.5099601593625498,11680,0.5008941018655323,0.5190262168595673
2001,Saxony-Anhalt,No,0.4900398406374502,11680,0.4809737831404327,0.4991058981344677
2001,Thuringa,Yes,0.5934959349593496,11680,0.5845880218782529,0.6024038480404463
2001,Thuringa,No,0.4065040650406504,11680,0.39759615195955367,0.4154119781217471
2003,Schleswig-Holstein,Yes,0.6401098901098901,11804,0.6314511701159988,0.6487686101037813
2003,Schleswig-Holstein,No,0.3598901098901099,11804,0.35123138989621866,0.3685488298840011
2003,Hamburg,Yes,0.6833333333333333,11804,0.6749414594321521,0.6917252072345146
2003,Hamburg,No,0.31666666666666665,11804,0.30827479276548536,0.32505854056784794
2003,Lower Saxony,Yes,0.615071283095723,11804,0.6062933078377992,0.6238492583536468
2003,Lower Saxony,No,0.384928716904277,11804,0.3761507416463532,0.3937066921622008
2003,Bremen,Yes,0.5841584158415841,11804,0.5752670035625133,0.593049828120655
2003,Bremen,No,0.4158415841584158,11804,0.406950171879345,0.42473299643748663
2003,North Rhine-Westphalia,Yes,0.6690792119018898,11804,0.6605904908147523,0.6775679329890273
2003,North Rhine-Westphalia,No,0.33092078809811015,11804,0.3224320670109727,0.3394095091852476
2003,Hesse,Yes,0.6450809464508095,11804,0.6364489105972515,0.6537129823043675
2003,Hesse,No,0.3549190535491905,11804,0.3462870176956326,0.36355108940274844
2003,"Rhineland-Palatinate, Saarland",Yes,0.5492371705963939,11804,0.5402609094365931,0.5582134317561946
2003,"Rhineland-Palatinate, Saarland",No,0.4507628294036061,11804,0.4417865682438053,0.45973909056340695
2003,Baden-Wuerttemberg,Yes,0.675231977159172,11804,0.6667839636010197,0.6836799907173244
2003,Baden-Wuerttemberg,No,0.32476802284082795,11804,0.3163200092826755,0.3332160363989804
2003,Bavaria,Yes,0.6306852637962401,11804,0.6219787131380285,0.6393918144544517
2003,Bavaria,No,0.3693147362037599,11804,0.3606081855455483,0.37802128686197145
2003,Berlin,Yes,0.6496945010183299,11804,0.6410881403179808,0.6583008617186791
2003,Berlin,No,0.35030549898167007,11804,0.34169913828132087,0.3589118596820193
