"plh0185","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr selten","2013","(Fach-)Abitur","maennlich","670","0.506795168381541","0.47996644112819","0.533623895634892"
"Sehr selten","2013","(Fach-)Abitur","weiblich","667","0.333439966173116","0.31257935389283","0.354300578453402"
"Sehr selten","2013","(noch) kein Abschluss","maennlich","208","","",""
"Sehr selten","2013","(noch) kein Abschluss","weiblich","141","","",""
"Sehr selten","2013","AkademikerIn","maennlich","1534","","",""
"Sehr selten","2013","AkademikerIn","weiblich","1057","","",""
"Sehr selten","2013","Hauptschule","maennlich","1814","","",""
"Sehr selten","2013","Hauptschule","weiblich","1315","","",""
"Sehr selten","2013","Realschule","maennlich","1399","","",""
"Sehr selten","2013","Realschule","weiblich","1451","","",""
"Selten","2013","(Fach-)Abitur","maennlich","457","0.337040897410419","0.311674730462273","0.362407064358565"
"Selten","2013","(Fach-)Abitur","weiblich","710","0.34006402466015","0.319102163669012","0.361025885651289"
"Selten","2013","(noch) kein Abschluss","maennlich","115","","",""
"Selten","2013","(noch) kein Abschluss","weiblich","154","","",""
"Selten","2013","AkademikerIn","maennlich","1024","","",""
"Selten","2013","AkademikerIn","weiblich","1066","","",""
"Selten","2013","Hauptschule","maennlich","1262","","",""
"Selten","2013","Hauptschule","weiblich","1313","","",""
"Selten","2013","Realschule","maennlich","1005","","",""
"Selten","2013","Realschule","weiblich","1735","","",""
"Manchmal","2014","(Fach-)Abitur","maennlich","186","","",""
"Manchmal","2014","(Fach-)Abitur","weiblich","423","0.177038470559438","0.161252662911926","0.192824278206949"
"Manchmal","2014","(noch) kein Abschluss","maennlich","58","0.109742500763094","0.0811165052667003","0.138368496259489"
"Manchmal","2014","(noch) kein Abschluss","weiblich","134","","",""
"Manchmal","2014","AkademikerIn","maennlich","346","0.111760806222526","0.10065710262129","0.122864509823762"
"Manchmal","2014","AkademikerIn","weiblich","605","0.19273939700417","0.178902975978045","0.206575818030295"
"Manchmal","2014","Hauptschule","maennlich","495","0.144747558656347","0.133826172621465","0.155668944691229"
"Manchmal","2014","Hauptschule","weiblich","940","0.234151650269542","0.221315700492641","0.246987600046443"
"Manchmal","2014","Realschule","maennlich","272","","",""
"Manchmal","2014","Realschule","weiblich","780","0.194392731552963","0.182316322536856","0.206469140569071"
"Oft","2014","(Fach-)Abitur","maennlich","53","0.0381061557542807","0.0289648280045064","0.0472474835040549"
"Oft","2014","(Fach-)Abitur","weiblich","156","","",""
"Oft","2014","(noch) kein Abschluss","maennlich","16","","",""
"Oft","2014","(noch) kein Abschluss","weiblich","53","0.132913347375766","0.104333230786628","0.161493463964904"
"Oft","2014","AkademikerIn","maennlich","89","0.0389924076104227","0.0321704099470587","0.0458144052737867"
"Oft","2014","AkademikerIn","weiblich","218","","",""
"Oft","2014","Hauptschule","maennlich","147","","",""
"Oft","2014","Hauptschule","weiblich","362","0.0940232290777313","0.0851764716438226","0.10286998651164"
"Oft","2014","Realschule","maennlich","92","0.0401442268685592","0.0327955675672367","0.0474928861698816"
"Oft","2014","Realschule","weiblich","283","","",""
"Sehr oft","2014","(Fach-)Abitur","maennlich","10","","",""
"Sehr oft","2014","(Fach-)Abitur","weiblich","59","0.0240681251904182","0.017729806126538","0.0304064442542984"
"Sehr oft","2014","(noch) kein Abschluss","maennlich","4","0.00348872807880428","-0.00191122542193337","0.00888868157954192"
"Sehr oft","2014","(noch) kein Abschluss","weiblich","16","","",""
"Sehr oft","2014","AkademikerIn","maennlich","21","","",""
"Sehr oft","2014","AkademikerIn","weiblich","54","0.019239656910643","0.0144211581487291","0.024058155672557"
"Sehr oft","2014","Hauptschule","maennlich","34","0.00687930938252806","0.00431365348515329","0.00944496527990282"
"Sehr oft","2014","Hauptschule","weiblich","117","","",""
"Sehr oft","2014","Realschule","maennlich","14","","",""
"Sehr oft","2014","Realschule","weiblich","81","0.021683491376268","0.0172388122713441","0.0261281704811919"
"Sehr selten","2014","(Fach-)Abitur","maennlich","883","0.490285722462948","0.466416616031335","0.51415482889456"
"Sehr selten","2014","(Fach-)Abitur","weiblich","777","0.339176415385977","0.319597041249354","0.358755789522599"
"Sehr selten","2014","(noch) kein Abschluss","maennlich","245","","",""
"Sehr selten","2014","(noch) kein Abschluss","weiblich","183","","",""
"Sehr selten","2014","AkademikerIn","maennlich","1613","","",""
"Sehr selten","2014","AkademikerIn","weiblich","1143","","",""
"Sehr selten","2014","Hauptschule","maennlich","2043","","",""
"Sehr selten","2014","Hauptschule","weiblich","1412","","",""
"Sehr selten","2014","Realschule","maennlich","1413","","",""
"Sehr selten","2014","Realschule","weiblich","1375","","",""
"Selten","2014","(Fach-)Abitur","maennlich","553","0.332049556880882","0.309563064706827","0.354536049054936"
"Selten","2014","(Fach-)Abitur","weiblich","831","0.388897331320313","0.368736065919158","0.409058596721469"
"Selten","2014","(noch) kein Abschluss","maennlich","135","","",""
"Selten","2014","(noch) kein Abschluss","weiblich","156","","",""
"Selten","2014","AkademikerIn","maennlich","1024","","",""
"Selten","2014","AkademikerIn","weiblich","1102","","",""
"Selten","2014","Hauptschule","maennlich","1268","","",""
"Selten","2014","Hauptschule","weiblich","1350","","",""
"Selten","2014","Realschule","maennlich","950","0.356169263550402","0.338242262438426","0.374096264662378"
"Selten","2014","Realschule","weiblich","1606","","",""
"Manchmal","2015","(Fach-)Abitur","maennlich","175","","",""
"Manchmal","2015","(Fach-)Abitur","weiblich","428","0.211442261641651","0.194011135951023","0.22887338733228"
"Manchmal","2015","(noch) kein Abschluss","maennlich","43","0.104936854541559","0.0727373397257662","0.137136369357353"
"Manchmal","2015","(noch) kein Abschluss","weiblich","83","0.165637751480939","0.131812106466093","0.199463396495785"
"Manchmal","2015","AkademikerIn","maennlich","319","0.1132671363363","0.101813353588484","0.124720919084116"
"Manchmal","2015","AkademikerIn","weiblich","557","0.187932982913855","0.173763496648241","0.202102469179468"
"Manchmal","2015","Hauptschule","maennlich","440","0.142996988867516","0.131552044794184","0.154441932940848"
"Manchmal","2015","Hauptschule","weiblich","876","0.254105875462333","0.240153176103929","0.268058574820737"
"Manchmal","2015","Realschule","maennlich","305","0.128876580987854","0.115975050524112","0.141778111451596"
"Manchmal","2015","Realschule","weiblich","766","0.204329186785362","0.191663235707979","0.216995137862745"
"Oft","2015","(Fach-)Abitur","maennlich","47","0.0285504044501091","0.0202110011583936","0.0368898077418247"
"Oft","2015","(Fach-)Abitur","weiblich","159","","",""
"Oft","2015","(noch) kein Abschluss","maennlich","16","","",""
"Oft","2015","(noch) kein Abschluss","weiblich","52","0.136582946012489","0.105336714233575","0.167829177791403"
"Oft","2015","AkademikerIn","maennlich","75","0.0304895277788052","0.0242758006152045","0.0367032549424059"
"Oft","2015","AkademikerIn","weiblich","172","","",""
"Oft","2015","Hauptschule","maennlich","150","","",""
"Oft","2015","Hauptschule","weiblich","325","0.0790576987175248","0.0704099993151334","0.0877053981199163"
"Oft","2015","Realschule","maennlich","79","0.0355580042015777","0.0284274853970757","0.0426885230060796"
"Oft","2015","Realschule","weiblich","284","","",""
"Sehr oft","2015","(Fach-)Abitur","maennlich","6","0.00149446343648022","-0.000439893405987949","0.00342882027894839"
"Sehr oft","2015","(Fach-)Abitur","weiblich","33","0.0115409361879406","0.0069814841494869","0.0161003882263943"
"Sehr oft","2015","(noch) kein Abschluss","maennlich","4","0.00385345343773343","-0.00265600927631236","0.0103629161517792"
"Sehr oft","2015","(noch) kein Abschluss","weiblich","16","","",""
"Sehr oft","2015","AkademikerIn","maennlich","23","","",""
"Sehr oft","2015","AkademikerIn","weiblich","41","0.016646949967886","0.0120063008008208","0.0212875991349512"
"Sehr oft","2015","Hauptschule","maennlich","28","","",""
"Sehr oft","2015","Hauptschule","weiblich","122","","",""
"Sehr oft","2015","Realschule","maennlich","22","","",""
"Sehr oft","2015","Realschule","weiblich","74","0.0200808363945461","0.0156743552759864","0.0244873175131058"
"Sehr selten","2015","(Fach-)Abitur","maennlich","815","0.504954035164518","0.479917893843158","0.529990176485879"
"Sehr selten","2015","(Fach-)Abitur","weiblich","740","0.330937795545472","0.310850603988745","0.3510249871022"
"Sehr selten","2015","(noch) kein Abschluss","maennlich","179","","",""
"Sehr selten","2015","(noch) kein Abschluss","weiblich","149","","",""
"Sehr selten","2015","AkademikerIn","maennlich","1537","","",""
"Sehr selten","2015","AkademikerIn","weiblich","1030","","",""
"Sehr selten","2015","Hauptschule","maennlich","1767","","",""
"Sehr selten","2015","Hauptschule","weiblich","1191","","",""
"Sehr selten","2015","Realschule","maennlich","1277","","",""
"Sehr selten","2015","Realschule","weiblich","1265","","",""
"Selten","2015","(Fach-)Abitur","maennlich","489","0.327758921234771","0.30425401663335","0.351263825836192"
"Selten","2015","(Fach-)Abitur","weiblich","748","0.363625412653093","0.343090336605432","0.384160488700753"
"Selten","2015","(noch) kein Abschluss","maennlich","106","","",""
"Selten","2015","(noch) kein Abschluss","weiblich","164","","",""
"Selten","2015","AkademikerIn","maennlich","987","0.317910076537125","0.301080486283221","0.334739666791029"
"Selten","2015","AkademikerIn","weiblich","1120","","",""
"Selten","2015","Hauptschule","maennlich","1209","","",""
"Selten","2015","Hauptschule","weiblich","1226","","",""
"Selten","2015","Realschule","maennlich","908","0.353078739528786","0.334676279617689","0.371481199439882"
"Selten","2015","Realschule","weiblich","1504","","",""
"Manchmal","2016","(Fach-)Abitur","maennlich","206","","",""
"Manchmal","2016","(Fach-)Abitur","weiblich","451","0.216962805396713","0.199462718470353","0.234462892323073"
"Manchmal","2016","(noch) kein Abschluss","maennlich","31","0.0692592338014148","0.0426980307236672","0.0958204368791623"
"Manchmal","2016","(noch) kein Abschluss","weiblich","106","","",""
"Manchmal","2016","AkademikerIn","maennlich","362","0.128446517970792","0.11628580385411","0.140607232087473"
"Manchmal","2016","AkademikerIn","weiblich","620","0.209545574230929","0.194874107262655","0.224217041199204"
"Manchmal","2016","Hauptschule","maennlich","455","0.151309858505657","0.13930686961104","0.163312847400274"
"Manchmal","2016","Hauptschule","weiblich","832","0.254196338814798","0.239798214559529","0.268594463070067"
"Manchmal","2016","Realschule","maennlich","253","","",""
"Manchmal","2016","Realschule","weiblich","796","0.229319125284711","0.215605511347058","0.243032739222365"
"Oft","2016","(Fach-)Abitur","maennlich","48","0.0250600106004126","0.0172431556992641","0.0328768655015611"
"Oft","2016","(Fach-)Abitur","weiblich","174","","",""
"Oft","2016","(noch) kein Abschluss","maennlich","17","","",""
"Oft","2016","(noch) kein Abschluss","weiblich","45","0.0961493998922533","0.0691804918405971","0.123118307943909"
"Oft","2016","AkademikerIn","maennlich","87","0.0403919953237023","0.0332364048923457","0.0475475857550589"
"Oft","2016","AkademikerIn","weiblich","201","","",""
"Oft","2016","Hauptschule","maennlich","159","","",""
"Oft","2016","Hauptschule","weiblich","361","0.104134476222447","0.0940343291813161","0.114234623263578"
"Oft","2016","Realschule","maennlich","90","0.0457841227711165","0.0374166397072471","0.0541516058349859"
"Oft","2016","Realschule","weiblich","309","0.0997282423809054","0.0899538361269326","0.109502648634878"
"Sehr oft","2016","(Fach-)Abitur","maennlich","11","","",""
"Sehr oft","2016","(Fach-)Abitur","weiblich","45","0.019424537928446","0.0135648805220806","0.0252841953348114"
"Sehr oft","2016","(noch) kein Abschluss","maennlich","3","","",""
"Sehr oft","2016","(noch) kein Abschluss","weiblich","19","","",""
"Sehr oft","2016","AkademikerIn","maennlich","13","","",""
"Sehr oft","2016","AkademikerIn","weiblich","45","0.0160513944701616","0.0115209744543831","0.02058181448594"
"Sehr oft","2016","Hauptschule","maennlich","31","0.0104712385930561","0.00706170909936839","0.0138807680867438"
"Sehr oft","2016","Hauptschule","weiblich","87","0.0194758455780912","0.0149061599302866","0.0240455312258959"
"Sehr oft","2016","Realschule","maennlich","24","","",""
"Sehr oft","2016","Realschule","weiblich","78","0.0231467952491878","0.0182416194389755","0.0280519710594002"
"Sehr selten","2016","(Fach-)Abitur","maennlich","738","0.46933835371349","0.444380665439454","0.494296041987526"
"Sehr selten","2016","(Fach-)Abitur","weiblich","687","0.312561446743524","0.292880725377393","0.332242168109654"
"Sehr selten","2016","(noch) kein Abschluss","maennlich","177","","",""
"Sehr selten","2016","(noch) kein Abschluss","weiblich","136","","",""
"Sehr selten","2016","AkademikerIn","maennlich","1421","","",""
"Sehr selten","2016","AkademikerIn","weiblich","967","0.317109721639938","0.300334196683436","0.333885246596439"
"Sehr selten","2016","Hauptschule","maennlich","1631","","",""
"Sehr selten","2016","Hauptschule","weiblich","1086","","",""
"Sehr selten","2016","Realschule","maennlich","1146","","",""
"Sehr selten","2016","Realschule","weiblich","1118","","",""
"Selten","2016","(Fach-)Abitur","maennlich","533","0.358378229628024","0.334397475371348","0.382358983884701"
"Selten","2016","(Fach-)Abitur","weiblich","774","0.356754657954052","0.336415661656437","0.377093654251667"
"Selten","2016","(noch) kein Abschluss","maennlich","123","","",""
"Selten","2016","(noch) kein Abschluss","weiblich","153","","",""
"Selten","2016","AkademikerIn","maennlich","1025","","",""
"Selten","2016","AkademikerIn","weiblich","1123","","",""
"Selten","2016","Hauptschule","maennlich","1148","","",""
"Selten","2016","Hauptschule","weiblich","1147","","",""
"Selten","2016","Realschule","maennlich","884","0.39033508040059","0.370806149479385","0.409864011321796"
"Selten","2016","Realschule","weiblich","1309","","",""
"Manchmal","2017","(Fach-)Abitur","maennlich","206","","",""
"Manchmal","2017","(Fach-)Abitur","weiblich","479","0.199701695497105","0.183558954735815","0.215844436258394"
"Manchmal","2017","(noch) kein Abschluss","maennlich","47","0.113080781691168","0.0826116220389793","0.143549941343357"
"Manchmal","2017","(noch) kein Abschluss","weiblich","105","","",""
"Manchmal","2017","AkademikerIn","maennlich","382","0.12972535540004","0.118155812899735","0.141294897900345"
"Manchmal","2017","AkademikerIn","weiblich","623","0.206218723600007","0.192302499325654","0.22013494787436"
"Manchmal","2017","Hauptschule","maennlich","415","0.13125173051186","0.120139096992246","0.142364364031473"
"Manchmal","2017","Hauptschule","weiblich","796","0.237800908927885","0.223851079692321","0.25175073816345"
"Manchmal","2017","Realschule","maennlich","333","0.124069578762443","0.111848075060881","0.136291082464004"
"Manchmal","2017","Realschule","weiblich","860","0.219390929573931","0.206731397859445","0.232050461288418"
"Oft","2017","(Fach-)Abitur","maennlich","58","0.0459792547259718","0.0361888977189029","0.0557696117330406"
"Oft","2017","(Fach-)Abitur","weiblich","173","","",""
"Oft","2017","(noch) kein Abschluss","maennlich","15","","",""
"Oft","2017","(noch) kein Abschluss","weiblich","52","0.14466122509977","0.113704685922716","0.175617764276824"
"Oft","2017","AkademikerIn","maennlich","87","0.0331200464353173","0.0269582502010359","0.0392818426695988"
"Oft","2017","AkademikerIn","weiblich","198","","",""
"Oft","2017","Hauptschule","maennlich","140","","",""
"Oft","2017","Hauptschule","weiblich","342","0.0995240656572608","0.0897149911637364","0.109333140150785"
"Oft","2017","Realschule","maennlich","90","0.0349687458236825","0.0281584198061628","0.0417790718412021"
"Oft","2017","Realschule","weiblich","302","0.0820149879269035","0.0736212400877044","0.0904087357661026"
"Sehr oft","2017","(Fach-)Abitur","maennlich","15","","",""
"Sehr oft","2017","(Fach-)Abitur","weiblich","50","0.0214037502432401","0.0155597912638587","0.0272477092226215"
"Sehr oft","2017","(noch) kein Abschluss","maennlich","9","0.0103384368911995","0.000606599699236317","0.0200702740831627"
"Sehr oft","2017","(noch) kein Abschluss","weiblich","22","","",""
"Sehr oft","2017","AkademikerIn","maennlich","18","","",""
"Sehr oft","2017","AkademikerIn","weiblich","42","0.0129034174038083","0.00902156387910958","0.016785270928507"
"Sehr oft","2017","Hauptschule","maennlich","39","0.00739612110837666","0.00457639134984764","0.0102158508669057"
"Sehr oft","2017","Hauptschule","weiblich","97","0.0224594137313428","0.0176043545345021","0.0273144729281834"
"Sehr oft","2017","Realschule","maennlich","23","","",""
"Sehr oft","2017","Realschule","weiblich","72","0.0169642940814432","0.013013866972601","0.0209147211902854"
"Sehr selten","2017","(Fach-)Abitur","maennlich","921","0.478844700374826","0.455492942579752","0.502196458169899"
"Sehr selten","2017","(Fach-)Abitur","weiblich","789","0.351603582404218","0.332323566093149","0.370883598715286"
"Sehr selten","2017","(noch) kein Abschluss","maennlich","221","","",""
"Sehr selten","2017","(noch) kein Abschluss","weiblich","154","","",""
"Sehr selten","2017","AkademikerIn","maennlich","1636","","",""
"Sehr selten","2017","AkademikerIn","weiblich","1147","","",""
"Sehr selten","2017","Hauptschule","maennlich","1732","","",""
"Sehr selten","2017","Hauptschule","weiblich","1137","","",""
"Sehr selten","2017","Realschule","maennlich","1338","","",""
"Sehr selten","2017","Realschule","weiblich","1332","","",""
"Selten","2017","(Fach-)Abitur","maennlich","558","0.329496285551816","0.307524542514042","0.351468028589591"
"Selten","2017","(Fach-)Abitur","weiblich","865","0.346063719877502","0.326854656028603","0.3652727837264"
"Selten","2017","(noch) kein Abschluss","maennlich","123","","",""
"Selten","2017","(noch) kein Abschluss","weiblich","163","","",""
"Selten","2017","AkademikerIn","maennlich","1117","","",""
"Selten","2017","AkademikerIn","weiblich","1237","","",""
"Selten","2017","Hauptschule","maennlich","1221","","",""
"Selten","2017","Hauptschule","weiblich","1206","","",""
"Selten","2017","Realschule","maennlich","1011","","",""
"Selten","2017","Realschule","weiblich","1539","","",""
"Manchmal","2018","(Fach-)Abitur","maennlich","201","","",""
"Manchmal","2018","(Fach-)Abitur","weiblich","457","0.200514665673292","0.184211820800048","0.216817510546536"
"Manchmal","2018","(noch) kein Abschluss","maennlich","56","0.133509266845214","0.099796268515306","0.167222265175121"
"Manchmal","2018","(noch) kein Abschluss","weiblich","94","0.201926022565736","0.16627259142713","0.237579453704342"
"Manchmal","2018","AkademikerIn","maennlich","364","0.124749557364563","0.113199277734535","0.136299836994591"
"Manchmal","2018","AkademikerIn","weiblich","592","0.187588499189348","0.174039351796674","0.201137646582022"
"Manchmal","2018","Hauptschule","maennlich","441","0.132691255245886","0.121210391157528","0.144172119334245"
"Manchmal","2018","Hauptschule","weiblich","728","0.219485848245015","0.205589779605249","0.233381916884781"
"Manchmal","2018","Realschule","maennlich","298","","",""
"Manchmal","2018","Realschule","weiblich","777","0.207751925452754","0.195133613136519","0.220370237768989"
"Oft","2018","(Fach-)Abitur","maennlich","54","0.0317971818589402","0.0234638581260649","0.0401305055918155"
"Oft","2018","(Fach-)Abitur","weiblich","161","","",""
"Oft","2018","(noch) kein Abschluss","maennlich","17","","",""
"Oft","2018","(noch) kein Abschluss","weiblich","58","0.144826448450148","0.113570356119608","0.176082540780688"
"Oft","2018","AkademikerIn","maennlich","82","0.0329379255455862","0.0266993976700047","0.0391764534211677"
"Oft","2018","AkademikerIn","weiblich","202","","",""
"Oft","2018","Hauptschule","maennlich","126","","",""
"Oft","2018","Hauptschule","weiblich","310","0.0898933790876339","0.0802903490391076","0.0994964091361603"
"Oft","2018","Realschule","maennlich","84","0.0330778305828625","0.0263006280265295","0.0398550331391955"
"Oft","2018","Realschule","weiblich","250","","",""
"Sehr oft","2018","(Fach-)Abitur","maennlich","15","","",""
"Sehr oft","2018","(Fach-)Abitur","weiblich","50","0.0229735693650407","0.0168732514536909","0.0290738872763905"
"Sehr oft","2018","(noch) kein Abschluss","maennlich","3","","",""
"Sehr oft","2018","(noch) kein Abschluss","weiblich","25","","",""
"Sehr oft","2018","AkademikerIn","maennlich","22","","",""
"Sehr oft","2018","AkademikerIn","weiblich","43","0.0153015336261577","0.0110412359753503","0.019561831276965"
"Sehr oft","2018","Hauptschule","maennlich","26","","",""
"Sehr oft","2018","Hauptschule","weiblich","108","","",""
"Sehr oft","2018","Realschule","maennlich","15","","",""
"Sehr oft","2018","Realschule","weiblich","72","0.0223009173111719","0.0177082803670721","0.0268935542552717"
"Sehr selten","2018","(Fach-)Abitur","maennlich","906","0.473487349401094","0.449773647163872","0.497201051638315"
"Sehr selten","2018","(Fach-)Abitur","weiblich","812","0.340994828576729","0.321692780998867","0.360296876154591"
"Sehr selten","2018","(noch) kein Abschluss","maennlich","199","","",""
"Sehr selten","2018","(noch) kein Abschluss","weiblich","158","","",""
"Sehr selten","2018","AkademikerIn","maennlich","1685","","",""
"Sehr selten","2018","AkademikerIn","weiblich","1176","","",""
"Sehr selten","2018","Hauptschule","maennlich","1678","","",""
"Sehr selten","2018","Hauptschule","weiblich","1097","","",""
"Sehr selten","2018","Realschule","maennlich","1331","","",""
"Sehr selten","2018","Realschule","weiblich","1343","","",""
"Selten","2018","(Fach-)Abitur","maennlich","527","0.349022703968541","0.326384053851252","0.371661354085829"
"Selten","2018","(Fach-)Abitur","weiblich","837","0.376608260133309","0.356879012841039","0.396337507425579"
"Selten","2018","(noch) kein Abschluss","maennlich","116","","",""
"Selten","2018","(noch) kein Abschluss","weiblich","152","","",""
"Selten","2018","AkademikerIn","maennlich","991","0.315414915879972","0.299172087631406","0.331657744128537"
"Selten","2018","AkademikerIn","weiblich","1176","","",""
"Selten","2018","Hauptschule","maennlich","1083","","",""
"Selten","2018","Hauptschule","weiblich","1165","","",""
"Selten","2018","Realschule","maennlich","947","0.364537810146388","0.346298754618007","0.382776865674769"
"Selten","2018","Realschule","weiblich","1529","","",""
"Manchmal","2019","(Fach-)Abitur","maennlich","199","","",""
"Manchmal","2019","(Fach-)Abitur","weiblich","456","0.192136934284991","0.176146578641269","0.208127289928713"
"Manchmal","2019","(noch) kein Abschluss","maennlich","36","0.0815401031408172","0.0535799266116836","0.109500279669951"
"Manchmal","2019","(noch) kein Abschluss","weiblich","78","0.174841442647854","0.137940132896975","0.211742752398733"
"Manchmal","2019","AkademikerIn","maennlich","382","0.104627801814209","0.0947348332469215","0.114520770381497"
"Manchmal","2019","AkademikerIn","weiblich","594","0.182738761858418","0.169665974107728","0.195811549609108"
"Manchmal","2019","Hauptschule","maennlich","392","0.13043444991042","0.118705169265511","0.142163730555328"
"Manchmal","2019","Hauptschule","weiblich","636","0.22897945590371","0.214025946765187","0.243932965042234"
"Manchmal","2019","Realschule","maennlich","309","0.112992934917995","0.101326966363408","0.124658903472583"
"Manchmal","2019","Realschule","weiblich","752","0.206316999129767","0.193649347744768","0.218984650514765"
"Oft","2019","(Fach-)Abitur","maennlich","65","0.0459185531864474","0.0363050883681234","0.0555320180047715"
"Oft","2019","(Fach-)Abitur","weiblich","169","","",""
"Oft","2019","(noch) kein Abschluss","maennlich","16","","",""
"Oft","2019","(noch) kein Abschluss","weiblich","48","0.111707345054143","0.0811039374276629","0.142310752680622"
"Oft","2019","AkademikerIn","maennlich","95","0.0280435718092177","0.0227072582824333","0.0333798853360022"
"Oft","2019","AkademikerIn","weiblich","203","","",""
"Oft","2019","Hauptschule","maennlich","99","0.0323209334248052","0.0261616288572096","0.0384802379924008"
"Oft","2019","Hauptschule","weiblich","269","","",""
"Oft","2019","Realschule","maennlich","90","0.0385397346985172","0.0314463804739814","0.045633088923053"
"Oft","2019","Realschule","weiblich","273","","",""
"Sehr oft","2019","(Fach-)Abitur","maennlich","7","0.00495915585703529","0.00173276148929036","0.00818555022478022"
"Sehr oft","2019","(Fach-)Abitur","weiblich","50","0.0266622961553289","0.020124003354781","0.0332005889558767"
"Sehr oft","2019","(noch) kein Abschluss","maennlich","7","0.0137672752740887","0.00186204269210293","0.0256725078560745"
"Sehr oft","2019","(noch) kein Abschluss","weiblich","25","","",""
"Sehr oft","2019","AkademikerIn","maennlich","19","","",""
"Sehr oft","2019","AkademikerIn","weiblich","35","0.00960092305641871","0.00630228983584955","0.0128995562769879"
"Sehr oft","2019","Hauptschule","maennlich","24","","",""
"Sehr oft","2019","Hauptschule","weiblich","92","0.0331225389317751","0.0267537124940035","0.0394913653695468"
"Sehr oft","2019","Realschule","maennlich","22","","",""
"Sehr oft","2019","Realschule","weiblich","67","0.0192673396434794","0.0149641423977797","0.0235705368891791"
"Sehr selten","2019","(Fach-)Abitur","maennlich","970","0.507005793407377","0.484043223740506","0.529968363074248"
"Sehr selten","2019","(Fach-)Abitur","weiblich","867","0.371533873443051","0.351921779582616","0.391145967303485"
"Sehr selten","2019","(noch) kein Abschluss","maennlich","188","","",""
"Sehr selten","2019","(noch) kein Abschluss","weiblich","144","","",""
"Sehr selten","2019","AkademikerIn","maennlich","2002","","",""
"Sehr selten","2019","AkademikerIn","weiblich","1275","","",""
"Sehr selten","2019","Hauptschule","maennlich","1614","","",""
"Sehr selten","2019","Hauptschule","weiblich","1027","","",""
"Sehr selten","2019","Realschule","maennlich","1421","","",""
"Sehr selten","2019","Realschule","weiblich","1340","","",""
"Selten","2019","(Fach-)Abitur","maennlich","580","0.325181653908153","0.30366624638429","0.346697061432016"
"Selten","2019","(Fach-)Abitur","weiblich","790","0.344795134761051","0.325504214791008","0.364086054731093"
"Selten","2019","(noch) kein Abschluss","maennlich","121","","",""
"Selten","2019","(noch) kein Abschluss","weiblich","112","","",""
"Selten","2019","AkademikerIn","maennlich","1179","","",""
"Selten","2019","AkademikerIn","weiblich","1250","","",""
"Selten","2019","Hauptschule","maennlich","1038","","",""
"Selten","2019","Hauptschule","weiblich","1009","","",""
"Selten","2019","Realschule","maennlich","987","0.374141758162488","0.356310265608993","0.391973250715983"
"Selten","2019","Realschule","weiblich","1488","","",""
"Manchmal","2020","(Fach-)Abitur","maennlich","298","","",""
"Manchmal","2020","(Fach-)Abitur","weiblich","596","0.227889603703343","0.211383800393927","0.244395407012759"
"Manchmal","2020","(noch) kein Abschluss","maennlich","62","0.133615915035573","0.102489716996692","0.164742113074455"
"Manchmal","2020","(noch) kein Abschluss","weiblich","113","","",""
"Manchmal","2020","AkademikerIn","maennlich","608","0.161641209034539","0.149776539563342","0.173505878505735"
"Manchmal","2020","AkademikerIn","weiblich","819","0.246827066076908","0.232546883402819","0.261107248750997"
"Manchmal","2020","Hauptschule","maennlich","456","0.154134986373871","0.141278333386942","0.166991639360799"
"Manchmal","2020","Hauptschule","weiblich","728","0.27042196086884","0.254261406962567","0.286582514775113"
"Manchmal","2020","Realschule","maennlich","345","0.146565555486712","0.132899938619793","0.16023117235363"
"Manchmal","2020","Realschule","weiblich","902","0.255758973560934","0.24158571719195","0.269932229929918"
"Oft","2020","(Fach-)Abitur","maennlich","106","","",""
"Oft","2020","(Fach-)Abitur","weiblich","271","","",""
"Oft","2020","(noch) kein Abschluss","maennlich","38","0.102452111525052","0.0747105425453139","0.130193680504789"
"Oft","2020","(noch) kein Abschluss","weiblich","53","0.146943240332679","0.114194945542989","0.179691535122368"
"Oft","2020","AkademikerIn","maennlich","170","","",""
"Oft","2020","AkademikerIn","weiblich","408","0.104630743052761","0.094493478879605","0.114768007225917"
"Oft","2020","Hauptschule","maennlich","155","","",""
"Oft","2020","Hauptschule","weiblich","344","0.108915855954731","0.0975813055175245","0.120250406391938"
"Oft","2020","Realschule","maennlich","118","","",""
"Oft","2020","Realschule","weiblich","356","0.10233421247043","0.0924880916250122","0.112180333315848"
"Sehr oft","2020","(Fach-)Abitur","maennlich","20","","",""
"Sehr oft","2020","(Fach-)Abitur","weiblich","80","0.033328215212577","0.0262653607267443","0.0403910696984097"
"Sehr oft","2020","(noch) kein Abschluss","maennlich","4","0.00820753588441376","-4.63516198064805e-05","0.016461423388634"
"Sehr oft","2020","(noch) kein Abschluss","weiblich","21","","",""
"Sehr oft","2020","AkademikerIn","maennlich","27","","",""
"Sehr oft","2020","AkademikerIn","weiblich","75","0.0197737641091641","0.0151627350864812","0.024384793131847"
"Sehr oft","2020","Hauptschule","maennlich","35","0.0158939751626233","0.0114408593800245","0.0203470909452222"
"Sehr oft","2020","Hauptschule","weiblich","94","0.0321215094321969","0.02570634520376","0.0385366736606338"
"Sehr oft","2020","Realschule","maennlich","31","0.00856580188412452","0.00500502994938737","0.0121265738188617"
"Sehr oft","2020","Realschule","weiblich","105","","",""
