year,sampreg,sex,plh0185,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2007,West,male,Very seldom,0.5090784982935154,25385,0.5029286289137292,0.5152283676733015
2007,West,male,Seldom,0.30948805460750856,25385,0.3038011619475252,0.3151749472674919
2007,West,male,Sometimes,0.13378839590443686,25385,0.12960056912680834,0.13797622268206539
2007,West,male,Often,0.03781569965870307,25385,0.03546913410761099,0.040162265209795156
2007,West,male,Very often,0.009829351535836178,25385,0.00861572533054805,0.011042977741124305
2007,West,female,Very seldom,0.3484642901196497,25385,0.3426026960521644,0.35432588418713495
2007,West,female,Seldom,0.31515973849759465,25385,0.309444590313087,0.3208748866821023
2007,West,female,Sometimes,0.223510546441347,25385,0.21838565962540274,0.22863543325729124
2007,West,female,Often,0.08918218823239175,25385,0.0856761043110078,0.0926882721537757
2007,West,female,Very often,0.0236832367090169,25385,0.021812626120082928,0.025553847297950873
2007,East,male,Very seldom,0.4621464226289517,25385,0.4560131917144524,0.468279653543451
2007,East,male,Seldom,0.334026622296173,25385,0.32822450555498006,0.339828739037366
2007,East,male,Sometimes,0.1559900166389351,25385,0.1515263712865316,0.16045366199133862
2007,East,male,Often,0.03618968386023295,25385,0.03389218308097942,0.03848718463948648
2007,East,male,Very often,0.011647254575707155,25385,0.010327372114349477,0.012967137037064832
2007,East,female,Seldom,0.32456479690522244,25385,0.3188049619365531,0.33032463187389177
2007,East,female,Very seldom,0.28936170212765955,25385,0.2837832678970338,0.2949401363582853
2007,East,female,Sometimes,0.2735009671179884,25385,0.2680173838712159,0.2789845503647609
2007,East,female,Often,0.08936170212765958,25385,0.08585243717355542,0.09287096708176373
2007,East,female,Very often,0.02321083172147002,25385,0.021358523490922418,0.025063139952017623
2008,West,male,Very seldom,0.49868957483983695,23673,0.492320183470336,0.5050589662093379
2008,West,male,Seldom,0.33139196272568433,23673,0.325395623354502,0.33738830209686665
2008,West,male,Sometimes,0.12259755387303437,23673,0.11841954127448809,0.12677556647158064
2008,West,male,Often,0.03712871287128713,23673,0.03472009176659605,0.0395373339759782
2008,West,male,Very often,0.01019219569015725,23673,0.008912700269290665,0.011471691111023835
2008,West,female,Seldom,0.3457244187573887,23673,0.339665783527775,0.3517830539870024
2008,West,female,Very seldom,0.33981347694732694,23673,0.33377978617145426,0.3458471677231996
2008,West,female,Sometimes,0.21200577958754763,23673,0.20679905281049493,0.21721250636460032
2008,West,female,Often,0.08091422566662289,23673,0.07744030508606382,0.08438814624718195
2008,West,female,Very often,0.021542099041113885,23673,0.01969264091140821,0.02339155717081956
2008,East,male,Very seldom,0.45652173913043476,23673,0.4501764525376321,0.4628670257232374
2008,East,male,Seldom,0.3652173913043478,23673,0.3590837601350304,0.37135102247366525
2008,East,male,Sometimes,0.13434782608695653,23673,0.13000355961972643,0.13869209255418663
2008,East,male,Often,0.035217391304347825,23673,0.03286925800801031,0.03756552460068534
2008,East,male,Very often,0.008695652173913044,23673,0.007512926545485477,0.009878377802340611
2008,East,female,Seldom,0.379071661237785,23673,0.37289134323119805,0.385251979244372
2008,East,female,Very seldom,0.28379478827361565,23673,0.2780516355064639,0.2895379410407674
2008,East,female,Sometimes,0.2284201954397394,23673,0.22307224840263107,0.23376814247684774
2008,East,female,Often,0.08754071661237785,23673,0.08394039565855689,0.0911410375661988
2008,East,female,Very often,0.021172638436482084,23673,0.019338762451684435,0.023006514421279732
2009,West,male,Very seldom,0.5012554927809165,21983,0.49464580071984976,0.5078651848419833
2009,West,male,Seldom,0.32328939108600124,21983,0.3171062406850196,0.3294725414869829
2009,West,male,Sometimes,0.13088512241054615,21983,0.12642654485664234,0.13534369996444995
2009,West,male,Often,0.034996861268047706,21983,0.0325675033608344,0.03742621917526101
2009,West,male,Very often,0.009573132454488386,21983,0.008285918225446972,0.0108603466835298
2009,West,female,Seldom,0.3401767892785857,21983,0.3339138424494336,0.34643973610773776
2009,West,female,Very seldom,0.3237810094097519,21983,0.31759540760167554,0.3299666112178283
2009,West,female,Sometimes,0.22725976618192187,21983,0.22172001024414248,0.23279952211970126
2009,West,female,Often,0.08511548331907613,21983,0.08142655670988921,0.08880440992826305
2009,West,female,Very often,0.023666951810664385,21983,0.021657476152542307,0.025676427468786463
2009,East,male,Very seldom,0.47465437788018433,21983,0.4680531626107406,0.48125559314962807
2009,East,male,Seldom,0.35944700460829493,21983,0.35310381696205734,0.3657901922545325
2009,East,male,Sometimes,0.12534562211981568,21983,0.1209685327535448,0.12972271148608655
2009,East,male,Often,0.03225806451612903,21983,0.029922394288338407,0.034593734743919656
2009,East,male,Very often,0.008294930875576038,21983,0.0070959555554738355,0.00949390619567824
2009,East,female,Seldom,0.37094017094017095,21983,0.3645544416792805,0.3773259002010614
2009,East,female,Very seldom,0.2846153846153846,21983,0.27865036913059565,0.29058040010017355
2009,East,female,Sometimes,0.23333333333333334,21983,0.22774214302458656,0.2389245236420801
2009,East,female,Often,0.09188034188034189,21983,0.08806181870163461,0.09569886505904916
2009,East,female,Very often,0.019230769230769232,21983,0.01741527724626939,0.021046261215269074
2010,West,male,Very seldom,0.48074324324324325,35837,0.47557029753056623,0.48591618895592026
2010,West,male,Seldom,0.3471283783783784,35837,0.34219948749791057,0.35205726925884623
2010,West,male,Sometimes,0.12972972972972974,35837,0.12625086871464375,0.13320859074481572
2010,West,male,Often,0.03496621621621621,35837,0.03306432432833146,0.03686810810410097
2010,West,male,Very often,0.007432432432432433,35837,0.006543158067545029,0.008321706797319837
2010,West,female,Seldom,0.3555284056200366,35837,0.3505724285226845,0.36048438271738875
