year,pgisced97,quintil_oecd,plh0185,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2007,Pre-primary Level,1st Quintile,Very seldom,0.5471698113207547,25385,0.5410463604514207,0.5532932621900887
2007,Pre-primary Level,1st Quintile,Seldom,0.2641509433962264,25385,0.2587273398098799,0.26957454698257294
2007,Pre-primary Level,1st Quintile,Sometimes,0.18867924528301888,25385,0.18386613463566825,0.1934923559303695
2007,Pre-primary Level,2nd Quintile,Very seldom,0.43636363636363634,25385,0.4302627734604235,0.44246449926684916
2007,Pre-primary Level,2nd Quintile,Sometimes,0.2545454545454545,25385,0.2491867385062585,0.25990417058465054
2007,Pre-primary Level,2nd Quintile,Seldom,0.23636363636363636,25385,0.23113725472588423,0.2415900180013885
2007,Pre-primary Level,2nd Quintile,Very often,0.03636363636363636,25385,0.03406082835785106,0.03866644436942166
2007,Pre-primary Level,2nd Quintile,Often,0.03636363636363636,25385,0.03406082835785106,0.03866644436942166
2007,Pre-primary Level,3rd Quintile,Very seldom,0.410958904109589,25385,0.40490633882556043,0.4170114693936176
2007,Pre-primary Level,3rd Quintile,Seldom,0.3972602739726027,25385,0.39124064166287065,0.4032799062823348
2007,Pre-primary Level,3rd Quintile,Sometimes,0.1232876712328767,25385,0.11924325477416445,0.12733208769158896
2007,Pre-primary Level,3rd Quintile,Often,0.0547945205479452,25385,0.05199490002565205,0.05759414107023836
2007,Pre-primary Level,3rd Quintile,Very often,0.0136986301369863,25385,0.012268712985037337,0.015128547288935264
2007,Pre-primary Level,4th Quintile,Very seldom,0.48484848484848486,25385,0.47870042622985975,0.49099654346710997
2007,Pre-primary Level,4th Quintile,Seldom,0.3333333333333333,25385,0.32753422488376255,0.3391324417829041
2007,Pre-primary Level,4th Quintile,Sometimes,0.13636363636363635,25385,0.1321419862699034,0.1405852864573693
2007,Pre-primary Level,4th Quintile,Often,0.030303030303030304,25385,0.02819426359409547,0.032411797011965136
2007,Pre-primary Level,4th Quintile,Very often,0.015151515151515152,25385,0.013648787664768475,0.01665424263826183
2007,Pre-primary Level,5th Quintile,Very seldom,0.46236559139784944,25385,0.45623215637303965,0.4684990264226592
2007,Pre-primary Level,5th Quintile,Seldom,0.3118279569892473,25385,0.3061292867739919,0.3175266272045027
2007,Pre-primary Level,5th Quintile,Sometimes,0.15053763440860216,25385,0.14613855195273093,0.15493671686447338
2007,Pre-primary Level,5th Quintile,Often,0.06451612903225806,25385,0.06149395276754339,0.06753830529697273
2007,Pre-primary Level,5th Quintile,Very often,0.010752688172043012,25385,0.009483931168400461,0.012021445175685562
2007,Primary Level,1st Quintile,Very seldom,0.37272727272727274,25385,0.36677899447454815,0.37867555097999733
2007,Primary Level,1st Quintile,Sometimes,0.2545454545454545,25385,0.2491867385062585,0.25990417058465054
2007,Primary Level,1st Quintile,Seldom,0.18181818181818182,25385,0.17707345672307845,0.1865629069132852
2007,Primary Level,1st Quintile,Often,0.16363636363636364,25385,0.1590853832002537,0.16818734407247357
2007,Primary Level,1st Quintile,Very often,0.02727272727272727,25385,0.02526905209262817,0.029276402452826374
2007,Primary Level,2nd Quintile,Very seldom,0.34615384615384615,25385,0.34030136727650107,0.3520063250311912
2007,Primary Level,2nd Quintile,Seldom,0.28846153846153844,25385,0.28288826137490886,0.294034815548168
2007,Primary Level,2nd Quintile,Sometimes,0.17307692307692307,25385,0.16842299543867378,0.17773085071517236
2007,Primary Level,2nd Quintile,Often,0.15384615384615385,25385,0.1494076614971217,0.158284646195186
2007,Primary Level,2nd Quintile,Very often,0.038461538461538464,25385,0.03609581409065709,0.04082726283241984
2007,Primary Level,3rd Quintile,Seldom,0.3448275862068966,25385,0.33898040854056444,0.3506747638732287
2007,Primary Level,3rd Quintile,Very seldom,0.3103448275862069,25385,0.3046536027623882,0.31603605241002564
2007,Primary Level,3rd Quintile,Sometimes,0.13793103448275862,25385,0.13368904595566097,0.14217302300985626
2007,Primary Level,3rd Quintile,Often,0.10344827586206896,25385,0.09970185303516571,0.10719469868897222
2007,Primary Level,3rd Quintile,Very often,0.10344827586206896,25385,0.09970185303516571,0.10719469868897222
2007,Primary Level,4th Quintile,Seldom,0.7142857142857143,25385,0.7087283425562284,0.7198430860152002
2007,Primary Level,4th Quintile,Very often,0.14285714285714285,25385,0.13855242122574632,0.14716186448853938
2007,Primary Level,4th Quintile,Sometimes,0.14285714285714285,25385,0.13855242122574632,0.14716186448853938
2007,Primary Level,5th Quintile,Sometimes,0.5,25385,0.4938491166357084,0.5061508833642916
2007,Primary Level,5th Quintile,Very seldom,0.3,25385,0.29436262227845783,0.30563737772154215
2007,Primary Level,5th Quintile,Often,0.2,25385,0.19507929330856674,0.20492070669143328
2007,Lower Secondary Level,1st Quintile,Very seldom,0.3541033434650456,25385,0.3482201379531395,0.35998654897695165
2007,Lower Secondary Level,1st Quintile,Seldom,0.30243161094224924,25385,0.29678127233075186,0.3080819495537466
2007,Lower Secondary Level,1st Quintile,Sometimes,0.2127659574468085,25385,0.20773129345401303,0.217800621439604
2007,Lower Secondary Level,1st Quintile,Often,0.11246200607902736,25385,0.10857545949696036,0.11634855266109435
2007,Lower Secondary Level,1st Quintile,Very often,0.0182370820668693,25385,0.016591011399710115,0.019883152734028485
2007,Lower Secondary Level,2nd Quintile,Seldom,0.35241502683363146,25385,0.3465381975108103,0.35829185615645265
2007,Lower Secondary Level,2nd Quintile,Very seldom,0.33989266547406083,25385,0.3340656568191048,0.3457196741290169
2007,Lower Secondary Level,2nd Quintile,Sometimes,0.18425760286225404,25385,0.17948828010956974,0.18902692561493833
2007,Lower Secondary Level,2nd Quintile,Often,0.09838998211091235,25385,0.09472600887553309,0.10205395534629161
2007,Lower Secondary Level,2nd Quintile,Very often,0.025044722719141325,25385,0.023122436959984293,0.026967008478298356
2007,Lower Secondary Level,3rd Quintile,Very seldom,0.3900226757369615,25385,0.38402242689940225,0.3960229245745207
2007,Lower Secondary Level,3rd Quintile,Seldom,0.29024943310657597,25385,0.28466593913444593,0.295832927078706
2007,Lower Secondary Level,3rd Quintile,Sometimes,0.23582766439909297,25385,0.23060538001398745,0.2410499487841985
2007,Lower Secondary Level,3rd Quintile,Often,0.05895691609977324,25385,0.05605930817753263,0.06185452402201386
2007,Lower Secondary Level,3rd Quintile,Very often,0.024943310657596373,25385,0.02302482097310316,0.026861800342089587
2007,Lower Secondary Level,4th Quintile,Very seldom,0.41228070175438597,25385,0.4062252162832639,0.418336187225508
2007,Lower Secondary Level,4th Quintile,Seldom,0.2894736842105263,25385,0.28389461029193874,0.2950527581291139
2007,Lower Secondary Level,4th Quintile,Sometimes,0.1783625730994152,25385,0.1736532394692467,0.18307190672958368
2007,Lower Secondary Level,4th Quintile,Often,0.08771929824561403,25385,0.08423929774999014,0.09119929874123792
2007,Lower Secondary Level,4th Quintile,Very often,0.03216374269005848,25385,0.029993283018004854,0.034334202362112105
2007,Lower Secondary Level,5th Quintile,Very seldom,0.4032258064516129,25385,0.397191231797331,0.40926038110589474
2007,Lower Secondary Level,5th Quintile,Seldom,0.3387096774193548,25385,0.3328876080767144,0.3445317467619952
2007,Lower Secondary Level,5th Quintile,Sometimes,0.1774193548387097,25385,0.1727197945147329,0.18211891516268647
2007,Lower Secondary Level,5th Quintile,Often,0.06989247311827956,25385,0.06675594438076456,0.07302900185579457
2007,Lower Secondary Level,5th Quintile,Very often,0.010752688172043012,25385,0.009483931168400461,0.012021445175685562
2007,Upper Secondary Level,1st Quintile,Very seldom,0.3755008586147682,25385,0.36954370392649616,0.3814580133030402
2007,Upper Secondary Level,1st Quintile,Seldom,0.2976531196336577,25385,0.29202843035878,0.3032778089085354
2007,Upper Secondary Level,1st Quintile,Sometimes,0.21179164281625643,25385,0.20676541216047678,0.21681787347203607
