,Unnamed: 0,year,bula_h,pgisced97,plh0185,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1712,1712,2018,Saxony,Upper Secondary Level,Often,0.04714,33,22132,0.03628,0.06025
1713,1713,2018,Saxony,Post-secondary Non-tertiary Level,Very seldom,0.57489,32,22132,0.34578,0.82699
1714,1714,2018,Saxony,Post-secondary Non-tertiary Level,Seldom,0.42511,33,22132,0.3401,0.517
1715,1715,2018,Saxony,First Stage of Tertiary Education,Very seldom,0.54027,46,22132,0.38791,0.73767
1716,1716,2018,Saxony,First Stage of Tertiary Education,Seldom,0.45973,37,22132,0.30655,0.64841
1717,1717,2018,Saxony,Second Stage of Tertiary Education,Very seldom,0.35809,151,22132,0.29935,0.41915
1718,1718,2018,Saxony,Second Stage of Tertiary Education,Seldom,0.48092,184,22132,0.41561,0.55265
1719,1719,2018,Saxony,Second Stage of Tertiary Education,Sometimes,0.16099,59,22132,0.12841,0.19854
1720,1720,2018,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.40015,178,22132,0.34123,0.48228
1721,1721,2018,Saxony-Anhalt,Upper Secondary Level,Seldom,0.44169,192,22132,0.3788,0.51625
1722,1722,2018,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.15815,70,22132,0.13116,0.19234
1723,1723,2018,Saxony-Anhalt,First Stage of Tertiary Education,Seldom,1.0,31,22132,0.59444,1.47049
1724,1724,2018,Saxony-Anhalt,Second Stage of Tertiary Education,Very seldom,0.3685,86,22132,0.30853,0.4302
1725,1725,2018,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.43673,86,22132,0.36451,0.52035
1726,1726,2018,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.19477,31,22132,0.11693,0.27385
1727,1727,2018,Thuringa,Upper Secondary Level,Very seldom,0.47653,231,22132,0.42048,0.5321
1728,1728,2018,Thuringa,Upper Secondary Level,Seldom,0.28601,158,22132,0.2389,0.34524
1729,1729,2018,Thuringa,Upper Secondary Level,Sometimes,0.15171,81,22132,0.11645,0.18172
1730,1730,2018,Thuringa,Upper Secondary Level,Often,0.08575,40,22132,0.05827,0.11247
1731,1731,2018,Thuringa,Second Stage of Tertiary Education,Very seldom,0.47184,97,22132,0.38951,0.5723
1732,1732,2018,Thuringa,Second Stage of Tertiary Education,Seldom,0.32119,68,22132,0.25779,0.40528
1733,1733,2018,Thuringa,Second Stage of Tertiary Education,Sometimes,0.20697,36,22132,0.12839,0.32803
1734,1734,2019,Schleswig-Holstein,Lower Secondary Level,Very seldom,0.58545,39,22436,0.42859,0.78617
1735,1735,2019,Schleswig-Holstein,Lower Secondary Level,Seldom,0.41455,37,22436,0.26821,0.55898
1736,1736,2019,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.43805,187,22436,0.36911,0.50735
1737,1737,2019,Schleswig-Holstein,Upper Secondary Level,Seldom,0.4227,149,22436,0.34563,0.51698
1738,1738,2019,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.13925,55,22436,0.10481,0.17125
1739,1739,2019,Schleswig-Holstein,Post-secondary Non-tertiary Level,Very seldom,0.55296,37,22436,0.33787,0.78757
1740,1740,2019,Schleswig-Holstein,Post-secondary Non-tertiary Level,Seldom,0.44704,32,22436,0.28735,0.66159
1741,1741,2019,Schleswig-Holstein,First Stage of Tertiary Education,Very seldom,1.0,38,22436,0.64943,1.3247
1742,1742,2019,Schleswig-Holstein,Second Stage of Tertiary Education,Very seldom,0.4965,105,22436,0.38204,0.61573
1743,1743,2019,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.37809,74,22436,0.26842,0.49712
1744,1744,2019,Schleswig-Holstein,Second Stage of Tertiary Education,Sometimes,0.12541,35,22436,0.0882,0.17593
1745,1745,2019,Hamburg,Upper Secondary Level,Very seldom,0.49597,73,22436,0.35778,0.62636
1746,1746,2019,Hamburg,Upper Secondary Level,Seldom,0.50403,65,22436,0.37139,0.63692
1747,1747,2019,Hamburg,Post-secondary Non-tertiary Level,Very seldom,1.0,32,22436,0.55992,1.67303
1748,1748,2019,Hamburg,Second Stage of Tertiary Education,Very seldom,0.62006,97,22436,0.47593,0.80897
1749,1749,2019,Hamburg,Second Stage of Tertiary Education,Seldom,0.37994,61,22436,0.27645,0.49023
1750,1750,2019,Lower Saxony,Lower Secondary Level,Very seldom,0.37387,118,22436,0.29801,0.46792
1751,1751,2019,Lower Saxony,Lower Secondary Level,Seldom,0.4771,120,22436,0.3902,0.57956
1752,1752,2019,Lower Saxony,Lower Secondary Level,Sometimes,0.14903,50,22436,0.11473,0.18521
1753,1753,2019,Lower Saxony,Upper Secondary Level,Very seldom,0.45449,459,22436,0.41213,0.49115
1754,1754,2019,Lower Saxony,Upper Secondary Level,Seldom,0.34449,402,22436,0.30694,0.38843
1755,1755,2019,Lower Saxony,Upper Secondary Level,Sometimes,0.15209,164,22436,0.1293,0.18122
1756,1756,2019,Lower Saxony,Upper Secondary Level,Often,0.04892,61,22436,0.0353,0.06187
1757,1757,2019,Lower Saxony,Post-secondary Non-tertiary Level,Very seldom,0.5252,110,22436,0.42679,0.62901
1758,1758,2019,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.4748,71,22436,0.33425,0.62388
1759,1759,2019,Lower Saxony,First Stage of Tertiary Education,Very seldom,0.64862,59,22436,0.48757,0.85925
1760,1760,2019,Lower Saxony,First Stage of Tertiary Education,Seldom,0.35138,45,22436,0.26691,0.46576
1761,1761,2019,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.44733,267,22436,0.38951,0.52252
1762,1762,2019,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.4039,198,22436,0.3446,0.47459
1763,1763,2019,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.14876,83,22436,0.11592,0.19309
1764,1764,2019,Bremen,Upper Secondary Level,Very seldom,1.0,31,22436,0.61681,1.48731
1765,1765,2019,North Rhine-Westphalia,Pre-primary Level,Very seldom,0.48143,42,22436,0.3006,0.67397
1766,1766,2019,North Rhine-Westphalia,Pre-primary Level,Seldom,0.51857,32,22436,0.31921,0.80771
1767,1767,2019,North Rhine-Westphalia,Primary Level,Very seldom,0.55776,47,22436,0.41401,0.70996
1768,1768,2019,North Rhine-Westphalia,Primary Level,Seldom,0.44224,41,22436,0.28403,0.62984
1769,1769,2019,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.35384,225,22436,0.29993,0.40956
1770,1770,2019,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.37888,198,22436,0.31744,0.44184
1771,1771,2019,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.21566,87,22436,0.16957,0.27835
1772,1772,2019,North Rhine-Westphalia,Lower Secondary Level,Often,0.05163,32,22436,0.03403,0.07045
1773,1773,2019,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.37919,942,22436,0.35461,0.40452
1774,1774,2019,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.37617,742,22436,0.34457,0.40369
1775,1775,2019,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.15845,371,22436,0.14315,0.17999
1776,1776,2019,North Rhine-Westphalia,Upper Secondary Level,Often,0.05758,134,22436,0.04757,0.06814
1777,1777,2019,North Rhine-Westphalia,Upper Secondary Level,Very often,0.02861,49,22436,0.02042,0.04135
1778,1778,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.38086,246,22436,0.31694,0.43517
1779,1779,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.39034,222,22436,0.31795,0.46959
1780,1780,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.15365,101,22436,0.1166,0.18881
1781,1781,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.07515,40,22436,0.04776,0.10037
1782,1782,2019,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.5077,149,22436,0.42459,0.61908
1783,1783,2019,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.345,100,22436,0.27105,0.42684
1784,1784,2019,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.1473,33,22436,0.09249,0.21432
1785,1785,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.44147,629,22436,0.39485,0.49059
1786,1786,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.38152,435,22436,0.33081,0.43789
1787,1787,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.13458,178,22436,0.10813,0.16499
1788,1788,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.04243,65,22436,0.02983,0.05576
1789,1789,2019,Hesse,Lower Secondary Level,Very seldom,0.40033,57,22436,0.28392,0.58648
1790,1790,2019,Hesse,Lower Secondary Level,Seldom,0.59967,59,22436,0.46032,0.75596
1791,1791,2019,Hesse,Upper Secondary Level,Very seldom,0.42293,303,22436,0.35849,0.50046
1792,1792,2019,Hesse,Upper Secondary Level,Seldom,0.37619,245,22436,0.32384,0.42779
1793,1793,2019,Hesse,Upper Secondary Level,Sometimes,0.15739,105,22436,0.12552,0.19534
1794,1794,2019,Hesse,Upper Secondary Level,Often,0.04349,35,22436,0.02416,0.0655
1795,1795,2019,Hesse,Post-secondary Non-tertiary Level,Very seldom,0.48408,63,22436,0.34115,0.64734
1796,1796,2019,Hesse,Post-secondary Non-tertiary Level,Seldom,0.51592,59,22436,0.36218,0.71261
1797,1797,2019,Hesse,First Stage of Tertiary Education,Very seldom,0.60665,44,22436,0.42667,0.78158
1798,1798,2019,Hesse,First Stage of Tertiary Education,Seldom,0.39335,34,22436,0.25667,0.51551
1799,1799,2019,Hesse,Second Stage of Tertiary Education,Very seldom,0.50142,234,22436,0.41066,0.57685
1800,1800,2019,Hesse,Second Stage of Tertiary Education,Seldom,0.38392,192,22436,0.31107,0.46888
1801,1801,2019,Hesse,Second Stage of Tertiary Education,Sometimes,0.11466,73,22436,0.08999,0.14272
1802,1802,2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.40055,87,22436,0.31293,0.51418
1803,1803,2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.42988,73,22436,0.32936,0.53913
1804,1804,2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.16957,32,22436,0.11717,0.24203
1805,1805,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.44833,298,22436,0.38824,0.50962
1806,1806,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.33292,212,22436,0.28398,0.38507
1807,1807,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.14958,96,22436,0.11613,0.18383
1808,1808,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.06918,39,22436,0.04087,0.10017
1809,1809,2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very seldom,0.51081,52,22436,0.35052,0.69187
1810,1810,2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.48919,41,22436,0.32975,0.67716
1811,1811,2019,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very seldom,0.5729,43,22436,0.40303,0.79569
1812,1812,2019,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.4271,31,22436,0.29089,0.56879
1813,1813,2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.58057,163,22436,0.46105,0.70657
1814,1814,2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.29844,99,22436,0.23376,0.36527
1815,1815,2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.12099,32,22436,0.07881,0.16841
1816,1816,2019,Baden-Wuerttemberg,Lower Secondary Level,Very seldom,0.42684,102,22436,0.34664,0.53031
1817,1817,2019,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.34153,72,22436,0.26103,0.42152
1818,1818,2019,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.23163,42,22436,0.16885,0.31653
1819,1819,2019,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.3715,441,22436,0.33162,0.41066
1820,1820,2019,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.36313,398,22436,0.32039,0.40807
1821,1821,2019,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.19322,212,22436,0.16222,0.22448
1822,1822,2019,Baden-Wuerttemberg,Upper Secondary Level,Often,0.07214,72,22436,0.05747,0.08862
1823,1823,2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very seldom,0.42849,92,22436,0.33775,0.513
1824,1824,2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.31445,73,22436,0.24211,0.39135
1825,1825,2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.25706,47,22436,0.17638,0.35803
1826,1826,2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Very seldom,0.47549,95,22436,0.33991,0.58248
1827,1827,2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.36164,61,22436,0.23219,0.51361
1828,1828,2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.16288,31,22436,0.11803,0.20885
1829,1829,2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very seldom,0.50033,426,22436,0.44594,0.56748
1830,1830,2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.36878,301,22436,0.32096,0.41534
1831,1831,2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.13089,111,22436,0.10082,0.16332
1832,1832,2019,Bavaria,Lower Secondary Level,Very seldom,0.42724,154,22436,0.34963,0.53183
1833,1833,2019,Bavaria,Lower Secondary Level,Seldom,0.37617,109,22436,0.30873,0.45432
1834,1834,2019,Bavaria,Lower Secondary Level,Sometimes,0.1966,68,22436,0.14938,0.25778
1835,1835,2019,Bavaria,Upper Secondary Level,Very seldom,0.42356,767,22436,0.39383,0.45435
1836,1836,2019,Bavaria,Upper Secondary Level,Seldom,0.30149,576,22436,0.27867,0.33158
1837,1837,2019,Bavaria,Upper Secondary Level,Sometimes,0.19985,316,22436,0.16951,0.22898
1838,1838,2019,Bavaria,Upper Secondary Level,Often,0.05573,104,22436,0.04516,0.06488
1839,1839,2019,Bavaria,Upper Secondary Level,Very often,0.01936,32,22436,0.0123,0.02616
1840,1840,2019,Bavaria,Post-secondary Non-tertiary Level,Very seldom,0.57169,147,22436,0.44181,0.73731
1841,1841,2019,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.28085,86,22436,0.21869,0.35195
1842,1842,2019,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.14746,43,22436,0.09761,0.20044
1843,1843,2019,Bavaria,First Stage of Tertiary Education,Very seldom,0.52695,134,22436,0.41165,0.63088
1844,1844,2019,Bavaria,First Stage of Tertiary Education,Seldom,0.37489,107,22436,0.27849,0.4743
1845,1845,2019,Bavaria,First Stage of Tertiary Education,Sometimes,0.09815,36,22436,0.06456,0.1441
1846,1846,2019,Bavaria,Second Stage of Tertiary Education,Very seldom,0.49824,519,22436,0.42679,0.5565
1847,1847,2019,Bavaria,Second Stage of Tertiary Education,Seldom,0.31849,347,22436,0.27034,0.37658
1848,1848,2019,Bavaria,Second Stage of Tertiary Education,Sometimes,0.13452,147,22436,0.10193,0.17088
1849,1849,2019,Bavaria,Second Stage of Tertiary Education,Often,0.04875,54,22436,0.03648,0.06149
1850,1850,2019,Berlin,Upper Secondary Level,Very seldom,0.37698,124,22436,0.31368,0.45381
1851,1851,2019,Berlin,Upper Secondary Level,Seldom,0.45322,126,22436,0.38412,0.53635
1852,1852,2019,Berlin,Upper Secondary Level,Sometimes,0.1698,56,22436,0.127,0.21703
1853,1853,2019,Berlin,Post-secondary Non-tertiary Level,Very seldom,1.0,35,22436,0.68376,1.35221
1854,1854,2019,Berlin,Second Stage of Tertiary Education,Very seldom,0.44155,199,22436,0.36206,0.51782
1855,1855,2019,Berlin,Second Stage of Tertiary Education,Seldom,0.35136,165,22436,0.29148,0.42785
1856,1856,2019,Berlin,Second Stage of Tertiary Education,Sometimes,0.20709,73,22436,0.15422,0.25143
1857,1857,2019,Brandenburg,Lower Secondary Level,Very seldom,0.51279,33,22436,0.33453,0.69313
1858,1858,2019,Brandenburg,Lower Secondary Level,Seldom,0.48721,32,22436,0.34344,0.62636
1859,1859,2019,Brandenburg,Upper Secondary Level,Very seldom,0.38129,214,22436,0.31819,0.42975
1860,1860,2019,Brandenburg,Upper Secondary Level,Seldom,0.38923,200,22436,0.31275,0.45191
1861,1861,2019,Brandenburg,Upper Secondary Level,Sometimes,0.15973,70,22436,0.11971,0.20716
1862,1862,2019,Brandenburg,Upper Secondary Level,Often,0.06975,35,22436,0.04655,0.10642
1863,1863,2019,Brandenburg,Post-secondary Non-tertiary Level,Very seldom,1.0,33,22436,0.63746,1.38121
1864,1864,2019,Brandenburg,First Stage of Tertiary Education,Seldom,1.0,36,22436,0.64091,1.40621
1865,1865,2019,Brandenburg,Second Stage of Tertiary Education,Very seldom,0.4622,125,22436,0.35826,0.56988
1866,1866,2019,Brandenburg,Second Stage of Tertiary Education,Seldom,0.40688,104,22436,0.31572,0.53044
1867,1867,2019,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.13091,42,22436,0.081,0.18039
1868,1868,2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Very seldom,0.43213,140,22436,0.36467,0.50726
1869,1869,2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.34472,80,22436,0.24892,0.4604
1870,1870,2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.22315,42,22436,0.16522,0.31446
1871,1871,2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very seldom,0.59802,85,22436,0.47048,0.74397
1872,1872,2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.40198,53,22436,0.29742,0.52075
1873,1873,2019,Saxony,Lower Secondary Level,Very seldom,1.0,52,22436,0.71773,1.34244
1874,1874,2019,Saxony,Upper Secondary Level,Very seldom,0.37532,307,22436,0.33379,0.42069
1875,1875,2019,Saxony,Upper Secondary Level,Seldom,0.38016,296,22436,0.33073,0.43787
1876,1876,2019,Saxony,Upper Secondary Level,Sometimes,0.17753,111,22436,0.14277,0.21209
1877,1877,2019,Saxony,Upper Secondary Level,Often,0.06698,36,22436,0.04441,0.09296
1878,1878,2019,Saxony,Post-secondary Non-tertiary Level,Seldom,1.0,40,22436,0.72715,1.29261
1879,1879,2019,Saxony,First Stage of Tertiary Education,Very seldom,0.52792,53,22436,0.34857,0.77871
1880,1880,2019,Saxony,First Stage of Tertiary Education,Seldom,0.47208,54,22436,0.30728,0.6878
1881,1881,2019,Saxony,Second Stage of Tertiary Education,Very seldom,0.39817,200,22436,0.30699,0.51104
1882,1882,2019,Saxony,Second Stage of Tertiary Education,Seldom,0.42906,193,22436,0.37201,0.4988
1883,1883,2019,Saxony,Second Stage of Tertiary Education,Sometimes,0.17277,71,22436,0.13708,0.22011
1884,1884,2019,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.42334,162,22436,0.35432,0.4977
1885,1885,2019,Saxony-Anhalt,Upper Secondary Level,Seldom,0.41632,164,22436,0.34542,0.49364
1886,1886,2019,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.16035,68,22436,0.12045,0.2003
1887,1887,2019,Saxony-Anhalt,Second Stage of Tertiary Education,Very seldom,0.38094,97,22436,0.3126,0.4429
1888,1888,2019,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.39206,85,22436,0.29057,0.55239
1889,1889,2019,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.227,44,22436,0.14106,0.32396
1890,1890,2019,Thuringa,Upper Secondary Level,Very seldom,0.52826,229,22436,0.44247,0.61265
1891,1891,2019,Thuringa,Upper Secondary Level,Seldom,0.26677,137,22436,0.21102,0.34806
1892,1892,2019,Thuringa,Upper Secondary Level,Sometimes,0.20498,89,22436,0.16347,0.26154
1893,1893,2019,Thuringa,First Stage of Tertiary Education,Very seldom,1.0,36,22436,0.48591,1.6847
1894,1894,2019,Thuringa,Second Stage of Tertiary Education,Very seldom,0.44323,99,22436,0.33345,0.59981
1895,1895,2019,Thuringa,Second Stage of Tertiary Education,Seldom,0.55677,94,22436,0.41072,0.72318
1896,1896,2020,Schleswig-Holstein,Lower Secondary Level,Very seldom,0.53645,41,21922,0.37297,0.69899
1897,1897,2020,Schleswig-Holstein,Lower Secondary Level,Seldom,0.46355,40,21922,0.32209,0.60673
1898,1898,2020,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.37508,127,21922,0.31579,0.44217
1899,1899,2020,Schleswig-Holstein,Upper Secondary Level,Seldom,0.41966,149,21922,0.33665,0.4872
1900,1900,2020,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.20526,73,21922,0.15119,0.25269
1901,1901,2020,Schleswig-Holstein,Post-secondary Non-tertiary Level,Seldom,1.0,46,21922,0.71152,1.37253
1902,1902,2020,Schleswig-Holstein,First Stage of Tertiary Education,Very seldom,1.0,32,21922,0.72402,1.30221
1903,1903,2020,Schleswig-Holstein,Second Stage of Tertiary Education,Very seldom,0.37762,82,21922,0.2821,0.4825
1904,1904,2020,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.42215,78,21922,0.289,0.57996
1905,1905,2020,Schleswig-Holstein,Second Stage of Tertiary Education,Sometimes,0.20023,37,21922,0.13815,0.29527
1906,1906,2020,Hamburg,Upper Secondary Level,Very seldom,0.50528,60,21922,0.37388,0.61585
1907,1907,2020,Hamburg,Upper Secondary Level,Seldom,0.49472,71,21922,0.38646,0.62146
1908,1908,2020,Hamburg,Second Stage of Tertiary Education,Very seldom,0.45148,75,21922,0.30203,0.59659
1909,1909,2020,Hamburg,Second Stage of Tertiary Education,Seldom,0.40296,74,21922,0.31173,0.52771
1910,1910,2020,Hamburg,Second Stage of Tertiary Education,Sometimes,0.14556,31,21922,0.09121,0.22708
1911,1911,2020,Lower Saxony,Lower Secondary Level,Very seldom,0.3513,103,21922,0.25385,0.45163
1912,1912,2020,Lower Saxony,Lower Secondary Level,Seldom,0.42351,110,21922,0.35531,0.49727
1913,1913,2020,Lower Saxony,Lower Secondary Level,Sometimes,0.22519,62,21922,0.17811,0.29437
1914,1914,2020,Lower Saxony,Upper Secondary Level,Very seldom,0.34789,385,21922,0.30334,0.3906
1915,1915,2020,Lower Saxony,Upper Secondary Level,Seldom,0.36275,383,21922,0.31806,0.40785
1916,1916,2020,Lower Saxony,Upper Secondary Level,Sometimes,0.18262,191,21922,0.15597,0.20965
1917,1917,2020,Lower Saxony,Upper Secondary Level,Often,0.10673,93,21922,0.0831,0.13122
1918,1918,2020,Lower Saxony,Post-secondary Non-tertiary Level,Very seldom,0.38127,75,21922,0.29095,0.4939
1919,1919,2020,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.36599,77,21922,0.27973,0.44331
1920,1920,2020,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.25274,50,21922,0.16627,0.34723
1921,1921,2020,Lower Saxony,First Stage of Tertiary Education,Very seldom,0.51727,47,21922,0.3707,0.69439
1922,1922,2020,Lower Saxony,First Stage of Tertiary Education,Seldom,0.48273,38,21922,0.3103,0.72302
1923,1923,2020,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.41335,233,21922,0.33477,0.49843
1924,1924,2020,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.33565,175,21922,0.27088,0.3983
1925,1925,2020,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.18813,111,21922,0.1535,0.23146
1926,1926,2020,Lower Saxony,Second Stage of Tertiary Education,Often,0.06288,31,21922,0.03963,0.09304
1927,1927,2020,Bremen,Upper Secondary Level,Seldom,1.0,31,21922,0.65234,1.36154
1928,1928,2020,North Rhine-Westphalia,Pre-primary Level,Seldom,1.0,36,21922,0.67135,1.51566
1929,1929,2020,North Rhine-Westphalia,Primary Level,Very seldom,0.28471,44,21922,0.16684,0.4577
1930,1930,2020,North Rhine-Westphalia,Primary Level,Seldom,0.49094,49,21922,0.3508,0.65818
1931,1931,2020,North Rhine-Westphalia,Primary Level,Sometimes,0.22435,40,21922,0.09936,0.3522
1932,1932,2020,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.35153,214,21922,0.29944,0.41001
1933,1933,2020,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.31594,170,21922,0.26233,0.37196
1934,1934,2020,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.26681,135,21922,0.21046,0.31419
1935,1935,2020,North Rhine-Westphalia,Lower Secondary Level,Often,0.06572,50,21922,0.04956,0.09308
1936,1936,2020,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.38658,811,21922,0.35476,0.41898
1937,1937,2020,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.32886,701,21922,0.30003,0.35694
1938,1938,2020,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.18497,442,21922,0.16557,0.20719
1939,1939,2020,North Rhine-Westphalia,Upper Secondary Level,Often,0.08039,201,21922,0.06566,0.09557
1940,1940,2020,North Rhine-Westphalia,Upper Secondary Level,Very often,0.01919,46,21922,0.01286,0.02586
1941,1941,2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.38818,210,21922,0.32134,0.46201
1942,1942,2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.33963,202,21922,0.27291,0.39983
1943,1943,2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.18938,136,21922,0.14417,0.22417
1944,1944,2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.08281,53,21922,0.0494,0.11399
1945,1945,2020,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.3909,102,21922,0.30851,0.49973
1946,1946,2020,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.41883,101,21922,0.33443,0.54409
1947,1947,2020,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.19028,43,21922,0.14149,0.24666
1948,1948,2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.37332,488,21922,0.33011,0.43035
1949,1949,2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.3767,458,21922,0.32965,0.42884
1950,1950,2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.19287,260,21922,0.16408,0.22647
1951,1951,2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.05711,104,21922,0.04276,0.07775
1952,1952,2020,Hesse,Lower Secondary Level,Very seldom,0.34997,49,21922,0.27452,0.44562
1953,1953,2020,Hesse,Lower Secondary Level,Seldom,0.42847,55,21922,0.30397,0.57024
1954,1954,2020,Hesse,Lower Secondary Level,Sometimes,0.22156,33,21922,0.13747,0.31598
1955,1955,2020,Hesse,Upper Secondary Level,Very seldom,0.33924,235,21922,0.28675,0.40009
1956,1956,2020,Hesse,Upper Secondary Level,Seldom,0.38641,232,21922,0.32921,0.4473
1957,1957,2020,Hesse,Upper Secondary Level,Sometimes,0.18602,127,21922,0.1527,0.2213
1958,1958,2020,Hesse,Upper Secondary Level,Often,0.08833,50,21922,0.06295,0.11919
1959,1959,2020,Hesse,Post-secondary Non-tertiary Level,Very seldom,0.44902,61,21922,0.32114,0.63063
1960,1960,2020,Hesse,Post-secondary Non-tertiary Level,Seldom,0.34029,60,21922,0.22525,0.49051
1961,1961,2020,Hesse,Post-secondary Non-tertiary Level,Sometimes,0.21069,31,21922,0.11763,0.31238
