"plh0185","year","bildungsniveau","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Manchmal","2007","(Fach-)Abitur","Laendlicher Raum","118","0.200542779045975","0.168068254847633","0.233017303244317"
"Manchmal","2007","(Fach-)Abitur","Staedtischer Raum","344","0.204466263642153","0.185661410440002","0.223271116844303"
"Manchmal","2007","(noch) kein Abschluss","Laendlicher Raum","25","","",""
"Manchmal","2007","(noch) kein Abschluss","Staedtischer Raum","76","0.215757710859364","0.174668668664509","0.256846753054218"
"Manchmal","2007","AkademikerIn","Laendlicher Raum","252","0.190574943395946","0.169092345426421","0.212057541365471"
"Manchmal","2007","AkademikerIn","Staedtischer Raum","531","0.180664596854996","0.167112234544198","0.194216959165795"
"Manchmal","2007","Hauptschule","Laendlicher Raum","555","0.213369524570168","0.197747645808735","0.2289914033316"
"Manchmal","2007","Hauptschule","Staedtischer Raum","880","0.202035575495282","0.190498725280417","0.213572425710146"
"Manchmal","2007","Realschule","Laendlicher Raum","474","0.212948371342494","0.196002298873819","0.229894443811169"
"Manchmal","2007","Realschule","Staedtischer Raum","540","0.175373207113316","0.162074039317362","0.188672374909271"
"Oft","2007","(Fach-)Abitur","Laendlicher Raum","41","0.0701853246116287","0.049466599798857","0.0909040494244004"
"Oft","2007","(Fach-)Abitur","Staedtischer Raum","144","0.0778779735094498","0.0653831152091818","0.0903728318097179"
"Oft","2007","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Oft","2007","(noch) kein Abschluss","Staedtischer Raum","29","","",""
"Oft","2007","AkademikerIn","Laendlicher Raum","62","0.0594340216555386","0.046501662089562","0.0723663812215153"
"Oft","2007","AkademikerIn","Staedtischer Raum","145","0.0604830928838909","0.0520862329168054","0.0688799528509763"
"Oft","2007","Hauptschule","Laendlicher Raum","189","0.0700451614339498","0.0603131707649739","0.0797771521029256"
"Oft","2007","Hauptschule","Staedtischer Raum","339","0.0779516375373329","0.0702484399684308","0.085654835106235"
"Oft","2007","Realschule","Laendlicher Raum","119","0.0624459281952519","0.052430246551194","0.0724616098393098"
"Oft","2007","Realschule","Staedtischer Raum","202","0.0713049642968086","0.0623056261986785","0.0803043023949387"
"Sehr oft","2007","(Fach-)Abitur","Laendlicher Raum","6","","",""
"Sehr oft","2007","(Fach-)Abitur","Staedtischer Raum","35","0.023248563410233","0.0162223731375775","0.0302747536828885"
"Sehr oft","2007","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Sehr oft","2007","(noch) kein Abschluss","Staedtischer Raum","11","","",""
"Sehr oft","2007","AkademikerIn","Laendlicher Raum","18","","",""
"Sehr oft","2007","AkademikerIn","Staedtischer Raum","26","","",""
"Sehr oft","2007","Hauptschule","Laendlicher Raum","47","0.0175081655864884","0.0125070547244748","0.0225092764485021"
"Sehr oft","2007","Hauptschule","Staedtischer Raum","94","0.0191320826423651","0.0151959660552697","0.0230681992294604"
"Sehr oft","2007","Realschule","Laendlicher Raum","42","0.0181156952666136","0.0125950740626093","0.0236363164706179"
"Sehr oft","2007","Realschule","Staedtischer Raum","56","0.0205993332860175","0.015632027422625","0.02556663914941"
"Sehr selten","2007","(Fach-)Abitur","Laendlicher Raum","226","0.385378269043618","0.345906259784223","0.424850278303013"
"Sehr selten","2007","(Fach-)Abitur","Staedtischer Raum","705","0.373273009152888","0.35072115213001","0.395824866175765"
"Sehr selten","2007","(noch) kein Abschluss","Laendlicher Raum","79","0.517720855769352","0.442161104234328","0.593280607304376"
"Sehr selten","2007","(noch) kein Abschluss","Staedtischer Raum","157","0.382430590530536","0.3338864377289","0.430974743332173"
"Sehr selten","2007","AkademikerIn","Laendlicher Raum","524","0.403675265625695","0.376838939514915","0.430511591736476"
"Sehr selten","2007","AkademikerIn","Staedtischer Raum","1397","0.427504274920359","0.410078023724664","0.444930526116054"
"Sehr selten","2007","Hauptschule","Laendlicher Raum","1026","0.38065121783265","0.362136677242864","0.399165758422437"
"Sehr selten","2007","Hauptschule","Staedtischer Raum","1956","0.408181413843152","0.394059209943894","0.422303617742409"
"Sehr selten","2007","Realschule","Laendlicher Raum","855","0.365646682333962","0.34571120158254","0.385582163085385"
"Sehr selten","2007","Realschule","Staedtischer Raum","1301","0.406443192741144","0.389266276616647","0.42362010886564"
"Selten","2007","(Fach-)Abitur","Laendlicher Raum","193","0.329110881398325","0.291000950416976","0.367220812379674"
"Selten","2007","(Fach-)Abitur","Staedtischer Raum","539","0.321134190285277","0.299363858010988","0.342904522559566"
"Selten","2007","(noch) kein Abschluss","Laendlicher Raum","46","0.224705277015962","0.161590144276099","0.287820409755826"
"Selten","2007","(noch) kein Abschluss","Staedtischer Raum","112","0.288615750423301","0.24335415452005","0.333877346326552"
"Selten","2007","AkademikerIn","Laendlicher Raum","428","0.334696610267104","0.308885831745278","0.360507388788931"
"Selten","2007","AkademikerIn","Staedtischer Raum","997","0.318392742521043","0.301983206638073","0.334802278404013"
"Selten","2007","Hauptschule","Laendlicher Raum","825","0.318425930576744","0.300661862560491","0.336189998592996"
"Selten","2007","Hauptschule","Staedtischer Raum","1384","0.292699290481869","0.279625712959529","0.305772868004209"
"Selten","2007","Realschule","Laendlicher Raum","752","0.340843322861678","0.321223187014336","0.360463458709021"
"Selten","2007","Realschule","Staedtischer Raum","1042","0.326279302562714","0.309882890269649","0.342675714855778"
"Manchmal","2008","(Fach-)Abitur","Laendlicher Raum","94","0.185410156883485","0.152509698239471","0.218310615527499"
"Manchmal","2008","(Fach-)Abitur","Staedtischer Raum","287","0.186992341734364","0.16805814970807","0.205926533760658"
"Manchmal","2008","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"Manchmal","2008","(noch) kein Abschluss","Staedtischer Raum","56","0.172096859486936","0.134044777071556","0.210148941902316"
"Manchmal","2008","AkademikerIn","Laendlicher Raum","202","0.162516536595129","0.141823360264375","0.183209712925883"
"Manchmal","2008","AkademikerIn","Staedtischer Raum","429","0.168538004724532","0.155052339909587","0.182023669539476"
"Manchmal","2008","Hauptschule","Laendlicher Raum","500","0.21118369139778","0.195074650510731","0.227292732284828"
"Manchmal","2008","Hauptschule","Staedtischer Raum","818","0.188519565137022","0.176850807640793","0.20018832263325"
"Manchmal","2008","Realschule","Laendlicher Raum","354","0.157992343513482","0.142429716668858","0.173554970358105"
"Manchmal","2008","Realschule","Staedtischer Raum","502","0.175057929000099","0.161425333687325","0.188690524312872"
"Oft","2008","(Fach-)Abitur","Laendlicher Raum","32","0.0481805536090823","0.0300513437672498","0.0663097634509147"
"Oft","2008","(Fach-)Abitur","Staedtischer Raum","110","0.0815003675074089","0.0682139827216205","0.0947867522931972"
"Oft","2008","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"Oft","2008","(noch) kein Abschluss","Staedtischer Raum","18","","",""
"Oft","2008","AkademikerIn","Laendlicher Raum","60","0.0508190536939218","0.038499980041351","0.0631381273464927"
"Oft","2008","AkademikerIn","Staedtischer Raum","128","0.0419323850502024","0.0347117549384072","0.0491530151619975"
"Oft","2008","Hauptschule","Laendlicher Raum","175","0.0757351372256652","0.0652927814739105","0.08617749297742"
"Oft","2008","Hauptschule","Staedtischer Raum","316","0.0762028002964265","0.068287249153176","0.0841183514396769"
