"plh0185","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Manchmal","2007","(Fach-)Abitur","462","0.203568843603758","0.187292698540772","0.219844988666745"
"Manchmal","2007","(noch) kein Abschluss","101","0.197523924935745","0.164341247498581","0.230706602372909"
"Manchmal","2007","AkademikerIn","783","0.183238002218776","0.171781116759907","0.194694887677646"
"Manchmal","2007","Hauptschule","1435","0.20590027241476","0.196621267024085","0.215179277805436"
"Manchmal","2007","Realschule","1014","0.190170794490122","0.179687337227633","0.200654251752611"
"Oft","2007","(Fach-)Abitur","185","0.0761184311689592","0.0653989234240096","0.0868379389139089"
"Oft","2007","(noch) kein Abschluss","43","0.0804970161979332","0.0578217712035253","0.103172261192341"
"Oft","2007","AkademikerIn","207","0.0602106820741504","0.0531659730211861","0.0672553911271146"
"Oft","2007","Hauptschule","528","0.0752556545539274","0.0692020248236737","0.0813092842841812"
"Oft","2007","Realschule","321","0.0678161608949791","0.0610995021103633","0.0745328196795949"
"Sehr oft","2007","(Fach-)Abitur","41","0.0213121739359202","0.0154742592300051","0.0271500886418354"
"Sehr oft","2007","(noch) kein Abschluss","15","","",""
"Sehr oft","2007","AkademikerIn","44","0.0126083408962048","0.00930400084707832","0.0159126809453313"
"Sehr oft","2007","Hauptschule","141","0.0185783526757075","0.0154797430841819","0.021676962267233"
"Sehr oft","2007","Realschule","98","0.0196212443978272","0.0159161769309798","0.0233263118646745"
"Sehr selten","2007","(Fach-)Abitur","931","0.376041849587866","0.356461628218093","0.39562207095764"
"Sehr selten","2007","(noch) kein Abschluss","236","0.421768280518816","0.380608463181473","0.46292809785616"
"Sehr selten","2007","AkademikerIn","1921","0.42131663051468","0.406693652142164","0.435939608887195"
"Sehr selten","2007","Hauptschule","2982","0.398794053531979","0.387557803010552","0.410030304053407"
"Sehr selten","2007","Realschule","2156","0.390376997428277","0.377345069075822","0.403408925780731"
"Selten","2007","(Fach-)Abitur","732","0.322958701703496","0.304056915261775","0.341860488145217"
"Selten","2007","(noch) kein Abschluss","158","0.27003281405708","0.233029087296107","0.307036540818053"
"Selten","2007","AkademikerIn","1425","0.322626344296189","0.308781913638274","0.336470774954104"
"Selten","2007","Hauptschule","2209","0.301471666823625","0.290941125247109","0.312002208400142"
