year,quintil_oecd,sex,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,2nd Quintile,female,Very often,0.03109,72,2962,0.02483,0.03734
2015,3rd Quintile,male,Very seldom,0.47880,1139,2229,0.45806,0.49954
2015,3rd Quintile,male,Seldom,0.33706,768,2229,0.31743,0.35669
2015,3rd Quintile,male,Sometimes,0.13700,253,2229,0.12272,0.15128
2015,3rd Quintile,male,Often,0.04375,69,2229,0.03526,0.05224
2015,3rd Quintile,female,Very seldom,0.31744,847,2589,0.29951,0.33537
2015,3rd Quintile,female,Seldom,0.36662,958,2589,0.34806,0.38519
2015,3rd Quintile,female,Sometimes,0.22433,555,2589,0.20825,0.24040
2015,3rd Quintile,female,Often,0.07072,177,2589,0.06084,0.08060
2015,3rd Quintile,female,Very often,0.02089,52,2589,0.01538,0.02640
2015,4th Quintile,male,Very seldom,0.50173,1168,2256,0.48109,0.52237
2015,4th Quintile,male,Seldom,0.34536,783,2256,0.32574,0.36499
2015,4th Quintile,male,Sometimes,0.12481,243,2256,0.11117,0.13846
2015,4th Quintile,male,Often,0.02198,62,2256,0.01593,0.02803
2015,4th Quintile,female,Very seldom,0.33527,834,2474,0.31666,0.35388
2015,4th Quintile,female,Seldom,0.38163,952,2474,0.36248,0.40078
2015,4th Quintile,female,Sometimes,0.20385,487,2474,0.18798,0.21973
2015,4th Quintile,female,Often,0.06811,166,2474,0.05818,0.07804
2015,4th Quintile,female,Very often,0.01114,35,2474,0.00700,0.01527
2015,5th Quintile,male,Very seldom,0.51704,1339,2531,0.49756,0.53651
2015,5th Quintile,male,Seldom,0.34786,881,2531,0.32930,0.36642
2015,5th Quintile,male,Sometimes,0.10614,253,2531,0.09414,0.11815
2015,5th Quintile,male,Often,0.02390,58,2531,0.01794,0.02985
2015,5th Quintile,female,Very seldom,0.37195,914,2528,0.35310,0.39079
2015,5th Quintile,female,Seldom,0.36954,982,2528,0.35072,0.38836
2015,5th Quintile,female,Sometimes,0.18236,475,2528,0.16731,0.19742
2015,5th Quintile,female,Often,0.06845,157,2528,0.05860,0.07829
2016,1st Quintile,male,Very seldom,0.44303,1022,2085,0.42170,0.46436
2016,1st Quintile,male,Seldom,0.32354,647,2085,0.30346,0.34363
2016,1st Quintile,male,Sometimes,0.14427,283,2085,0.12919,0.15936
2016,1st Quintile,male,Often,0.06641,101,2085,0.05572,0.07711
2016,1st Quintile,male,Very often,0.02274,32,2085,0.01634,0.02914
2016,1st Quintile,female,Very seldom,0.30989,895,2901,0.29306,0.32673
2016,1st Quintile,female,Seldom,0.30376,937,2901,0.28702,0.32049
2016,1st Quintile,female,Sometimes,0.23862,661,2901,0.22310,0.25413
2016,1st Quintile,female,Often,0.11817,310,2901,0.10642,0.12992
2016,1st Quintile,female,Very often,0.02957,98,2901,0.02340,0.03573
2016,2nd Quintile,male,Very seldom,0.45570,1035,2194,0.43485,0.47654
2016,2nd Quintile,male,Seldom,0.36104,799,2194,0.34093,0.38114
2016,2nd Quintile,male,Sometimes,0.12438,270,2194,0.11056,0.13819
2016,2nd Quintile,male,Often,0.05389,90,2194,0.04444,0.06334
2016,2nd Quintile,female,Very seldom,0.29679,886,2836,0.27997,0.31361
2016,2nd Quintile,female,Seldom,0.34764,994,2836,0.33011,0.36517
2016,2nd Quintile,female,Sometimes,0.20835,611,2836,0.19340,0.22330
2016,2nd Quintile,female,Often,0.11875,273,2836,0.10685,0.13066
2016,2nd Quintile,female,Very often,0.02847,72,2836,0.02235,0.03459
2016,3rd Quintile,male,Very seldom,0.43846,992,2084,0.41715,0.45977
2016,3rd Quintile,male,Seldom,0.37417,756,2084,0.35339,0.39495
2016,3rd Quintile,male,Sometimes,0.14699,259,2084,0.13178,0.16220
2016,3rd Quintile,male,Often,0.03339,77,2084,0.02567,0.04110
2016,3rd Quintile,female,Very seldom,0.28762,748,2499,0.26987,0.30537
2016,3rd Quintile,female,Seldom,0.33992,913,2499,0.32134,0.35849
2016,3rd Quintile,female,Sometimes,0.26134,568,2499,0.24411,0.27857
2016,3rd Quintile,female,Often,0.08788,217,2499,0.07678,0.09899
2016,3rd Quintile,female,Very often,0.02324,53,2499,0.01733,0.02915
2016,4th Quintile,male,Very seldom,0.44461,1050,2203,0.42385,0.46537
2016,4th Quintile,male,Seldom,0.37483,819,2203,0.35461,0.39505
2016,4th Quintile,male,Sometimes,0.13324,265,2203,0.11905,0.14744
2016,4th Quintile,male,Often,0.04115,69,2203,0.03285,0.04944
2016,4th Quintile,female,Very seldom,0.30440,774,2399,0.28598,0.32282
2016,4th Quintile,female,Seldom,0.36684,883,2399,0.34755,0.38613
2016,4th Quintile,female,Sometimes,0.23423,535,2399,0.21728,0.25118
2016,4th Quintile,female,Often,0.08081,172,2399,0.06990,0.09172
2016,4th Quintile,female,Very often,0.01373,35,2399,0.00907,0.01838
2016,5th Quintile,male,Very seldom,0.49885,1213,2396,0.47882,0.51887
2016,5th Quintile,male,Seldom,0.35382,835,2396,0.33467,0.37297
2016,5th Quintile,male,Sometimes,0.11275,267,2396,0.10008,0.12542
2016,5th Quintile,male,Often,0.03002,81,2396,0.02319,0.03686
2016,5th Quintile,female,Very seldom,0.33909,796,2408,0.32018,0.35800
2016,5th Quintile,female,Seldom,0.36872,935,2408,0.34944,0.38799
2016,5th Quintile,female,Sometimes,0.20822,514,2408,0.19200,0.22444
2016,5th Quintile,female,Often,0.07219,163,2408,0.06185,0.08253
2017,1st Quintile,male,Very seldom,0.43331,934,1928,0.41119,0.45544
2017,1st Quintile,male,Seldom,0.31600,581,1928,0.29524,0.33676
2017,1st Quintile,male,Sometimes,0.16360,279,1928,0.14709,0.18012
2017,1st Quintile,male,Often,0.07174,100,1928,0.06022,0.08326
2017,1st Quintile,male,Very often,0.01535,34,1928,0.00986,0.02083
2017,1st Quintile,female,Very seldom,0.28613,825,2718,0.26913,0.30312
2017,1st Quintile,female,Seldom,0.30991,884,2718,0.29252,0.32730
2017,1st Quintile,female,Sometimes,0.26081,631,2718,0.24430,0.27732
2017,1st Quintile,female,Often,0.11554,287,2718,0.10352,0.12756
2017,1st Quintile,female,Very often,0.02762,91,2718,0.02146,0.03378
2017,2nd Quintile,male,Very seldom,0.47495,1045,2083,0.45350,0.49640
2017,2nd Quintile,male,Seldom,0.33567,704,2083,0.31538,0.35595
2017,2nd Quintile,male,Sometimes,0.13146,255,2083,0.11694,0.14597
2017,2nd Quintile,male,Often,0.05408,79,2083,0.04437,0.06380
2017,2nd Quintile,female,Very seldom,0.31722,854,2656,0.29952,0.33493
2017,2nd Quintile,female,Seldom,0.33574,938,2656,0.31778,0.35371
2017,2nd Quintile,female,Sometimes,0.22424,581,2656,0.20838,0.24011
2017,2nd Quintile,female,Often,0.09734,215,2656,0.08606,0.10861
2017,2nd Quintile,female,Very often,0.02545,68,2656,0.01946,0.03144
2017,3rd Quintile,male,Very seldom,0.44509,949,1980,0.42320,0.46699
2017,3rd Quintile,male,Seldom,0.36271,722,1980,0.34152,0.38389
2017,3rd Quintile,male,Sometimes,0.14703,244,1980,0.13142,0.16263
2017,3rd Quintile,male,Often,0.03597,65,1980,0.02776,0.04417
2017,3rd Quintile,female,Very seldom,0.29269,728,2384,0.27442,0.31095
2017,3rd Quintile,female,Seldom,0.37036,908,2384,0.35097,0.38975
2017,3rd Quintile,female,Sometimes,0.22318,508,2384,0.20646,0.23990
2017,3rd Quintile,female,Often,0.09049,188,2384,0.07897,0.10200
2017,3rd Quintile,female,Very often,0.02329,52,2384,0.01724,0.02935
2017,4th Quintile,male,Very seldom,0.47696,1029,2054,0.45535,0.49856
2017,4th Quintile,male,Seldom,0.36725,733,2054,0.34640,0.38811
2017,4th Quintile,male,Sometimes,0.11761,227,2054,0.10368,0.13155
2017,4th Quintile,male,Often,0.03303,65,2054,0.02530,0.04076
2017,4th Quintile,female,Very seldom,0.31172,759,2252,0.29258,0.33085
2017,4th Quintile,female,Seldom,0.39174,877,2252,0.37157,0.41190
2017,4th Quintile,female,Sometimes,0.21532,455,2252,0.19834,0.23230
2017,4th Quintile,female,Often,0.06926,161,2252,0.05877,0.07974
2017,5th Quintile,male,Very seldom,0.48865,1169,2253,0.46800,0.50929
2017,5th Quintile,male,Seldom,0.36132,779,2253,0.34148,0.38116
2017,5th Quintile,male,Sometimes,0.11679,250,2253,0.10352,0.13005
2017,5th Quintile,male,Often,0.02505,55,2253,0.01859,0.03150
2017,5th Quintile,female,Very seldom,0.35694,819,2269,0.33722,0.37665
2017,5th Quintile,female,Seldom,0.37578,853,2269,0.35585,0.39571
2017,5th Quintile,female,Sometimes,0.19438,438,2269,0.17809,0.21067
2017,5th Quintile,female,Often,0.06087,127,2269,0.05103,0.07071
2017,5th Quintile,female,Very often,0.01203,32,2269,0.00755,0.01652
2018,1st Quintile,male,Very seldom,0.43345,930,1926,0.41131,0.45558
2018,1st Quintile,male,Seldom,0.32732,611,1926,0.30636,0.34828
2018,1st Quintile,male,Sometimes,0.16245,303,1926,0.14597,0.17893
2018,1st Quintile,male,Often,0.05563,82,1926,0.04539,0.06587
2018,1st Quintile,female,Very seldom,0.31431,899,2736,0.29692,0.33171
2018,1st Quintile,female,Seldom,0.32339,883,2736,0.30586,0.34092
2018,1st Quintile,female,Sometimes,0.21952,582,2736,0.20401,0.23503
2018,1st Quintile,female,Often,0.10363,264,2736,0.09220,0.11505
2018,1st Quintile,female,Very often,0.03915,108,2736,0.03188,0.04641
2018,2nd Quintile,male,Very seldom,0.48996,1144,2228,0.46919,0.51072
2018,2nd Quintile,male,Seldom,0.32831,703,2228,0.30880,0.34781
2018,2nd Quintile,male,Sometimes,0.13419,286,2228,0.12004,0.14835
2018,2nd Quintile,male,Often,0.04427,95,2228,0.03573,0.05281
2018,2nd Quintile,female,Very seldom,0.33028,989,2863,0.31305,0.34751
2018,2nd Quintile,female,Seldom,0.36199,1011,2863,0.34439,0.37960
2018,2nd Quintile,female,Sometimes,0.20187,558,2863,0.18717,0.21658
2018,2nd Quintile,female,Often,0.07908,238,2863,0.06920,0.08897
2018,2nd Quintile,female,Very often,0.02677,67,2863,0.02086,0.03269
2018,3rd Quintile,male,Very seldom,0.47309,1088,2149,0.45198,0.49420
2018,3rd Quintile,male,Seldom,0.35878,752,2149,0.33850,0.37906
2018,3rd Quintile,male,Sometimes,0.12786,249,2149,0.11373,0.14198
2018,3rd Quintile,male,Often,0.03256,60,2149,0.02506,0.04007
2018,3rd Quintile,female,Very seldom,0.32195,851,2572,0.30389,0.34001
2018,3rd Quintile,female,Seldom,0.37397,998,2572,0.35527,0.39268
2018,3rd Quintile,female,Sometimes,0.21480,501,2572,0.19892,0.23067
2018,3rd Quintile,female,Often,0.06424,171,2572,0.05476,0.07372
2018,3rd Quintile,female,Very often,0.02504,51,2572,0.01900,0.03108
2018,4th Quintile,male,Very seldom,0.52074,1200,2249,0.50009,0.54139
2018,4th Quintile,male,Seldom,0.33129,747,2249,0.31184,0.35075
2018,4th Quintile,male,Sometimes,0.11553,250,2249,0.10231,0.12874
2018,4th Quintile,male,Often,0.03009,52,2249,0.02303,0.03715
2018,4th Quintile,female,Very seldom,0.33939,845,2443,0.32061,0.35817
2018,4th Quintile,female,Seldom,0.38094,931,2443,0.36168,0.40021
2018,4th Quintile,female,Sometimes,0.20064,490,2443,0.18476,0.21653
2018,4th Quintile,female,Often,0.06239,144,2443,0.05280,0.07198
2018,4th Quintile,female,Very often,0.01664,33,2443,0.01156,0.02171
2018,5th Quintile,male,Very seldom,0.50015,1355,2539,0.48070,0.51961
2018,5th Quintile,male,Seldom,0.35183,857,2539,0.33325,0.37041
2018,5th Quintile,male,Sometimes,0.11805,262,2539,0.10550,0.13060
2018,5th Quintile,male,Often,0.02697,65,2539,0.02067,0.03327
2018,5th Quintile,female,Very seldom,0.34771,903,2480,0.32896,0.36646
2018,5th Quintile,female,Seldom,0.38017,974,2480,0.36106,0.39928
2018,5th Quintile,female,Sometimes,0.19676,464,2480,0.18111,0.21241
2018,5th Quintile,female,Often,0.06016,139,2480,0.05080,0.06952
2019,1st Quintile,male,Very seldom,0.47721,933,1845,0.45441,0.50001
2019,1st Quintile,male,Seldom,0.31640,570,1845,0.29518,0.33763
2019,1st Quintile,male,Sometimes,0.13235,238,1845,0.11689,0.14782
2019,1st Quintile,male,Often,0.05898,104,1845,0.04823,0.06974
2019,1st Quintile,female,Very seldom,0.33336,860,2563,0.31511,0.35161
2019,1st Quintile,female,Seldom,0.30100,801,2563,0.28324,0.31876
2019,1st Quintile,female,Sometimes,0.22462,563,2563,0.20846,0.24078
2019,1st Quintile,female,Often,0.10329,253,2563,0.09150,0.11507
2019,1st Quintile,female,Very often,0.03773,86,2563,0.03035,0.04511
2019,2nd Quintile,male,Very seldom,0.44552,1055,2097,0.42425,0.46680
2019,2nd Quintile,male,Seldom,0.37181,708,2097,0.35112,0.39250
2019,2nd Quintile,male,Sometimes,0.13378,252,2097,0.11921,0.14836
2019,2nd Quintile,male,Often,0.04228,82,2097,0.03366,0.05089
2019,2nd Quintile,female,Very seldom,0.31305,874,2649,0.29538,0.33071
2019,2nd Quintile,female,Seldom,0.37568,950,2649,0.35724,0.39413
2019,2nd Quintile,female,Sometimes,0.21246,543,2649,0.19688,0.22804
2019,2nd Quintile,female,Often,0.07061,217,2649,0.06085,0.08037
2019,2nd Quintile,female,Very often,0.02820,65,2649,0.02190,0.03451
2019,3rd Quintile,male,Very seldom,0.47111,995,1994,0.44920,0.49303
2019,3rd Quintile,male,Seldom,0.37559,720,1994,0.35433,0.39685
2019,3rd Quintile,male,Sometimes,0.12022,231,1994,0.10594,0.13450
2019,3rd Quintile,male,Often,0.02476,48,1994,0.01794,0.03158
2019,3rd Quintile,female,Very seldom,0.31283,795,2402,0.29429,0.33138
2019,3rd Quintile,female,Seldom,0.37749,914,2402,0.35809,0.39688
2019,3rd Quintile,female,Sometimes,0.20564,469,2402,0.18947,0.22180
2019,3rd Quintile,female,Often,0.07906,179,2402,0.06827,0.08985
2019,3rd Quintile,female,Very often,0.02498,45,2402,0.01874,0.03123
2019,4th Quintile,male,Very seldom,0.53599,1078,2008,0.51417,0.55781
2019,4th Quintile,male,Seldom,0.32001,651,2008,0.29960,0.34042
2019,4th Quintile,male,Sometimes,0.10428,228,2008,0.09091,0.11766
2019,4th Quintile,male,Often,0.03378,51,2008,0.02588,0.04169
2019,4th Quintile,female,Very seldom,0.34887,797,2247,0.32916,0.36858
2019,4th Quintile,female,Seldom,0.37996,859,2247,0.35988,0.40003
2019,4th Quintile,female,Sometimes,0.19243,422,2247,0.17612,0.20873
2019,4th Quintile,female,Often,0.06238,138,2247,0.05238,0.07239
2019,4th Quintile,female,Very often,0.01636,31,2247,0.01111,0.02160
2019,5th Quintile,male,Very seldom,0.51952,1279,2405,0.49955,0.53950
2019,5th Quintile,male,Seldom,0.35569,847,2405,0.33655,0.37483
2019,5th Quintile,male,Sometimes,0.09797,226,2405,0.08609,0.10985
2019,5th Quintile,male,Often,0.02261,53,2405,0.01666,0.02855
2019,5th Quintile,female,Very seldom,0.37708,916,2366,0.35755,0.39662
2019,5th Quintile,female,Seldom,0.36932,893,2366,0.34987,0.38877
2019,5th Quintile,female,Sometimes,0.19297,427,2366,0.17706,0.20887
2019,5th Quintile,female,Often,0.04999,130,2366,0.04120,0.05877
2020,1st Quintile,male,Very seldom,0.44626,771,1719,0.42276,0.46977
2020,1st Quintile,male,Seldom,0.29661,529,1719,0.27502,0.31821
2020,1st Quintile,male,Sometimes,0.16202,300,1719,0.14460,0.17944
2020,1st Quintile,male,Often,0.07958,119,1719,0.06678,0.09238
2020,1st Quintile,female,Very seldom,0.27452,651,2471,0.25692,0.29212
2020,1st Quintile,female,Seldom,0.29956,789,2471,0.28150,0.31763
2020,1st Quintile,female,Sometimes,0.25787,613,2471,0.24062,0.27512
2020,1st Quintile,female,Often,0.12309,312,2471,0.11013,0.13604
2020,1st Quintile,female,Very often,0.04496,106,2471,0.03679,0.05313
2020,2nd Quintile,male,Very seldom,0.42173,887,2041,0.40030,0.44316
2020,2nd Quintile,male,Seldom,0.35536,718,2041,0.33459,0.37613
2020,2nd Quintile,male,Sometimes,0.15358,325,2041,0.13793,0.16923
2020,2nd Quintile,male,Often,0.05585,111,2041,0.04589,0.06582
2020,2nd Quintile,female,Very seldom,0.25772,661,2586,0.24086,0.27458
2020,2nd Quintile,female,Seldom,0.34163,873,2586,0.32334,0.35991
2020,2nd Quintile,female,Sometimes,0.26417,685,2586,0.24717,0.28117
2020,2nd Quintile,female,Often,0.10685,284,2586,0.09494,0.11876
2020,2nd Quintile,female,Very often,0.02963,83,2586,0.02309,0.03617
2020,3rd Quintile,male,Very seldom,0.42619,872,1960,0.40429,0.44809
2020,3rd Quintile,male,Seldom,0.37458,725,1960,0.35315,0.39602
2020,3rd Quintile,male,Sometimes,0.14603,269,1960,0.13039,0.16167
2020,3rd Quintile,male,Often,0.04554,94,1960,0.03631,0.05477
2020,3rd Quintile,female,Very seldom,0.27207,624,2272,0.25377,0.29037
2020,3rd Quintile,female,Seldom,0.34377,826,2272,0.32424,0.36331
2020,3rd Quintile,female,Sometimes,0.26053,525,2272,0.24248,0.27858
2020,3rd Quintile,female,Often,0.09976,245,2272,0.08743,0.11208
2020,3rd Quintile,female,Very often,0.02387,52,2272,0.01759,0.03015
2020,4th Quintile,male,Very seldom,0.45553,971,2158,0.43452,0.47655
2020,4th Quintile,male,Seldom,0.34968,774,2158,0.32956,0.36981
2020,4th Quintile,male,Sometimes,0.14592,310,2158,0.13103,0.16082
2020,4th Quintile,male,Often,0.04299,103,2158,0.03443,0.05155
2020,4th Quintile,female,Very seldom,0.28459,636,2336,0.26628,0.30289
2020,4th Quintile,female,Seldom,0.35941,861,2336,0.33995,0.37888
2020,4th Quintile,female,Sometimes,0.23833,549,2336,0.22105,0.25561
2020,4th Quintile,female,Often,0.09421,235,2336,0.08237,0.10606
2020,4th Quintile,female,Very often,0.02346,55,2336,0.01732,0.02959
2020,5th Quintile,male,Very seldom,0.44881,1479,3092,0.43127,0.46634
2020,5th Quintile,male,Seldom,0.35833,1069,3092,0.34142,0.37523
2020,5th Quintile,male,Sometimes,0.15808,430,3092,0.14521,0.17094
2020,5th Quintile,male,Often,0.02704,114,3092,0.02133,0.03276
2020,5th Quintile,female,Very seldom,0.28772,832,2830,0.27104,0.30440
2020,5th Quintile,female,Seldom,0.34693,974,2830,0.32938,0.36447
2020,5th Quintile,female,Sometimes,0.24108,668,2830,0.22532,0.25684
2020,5th Quintile,female,Often,0.10115,290,2830,0.09004,0.11226
2020,5th Quintile,female,Very often,0.02313,66,2830,0.01759,0.02867
2021,1st Quintile,male,Very seldom,0.43253,616,1344,0.40604,0.45903
2021,1st Quintile,male,Seldom,0.35905,452,1344,0.33340,0.38471
2021,1st Quintile,male,Sometimes,0.13091,191,1344,0.11287,0.14895
2021,1st Quintile,male,Often,0.05357,85,1344,0.04153,0.06562
2021,1st Quintile,female,Very seldom,0.30046,582,1857,0.27960,0.32131
2021,1st Quintile,female,Seldom,0.34377,618,1857,0.32217,0.36538
2021,1st Quintile,female,Sometimes,0.22176,387,1857,0.20286,0.24066
2021,1st Quintile,female,Often,0.09702,198,1857,0.08355,0.11048
2021,1st Quintile,female,Very often,0.03699,72,1857,0.02840,0.04558
2021,2nd Quintile,male,Very seldom,0.46280,695,1471,0.43731,0.48829
2021,2nd Quintile,male,Seldom,0.36578,539,1471,0.34116,0.39040
2021,2nd Quintile,male,Sometimes,0.13185,174,1471,0.11455,0.14914
2021,2nd Quintile,male,Often,0.03560,63,1471,0.02613,0.04507
2021,2nd Quintile,female,Very seldom,0.30493,591,1854,0.28397,0.32589
2021,2nd Quintile,female,Seldom,0.35282,688,1854,0.33106,0.37457
2021,2nd Quintile,female,Sometimes,0.21530,356,1854,0.19658,0.23401
2021,2nd Quintile,female,Often,0.10919,174,1854,0.09499,0.12339
2021,2nd Quintile,female,Very often,0.01777,45,1854,0.01175,0.02378
2021,3rd Quintile,male,Very seldom,0.45684,698,1404,0.43077,0.48291
2021,3rd Quintile,male,Seldom,0.34723,492,1404,0.32232,0.37214
2021,3rd Quintile,male,Sometimes,0.13612,167,1404,0.11817,0.15406
2021,3rd Quintile,male,Often,0.04881,47,1404,0.03754,0.06009
2021,3rd Quintile,female,Very seldom,0.31453,544,1644,0.29208,0.33698
2021,3rd Quintile,female,Seldom,0.39039,654,1644,0.36681,0.41398
2021,3rd Quintile,female,Sometimes,0.20229,311,1644,0.18287,0.22171
2021,3rd Quintile,female,Often,0.07321,135,1644,0.06062,0.08581
2021,4th Quintile,male,Very seldom,0.47035,772,1505,0.44512,0.49557
2021,4th Quintile,male,Seldom,0.36876,518,1505,0.34438,0.39315
2021,4th Quintile,male,Sometimes,0.11566,166,1505,0.09949,0.13182
2021,4th Quintile,male,Often,0.03750,49,1505,0.02790,0.04711
2021,4th Quintile,female,Very seldom,0.36038,590,1650,0.33720,0.38355
2021,4th Quintile,female,Seldom,0.36354,635,1650,0.34032,0.38676
2021,4th Quintile,female,Sometimes,0.17992,296,1650,0.16138,0.19846
2021,4th Quintile,female,Often,0.08346,129,1650,0.07011,0.09681
2021,5th Quintile,male,Very seldom,0.51558,1237,2244,0.49490,0.53626
2021,5th Quintile,male,Seldom,0.35284,746,2244,0.33307,0.37262
2021,5th Quintile,male,Sometimes,0.10803,204,2244,0.09518,0.12087
2021,5th Quintile,male,Often,0.01867,57,2244,0.01307,0.02427
2021,5th Quintile,female,Very seldom,0.37439,785,1990,0.35312,0.39566
2021,5th Quintile,female,Seldom,0.37404,739,1990,0.35277,0.39530
2021,5th Quintile,female,Sometimes,0.17237,341,1990,0.15577,0.18897
2021,5th Quintile,female,Often,0.06497,125,1990,0.05414,0.07580
2022,1st Quintile,male,Very seldom,0.41926,494,1194,0.39126,0.44726
2022,1st Quintile,male,Seldom,0.34628,414,1194,0.31929,0.37328
2022,1st Quintile,male,Sometimes,0.16890,209,1194,0.14764,0.19016
2022,1st Quintile,male,Often,0.05037,77,1194,0.03796,0.06278
2022,1st Quintile,female,Very seldom,0.30902,441,1661,0.28679,0.33125
2022,1st Quintile,female,Seldom,0.28594,536,1661,0.26420,0.30767
2022,1st Quintile,female,Sometimes,0.22448,384,1661,0.20441,0.24456
2022,1st Quintile,female,Often,0.13663,236,1661,0.12011,0.15316
2022,1st Quintile,female,Very often,0.04393,64,1661,0.03407,0.05379
2022,2nd Quintile,male,Very seldom,0.40275,594,1293,0.37600,0.42949
2022,2nd Quintile,male,Seldom,0.39700,442,1293,0.37032,0.42368
2022,2nd Quintile,male,Sometimes,0.13714,192,1293,0.11838,0.15589
2022,2nd Quintile,male,Often,0.05374,65,1293,0.04144,0.06604
2022,2nd Quintile,female,Very seldom,0.28458,481,1654,0.26282,0.30633
2022,2nd Quintile,female,Seldom,0.34123,551,1654,0.31838,0.36409
2022,2nd Quintile,female,Sometimes,0.24072,391,1654,0.22011,0.26133
2022,2nd Quintile,female,Often,0.10980,182,1654,0.09473,0.12487
2022,2nd Quintile,female,Very often,0.02366,49,1654,0.01634,0.03099
2022,3rd Quintile,male,Very seldom,0.46002,626,1334,0.43326,0.48677
2022,3rd Quintile,male,Seldom,0.37368,472,1334,0.34771,0.39965
2022,3rd Quintile,male,Sometimes,0.12571,174,1334,0.10791,0.14351
2022,3rd Quintile,male,Often,0.03877,62,1334,0.02840,0.04913
2022,3rd Quintile,female,Very seldom,0.30084,466,1538,0.27791,0.32377
2022,3rd Quintile,female,Seldom,0.33845,531,1538,0.31479,0.36211
2022,3rd Quintile,female,Sometimes,0.24507,353,1538,0.22357,0.26657
2022,3rd Quintile,female,Often,0.09011,138,1538,0.07580,0.10443
2022,3rd Quintile,female,Very often,0.02553,50,1538,0.01764,0.03341
2022,4th Quintile,male,Very seldom,0.46230,701,1471,0.43681,0.48778
2022,4th Quintile,male,Seldom,0.35191,502,1471,0.32750,0.37632
2022,4th Quintile,male,Sometimes,0.13035,199,1471,0.11314,0.14756
2022,4th Quintile,male,Often,0.04510,69,1471,0.03449,0.05571
2022,4th Quintile,female,Very seldom,0.29090,507,1574,0.26846,0.31335
2022,4th Quintile,female,Seldom,0.36813,581,1574,0.34430,0.39197
2022,4th Quintile,female,Sometimes,0.25111,363,1574,0.22968,0.27254
2022,4th Quintile,female,Often,0.06928,123,1574,0.05673,0.08182
2022,5th Quintile,male,Very seldom,0.47055,1042,2084,0.44911,0.49198
2022,5th Quintile,male,Seldom,0.36523,709,2084,0.34455,0.38591
2022,5th Quintile,male,Sometimes,0.12536,263,2084,0.11114,0.13958
2022,5th Quintile,male,Often,0.03770,70,2084,0.02952,0.04588
2022,5th Quintile,female,Very seldom,0.30105,618,1911,0.28048,0.32162
2022,5th Quintile,female,Seldom,0.38293,728,1911,0.36113,0.40473
2022,5th Quintile,female,Sometimes,0.22745,373,1911,0.20865,0.24624
2022,5th Quintile,female,Often,0.07027,151,1911,0.05881,0.08173
2022,5th Quintile,female,Very often,0.01830,41,1911,0.01229,0.02432
