,Unnamed: 0,year,bula_h,sampreg,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
307,307,1994,Mecklenburg-Western Pomerania,East,Just Right,0.78844,133,5918,0.7232,0.85956
308,308,1994,Saxony,East,A Bit Too Small,0.17652,102,5918,0.15519,0.20214
309,309,1994,Saxony,East,Just Right,0.71475,368,5918,0.67308,0.7662
310,310,1994,Saxony,East,A Bit Too Large,0.10873,55,5918,0.09296,0.12547
311,311,1994,Saxony-Anhalt,East,A Bit Too Small,0.23803,77,5918,0.20598,0.28547
312,312,1994,Saxony-Anhalt,East,Just Right,0.76197,223,5918,0.71007,0.82229
313,313,1994,Thuringa,East,A Bit Too Small,0.19429,57,5918,0.16846,0.22337
314,314,1994,Thuringa,East,Just Right,0.80571,236,5918,0.74861,0.87151
315,315,1995,Schleswig-Holstein,West,Just Right,1.0,97,6202,0.89832,1.11093
316,316,1995,Hamburg,West,Just Right,1.0,58,6202,0.84126,1.16936
317,317,1995,Lower Saxony,West,A Bit Too Small,0.12699,76,6202,0.10717,0.14687
318,318,1995,Lower Saxony,West,Just Right,0.74409,371,6202,0.70186,0.80084
319,319,1995,Lower Saxony,West,A Bit Too Large,0.12891,59,6202,0.11132,0.15035
320,320,1995,Bremen,West,Just Right,1.0,36,6202,0.84797,1.16984
321,321,1995,North Rhine-Westphalia,West,Much Too Small,0.02303,57,6202,0.01808,0.02868
322,322,1995,North Rhine-Westphalia,West,A Bit Too Small,0.15595,232,6202,0.13998,0.17104
323,323,1995,North Rhine-Westphalia,West,Just Right,0.72887,905,6202,0.69249,0.7635
324,324,1995,North Rhine-Westphalia,West,A Bit Too Large,0.09215,87,6202,0.08182,0.10325
325,325,1995,Hesse,West,A Bit Too Small,0.16517,93,6202,0.13194,0.19783
326,326,1995,Hesse,West,Just Right,0.73808,320,6202,0.66079,0.79791
327,327,1995,Hesse,West,A Bit Too Large,0.09674,37,6202,0.07885,0.11909
328,328,1995,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.17451,57,6202,0.1427,0.21496
329,329,1995,"Rhineland-Palatinate, Saarland",West,Just Right,0.82549,253,6202,0.77319,0.89214
330,330,1995,Baden-Wuerttemberg,West,A Bit Too Small,0.13378,145,6202,0.11488,0.15079
331,331,1995,Baden-Wuerttemberg,West,Just Right,0.78581,613,6202,0.7308,0.83713
332,332,1995,Baden-Wuerttemberg,West,A Bit Too Large,0.08041,43,6202,0.06534,0.09681
333,333,1995,Bavaria,West,Much Too Small,0.03287,32,6202,0.02361,0.04414
334,334,1995,Bavaria,West,A Bit Too Small,0.13674,130,6202,0.11706,0.15713
335,335,1995,Bavaria,West,Just Right,0.72087,621,6202,0.67537,0.7641
336,336,1995,Bavaria,West,A Bit Too Large,0.10952,75,6202,0.0937,0.12549
337,337,1995,Berlin,West,A Bit Too Small,0.27162,41,6202,0.21952,0.32011
338,338,1995,Berlin,West,Just Right,0.72838,110,6202,0.64476,0.80308
339,339,1995,Berlin,East,A Bit Too Small,0.33616,34,6202,0.26279,0.4309
340,340,1995,Berlin,East,Just Right,0.66384,88,6202,0.60602,0.73659
341,341,1995,Brandenburg,East,A Bit Too Small,0.19308,58,6202,0.16619,0.21948
342,342,1995,Brandenburg,East,Just Right,0.80692,190,6202,0.74609,0.8684
343,343,1995,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.20119,38,6202,0.16433,0.23369
344,344,1995,Mecklenburg-Western Pomerania,East,Just Right,0.79881,142,6202,0.72893,0.88243
345,345,1995,Saxony,East,A Bit Too Small,0.16258,90,6202,0.1366,0.18908
346,346,1995,Saxony,East,Just Right,0.74459,374,6202,0.70795,0.7862
347,347,1995,Saxony,East,A Bit Too Large,0.09283,50,6202,0.07679,0.11138
348,348,1995,Saxony-Anhalt,East,A Bit Too Small,0.21891,71,6202,0.18045,0.24783
349,349,1995,Saxony-Anhalt,East,Just Right,0.78109,229,6202,0.71233,0.85463
350,350,1995,Thuringa,East,A Bit Too Small,0.18588,56,6202,0.15766,0.21758
351,351,1995,Thuringa,East,Just Right,0.81412,234,6202,0.75609,0.87886
352,352,1996,Schleswig-Holstein,West,A Bit Too Small,0.23471,31,6214,0.18757,0.28946
353,353,1996,Schleswig-Holstein,West,Just Right,0.76529,93,6214,0.67703,0.83602
354,354,1996,Hamburg,West,Just Right,1.0,58,6214,0.83427,1.15294
355,355,1996,Lower Saxony,West,A Bit Too Small,0.12636,75,6214,0.10473,0.14817
356,356,1996,Lower Saxony,West,Just Right,0.72405,374,6214,0.67782,0.78138
357,357,1996,Lower Saxony,West,A Bit Too Large,0.14959,66,6214,0.13008,0.17311
358,358,1996,Bremen,West,Just Right,1.0,39,6214,0.84491,1.13795
359,359,1996,North Rhine-Westphalia,West,Much Too Small,0.02061,52,6214,0.01531,0.02716
360,360,1996,North Rhine-Westphalia,West,A Bit Too Small,0.14885,216,6214,0.13183,0.16567
361,361,1996,North Rhine-Westphalia,West,Just Right,0.72268,898,6214,0.68603,0.74969
362,362,1996,North Rhine-Westphalia,West,A Bit Too Large,0.10787,99,6214,0.09536,0.12022
363,363,1996,Hesse,West,A Bit Too Small,0.15655,82,6214,0.13066,0.18665
364,364,1996,Hesse,West,Just Right,0.7496,324,6214,0.68339,0.81668
365,365,1996,Hesse,West,A Bit Too Large,0.09384,34,6214,0.07411,0.11293
366,366,1996,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.16159,54,6214,0.12696,0.197
367,367,1996,"Rhineland-Palatinate, Saarland",West,Just Right,0.71144,241,6214,0.66091,0.77039
368,368,1996,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.12697,40,6214,0.10957,0.14861
369,369,1996,Baden-Wuerttemberg,West,A Bit Too Small,0.1318,140,6214,0.1116,0.1497
370,370,1996,Baden-Wuerttemberg,West,Just Right,0.7737,600,6214,0.7289,0.83256
371,371,1996,Baden-Wuerttemberg,West,A Bit Too Large,0.0945,52,6214,0.0787,0.11618
372,372,1996,Bavaria,West,A Bit Too Small,0.14648,138,6214,0.12742,0.17003
373,373,1996,Bavaria,West,Just Right,0.73667,619,6214,0.70048,0.78385
374,374,1996,Bavaria,West,A Bit Too Large,0.11685,72,6214,0.10084,0.1338
375,375,1996,Berlin,West,A Bit Too Small,0.23998,41,6214,0.18717,0.30023
376,376,1996,Berlin,West,Just Right,0.76002,110,6214,0.67449,0.8545
377,377,1996,Berlin,East,A Bit Too Small,0.3085,36,6214,0.24855,0.37038
378,378,1996,Berlin,East,Just Right,0.6915,84,6214,0.62475,0.75369
379,379,1996,Brandenburg,East,A Bit Too Small,0.18694,56,6214,0.16067,0.21974
380,380,1996,Brandenburg,East,Just Right,0.81306,208,6214,0.7482,0.88294
381,381,1996,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.21097,39,6214,0.17556,0.25175
382,382,1996,Mecklenburg-Western Pomerania,East,Just Right,0.78903,140,6214,0.70486,0.8566
383,383,1996,Saxony,East,A Bit Too Small,0.16507,89,6214,0.14106,0.1958
384,384,1996,Saxony,East,Just Right,0.7376,393,6214,0.69627,0.77524
385,385,1996,Saxony,East,A Bit Too Large,0.09733,41,6214,0.07753,0.1143
386,386,1996,Saxony-Anhalt,East,A Bit Too Small,0.21517,70,6214,0.18384,0.25091
387,387,1996,Saxony-Anhalt,East,Just Right,0.78483,220,6214,0.72884,0.85867
388,388,1996,Thuringa,East,A Bit Too Small,0.15726,51,6214,0.13445,0.18806
389,389,1996,Thuringa,East,Just Right,0.84274,239,6214,0.7735,0.90807
390,390,1997,Schleswig-Holstein,West,Just Right,1.0,93,6116,0.88451,1.11082
391,391,1997,Hamburg,West,Just Right,1.0,56,6116,0.85508,1.1801
392,392,1997,Lower Saxony,West,A Bit Too Small,0.1301,72,6116,0.10689,0.152
393,393,1997,Lower Saxony,West,Just Right,0.74238,381,6116,0.68795,0.7902
394,394,1997,Lower Saxony,West,A Bit Too Large,0.12751,57,6116,0.1068,0.15136
395,395,1997,Bremen,West,Just Right,1.0,41,6116,0.84121,1.17163
396,396,1997,North Rhine-Westphalia,West,Much Too Small,0.01861,39,6116,0.01268,0.02516
397,397,1997,North Rhine-Westphalia,West,A Bit Too Small,0.1579,221,6116,0.13976,0.1765
398,398,1997,North Rhine-Westphalia,West,Just Right,0.70996,888,6116,0.68271,0.74416
399,399,1997,North Rhine-Westphalia,West,A Bit Too Large,0.11352,104,6116,0.10088,0.12518
400,400,1997,Hesse,West,A Bit Too Small,0.16137,82,6116,0.12761,0.19779
401,401,1997,Hesse,West,Just Right,0.74502,306,6116,0.68578,0.81117
402,402,1997,Hesse,West,A Bit Too Large,0.09361,31,6116,0.07321,0.11332
403,403,1997,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.17043,59,6116,0.13685,0.20801
404,404,1997,"Rhineland-Palatinate, Saarland",West,Just Right,0.82957,268,6116,0.76404,0.90738
405,405,1997,Baden-Wuerttemberg,West,A Bit Too Small,0.14802,145,6116,0.12353,0.17222
406,406,1997,Baden-Wuerttemberg,West,Just Right,0.74729,609,6116,0.69925,0.80115
407,407,1997,Baden-Wuerttemberg,West,A Bit Too Large,0.10469,60,6116,0.08505,0.12382
408,408,1997,Bavaria,West,A Bit Too Small,0.15369,143,6116,0.13049,0.17694
409,409,1997,Bavaria,West,Just Right,0.72204,604,6116,0.68302,0.7667
410,410,1997,Bavaria,West,A Bit Too Large,0.12426,72,6116,0.10767,0.14606
411,411,1997,Berlin,West,A Bit Too Small,0.22909,37,6116,0.19243,0.27133
412,412,1997,Berlin,West,Just Right,0.77091,112,6116,0.68289,0.86432
413,413,1997,Berlin,East,A Bit Too Small,0.3433,34,6116,0.28472,0.40315
414,414,1997,Berlin,East,Just Right,0.6567,89,6116,0.59067,0.73018
415,415,1997,Brandenburg,East,A Bit Too Small,0.20292,62,6116,0.17341,0.23272
416,416,1997,Brandenburg,East,Just Right,0.79708,204,6116,0.7389,0.85827
417,417,1997,Mecklenburg-Western Pomerania,East,Just Right,1.0,141,6116,0.92391,1.09668
418,418,1997,Saxony,East,A Bit Too Small,0.16844,89,6116,0.14225,0.19764
419,419,1997,Saxony,East,Just Right,0.73222,389,6116,0.6922,0.77828
420,420,1997,Saxony,East,A Bit Too Large,0.09934,46,6116,0.08426,0.11661
421,421,1997,Saxony-Anhalt,East,A Bit Too Small,0.16103,51,6116,0.13297,0.18853
422,422,1997,Saxony-Anhalt,East,Just Right,0.83897,241,6116,0.77244,0.90033
423,423,1997,Thuringa,East,A Bit Too Small,0.17529,49,6116,0.14243,0.20589
424,424,1997,Thuringa,East,Just Right,0.82471,241,6116,0.74959,0.89442
425,425,1998,Schleswig-Holstein,West,Just Right,1.0,130,6908,0.89239,1.09451
426,426,1998,Hamburg,West,Just Right,1.0,60,6908,0.84259,1.15497
427,427,1998,Lower Saxony,West,A Bit Too Small,0.13774,82,6908,0.11839,0.15784
428,428,1998,Lower Saxony,West,Just Right,0.71603,427,6908,0.67842,0.75703
429,429,1998,Lower Saxony,West,A Bit Too Large,0.14623,74,6908,0.12715,0.16535
430,430,1998,Bremen,West,Just Right,1.0,39,6908,0.79768,1.18604
431,431,1998,North Rhine-Westphalia,West,Much Too Small,0.02768,55,6908,0.02331,0.03404
432,432,1998,North Rhine-Westphalia,West,A Bit Too Small,0.14548,234,6908,0.13185,0.16017
433,433,1998,North Rhine-Westphalia,West,Just Right,0.72936,1028,6908,0.70153,0.75748
434,434,1998,North Rhine-Westphalia,West,A Bit Too Large,0.09748,109,6908,0.08677,0.10666
435,435,1998,Hesse,West,A Bit Too Small,0.142,75,6908,0.1162,0.17064
436,436,1998,Hesse,West,Just Right,0.7678,343,6908,0.70779,0.82118
437,437,1998,Hesse,West,A Bit Too Large,0.09021,40,6908,0.07556,0.10454
438,438,1998,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.15515,63,6908,0.13114,0.1791
439,439,1998,"Rhineland-Palatinate, Saarland",West,Just Right,0.74357,283,6908,0.69104,0.79045
440,440,1998,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.10127,41,6908,0.08979,0.11335
441,441,1998,Baden-Wuerttemberg,West,A Bit Too Small,0.12097,134,6908,0.10681,0.13888
442,442,1998,Baden-Wuerttemberg,West,Just Right,0.7641,672,6908,0.7156,0.81289
443,443,1998,Baden-Wuerttemberg,West,A Bit Too Large,0.11493,81,6908,0.09991,0.12707
444,444,1998,Bavaria,West,A Bit Too Small,0.13908,151,6908,0.12293,0.15583
445,445,1998,Bavaria,West,Just Right,0.75264,695,6908,0.71531,0.78987
446,446,1998,Bavaria,West,A Bit Too Large,0.10828,83,6908,0.09372,0.12117
447,447,1998,Berlin,West,A Bit Too Small,0.23342,41,6908,0.19591,0.2833
448,448,1998,Berlin,West,Just Right,0.76658,125,6908,0.68812,0.85364
449,449,1998,Berlin,East,A Bit Too Small,0.36195,35,6908,0.29421,0.4358
450,450,1998,Berlin,East,Just Right,0.63805,80,6908,0.57744,0.71292
451,451,1998,Brandenburg,East,A Bit Too Small,0.17801,53,6908,0.15134,0.20497
452,452,1998,Brandenburg,East,Just Right,0.82199,232,6908,0.75576,0.88721
453,453,1998,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.19192,37,6908,0.15941,0.23866
454,454,1998,Mecklenburg-Western Pomerania,East,Just Right,0.80808,149,6908,0.73611,0.88157
455,455,1998,Saxony,East,A Bit Too Small,0.14728,85,6908,0.12474,0.16891
456,456,1998,Saxony,East,Just Right,0.7269,417,6908,0.68441,0.76881
457,457,1998,Saxony,East,A Bit Too Large,0.12582,65,6908,0.10953,0.14511
458,458,1998,Saxony-Anhalt,East,A Bit Too Small,0.16437,59,6908,0.13817,0.19501
459,459,1998,Saxony-Anhalt,East,Just Right,0.70927,252,6908,0.6667,0.77211
460,460,1998,Saxony-Anhalt,East,A Bit Too Large,0.12636,33,6908,0.10317,0.15171
461,461,1998,Thuringa,East,A Bit Too Small,0.11486,45,6908,0.09308,0.13944
462,462,1998,Thuringa,East,Just Right,0.76955,262,6908,0.70932,0.83592
463,463,1998,Thuringa,East,A Bit Too Large,0.11558,39,6908,0.09613,0.13646
464,464,1999,Schleswig-Holstein,West,Just Right,1.0,131,6756,0.9159,1.07775
465,465,1999,Hamburg,West,Just Right,1.0,62,6756,0.87947,1.13751
466,466,1999,Lower Saxony,West,A Bit Too Small,0.11884,79,6756,0.1028,0.1413
467,467,1999,Lower Saxony,West,Just Right,0.73589,436,6756,0.68803,0.79002
468,468,1999,Lower Saxony,West,A Bit Too Large,0.14527,69,6756,0.12591,0.16584
469,469,1999,Bremen,West,Just Right,1.0,37,6756,0.81681,1.1913
470,470,1999,North Rhine-Westphalia,West,Much Too Small,0.0204,38,6756,0.01544,0.02515
471,471,1999,North Rhine-Westphalia,West,A Bit Too Small,0.14159,228,6756,0.1254,0.15521
472,472,1999,North Rhine-Westphalia,West,Just Right,0.73961,1028,6756,0.70391,0.7737
473,473,1999,North Rhine-Westphalia,West,A Bit Too Large,0.0984,105,6756,0.08566,0.10942
474,474,1999,Hesse,West,A Bit Too Small,0.17991,87,6756,0.15545,0.21182
475,475,1999,Hesse,West,Just Right,0.71663,317,6756,0.66264,0.76401
476,476,1999,Hesse,West,A Bit Too Large,0.10346,43,6756,0.09023,0.11834
477,477,1999,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.1173,52,6756,0.10036,0.14013
478,478,1999,"Rhineland-Palatinate, Saarland",West,Just Right,0.76008,295,6756,0.71122,0.81798
479,479,1999,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.12262,42,6756,0.10397,0.13878
480,480,1999,Baden-Wuerttemberg,West,A Bit Too Small,0.12774,127,6756,0.11475,0.14985
481,481,1999,Baden-Wuerttemberg,West,Just Right,0.76287,641,6756,0.70076,0.80964
482,482,1999,Baden-Wuerttemberg,West,A Bit Too Large,0.10939,76,6756,0.0942,0.12537
483,483,1999,Bavaria,West,A Bit Too Small,0.16777,160,6756,0.15007,0.18967
484,484,1999,Bavaria,West,Just Right,0.73993,688,6756,0.7016,0.77801
485,485,1999,Bavaria,West,A Bit Too Large,0.0923,76,6756,0.07832,0.10365
486,486,1999,Berlin,West,A Bit Too Small,0.23348,37,6756,0.19346,0.27201
487,487,1999,Berlin,West,Just Right,0.76652,123,6756,0.69869,0.85408
488,488,1999,Berlin,East,A Bit Too Small,0.30515,32,6756,0.24683,0.37893
489,489,1999,Berlin,East,Just Right,0.69485,81,6756,0.61275,0.77605
490,490,1999,Brandenburg,East,A Bit Too Small,0.14177,43,6756,0.11724,0.15878
491,491,1999,Brandenburg,East,Just Right,0.85823,238,6756,0.7864,0.94
492,492,1999,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.15661,32,6756,0.12154,0.19699
493,493,1999,Mecklenburg-Western Pomerania,East,Just Right,0.84339,147,6756,0.76016,0.94273
494,494,1999,Saxony,East,A Bit Too Small,0.15368,94,6756,0.136,0.17538
495,495,1999,Saxony,East,Just Right,0.75492,428,6756,0.708,0.80221
496,496,1999,Saxony,East,A Bit Too Large,0.09139,47,6756,0.07658,0.10849
497,497,1999,Saxony-Anhalt,East,A Bit Too Small,0.1318,46,6756,0.10757,0.16402
498,498,1999,Saxony-Anhalt,East,Just Right,0.8682,269,6756,0.80276,0.93052
499,499,1999,Thuringa,East,A Bit Too Small,0.15052,47,6756,0.11948,0.18042
500,500,1999,Thuringa,East,Just Right,0.84948,275,6756,0.78068,0.91992
501,501,2000,Schleswig-Holstein,West,A Bit Too Small,0.13253,49,12556,0.11416,0.15617
502,502,2000,Schleswig-Holstein,West,Just Right,0.7644,309,12556,0.70802,0.81838
503,503,2000,Schleswig-Holstein,West,A Bit Too Large,0.10307,38,12556,0.085,0.12235
504,504,2000,Hamburg,West,A Bit Too Small,0.26306,47,12556,0.22412,0.30307
505,505,2000,Hamburg,West,Just Right,0.73694,122,12556,0.67395,0.80342
506,506,2000,Lower Saxony,West,A Bit Too Small,0.12988,128,12556,0.11655,0.14261
507,507,2000,Lower Saxony,West,Just Right,0.73824,777,12556,0.70849,0.76502
508,508,2000,Lower Saxony,West,A Bit Too Large,0.13188,141,12556,0.12185,0.14362
509,509,2000,Bremen,West,Just Right,1.0,86,12556,0.91584,1.09201
510,510,2000,North Rhine-Westphalia,West,Much Too Small,0.01811,57,12556,0.01524,0.02215
511,511,2000,North Rhine-Westphalia,West,A Bit Too Small,0.14012,391,12556,0.13151,0.14799
512,512,2000,North Rhine-Westphalia,West,Just Right,0.74292,2023,12556,0.72405,0.76016
513,513,2000,North Rhine-Westphalia,West,A Bit Too Large,0.09884,251,12556,0.09363,0.10564
514,514,2000,Hesse,West,A Bit Too Small,0.14828,140,12556,0.13434,0.16602
515,515,2000,Hesse,West,Just Right,0.76933,650,12556,0.73267,0.79802
516,516,2000,Hesse,West,A Bit Too Large,0.08239,74,12556,0.07511,0.08911
517,517,2000,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.14601,112,12556,0.13127,0.15899
518,518,2000,"Rhineland-Palatinate, Saarland",West,Just Right,0.72491,556,12556,0.69738,0.75402
519,519,2000,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.12909,88,12556,0.11748,0.14199
520,520,2000,Baden-Wuerttemberg,West,Much Too Small,0.01724,32,12556,0.0132,0.0216
521,521,2000,Baden-Wuerttemberg,West,A Bit Too Small,0.13054,222,12556,0.11937,0.14405
522,522,2000,Baden-Wuerttemberg,West,Just Right,0.77535,1154,12556,0.75203,0.80412
523,523,2000,Baden-Wuerttemberg,West,A Bit Too Large,0.07687,109,12556,0.07057,0.08444
524,524,2000,Bavaria,West,Much Too Small,0.0237,40,12556,0.01821,0.02909
525,525,2000,Bavaria,West,A Bit Too Small,0.11578,212,12556,0.10574,0.12701
526,526,2000,Bavaria,West,Just Right,0.76554,1380,12556,0.74354,0.79344
527,527,2000,Bavaria,West,A Bit Too Large,0.09497,156,12556,0.08812,0.1019
528,528,2000,Berlin,West,A Bit Too Small,0.27539,65,12556,0.24539,0.30122
529,529,2000,Berlin,West,Just Right,0.72461,190,12556,0.67577,0.77405
530,530,2000,Berlin,East,A Bit Too Small,0.2623,52,12556,0.22172,0.30129
531,531,2000,Berlin,East,Just Right,0.7377,148,12556,0.69173,0.79874
532,532,2000,Brandenburg,East,A Bit Too Small,0.1431,74,12556,0.1232,0.16478
533,533,2000,Brandenburg,East,Just Right,0.78234,411,12556,0.74376,0.8181
534,534,2000,Brandenburg,East,A Bit Too Large,0.07456,34,12556,0.06437,0.08581
535,535,2000,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.157,48,12556,0.1375,0.17923
536,536,2000,Mecklenburg-Western Pomerania,East,Just Right,0.843,231,12556,0.79055,0.90558
537,537,2000,Saxony,East,A Bit Too Small,0.12379,123,12556,0.11207,0.13588
538,538,2000,Saxony,East,Just Right,0.77875,694,12556,0.74983,0.81257
539,539,2000,Saxony,East,A Bit Too Large,0.09746,87,12556,0.0872,0.10766
540,540,2000,Saxony-Anhalt,East,A Bit Too Small,0.11028,61,12556,0.09369,0.1271
541,541,2000,Saxony-Anhalt,East,Just Right,0.77876,413,12556,0.73778,0.81782
542,542,2000,Saxony-Anhalt,East,A Bit Too Large,0.11096,54,12556,0.09731,0.12554
543,543,2000,Thuringa,East,A Bit Too Small,0.10504,64,12556,0.088,0.12317
544,544,2000,Thuringa,East,Just Right,0.82003,417,12556,0.78154,0.87071
545,545,2000,Thuringa,East,A Bit Too Large,0.07493,46,12556,0.06629,0.08568
546,546,2001,Schleswig-Holstein,West,A Bit Too Small,0.12586,42,11259,0.10772,0.14458
547,547,2001,Schleswig-Holstein,West,Just Right,0.87414,289,11259,0.83064,0.92491
548,548,2001,Hamburg,West,A Bit Too Small,0.27603,45,11259,0.23747,0.31858
549,549,2001,Hamburg,West,Just Right,0.72397,115,11259,0.66406,0.7854
550,550,2001,Lower Saxony,West,A Bit Too Small,0.13303,124,11259,0.11893,0.14839
551,551,2001,Lower Saxony,West,Just Right,0.7153,670,11259,0.68144,0.7461
552,552,2001,Lower Saxony,West,A Bit Too Large,0.15168,127,11259,0.13729,0.16522
553,553,2001,Bremen,West,Just Right,1.0,70,11259,0.86397,1.12906
554,554,2001,North Rhine-Westphalia,West,Much Too Small,0.02145,52,11259,0.01772,0.02542
555,555,2001,North Rhine-Westphalia,West,A Bit Too Small,0.12705,324,11259,0.11804,0.13581
556,556,2001,North Rhine-Westphalia,West,Just Right,0.75263,1848,11259,0.72958,0.77496
557,557,2001,North Rhine-Westphalia,West,A Bit Too Large,0.09887,228,11259,0.09139,0.10531
558,558,2001,Hesse,West,A Bit Too Small,0.1405,118,11259,0.12453,0.15805
559,559,2001,Hesse,West,Just Right,0.76114,557,11259,0.72171,0.7965
560,560,2001,Hesse,West,A Bit Too Large,0.09835,75,11259,0.08943,0.10826
561,561,2001,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.11779,89,11259,0.1014,0.13141
562,562,2001,"Rhineland-Palatinate, Saarland",West,Just Right,0.74557,514,11259,0.71269,0.77868
563,563,2001,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.13664,88,11259,0.12659,0.1475
564,564,2001,Baden-Wuerttemberg,West,A Bit Too Small,0.15714,222,11259,0.1433,0.17451
565,565,2001,Baden-Wuerttemberg,West,Just Right,0.76129,1004,11259,0.73485,0.79052
566,566,2001,Baden-Wuerttemberg,West,A Bit Too Large,0.08157,98,11259,0.07152,0.0924
567,567,2001,Bavaria,West,A Bit Too Small,0.13162,208,11259,0.11787,0.14344
568,568,2001,Bavaria,West,Just Right,0.77666,1227,11259,0.74456,0.8008
569,569,2001,Bavaria,West,A Bit Too Large,0.09173,135,11259,0.08391,0.10083
570,570,2001,Berlin,West,A Bit Too Small,0.24219,56,11259,0.21384,0.27263
571,571,2001,Berlin,West,Just Right,0.75781,187,11259,0.70278,0.81754
572,572,2001,Berlin,East,A Bit Too Small,0.27815,53,11259,0.238,0.31591
573,573,2001,Berlin,East,Just Right,0.72185,134,11259,0.65419,0.78283
574,574,2001,Brandenburg,East,A Bit Too Small,0.11934,63,11259,0.09894,0.13642
575,575,2001,Brandenburg,East,Just Right,0.78895,378,11259,0.74772,0.83567
576,576,2001,Brandenburg,East,A Bit Too Large,0.09172,40,11259,0.08099,0.10275
577,577,2001,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.11728,34,11259,0.09094,0.1456
578,578,2001,Mecklenburg-Western Pomerania,East,Just Right,0.88272,225,11259,0.829,0.96114
579,579,2001,Saxony,East,A Bit Too Small,0.11689,101,11259,0.10461,0.13057
580,580,2001,Saxony,East,Just Right,0.79586,672,11259,0.76149,0.82762
581,581,2001,Saxony,East,A Bit Too Large,0.08725,64,11259,0.07387,0.10053
582,582,2001,Saxony-Anhalt,East,A Bit Too Small,0.11011,57,11259,0.09386,0.12734
583,583,2001,Saxony-Anhalt,East,Just Right,0.75615,378,11259,0.72036,0.7987
584,584,2001,Saxony-Anhalt,East,A Bit Too Large,0.13374,61,11259,0.11422,0.15021
585,585,2001,Thuringa,East,A Bit Too Small,0.09946,57,11259,0.08374,0.11597
586,586,2001,Thuringa,East,Just Right,0.8204,391,11259,0.76852,0.8637
587,587,2001,Thuringa,East,A Bit Too Large,0.08014,39,11259,0.06864,0.09299
588,588,2002,Schleswig-Holstein,West,A Bit Too Small,0.12684,52,11859,0.10448,0.14619
589,589,2002,Schleswig-Holstein,West,Just Right,0.75876,291,11859,0.70055,0.81927
590,590,2002,Schleswig-Holstein,West,A Bit Too Large,0.1144,42,11859,0.09102,0.14041
591,591,2002,Hamburg,West,A Bit Too Small,0.26168,50,11859,0.2077,0.32622
592,592,2002,Hamburg,West,Just Right,0.73832,128,11859,0.64885,0.84704
593,593,2002,Lower Saxony,West,A Bit Too Small,0.15132,136,11859,0.13594,0.16733
594,594,2002,Lower Saxony,West,Just Right,0.68224,702,11859,0.64336,0.72214
595,595,2002,Lower Saxony,West,A Bit Too Large,0.16644,144,11859,0.15055,0.18382
596,596,2002,Bremen,West,Just Right,1.0,79,11859,0.85609,1.14224
597,597,2002,North Rhine-Westphalia,West,Much Too Small,0.02226,59,11859,0.01873,0.02636
598,598,2002,North Rhine-Westphalia,West,A Bit Too Small,0.12991,347,11859,0.12027,0.1397
599,599,2002,North Rhine-Westphalia,West,Just Right,0.71925,1874,11859,0.69571,0.74386
600,600,2002,North Rhine-Westphalia,West,A Bit Too Large,0.11236,267,11859,0.10404,0.12168
601,601,2002,North Rhine-Westphalia,West,Much Too Large,0.01622,40,11859,0.01315,0.01963
602,602,2002,Hesse,West,A Bit Too Small,0.15484,147,11859,0.135,0.17879
603,603,2002,Hesse,West,Just Right,0.71752,573,11859,0.67001,0.76181
604,604,2002,Hesse,West,A Bit Too Large,0.12763,105,11859,0.11267,0.14579
605,605,2002,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.12151,80,11859,0.10349,0.14018
606,606,2002,"Rhineland-Palatinate, Saarland",West,Just Right,0.71214,508,11859,0.67019,0.75041
607,607,2002,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.16635,109,11859,0.1472,0.18584
608,608,2002,Baden-Wuerttemberg,West,Much Too Small,0.02085,37,11859,0.01703,0.02638
609,609,2002,Baden-Wuerttemberg,West,A Bit Too Small,0.1495,225,11859,0.13509,0.16336
610,610,2002,Baden-Wuerttemberg,West,Just Right,0.7282,1033,11859,0.69186,0.76788
611,611,2002,Baden-Wuerttemberg,West,A Bit Too Large,0.10145,142,11859,0.08778,0.11365
612,612,2002,Bavaria,West,Much Too Small,0.02111,37,11859,0.01774,0.02505
613,613,2002,Bavaria,West,A Bit Too Small,0.13958,250,11859,0.12571,0.15238
614,614,2002,Bavaria,West,Just Right,0.7318,1233,11859,0.70727,0.76467
