year,quintil_oecd_hh,regtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,5th Quintile,Urban regions,A Bit Too Small,0.12152,252,2297,0.10815,0.13488
2006,5th Quintile,Urban regions,Just Right,0.68104,1614,2297,0.66198,0.70011
2006,5th Quintile,Urban regions,A Bit Too Large,0.16182,381,2297,0.14676,0.17688
2006,5th Quintile,Urban regions,Much Too Large,0.02429,50,2297,0.01800,0.03059
2006,5th Quintile,Rural regions,A Bit Too Small,0.08361,58,737,0.06361,0.10361
2006,5th Quintile,Rural regions,Just Right,0.64898,512,737,0.61450,0.68347
2006,5th Quintile,Rural regions,A Bit Too Large,0.21780,132,737,0.18798,0.24762
2006,5th Quintile,Rural regions,Much Too Large,0.04361,35,737,0.02885,0.05836
2007,1st Quintile,Urban regions,Much Too Small,0.03224,34,1232,0.02238,0.04211
2007,1st Quintile,Urban regions,A Bit Too Small,0.17758,220,1232,0.15623,0.19893
2007,1st Quintile,Urban regions,Just Right,0.73771,913,1232,0.71313,0.76228
2007,1st Quintile,Urban regions,A Bit Too Large,0.04625,65,1232,0.03452,0.05798
2007,1st Quintile,Rural regions,A Bit Too Small,0.12187,94,702,0.09766,0.14609
2007,1st Quintile,Rural regions,Just Right,0.77236,557,702,0.74132,0.80340
2007,1st Quintile,Rural regions,A Bit Too Large,0.08126,51,702,0.06103,0.10148
2007,2nd Quintile,Urban regions,A Bit Too Small,0.15745,212,1257,0.13730,0.17759
2007,2nd Quintile,Urban regions,Just Right,0.72835,953,1257,0.70375,0.75295
2007,2nd Quintile,Urban regions,A Bit Too Large,0.07726,92,1257,0.06249,0.09202
2007,2nd Quintile,Rural regions,A Bit Too Small,0.10557,91,785,0.08406,0.12708
2007,2nd Quintile,Rural regions,Just Right,0.76055,616,785,0.73068,0.79042
2007,2nd Quintile,Rural regions,A Bit Too Large,0.09960,78,785,0.07863,0.12056
2007,3rd Quintile,Urban regions,A Bit Too Small,0.15481,223,1338,0.13542,0.17420
2007,3rd Quintile,Urban regions,Just Right,0.70158,977,1338,0.67705,0.72610
2007,3rd Quintile,Urban regions,A Bit Too Large,0.11831,138,1338,0.10100,0.13563
2007,3rd Quintile,Rural regions,A Bit Too Small,0.10570,84,820,0.08464,0.12675
2007,3rd Quintile,Rural regions,Just Right,0.74125,627,820,0.71126,0.77125
2007,3rd Quintile,Rural regions,A Bit Too Large,0.13495,109,820,0.11155,0.15835
2007,4th Quintile,Urban regions,A Bit Too Small,0.14648,221,1524,0.12872,0.16424
2007,4th Quintile,Urban regions,Just Right,0.69160,1098,1524,0.66840,0.71479
2007,4th Quintile,Urban regions,A Bit Too Large,0.14226,205,1524,0.12472,0.15981
2007,4th Quintile,Rural regions,A Bit Too Small,0.09376,79,762,0.07305,0.11447
2007,4th Quintile,Rural regions,Just Right,0.74382,563,762,0.71281,0.77484
2007,4th Quintile,Rural regions,A Bit Too Large,0.14494,120,762,0.11993,0.16996
2007,5th Quintile,Urban regions,A Bit Too Small,0.11064,232,2125,0.09730,0.12398
2007,5th Quintile,Urban regions,Just Right,0.70160,1488,2125,0.68214,0.72106
2007,5th Quintile,Urban regions,A Bit Too Large,0.16397,359,2125,0.14823,0.17972
2007,5th Quintile,Urban regions,Much Too Large,0.02119,46,2125,0.01506,0.02731
2007,5th Quintile,Rural regions,A Bit Too Small,0.07369,58,661,0.05376,0.09363
2007,5th Quintile,Rural regions,Just Right,0.65923,476,661,0.62307,0.69539
2007,5th Quintile,Rural regions,A Bit Too Large,0.22171,127,661,0.19001,0.25340
2008,1st Quintile,Urban regions,A Bit Too Small,0.18187,214,1140,0.15947,0.20428
2008,1st Quintile,Urban regions,Just Right,0.72498,856,1140,0.69905,0.75091
2008,1st Quintile,Urban regions,A Bit Too Large,0.05928,70,1140,0.04557,0.07300
2008,1st Quintile,Rural regions,A Bit Too Small,0.11026,78,667,0.08647,0.13405
2008,1st Quintile,Rural regions,Just Right,0.75775,533,667,0.72521,0.79029
2008,1st Quintile,Rural regions,A Bit Too Large,0.09858,56,667,0.07594,0.12122
2008,2nd Quintile,Urban regions,A Bit Too Small,0.14947,185,1168,0.12901,0.16992
2008,2nd Quintile,Urban regions,Just Right,0.72600,891,1168,0.70041,0.75159
2008,2nd Quintile,Urban regions,A Bit Too Large,0.08542,92,1168,0.06938,0.10145
2008,2nd Quintile,Rural regions,A Bit Too Small,0.11414,83,742,0.09125,0.13704
2008,2nd Quintile,Rural regions,Just Right,0.76732,591,742,0.73690,0.79774
2008,2nd Quintile,Rural regions,A Bit Too Large,0.09596,68,742,0.07476,0.11717
2008,3rd Quintile,Urban regions,A Bit Too Small,0.12736,184,1290,0.10916,0.14556
2008,3rd Quintile,Urban regions,Just Right,0.73225,975,1290,0.70808,0.75642
2008,3rd Quintile,Urban regions,A Bit Too Large,0.10349,131,1290,0.08686,0.12012
2008,3rd Quintile,Rural regions,A Bit Too Small,0.09047,84,814,0.07075,0.11018
2008,3rd Quintile,Rural regions,Just Right,0.73524,602,814,0.70491,0.76557
2008,3rd Quintile,Rural regions,A Bit Too Large,0.15327,128,814,0.12850,0.17803
2008,4th Quintile,Urban regions,A Bit Too Small,0.13156,199,1388,0.11377,0.14935
2008,4th Quintile,Urban regions,Just Right,0.69714,1006,1388,0.67296,0.72132
2008,4th Quintile,Urban regions,A Bit Too Large,0.13862,183,1388,0.12044,0.15681
2008,4th Quintile,Rural regions,A Bit Too Small,0.10485,67,658,0.08142,0.12828
2008,4th Quintile,Rural regions,Just Right,0.67513,485,658,0.63932,0.71094
2008,4th Quintile,Rural regions,A Bit Too Large,0.18290,106,658,0.15334,0.21246
2008,5th Quintile,Urban regions,A Bit Too Small,0.12061,203,2016,0.10639,0.13483
2008,5th Quintile,Urban regions,Just Right,0.66347,1403,2016,0.64284,0.68410
2008,5th Quintile,Urban regions,A Bit Too Large,0.18161,362,2016,0.16478,0.19844
2008,5th Quintile,Urban regions,Much Too Large,0.02863,48,2016,0.02135,0.03591
2008,5th Quintile,Rural regions,A Bit Too Small,0.09013,57,633,0.06780,0.11246
2008,5th Quintile,Rural regions,Just Right,0.68376,453,633,0.64750,0.72001
2008,5th Quintile,Rural regions,A Bit Too Large,0.18819,123,633,0.15772,0.21866
2009,1st Quintile,Urban regions,Much Too Small,0.03635,35,1125,0.02541,0.04729
2009,1st Quintile,Urban regions,A Bit Too Small,0.16905,198,1125,0.14714,0.19096
2009,1st Quintile,Urban regions,Just Right,0.71762,824,1125,0.69130,0.74393
2009,1st Quintile,Urban regions,A Bit Too Large,0.06764,68,1125,0.05296,0.08233
2009,1st Quintile,Rural regions,A Bit Too Small,0.11797,81,621,0.09258,0.14337
2009,1st Quintile,Rural regions,Just Right,0.76560,488,621,0.73225,0.79894
2009,1st Quintile,Rural regions,A Bit Too Large,0.07345,52,621,0.05292,0.09399
2009,2nd Quintile,Urban regions,A Bit Too Small,0.15080,170,1103,0.12967,0.17193
2009,2nd Quintile,Urban regions,Just Right,0.72707,839,1103,0.70077,0.75337
2009,2nd Quintile,Urban regions,A Bit Too Large,0.08781,94,1103,0.07110,0.10452
2009,2nd Quintile,Rural regions,A Bit Too Small,0.12489,85,727,0.10084,0.14894
2009,2nd Quintile,Rural regions,Just Right,0.74101,554,727,0.70914,0.77288
2009,2nd Quintile,Rural regions,A Bit Too Large,0.11579,88,727,0.09251,0.13906
2009,3rd Quintile,Urban regions,A Bit Too Small,0.14945,187,1153,0.12886,0.17004
2009,3rd Quintile,Urban regions,Just Right,0.70092,829,1153,0.67448,0.72736
2009,3rd Quintile,Urban regions,A Bit Too Large,0.11873,137,1153,0.10005,0.13741
2009,3rd Quintile,Rural regions,A Bit Too Small,0.11046,77,737,0.08781,0.13310
2009,3rd Quintile,Rural regions,Just Right,0.69985,542,737,0.66674,0.73296
2009,3rd Quintile,Rural regions,A Bit Too Large,0.16129,118,737,0.13472,0.18787
2009,4th Quintile,Urban regions,A Bit Too Small,0.14449,181,1333,0.12561,0.16337
2009,4th Quintile,Urban regions,Just Right,0.69281,980,1333,0.66803,0.71758
2009,4th Quintile,Urban regions,A Bit Too Large,0.13352,172,1333,0.11525,0.15179
2009,4th Quintile,Rural regions,A Bit Too Small,0.12945,77,667,0.10395,0.15495
2009,4th Quintile,Rural regions,Just Right,0.65715,489,667,0.62110,0.69320
2009,4th Quintile,Rural regions,A Bit Too Large,0.17627,101,667,0.14733,0.20521
2009,5th Quintile,Urban regions,A Bit Too Small,0.12486,204,1838,0.10975,0.13998
2009,5th Quintile,Urban regions,Just Right,0.65361,1235,1838,0.63185,0.67537
2009,5th Quintile,Urban regions,A Bit Too Large,0.18291,350,1838,0.16524,0.20059
2009,5th Quintile,Urban regions,Much Too Large,0.02949,49,1838,0.02175,0.03722
2009,5th Quintile,Rural regions,A Bit Too Small,0.07932,42,596,0.05760,0.10103
2009,5th Quintile,Rural regions,Just Right,0.62061,421,596,0.58162,0.65960
2009,5th Quintile,Rural regions,A Bit Too Large,0.24875,133,596,0.21401,0.28348
2010,1st Quintile,Urban regions,Much Too Small,0.03772,163,1985,0.02934,0.04611
2010,1st Quintile,Urban regions,A Bit Too Small,0.17574,499,1985,0.15899,0.19249
2010,1st Quintile,Urban regions,Just Right,0.70016,1224,1985,0.68000,0.72032
2010,1st Quintile,Urban regions,A Bit Too Large,0.07041,99,1985,0.05915,0.08166
2010,1st Quintile,Rural regions,Much Too Small,0.01950,63,1127,0.01142,0.02757
2010,1st Quintile,Rural regions,A Bit Too Small,0.14044,255,1127,0.12015,0.16074
2010,1st Quintile,Rural regions,Just Right,0.73221,741,1127,0.70634,0.75807
2010,1st Quintile,Rural regions,A Bit Too Large,0.08936,68,1127,0.07270,0.10603
2010,2nd Quintile,Urban regions,Much Too Small,0.01139,53,1744,0.00641,0.01637
2010,2nd Quintile,Urban regions,A Bit Too Small,0.15074,396,1744,0.13394,0.16753
2010,2nd Quintile,Urban regions,Just Right,0.73270,1179,1744,0.71192,0.75348
2010,2nd Quintile,Urban regions,A Bit Too Large,0.09643,116,1744,0.08257,0.11029
2010,2nd Quintile,Rural regions,Much Too Small,0.01480,41,1146,0.00781,0.02180
2010,2nd Quintile,Rural regions,A Bit Too Small,0.09751,175,1146,0.08033,0.11469
2010,2nd Quintile,Rural regions,Just Right,0.73632,811,1146,0.71080,0.76184
2010,2nd Quintile,Rural regions,A Bit Too Large,0.12913,119,1146,0.10971,0.14856
2010,3rd Quintile,Urban regions,Much Too Small,0.00856,34,1527,0.00394,0.01319
2010,3rd Quintile,Urban regions,A Bit Too Small,0.13790,306,1527,0.12060,0.15520
2010,3rd Quintile,Urban regions,Just Right,0.71614,1056,1527,0.69352,0.73876
2010,3rd Quintile,Urban regions,A Bit Too Large,0.10875,131,1527,0.09313,0.12437
2010,3rd Quintile,Rural regions,A Bit Too Small,0.13526,145,973,0.11376,0.15676
2010,3rd Quintile,Rural regions,Just Right,0.68731,708,973,0.65816,0.71645
2010,3rd Quintile,Rural regions,A Bit Too Large,0.14932,120,973,0.12691,0.17172
2010,4th Quintile,Urban regions,A Bit Too Small,0.13457,276,1608,0.11788,0.15125
2010,4th Quintile,Urban regions,Just Right,0.69451,1137,1608,0.67199,0.71703
2010,4th Quintile,Urban regions,A Bit Too Large,0.14690,195,1608,0.12960,0.16421
2010,4th Quintile,Rural regions,A Bit Too Small,0.12700,89,766,0.10340,0.15059
2010,4th Quintile,Rural regions,Just Right,0.63023,546,766,0.59602,0.66444
2010,4th Quintile,Rural regions,A Bit Too Large,0.20272,131,766,0.17423,0.23121
2010,5th Quintile,Urban regions,A Bit Too Small,0.11684,247,2081,0.10304,0.13065
2010,5th Quintile,Urban regions,Just Right,0.67921,1450,2081,0.65915,0.69927
2010,5th Quintile,Urban regions,A Bit Too Large,0.16586,340,2081,0.14987,0.18184
2010,5th Quintile,Urban regions,Much Too Large,0.03344,44,2081,0.02571,0.04117
2010,5th Quintile,Rural regions,A Bit Too Small,0.09290,46,577,0.06919,0.11660
2010,5th Quintile,Rural regions,Just Right,0.60154,406,577,0.56156,0.64152
2010,5th Quintile,Rural regions,A Bit Too Large,0.24451,125,577,0.20941,0.27961
2011,1st Quintile,Urban regions,Much Too Small,0.02938,127,2270,0.02243,0.03633
2011,1st Quintile,Urban regions,A Bit Too Small,0.18437,515,2270,0.16841,0.20032
2011,1st Quintile,Urban regions,Just Right,0.71518,1523,2270,0.69661,0.73375
2011,1st Quintile,Urban regions,A Bit Too Large,0.06334,105,2270,0.05331,0.07336
2011,1st Quintile,Rural regions,Much Too Small,0.01641,50,1406,0.00977,0.02306
2011,1st Quintile,Rural regions,A Bit Too Small,0.13257,276,1406,0.11484,0.15030
2011,1st Quintile,Rural regions,Just Right,0.76154,988,1406,0.73926,0.78383
2011,1st Quintile,Rural regions,A Bit Too Large,0.07190,92,1406,0.05839,0.08540
2011,2nd Quintile,Urban regions,Much Too Small,0.01682,71,2011,0.01120,0.02244
2011,2nd Quintile,Urban regions,A Bit Too Small,0.12617,390,2011,0.11165,0.14069
2011,2nd Quintile,Urban regions,Just Right,0.73238,1383,2011,0.71302,0.75173
2011,2nd Quintile,Urban regions,A Bit Too Large,0.11477,167,2011,0.10083,0.12870
2011,2nd Quintile,Rural regions,Much Too Small,0.00913,34,1363,0.00408,0.01418
2011,2nd Quintile,Rural regions,A Bit Too Small,0.11759,216,1363,0.10048,0.13469
2011,2nd Quintile,Rural regions,Just Right,0.72002,977,1363,0.69617,0.74387
2011,2nd Quintile,Rural regions,A Bit Too Large,0.12643,136,1363,0.10878,0.14408
2011,3rd Quintile,Urban regions,Much Too Small,0.01173,48,1955,0.00696,0.01651
2011,3rd Quintile,Urban regions,A Bit Too Small,0.13010,341,1955,0.11518,0.14501
2011,3rd Quintile,Urban regions,Just Right,0.72255,1381,1955,0.70270,0.74241
2011,3rd Quintile,Urban regions,A Bit Too Large,0.11459,185,1955,0.10046,0.12871
2011,3rd Quintile,Rural regions,A Bit Too Small,0.12122,187,1196,0.10272,0.13973
2011,3rd Quintile,Rural regions,Just Right,0.69929,870,1196,0.67329,0.72529
2011,3rd Quintile,Rural regions,A Bit Too Large,0.14459,139,1196,0.12465,0.16453
2011,4th Quintile,Urban regions,Much Too Small,0.00961,36,2071,0.00541,0.01382
2011,4th Quintile,Urban regions,A Bit Too Small,0.13850,314,2071,0.12362,0.15339
2011,4th Quintile,Urban regions,Just Right,0.68223,1430,2071,0.66217,0.70229
2011,4th Quintile,Urban regions,A Bit Too Large,0.14780,254,2071,0.13251,0.16309
2011,4th Quintile,Urban regions,Much Too Large,0.02185,37,2071,0.01555,0.02815
2011,4th Quintile,Rural regions,A Bit Too Small,0.08489,93,960,0.06725,0.10253
2011,4th Quintile,Rural regions,Just Right,0.67005,689,960,0.64029,0.69981
2011,4th Quintile,Rural regions,A Bit Too Large,0.21087,178,960,0.18505,0.23669
2011,5th Quintile,Urban regions,A Bit Too Small,0.12785,305,2366,0.11439,0.14131
2011,5th Quintile,Urban regions,Just Right,0.65204,1583,2366,0.63284,0.67124
2011,5th Quintile,Urban regions,A Bit Too Large,0.17729,423,2366,0.16190,0.19268
2011,5th Quintile,Urban regions,Much Too Large,0.03095,55,2366,0.02397,0.03793
2011,5th Quintile,Rural regions,A Bit Too Small,0.08461,65,780,0.06506,0.10415
2011,5th Quintile,Rural regions,Just Right,0.62839,537,780,0.59445,0.66232
2011,5th Quintile,Rural regions,A Bit Too Large,0.24792,178,780,0.21759,0.27824
2012,1st Quintile,Urban regions,Much Too Small,0.02820,97,2182,0.02125,0.03515
2012,1st Quintile,Urban regions,A Bit Too Small,0.15917,476,2182,0.14381,0.17452
2012,1st Quintile,Urban regions,Just Right,0.72573,1486,2182,0.70700,0.74445
2012,1st Quintile,Urban regions,A Bit Too Large,0.07741,123,2182,0.06619,0.08862
2012,1st Quintile,Rural regions,Much Too Small,0.03142,52,1387,0.02224,0.04061
2012,1st Quintile,Rural regions,A Bit Too Small,0.13440,264,1387,0.11644,0.15236
2012,1st Quintile,Rural regions,Just Right,0.74858,987,1387,0.72574,0.77142
2012,1st Quintile,Rural regions,A Bit Too Large,0.06835,84,1387,0.05506,0.08163
2012,2nd Quintile,Urban regions,Much Too Small,0.01964,65,1998,0.01355,0.02573
2012,2nd Quintile,Urban regions,A Bit Too Small,0.12591,351,1998,0.11136,0.14046
2012,2nd Quintile,Urban regions,Just Right,0.73008,1420,1998,0.71061,0.74955
2012,2nd Quintile,Urban regions,A Bit Too Large,0.11154,162,1998,0.09773,0.12534
2012,2nd Quintile,Rural regions,A Bit Too Small,0.09101,184,1243,0.07501,0.10700
2012,2nd Quintile,Rural regions,Just Right,0.74571,935,1243,0.72149,0.76993
2012,2nd Quintile,Rural regions,A Bit Too Large,0.13280,124,1243,0.11393,0.15167
2012,3rd Quintile,Urban regions,Much Too Small,0.01512,43,1919,0.00966,0.02058
2012,3rd Quintile,Urban regions,A Bit Too Small,0.15256,351,1919,0.13647,0.16865
2012,3rd Quintile,Urban regions,Just Right,0.69612,1339,1919,0.67554,0.71671
2012,3rd Quintile,Urban regions,A Bit Too Large,0.11858,186,1919,0.10411,0.13305
2012,3rd Quintile,Rural regions,A Bit Too Small,0.11134,148,1198,0.09352,0.12916
2012,3rd Quintile,Rural regions,Just Right,0.68811,885,1198,0.66187,0.71436
2012,3rd Quintile,Rural regions,A Bit Too Large,0.15182,165,1198,0.13149,0.17215
2012,4th Quintile,Urban regions,A Bit Too Small,0.13499,291,1900,0.11962,0.15036
2012,4th Quintile,Urban regions,Just Right,0.69356,1344,1900,0.67282,0.71429
2012,4th Quintile,Urban regions,A Bit Too Large,0.14334,265,1900,0.12758,0.15910
2012,4th Quintile,Rural regions,A Bit Too Small,0.08048,92,1035,0.06390,0.09707
2012,4th Quintile,Rural regions,Just Right,0.68516,755,1035,0.65685,0.71347
2012,4th Quintile,Rural regions,A Bit Too Large,0.19867,188,1035,0.17435,0.22299
2012,5th Quintile,Urban regions,A Bit Too Small,0.08752,233,2298,0.07596,0.09908
2012,5th Quintile,Urban regions,Just Right,0.69728,1595,2298,0.67849,0.71606
2012,5th Quintile,Urban regions,A Bit Too Large,0.17123,400,2298,0.15583,0.18664
2012,5th Quintile,Urban regions,Much Too Large,0.03652,70,2298,0.02885,0.04419
2012,5th Quintile,Rural regions,A Bit Too Small,0.08792,63,809,0.06839,0.10744
2012,5th Quintile,Rural regions,Just Right,0.64202,570,809,0.60896,0.67507
2012,5th Quintile,Rural regions,A Bit Too Large,0.23765,176,809,0.20830,0.26700
2013,1st Quintile,Urban regions,Much Too Small,0.04201,178,2753,0.03451,0.04950
2013,1st Quintile,Urban regions,A Bit Too Small,0.18483,658,2753,0.17033,0.19933
2013,1st Quintile,Urban regions,Just Right,0.71139,1800,2753,0.69446,0.72832
2013,1st Quintile,Urban regions,A Bit Too Large,0.05641,117,2753,0.04779,0.06503
2013,1st Quintile,Rural regions,Much Too Small,0.01996,56,1461,0.01279,0.02714
2013,1st Quintile,Rural regions,A Bit Too Small,0.13958,258,1461,0.12180,0.15735
2013,1st Quintile,Rural regions,Just Right,0.75855,1055,1461,0.73660,0.78050
2013,1st Quintile,Rural regions,A Bit Too Large,0.07581,92,1461,0.06224,0.08939
2013,2nd Quintile,Urban regions,Much Too Small,0.02042,80,2374,0.01473,0.02611
2013,2nd Quintile,Urban regions,A Bit Too Small,0.13913,477,2374,0.12521,0.15306
2013,2nd Quintile,Urban regions,Just Right,0.73246,1659,2374,0.71464,0.75027
2013,2nd Quintile,Urban regions,A Bit Too Large,0.09809,158,2374,0.08613,0.11006
2013,2nd Quintile,Rural regions,A Bit Too Small,0.10037,199,1420,0.08474,0.11601
2013,2nd Quintile,Rural regions,Just Right,0.74709,1091,1420,0.72447,0.76971
2013,2nd Quintile,Rural regions,A Bit Too Large,0.11626,130,1420,0.09958,0.13293
2013,3rd Quintile,Urban regions,Much Too Small,0.01419,62,2131,0.00917,0.01921
2013,3rd Quintile,Urban regions,A Bit Too Small,0.12282,358,2131,0.10888,0.13676
2013,3rd Quintile,Urban regions,Just Right,0.70674,1484,2131,0.68741,0.72608
2013,3rd Quintile,Urban regions,A Bit Too Large,0.13380,227,2131,0.11934,0.14826
2013,3rd Quintile,Rural regions,A Bit Too Small,0.10182,141,1174,0.08451,0.11913
2013,3rd Quintile,Rural regions,Just Right,0.67146,863,1174,0.64458,0.69834
2013,3rd Quintile,Rural regions,A Bit Too Large,0.17605,170,1174,0.15426,0.19785
2013,4th Quintile,Urban regions,A Bit Too Small,0.12628,326,2010,0.11175,0.14080
2013,4th Quintile,Urban regions,Just Right,0.70911,1428,2010,0.68924,0.72897
2013,4th Quintile,Urban regions,A Bit Too Large,0.14554,256,2010,0.13012,0.16096
2013,4th Quintile,Rural regions,A Bit Too Small,0.07954,113,1031,0.06302,0.09607
2013,4th Quintile,Rural regions,Just Right,0.70330,753,1031,0.67541,0.73120
2013,4th Quintile,Rural regions,A Bit Too Large,0.18130,165,1031,0.15777,0.20483
2013,5th Quintile,Urban regions,A Bit Too Small,0.09313,257,2450,0.08162,0.10464
2013,5th Quintile,Urban regions,Just Right,0.68342,1711,2450,0.66500,0.70184
2013,5th Quintile,Urban regions,A Bit Too Large,0.17686,407,2450,0.16175,0.19198
2013,5th Quintile,Urban regions,Much Too Large,0.03879,75,2450,0.03114,0.04643
2013,5th Quintile,Rural regions,A Bit Too Small,0.06543,61,787,0.04814,0.08271
2013,5th Quintile,Rural regions,Just Right,0.62273,516,787,0.58884,0.65661
2013,5th Quintile,Rural regions,A Bit Too Large,0.25295,176,787,0.22256,0.28334
2013,5th Quintile,Rural regions,Much Too Large,0.05867,34,787,0.04224,0.07510
2014,1st Quintile,Urban regions,Much Too Small,0.03576,134,2213,0.02802,0.04350
2014,1st Quintile,Urban regions,A Bit Too Small,0.17230,490,2213,0.15656,0.18804
2014,1st Quintile,Urban regions,Just Right,0.71645,1475,2213,0.69766,0.73523
2014,1st Quintile,Urban regions,A Bit Too Large,0.07059,114,2213,0.05992,0.08127
2014,1st Quintile,Rural regions,Much Too Small,0.04143,55,1221,0.03025,0.05262
2014,1st Quintile,Rural regions,A Bit Too Small,0.12857,200,1221,0.10979,0.14736
2014,1st Quintile,Rural regions,Just Right,0.74572,890,1221,0.72129,0.77016
2014,1st Quintile,Rural regions,A Bit Too Large,0.08284,76,1221,0.06737,0.09830
2014,2nd Quintile,Urban regions,Much Too Small,0.02013,77,2015,0.01399,0.02626
2014,2nd Quintile,Urban regions,A Bit Too Small,0.15141,377,2015,0.13576,0.16707
2014,2nd Quintile,Urban regions,Just Right,0.70991,1399,2015,0.69009,0.72973
2014,2nd Quintile,Urban regions,A Bit Too Large,0.10975,162,2015,0.09610,0.12340
2014,2nd Quintile,Rural regions,Much Too Small,0.02033,37,1265,0.01255,0.02811
2014,2nd Quintile,Rural regions,A Bit Too Small,0.10990,184,1265,0.09265,0.12714
2014,2nd Quintile,Rural regions,Just Right,0.71477,912,1265,0.68988,0.73966
2014,2nd Quintile,Rural regions,A Bit Too Large,0.13150,132,1265,0.11287,0.15013
2014,3rd Quintile,Urban regions,Much Too Small,0.01370,43,1909,0.00848,0.01892
2014,3rd Quintile,Urban regions,A Bit Too Small,0.12486,325,1909,0.11003,0.13969
2014,3rd Quintile,Urban regions,Just Right,0.68276,1317,1909,0.66187,0.70364
2014,3rd Quintile,Urban regions,A Bit Too Large,0.14684,224,1909,0.13096,0.16272
2014,3rd Quintile,Rural regions,A Bit Too Small,0.11040,151,1130,0.09212,0.12868
2014,3rd Quintile,Rural regions,Just Right,0.67422,817,1130,0.64688,0.70156
2014,3rd Quintile,Rural regions,A Bit Too Large,0.18906,162,1130,0.16622,0.21190
2014,4th Quintile,Urban regions,A Bit Too Small,0.13324,301,1904,0.11797,0.14851
2014,4th Quintile,Urban regions,Just Right,0.68335,1334,1904,0.66245,0.70425
2014,4th Quintile,Urban regions,A Bit Too Large,0.14765,237,1904,0.13171,0.16359
2014,4th Quintile,Urban regions,Much Too Large,0.02006,32,1904,0.01376,0.02636
2014,4th Quintile,Rural regions,A Bit Too Small,0.07166,83,959,0.05533,0.08799
2014,4th Quintile,Rural regions,Just Right,0.68357,694,959,0.65412,0.71302
2014,4th Quintile,Rural regions,A Bit Too Large,0.20912,182,959,0.18337,0.23487
2014,5th Quintile,Urban regions,A Bit Too Small,0.10530,267,2241,0.09259,0.11801
2014,5th Quintile,Urban regions,Just Right,0.67405,1510,2241,0.65464,0.69346
2014,5th Quintile,Urban regions,A Bit Too Large,0.18039,400,2241,0.16447,0.19631
2014,5th Quintile,Urban regions,Much Too Large,0.03428,64,2241,0.02674,0.04181
2014,5th Quintile,Rural regions,A Bit Too Small,0.05445,61,752,0.03822,0.07068
2014,5th Quintile,Rural regions,Just Right,0.65584,495,752,0.62186,0.68982
2014,5th Quintile,Rural regions,A Bit Too Large,0.22213,158,752,0.19240,0.25186
2014,5th Quintile,Rural regions,Much Too Large,0.06546,38,752,0.04777,0.08315
2015,1st Quintile,Urban regions,Much Too Small,0.04302,160,2293,0.03472,0.05133
2015,1st Quintile,Urban regions,A Bit Too Small,0.15717,505,2293,0.14226,0.17207
2015,1st Quintile,Urban regions,Just Right,0.72235,1508,2293,0.70402,0.74069
2015,1st Quintile,Urban regions,A Bit Too Large,0.06771,120,2293,0.05743,0.07800
2015,1st Quintile,Rural regions,Much Too Small,0.02780,55,1227,0.01860,0.03701
2015,1st Quintile,Rural regions,A Bit Too Small,0.12496,202,1227,0.10645,0.14347
2015,1st Quintile,Rural regions,Just Right,0.74693,891,1227,0.72259,0.77126
2015,1st Quintile,Rural regions,A Bit Too Large,0.08963,79,1227,0.07364,0.10562
2015,2nd Quintile,Urban regions,Much Too Small,0.02082,83,2042,0.01463,0.02702
2015,2nd Quintile,Urban regions,A Bit Too Small,0.14069,402,2042,0.12561,0.15578
2015,2nd Quintile,Urban regions,Just Right,0.69986,1391,2042,0.67998,0.71975
2015,2nd Quintile,Urban regions,A Bit Too Large,0.12466,166,2042,0.11033,0.13899
2015,2nd Quintile,Rural regions,A Bit Too Small,0.08801,164,1274,0.07245,0.10358
2015,2nd Quintile,Rural regions,Just Right,0.73490,981,1274,0.71065,0.75914
2015,2nd Quintile,Rural regions,A Bit Too Large,0.13773,129,1274,0.11880,0.15666
2015,3rd Quintile,Urban regions,Much Too Small,0.01436,46,1887,0.00899,0.01973
2015,3rd Quintile,Urban regions,A Bit Too Small,0.11250,304,1887,0.09824,0.12676
2015,3rd Quintile,Urban regions,Just Right,0.71717,1342,1887,0.69684,0.73750
2015,3rd Quintile,Urban regions,A Bit Too Large,0.13531,195,1887,0.11987,0.15074
2015,3rd Quintile,Rural regions,A Bit Too Small,0.08449,132,1072,0.06783,0.10115
2015,3rd Quintile,Rural regions,Just Right,0.72394,796,1072,0.69717,0.75072
2015,3rd Quintile,Rural regions,A Bit Too Large,0.15161,144,1072,0.13013,0.17309
2015,4th Quintile,Urban regions,A Bit Too Small,0.12432,275,1801,0.10908,0.13957
2015,4th Quintile,Urban regions,Just Right,0.69640,1303,1801,0.67516,0.71765
2015,4th Quintile,Urban regions,A Bit Too Large,0.14608,223,1801,0.12976,0.16239
2015,4th Quintile,Rural regions,A Bit Too Small,0.08396,89,943,0.06625,0.10167
2015,4th Quintile,Rural regions,Just Right,0.66829,686,943,0.63822,0.69835
2015,4th Quintile,Rural regions,A Bit Too Large,0.21950,168,943,0.19307,0.24594
2015,5th Quintile,Urban regions,A Bit Too Small,0.10130,237,2216,0.08874,0.11387
2015,5th Quintile,Urban regions,Just Right,0.67460,1524,2216,0.65509,0.69411
2015,5th Quintile,Urban regions,A Bit Too Large,0.17937,390,2216,0.16339,0.19535
2015,5th Quintile,Urban regions,Much Too Large,0.03744,65,2216,0.02953,0.04535
