,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
593,593,2000,Single parent,1st Quintile,A Bit Too Small,0.25481,70,12236,0.22587,0.28534
594,594,2000,Single parent,1st Quintile,Just Right,0.74519,230,12236,0.7009,0.79851
595,595,2000,Single parent,2nd Quintile,Just Right,1.0,118,12236,0.89532,1.08877
596,596,2000,Single parent,3rd Quintile,Just Right,1.0,82,12236,0.89214,1.10092
597,597,2000,Single parent,4th Quintile,Just Right,1.0,71,12236,0.91705,1.10048
598,598,2000,Single parent,5th Quintile,Just Right,1.0,38,12236,0.87176,1.17183
599,599,2000,Couple with children,1st Quintile,Much Too Small,0.05532,45,12236,0.04654,0.06345
600,600,2000,Couple with children,1st Quintile,A Bit Too Small,0.27294,190,12236,0.24748,0.30346
601,601,2000,Couple with children,1st Quintile,Just Right,0.67173,455,12236,0.63812,0.71252
602,602,2000,Couple with children,2nd Quintile,Much Too Small,0.03816,41,12236,0.03043,0.04756
603,603,2000,Couple with children,2nd Quintile,A Bit Too Small,0.269,271,12236,0.24532,0.29303
604,604,2000,Couple with children,2nd Quintile,Just Right,0.66001,760,12236,0.6334,0.68775
605,605,2000,Couple with children,2nd Quintile,A Bit Too Large,0.03282,33,12236,0.02744,0.03881
606,606,2000,Couple with children,3rd Quintile,A Bit Too Small,0.21239,219,12236,0.19829,0.22706
607,607,2000,Couple with children,3rd Quintile,Just Right,0.74192,823,12236,0.71472,0.77036
608,608,2000,Couple with children,3rd Quintile,A Bit Too Large,0.04569,53,12236,0.03785,0.05487
609,609,2000,Couple with children,4th Quintile,A Bit Too Small,0.17801,147,12236,0.15882,0.20397
610,610,2000,Couple with children,4th Quintile,Just Right,0.75681,720,12236,0.72896,0.78906
611,611,2000,Couple with children,4th Quintile,A Bit Too Large,0.06518,56,12236,0.05645,0.07566
612,612,2000,Couple with children,5th Quintile,A Bit Too Small,0.13138,90,12236,0.11661,0.14754
613,613,2000,Couple with children,5th Quintile,Just Right,0.77114,571,12236,0.74108,0.80849
614,614,2000,Couple with children,5th Quintile,A Bit Too Large,0.09748,74,12236,0.0867,0.10818
615,615,2000,Multi-generational household,2nd Quintile,Just Right,1.0,43,12236,0.80997,1.2381
616,616,2000,Multi-generational household,4th Quintile,Just Right,1.0,32,12236,0.83401,1.20234
617,617,2001,Single-person household,1st Quintile,A Bit Too Small,0.13817,110,10982,0.12547,0.15243
618,618,2001,Single-person household,1st Quintile,Just Right,0.7839,635,10982,0.75736,0.80957
619,619,2001,Single-person household,1st Quintile,A Bit Too Large,0.07794,63,10982,0.07065,0.08637
620,620,2001,Single-person household,2nd Quintile,A Bit Too Small,0.1018,64,10982,0.08784,0.11301
621,621,2001,Single-person household,2nd Quintile,Just Right,0.7858,473,10982,0.75485,0.81878
622,622,2001,Single-person household,2nd Quintile,A Bit Too Large,0.1124,74,10982,0.09859,0.12473
623,623,2001,Single-person household,3rd Quintile,A Bit Too Small,0.10836,53,10982,0.09471,0.12137
624,624,2001,Single-person household,3rd Quintile,Just Right,0.76088,385,10982,0.72751,0.79505
625,625,2001,Single-person household,3rd Quintile,A Bit Too Large,0.13076,72,10982,0.11741,0.14478
626,626,2001,Single-person household,4th Quintile,A Bit Too Small,0.11623,54,10982,0.10163,0.13245
627,627,2001,Single-person household,4th Quintile,Just Right,0.73587,343,10982,0.69467,0.77363
628,628,2001,Single-person household,4th Quintile,A Bit Too Large,0.1479,74,10982,0.13467,0.1611
629,629,2001,Single-person household,5th Quintile,A Bit Too Small,0.13185,52,10982,0.11646,0.14786
630,630,2001,Single-person household,5th Quintile,Just Right,0.68765,299,10982,0.65358,0.72397
631,631,2001,Single-person household,5th Quintile,A Bit Too Large,0.1805,86,10982,0.16557,0.19753
632,632,2001,Couple without children,1st Quintile,A Bit Too Small,0.10755,36,10982,0.08652,0.13492
633,633,2001,Couple without children,1st Quintile,Just Right,0.89245,339,10982,0.83168,0.9455
634,634,2001,Couple without children,2nd Quintile,A Bit Too Small,0.08135,44,10982,0.07024,0.09308
635,635,2001,Couple without children,2nd Quintile,Just Right,0.82771,510,10982,0.79007,0.86616
636,636,2001,Couple without children,2nd Quintile,A Bit Too Large,0.09094,47,10982,0.08224,0.10304
637,637,2001,Couple without children,3rd Quintile,A Bit Too Small,0.08799,70,10982,0.07465,0.10333
638,638,2001,Couple without children,3rd Quintile,Just Right,0.79171,567,10982,0.75434,0.83101
639,639,2001,Couple without children,3rd Quintile,A Bit Too Large,0.1203,82,10982,0.10753,0.13255
640,640,2001,Couple without children,4th Quintile,A Bit Too Small,0.10082,94,10982,0.08783,0.11426
641,641,2001,Couple without children,4th Quintile,Just Right,0.7902,642,10982,0.76019,0.82824
642,642,2001,Couple without children,4th Quintile,A Bit Too Large,0.10897,101,10982,0.09939,0.11783
643,643,2001,Couple without children,5th Quintile,A Bit Too Small,0.10706,99,10982,0.09606,0.1188
644,644,2001,Couple without children,5th Quintile,Just Right,0.71452,686,10982,0.68467,0.74574
645,645,2001,Couple without children,5th Quintile,A Bit Too Large,0.17842,163,10982,0.1623,0.1941
646,646,2001,Single parent,1st Quintile,A Bit Too Small,0.2616,70,10982,0.22466,0.29244
647,647,2001,Single parent,1st Quintile,Just Right,0.7384,206,10982,0.6727,0.81514
648,648,2001,Single parent,2nd Quintile,Just Right,1.0,121,10982,0.89519,1.11657
649,649,2001,Single parent,3rd Quintile,Just Right,1.0,79,10982,0.90163,1.10015
650,650,2001,Single parent,4th Quintile,Just Right,1.0,54,10982,0.89293,1.1275
651,651,2001,Single parent,5th Quintile,Just Right,1.0,35,10982,0.80467,1.20883
652,652,2001,Couple with children,1st Quintile,Much Too Small,0.06254,39,10982,0.05157,0.0774
653,653,2001,Couple with children,1st Quintile,A Bit Too Small,0.23041,144,10982,0.20645,0.25839
654,654,2001,Couple with children,1st Quintile,Just Right,0.70706,411,10982,0.66444,0.76637
655,655,2001,Couple with children,2nd Quintile,Much Too Small,0.05102,42,10982,0.0402,0.06287
656,656,2001,Couple with children,2nd Quintile,A Bit Too Small,0.24125,211,10982,0.22068,0.26738
657,657,2001,Couple with children,2nd Quintile,Just Right,0.70773,710,10982,0.67131,0.74274
658,658,2001,Couple with children,3rd Quintile,A Bit Too Small,0.19032,196,10982,0.17588,0.20786
659,659,2001,Couple with children,3rd Quintile,Just Right,0.75311,744,10982,0.72137,0.7854
660,660,2001,Couple with children,3rd Quintile,A Bit Too Large,0.05657,58,10982,0.04993,0.06313
661,661,2001,Couple with children,4th Quintile,A Bit Too Small,0.17333,132,10982,0.15205,0.1956
662,662,2001,Couple with children,4th Quintile,Just Right,0.75902,678,10982,0.72863,0.79124
663,663,2001,Couple with children,4th Quintile,A Bit Too Large,0.06765,57,10982,0.0594,0.07764
664,664,2001,Couple with children,5th Quintile,A Bit Too Small,0.13396,80,10982,0.11517,0.15224
665,665,2001,Couple with children,5th Quintile,Just Right,0.79103,519,10982,0.7546,0.8246
666,666,2001,Couple with children,5th Quintile,A Bit Too Large,0.07502,44,10982,0.06409,0.09228
667,667,2001,Multi-generational household,2nd Quintile,Just Right,1.0,35,10982,0.78196,1.21293
668,668,2002,Single-person household,1st Quintile,A Bit Too Small,0.1362,102,11478,0.12256,0.15095
669,669,2002,Single-person household,1st Quintile,Just Right,0.76849,592,11478,0.74304,0.79572
670,670,2002,Single-person household,1st Quintile,A Bit Too Large,0.09531,72,11478,0.08353,0.10406
671,671,2002,Single-person household,2nd Quintile,A Bit Too Small,0.1085,56,11478,0.09596,0.12252
672,672,2002,Single-person household,2nd Quintile,Just Right,0.74298,423,11478,0.71651,0.76921
673,673,2002,Single-person household,2nd Quintile,A Bit Too Large,0.14851,83,11478,0.1347,0.16328
674,674,2002,Single-person household,3rd Quintile,A Bit Too Small,0.11082,54,11478,0.09448,0.12492
675,675,2002,Single-person household,3rd Quintile,Just Right,0.77257,393,11478,0.73092,0.81383
676,676,2002,Single-person household,3rd Quintile,A Bit Too Large,0.11661,58,11478,0.10177,0.1298
677,677,2002,Single-person household,4th Quintile,A Bit Too Small,0.10666,51,11478,0.09368,0.11741
678,678,2002,Single-person household,4th Quintile,Just Right,0.73694,346,11478,0.69902,0.76933
679,679,2002,Single-person household,4th Quintile,A Bit Too Large,0.15641,79,11478,0.13994,0.17431
680,680,2002,Single-person household,5th Quintile,A Bit Too Small,0.1171,57,11478,0.10099,0.13394
681,681,2002,Single-person household,5th Quintile,Just Right,0.71165,344,11478,0.67435,0.7484
682,682,2002,Single-person household,5th Quintile,A Bit Too Large,0.17125,88,11478,0.15425,0.19072
683,683,2002,Couple without children,1st Quintile,A Bit Too Small,0.11521,46,11478,0.08741,0.14459
684,684,2002,Couple without children,1st Quintile,Just Right,0.77568,309,11478,0.72152,0.82943
685,685,2002,Couple without children,1st Quintile,A Bit Too Large,0.10911,36,11478,0.08925,0.12923
686,686,2002,Couple without children,2nd Quintile,A Bit Too Small,0.06823,44,11478,0.05543,0.08231
687,687,2002,Couple without children,2nd Quintile,Just Right,0.829,486,11478,0.79111,0.86501
688,688,2002,Couple without children,2nd Quintile,A Bit Too Large,0.10277,63,11478,0.08993,0.11661
689,689,2002,Couple without children,3rd Quintile,A Bit Too Small,0.09268,55,11478,0.07531,0.10717
690,690,2002,Couple without children,3rd Quintile,Just Right,0.74667,499,11478,0.71662,0.78286
691,691,2002,Couple without children,3rd Quintile,A Bit Too Large,0.16065,96,11478,0.14178,0.17958
692,692,2002,Couple without children,4th Quintile,A Bit Too Small,0.10785,81,11478,0.09315,0.12421
693,693,2002,Couple without children,4th Quintile,Just Right,0.75316,575,11478,0.71339,0.80288
694,694,2002,Couple without children,4th Quintile,A Bit Too Large,0.13899,110,11478,0.12885,0.15307
695,695,2002,Couple without children,5th Quintile,A Bit Too Small,0.10081,146,11478,0.08688,0.11278
696,696,2002,Couple without children,5th Quintile,Just Right,0.69177,1002,11478,0.65192,0.72871
697,697,2002,Couple without children,5th Quintile,A Bit Too Large,0.18425,235,11478,0.16286,0.20467
698,698,2002,Couple without children,5th Quintile,Much Too Large,0.02316,39,11478,0.01712,0.03057
699,699,2002,Single parent,1st Quintile,A Bit Too Small,0.29062,76,11478,0.25689,0.33304
700,700,2002,Single parent,1st Quintile,Just Right,0.70938,191,11478,0.65067,0.77916
701,701,2002,Single parent,2nd Quintile,Just Right,1.0,102,11478,0.89159,1.0922
702,702,2002,Single parent,3rd Quintile,Just Right,1.0,80,11478,0.88055,1.13149
703,703,2002,Single parent,4th Quintile,Just Right,1.0,55,11478,0.81396,1.1534
704,704,2002,Single parent,5th Quintile,Just Right,1.0,48,11478,0.7736,1.2682
705,705,2002,Couple with children,1st Quintile,Much Too Small,0.0771,41,11478,0.06454,0.08913
706,706,2002,Couple with children,1st Quintile,A Bit Too Small,0.27596,134,11478,0.24127,0.31123
707,707,2002,Couple with children,1st Quintile,Just Right,0.64694,347,11478,0.59766,0.69492
708,708,2002,Couple with children,2nd Quintile,Much Too Small,0.04292,33,11478,0.03362,0.05191
709,709,2002,Couple with children,2nd Quintile,A Bit Too Small,0.22898,182,11478,0.20443,0.25691
710,710,2002,Couple with children,2nd Quintile,Just Right,0.7281,600,11478,0.68517,0.77843
711,711,2002,Couple with children,3rd Quintile,A Bit Too Small,0.19959,176,11478,0.17946,0.22351
712,712,2002,Couple with children,3rd Quintile,Just Right,0.74389,673,11478,0.69458,0.78238
713,713,2002,Couple with children,3rd Quintile,A Bit Too Large,0.05652,51,11478,0.0488,0.06377
714,714,2002,Couple with children,4th Quintile,A Bit Too Small,0.1975,182,11478,0.17663,0.21767
715,715,2002,Couple with children,4th Quintile,Just Right,0.72891,672,11478,0.68704,0.7789
716,716,2002,Couple with children,4th Quintile,A Bit Too Large,0.07359,69,11478,0.05997,0.09042
717,717,2002,Couple with children,5th Quintile,A Bit Too Small,0.16097,178,11478,0.14146,0.18676
718,718,2002,Couple with children,5th Quintile,Just Right,0.72118,833,11478,0.67118,0.77082
719,719,2002,Couple with children,5th Quintile,A Bit Too Large,0.11785,104,11478,0.09994,0.14047
720,720,2002,Multi-generational household,3rd Quintile,Just Right,1.0,31,11478,0.77621,1.23756
721,721,2003,Single-person household,1st Quintile,A Bit Too Small,0.14476,106,11090,0.13185,0.15911
722,722,2003,Single-person household,1st Quintile,Just Right,0.754,586,11090,0.71722,0.79138
723,723,2003,Single-person household,1st Quintile,A Bit Too Large,0.10124,75,11090,0.09225,0.11249
724,724,2003,Single-person household,2nd Quintile,A Bit Too Small,0.07521,40,11090,0.06467,0.08706
725,725,2003,Single-person household,2nd Quintile,Just Right,0.79633,423,11090,0.76423,0.83215
726,726,2003,Single-person household,2nd Quintile,A Bit Too Large,0.12846,73,11090,0.11268,0.14305
727,727,2003,Single-person household,3rd Quintile,A Bit Too Small,0.13392,65,11090,0.11947,0.15021
728,728,2003,Single-person household,3rd Quintile,Just Right,0.71346,379,11090,0.66948,0.7473
729,729,2003,Single-person household,3rd Quintile,A Bit Too Large,0.15262,71,11090,0.13801,0.16442
730,730,2003,Single-person household,4th Quintile,A Bit Too Small,0.11548,56,11090,0.0969,0.12779
731,731,2003,Single-person household,4th Quintile,Just Right,0.72277,347,11090,0.69023,0.75842
732,732,2003,Single-person household,4th Quintile,A Bit Too Large,0.16175,85,11090,0.14517,0.17877
733,733,2003,Single-person household,5th Quintile,A Bit Too Small,0.11826,50,11090,0.10314,0.13505
734,734,2003,Single-person household,5th Quintile,Just Right,0.70272,334,11090,0.66447,0.74337
735,735,2003,Single-person household,5th Quintile,A Bit Too Large,0.17902,89,11090,0.15806,0.19885
736,736,2003,Couple without children,1st Quintile,A Bit Too Small,0.11133,42,11090,0.08074,0.13672
737,737,2003,Couple without children,1st Quintile,Just Right,0.80682,328,11090,0.75478,0.86601
738,738,2003,Couple without children,1st Quintile,A Bit Too Large,0.08185,38,11090,0.06893,0.09604
739,739,2003,Couple without children,2nd Quintile,A Bit Too Small,0.08373,46,11090,0.06852,0.09975
740,740,2003,Couple without children,2nd Quintile,Just Right,0.80317,491,11090,0.76675,0.83623
741,741,2003,Couple without children,2nd Quintile,A Bit Too Large,0.1131,72,11090,0.09853,0.13143
742,742,2003,Couple without children,3rd Quintile,A Bit Too Small,0.09381,78,11090,0.07972,0.1106
743,743,2003,Couple without children,3rd Quintile,Just Right,0.77183,510,11090,0.7325,0.81269
744,744,2003,Couple without children,3rd Quintile,A Bit Too Large,0.13436,79,11090,0.11882,0.1521
745,745,2003,Couple without children,4th Quintile,A Bit Too Small,0.09302,76,11090,0.07888,0.10999
746,746,2003,Couple without children,4th Quintile,Just Right,0.75667,555,11090,0.71797,0.79712
747,747,2003,Couple without children,4th Quintile,A Bit Too Large,0.15031,115,11090,0.13535,0.16629
748,748,2003,Couple without children,5th Quintile,A Bit Too Small,0.11862,129,11090,0.10166,0.13611
749,749,2003,Couple without children,5th Quintile,Just Right,0.69353,935,11090,0.65031,0.73032
750,750,2003,Couple without children,5th Quintile,A Bit Too Large,0.18785,251,11090,0.16603,0.21027
751,751,2003,Single parent,1st Quintile,A Bit Too Small,0.28155,75,11090,0.24373,0.32356
752,752,2003,Single parent,1st Quintile,Just Right,0.71845,208,11090,0.65656,0.77811
753,753,2003,Single parent,2nd Quintile,Just Right,1.0,113,11090,0.9045,1.10696
754,754,2003,Single parent,3rd Quintile,Just Right,1.0,72,11090,0.89284,1.16831
755,755,2003,Single parent,4th Quintile,Just Right,1.0,56,11090,0.83925,1.17028
756,756,2003,Single parent,5th Quintile,Just Right,1.0,42,11090,0.78427,1.26985
757,757,2003,Couple with children,1st Quintile,A Bit Too Small,0.28613,114,11090,0.25299,0.32505
758,758,2003,Couple with children,1st Quintile,Just Right,0.71387,291,11090,0.64407,0.77251
759,759,2003,Couple with children,2nd Quintile,Much Too Small,0.04531,38,11090,0.03429,0.05555
760,760,2003,Couple with children,2nd Quintile,A Bit Too Small,0.24273,187,11090,0.22016,0.26483
761,761,2003,Couple with children,2nd Quintile,Just Right,0.71195,592,11090,0.67866,0.75297
762,762,2003,Couple with children,3rd Quintile,A Bit Too Small,0.24016,204,11090,0.21601,0.26166
763,763,2003,Couple with children,3rd Quintile,Just Right,0.70505,619,11090,0.65804,0.74109
764,764,2003,Couple with children,3rd Quintile,A Bit Too Large,0.0548,49,11090,0.04258,0.06631
765,765,2003,Couple with children,4th Quintile,A Bit Too Small,0.19025,148,11090,0.16604,0.21702
766,766,2003,Couple with children,4th Quintile,Just Right,0.71809,634,11090,0.68073,0.75812
767,767,2003,Couple with children,4th Quintile,A Bit Too Large,0.09166,74,11090,0.07401,0.11005
768,768,2003,Couple with children,5th Quintile,A Bit Too Small,0.14359,140,11090,0.11787,0.17094
769,769,2003,Couple with children,5th Quintile,Just Right,0.75742,820,11090,0.71455,0.8127
770,770,2003,Couple with children,5th Quintile,A Bit Too Large,0.09898,90,11090,0.08193,0.11701
771,771,2004,Single-person household,1st Quintile,A Bit Too Small,0.12913,89,10809,0.11464,0.1412
772,772,2004,Single-person household,1st Quintile,Just Right,0.78262,608,10809,0.7454,0.82534
773,773,2004,Single-person household,1st Quintile,A Bit Too Large,0.08825,68,10809,0.07833,0.09772
774,774,2004,Single-person household,2nd Quintile,A Bit Too Small,0.08561,44,10809,0.07541,0.09832
775,775,2004,Single-person household,2nd Quintile,Just Right,0.82194,447,10809,0.7827,0.85975
776,776,2004,Single-person household,2nd Quintile,A Bit Too Large,0.09245,49,10809,0.07905,0.10898
777,777,2004,Single-person household,3rd Quintile,A Bit Too Small,0.09916,46,10809,0.08112,0.11725
778,778,2004,Single-person household,3rd Quintile,Just Right,0.75892,368,10809,0.71786,0.79908
779,779,2004,Single-person household,3rd Quintile,A Bit Too Large,0.14192,70,10809,0.12384,0.1579
780,780,2004,Single-person household,4th Quintile,A Bit Too Small,0.11708,49,10809,0.09853,0.13649
781,781,2004,Single-person household,4th Quintile,Just Right,0.70921,312,10809,0.66764,0.75386
782,782,2004,Single-person household,4th Quintile,A Bit Too Large,0.17371,84,10809,0.15357,0.19439
783,783,2004,Single-person household,5th Quintile,A Bit Too Small,0.12311,58,10809,0.10242,0.14211
784,784,2004,Single-person household,5th Quintile,Just Right,0.6876,338,10809,0.63498,0.72648
785,785,2004,Single-person household,5th Quintile,A Bit Too Large,0.18929,106,10809,0.16636,0.20822
786,786,2004,Couple without children,1st Quintile,Just Right,1.0,297,10809,0.92097,1.07583
787,787,2004,Couple without children,2nd Quintile,A Bit Too Small,0.0869,59,10809,0.07081,0.10545
788,788,2004,Couple without children,2nd Quintile,Just Right,0.80257,489,10809,0.75447,0.83789
789,789,2004,Couple without children,2nd Quintile,A Bit Too Large,0.11053,65,10809,0.09237,0.12961
790,790,2004,Couple without children,3rd Quintile,A Bit Too Small,0.09079,63,10809,0.07473,0.11432
791,791,2004,Couple without children,3rd Quintile,Just Right,0.76557,525,10809,0.72207,0.7967
792,792,2004,Couple without children,3rd Quintile,A Bit Too Large,0.14364,94,10809,0.12799,0.1571
793,793,2004,Couple without children,4th Quintile,A Bit Too Small,0.08222,76,10809,0.06968,0.09571
794,794,2004,Couple without children,4th Quintile,Just Right,0.77991,588,10809,0.74271,0.82783
795,795,2004,Couple without children,4th Quintile,A Bit Too Large,0.13786,113,10809,0.12205,0.15265
796,796,2004,Couple without children,5th Quintile,A Bit Too Small,0.1135,130,10809,0.09892,0.13036
797,797,2004,Couple without children,5th Quintile,Just Right,0.69987,938,10809,0.66713,0.73953
798,798,2004,Couple without children,5th Quintile,A Bit Too Large,0.18664,243,10809,0.16374,0.20976
799,799,2004,Single parent,1st Quintile,A Bit Too Small,0.2251,58,10809,0.18361,0.25583
800,800,2004,Single parent,1st Quintile,Just Right,0.7749,209,10809,0.70899,0.85073
801,801,2004,Single parent,2nd Quintile,A Bit Too Small,0.28382,34,10809,0.23909,0.34837
802,802,2004,Single parent,2nd Quintile,Just Right,0.71618,114,10809,0.64408,0.80602
803,803,2004,Single parent,3rd Quintile,Just Right,1.0,73,10809,0.84949,1.14364
804,804,2004,Single parent,4th Quintile,Just Right,1.0,52,10809,0.83314,1.19123
805,805,2004,Single parent,5th Quintile,Just Right,1.0,32,10809,0.71796,1.30541
806,806,2004,Couple with children,1st Quintile,Much Too Small,0.08095,32,10809,0.05713,0.10853
807,807,2004,Couple with children,1st Quintile,A Bit Too Small,0.26482,109,10809,0.22787,0.29606
808,808,2004,Couple with children,1st Quintile,Just Right,0.65423,301,10809,0.60312,0.70427
809,809,2004,Couple with children,2nd Quintile,A Bit Too Small,0.24395,163,10809,0.2159,0.27033
810,810,2004,Couple with children,2nd Quintile,Just Right,0.75605,566,10809,0.71273,0.81599
811,811,2004,Couple with children,3rd Quintile,A Bit Too Small,0.20453,164,10809,0.17763,0.22587
812,812,2004,Couple with children,3rd Quintile,Just Right,0.73251,601,10809,0.69272,0.7799
813,813,2004,Couple with children,3rd Quintile,A Bit Too Large,0.06296,48,10809,0.04897,0.07655
814,814,2004,Couple with children,4th Quintile,A Bit Too Small,0.16034,148,10809,0.13553,0.18246
815,815,2004,Couple with children,4th Quintile,Just Right,0.7397,633,10809,0.67825,0.78799
816,816,2004,Couple with children,4th Quintile,A Bit Too Large,0.09996,74,10809,0.0799,0.11923
817,817,2004,Couple with children,5th Quintile,A Bit Too Small,0.15871,136,10809,0.12769,0.18678
818,818,2004,Couple with children,5th Quintile,Just Right,0.72754,754,10809,0.68317,0.77474
819,819,2004,Couple with children,5th Quintile,A Bit Too Large,0.11375,92,10809,0.09307,0.137
820,820,2005,Single-person household,1st Quintile,A Bit Too Small,0.15587,117,10546,0.13788,0.17554
821,821,2005,Single-person household,1st Quintile,Just Right,0.77224,610,10546,0.73538,0.81217
822,822,2005,Single-person household,1st Quintile,A Bit Too Large,0.07189,56,10546,0.06158,0.0833
823,823,2005,Single-person household,2nd Quintile,A Bit Too Small,0.07815,40,10546,0.06354,0.09367
824,824,2005,Single-person household,2nd Quintile,Just Right,0.80888,448,10546,0.7711,0.84493
825,825,2005,Single-person household,2nd Quintile,A Bit Too Large,0.11297,59,10546,0.09907,0.12926
826,826,2005,Single-person household,3rd Quintile,A Bit Too Small,0.11999,62,10546,0.10325,0.14013
827,827,2005,Single-person household,3rd Quintile,Just Right,0.73579,368,10546,0.69594,0.7737
828,828,2005,Single-person household,3rd Quintile,A Bit Too Large,0.14422,72,10546,0.12902,0.16148
829,829,2005,Single-person household,4th Quintile,A Bit Too Small,0.1317,55,10546,0.11465,0.15475
830,830,2005,Single-person household,4th Quintile,Just Right,0.69133,319,10546,0.65314,0.73922
831,831,2005,Single-person household,4th Quintile,A Bit Too Large,0.17696,87,10546,0.1572,0.19635
832,832,2005,Single-person household,5th Quintile,A Bit Too Small,0.11268,57,10546,0.09493,0.13334
833,833,2005,Single-person household,5th Quintile,Just Right,0.67608,336,10546,0.63652,0.71537
834,834,2005,Single-person household,5th Quintile,A Bit Too Large,0.21124,118,10546,0.18903,0.23217
835,835,2005,Couple without children,1st Quintile,A Bit Too Small,0.11948,38,10546,0.09061,0.15115
836,836,2005,Couple without children,1st Quintile,Just Right,0.88052,295,10546,0.80777,0.96225
837,837,2005,Couple without children,2nd Quintile,A Bit Too Small,0.0986,62,10546,0.0796,0.11738
838,838,2005,Couple without children,2nd Quintile,Just Right,0.79171,511,10546,0.75099,0.84325
839,839,2005,Couple without children,2nd Quintile,A Bit Too Large,0.10969,69,10546,0.09532,0.12422
840,840,2005,Couple without children,3rd Quintile,A Bit Too Small,0.0856,61,10546,0.06892,0.10468
841,841,2005,Couple without children,3rd Quintile,Just Right,0.80059,471,10546,0.74695,0.83743
842,842,2005,Couple without children,3rd Quintile,A Bit Too Large,0.11381,68,10546,0.09801,0.13248
843,843,2005,Couple without children,4th Quintile,A Bit Too Small,0.11339,80,10546,0.0957,0.13152
844,844,2005,Couple without children,4th Quintile,Just Right,0.72421,535,10546,0.67619,0.7743
845,845,2005,Couple without children,4th Quintile,A Bit Too Large,0.1624,113,10546,0.14287,0.18086
846,846,2005,Couple without children,5th Quintile,A Bit Too Small,0.10044,106,10546,0.08545,0.11632
847,847,2005,Couple without children,5th Quintile,Just Right,0.7067,945,10546,0.67419,0.74194
848,848,2005,Couple without children,5th Quintile,A Bit Too Large,0.17364,219,10546,0.15037,0.19242
849,849,2005,Couple without children,5th Quintile,Much Too Large,0.01923,32,10546,0.01253,0.02654
850,850,2005,Single parent,1st Quintile,A Bit Too Small,0.24989,73,10546,0.21889,0.29044
851,851,2005,Single parent,1st Quintile,Just Right,0.75011,217,10546,0.68015,0.81651
852,852,2005,Single parent,2nd Quintile,Just Right,1.0,97,10546,0.86435,1.13898
853,853,2005,Single parent,3rd Quintile,Just Right,1.0,74,10546,0.8707,1.13534
854,854,2005,Single parent,4th Quintile,Just Right,1.0,68,10546,0.83349,1.18255
855,855,2005,Single parent,5th Quintile,Just Right,1.0,31,10546,0.73751,1.32208
856,856,2005,Couple with children,1st Quintile,A Bit Too Small,0.27624,110,10546,0.2391,0.32215
857,857,2005,Couple with children,1st Quintile,Just Right,0.72376,294,10546,0.65897,0.79774
858,858,2005,Couple with children,2nd Quintile,A Bit Too Small,0.22768,155,10546,0.19785,0.26153
859,859,2005,Couple with children,2nd Quintile,Just Right,0.77232,504,10546,0.71162,0.82898
860,860,2005,Couple with children,3rd Quintile,A Bit Too Small,0.22986,162,10546,0.20131,0.26039
861,861,2005,Couple with children,3rd Quintile,Just Right,0.70485,572,10546,0.65261,0.74941
862,862,2005,Couple with children,3rd Quintile,A Bit Too Large,0.0653,45,10546,0.0491,0.08295
863,863,2005,Couple with children,4th Quintile,A Bit Too Small,0.15916,131,10546,0.13639,0.18267
864,864,2005,Couple with children,4th Quintile,Just Right,0.77012,659,10546,0.71556,0.82418
865,865,2005,Couple with children,4th Quintile,A Bit Too Large,0.07073,57,10546,0.05479,0.08929
866,866,2005,Couple with children,5th Quintile,A Bit Too Small,0.1436,122,10546,0.11797,0.16874
867,867,2005,Couple with children,5th Quintile,Just Right,0.76643,684,10546,0.7093,0.82457
868,868,2005,Couple with children,5th Quintile,A Bit Too Large,0.08997,82,10546,0.06791,0.11096
869,869,2006,Single-person household,1st Quintile,A Bit Too Small,0.12819,107,11614,0.11398,0.14426
870,870,2006,Single-person household,1st Quintile,Just Right,0.79066,644,11614,0.75494,0.82911
871,871,2006,Single-person household,1st Quintile,A Bit Too Large,0.08115,68,11614,0.07106,0.0895
872,872,2006,Single-person household,2nd Quintile,A Bit Too Small,0.08612,47,11614,0.07566,0.09901
873,873,2006,Single-person household,2nd Quintile,Just Right,0.77688,496,11614,0.73958,0.81113
874,874,2006,Single-person household,2nd Quintile,A Bit Too Large,0.137,90,11614,0.12404,0.15033
875,875,2006,Single-person household,3rd Quintile,A Bit Too Small,0.09137,51,11614,0.07803,0.10692
876,876,2006,Single-person household,3rd Quintile,Just Right,0.73564,431,11614,0.69517,0.77469
877,877,2006,Single-person household,3rd Quintile,A Bit Too Large,0.17299,103,11614,0.155,0.19045
878,878,2006,Single-person household,4th Quintile,A Bit Too Small,0.12689,66,11614,0.11053,0.14544
879,879,2006,Single-person household,4th Quintile,Just Right,0.69461,387,11614,0.65462,0.72795
880,880,2006,Single-person household,4th Quintile,A Bit Too Large,0.17851,99,11614,0.1602,0.19319
881,881,2006,Single-person household,5th Quintile,A Bit Too Small,0.11491,65,11614,0.09517,0.13069
882,882,2006,Single-person household,5th Quintile,Just Right,0.65717,381,11614,0.62367,0.69256
883,883,2006,Single-person household,5th Quintile,A Bit Too Large,0.18519,113,11614,0.16701,0.2081
884,884,2006,Single-person household,5th Quintile,Much Too Large,0.04273,33,11614,0.03337,0.0512
885,885,2006,Couple without children,1st Quintile,A Bit Too Small,0.10636,41,11614,0.07998,0.13323
