year,hhtyp,rentown,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2010,Single parent,Owner,A Bit Too Large,0.20063,78,13515,0.19957,0.20169
2010,Single parent,Tenant,Much Too Small,0.04876,98,13515,0.04844,0.04907
2010,Single parent,Tenant,A Bit Too Small,0.26563,396,13515,0.26498,0.26627
2010,Single parent,Tenant,Just Right,0.63484,864,13515,0.63414,0.63555
2010,Single parent,Tenant,A Bit Too Large,0.05077,74,13515,0.05045,0.05109
2010,Couple with children,Owner,Much Too Small,0.00774,46,13515,0.00767,0.00782
2010,Couple with children,Owner,A Bit Too Small,0.16140,493,13515,0.16109,0.16170
2010,Couple with children,Owner,Just Right,0.74259,2257,13515,0.74222,0.74295
2010,Couple with children,Owner,A Bit Too Large,0.08827,226,13515,0.08804,0.08851
2010,Couple with children,Tenant,Much Too Small,0.05240,233,13515,0.05217,0.05263
2010,Couple with children,Tenant,A Bit Too Small,0.27354,911,13515,0.27307,0.27401
2010,Couple with children,Tenant,Just Right,0.63019,1440,13515,0.62969,0.63070
2010,Couple with children,Tenant,A Bit Too Large,0.04387,73,13515,0.04365,0.04408
2010,Multi-generational household,Owner,Just Right,1.00000,43,13515,1.00000,1.00000
2011,Single-person household,Owner,A Bit Too Small,0.04955,42,16393,0.04935,0.04974
2011,Single-person household,Owner,Just Right,0.61488,642,16393,0.61445,0.61531
2011,Single-person household,Owner,A Bit Too Large,0.26465,306,16393,0.26426,0.26504
2011,Single-person household,Owner,Much Too Large,0.07093,87,16393,0.07070,0.07115
2011,Single-person household,Tenant,A Bit Too Small,0.14106,313,16393,0.14085,0.14127
2011,Single-person household,Tenant,Just Right,0.76949,1865,16393,0.76923,0.76974
2011,Single-person household,Tenant,A Bit Too Large,0.08945,227,16393,0.08928,0.08962
2011,Couple without children,Owner,A Bit Too Small,0.04838,105,16393,0.04822,0.04855
2011,Couple without children,Owner,Just Right,0.69257,1728,16393,0.69222,0.69292
2011,Couple without children,Owner,A Bit Too Large,0.22295,595,16393,0.22263,0.22326
2011,Couple without children,Owner,Much Too Large,0.03610,82,16393,0.03596,0.03624
2011,Couple without children,Tenant,Much Too Small,0.01592,36,16393,0.01581,0.01603
2011,Couple without children,Tenant,A Bit Too Small,0.16639,277,16393,0.16607,0.16672
2011,Couple without children,Tenant,Just Right,0.71771,1379,16393,0.71732,0.71810
2011,Couple without children,Tenant,A Bit Too Large,0.09997,157,16393,0.09971,0.10023
2011,Single parent,Owner,A Bit Too Small,0.09630,47,16393,0.09554,0.09705
2011,Single parent,Owner,Just Right,0.71034,353,16393,0.70918,0.71149
2011,Single parent,Owner,A Bit Too Large,0.19337,91,16393,0.19236,0.19438
2011,Single parent,Tenant,Much Too Small,0.04654,96,16393,0.04622,0.04685
2011,Single parent,Tenant,A Bit Too Small,0.23560,456,16393,0.23497,0.23624
2011,Single parent,Tenant,Just Right,0.66727,1158,16393,0.66656,0.66798
2011,Single parent,Tenant,A Bit Too Large,0.05059,77,16393,0.05026,0.05092
2011,Couple with children,Owner,Much Too Small,0.00557,33,16393,0.00551,0.00563
2011,Couple with children,Owner,A Bit Too Small,0.14778,583,16393,0.14748,0.14808
2011,Couple with children,Owner,Just Right,0.73487,2558,16393,0.73449,0.73524
2011,Couple with children,Owner,A Bit Too Large,0.11179,293,16393,0.11152,0.11205
2011,Couple with children,Tenant,Much Too Small,0.05508,209,16393,0.05484,0.05532
2011,Couple with children,Tenant,A Bit Too Small,0.26792,846,16393,0.26745,0.26838
2011,Couple with children,Tenant,Just Right,0.62818,1516,16393,0.62767,0.62869
2011,Couple with children,Tenant,A Bit Too Large,0.04882,98,16393,0.04859,0.04904
2011,Multi-generational household,Owner,Just Right,1.00000,63,16393,1.00000,1.00000
2011,Other Combinations,Owner,Just Right,1.00000,37,16393,1.00000,1.00000
2011,Other Combinations,Tenant,Just Right,1.00000,38,16393,1.00000,1.00000
2012,Single-person household,Owner,A Bit Too Small,0.03843,38,16116,0.03826,0.03860
2012,Single-person household,Owner,Just Right,0.63863,671,16116,0.63821,0.63906
2012,Single-person household,Owner,A Bit Too Large,0.26053,301,16116,0.26014,0.26092
2012,Single-person household,Owner,Much Too Large,0.06240,80,16116,0.06219,0.06262
2012,Single-person household,Tenant,Much Too Small,0.01504,31,16116,0.01497,0.01511
2012,Single-person household,Tenant,A Bit Too Small,0.12896,328,16116,0.12877,0.12916
2012,Single-person household,Tenant,Just Right,0.75345,1944,16116,0.75320,0.75370
2012,Single-person household,Tenant,A Bit Too Large,0.09056,252,16116,0.09039,0.09073
2012,Single-person household,Tenant,Much Too Large,0.01198,33,16116,0.01192,0.01205
2012,Couple without children,Owner,A Bit Too Small,0.03710,85,16116,0.03696,0.03724
2012,Couple without children,Owner,Just Right,0.69361,1737,16116,0.69327,0.69396
2012,Couple without children,Owner,A Bit Too Large,0.23381,630,16116,0.23349,0.23412
2012,Couple without children,Owner,Much Too Large,0.03548,95,16116,0.03534,0.03562
2012,Couple without children,Tenant,Much Too Small,0.01716,36,16116,0.01705,0.01727
2012,Couple without children,Tenant,A Bit Too Small,0.15038,262,16116,0.15008,0.15069
2012,Couple without children,Tenant,Just Right,0.73506,1418,16116,0.73468,0.73543
2012,Couple without children,Tenant,A Bit Too Large,0.09740,166,16116,0.09714,0.09765
2012,Single parent,Owner,A Bit Too Small,0.05757,36,16116,0.05696,0.05818
2012,Single parent,Owner,Just Right,0.77186,358,16116,0.77076,0.77295
2012,Single parent,Owner,A Bit Too Large,0.17057,82,16116,0.16959,0.17156
2012,Single parent,Tenant,Much Too Small,0.04235,62,16116,0.04204,0.04265
2012,Single parent,Tenant,A Bit Too Small,0.24244,426,16116,0.24179,0.24309
2012,Single parent,Tenant,Just Right,0.65638,1102,16116,0.65566,0.65710
2012,Single parent,Tenant,A Bit Too Large,0.05883,85,16116,0.05848,0.05919
2012,Couple with children,Owner,Much Too Small,0.00476,31,16116,0.00470,0.00482
2012,Couple with children,Owner,A Bit Too Small,0.13885,502,16116,0.13856,0.13914
2012,Couple with children,Owner,Just Right,0.75499,2508,16116,0.75462,0.75535
2012,Couple with children,Owner,A Bit Too Large,0.10140,262,16116,0.10115,0.10166
2012,Couple with children,Tenant,Much Too Small,0.06158,184,16116,0.06133,0.06184
2012,Couple with children,Tenant,A Bit Too Small,0.26976,742,16116,0.26929,0.27023
2012,Couple with children,Tenant,Just Right,0.61804,1430,16116,0.61753,0.61856
2012,Couple with children,Tenant,A Bit Too Large,0.05061,77,16116,0.05038,0.05085
2012,Multi-generational household,Owner,Just Right,1.00000,54,16116,1.00000,1.00000
2012,Other Combinations,Owner,Just Right,1.00000,33,16116,1.00000,1.00000
2012,Other Combinations,Tenant,Just Right,1.00000,35,16116,1.00000,1.00000
2013,Single-person household,Owner,A Bit Too Small,0.03726,33,17635,0.03709,0.03742
2013,Single-person household,Owner,Just Right,0.63796,643,17635,0.63754,0.63838
2013,Single-person household,Owner,A Bit Too Large,0.25696,297,17635,0.25658,0.25734
2013,Single-person household,Owner,Much Too Large,0.06782,84,17635,0.06760,0.06804
2013,Single-person household,Tenant,Much Too Small,0.01634,44,17635,0.01627,0.01642
2013,Single-person household,Tenant,A Bit Too Small,0.13407,378,17635,0.13387,0.13427
2013,Single-person household,Tenant,Just Right,0.75415,2074,17635,0.75390,0.75441
2013,Single-person household,Tenant,A Bit Too Large,0.09543,265,17635,0.09526,0.09561
2013,Couple without children,Owner,A Bit Too Small,0.03506,86,17635,0.03492,0.03520
2013,Couple without children,Owner,Just Right,0.68995,1740,17635,0.68961,0.69030
2013,Couple without children,Owner,A Bit Too Large,0.23302,594,17635,0.23271,0.23334
2013,Couple without children,Owner,Much Too Large,0.04196,98,17635,0.04181,0.04211
2013,Couple without children,Tenant,A Bit Too Small,0.15558,310,17635,0.15526,0.15589
2013,Couple without children,Tenant,Just Right,0.76017,1603,17635,0.75979,0.76054
2013,Couple without children,Tenant,A Bit Too Large,0.08425,157,17635,0.08401,0.08450
2013,Single parent,Owner,A Bit Too Small,0.07672,41,17635,0.07605,0.07738
2013,Single parent,Owner,Just Right,0.71494,349,17635,0.71381,0.71607
2013,Single parent,Owner,A Bit Too Large,0.20834,95,17635,0.20733,0.20936
2013,Single parent,Tenant,Much Too Small,0.03652,70,17635,0.03623,0.03680
2013,Single parent,Tenant,A Bit Too Small,0.23411,428,17635,0.23347,0.23475
2013,Single parent,Tenant,Just Right,0.68643,1168,17635,0.68573,0.68714
2013,Single parent,Tenant,A Bit Too Large,0.04294,74,17635,0.04263,0.04325
2013,Couple with children,Owner,Much Too Small,0.01070,45,17635,0.01061,0.01079
2013,Couple with children,Owner,A Bit Too Small,0.12615,507,17635,0.12586,0.12644
2013,Couple with children,Owner,Just Right,0.76101,2595,17635,0.76064,0.76138
2013,Couple with children,Owner,A Bit Too Large,0.10215,278,17635,0.10189,0.10241
2013,Couple with children,Tenant,Much Too Small,0.06366,255,17635,0.06340,0.06391
2013,Couple with children,Tenant,A Bit Too Small,0.26887,973,17635,0.26841,0.26934
2013,Couple with children,Tenant,Just Right,0.62495,1858,17635,0.62444,0.62546
2013,Couple with children,Tenant,A Bit Too Large,0.04253,103,17635,0.04231,0.04274
2013,Multi-generational household,Owner,Just Right,1.00000,56,17635,1.00000,1.00000
2013,Multi-generational household,Tenant,Just Right,1.00000,41,17635,1.00000,1.00000
2013,Other Combinations,Owner,Just Right,1.00000,76,17635,1.00000,1.00000
2013,Other Combinations,Tenant,A Bit Too Small,0.28302,56,17635,0.28138,0.28466
2013,Other Combinations,Tenant,Just Right,0.71698,161,17635,0.71534,0.71862
2014,Single-person household,Owner,A Bit Too Small,0.03575,33,15611,0.03559,0.03591
2014,Single-person household,Owner,Just Right,0.61473,582,15611,0.61431,0.61515
2014,Single-person household,Owner,A Bit Too Large,0.27562,312,15611,0.27524,0.27601
2014,Single-person household,Owner,Much Too Large,0.07390,82,15611,0.07367,0.07412
2014,Single-person household,Tenant,Much Too Small,0.01656,38,15611,0.01649,0.01664
2014,Single-person household,Tenant,A Bit Too Small,0.13893,343,15611,0.13872,0.13913
2014,Single-person household,Tenant,Just Right,0.74748,1904,15611,0.74722,0.74773
2014,Single-person household,Tenant,A Bit Too Large,0.09704,244,15611,0.09686,0.09721
2014,Couple without children,Owner,A Bit Too Small,0.04145,99,15611,0.04130,0.04160
2014,Couple without children,Owner,Just Right,0.67395,1614,15611,0.67360,0.67430
2014,Couple without children,Owner,A Bit Too Large,0.24485,595,15611,0.24453,0.24517
2014,Couple without children,Owner,Much Too Large,0.03974,88,15611,0.03960,0.03989
2014,Couple without children,Tenant,A Bit Too Small,0.15835,298,15611,0.15803,0.15867
2014,Couple without children,Tenant,Just Right,0.73701,1451,15611,0.73662,0.73739
2014,Couple without children,Tenant,A Bit Too Large,0.10464,161,15611,0.10438,0.10491
2014,Single parent,Owner,A Bit Too Small,0.05706,31,15611,0.05648,0.05764
2014,Single parent,Owner,Just Right,0.78261,308,15611,0.78158,0.78364
2014,Single parent,Owner,A Bit Too Large,0.16033,79,15611,0.15941,0.16124
2014,Single parent,Tenant,Much Too Small,0.06785,71,15611,0.06748,0.06822
2014,Single parent,Tenant,A Bit Too Small,0.24085,359,15611,0.24022,0.24148
2014,Single parent,Tenant,Just Right,0.62579,875,15611,0.62508,0.62650
2014,Single parent,Tenant,A Bit Too Large,0.06551,73,15611,0.06514,0.06587
2014,Couple with children,Owner,Much Too Small,0.00679,36,15611,0.00672,0.00686
2014,Couple with children,Owner,A Bit Too Small,0.12832,457,15611,0.12803,0.12861
2014,Couple with children,Owner,Just Right,0.74985,2275,15611,0.74948,0.75023
2014,Couple with children,Owner,A Bit Too Large,0.11504,270,15611,0.11476,0.11531
2014,Couple with children,Tenant,Much Too Small,0.06442,220,15611,0.06416,0.06468
2014,Couple with children,Tenant,A Bit Too Small,0.26505,751,15611,0.26458,0.26552
2014,Couple with children,Tenant,Just Right,0.62796,1572,15611,0.62744,0.62847
2014,Couple with children,Tenant,A Bit Too Large,0.04257,88,15611,0.04236,0.04279
2014,Multi-generational household,Owner,Just Right,1.00000,53,15611,1.00000,1.00000
2014,Multi-generational household,Tenant,Just Right,1.00000,34,15611,1.00000,1.00000
2014,Other Combinations,Owner,Just Right,1.00000,50,15611,1.00000,1.00000
2014,Other Combinations,Tenant,A Bit Too Small,0.22793,37,15611,0.22634,0.22952
2014,Other Combinations,Tenant,Just Right,0.77207,128,15611,0.77048,0.77366
2015,Single-person household,Owner,Just Right,0.64738,582,15535,0.64697,0.64779
2015,Single-person household,Owner,A Bit Too Large,0.27151,289,15535,0.27113,0.27189
2015,Single-person household,Owner,Much Too Large,0.08111,86,15535,0.08088,0.08135
2015,Single-person household,Tenant,Much Too Small,0.01994,52,15535,0.01986,0.02002
2015,Single-person household,Tenant,A Bit Too Small,0.11977,312,15535,0.11958,0.11996
2015,Single-person household,Tenant,Just Right,0.76422,2018,15535,0.76397,0.76447
2015,Single-person household,Tenant,A Bit Too Large,0.09607,235,15535,0.09590,0.09624
2015,Couple without children,Owner,A Bit Too Small,0.03420,71,15535,0.03406,0.03433
2015,Couple without children,Owner,Just Right,0.69249,1596,15535,0.69215,0.69283
2015,Couple without children,Owner,A Bit Too Large,0.23045,542,15535,0.23013,0.23076
2015,Couple without children,Owner,Much Too Large,0.04287,90,15535,0.04272,0.04302
2015,Couple without children,Tenant,Much Too Small,0.01606,47,15535,0.01595,0.01617
2015,Couple without children,Tenant,A Bit Too Small,0.13642,295,15535,0.13613,0.13672
2015,Couple without children,Tenant,Just Right,0.74118,1530,15535,0.74080,0.74156
2015,Couple without children,Tenant,A Bit Too Large,0.10633,185,15535,0.10607,0.10660
2015,Single parent,Owner,A Bit Too Small,0.07683,39,15535,0.07618,0.07748
2015,Single parent,Owner,Just Right,0.72760,280,15535,0.72651,0.72868
2015,Single parent,Owner,A Bit Too Large,0.19557,76,15535,0.19460,0.19654
2015,Single parent,Tenant,Much Too Small,0.04662,58,15535,0.04631,0.04693
2015,Single parent,Tenant,A Bit Too Small,0.26997,330,15535,0.26932,0.27062
2015,Single parent,Tenant,Just Right,0.59796,839,15535,0.59724,0.59868
2015,Single parent,Tenant,A Bit Too Large,0.08545,69,15535,0.08504,0.08586
2015,Couple with children,Owner,A Bit Too Small,0.12742,426,15535,0.12714,0.12771
2015,Couple with children,Owner,Just Right,0.75978,2183,15535,0.75941,0.76015
2015,Couple with children,Owner,A Bit Too Large,0.11280,258,15535,0.11252,0.11307
2015,Couple with children,Tenant,Much Too Small,0.07007,234,15535,0.06980,0.07035
2015,Couple with children,Tenant,A Bit Too Small,0.26117,782,15535,0.26070,0.26164
2015,Couple with children,Tenant,Just Right,0.61942,1636,15535,0.61890,0.61994
2015,Couple with children,Tenant,A Bit Too Large,0.04933,90,15535,0.04910,0.04957
2015,Multi-generational household,Owner,Just Right,1.00000,47,15535,1.00000,1.00000
2015,Multi-generational household,Tenant,Just Right,1.00000,48,15535,1.00000,1.00000
2015,Other Combinations,Owner,Just Right,1.00000,54,15535,1.00000,1.00000
2015,Other Combinations,Tenant,A Bit Too Small,0.31110,44,15535,0.30929,0.31291
2015,Other Combinations,Tenant,Just Right,0.68890,112,15535,0.68709,0.69071
2016,Single-person household,Owner,Just Right,0.63687,546,14031,0.63647,0.63728
2016,Single-person household,Owner,A Bit Too Large,0.28377,280,14031,0.28339,0.28416
2016,Single-person household,Owner,Much Too Large,0.07935,82,14031,0.07912,0.07958
2016,Single-person household,Tenant,Much Too Small,0.01545,38,14031,0.01537,0.01552
2016,Single-person household,Tenant,A Bit Too Small,0.12712,285,14031,0.12692,0.12732
2016,Single-person household,Tenant,Just Right,0.75896,1875,14031,0.75871,0.75922
2016,Single-person household,Tenant,A Bit Too Large,0.09847,231,14031,0.09829,0.09865
2016,Couple without children,Owner,A Bit Too Small,0.04550,84,14031,0.04535,0.04565
2016,Couple without children,Owner,Just Right,0.68125,1520,14031,0.68091,0.68159
2016,Couple without children,Owner,A Bit Too Large,0.23614,531,14031,0.23583,0.23645
2016,Couple without children,Owner,Much Too Large,0.03711,78,14031,0.03697,0.03725
2016,Couple without children,Tenant,A Bit Too Small,0.13620,263,14031,0.13590,0.13650
2016,Couple without children,Tenant,Just Right,0.77479,1420,14031,0.77442,0.77515
2016,Couple without children,Tenant,A Bit Too Large,0.08901,151,14031,0.08876,0.08927
2016,Single parent,Owner,Just Right,0.80996,278,14031,0.80898,0.81093
2016,Single parent,Owner,A Bit Too Large,0.19004,64,14031,0.18907,0.19102
2016,Single parent,Tenant,Much Too Small,0.05695,61,14031,0.05660,0.05730
2016,Single parent,Tenant,A Bit Too Small,0.25058,264,14031,0.24992,0.25123
2016,Single parent,Tenant,Just Right,0.61321,750,14031,0.61248,0.61394
2016,Single parent,Tenant,A Bit Too Large,0.07926,63,14031,0.07885,0.07966
2016,Couple with children,Owner,A Bit Too Small,0.13109,387,14031,0.13080,0.13138
2016,Couple with children,Owner,Just Right,0.76453,2018,14031,0.76417,0.76489
2016,Couple with children,Owner,A Bit Too Large,0.10438,222,14031,0.10411,0.10464
2016,Couple with children,Tenant,Much Too Small,0.05479,183,14031,0.05456,0.05503
2016,Couple with children,Tenant,A Bit Too Small,0.28321,662,14031,0.28275,0.28368
2016,Couple with children,Tenant,Just Right,0.60157,1387,14031,0.60106,0.60208
2016,Couple with children,Tenant,A Bit Too Large,0.06043,92,14031,0.06018,0.06067
2016,Multi-generational household,Owner,Just Right,1.00000,41,14031,1.00000,1.00000
2016,Multi-generational household,Tenant,Just Right,1.00000,34,14031,1.00000,1.00000
2016,Other Combinations,Owner,Just Right,1.00000,40,14031,1.00000,1.00000
2016,Other Combinations,Tenant,Just Right,1.00000,101,14031,1.00000,1.00000
2017,Single-person household,Owner,Just Right,0.63863,603,17210,0.63822,0.63903
2017,Single-person household,Owner,A Bit Too Large,0.26253,288,17210,0.26216,0.26290
2017,Single-person household,Owner,Much Too Large,0.09884,99,17210,0.09859,0.09909
2017,Single-person household,Tenant,Much Too Small,0.01807,75,17210,0.01799,0.01814
2017,Single-person household,Tenant,A Bit Too Small,0.10643,363,17210,0.10625,0.10661
2017,Single-person household,Tenant,Just Right,0.78593,2392,17210,0.78569,0.78616
2017,Single-person household,Tenant,A Bit Too Large,0.08958,256,17210,0.08941,0.08974
2017,Couple without children,Owner,A Bit Too Small,0.03761,83,17210,0.03747,0.03775
2017,Couple without children,Owner,Just Right,0.68746,1726,17210,0.68713,0.68780
2017,Couple without children,Owner,A Bit Too Large,0.23611,619,17210,0.23580,0.23642
2017,Couple without children,Owner,Much Too Large,0.03882,94,17210,0.03868,0.03896
2017,Couple without children,Tenant,Much Too Small,0.01555,42,17210,0.01544,0.01567
2017,Couple without children,Tenant,A Bit Too Small,0.14399,298,17210,0.14368,0.14431
2017,Couple without children,Tenant,Just Right,0.74902,1614,17210,0.74863,0.74941
2017,Couple without children,Tenant,A Bit Too Large,0.09143,170,17210,0.09118,0.09169
2017,Single parent,Owner,A Bit Too Small,0.09140,33,17210,0.09070,0.09209
2017,Single parent,Owner,Just Right,0.69761,287,17210,0.69651,0.69872
2017,Single parent,Owner,A Bit Too Large,0.21099,76,17210,0.21001,0.21197
2017,Single parent,Tenant,Much Too Small,0.07328,89,17210,0.07288,0.07369
2017,Single parent,Tenant,A Bit Too Small,0.19242,266,17210,0.19181,0.19303
2017,Single parent,Tenant,Just Right,0.65646,855,17210,0.65573,0.65720
2017,Single parent,Tenant,A Bit Too Large,0.07784,74,17210,0.07742,0.07825
2017,Couple with children,Owner,A Bit Too Small,0.13183,408,17210,0.13154,0.13213
2017,Couple with children,Owner,Just Right,0.76336,2239,17210,0.76300,0.76373
2017,Couple with children,Owner,A Bit Too Large,0.10480,265,17210,0.10454,0.10507
2017,Couple with children,Tenant,Much Too Small,0.06873,351,17210,0.06847,0.06900
2017,Couple with children,Tenant,A Bit Too Small,0.28246,977,17210,0.28200,0.28293
2017,Couple with children,Tenant,Just Right,0.59707,2023,17210,0.59656,0.59758
2017,Couple with children,Tenant,A Bit Too Large,0.05173,121,17210,0.05150,0.05196
2017,Multi-generational household,Owner,Just Right,1.00000,48,17210,1.00000,1.00000
2017,Multi-generational household,Tenant,Just Right,1.00000,45,17210,1.00000,1.00000
2017,Other Combinations,Owner,Just Right,1.00000,72,17210,1.00000,1.00000
2017,Other Combinations,Tenant,A Bit Too Small,0.22771,63,17210,0.22623,0.22919
2017,Other Combinations,Tenant,Just Right,0.77229,196,17210,0.77081,0.77377
2018,Single-person household,Owner,Just Right,0.65282,610,17614,0.65242,0.65322
2018,Single-person household,Owner,A Bit Too Large,0.28499,306,17614,0.28462,0.28537
2018,Single-person household,Owner,Much Too Large,0.06219,63,17614,0.06198,0.06239
2018,Single-person household,Tenant,Much Too Small,0.01903,81,17614,0.01895,0.01911
2018,Single-person household,Tenant,A Bit Too Small,0.11670,445,17614,0.11651,0.11689
2018,Single-person household,Tenant,Just Right,0.76907,2582,17614,0.76883,0.76932
2018,Single-person household,Tenant,A Bit Too Large,0.09520,306,17614,0.09503,0.09537
2018,Couple without children,Owner,A Bit Too Small,0.04398,92,17614,0.04383,0.04413
2018,Couple without children,Owner,Just Right,0.68504,1683,17614,0.68470,0.68538
2018,Couple without children,Owner,A Bit Too Large,0.23418,590,17614,0.23387,0.23449
2018,Couple without children,Owner,Much Too Large,0.03680,86,17614,0.03666,0.03693
2018,Couple without children,Tenant,Much Too Small,0.01061,39,17614,0.01052,0.01070
2018,Couple without children,Tenant,A Bit Too Small,0.13813,297,17614,0.13783,0.13844
2018,Couple without children,Tenant,Just Right,0.74478,1628,17614,0.74440,0.74517
2018,Couple without children,Tenant,A Bit Too Large,0.10648,190,17614,0.10621,0.10675
2018,Single parent,Owner,A Bit Too Small,0.10856,41,17614,0.10782,0.10930
2018,Single parent,Owner,Just Right,0.70970,267,17614,0.70863,0.71078
2018,Single parent,Owner,A Bit Too Large,0.18174,66,17614,0.18083,0.18265
2018,Single parent,Tenant,Much Too Small,0.07667,107,17614,0.07626,0.07707
2018,Single parent,Tenant,A Bit Too Small,0.19741,302,17614,0.19680,0.19802
2018,Single parent,Tenant,Just Right,0.65218,870,17614,0.65145,0.65291
2018,Single parent,Tenant,A Bit Too Large,0.07374,72,17614,0.07334,0.07414
2018,Couple with children,Owner,A Bit Too Small,0.11946,359,17614,0.11918,0.11974
2018,Couple with children,Owner,Just Right,0.77939,2119,17614,0.77903,0.77975
2018,Couple with children,Owner,A Bit Too Large,0.10115,242,17614,0.10089,0.10141
2018,Couple with children,Tenant,Much Too Small,0.06935,419,17614,0.06909,0.06962
2018,Couple with children,Tenant,A Bit Too Small,0.28584,1039,17614,0.28537,0.28632
2018,Couple with children,Tenant,Just Right,0.59484,2107,17614,0.59433,0.59536
2018,Couple with children,Tenant,A Bit Too Large,0.04996,126,17614,0.04973,0.05019
2018,Multi-generational household,Owner,Just Right,1.00000,48,17614,1.00000,1.00000
2018,Multi-generational household,Tenant,Just Right,1.00000,70,17614,1.00000,1.00000
2018,Other Combinations,Owner,Just Right,1.00000,72,17614,1.00000,1.00000
2018,Other Combinations,Tenant,A Bit Too Small,0.15301,72,17614,0.15166,0.15436
2018,Other Combinations,Tenant,Just Right,0.84699,218,17614,0.84564,0.84834
2019,Single-person household,Owner,A Bit Too Small,0.02116,34,18208,0.02104,0.02127
2019,Single-person household,Owner,Just Right,0.62607,716,18208,0.62567,0.62646
2019,Single-person household,Owner,A Bit Too Large,0.26946,337,18208,0.26910,0.26982
2019,Single-person household,Owner,Much Too Large,0.08332,98,18208,0.08309,0.08354
2019,Single-person household,Tenant,Much Too Small,0.01261,88,18208,0.01255,0.01268
2019,Single-person household,Tenant,A Bit Too Small,0.11920,441,18208,0.11901,0.11938
2019,Single-person household,Tenant,Just Right,0.75930,2537,18208,0.75906,0.75955
2019,Single-person household,Tenant,A Bit Too Large,0.09717,300,18208,0.09700,0.09734
2019,Single-person household,Tenant,Much Too Large,0.01171,40,18208,0.01165,0.01177
2019,Couple without children,Owner,A Bit Too Small,0.04035,87,18208,0.04021,0.04050
2019,Couple without children,Owner,Just Right,0.70498,2046,18208,0.70464,0.70531
2019,Couple without children,Owner,A Bit Too Large,0.22608,726,18208,0.22577,0.22638
2019,Couple without children,Owner,Much Too Large,0.02859,119,18208,0.02847,0.02872
2019,Couple without children,Tenant,A Bit Too Small,0.13349,292,18208,0.13319,0.13380
2019,Couple without children,Tenant,Just Right,0.76913,1652,18208,0.76876,0.76951
2019,Couple without children,Tenant,A Bit Too Large,0.09738,189,18208,0.09711,0.09764
2019,Single parent,Owner,A Bit Too Small,0.08210,35,18208,0.08142,0.08277
2019,Single parent,Owner,Just Right,0.67024,264,18208,0.66908,0.67140
2019,Single parent,Owner,A Bit Too Large,0.24766,85,18208,0.24660,0.24873
2019,Single parent,Tenant,Much Too Small,0.05797,94,18208,0.05762,0.05832
2019,Single parent,Tenant,A Bit Too Small,0.20087,267,18208,0.20027,0.20147
2019,Single parent,Tenant,Just Right,0.66948,787,18208,0.66878,0.67019
2019,Single parent,Tenant,A Bit Too Large,0.07168,77,18208,0.07129,0.07206
2019,Couple with children,Owner,A Bit Too Small,0.12029,356,18208,0.12001,0.12057
2019,Couple with children,Owner,Just Right,0.75335,2397,18208,0.75298,0.75372
2019,Couple with children,Owner,A Bit Too Large,0.11573,352,18208,0.11546,0.11601
2019,Couple with children,Owner,Much Too Large,0.01062,37,18208,0.01054,0.01071
2019,Couple with children,Tenant,Much Too Small,0.07379,365,18208,0.07352,0.07407
2019,Couple with children,Tenant,A Bit Too Small,0.27752,905,18208,0.27705,0.27799
2019,Couple with children,Tenant,Just Right,0.60173,1976,18208,0.60122,0.60225
2019,Couple with children,Tenant,A Bit Too Large,0.04695,103,18208,0.04673,0.04718
2019,Multi-generational household,Owner,Just Right,1.00000,44,18208,1.00000,1.00000
2019,Multi-generational household,Tenant,Just Right,1.00000,47,18208,1.00000,1.00000
2019,Other Combinations,Owner,Just Right,1.00000,78,18208,1.00000,1.00000
2019,Other Combinations,Tenant,A Bit Too Small,0.22237,55,18208,0.22085,0.22389
2019,Other Combinations,Tenant,Just Right,0.77763,182,18208,0.77611,0.77915
2020,Single-person household,Owner,A Bit Too Small,0.02499,35,19080,0.02486,0.02512
2020,Single-person household,Owner,Just Right,0.61730,664,19080,0.61689,0.61770
2020,Single-person household,Owner,A Bit Too Large,0.26693,308,19080,0.26656,0.26730
2020,Single-person household,Owner,Much Too Large,0.09079,97,19080,0.09055,0.09103
2020,Single-person household,Tenant,Much Too Small,0.01344,146,19080,0.01337,0.01350
2020,Single-person household,Tenant,A Bit Too Small,0.12205,597,19080,0.12186,0.12224
2020,Single-person household,Tenant,Just Right,0.76803,3135,19080,0.76779,0.76828
2020,Single-person household,Tenant,A Bit Too Large,0.08462,311,19080,0.08446,0.08479
2020,Single-person household,Tenant,Much Too Large,0.01186,36,19080,0.01179,0.01192
2020,Couple without children,Owner,A Bit Too Small,0.03700,85,19080,0.03687,0.03714
2020,Couple without children,Owner,Just Right,0.68487,1770,19080,0.68453,0.68521
2020,Couple without children,Owner,A Bit Too Large,0.23838,670,19080,0.23806,0.23869
2020,Couple without children,Owner,Much Too Large,0.03975,111,19080,0.03961,0.03989
2020,Couple without children,Tenant,Much Too Small,0.01174,61,19080,0.01165,0.01184
2020,Couple without children,Tenant,A Bit Too Small,0.14928,385,19080,0.14897,0.14960
2020,Couple without children,Tenant,Just Right,0.72785,1839,19080,0.72746,0.72825
2020,Couple without children,Tenant,A Bit Too Large,0.11112,208,19080,0.11084,0.11140
2020,Single parent,Owner,Just Right,0.74090,255,19080,0.73984,0.74196
2020,Single parent,Owner,A Bit Too Large,0.25910,74,19080,0.25804,0.26016
