year,hhtyp,rentown,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1997,Other Combinations,Tenant,Just Right,1.00000,50,6230,1.00000,1.00000
1998,Single-person household,Owner,Just Right,0.74681,252,6994,0.74632,0.74729
1998,Single-person household,Owner,A Bit Too Large,0.25319,86,6994,0.25271,0.25368
1998,Single-person household,Tenant,Much Too Small,0.02733,38,6994,0.02722,0.02743
1998,Single-person household,Tenant,A Bit Too Small,0.14971,197,6994,0.14949,0.14994
1998,Single-person household,Tenant,Just Right,0.72616,939,6994,0.72588,0.72644
1998,Single-person household,Tenant,A Bit Too Large,0.09680,123,6994,0.09661,0.09699
1998,Couple without children,Owner,A Bit Too Small,0.04761,39,6994,0.04742,0.04780
1998,Couple without children,Owner,Just Right,0.75279,677,6994,0.75240,0.75317
1998,Couple without children,Owner,A Bit Too Large,0.19960,162,6994,0.19925,0.19996
1998,Couple without children,Tenant,A Bit Too Small,0.15254,185,6994,0.15223,0.15285
1998,Couple without children,Tenant,Just Right,0.77380,949,6994,0.77345,0.77416
1998,Couple without children,Tenant,A Bit Too Large,0.07366,83,6994,0.07344,0.07388
1998,Single parent,Owner,Just Right,1.00000,82,6994,1.00000,1.00000
1998,Single parent,Tenant,A Bit Too Small,0.30839,83,6994,0.30762,0.30916
1998,Single parent,Tenant,Just Right,0.69161,208,6994,0.69084,0.69238
1998,Couple with children,Owner,A Bit Too Small,0.14793,175,6994,0.14764,0.14822
1998,Couple with children,Owner,Just Right,0.76144,1047,6994,0.76109,0.76180
1998,Couple with children,Owner,A Bit Too Large,0.09063,115,6994,0.09039,0.09087
1998,Couple with children,Tenant,Much Too Small,0.05950,89,6994,0.05928,0.05972
1998,Couple with children,Tenant,A Bit Too Small,0.28499,405,6994,0.28457,0.28541
1998,Couple with children,Tenant,Just Right,0.62552,859,6994,0.62507,0.62597
1998,Couple with children,Tenant,A Bit Too Large,0.02999,45,6994,0.02983,0.03015
1998,Multi-generational household,Owner,Just Right,1.00000,42,6994,1.00000,1.00000
1998,Other Combinations,Owner,Just Right,1.00000,58,6994,1.00000,1.00000
1998,Other Combinations,Tenant,Just Right,1.00000,56,6994,1.00000,1.00000
1999,Single-person household,Owner,Just Right,0.73185,248,6824,0.73137,0.73234
1999,Single-person household,Owner,A Bit Too Large,0.26815,95,6824,0.26766,0.26863
1999,Single-person household,Tenant,A Bit Too Small,0.14549,173,6824,0.14527,0.14571
1999,Single-person household,Tenant,Just Right,0.77154,952,6824,0.77128,0.77181
1999,Single-person household,Tenant,A Bit Too Large,0.08297,105,6824,0.08279,0.08314
1999,Couple without children,Owner,A Bit Too Small,0.04540,38,6824,0.04522,0.04558
1999,Couple without children,Owner,Just Right,0.77973,709,6824,0.77938,0.78009
1999,Couple without children,Owner,A Bit Too Large,0.17487,143,6824,0.17454,0.17520
1999,Couple without children,Tenant,A Bit Too Small,0.17663,216,6824,0.17631,0.17695
1999,Couple without children,Tenant,Just Right,0.75780,925,6824,0.75744,0.75816
1999,Couple without children,Tenant,A Bit Too Large,0.06557,85,6824,0.06537,0.06578
1999,Single parent,Owner,Just Right,1.00000,88,6824,1.00000,1.00000
1999,Single parent,Tenant,A Bit Too Small,0.28105,79,6824,0.28034,0.28176
1999,Single parent,Tenant,Just Right,0.71895,229,6824,0.71824,0.71966
1999,Couple with children,Owner,A Bit Too Small,0.15742,181,6824,0.15713,0.15772
1999,Couple with children,Owner,Just Right,0.75916,1088,6824,0.75882,0.75951
1999,Couple with children,Owner,A Bit Too Large,0.08341,100,6824,0.08319,0.08364
1999,Couple with children,Tenant,Much Too Small,0.05049,77,6824,0.05029,0.05069
1999,Couple with children,Tenant,A Bit Too Small,0.28808,382,6824,0.28766,0.28849
1999,Couple with children,Tenant,Just Right,0.63949,837,6824,0.63904,0.63993
1999,Couple with children,Tenant,A Bit Too Large,0.02195,33,6824,0.02181,0.02208
1999,Multi-generational household,Owner,Just Right,1.00000,41,6824,1.00000,1.00000
2000,Single-person household,Owner,Just Right,0.72786,595,12614,0.72739,0.72833
2000,Single-person household,Owner,A Bit Too Large,0.21097,184,12614,0.21054,0.21140
2000,Single-person household,Owner,Much Too Large,0.06117,52,12614,0.06091,0.06142
2000,Single-person household,Tenant,Much Too Small,0.02139,50,12614,0.02130,0.02148
2000,Single-person household,Tenant,A Bit Too Small,0.14094,330,12614,0.14072,0.14115
2000,Single-person household,Tenant,Just Right,0.76531,1814,12614,0.76505,0.76557
2000,Single-person household,Tenant,A Bit Too Large,0.07236,180,12614,0.07220,0.07252
2000,Couple without children,Owner,A Bit Too Small,0.03631,64,12614,0.03615,0.03647
2000,Couple without children,Owner,Just Right,0.77567,1515,12614,0.77532,0.77602
2000,Couple without children,Owner,A Bit Too Large,0.18802,370,12614,0.18769,0.18835
2000,Couple without children,Tenant,Much Too Small,0.01555,31,12614,0.01544,0.01565
2000,Couple without children,Tenant,A Bit Too Small,0.15014,283,12614,0.14984,0.15044
2000,Couple without children,Tenant,Just Right,0.76705,1519,12614,0.76670,0.76741
2000,Couple without children,Tenant,A Bit Too Large,0.06726,126,12614,0.06705,0.06747
2000,Single parent,Owner,Just Right,0.81179,152,12614,0.81068,0.81291
2000,Single parent,Owner,A Bit Too Large,0.18821,34,12614,0.18709,0.18932
2000,Single parent,Tenant,A Bit Too Small,0.25648,127,12614,0.25577,0.25720
2000,Single parent,Tenant,Just Right,0.74352,387,12614,0.74280,0.74423
2000,Couple with children,Owner,A Bit Too Small,0.12987,293,12614,0.12960,0.13015
2000,Couple with children,Owner,Just Right,0.79502,2050,12614,0.79469,0.79535
2000,Couple with children,Owner,A Bit Too Large,0.07511,177,12614,0.07489,0.07532
2000,Couple with children,Tenant,Much Too Small,0.05151,109,12614,0.05131,0.05171
2000,Couple with children,Tenant,A Bit Too Small,0.30827,624,12614,0.30785,0.30869
2000,Couple with children,Tenant,Just Right,0.61751,1279,12614,0.61707,0.61795
2000,Couple with children,Tenant,A Bit Too Large,0.02271,49,12614,0.02257,0.02284
2000,Multi-generational household,Owner,Just Right,1.00000,97,12614,1.00000,1.00000
2000,Other Combinations,Owner,Just Right,1.00000,64,12614,1.00000,1.00000
2000,Other Combinations,Tenant,Just Right,1.00000,59,12614,1.00000,1.00000
2001,Single-person household,Owner,Just Right,0.70308,512,11321,0.70260,0.70355
2001,Single-person household,Owner,A Bit Too Large,0.25690,198,11321,0.25644,0.25735
2001,Single-person household,Owner,Much Too Large,0.04003,32,11321,0.03982,0.04023
2001,Single-person household,Tenant,A Bit Too Small,0.15022,309,11321,0.15000,0.15044
2001,Single-person household,Tenant,Just Right,0.77374,1625,11321,0.77348,0.77400
2001,Single-person household,Tenant,A Bit Too Large,0.07604,171,11321,0.07588,0.07620
2001,Couple without children,Owner,A Bit Too Small,0.04642,77,11321,0.04625,0.04659
2001,Couple without children,Owner,Just Right,0.76606,1345,11321,0.76571,0.76641
2001,Couple without children,Owner,A Bit Too Large,0.18752,320,11321,0.18719,0.18784
2001,Couple without children,Tenant,A Bit Too Small,0.15035,266,11321,0.15004,0.15065
2001,Couple without children,Tenant,Just Right,0.79056,1399,11321,0.79022,0.79091
2001,Couple without children,Tenant,A Bit Too Large,0.05909,101,11321,0.05889,0.05929
2001,Single parent,Owner,Just Right,0.79093,138,11321,0.78983,0.79204
2001,Single parent,Owner,A Bit Too Large,0.20907,34,11321,0.20796,0.21017
2001,Single parent,Tenant,A Bit Too Small,0.25412,115,11321,0.25343,0.25482
2001,Single parent,Tenant,Just Right,0.74588,357,11321,0.74518,0.74657
2001,Couple with children,Owner,A Bit Too Small,0.12852,269,11321,0.12824,0.12880
2001,Couple with children,Owner,Just Right,0.79981,1885,11321,0.79948,0.80014
2001,Couple with children,Owner,A Bit Too Large,0.07167,149,11321,0.07146,0.07188
2001,Couple with children,Tenant,Much Too Small,0.06531,107,11321,0.06508,0.06554
2001,Couple with children,Tenant,A Bit Too Small,0.26692,494,11321,0.26652,0.26733
2001,Couple with children,Tenant,Just Right,0.64254,1177,11321,0.64210,0.64298
2001,Couple with children,Tenant,A Bit Too Large,0.02523,49,11321,0.02508,0.02537
2001,Multi-generational household,Owner,Just Right,1.00000,94,11321,1.00000,1.00000
2001,Other Combinations,Owner,Just Right,1.00000,53,11321,1.00000,1.00000
2001,Other Combinations,Tenant,Just Right,1.00000,45,11321,1.00000,1.00000
2002,Single-person household,Owner,Just Right,0.68786,486,11923,0.68738,0.68833
2002,Single-person household,Owner,A Bit Too Large,0.25345,192,11923,0.25300,0.25389
2002,Single-person household,Owner,Much Too Large,0.05870,50,11923,0.05846,0.05894
2002,Single-person household,Tenant,Much Too Small,0.02285,50,11923,0.02276,0.02294
2002,Single-person household,Tenant,A Bit Too Small,0.14126,294,11923,0.14105,0.14147
2002,Single-person household,Tenant,Just Right,0.74796,1617,11923,0.74769,0.74822
2002,Single-person household,Tenant,A Bit Too Large,0.08793,188,11923,0.08776,0.08811
2002,Couple without children,Owner,A Bit Too Small,0.04697,95,11923,0.04680,0.04714
2002,Couple without children,Owner,Just Right,0.72234,1485,11923,0.72198,0.72270
2002,Couple without children,Owner,A Bit Too Large,0.20303,414,11923,0.20271,0.20336
2002,Couple without children,Owner,Much Too Large,0.02766,59,11923,0.02753,0.02779
2002,Couple without children,Tenant,Much Too Small,0.01908,35,11923,0.01897,0.01920
2002,Couple without children,Tenant,A Bit Too Small,0.14850,277,11923,0.14820,0.14881
2002,Couple without children,Tenant,Just Right,0.75297,1386,11923,0.75261,0.75334
2002,Couple without children,Tenant,A Bit Too Large,0.07944,126,11923,0.07921,0.07967
2002,Single parent,Owner,Just Right,0.72202,137,11923,0.72084,0.72320
2002,Single parent,Owner,A Bit Too Large,0.27798,45,11923,0.27680,0.27916
2002,Single parent,Tenant,A Bit Too Small,0.26399,118,11923,0.26331,0.26467
2002,Single parent,Tenant,Just Right,0.73601,339,11923,0.73533,0.73669
2002,Couple with children,Owner,A Bit Too Small,0.15162,363,11923,0.15133,0.15192
2002,Couple with children,Owner,Just Right,0.76797,2020,11923,0.76762,0.76832
2002,Couple with children,Owner,A Bit Too Large,0.08040,209,11923,0.08018,0.08063
2002,Couple with children,Tenant,Much Too Small,0.06167,99,11923,0.06145,0.06190
2002,Couple with children,Tenant,A Bit Too Small,0.27812,489,11923,0.27770,0.27853
2002,Couple with children,Tenant,Just Right,0.63048,1105,11923,0.63003,0.63093
2002,Couple with children,Tenant,A Bit Too Large,0.02973,55,11923,0.02957,0.02989
2002,Multi-generational household,Owner,Just Right,1.00000,87,11923,1.00000,1.00000
2002,Other Combinations,Owner,Just Right,1.00000,57,11923,1.00000,1.00000
2002,Other Combinations,Tenant,Just Right,1.00000,46,11923,1.00000,1.00000
2003,Single-person household,Owner,Just Right,0.67185,495,11493,0.67138,0.67233
2003,Single-person household,Owner,A Bit Too Large,0.26697,203,11493,0.26652,0.26742
2003,Single-person household,Owner,Much Too Large,0.06118,59,11493,0.06093,0.06142
2003,Single-person household,Tenant,Much Too Small,0.02239,45,11493,0.02230,0.02248
2003,Single-person household,Tenant,A Bit Too Small,0.14463,291,11493,0.14441,0.14484
2003,Single-person household,Tenant,Just Right,0.74241,1575,11493,0.74214,0.74267
2003,Single-person household,Tenant,A Bit Too Large,0.09058,190,11493,0.09040,0.09075
2003,Couple without children,Owner,A Bit Too Small,0.04880,91,11493,0.04862,0.04897
2003,Couple without children,Owner,Just Right,0.73441,1462,11493,0.73406,0.73477
2003,Couple without children,Owner,A Bit Too Large,0.19738,424,11493,0.19706,0.19770
2003,Couple without children,Owner,Much Too Large,0.01941,39,11493,0.01930,0.01952
2003,Couple without children,Tenant,A Bit Too Small,0.15764,280,11493,0.15733,0.15795
2003,Couple without children,Tenant,Just Right,0.76193,1357,11493,0.76157,0.76229
2003,Couple without children,Tenant,A Bit Too Large,0.08043,131,11493,0.08020,0.08066
2003,Single parent,Owner,Just Right,1.00000,139,11493,1.00000,1.00000
2003,Single parent,Tenant,A Bit Too Small,0.27472,123,11493,0.27405,0.27538
2003,Single parent,Tenant,Just Right,0.72528,352,11493,0.72462,0.72595
2003,Couple with children,Owner,A Bit Too Small,0.16015,340,11493,0.15985,0.16046
2003,Couple with children,Owner,Just Right,0.75765,1935,11493,0.75730,0.75800
2003,Couple with children,Owner,A Bit Too Large,0.08220,199,11493,0.08197,0.08243
2003,Couple with children,Tenant,Much Too Small,0.05346,86,11493,0.05325,0.05367
2003,Couple with children,Tenant,A Bit Too Small,0.28137,453,11493,0.28094,0.28179
2003,Couple with children,Tenant,Just Right,0.63068,1021,11493,0.63023,0.63114
2003,Couple with children,Tenant,A Bit Too Large,0.03449,54,11493,0.03432,0.03466
2003,Multi-generational household,Owner,Just Right,1.00000,65,11493,1.00000,1.00000
2003,Other Combinations,Owner,Just Right,1.00000,45,11493,1.00000,1.00000
2003,Other Combinations,Tenant,Just Right,1.00000,39,11493,1.00000,1.00000
2004,Single-person household,Owner,A Bit Too Small,0.04494,31,11288,0.04474,0.04514
2004,Single-person household,Owner,Just Right,0.66406,519,11288,0.66360,0.66452
2004,Single-person household,Owner,A Bit Too Large,0.23758,194,11288,0.23717,0.23800
2004,Single-person household,Owner,Much Too Large,0.05342,54,11288,0.05320,0.05364
2004,Single-person household,Tenant,Much Too Small,0.01829,42,11288,0.01821,0.01838
2004,Single-person household,Tenant,A Bit Too Small,0.13407,255,11288,0.13386,0.13428
2004,Single-person household,Tenant,Just Right,0.76314,1557,11288,0.76288,0.76340
2004,Single-person household,Tenant,A Bit Too Large,0.08450,183,11288,0.08433,0.08467
2004,Couple without children,Owner,A Bit Too Small,0.04048,88,11288,0.04032,0.04064
2004,Couple without children,Owner,Just Right,0.73935,1442,11288,0.73899,0.73970
2004,Couple without children,Owner,A Bit Too Large,0.20532,422,11288,0.20499,0.20565
2004,Couple without children,Owner,Much Too Large,0.01486,37,11288,0.01476,0.01496
2004,Couple without children,Tenant,A Bit Too Small,0.14420,268,11288,0.14391,0.14449
2004,Couple without children,Tenant,Just Right,0.78210,1395,11288,0.78175,0.78244
2004,Couple without children,Tenant,A Bit Too Large,0.07370,123,11288,0.07349,0.07392
2004,Single parent,Owner,Just Right,0.76817,133,11288,0.76701,0.76932
2004,Single parent,Owner,A Bit Too Large,0.23183,39,11288,0.23068,0.23299
2004,Single parent,Tenant,A Bit Too Small,0.24600,109,11288,0.24536,0.24663
2004,Single parent,Tenant,Just Right,0.75400,347,11288,0.75337,0.75464
2004,Couple with children,Owner,A Bit Too Small,0.14646,313,11288,0.14617,0.14676
2004,Couple with children,Owner,Just Right,0.76000,1873,11288,0.75964,0.76036
2004,Couple with children,Owner,A Bit Too Large,0.09353,208,11288,0.09329,0.09378
2004,Couple with children,Tenant,Much Too Small,0.05332,77,11288,0.05310,0.05353
2004,Couple with children,Tenant,A Bit Too Small,0.26534,407,11288,0.26492,0.26575
2004,Couple with children,Tenant,Just Right,0.64390,982,11288,0.64345,0.64435
2004,Couple with children,Tenant,A Bit Too Large,0.03745,50,11288,0.03727,0.03763
2004,Multi-generational household,Owner,Just Right,1.00000,58,11288,1.00000,1.00000
2004,Other Combinations,Owner,Just Right,1.00000,46,11288,1.00000,1.00000
2004,Other Combinations,Tenant,Just Right,1.00000,36,11288,1.00000,1.00000
2005,Single-person household,Owner,A Bit Too Small,0.05113,39,10983,0.05092,0.05135
2005,Single-person household,Owner,Just Right,0.64283,508,10983,0.64237,0.64330
2005,Single-person household,Owner,A Bit Too Large,0.25615,215,10983,0.25572,0.25657
2005,Single-person household,Owner,Much Too Large,0.04989,45,10983,0.04968,0.05010
2005,Single-person household,Tenant,Much Too Small,0.01497,36,10983,0.01490,0.01504
2005,Single-person household,Tenant,A Bit Too Small,0.14505,293,10983,0.14484,0.14526
2005,Single-person household,Tenant,Just Right,0.75367,1575,10983,0.75341,0.75393
2005,Single-person household,Tenant,A Bit Too Large,0.08631,177,10983,0.08614,0.08648
2005,Couple without children,Owner,A Bit Too Small,0.04112,79,10983,0.04096,0.04128
2005,Couple without children,Owner,Just Right,0.73131,1448,10983,0.73095,0.73167
2005,Couple without children,Owner,A Bit Too Large,0.19816,378,10983,0.19784,0.19848
2005,Couple without children,Owner,Much Too Large,0.02941,61,10983,0.02927,0.02954
2005,Couple without children,Tenant,A Bit Too Small,0.16388,268,10983,0.16357,0.16419
2005,Couple without children,Tenant,Just Right,0.77002,1309,10983,0.76967,0.77038
2005,Couple without children,Tenant,A Bit Too Large,0.06609,119,10983,0.06589,0.06630
2005,Single parent,Owner,Just Right,0.78955,138,10983,0.78842,0.79069
2005,Single parent,Owner,A Bit Too Large,0.21045,37,10983,0.20931,0.21158
2005,Single parent,Tenant,A Bit Too Small,0.23658,108,10983,0.23596,0.23720
2005,Single parent,Tenant,Just Right,0.76342,349,10983,0.76280,0.76404
2005,Couple with children,Owner,A Bit Too Small,0.14873,302,10983,0.14844,0.14903
2005,Couple with children,Owner,Just Right,0.77623,1782,10983,0.77588,0.77657
2005,Couple with children,Owner,A Bit Too Large,0.07504,167,10983,0.07482,0.07526
2005,Couple with children,Tenant,Much Too Small,0.03860,54,10983,0.03842,0.03878
2005,Couple with children,Tenant,A Bit Too Small,0.26285,378,10983,0.26244,0.26327
2005,Couple with children,Tenant,Just Right,0.66515,931,10983,0.66470,0.66559
2005,Couple with children,Tenant,A Bit Too Large,0.03340,53,10983,0.03323,0.03357
2005,Multi-generational household,Owner,Just Right,1.00000,56,10983,1.00000,1.00000
2005,Other Combinations,Owner,Just Right,1.00000,39,10983,1.00000,1.00000
2005,Other Combinations,Tenant,Just Right,1.00000,39,10983,1.00000,1.00000
2006,Single-person household,Owner,A Bit Too Small,0.03894,37,12004,0.03875,0.03912
2006,Single-person household,Owner,Just Right,0.61576,576,12004,0.61529,0.61622
2006,Single-person household,Owner,A Bit Too Large,0.28335,269,12004,0.28292,0.28378
2006,Single-person household,Owner,Much Too Large,0.06196,66,12004,0.06173,0.06219
2006,Single-person household,Tenant,Much Too Small,0.01852,39,12004,0.01844,0.01860
2006,Single-person household,Tenant,A Bit Too Small,0.13459,301,12004,0.13439,0.13479
2006,Single-person household,Tenant,Just Right,0.75976,1766,12004,0.75951,0.76002
2006,Single-person household,Tenant,A Bit Too Large,0.08713,204,12004,0.08696,0.08729
2006,Couple without children,Owner,A Bit Too Small,0.04844,96,12004,0.04827,0.04862
2006,Couple without children,Owner,Just Right,0.71390,1636,12004,0.71354,0.71426
2006,Couple without children,Owner,A Bit Too Large,0.20933,505,12004,0.20900,0.20966
2006,Couple without children,Owner,Much Too Large,0.02833,67,12004,0.02819,0.02846
2006,Couple without children,Tenant,A Bit Too Small,0.16187,289,12004,0.16156,0.16218
2006,Couple without children,Tenant,Just Right,0.76060,1396,12004,0.76025,0.76096
2006,Couple without children,Tenant,A Bit Too Large,0.07752,134,12004,0.07730,0.07775
2006,Single parent,Owner,Just Right,0.75386,154,12004,0.75267,0.75505
2006,Single parent,Owner,A Bit Too Large,0.24614,44,12004,0.24495,0.24733
2006,Single parent,Tenant,A Bit Too Small,0.22015,108,12004,0.21953,0.22077
2006,Single parent,Tenant,Just Right,0.77985,393,12004,0.77923,0.78047
2006,Couple with children,Owner,A Bit Too Small,0.14416,303,12004,0.14386,0.14446
2006,Couple with children,Owner,Just Right,0.77529,1840,12004,0.77494,0.77565
2006,Couple with children,Owner,A Bit Too Large,0.08054,189,12004,0.08031,0.08078
2006,Couple with children,Tenant,Much Too Small,0.06335,78,12004,0.06312,0.06358
2006,Couple with children,Tenant,A Bit Too Small,0.27094,390,12004,0.27052,0.27136
2006,Couple with children,Tenant,Just Right,0.63894,945,12004,0.63849,0.63940
2006,Couple with children,Tenant,A Bit Too Large,0.02677,43,12004,0.02662,0.02692
2006,Multi-generational household,Owner,Just Right,1.00000,58,12004,1.00000,1.00000
2006,Other Combinations,Owner,Just Right,1.00000,45,12004,1.00000,1.00000
2006,Other Combinations,Tenant,Just Right,1.00000,33,12004,1.00000,1.00000
2007,Single-person household,Owner,A Bit Too Small,0.04297,37,11188,0.04278,0.04316
2007,Single-person household,Owner,Just Right,0.63136,552,11188,0.63091,0.63182
2007,Single-person household,Owner,A Bit Too Large,0.26869,249,11188,0.26827,0.26911
2007,Single-person household,Owner,Much Too Large,0.05698,56,11188,0.05676,0.05720
2007,Single-person household,Tenant,Much Too Small,0.01247,32,11188,0.01240,0.01253
2007,Single-person household,Tenant,A Bit Too Small,0.14377,316,11188,0.14356,0.14398
2007,Single-person household,Tenant,Just Right,0.75690,1651,11188,0.75665,0.75716
2007,Single-person household,Tenant,A Bit Too Large,0.08686,194,11188,0.08669,0.08702
2007,Couple without children,Owner,A Bit Too Small,0.04489,90,11188,0.04473,0.04505
2007,Couple without children,Owner,Just Right,0.71821,1551,11188,0.71785,0.71856
2007,Couple without children,Owner,A Bit Too Large,0.21606,468,11188,0.21574,0.21638
2007,Couple without children,Owner,Much Too Large,0.02084,54,11188,0.02073,0.02096
2007,Couple without children,Tenant,A Bit Too Small,0.15840,272,11188,0.15810,0.15871
2007,Couple without children,Tenant,Just Right,0.76603,1277,11188,0.76567,0.76638
2007,Couple without children,Tenant,A Bit Too Large,0.07557,128,11188,0.07535,0.07579
2007,Single parent,Owner,Just Right,0.85139,154,11188,0.85042,0.85236
2007,Single parent,Owner,A Bit Too Large,0.14861,32,11188,0.14764,0.14958
2007,Single parent,Tenant,A Bit Too Small,0.26256,112,11188,0.26189,0.26322
2007,Single parent,Tenant,Just Right,0.73744,342,11188,0.73678,0.73811
2007,Couple with children,Owner,A Bit Too Small,0.14630,278,11188,0.14600,0.14660
2007,Couple with children,Owner,Just Right,0.76905,1718,11188,0.76869,0.76941
2007,Couple with children,Owner,A Bit Too Large,0.08465,192,11188,0.08442,0.08489
2007,Couple with children,Tenant,Much Too Small,0.04317,45,11188,0.04298,0.04337
2007,Couple with children,Tenant,A Bit Too Small,0.26224,369,11188,0.26182,0.26267
2007,Couple with children,Tenant,Just Right,0.66474,894,11188,0.66428,0.66519
2007,Couple with children,Tenant,A Bit Too Large,0.02985,40,11188,0.02969,0.03001
2007,Multi-generational household,Owner,Just Right,1.00000,49,11188,1.00000,1.00000
2007,Other Combinations,Owner,Just Right,1.00000,36,11188,1.00000,1.00000
2008,Single-person household,Owner,A Bit Too Small,0.04945,40,10493,0.04925,0.04965
2008,Single-person household,Owner,Just Right,0.59536,525,10493,0.59491,0.59580
2008,Single-person household,Owner,A Bit Too Large,0.28315,258,10493,0.28274,0.28357
2008,Single-person household,Owner,Much Too Large,0.07204,72,10493,0.07180,0.07227
2008,Single-person household,Tenant,A Bit Too Small,0.13778,274,10493,0.13757,0.13798
2008,Single-person household,Tenant,Just Right,0.76791,1569,10493,0.76766,0.76816
2008,Single-person household,Tenant,A Bit Too Large,0.09431,187,10493,0.09414,0.09448
2008,Couple without children,Owner,A Bit Too Small,0.03712,81,10493,0.03698,0.03727
2008,Couple without children,Owner,Just Right,0.72046,1501,10493,0.72011,0.72081
2008,Couple without children,Owner,A Bit Too Large,0.21007,460,10493,0.20975,0.21039
2008,Couple without children,Owner,Much Too Large,0.03235,62,10493,0.03221,0.03249
2008,Couple without children,Tenant,A Bit Too Small,0.15096,233,10493,0.15065,0.15126
2008,Couple without children,Tenant,Just Right,0.76798,1229,10493,0.76762,0.76834
2008,Couple without children,Tenant,A Bit Too Large,0.08107,127,10493,0.08083,0.08130
2008,Single parent,Owner,Just Right,0.86741,135,10493,0.86648,0.86835
2008,Single parent,Owner,A Bit Too Large,0.13259,32,10493,0.13165,0.13352
2008,Single parent,Tenant,A Bit Too Small,0.25900,104,10493,0.25834,0.25966
2008,Single parent,Tenant,Just Right,0.74100,335,10493,0.74034,0.74166
2008,Couple with children,Owner,A Bit Too Small,0.13461,251,10493,0.13432,0.13490
2008,Couple with children,Owner,Just Right,0.77875,1604,10493,0.77840,0.77910
2008,Couple with children,Owner,A Bit Too Large,0.08663,180,10493,0.08640,0.08687
2008,Couple with children,Tenant,Much Too Small,0.03965,37,10493,0.03946,0.03984
2008,Couple with children,Tenant,A Bit Too Small,0.28460,326,10493,0.28415,0.28505
2008,Couple with children,Tenant,Just Right,0.64218,789,10493,0.64170,0.64266
2008,Couple with children,Tenant,A Bit Too Large,0.03357,35,10493,0.03339,0.03375
2008,Multi-generational household,Owner,Just Right,1.00000,47,10493,1.00000,1.00000
2009,Single-person household,Owner,A Bit Too Small,0.04628,33,9888,0.04610,0.04647
2009,Single-person household,Owner,Just Right,0.62457,523,9888,0.62414,0.62500
2009,Single-person household,Owner,A Bit Too Large,0.25845,242,9888,0.25806,0.25884
2009,Single-person household,Owner,Much Too Large,0.07070,66,9888,0.07047,0.07093
2009,Single-person household,Tenant,Much Too Small,0.01494,32,9888,0.01487,0.01501
2009,Single-person household,Tenant,A Bit Too Small,0.14125,265,9888,0.14104,0.14145
2009,Single-person household,Tenant,Just Right,0.75386,1490,9888,0.75361,0.75411
2009,Single-person household,Tenant,A Bit Too Large,0.08995,172,9888,0.08978,0.09012
2009,Couple without children,Owner,A Bit Too Small,0.05639,91,9888,0.05622,0.05657
2009,Couple without children,Owner,Just Right,0.67829,1387,9888,0.67794,0.67865
2009,Couple without children,Owner,A Bit Too Large,0.23237,453,9888,0.23204,0.23269
2009,Couple without children,Owner,Much Too Large,0.03294,67,9888,0.03281,0.03308
2009,Couple without children,Tenant,A Bit Too Small,0.16440,225,9888,0.16409,0.16472
2009,Couple without children,Tenant,Just Right,0.74976,1150,9888,0.74940,0.75013
2009,Couple without children,Tenant,A Bit Too Large,0.08583,139,9888,0.08559,0.08607
2009,Single parent,Owner,Just Right,0.82589,125,9888,0.82482,0.82695
2009,Single parent,Owner,A Bit Too Large,0.17411,38,9888,0.17305,0.17518
2009,Single parent,Tenant,A Bit Too Small,0.27311,100,9888,0.27240,0.27381
2009,Single parent,Tenant,Just Right,0.72689,285,9888,0.72619,0.72760
2009,Couple with children,Owner,A Bit Too Small,0.15475,247,9888,0.15445,0.15505
2009,Couple with children,Owner,Just Right,0.73874,1446,9888,0.73837,0.73910
2009,Couple with children,Owner,A Bit Too Large,0.10651,189,9888,0.10625,0.10677
2009,Couple with children,Tenant,Much Too Small,0.04922,45,9888,0.04899,0.04944
2009,Couple with children,Tenant,A Bit Too Small,0.28654,306,9888,0.28607,0.28700
2009,Couple with children,Tenant,Just Right,0.62993,693,9888,0.62943,0.63042
2009,Couple with children,Tenant,A Bit Too Large,0.03432,42,9888,0.03414,0.03451
2009,Multi-generational household,Owner,Just Right,1.00000,37,9888,1.00000,1.00000
2010,Single-person household,Owner,A Bit Too Small,0.05230,34,13515,0.05210,0.05249
2010,Single-person household,Owner,Just Right,0.61807,513,13515,0.61765,0.61848
2010,Single-person household,Owner,A Bit Too Large,0.25192,233,13515,0.25154,0.25229
2010,Single-person household,Owner,Much Too Large,0.07772,76,13515,0.07749,0.07795
2010,Single-person household,Tenant,A Bit Too Small,0.14051,246,13515,0.14031,0.14072
2010,Single-person household,Tenant,Just Right,0.75457,1367,13515,0.75431,0.75483
2010,Single-person household,Tenant,A Bit Too Large,0.10492,187,13515,0.10473,0.10510
2010,Couple without children,Owner,A Bit Too Small,0.04768,79,13515,0.04752,0.04784
2010,Couple without children,Owner,Just Right,0.69016,1337,13515,0.68980,0.69051
2010,Couple without children,Owner,A Bit Too Large,0.22419,431,13515,0.22387,0.22451
2010,Couple without children,Owner,Much Too Large,0.03798,64,13515,0.03783,0.03812
2010,Couple without children,Tenant,A Bit Too Small,0.16857,213,13515,0.16825,0.16889
2010,Couple without children,Tenant,Just Right,0.74652,1091,13515,0.74615,0.74690
2010,Couple without children,Tenant,A Bit Too Large,0.08490,126,13515,0.08466,0.08514
2010,Single parent,Owner,Just Right,0.79937,286,13515,0.79831,0.80043
