,Unnamed: 0,year,bula_h,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
641,641,2003,Bavaria,A Bit Too Large,0.10376,171,11481,0.09192,0.11711
642,642,2003,Berlin,A Bit Too Small,0.21924,104,11481,0.19426,0.24561
643,643,2003,Berlin,Just Right,0.69525,330,11481,0.63583,0.74739
644,644,2003,Berlin,A Bit Too Large,0.08551,40,11481,0.06713,0.10469
645,645,2003,Brandenburg,A Bit Too Small,0.15561,75,11481,0.13377,0.18623
646,646,2003,Brandenburg,Just Right,0.75005,365,11481,0.70446,0.80768
647,647,2003,Brandenburg,A Bit Too Large,0.09434,48,11481,0.07492,0.11254
648,648,2003,Mecklenburg-Western Pomerania,Just Right,1.0,222,11481,0.91678,1.07286
649,649,2003,Saxony,A Bit Too Small,0.11903,94,11481,0.1002,0.13813
650,650,2003,Saxony,Just Right,0.80419,664,11481,0.77064,0.84089
651,651,2003,Saxony,A Bit Too Large,0.07678,68,11481,0.06592,0.08928
652,652,2003,Saxony-Anhalt,A Bit Too Small,0.11885,55,11481,0.09956,0.13994
653,653,2003,Saxony-Anhalt,Just Right,0.7732,374,11481,0.71658,0.82848
654,654,2003,Saxony-Anhalt,A Bit Too Large,0.10796,52,11481,0.09203,0.12461
655,655,2003,Thuringa,A Bit Too Small,0.10343,52,11481,0.08537,0.12171
656,656,2003,Thuringa,Just Right,0.79472,375,11481,0.74182,0.85296
657,657,2003,Thuringa,A Bit Too Large,0.10185,45,11481,0.08304,0.12192
658,658,2004,Schleswig-Holstein,A Bit Too Small,0.13757,44,11156,0.11447,0.16262
659,659,2004,Schleswig-Holstein,Just Right,0.86243,282,11156,0.79576,0.93193
660,660,2004,Hamburg,A Bit Too Small,0.23546,40,11156,0.16919,0.31174
661,661,2004,Hamburg,Just Right,0.76454,118,11156,0.67492,0.85484
662,662,2004,Lower Saxony,A Bit Too Small,0.12252,99,11156,0.10711,0.14005
663,663,2004,Lower Saxony,Just Right,0.71518,712,11156,0.671,0.75441
664,664,2004,Lower Saxony,A Bit Too Large,0.16229,137,11156,0.14392,0.18255
665,665,2004,Bremen,Just Right,1.0,70,11156,0.84926,1.18255
666,666,2004,North Rhine-Westphalia,Much Too Small,0.01588,34,11156,0.01251,0.01987
667,667,2004,North Rhine-Westphalia,A Bit Too Small,0.12323,306,11156,0.11218,0.13496
668,668,2004,North Rhine-Westphalia,Just Right,0.75128,1784,11156,0.7268,0.78168
669,669,2004,North Rhine-Westphalia,A Bit Too Large,0.10961,268,11156,0.10158,0.12047
670,670,2004,Hesse,A Bit Too Small,0.18126,135,11156,0.15824,0.20615
671,671,2004,Hesse,Just Right,0.69816,519,11156,0.65585,0.7364
672,672,2004,Hesse,A Bit Too Large,0.12059,98,11156,0.10147,0.1385
673,673,2004,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11511,81,11156,0.09706,0.13745
674,674,2004,"Rhineland-Palatinate, Saarland",Just Right,0.72802,488,11156,0.68478,0.76992
675,675,2004,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.15687,107,11156,0.13238,0.17638
676,676,2004,Baden-Wuerttemberg,Much Too Small,0.0244,31,11156,0.01701,0.03172
677,677,2004,Baden-Wuerttemberg,A Bit Too Small,0.13672,198,11156,0.12198,0.15418
678,678,2004,Baden-Wuerttemberg,Just Right,0.73345,977,11156,0.69898,0.77286
679,679,2004,Baden-Wuerttemberg,A Bit Too Large,0.10544,134,11156,0.09305,0.11738
680,680,2004,Bavaria,A Bit Too Small,0.13514,217,11156,0.12179,0.14807
681,681,2004,Bavaria,Just Right,0.73668,1157,11156,0.70402,0.77078
682,682,2004,Bavaria,A Bit Too Large,0.12818,183,11156,0.11139,0.14559
683,683,2004,Berlin,A Bit Too Small,0.1942,92,11156,0.16718,0.22253
684,684,2004,Berlin,Just Right,0.71764,334,11156,0.66455,0.77387
685,685,2004,Berlin,A Bit Too Large,0.08816,46,11156,0.0707,0.1049
686,686,2004,Brandenburg,A Bit Too Small,0.13175,58,11156,0.10576,0.15686
687,687,2004,Brandenburg,Just Right,0.7923,377,11156,0.73862,0.85322
688,688,2004,Brandenburg,A Bit Too Large,0.07595,37,11156,0.06002,0.09296
689,689,2004,Mecklenburg-Western Pomerania,A Bit Too Small,0.11732,32,11156,0.08902,0.14828
690,690,2004,Mecklenburg-Western Pomerania,Just Right,0.88268,213,11156,0.79357,0.95702
691,691,2004,Saxony,A Bit Too Small,0.1113,88,11156,0.09374,0.12976
692,692,2004,Saxony,Just Right,0.79874,625,11156,0.7566,0.84491
693,693,2004,Saxony,A Bit Too Large,0.08996,85,11156,0.07431,0.10436
694,694,2004,Saxony-Anhalt,A Bit Too Small,0.10844,52,11156,0.08731,0.13179
695,695,2004,Saxony-Anhalt,Just Right,0.78364,372,11156,0.72643,0.83842
696,696,2004,Saxony-Anhalt,A Bit Too Large,0.10792,51,11156,0.0931,0.12608
697,697,2004,Thuringa,A Bit Too Small,0.11808,60,11156,0.09431,0.14634
698,698,2004,Thuringa,Just Right,0.80399,379,11156,0.73337,0.85704
699,699,2004,Thuringa,A Bit Too Large,0.07793,36,11156,0.05746,0.09854
700,700,2005,Schleswig-Holstein,A Bit Too Small,0.12763,42,10893,0.10148,0.15188
701,701,2005,Schleswig-Holstein,Just Right,0.77224,274,10893,0.71741,0.8297
702,702,2005,Schleswig-Holstein,A Bit Too Large,0.10012,32,10893,0.07592,0.12818
703,703,2005,Hamburg,A Bit Too Small,0.25247,43,10893,0.18969,0.31692
704,704,2005,Hamburg,Just Right,0.74753,115,10893,0.6504,0.84481
705,705,2005,Lower Saxony,A Bit Too Small,0.12329,95,10893,0.10497,0.13964
706,706,2005,Lower Saxony,Just Right,0.7052,673,10893,0.66093,0.74569
707,707,2005,Lower Saxony,A Bit Too Large,0.1715,144,10893,0.15245,0.18828
708,708,2005,Bremen,Just Right,1.0,66,10893,0.81775,1.17938
709,709,2005,North Rhine-Westphalia,A Bit Too Small,0.13048,308,10893,0.11986,0.14252
710,710,2005,North Rhine-Westphalia,Just Right,0.75062,1749,10893,0.72501,0.77572
711,711,2005,North Rhine-Westphalia,A Bit Too Large,0.10841,250,10893,0.09851,0.11849
712,712,2005,North Rhine-Westphalia,Much Too Large,0.01049,31,10893,0.008,0.01363
713,713,2005,Hesse,A Bit Too Small,0.17807,124,10893,0.15524,0.20247
714,714,2005,Hesse,Just Right,0.70681,534,10893,0.65743,0.74729
715,715,2005,Hesse,A Bit Too Large,0.11512,85,10893,0.09545,0.13192
716,716,2005,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.12993,81,10893,0.1079,0.15251
717,717,2005,"Rhineland-Palatinate, Saarland",Just Right,0.75092,495,10893,0.70385,0.80317
718,718,2005,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.11915,80,10893,0.10077,0.13812
719,719,2005,Baden-Wuerttemberg,A Bit Too Small,0.15078,193,10893,0.1326,0.17031
720,720,2005,Baden-Wuerttemberg,Just Right,0.73318,950,10893,0.69276,0.76665
721,721,2005,Baden-Wuerttemberg,A Bit Too Large,0.11604,137,10893,0.09982,0.13149
722,722,2005,Bavaria,A Bit Too Small,0.14779,225,10893,0.13286,0.16264
723,723,2005,Bavaria,Just Right,0.73335,1108,10893,0.70353,0.76628
724,724,2005,Bavaria,A Bit Too Large,0.11886,172,10893,0.10661,0.13165
725,725,2005,Berlin,A Bit Too Small,0.17873,88,10893,0.15177,0.21356
726,726,2005,Berlin,Just Right,0.75441,328,10893,0.68577,0.82027
727,727,2005,Berlin,A Bit Too Large,0.06686,32,10893,0.05093,0.08385
728,728,2005,Brandenburg,A Bit Too Small,0.14086,69,10893,0.11372,0.16475
729,729,2005,Brandenburg,Just Right,0.77734,355,10893,0.72266,0.82866
730,730,2005,Brandenburg,A Bit Too Large,0.08181,36,10893,0.06229,0.10321
731,731,2005,Mecklenburg-Western Pomerania,A Bit Too Small,0.11042,31,10893,0.08007,0.13421
732,732,2005,Mecklenburg-Western Pomerania,Just Right,0.78542,207,10893,0.70536,0.86748
733,733,2005,Mecklenburg-Western Pomerania,A Bit Too Large,0.10417,33,10893,0.07459,0.13949
734,734,2005,Saxony,A Bit Too Small,0.12329,96,10893,0.10385,0.14781
735,735,2005,Saxony,Just Right,0.80722,624,10893,0.75579,0.85548
736,736,2005,Saxony,A Bit Too Large,0.06948,72,10893,0.05906,0.08288
737,737,2005,Saxony-Anhalt,A Bit Too Small,0.11025,49,10893,0.08659,0.13795
738,738,2005,Saxony-Anhalt,Just Right,0.76232,360,10893,0.69299,0.83778
739,739,2005,Saxony-Anhalt,A Bit Too Large,0.12744,54,10893,0.10756,0.14698
740,740,2005,Thuringa,A Bit Too Small,0.12858,59,10893,0.09573,0.15647
741,741,2005,Thuringa,Just Right,0.79738,355,10893,0.72487,0.87333
742,742,2005,Thuringa,A Bit Too Large,0.07405,39,10893,0.05659,0.09916
743,743,2006,Schleswig-Holstein,A Bit Too Small,0.09928,36,11906,0.08017,0.11501
744,744,2006,Schleswig-Holstein,Just Right,0.8081,296,11906,0.75836,0.86407
745,745,2006,Schleswig-Holstein,A Bit Too Large,0.09262,37,11906,0.07248,0.11904
746,746,2006,Hamburg,A Bit Too Small,0.2092,36,11906,0.15133,0.25896
747,747,2006,Hamburg,Just Right,0.7908,141,11906,0.71023,0.88693
748,748,2006,Lower Saxony,A Bit Too Small,0.11382,104,11906,0.09667,0.13551
749,749,2006,Lower Saxony,Just Right,0.70779,758,11906,0.67009,0.74273
750,750,2006,Lower Saxony,A Bit Too Large,0.17839,170,11906,0.16141,0.19903
751,751,2006,Bremen,Just Right,1.0,65,11906,0.82947,1.19486
752,752,2006,North Rhine-Westphalia,Much Too Small,0.01507,33,11906,0.01167,0.01886
753,753,2006,North Rhine-Westphalia,A Bit Too Small,0.12051,298,11906,0.11202,0.13192
754,754,2006,North Rhine-Westphalia,Just Right,0.73508,1876,11906,0.70866,0.75753
755,755,2006,North Rhine-Westphalia,A Bit Too Large,0.11446,285,11906,0.10532,0.12397
756,756,2006,North Rhine-Westphalia,Much Too Large,0.01488,41,11906,0.01107,0.01895
757,757,2006,Hesse,A Bit Too Small,0.20876,147,11906,0.18943,0.23461
758,758,2006,Hesse,Just Right,0.66228,544,11906,0.62391,0.70659
759,759,2006,Hesse,A Bit Too Large,0.12896,120,11906,0.1078,0.14443
760,760,2006,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.1099,80,11906,0.09,0.13031
761,761,2006,"Rhineland-Palatinate, Saarland",Just Right,0.71511,499,11906,0.67839,0.75794
762,762,2006,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.17499,117,11906,0.15234,0.20127
763,763,2006,Baden-Wuerttemberg,A Bit Too Small,0.14191,201,11906,0.12575,0.15828
764,764,2006,Baden-Wuerttemberg,Just Right,0.73651,1060,11906,0.70423,0.76523
765,765,2006,Baden-Wuerttemberg,A Bit Too Large,0.12158,166,11906,0.11098,0.13574
766,766,2006,Bavaria,A Bit Too Small,0.15919,259,11906,0.14372,0.1748
767,767,2006,Bavaria,Just Right,0.71663,1203,11906,0.67692,0.74871
768,768,2006,Bavaria,A Bit Too Large,0.12418,208,11906,0.11107,0.13671
769,769,2006,Berlin,A Bit Too Small,0.19717,94,11906,0.16992,0.22973
770,770,2006,Berlin,Just Right,0.72375,341,11906,0.66793,0.77392
771,771,2006,Berlin,A Bit Too Large,0.07908,37,11906,0.06249,0.09825
772,772,2006,Brandenburg,A Bit Too Small,0.11995,64,11906,0.10163,0.14841
773,773,2006,Brandenburg,Just Right,0.77189,402,11906,0.71764,0.82555
774,774,2006,Brandenburg,A Bit Too Large,0.10815,48,11906,0.08767,0.13014
775,775,2006,Mecklenburg-Western Pomerania,A Bit Too Small,0.09982,32,11906,0.08227,0.12381
776,776,2006,Mecklenburg-Western Pomerania,Just Right,0.79524,227,11906,0.71617,0.87464
777,777,2006,Mecklenburg-Western Pomerania,A Bit Too Large,0.10494,36,11906,0.07699,0.13118
778,778,2006,Saxony,A Bit Too Small,0.09405,87,11906,0.0776,0.10905
779,779,2006,Saxony,Just Right,0.81629,677,11906,0.77779,0.86451
780,780,2006,Saxony,A Bit Too Large,0.08966,95,11906,0.07893,0.10394
781,781,2006,Saxony-Anhalt,A Bit Too Small,0.11796,65,11906,0.09714,0.14274
782,782,2006,Saxony-Anhalt,Just Right,0.79792,373,11906,0.73228,0.85428
783,783,2006,Saxony-Anhalt,A Bit Too Large,0.08412,43,11906,0.06887,0.10602
784,784,2006,Thuringa,A Bit Too Small,0.122,58,11906,0.09388,0.15448
785,785,2006,Thuringa,Just Right,0.77978,391,11906,0.71593,0.84656
786,786,2006,Thuringa,A Bit Too Large,0.09822,56,11906,0.07883,0.12375
787,787,2007,Schleswig-Holstein,A Bit Too Small,0.11064,39,11106,0.08203,0.13499
788,788,2007,Schleswig-Holstein,Just Right,0.77759,272,11106,0.71914,0.84564
789,789,2007,Schleswig-Holstein,A Bit Too Large,0.11177,43,11106,0.08982,0.13769
790,790,2007,Hamburg,A Bit Too Small,0.20008,39,11106,0.15786,0.2548
791,791,2007,Hamburg,Just Right,0.79992,134,11106,0.7096,0.89641
792,792,2007,Lower Saxony,A Bit Too Small,0.11874,108,11106,0.10502,0.1352
793,793,2007,Lower Saxony,Just Right,0.69345,693,11106,0.65915,0.73351
794,794,2007,Lower Saxony,A Bit Too Large,0.18781,174,11106,0.1718,0.20596
795,795,2007,Bremen,Just Right,1.0,68,11106,0.8141,1.15771
796,796,2007,North Rhine-Westphalia,A Bit Too Small,0.12971,294,11106,0.11642,0.13879
797,797,2007,North Rhine-Westphalia,Just Right,0.73622,1718,11106,0.71238,0.762
798,798,2007,North Rhine-Westphalia,A Bit Too Large,0.11873,263,11106,0.1107,0.13175
799,799,2007,North Rhine-Westphalia,Much Too Large,0.01534,39,11106,0.01208,0.01896
800,800,2007,Hesse,A Bit Too Small,0.16506,116,11106,0.14256,0.19112
801,801,2007,Hesse,Just Right,0.71103,528,11106,0.66854,0.76193
802,802,2007,Hesse,A Bit Too Large,0.12391,114,11106,0.10729,0.14107
803,803,2007,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10798,75,11106,0.08869,0.12963
804,804,2007,"Rhineland-Palatinate, Saarland",Just Right,0.7433,470,11106,0.69399,0.78874
805,805,2007,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.14872,98,11106,0.13176,0.16886
806,806,2007,Baden-Wuerttemberg,A Bit Too Small,0.14892,214,11106,0.13093,0.16588
807,807,2007,Baden-Wuerttemberg,Just Right,0.72472,958,11106,0.68567,0.76777
808,808,2007,Baden-Wuerttemberg,A Bit Too Large,0.12635,146,11106,0.11153,0.14228
809,809,2007,Bavaria,A Bit Too Small,0.14991,233,11106,0.13597,0.16804
810,810,2007,Bavaria,Just Right,0.73128,1154,11106,0.70127,0.76426
811,811,2007,Bavaria,A Bit Too Large,0.11881,197,11106,0.1057,0.1331
812,812,2007,Berlin,A Bit Too Small,0.19389,88,11106,0.16597,0.22509
813,813,2007,Berlin,Just Right,0.73464,330,11106,0.68759,0.78896
814,814,2007,Berlin,A Bit Too Large,0.07147,36,11106,0.05879,0.08666
815,815,2007,Brandenburg,A Bit Too Small,0.10546,60,11106,0.08304,0.12763
816,816,2007,Brandenburg,Just Right,0.80453,381,11106,0.7435,0.87546
817,817,2007,Brandenburg,A Bit Too Large,0.09001,39,11106,0.06836,0.11429
818,818,2007,Mecklenburg-Western Pomerania,A Bit Too Small,0.13883,35,11106,0.10244,0.17723
819,819,2007,Mecklenburg-Western Pomerania,Just Right,0.86117,204,11106,0.77394,0.94322
820,820,2007,Saxony,A Bit Too Small,0.12035,94,11106,0.10218,0.1444
821,821,2007,Saxony,Just Right,0.7872,638,11106,0.74047,0.83605
822,822,2007,Saxony,A Bit Too Large,0.09245,83,11106,0.07965,0.10514
823,823,2007,Saxony-Anhalt,A Bit Too Small,0.10854,52,11106,0.0847,0.13459
824,824,2007,Saxony-Anhalt,Just Right,0.77808,350,11106,0.70786,0.83549
825,825,2007,Saxony-Anhalt,A Bit Too Large,0.11338,51,11106,0.094,0.13177
826,826,2007,Thuringa,A Bit Too Small,0.14284,57,11106,0.11606,0.17326
827,827,2007,Thuringa,Just Right,0.7555,372,11106,0.68749,0.8147
828,828,2007,Thuringa,A Bit Too Large,0.10166,49,11106,0.07621,0.13378
829,829,2008,Schleswig-Holstein,A Bit Too Small,0.10806,32,10459,0.08217,0.13344
830,830,2008,Schleswig-Holstein,Just Right,0.78614,255,10459,0.71575,0.84646
831,831,2008,Schleswig-Holstein,A Bit Too Large,0.10581,33,10459,0.08531,0.12766
832,832,2008,Hamburg,A Bit Too Small,0.21768,41,10459,0.16992,0.26887
833,833,2008,Hamburg,Just Right,0.78232,133,10459,0.67389,0.88606
834,834,2008,Lower Saxony,A Bit Too Small,0.10641,90,10459,0.09071,0.12429
835,835,2008,Lower Saxony,Just Right,0.70263,668,10459,0.66102,0.74097
836,836,2008,Lower Saxony,A Bit Too Large,0.19095,166,10459,0.16769,0.21194
837,837,2008,Bremen,Just Right,1.0,62,10459,0.81895,1.1602
838,838,2008,North Rhine-Westphalia,A Bit Too Small,0.11143,247,10459,0.09939,0.12394
839,839,2008,North Rhine-Westphalia,Just Right,0.74863,1613,10459,0.72309,0.77678
840,840,2008,North Rhine-Westphalia,A Bit Too Large,0.12044,252,10459,0.10949,0.13308
841,841,2008,North Rhine-Westphalia,Much Too Large,0.0195,43,10459,0.01621,0.02358
842,842,2008,Hesse,A Bit Too Small,0.18743,116,10459,0.16206,0.21485
843,843,2008,Hesse,Just Right,0.68437,480,10459,0.63456,0.73184
844,844,2008,Hesse,A Bit Too Large,0.1282,111,10459,0.11096,0.14864
845,845,2008,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11055,69,10459,0.09,0.1347
846,846,2008,"Rhineland-Palatinate, Saarland",Just Right,0.72501,420,10459,0.67293,0.77782
847,847,2008,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.16444,95,10459,0.14239,0.19083
848,848,2008,Baden-Wuerttemberg,A Bit Too Small,0.12919,167,10459,0.11353,0.14687
849,849,2008,Baden-Wuerttemberg,Just Right,0.72801,915,10459,0.69134,0.77056
850,850,2008,Baden-Wuerttemberg,A Bit Too Large,0.1428,159,10459,0.12238,0.15822
851,851,2008,Bavaria,A Bit Too Small,0.15591,218,10459,0.14284,0.17369
852,852,2008,Bavaria,Just Right,0.70716,1066,10459,0.67634,0.7435
853,853,2008,Bavaria,A Bit Too Large,0.13694,197,10459,0.12189,0.15287
854,854,2008,Berlin,A Bit Too Small,0.18616,77,10459,0.15372,0.21738
855,855,2008,Berlin,Just Right,0.74907,328,10459,0.69646,0.80045
856,856,2008,Berlin,A Bit Too Large,0.06477,33,10459,0.04997,0.07957
857,857,2008,Brandenburg,A Bit Too Small,0.12031,68,10459,0.09596,0.15529
858,858,2008,Brandenburg,Just Right,0.76654,348,10459,0.69829,0.8225
859,859,2008,Brandenburg,A Bit Too Large,0.11315,42,10459,0.08695,0.14202
860,860,2008,Mecklenburg-Western Pomerania,Just Right,0.89824,208,10459,0.81303,1.00167
861,861,2008,Mecklenburg-Western Pomerania,A Bit Too Large,0.10176,33,10459,0.08221,0.12417
862,862,2008,Saxony,A Bit Too Small,0.12971,88,10459,0.11277,0.15087
863,863,2008,Saxony,Just Right,0.78705,624,10459,0.74126,0.84207
864,864,2008,Saxony,A Bit Too Large,0.08325,78,10459,0.0702,0.0981
865,865,2008,Saxony-Anhalt,A Bit Too Small,0.13038,53,10459,0.10027,0.16601
866,866,2008,Saxony-Anhalt,Just Right,0.74435,324,10459,0.67905,0.81254
867,867,2008,Saxony-Anhalt,A Bit Too Large,0.12527,47,10459,0.09886,0.15813
868,868,2008,Thuringa,A Bit Too Small,0.11439,51,10459,0.08614,0.14069
869,869,2008,Thuringa,Just Right,0.77536,353,10459,0.70847,0.84282
870,870,2008,Thuringa,A Bit Too Large,0.11025,56,10459,0.08499,0.14156
871,871,2009,Schleswig-Holstein,Just Right,0.82113,218,9780,0.75553,0.9048
872,872,2009,Schleswig-Holstein,A Bit Too Large,0.17887,49,9780,0.13782,0.21535
873,873,2009,Hamburg,A Bit Too Small,0.22211,36,9780,0.16842,0.28148
874,874,2009,Hamburg,Just Right,0.77789,126,9780,0.68105,0.88421
875,875,2009,Lower Saxony,A Bit Too Small,0.1267,91,9780,0.1055,0.14894
876,876,2009,Lower Saxony,Just Right,0.65576,627,9780,0.61564,0.69158
877,877,2009,Lower Saxony,A Bit Too Large,0.17685,150,9780,0.15625,0.20163
878,878,2009,Lower Saxony,Much Too Large,0.0407,32,9780,0.02983,0.05243
879,879,2009,Bremen,Just Right,1.0,54,9780,0.79428,1.19436
880,880,2009,North Rhine-Westphalia,A Bit Too Small,0.12428,243,9780,0.11013,0.13752
881,881,2009,North Rhine-Westphalia,Just Right,0.74065,1480,9780,0.71289,0.76926
882,882,2009,North Rhine-Westphalia,A Bit Too Large,0.11843,236,9780,0.1069,0.1335
883,883,2009,North Rhine-Westphalia,Much Too Large,0.01664,39,9780,0.01249,0.02199
884,884,2009,Hesse,A Bit Too Small,0.18815,110,9780,0.15718,0.21899
885,885,2009,Hesse,Just Right,0.67526,448,9780,0.62811,0.72636
886,886,2009,Hesse,A Bit Too Large,0.13659,108,9780,0.11216,0.15764
887,887,2009,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10458,53,9780,0.0797,0.13753
888,888,2009,"Rhineland-Palatinate, Saarland",Just Right,0.73803,407,9780,0.67897,0.79187
889,889,2009,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.15738,92,9780,0.13571,0.18124
890,890,2009,Baden-Wuerttemberg,A Bit Too Small,0.13255,158,9780,0.11532,0.15065
891,891,2009,Baden-Wuerttemberg,Just Right,0.69285,790,9780,0.65214,0.74112
892,892,2009,Baden-Wuerttemberg,A Bit Too Large,0.1746,165,9780,0.15198,0.19807
893,893,2009,Bavaria,A Bit Too Small,0.15363,206,9780,0.13944,0.17095
894,894,2009,Bavaria,Just Right,0.70753,1003,9780,0.67289,0.74495
895,895,2009,Bavaria,A Bit Too Large,0.13884,199,9780,0.12407,0.15412
896,896,2009,Berlin,A Bit Too Small,0.22579,87,9780,0.19052,0.25695
897,897,2009,Berlin,Just Right,0.70762,296,9780,0.6448,0.76469
898,898,2009,Berlin,A Bit Too Large,0.06659,38,9780,0.05497,0.08242
899,899,2009,Brandenburg,A Bit Too Small,0.14263,64,9780,0.11503,0.17816
900,900,2009,Brandenburg,Just Right,0.75991,341,9780,0.68647,0.83442
901,901,2009,Brandenburg,A Bit Too Large,0.09746,36,9780,0.06472,0.1329
902,902,2009,Mecklenburg-Western Pomerania,Just Right,1.0,201,9780,0.87062,1.13666
903,903,2009,Saxony,A Bit Too Small,0.13349,92,9780,0.10581,0.16482
904,904,2009,Saxony,Just Right,0.77699,566,9780,0.7259,0.83116
905,905,2009,Saxony,A Bit Too Large,0.08952,83,9780,0.07545,0.1076
906,906,2009,Saxony-Anhalt,A Bit Too Small,0.12727,42,9780,0.09107,0.16776
907,907,2009,Saxony-Anhalt,Just Right,0.71892,317,9780,0.65157,0.77818
908,908,2009,Saxony-Anhalt,A Bit Too Large,0.15381,54,9780,0.11456,0.18907
909,909,2009,Thuringa,A Bit Too Small,0.15322,58,9780,0.11141,0.20018
910,910,2009,Thuringa,Just Right,0.73526,330,9780,0.65791,0.81258
911,911,2009,Thuringa,A Bit Too Large,0.11152,55,9780,0.08707,0.14012
912,912,2010,Schleswig-Holstein,A Bit Too Small,0.1368,78,13403,0.092,0.17848
913,913,2010,Schleswig-Holstein,Just Right,0.73466,305,13403,0.65154,0.83189
914,914,2010,Schleswig-Holstein,A Bit Too Large,0.12854,42,13403,0.09521,0.16237
915,915,2010,Hamburg,A Bit Too Small,0.21935,61,13403,0.1644,0.27903
916,916,2010,Hamburg,Just Right,0.78065,157,13403,0.67668,0.89111
917,917,2010,Lower Saxony,A Bit Too Small,0.11069,184,13403,0.08969,0.13576
918,918,2010,Lower Saxony,Just Right,0.67801,848,13403,0.62525,0.73197
919,919,2010,Lower Saxony,A Bit Too Large,0.16582,157,13403,0.14749,0.19093
920,920,2010,Lower Saxony,Much Too Large,0.04547,39,13403,0.03574,0.05835
921,921,2010,Bremen,Just Right,1.0,65,13403,0.73932,1.20971
922,922,2010,North Rhine-Westphalia,Much Too Small,0.00961,86,13403,0.0068,0.01311
923,923,2010,North Rhine-Westphalia,A Bit Too Small,0.11898,480,13403,0.10526,0.1349
924,924,2010,North Rhine-Westphalia,Just Right,0.72758,1936,13403,0.69307,0.7651
925,925,2010,North Rhine-Westphalia,A Bit Too Large,0.12397,275,13403,0.11041,0.13879
926,926,2010,North Rhine-Westphalia,Much Too Large,0.01986,34,13403,0.01403,0.02515
927,927,2010,Hesse,Much Too Small,0.02586,45,13403,0.01534,0.03951
928,928,2010,Hesse,A Bit Too Small,0.15513,193,13403,0.12707,0.19027
929,929,2010,Hesse,Just Right,0.69332,613,13403,0.63377,0.74962
930,930,2010,Hesse,A Bit Too Large,0.12569,96,13403,0.1054,0.1485
931,931,2010,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10672,103,13403,0.08053,0.13661
932,932,2010,"Rhineland-Palatinate, Saarland",Just Right,0.71055,526,13403,0.64875,0.78101
933,933,2010,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.18273,113,13403,0.1462,0.20759
934,934,2010,Baden-Wuerttemberg,Much Too Small,0.0116,55,13403,0.00845,0.01605
935,935,2010,Baden-Wuerttemberg,A Bit Too Small,0.13272,304,13403,0.11078,0.15023
936,936,2010,Baden-Wuerttemberg,Just Right,0.70106,1062,13403,0.64768,0.75357
937,937,2010,Baden-Wuerttemberg,A Bit Too Large,0.15462,173,13403,0.13496,0.17553
938,938,2010,Bavaria,Much Too Small,0.01197,53,13403,0.00877,0.01702
939,939,2010,Bavaria,A Bit Too Small,0.15894,371,13403,0.13514,0.18347
940,940,2010,Bavaria,Just Right,0.68332,1334,13403,0.63797,0.72349
941,941,2010,Bavaria,A Bit Too Large,0.14577,245,13403,0.13101,0.16548
942,942,2010,Berlin,A Bit Too Small,0.20707,147,13403,0.16958,0.25011
943,943,2010,Berlin,Just Right,0.73195,379,13403,0.67237,0.79199
944,944,2010,Berlin,A Bit Too Large,0.06097,41,13403,0.04686,0.07981
945,945,2010,Brandenburg,A Bit Too Small,0.14141,93,13403,0.09884,0.18685
946,946,2010,Brandenburg,Just Right,0.73205,392,13403,0.6668,0.81266
947,947,2010,Brandenburg,A Bit Too Large,0.12654,52,13403,0.09335,0.17192
948,948,2010,Mecklenburg-Western Pomerania,A Bit Too Small,0.13259,54,13403,0.09097,0.17013
949,949,2010,Mecklenburg-Western Pomerania,Just Right,0.73871,247,13403,0.65077,0.85376
950,950,2010,Mecklenburg-Western Pomerania,A Bit Too Large,0.1287,39,13403,0.09285,0.16939
951,951,2010,Saxony,A Bit Too Small,0.14834,171,13403,0.12043,0.18367
952,952,2010,Saxony,Just Right,0.74902,647,13403,0.68596,0.81403
953,953,2010,Saxony,A Bit Too Large,0.10264,80,13403,0.08231,0.13022
954,954,2010,Saxony-Anhalt,A Bit Too Small,0.13447,83,13403,0.09407,0.18023
955,955,2010,Saxony-Anhalt,Just Right,0.70514,365,13403,0.64192,0.77034
956,956,2010,Saxony-Anhalt,A Bit Too Large,0.16039,62,13403,0.12018,0.19949
957,957,2010,Thuringa,A Bit Too Small,0.12203,85,13403,0.08774,0.15577
958,958,2010,Thuringa,Just Right,0.79323,386,13403,0.69513,0.88594
959,959,2010,Thuringa,A Bit Too Large,0.08474,47,13403,0.06655,0.10292
960,960,2011,Schleswig-Holstein,A Bit Too Small,0.09982,94,16303,0.07239,0.1274
