year,quintil_oecd_hh,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,4th Quintile,Owner,A Bit Too Small,0.08083,50,573,0.05849,0.10316
1996,4th Quintile,Owner,Just Right,0.76170,457,573,0.72679,0.79662
1996,4th Quintile,Owner,A Bit Too Large,0.14195,66,573,0.11335,0.17056
1996,4th Quintile,Tenant,A Bit Too Small,0.20932,148,694,0.17903,0.23961
1996,4th Quintile,Tenant,Just Right,0.68034,496,694,0.64562,0.71506
1996,4th Quintile,Tenant,A Bit Too Large,0.08680,50,694,0.06584,0.10776
1996,5th Quintile,Owner,A Bit Too Small,0.05930,39,605,0.04046,0.07814
1996,5th Quintile,Owner,Just Right,0.71047,466,605,0.67430,0.74664
1996,5th Quintile,Owner,A Bit Too Large,0.20069,100,605,0.16875,0.23263
1996,5th Quintile,Tenant,A Bit Too Small,0.21260,117,471,0.17561,0.24959
1996,5th Quintile,Tenant,Just Right,0.65782,316,471,0.61492,0.70071
1996,5th Quintile,Tenant,A Bit Too Large,0.08482,38,471,0.05963,0.11000
1997,1st Quintile,Owner,Just Right,0.68201,178,178,0.61340,0.75061
1997,1st Quintile,Tenant,Much Too Small,0.02549,50,1087,0.01611,0.03486
1997,1st Quintile,Tenant,A Bit Too Small,0.21620,260,1087,0.19171,0.24068
1997,1st Quintile,Tenant,Just Right,0.68458,734,1087,0.65694,0.71222
1997,1st Quintile,Tenant,A Bit Too Large,0.05831,43,1087,0.04437,0.07225
1997,2nd Quintile,Owner,A Bit Too Small,0.10329,50,425,0.07432,0.13226
1997,2nd Quintile,Owner,Just Right,0.73544,323,425,0.69345,0.77742
1997,2nd Quintile,Owner,A Bit Too Large,0.14406,52,425,0.11064,0.17749
1997,2nd Quintile,Tenant,Much Too Small,0.03668,35,970,0.02484,0.04851
1997,2nd Quintile,Tenant,A Bit Too Small,0.17990,194,970,0.15572,0.20409
1997,2nd Quintile,Tenant,Just Right,0.72173,699,970,0.69352,0.74995
1997,2nd Quintile,Tenant,A Bit Too Large,0.05105,42,970,0.03719,0.06491
1997,3rd Quintile,Owner,A Bit Too Small,0.08189,50,536,0.05866,0.10513
1997,3rd Quintile,Owner,Just Right,0.76551,431,536,0.72960,0.80141
1997,3rd Quintile,Owner,A Bit Too Large,0.13495,55,536,0.10600,0.16391
1997,3rd Quintile,Tenant,A Bit Too Small,0.18204,166,812,0.15548,0.20860
1997,3rd Quintile,Tenant,Just Right,0.71149,592,812,0.68031,0.74267
1997,3rd Quintile,Tenant,A Bit Too Large,0.07958,54,812,0.06096,0.09821
1997,4th Quintile,Owner,A Bit Too Small,0.09330,54,569,0.06938,0.11721
1997,4th Quintile,Owner,Just Right,0.76797,450,569,0.73326,0.80269
1997,4th Quintile,Owner,A Bit Too Large,0.12196,65,569,0.09504,0.14887
1997,4th Quintile,Tenant,A Bit Too Small,0.22422,163,683,0.19292,0.25552
1997,4th Quintile,Tenant,Just Right,0.65360,470,683,0.61789,0.68931
1997,4th Quintile,Tenant,A Bit Too Large,0.07500,50,683,0.05523,0.09477
1997,5th Quintile,Owner,A Bit Too Small,0.06521,46,623,0.04581,0.08462
1997,5th Quintile,Owner,Just Right,0.70808,482,623,0.67235,0.74381
1997,5th Quintile,Owner,A Bit Too Large,0.18864,95,623,0.15789,0.21938
1997,5th Quintile,Tenant,A Bit Too Small,0.23008,110,449,0.19110,0.26905
1997,5th Quintile,Tenant,Just Right,0.65072,304,449,0.60658,0.69487
1997,5th Quintile,Tenant,A Bit Too Large,0.09770,35,449,0.07020,0.12519
1998,1st Quintile,Owner,Just Right,0.74113,169,169,0.67489,0.80736
1998,1st Quintile,Tenant,Much Too Small,0.04764,80,1230,0.03573,0.05954
1998,1st Quintile,Tenant,A Bit Too Small,0.19970,258,1230,0.17735,0.22205
1998,1st Quintile,Tenant,Just Right,0.66620,844,1230,0.63983,0.69256
1998,1st Quintile,Tenant,A Bit Too Large,0.04922,48,1230,0.03713,0.06132
1998,2nd Quintile,Owner,A Bit Too Small,0.06773,48,505,0.04579,0.08967
1998,2nd Quintile,Owner,Just Right,0.75064,399,505,0.71286,0.78841
1998,2nd Quintile,Owner,A Bit Too Large,0.13424,58,505,0.10448,0.16401
1998,2nd Quintile,Tenant,Much Too Small,0.04200,41,1018,0.02967,0.05432
1998,2nd Quintile,Tenant,A Bit Too Small,0.19462,225,1018,0.17029,0.21896
1998,2nd Quintile,Tenant,Just Right,0.66356,684,1018,0.63452,0.69260
1998,2nd Quintile,Tenant,A Bit Too Large,0.06758,68,1018,0.05215,0.08301
1998,3rd Quintile,Owner,A Bit Too Small,0.10356,65,600,0.07916,0.12796
1998,3rd Quintile,Owner,Just Right,0.69598,452,600,0.65914,0.73282
1998,3rd Quintile,Owner,A Bit Too Large,0.15607,83,600,0.12700,0.18513
1998,3rd Quintile,Tenant,A Bit Too Small,0.15905,166,868,0.13470,0.18339
1998,3rd Quintile,Tenant,Just Right,0.73007,643,868,0.70052,0.75962
1998,3rd Quintile,Tenant,A Bit Too Large,0.07166,59,868,0.05449,0.08883
1998,4th Quintile,Owner,A Bit Too Small,0.06339,47,691,0.04521,0.08157
1998,4th Quintile,Owner,Just Right,0.76231,548,691,0.73055,0.79407
1998,4th Quintile,Owner,A Bit Too Large,0.14531,96,691,0.11901,0.17160
1998,4th Quintile,Tenant,A Bit Too Small,0.18582,159,750,0.15797,0.21368
1998,4th Quintile,Tenant,Just Right,0.67979,531,750,0.64638,0.71321
1998,4th Quintile,Tenant,A Bit Too Large,0.09188,60,750,0.07119,0.11257
1998,5th Quintile,Owner,A Bit Too Small,0.07261,53,778,0.05436,0.09086
1998,5th Quintile,Owner,Just Right,0.68645,590,778,0.65383,0.71907
1998,5th Quintile,Owner,A Bit Too Large,0.19618,135,778,0.16826,0.22410
1998,5th Quintile,Tenant,A Bit Too Small,0.17917,100,474,0.14461,0.21373
1998,5th Quintile,Tenant,Just Right,0.68620,331,474,0.64438,0.72802
1998,5th Quintile,Tenant,A Bit Too Large,0.10007,43,474,0.07302,0.12711
1999,1st Quintile,Owner,Just Right,0.74937,210,210,0.69062,0.80813
1999,1st Quintile,Tenant,Much Too Small,0.03512,55,1228,0.02482,0.04542
1999,1st Quintile,Tenant,A Bit Too Small,0.17599,230,1228,0.15468,0.19730
1999,1st Quintile,Tenant,Just Right,0.74102,895,1228,0.71651,0.76553
1999,1st Quintile,Tenant,A Bit Too Large,0.04208,48,1228,0.03084,0.05331
1999,2nd Quintile,Owner,A Bit Too Small,0.10472,50,491,0.07761,0.13183
1999,2nd Quintile,Owner,Just Right,0.75793,390,491,0.72000,0.79585
1999,2nd Quintile,Owner,A Bit Too Large,0.11266,51,491,0.08467,0.14066
1999,2nd Quintile,Tenant,Much Too Small,0.02589,33,1015,0.01612,0.03567
1999,2nd Quintile,Tenant,A Bit Too Small,0.20727,231,1015,0.18232,0.23222
1999,2nd Quintile,Tenant,Just Right,0.69502,695,1015,0.66668,0.72336
1999,2nd Quintile,Tenant,A Bit Too Large,0.06514,56,1015,0.04995,0.08033
1999,3rd Quintile,Owner,A Bit Too Small,0.09641,65,622,0.07320,0.11963
1999,3rd Quintile,Owner,Just Right,0.75956,491,622,0.72595,0.79317
1999,3rd Quintile,Owner,A Bit Too Large,0.12902,66,622,0.10265,0.15539
1999,3rd Quintile,Tenant,A Bit Too Small,0.16000,160,830,0.13505,0.18496
1999,3rd Quintile,Tenant,Just Right,0.75561,621,830,0.72636,0.78486
1999,3rd Quintile,Tenant,A Bit Too Large,0.05592,49,830,0.04028,0.07157
1999,4th Quintile,Owner,A Bit Too Small,0.08221,57,683,0.06160,0.10283
1999,4th Quintile,Owner,Just Right,0.74444,538,683,0.71170,0.77717
1999,4th Quintile,Owner,A Bit Too Large,0.16007,88,683,0.13255,0.18759
1999,4th Quintile,Tenant,A Bit Too Small,0.21285,157,675,0.18195,0.24376
1999,4th Quintile,Tenant,Just Right,0.70415,476,675,0.66969,0.73861
1999,4th Quintile,Tenant,A Bit Too Large,0.06346,42,675,0.04506,0.08187
1999,5th Quintile,Owner,A Bit Too Small,0.06497,48,749,0.04731,0.08263
1999,5th Quintile,Owner,Just Right,0.71331,569,749,0.68090,0.74572
1999,5th Quintile,Owner,A Bit Too Large,0.19337,132,749,0.16507,0.22167
1999,5th Quintile,Tenant,A Bit Too Small,0.19601,93,454,0.15946,0.23257
1999,5th Quintile,Tenant,Just Right,0.66708,311,454,0.62368,0.71048
1999,5th Quintile,Tenant,A Bit Too Large,0.10752,50,454,0.07900,0.13605
2000,1st Quintile,Owner,A Bit Too Small,0.05436,38,491,0.03429,0.07444
2000,1st Quintile,Owner,Just Right,0.77370,402,491,0.73665,0.81075
2000,1st Quintile,Owner,A Bit Too Large,0.11350,51,491,0.08541,0.14158
2000,1st Quintile,Tenant,Much Too Small,0.03299,80,2021,0.02520,0.04078
2000,1st Quintile,Tenant,A Bit Too Small,0.19346,407,2021,0.17623,0.21068
2000,1st Quintile,Tenant,Just Right,0.71758,1449,2021,0.69795,0.73722
2000,1st Quintile,Tenant,A Bit Too Large,0.04507,85,2021,0.03602,0.05411
2000,2nd Quintile,Owner,A Bit Too Small,0.09814,95,951,0.07922,0.11706
2000,2nd Quintile,Owner,Just Right,0.75551,754,951,0.72818,0.78284
2000,2nd Quintile,Owner,A Bit Too Large,0.12447,102,951,0.10348,0.14547
2000,2nd Quintile,Tenant,Much Too Small,0.02505,49,1732,0.01769,0.03241
2000,2nd Quintile,Tenant,A Bit Too Small,0.17899,339,1732,0.16093,0.19705
2000,2nd Quintile,Tenant,Just Right,0.74175,1266,1732,0.72113,0.76237
2000,2nd Quintile,Tenant,A Bit Too Large,0.05059,78,1732,0.04027,0.06092
2000,3rd Quintile,Owner,A Bit Too Small,0.07096,96,1210,0.05648,0.08543
2000,3rd Quintile,Owner,Just Right,0.76395,960,1210,0.74001,0.78789
2000,3rd Quintile,Owner,A Bit Too Large,0.13298,154,1210,0.11384,0.15212
2000,3rd Quintile,Tenant,A Bit Too Small,0.16991,265,1368,0.15000,0.18982
2000,3rd Quintile,Tenant,Just Right,0.73240,1011,1368,0.70893,0.75587
2000,3rd Quintile,Tenant,A Bit Too Large,0.06718,92,1368,0.05391,0.08045
2000,4th Quintile,Owner,A Bit Too Small,0.06527,89,1417,0.05240,0.07813
2000,4th Quintile,Owner,Just Right,0.75965,1129,1417,0.73739,0.78191
2000,4th Quintile,Owner,A Bit Too Large,0.14625,199,1417,0.12784,0.16465
2000,4th Quintile,Tenant,A Bit Too Small,0.17809,218,1114,0.15562,0.20057
2000,4th Quintile,Tenant,Just Right,0.72935,828,1114,0.70324,0.75545
2000,4th Quintile,Tenant,A Bit Too Large,0.05944,68,1114,0.04555,0.07334
2000,5th Quintile,Owner,A Bit Too Small,0.05987,94,1599,0.04824,0.07150
2000,5th Quintile,Owner,Just Right,0.73577,1227,1599,0.71415,0.75739
2000,5th Quintile,Owner,A Bit Too Large,0.17250,278,1599,0.15398,0.19102
2000,5th Quintile,Tenant,A Bit Too Small,0.20691,164,754,0.17797,0.23584
2000,5th Quintile,Tenant,Just Right,0.67505,532,754,0.64160,0.70850
2000,5th Quintile,Tenant,A Bit Too Large,0.08181,58,754,0.06223,0.10138
2001,1st Quintile,Owner,A Bit Too Small,0.07654,32,381,0.04981,0.10328
2001,1st Quintile,Owner,Just Right,0.75551,303,381,0.71230,0.79873
2001,1st Quintile,Owner,A Bit Too Large,0.13918,46,381,0.10438,0.17398
2001,1st Quintile,Tenant,Much Too Small,0.03615,76,1826,0.02758,0.04471
2001,1st Quintile,Tenant,A Bit Too Small,0.17876,350,1826,0.16118,0.19634
2001,1st Quintile,Tenant,Just Right,0.73219,1324,1826,0.71187,0.75251
2001,1st Quintile,Tenant,A Bit Too Large,0.04543,76,1826,0.03587,0.05498
2001,2nd Quintile,Owner,A Bit Too Small,0.09546,95,897,0.07622,0.11470
2001,2nd Quintile,Owner,Just Right,0.73981,704,897,0.71108,0.76854
2001,2nd Quintile,Owner,A Bit Too Large,0.14653,98,897,0.12338,0.16969
2001,2nd Quintile,Tenant,Much Too Small,0.02857,45,1541,0.02025,0.03689
2001,2nd Quintile,Tenant,A Bit Too Small,0.15569,260,1541,0.13758,0.17380
2001,2nd Quintile,Tenant,Just Right,0.76735,1172,1541,0.74625,0.78846
2001,2nd Quintile,Tenant,A Bit Too Large,0.04546,64,1541,0.03506,0.05586
2001,3rd Quintile,Owner,A Bit Too Small,0.07361,93,1139,0.05844,0.08878
2001,3rd Quintile,Owner,Just Right,0.76669,906,1139,0.74212,0.79127
2001,3rd Quintile,Owner,A Bit Too Large,0.13284,140,1139,0.11312,0.15256
2001,3rd Quintile,Tenant,A Bit Too Small,0.17107,243,1221,0.14994,0.19220
2001,3rd Quintile,Tenant,Just Right,0.72832,900,1221,0.70336,0.75328
2001,3rd Quintile,Tenant,A Bit Too Large,0.06057,78,1221,0.04719,0.07396
2001,4th Quintile,Owner,A Bit Too Small,0.07296,92,1300,0.05882,0.08711
2001,4th Quintile,Owner,Just Right,0.74807,1029,1300,0.72446,0.77168
2001,4th Quintile,Owner,A Bit Too Large,0.15313,179,1300,0.13354,0.17271
2001,4th Quintile,Tenant,A Bit Too Small,0.17881,196,1009,0.15516,0.20247
2001,4th Quintile,Tenant,Just Right,0.73250,741,1009,0.70517,0.75983
2001,4th Quintile,Tenant,A Bit Too Large,0.06391,72,1009,0.04881,0.07901
2001,5th Quintile,Owner,A Bit Too Small,0.05801,87,1423,0.04586,0.07016
2001,5th Quintile,Owner,Just Right,0.72848,1085,1423,0.70536,0.75159
2001,5th Quintile,Owner,A Bit Too Large,0.18163,251,1423,0.16159,0.20167
2001,5th Quintile,Tenant,A Bit Too Small,0.22738,158,708,0.19648,0.25828
2001,5th Quintile,Tenant,Just Right,0.65908,493,708,0.62414,0.69402
2001,5th Quintile,Tenant,A Bit Too Large,0.09216,57,708,0.07083,0.11348
2002,1st Quintile,Owner,A Bit Too Small,0.08362,33,366,0.05522,0.11202
2002,1st Quintile,Owner,Just Right,0.71895,283,366,0.67283,0.76507
2002,1st Quintile,Owner,A Bit Too Large,0.15069,50,366,0.11399,0.18739
2002,1st Quintile,Tenant,Much Too Small,0.03915,82,1705,0.02994,0.04836
2002,1st Quintile,Tenant,A Bit Too Small,0.19431,338,1705,0.17552,0.21309
2002,1st Quintile,Tenant,Just Right,0.70376,1200,1705,0.68208,0.72544
2002,1st Quintile,Tenant,A Bit Too Large,0.05596,85,1705,0.04505,0.06688
2002,2nd Quintile,Owner,A Bit Too Small,0.09417,86,807,0.07401,0.11433
2002,2nd Quintile,Owner,Just Right,0.70901,611,807,0.67766,0.74037
2002,2nd Quintile,Owner,A Bit Too Large,0.15353,110,807,0.12864,0.17842
2002,2nd Quintile,Tenant,Much Too Small,0.03271,48,1391,0.02335,0.04206
2002,2nd Quintile,Tenant,A Bit Too Small,0.15268,226,1391,0.13377,0.17159
2002,2nd Quintile,Tenant,Just Right,0.74328,1038,1391,0.72032,0.76624
2002,2nd Quintile,Tenant,A Bit Too Large,0.06276,79,1391,0.05001,0.07551
2002,3rd Quintile,Owner,A Bit Too Small,0.08104,88,1027,0.06434,0.09774
2002,3rd Quintile,Owner,Just Right,0.75616,790,1027,0.72989,0.78244
2002,3rd Quintile,Owner,A Bit Too Large,0.15013,149,1027,0.12827,0.17199
2002,3rd Quintile,Tenant,A Bit Too Small,0.17895,229,1199,0.15724,0.20065
2002,3rd Quintile,Tenant,Just Right,0.72371,890,1199,0.69839,0.74903
2002,3rd Quintile,Tenant,A Bit Too Large,0.07170,80,1199,0.05709,0.08630
2002,4th Quintile,Owner,A Bit Too Small,0.08481,118,1282,0.06956,0.10007
2002,4th Quintile,Owner,Just Right,0.72772,983,1282,0.70334,0.75210
2002,4th Quintile,Owner,A Bit Too Large,0.15108,181,1282,0.13147,0.17069
2002,4th Quintile,Tenant,A Bit Too Small,0.18291,207,1004,0.15899,0.20684
2002,4th Quintile,Tenant,Just Right,0.69537,714,1004,0.66689,0.72385
2002,4th Quintile,Tenant,A Bit Too Large,0.08584,83,1004,0.06850,0.10318
2002,5th Quintile,Owner,A Bit Too Small,0.07430,191,2247,0.06345,0.08515
2002,5th Quintile,Owner,Just Right,0.67806,1605,2247,0.65874,0.69739
2002,5th Quintile,Owner,A Bit Too Large,0.20378,386,2247,0.18712,0.22044
2002,5th Quintile,Owner,Much Too Large,0.03721,65,2247,0.02938,0.04503
2002,5th Quintile,Tenant,A Bit Too Small,0.17059,195,937,0.14649,0.19468
2002,5th Quintile,Tenant,Just Right,0.69483,670,937,0.66533,0.72433
2002,5th Quintile,Tenant,A Bit Too Large,0.08899,72,937,0.07075,0.10723
2003,1st Quintile,Owner,Just Right,0.78103,272,317,0.73544,0.82663
2003,1st Quintile,Owner,A Bit Too Large,0.12639,45,317,0.08976,0.16303
2003,1st Quintile,Tenant,Much Too Small,0.03633,67,1684,0.02739,0.04527
2003,1st Quintile,Tenant,A Bit Too Small,0.19785,338,1684,0.17881,0.21688
2003,1st Quintile,Tenant,Just Right,0.70436,1197,1684,0.68256,0.72617
2003,1st Quintile,Tenant,A Bit Too Large,0.05424,82,1684,0.04342,0.06507
2003,2nd Quintile,Owner,A Bit Too Small,0.08199,70,799,0.06296,0.10103
2003,2nd Quintile,Owner,Just Right,0.72429,617,799,0.69329,0.75530
2003,2nd Quintile,Owner,A Bit Too Large,0.16087,112,799,0.13537,0.18636
2003,2nd Quintile,Tenant,Much Too Small,0.03228,46,1377,0.02294,0.04162
2003,2nd Quintile,Tenant,A Bit Too Small,0.16955,232,1377,0.14973,0.18938
2003,2nd Quintile,Tenant,Just Right,0.73897,1021,1377,0.71576,0.76217
2003,2nd Quintile,Tenant,A Bit Too Large,0.05693,78,1377,0.04469,0.06917
2003,3rd Quintile,Owner,A Bit Too Small,0.09992,110,1025,0.08155,0.11829
2003,3rd Quintile,Owner,Just Right,0.70645,765,1025,0.67856,0.73434
2003,3rd Quintile,Owner,A Bit Too Large,0.16240,150,1025,0.13981,0.18499
2003,3rd Quintile,Tenant,A Bit Too Small,0.20088,256,1150,0.17772,0.22405
2003,3rd Quintile,Tenant,Just Right,0.70356,832,1150,0.67715,0.72996
2003,3rd Quintile,Tenant,A Bit Too Large,0.06627,62,1150,0.05188,0.08065
2003,4th Quintile,Owner,A Bit Too Small,0.10207,123,1248,0.08527,0.11888
2003,4th Quintile,Owner,Just Right,0.70588,929,1248,0.68059,0.73117
2003,4th Quintile,Owner,A Bit Too Large,0.16678,196,1248,0.14609,0.18747
2003,4th Quintile,Tenant,A Bit Too Small,0.15274,179,972,0.13011,0.17537
2003,4th Quintile,Tenant,Just Right,0.73509,705,972,0.70734,0.76285
2003,4th Quintile,Tenant,A Bit Too Large,0.08738,88,972,0.06962,0.10514
2003,5th Quintile,Owner,A Bit Too Small,0.07902,165,2138,0.06759,0.09046
2003,5th Quintile,Owner,Just Right,0.69844,1558,2138,0.67899,0.71790
2003,5th Quintile,Owner,A Bit Too Large,0.18879,367,2138,0.17220,0.20538
2003,5th Quintile,Owner,Much Too Large,0.02753,48,2138,0.02059,0.03446
2003,5th Quintile,Tenant,A Bit Too Small,0.18381,161,858,0.15788,0.20974
2003,5th Quintile,Tenant,Just Right,0.66832,610,858,0.63680,0.69984
2003,5th Quintile,Tenant,A Bit Too Large,0.11674,87,858,0.09524,0.13823
2004,1st Quintile,Owner,Just Right,0.72105,246,291,0.66943,0.77267
2004,1st Quintile,Owner,A Bit Too Large,0.14294,45,291,0.10265,0.18322
2004,1st Quintile,Tenant,Much Too Small,0.03286,64,1614,0.02416,0.04157
2004,1st Quintile,Tenant,A Bit Too Small,0.16425,268,1614,0.14617,0.18233
2004,1st Quintile,Tenant,Just Right,0.73663,1200,1614,0.71513,0.75812
2004,1st Quintile,Tenant,A Bit Too Large,0.05638,82,1614,0.04513,0.06764
2004,2nd Quintile,Owner,A Bit Too Small,0.09220,76,766,0.07169,0.11270
2004,2nd Quintile,Owner,Just Right,0.73027,590,766,0.69882,0.76172
2004,2nd Quintile,Owner,A Bit Too Large,0.14666,100,766,0.12159,0.17173
2004,2nd Quintile,Tenant,Much Too Small,0.02927,35,1371,0.02034,0.03819
2004,2nd Quintile,Tenant,A Bit Too Small,0.15283,222,1371,0.13377,0.17188
2004,2nd Quintile,Tenant,Just Right,0.76631,1050,1371,0.74390,0.78872
2004,2nd Quintile,Tenant,A Bit Too Large,0.04539,64,1371,0.03437,0.05641
2004,3rd Quintile,Owner,A Bit Too Small,0.07414,83,1010,0.05798,0.09031
2004,3rd Quintile,Owner,Just Right,0.72396,769,1010,0.69638,0.75155
2004,3rd Quintile,Owner,A Bit Too Large,0.16687,158,1010,0.14386,0.18988
2004,3rd Quintile,Tenant,Much Too Small,0.02535,31,1144,0.01623,0.03446
2004,3rd Quintile,Tenant,A Bit Too Small,0.18216,218,1144,0.15979,0.20454
2004,3rd Quintile,Tenant,Just Right,0.71429,822,1144,0.68810,0.74048
2004,3rd Quintile,Tenant,A Bit Too Large,0.07214,73,1144,0.05715,0.08714
2004,4th Quintile,Owner,A Bit Too Small,0.07433,109,1272,0.05991,0.08875
2004,4th Quintile,Owner,Just Right,0.73553,957,1272,0.71128,0.75977
2004,4th Quintile,Owner,A Bit Too Large,0.16811,206,1272,0.14755,0.18867
2004,4th Quintile,Tenant,A Bit Too Small,0.16555,191,943,0.14182,0.18929
2004,4th Quintile,Tenant,Just Right,0.72562,673,943,0.69713,0.75412
2004,4th Quintile,Tenant,A Bit Too Large,0.08543,79,943,0.06758,0.10328
2004,5th Quintile,Owner,A Bit Too Small,0.07444,162,2089,0.06318,0.08570
2004,5th Quintile,Owner,Just Right,0.69714,1508,2089,0.67743,0.71684
2004,5th Quintile,Owner,A Bit Too Large,0.19704,368,2089,0.17998,0.21410
2004,5th Quintile,Owner,Much Too Large,0.02563,51,2089,0.01885,0.03241
2004,5th Quintile,Tenant,A Bit Too Small,0.19688,159,835,0.16989,0.22386
2004,5th Quintile,Tenant,Just Right,0.67014,589,835,0.63823,0.70205
2004,5th Quintile,Tenant,A Bit Too Large,0.11036,87,835,0.08910,0.13163
2005,1st Quintile,Owner,A Bit Too Small,0.11018,36,321,0.07588,0.14449
2005,1st Quintile,Owner,Just Right,0.72752,237,321,0.67874,0.77631
2005,1st Quintile,Owner,A Bit Too Large,0.13750,48,321,0.09977,0.17523
2005,1st Quintile,Tenant,Much Too Small,0.03113,46,1638,0.02271,0.03954
2005,1st Quintile,Tenant,A Bit Too Small,0.18861,315,1638,0.16965,0.20756
2005,1st Quintile,Tenant,Just Right,0.73496,1207,1638,0.71358,0.75634
2005,1st Quintile,Tenant,A Bit Too Large,0.04200,70,1638,0.03229,0.05172
2005,2nd Quintile,Owner,A Bit Too Small,0.08702,72,741,0.06671,0.10733
2005,2nd Quintile,Owner,Just Right,0.73717,575,741,0.70546,0.76889
2005,2nd Quintile,Owner,A Bit Too Large,0.14241,94,741,0.11723,0.16759
2005,2nd Quintile,Tenant,A Bit Too Small,0.14308,198,1274,0.12384,0.16231
2005,2nd Quintile,Tenant,Just Right,0.76741,1000,1274,0.74420,0.79062
2005,2nd Quintile,Tenant,A Bit Too Large,0.06632,76,1274,0.05265,0.07999
2005,3rd Quintile,Owner,A Bit Too Small,0.09523,104,985,0.07689,0.11357
2005,3rd Quintile,Owner,Just Right,0.70707,751,985,0.67864,0.73551
2005,3rd Quintile,Owner,A Bit Too Large,0.15418,130,985,0.13162,0.17674
2005,3rd Quintile,Tenant,A Bit Too Small,0.18763,211,1049,0.16399,0.21126
2005,3rd Quintile,Tenant,Just Right,0.72588,774,1049,0.69887,0.75288
2005,3rd Quintile,Tenant,A Bit Too Large,0.05755,64,1049,0.04345,0.07165
2005,4th Quintile,Owner,A Bit Too Small,0.06765,94,1275,0.05386,0.08144
2005,4th Quintile,Owner,Just Right,0.73557,978,1275,0.71135,0.75979
2005,4th Quintile,Owner,A Bit Too Large,0.17528,203,1275,0.15440,0.19616
2005,4th Quintile,Tenant,A Bit Too Small,0.18912,179,887,0.16333,0.21490
2005,4th Quintile,Tenant,Just Right,0.69853,632,887,0.66832,0.72875
2005,4th Quintile,Tenant,A Bit Too Large,0.08973,76,887,0.07091,0.10855
2005,5th Quintile,Owner,A Bit Too Small,0.07622,148,1967,0.06449,0.08795
2005,5th Quintile,Owner,Just Right,0.70219,1429,1967,0.68198,0.72241
2005,5th Quintile,Owner,A Bit Too Large,0.18901,333,1967,0.17170,0.20631
2005,5th Quintile,Owner,Much Too Large,0.02978,57,1967,0.02227,0.03730
2005,5th Quintile,Tenant,A Bit Too Small,0.17872,154,855,0.15303,0.20442
2005,5th Quintile,Tenant,Just Right,0.69383,608,855,0.66291,0.72474
2005,5th Quintile,Tenant,A Bit Too Large,0.11144,93,855,0.09033,0.13254
2006,1st Quintile,Owner,Just Right,0.69578,251,312,0.64465,0.74692
2006,1st Quintile,Owner,A Bit Too Large,0.18217,61,312,0.13927,0.22506
2006,1st Quintile,Tenant,Much Too Small,0.04140,60,1731,0.03201,0.05079
2006,1st Quintile,Tenant,A Bit Too Small,0.15186,289,1731,0.13495,0.16877
2006,1st Quintile,Tenant,Just Right,0.74939,1301,1731,0.72897,0.76981
2006,1st Quintile,Tenant,A Bit Too Large,0.04742,81,1731,0.03740,0.05744
2006,2nd Quintile,Owner,A Bit Too Small,0.08711,75,788,0.06741,0.10681
2006,2nd Quintile,Owner,Just Right,0.72646,596,788,0.69531,0.75760
2006,2nd Quintile,Owner,A Bit Too Large,0.15983,117,788,0.13423,0.18543
2006,2nd Quintile,Tenant,Much Too Small,0.02231,32,1409,0.01459,0.03002
2006,2nd Quintile,Tenant,A Bit Too Small,0.17196,248,1409,0.15225,0.19167
2006,2nd Quintile,Tenant,Just Right,0.73482,1044,1409,0.71176,0.75788
2006,2nd Quintile,Tenant,A Bit Too Large,0.06522,85,1409,0.05232,0.07812
2006,3rd Quintile,Owner,A Bit Too Small,0.10053,116,1183,0.08339,0.11768
2006,3rd Quintile,Owner,Just Right,0.67464,837,1183,0.64793,0.70135
2006,3rd Quintile,Owner,A Bit Too Large,0.18447,198,1183,0.16236,0.20658
2006,3rd Quintile,Owner,Much Too Large,0.03410,32,1183,0.02375,0.04444
2006,3rd Quintile,Tenant,A Bit Too Small,0.17355,208,1161,0.15176,0.19535
2006,3rd Quintile,Tenant,Just Right,0.72173,869,1161,0.69594,0.74752
2006,3rd Quintile,Tenant,A Bit Too Large,0.07324,84,1161,0.05825,0.08823
2006,4th Quintile,Owner,A Bit Too Small,0.06434,101,1479,0.05183,0.07684
2006,4th Quintile,Owner,Just Right,0.73179,1112,1479,0.70921,0.75438
2006,4th Quintile,Owner,A Bit Too Large,0.17323,233,1479,0.15394,0.19253
2006,4th Quintile,Owner,Much Too Large,0.02520,33,1479,0.01721,0.03319
2006,4th Quintile,Tenant,A Bit Too Small,0.18884,196,980,0.16432,0.21336
2006,4th Quintile,Tenant,Just Right,0.70902,713,980,0.68057,0.73747
2006,4th Quintile,Tenant,A Bit Too Large,0.07456,71,980,0.05811,0.09102
2006,5th Quintile,Owner,A Bit Too Small,0.06763,148,2158,0.05703,0.07823
2006,5th Quintile,Owner,Just Right,0.67859,1512,2158,0.65888,0.69830
2006,5th Quintile,Owner,A Bit Too Large,0.20801,420,2158,0.19088,0.22514
2006,5th Quintile,Owner,Much Too Large,0.04121,78,2158,0.03282,0.04960
2006,5th Quintile,Tenant,A Bit Too Small,0.18694,162,869,0.16100,0.21288
2006,5th Quintile,Tenant,Just Right,0.66352,614,869,0.63209,0.69496
2006,5th Quintile,Tenant,A Bit Too Large,0.11963,93,869,0.09804,0.14122
2007,1st Quintile,Owner,Just Right,0.75753,252,300,0.70895,0.80611
