year,sex,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,male,Very concerned,0.42777,2935,5878,0.41512,0.44041
1984,male,Somewhat concerned,0.31706,2344,5878,0.30516,0.32895
1984,male,Not concerned at all,0.05992,599,5878,0.05385,0.06599
1984,female,Very concerned,0.42705,3035,6119,0.41466,0.43945
1984,female,Somewhat concerned,0.33042,2434,6119,0.31863,0.34221
1984,female,Not concerned at all,0.07155,650,6119,0.06509,0.07801
1985,male,Very concerned,0.38731,2422,5345,0.37425,0.40037
1985,male,Somewhat concerned,0.36857,2411,5345,0.35563,0.38150
1985,male,Not concerned at all,0.06174,512,5345,0.05528,0.06819
1985,female,Very concerned,0.39146,2500,5525,0.37859,0.40433
1985,female,Somewhat concerned,0.37579,2473,5525,0.36301,0.38856
1985,female,Not concerned at all,0.06910,552,5525,0.06242,0.07579
1986,male,Very concerned,0.34669,2130,5165,0.33371,0.35967
1986,male,Somewhat concerned,0.38709,2447,5165,0.37380,0.40037
1986,male,Not concerned at all,0.08340,588,5165,0.07586,0.09094
1986,female,Very concerned,0.36302,2237,5281,0.35005,0.37599
1986,female,Somewhat concerned,0.38397,2455,5281,0.37085,0.39709
1986,female,Not concerned at all,0.08702,589,5281,0.07942,0.09462
1987,male,Very concerned,0.46607,2765,5122,0.45240,0.47973
1987,male,Somewhat concerned,0.30624,1986,5122,0.29362,0.31886
1987,male,Not concerned at all,0.04164,371,5122,0.03617,0.04711
1987,female,Very concerned,0.49368,2921,5209,0.48010,0.50726
1987,female,Somewhat concerned,0.29517,1915,5209,0.28278,0.30756
1987,female,Not concerned at all,0.04561,373,5209,0.03994,0.05128
1988,male,Very concerned,0.44592,2525,4887,0.43198,0.45986
1988,male,Somewhat concerned,0.32936,2029,4887,0.31618,0.34254
1988,male,Not concerned at all,0.04189,333,4887,0.03628,0.04751
1988,female,Very concerned,0.48064,2712,4978,0.46676,0.49452
1988,female,Somewhat concerned,0.30878,1917,4978,0.29595,0.32162
1988,female,Not concerned at all,0.04374,349,4978,0.03806,0.04942
1989,male,Very concerned,0.50392,2714,4715,0.48965,0.51820
1989,male,Somewhat concerned,0.27802,1694,4715,0.26523,0.29081
1989,male,Not concerned at all,0.03693,307,4715,0.03154,0.04231
1989,female,Very concerned,0.53406,2922,4852,0.52002,0.54809
1989,female,Somewhat concerned,0.26660,1623,4852,0.25416,0.27904
1989,female,Not concerned at all,0.03785,307,4852,0.03248,0.04322
1990,male,Very concerned,0.49301,3972,6726,0.48106,0.50496
1990,male,Somewhat concerned,0.27922,2416,6726,0.26850,0.28994
1990,male,Not concerned at all,0.03472,338,6726,0.03034,0.03909
1990,female,Very concerned,0.51030,4211,7060,0.49864,0.52196
1990,female,Somewhat concerned,0.27637,2503,7060,0.26593,0.28680
1990,female,Not concerned at all,0.03842,346,7060,0.03393,0.04290
1991,male,Very concerned,0.39345,3046,6596,0.38166,0.40524
1991,male,Somewhat concerned,0.36888,3115,6596,0.35723,0.38053
1991,male,Not concerned at all,0.04527,435,6596,0.04025,0.05029
1991,female,Very concerned,0.43918,3498,6908,0.42748,0.45089
1991,female,Somewhat concerned,0.35193,3045,6908,0.34067,0.36320
