year,age_gr,migback,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,Very concerned,0.62176,1466,2324,0.60204,0.64148
1984,17-29 y.,No migration background,Somewhat concerned,0.32491,760,2324,0.30587,0.34396
1984,17-29 y.,No migration background,Not concerned at all,0.04180,98,2324,0.03366,0.04994
1984,17-29 y.,Direct migration background,Very concerned,0.42870,382,973,0.39759,0.45982
1984,17-29 y.,Direct migration background,Somewhat concerned,0.41422,413,973,0.38325,0.44519
1984,17-29 y.,Direct migration background,Not concerned at all,0.13809,178,973,0.11640,0.15978
1984,17-29 y.,Indirect migration background,Very concerned,0.59910,47,79,0.49034,0.70786
1984,17-29 y.,Indirect migration background,Somewhat concerned,0.32651,32,79,0.22244,0.43058
1984,30-45 y.,No migration background,Very concerned,0.56954,1424,2475,0.55003,0.58905
1984,30-45 y.,No migration background,Somewhat concerned,0.37388,932,2475,0.35481,0.39294
1984,30-45 y.,No migration background,Not concerned at all,0.04820,119,2475,0.03976,0.05664
1984,30-45 y.,Direct migration background,Very concerned,0.40834,495,1359,0.38220,0.43449
1984,30-45 y.,Direct migration background,Somewhat concerned,0.40031,575,1359,0.37425,0.42637
1984,30-45 y.,Direct migration background,Not concerned at all,0.16547,289,1359,0.14571,0.18524
1984,46-65 y.,No migration background,Very concerned,0.50653,1324,2566,0.48718,0.52588
1984,46-65 y.,No migration background,Somewhat concerned,0.41982,1086,2566,0.40072,0.43892
1984,46-65 y.,No migration background,Not concerned at all,0.06213,156,2566,0.05279,0.07148
1984,46-65 y.,Direct migration background,Very concerned,0.39820,317,927,0.36667,0.42973
1984,46-65 y.,Direct migration background,Somewhat concerned,0.44577,408,927,0.41375,0.47778
1984,46-65 y.,Direct migration background,Not concerned at all,0.14406,202,927,0.12144,0.16668
1984,66 and older,No migration background,Very concerned,0.38386,483,1216,0.35651,0.41121
1984,66 and older,No migration background,Somewhat concerned,0.44717,548,1216,0.41921,0.47513
1984,66 and older,No migration background,Not concerned at all,0.15989,185,1216,0.13929,0.18050
1985,17-29 y.,No migration background,Very concerned,0.58085,1282,2185,0.56015,0.60154
1985,17-29 y.,No migration background,Somewhat concerned,0.36601,810,2185,0.34581,0.38622
1985,17-29 y.,No migration background,Not concerned at all,0.04472,93,2185,0.03606,0.05339
1985,17-29 y.,Direct migration background,Very concerned,0.44191,294,809,0.40766,0.47615
1985,17-29 y.,Direct migration background,Somewhat concerned,0.42438,382,809,0.39030,0.45846
1985,17-29 y.,Direct migration background,Not concerned at all,0.11675,133,809,0.09461,0.13890
1985,17-29 y.,Indirect migration background,Very concerned,0.61021,55,94,0.51109,0.70933
1985,17-29 y.,Indirect migration background,Somewhat concerned,0.33546,39,94,0.23950,0.43142
1985,30-45 y.,No migration background,Very concerned,0.50923,1158,2260,0.48862,0.52985
1985,30-45 y.,No migration background,Somewhat concerned,0.43343,990,2260,0.41300,0.45387
1985,30-45 y.,No migration background,Not concerned at all,0.04861,112,2260,0.03974,0.05748
1985,30-45 y.,Direct migration background,Very concerned,0.39587,430,1166,0.36778,0.42395
1985,30-45 y.,Direct migration background,Somewhat concerned,0.45880,526,1166,0.43018,0.48741
1985,30-45 y.,Direct migration background,Not concerned at all,0.13226,210,1166,0.11280,0.15171
1985,46-65 y.,No migration background,Very concerned,0.43517,1057,2401,0.41534,0.45501
1985,46-65 y.,No migration background,Somewhat concerned,0.48381,1185,2401,0.46381,0.50380
1985,46-65 y.,No migration background,Not concerned at all,0.06772,159,2401,0.05767,0.07777
1985,46-65 y.,Direct migration background,Very concerned,0.37200,270,830,0.33910,0.40491
1985,46-65 y.,Direct migration background,Somewhat concerned,0.47974,397,830,0.44573,0.51375
1985,46-65 y.,Direct migration background,Not concerned at all,0.10528,163,830,0.08439,0.12618
1985,66 and older,No migration background,Very concerned,0.33220,352,1044,0.30362,0.36079
1985,66 and older,No migration background,Somewhat concerned,0.49272,524,1044,0.46238,0.52306
1985,66 and older,No migration background,Not concerned at all,0.15405,168,1044,0.13214,0.17596
1986,17-29 y.,No migration background,Very concerned,0.54470,1157,2115,0.52347,0.56592
1986,17-29 y.,No migration background,Somewhat concerned,0.39273,846,2115,0.37192,0.41355
1986,17-29 y.,No migration background,Not concerned at all,0.05286,112,2115,0.04332,0.06239
1986,17-29 y.,Direct migration background,Very concerned,0.36911,274,785,0.33533,0.40289
1986,17-29 y.,Direct migration background,Somewhat concerned,0.47850,386,785,0.44353,0.51347
1986,17-29 y.,Direct migration background,Not concerned at all,0.13283,125,785,0.10907,0.15659
1986,17-29 y.,Indirect migration background,Very concerned,0.54077,58,104,0.44453,0.63701
1986,17-29 y.,Indirect migration background,Somewhat concerned,0.38379,46,104,0.28987,0.47771
1986,30-45 y.,No migration background,Very concerned,0.46338,1003,2132,0.44220,0.48455
1986,30-45 y.,No migration background,Somewhat concerned,0.46303,990,2132,0.44186,0.48421
1986,30-45 y.,No migration background,Not concerned at all,0.06461,139,2132,0.05417,0.07505
1986,30-45 y.,Direct migration background,Very concerned,0.34206,342,1089,0.31387,0.37025
1986,30-45 y.,Direct migration background,Somewhat concerned,0.48839,544,1089,0.45869,0.51810
1986,30-45 y.,Direct migration background,Not concerned at all,0.15474,203,1089,0.13325,0.17623
1986,46-65 y.,No migration background,Very concerned,0.39878,941,2310,0.37881,0.41875
1986,46-65 y.,No migration background,Somewhat concerned,0.50111,1175,2310,0.48072,0.52151
1986,46-65 y.,No migration background,Not concerned at all,0.08438,194,2310,0.07304,0.09571
1986,46-65 y.,Direct migration background,Very concerned,0.33671,274,855,0.30502,0.36841
1986,46-65 y.,Direct migration background,Somewhat concerned,0.49464,418,855,0.46110,0.52817
1986,46-65 y.,Direct migration background,Not concerned at all,0.15053,163,855,0.12655,0.17452
1986,66 and older,No migration background,Very concerned,0.29892,292,959,0.26993,0.32791
1986,66 and older,No migration background,Somewhat concerned,0.46417,460,959,0.43259,0.49575
1986,66 and older,No migration background,Not concerned at all,0.21632,207,959,0.19024,0.24239
1987,17-29 y.,No migration background,Very concerned,0.67722,1397,2058,0.65701,0.69742
1987,17-29 y.,No migration background,Somewhat concerned,0.28792,601,2058,0.26835,0.30749
1987,17-29 y.,No migration background,Not concerned at all,0.02718,60,2058,0.02015,0.03421
1987,17-29 y.,Direct migration background,Very concerned,0.44469,317,780,0.40980,0.47959
1987,17-29 y.,Direct migration background,Somewhat concerned,0.42748,351,780,0.39274,0.46222
1987,17-29 y.,Direct migration background,Not concerned at all,0.10688,112,780,0.08518,0.12858
1987,17-29 y.,Indirect migration background,Very concerned,0.65912,76,125,0.57569,0.74255
1987,17-29 y.,Indirect migration background,Somewhat concerned,0.27569,49,125,0.19703,0.35434
1987,30-45 y.,No migration background,Very concerned,0.63092,1328,2078,0.61017,0.65168
1987,30-45 y.,No migration background,Somewhat concerned,0.33216,697,2078,0.31191,0.35242
1987,30-45 y.,No migration background,Not concerned at all,0.02469,53,2078,0.01802,0.03136
1987,30-45 y.,Direct migration background,Very concerned,0.46629,412,1036,0.43590,0.49668
1987,30-45 y.,Direct migration background,Somewhat concerned,0.41763,467,1036,0.38759,0.44768
1987,30-45 y.,Direct migration background,Not concerned at all,0.10276,157,1036,0.08426,0.12126
1987,46-65 y.,No migration background,Very concerned,0.56176,1301,2259,0.54129,0.58222
1987,46-65 y.,No migration background,Somewhat concerned,0.38896,880,2259,0.36885,0.40906
1987,46-65 y.,No migration background,Not concerned at all,0.03661,78,2259,0.02887,0.04436
1987,46-65 y.,Direct migration background,Very concerned,0.40663,341,900,0.37452,0.43874
1987,46-65 y.,Direct migration background,Somewhat concerned,0.47074,413,900,0.43811,0.50337
1987,46-65 y.,Direct migration background,Not concerned at all,0.10859,146,900,0.08825,0.12892
1987,66 and older,No migration background,Very concerned,0.47448,468,992,0.44339,0.50557
1987,66 and older,No migration background,Somewhat concerned,0.39815,414,992,0.36767,0.42863
1987,66 and older,No migration background,Not concerned at all,0.10817,110,992,0.08883,0.12751
1988,17-29 y.,No migration background,Very concerned,0.64076,1221,1900,0.61918,0.66234
1988,17-29 y.,No migration background,Somewhat concerned,0.31760,605,1900,0.29666,0.33854
1988,17-29 y.,No migration background,Not concerned at all,0.03292,74,1900,0.02490,0.04095
1988,17-29 y.,Direct migration background,Very concerned,0.40937,293,756,0.37430,0.44445
1988,17-29 y.,Direct migration background,Somewhat concerned,0.46824,369,756,0.43265,0.50383
1988,17-29 y.,Direct migration background,Not concerned at all,0.10136,94,756,0.07983,0.12289
1988,17-29 y.,Indirect migration background,Very concerned,0.57875,95,158,0.50151,0.65599
1988,17-29 y.,Indirect migration background,Somewhat concerned,0.29820,63,158,0.22664,0.36976
1988,30-45 y.,No migration background,Very concerned,0.62804,1255,1989,0.60679,0.64928
1988,30-45 y.,No migration background,Somewhat concerned,0.33914,681,1989,0.31833,0.35995
1988,30-45 y.,No migration background,Not concerned at all,0.02604,53,1989,0.01904,0.03304
1988,30-45 y.,Direct migration background,Very concerned,0.47110,353,923,0.43888,0.50332
1988,30-45 y.,Direct migration background,Somewhat concerned,0.43467,450,923,0.40267,0.46667
1988,30-45 y.,Direct migration background,Not concerned at all,0.08474,120,923,0.06676,0.10271
1988,46-65 y.,No migration background,Very concerned,0.54163,1202,2164,0.52063,0.56263
1988,46-65 y.,No migration background,Somewhat concerned,0.40422,886,2164,0.38354,0.42490
1988,46-65 y.,No migration background,Not concerned at all,0.03654,76,2164,0.02863,0.04444
1988,46-65 y.,Direct migration background,Very concerned,0.47248,367,893,0.43972,0.50524
1988,46-65 y.,Direct migration background,Somewhat concerned,0.43979,406,893,0.40722,0.47237
1988,46-65 y.,Direct migration background,Not concerned at all,0.07691,120,893,0.05942,0.09439
1988,66 and older,No migration background,Very concerned,0.43456,411,958,0.40315,0.46596
1988,66 and older,No migration background,Somewhat concerned,0.44762,446,958,0.41612,0.47913
1988,66 and older,No migration background,Not concerned at all,0.10451,101,958,0.08513,0.12389
1988,66 and older,Direct migration background,Somewhat concerned,0.40929,31,31,0.23334,0.58524
1989,17-29 y.,No migration background,Very concerned,0.70987,1307,1858,0.68922,0.73051
1989,17-29 y.,No migration background,Somewhat concerned,0.26323,498,1858,0.24320,0.28326
1989,17-29 y.,No migration background,Not concerned at all,0.02317,53,1858,0.01632,0.03001
1989,17-29 y.,Direct migration background,Very concerned,0.49982,325,724,0.46337,0.53626
1989,17-29 y.,Direct migration background,Somewhat concerned,0.36614,302,724,0.33103,0.40126
1989,17-29 y.,Direct migration background,Not concerned at all,0.10600,97,724,0.08356,0.12843
1989,17-29 y.,Indirect migration background,Very concerned,0.63679,123,201,0.57014,0.70344
1989,17-29 y.,Indirect migration background,Somewhat concerned,0.28101,78,201,0.21871,0.34331
1989,30-45 y.,No migration background,Very concerned,0.70474,1359,1939,0.68443,0.72505
1989,30-45 y.,No migration background,Somewhat concerned,0.26967,539,1939,0.24991,0.28943
1989,30-45 y.,No migration background,Not concerned at all,0.02145,41,1939,0.01500,0.02790
1989,30-45 y.,Direct migration background,Very concerned,0.48284,380,867,0.44955,0.51612
1989,30-45 y.,Direct migration background,Somewhat concerned,0.40612,373,867,0.37341,0.43883
1989,30-45 y.,Direct migration background,Not concerned at all,0.10445,114,867,0.08408,0.12482
1989,46-65 y.,No migration background,Very concerned,0.60378,1248,2038,0.58254,0.62502
