year,migback,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Direct migration background,Somewhat concerned,0.54313,1358,2347,0.52298,0.56329
2005,Direct migration background,Not concerned at all,0.16775,407,2347,0.15263,0.18287
2005,Indirect migration background,Very concerned,0.10065,199,807,0.07988,0.12142
2005,Indirect migration background,Somewhat concerned,0.26108,437,807,0.23076,0.29140
2005,Indirect migration background,Not concerned at all,0.09170,171,807,0.07178,0.11163
2006,No migration background,Very concerned,0.22615,4910,18649,0.22014,0.23215
2006,No migration background,Somewhat concerned,0.50374,11270,18649,0.49657,0.51092
2006,No migration background,Not concerned at all,0.11309,2469,18649,0.10855,0.11764
2006,Direct migration background,Very concerned,0.25261,621,2352,0.23505,0.27018
2006,Direct migration background,Somewhat concerned,0.54013,1365,2352,0.51999,0.56028
2006,Direct migration background,Not concerned at all,0.15514,366,2352,0.14050,0.16977
2006,Indirect migration background,Very concerned,0.11667,206,792,0.09430,0.13904
2006,Indirect migration background,Somewhat concerned,0.23668,442,792,0.20706,0.26630
2006,Indirect migration background,Not concerned at all,0.08284,144,792,0.06363,0.10205
2007,No migration background,Very concerned,0.31699,6406,17509,0.31010,0.32388
2007,No migration background,Somewhat concerned,0.43623,9252,17509,0.42888,0.44357
2007,No migration background,Not concerned at all,0.09169,1851,17509,0.08742,0.09597
2007,Direct migration background,Very concerned,0.31116,683,2098,0.29134,0.33097
2007,Direct migration background,Somewhat concerned,0.52151,1152,2098,0.50013,0.54289
2007,Direct migration background,Not concerned at all,0.12043,263,2098,0.10650,0.13436
2007,Indirect migration background,Very concerned,0.17320,287,772,0.14649,0.19991
2007,Indirect migration background,Somewhat concerned,0.21687,363,772,0.18778,0.24596
2007,Indirect migration background,Not concerned at all,0.07559,122,772,0.05693,0.09425
2008,No migration background,Very concerned,0.24276,4545,16586,0.23623,0.24928
2008,No migration background,Somewhat concerned,0.49614,9869,16586,0.48853,0.50375
2008,No migration background,Not concerned at all,0.11220,2172,16586,0.10740,0.11701
2008,Direct migration background,Very concerned,0.26719,503,1900,0.24729,0.28709
2008,Direct migration background,Somewhat concerned,0.54509,1106,1900,0.52269,0.56749
2008,Direct migration background,Not concerned at all,0.16124,291,1900,0.14470,0.17778
2008,Indirect migration background,Very concerned,0.15051,221,760,0.12507,0.17595
2008,Indirect migration background,Somewhat concerned,0.24547,400,760,0.21485,0.27609
2008,Indirect migration background,Not concerned at all,0.09400,139,760,0.07324,0.11476
2009,No migration background,Very concerned,0.22641,4070,15588,0.21984,0.23298
2009,No migration background,Somewhat concerned,0.50585,9380,15588,0.49800,0.51370
2009,No migration background,Not concerned at all,0.11939,2138,15588,0.11430,0.12448
2009,Direct migration background,Very concerned,0.25747,448,1651,0.23637,0.27857
2009,Direct migration background,Somewhat concerned,0.58352,988,1651,0.55974,0.60731
2009,Direct migration background,Not concerned at all,0.12860,215,1651,0.11245,0.14476
2009,Indirect migration background,Very concerned,0.12335,179,702,0.09900,0.14769
2009,Indirect migration background,Somewhat concerned,0.32171,409,702,0.28713,0.35629
2009,Indirect migration background,Not concerned at all,0.07931,114,702,0.05931,0.09931
2010,No migration background,Very concerned,0.25844,5756,19853,0.25235,0.26453
2010,No migration background,Somewhat concerned,0.49635,11721,19853,0.48939,0.50330
2010,No migration background,Not concerned at all,0.10378,2376,19853,0.09953,0.10802
2010,Direct migration background,Very concerned,0.30079,837,2925,0.28417,0.31741
2010,Direct migration background,Somewhat concerned,0.54926,1677,2925,0.53123,0.56730
2010,Direct migration background,Not concerned at all,0.11315,411,2925,0.10167,0.12463
2010,Indirect migration background,Very concerned,0.13703,339,1102,0.11671,0.15734
2010,Indirect migration background,Somewhat concerned,0.26257,611,1102,0.23658,0.28857
2010,Indirect migration background,Not concerned at all,0.06681,152,1102,0.05206,0.08156
2011,No migration background,Very concerned,0.24428,5439,17731,0.23796,0.25060
2011,No migration background,Somewhat concerned,0.44594,10232,17731,0.43863,0.45326
2011,No migration background,Not concerned at all,0.09121,2060,17731,0.08697,0.09545
2011,Direct migration background,Very concerned,0.21884,546,1975,0.20060,0.23708
2011,Direct migration background,Somewhat concerned,0.49089,1177,1975,0.46883,0.51294
2011,Direct migration background,Not concerned at all,0.10262,252,1975,0.08924,0.11601
2011,Indirect migration background,Very concerned,0.11494,240,785,0.09261,0.13726
2011,Indirect migration background,Somewhat concerned,0.21960,436,785,0.19062,0.24858
2011,Indirect migration background,Not concerned at all,0.06011,109,785,0.04347,0.07675
2012,No migration background,Very concerned,0.22105,4928,17646,0.21492,0.22717
2012,No migration background,Somewhat concerned,0.46946,10482,17646,0.46210,0.47682
2012,No migration background,Not concerned at all,0.10010,2236,17646,0.09568,0.10453
2012,Direct migration background,Very concerned,0.22776,539,1966,0.20921,0.24630
2012,Direct migration background,Somewhat concerned,0.49481,1161,1966,0.47271,0.51692
2012,Direct migration background,Not concerned at all,0.10606,266,1966,0.09245,0.11968
2012,Indirect migration background,Very concerned,0.10050,198,773,0.07929,0.12171
2012,Indirect migration background,Somewhat concerned,0.22538,448,773,0.19590,0.25485
2012,Indirect migration background,Not concerned at all,0.07066,127,773,0.05258,0.08873
2013,No migration background,Very concerned,0.20609,4275,16358,0.19989,0.21228
2013,No migration background,Somewhat concerned,0.46757,9743,16358,0.45992,0.47522
2013,No migration background,Not concerned at all,0.11226,2340,16358,0.10742,0.11709
2013,Direct migration background,Very concerned,0.13203,439,1711,0.11598,0.14807
2013,Direct migration background,Somewhat concerned,0.28415,981,1711,0.26278,0.30553
2013,Direct migration background,Not concerned at all,0.08175,291,1711,0.06877,0.09474
2013,Indirect migration background,Very concerned,0.06401,202,697,0.04583,0.08220
2013,Indirect migration background,Somewhat concerned,0.12953,374,697,0.10458,0.15448
2013,Indirect migration background,Not concerned at all,0.04792,121,697,0.03205,0.06379
2014,No migration background,Very concerned,0.22874,5389,20070,0.22293,0.23455
2014,No migration background,Somewhat concerned,0.50471,11850,20070,0.49780,0.51163
2014,No migration background,Not concerned at all,0.12393,2831,20070,0.11937,0.12849
2014,Direct migration background,Very concerned,0.25228,1352,5174,0.24044,0.26411
2014,Direct migration background,Somewhat concerned,0.52606,2865,5174,0.51245,0.53967
2014,Direct migration background,Not concerned at all,0.17561,957,5174,0.16524,0.18598
2014,Indirect migration background,Very concerned,0.12794,497,1711,0.11210,0.14377
2014,Indirect migration background,Somewhat concerned,0.26900,908,1711,0.24798,0.29001
2014,Indirect migration background,Not concerned at all,0.09211,306,1711,0.07841,0.10582
2015,No migration background,Very concerned,0.22485,4926,18941,0.21890,0.23079
2015,No migration background,Somewhat concerned,0.50997,11335,18941,0.50285,0.51709
2015,No migration background,Not concerned at all,0.11989,2680,18941,0.11526,0.12451
2015,Direct migration background,Very concerned,0.21404,1027,4383,0.20189,0.22618
2015,Direct migration background,Somewhat concerned,0.46576,2503,4383,0.45099,0.48053
2015,Direct migration background,Not concerned at all,0.15004,853,4383,0.13947,0.16062
2015,Indirect migration background,Very concerned,0.12835,435,1552,0.11171,0.14500
2015,Indirect migration background,Somewhat concerned,0.25715,839,1552,0.23539,0.27890
2015,Indirect migration background,Not concerned at all,0.09386,278,1552,0.07935,0.10838
2016,No migration background,Very concerned,0.24359,5067,17730,0.23727,0.24991
2016,No migration background,Somewhat concerned,0.49254,10297,17730,0.48519,0.49990
2016,No migration background,Not concerned at all,0.11888,2366,17730,0.11411,0.12364
2016,Direct migration background,Very concerned,0.24268,1305,4850,0.23061,0.25475
2016,Direct migration background,Somewhat concerned,0.49777,2705,4850,0.48369,0.51184
2016,Direct migration background,Not concerned at all,0.15728,840,4850,0.14703,0.16752
2016,Indirect migration background,Very concerned,0.13172,428,1466,0.11440,0.14903
2016,Indirect migration background,Somewhat concerned,0.26616,772,1466,0.24353,0.28880
2016,Indirect migration background,Not concerned at all,0.10169,266,1466,0.08621,0.11716
2017,No migration background,Very concerned,0.28998,6784,20053,0.28370,0.29626
2017,No migration background,Somewhat concerned,0.46871,11101,20053,0.46181,0.47562
2017,No migration background,Not concerned at all,0.09641,2168,20053,0.09232,0.10049
2017,Direct migration background,Very concerned,0.27647,1420,4708,0.26369,0.28924
2017,Direct migration background,Somewhat concerned,0.47419,2522,4708,0.45993,0.48846
2017,Direct migration background,Not concerned at all,0.14585,766,4708,0.13577,0.15593
2017,Indirect migration background,Very concerned,0.15627,539,1628,0.13863,0.17392
2017,Indirect migration background,Somewhat concerned,0.26790,835,1628,0.24638,0.28942
2017,Indirect migration background,Not concerned at all,0.07970,254,1628,0.06654,0.09286
2018,No migration background,Very concerned,0.27553,6198,19412,0.26925,0.28182
2018,No migration background,Somewhat concerned,0.48237,10858,19412,0.47534,0.48940
2018,No migration background,Not concerned at all,0.10350,2356,19412,0.09922,0.10779
2018,Direct migration background,Very concerned,0.24243,1168,4516,0.22993,0.25493
2018,Direct migration background,Somewhat concerned,0.50850,2517,4516,0.49391,0.52308
2018,Direct migration background,Not concerned at all,0.14565,831,4516,0.13536,0.15594
2018,Indirect migration background,Very concerned,0.15170,490,1628,0.13427,0.16913
2018,Indirect migration background,Somewhat concerned,0.27837,876,1628,0.25659,0.30015
2018,Indirect migration background,Not concerned at all,0.08638,262,1628,0.07273,0.10003
2019,No migration background,Very concerned,0.39887,9512,20106,0.39210,0.40564
2019,No migration background,Somewhat concerned,0.39581,9244,20106,0.38905,0.40257
2019,No migration background,Not concerned at all,0.06143,1350,20106,0.05811,0.06475
2019,Direct migration background,Very concerned,0.36116,1581,3931,0.34615,0.37618
2019,Direct migration background,Somewhat concerned,0.43137,1912,3931,0.41588,0.44685
2019,Direct migration background,Not concerned at all,0.10094,438,3931,0.09153,0.11036
2019,Indirect migration background,Very concerned,0.21719,731,1570,0.19678,0.23759
2019,Indirect migration background,Somewhat concerned,0.22254,682,1570,0.20196,0.24312
2019,Indirect migration background,Not concerned at all,0.06982,157,1570,0.05721,0.08243
2020,No migration background,Very concerned,0.31606,6855,18522,0.30937,0.32276
2020,No migration background,Somewhat concerned,0.45354,9841,18522,0.44637,0.46071
2020,No migration background,Not concerned at all,0.08311,1826,18522,0.07913,0.08708
2020,Direct migration background,Very concerned,0.28301,1671,5491,0.27110,0.29493
2020,Direct migration background,Somewhat concerned,0.48149,2838,5491,0.46828,0.49471
2020,Direct migration background,Not concerned at all,0.12103,982,5491,0.11240,0.12966
2020,Indirect migration background,Very concerned,0.17302,545,1534,0.15409,0.19196
2020,Indirect migration background,Somewhat concerned,0.26260,789,1534,0.24057,0.28463
2020,Indirect migration background,Not concerned at all,0.06437,200,1534,0.05209,0.07666
2021,No migration background,Very concerned,0.37157,5738,13189,0.36332,0.37981
2021,No migration background,Somewhat concerned,0.41718,6451,13189,0.40877,0.42560
2021,No migration background,Not concerned at all,0.06547,1000,13189,0.06125,0.06970
2021,Direct migration background,Very concerned,0.36867,1212,3027,0.35148,0.38586
2021,Direct migration background,Somewhat concerned,0.39470,1456,3027,0.37728,0.41211
2021,Direct migration background,Not concerned at all,0.10258,359,3027,0.09177,0.11339
2021,Indirect migration background,Very concerned,0.17993,392,939,0.15535,0.20452
2021,Indirect migration background,Somewhat concerned,0.22264,443,939,0.19602,0.24926
2021,Indirect migration background,Not concerned at all,0.07374,104,939,0.05701,0.09046
