year,migback,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Very concerned,0.44451,4697,8581,0.43400,0.45503
1984,No migration background,Somewhat concerned,0.32815,3326,8581,0.31821,0.33808
1984,No migration background,Not concerned at all,0.06059,558,8581,0.05554,0.06564
1984,Direct migration background,Very concerned,0.36044,1205,3294,0.34404,0.37684
1984,Direct migration background,Somewhat concerned,0.36936,1410,3294,0.35288,0.38585
1984,Direct migration background,Not concerned at all,0.13907,679,3294,0.12725,0.15089
1984,Indirect migration background,Very concerned,0.07650,68,110,0.02660,0.12639
1984,Indirect migration background,Somewhat concerned,0.03628,42,110,0.00117,0.07138
1985,No migration background,Very concerned,0.40227,3849,7890,0.39144,0.41309
1985,No migration background,Somewhat concerned,0.37858,3509,7890,0.36788,0.38928
1985,No migration background,Not concerned at all,0.06269,532,7890,0.05734,0.06804
1985,Direct migration background,Very concerned,0.36109,1004,2841,0.34343,0.37876
1985,Direct migration background,Somewhat concerned,0.41336,1322,2841,0.39524,0.43147
1985,Direct migration background,Not concerned at all,0.11481,515,2841,0.10308,0.12653
1985,Indirect migration background,Very concerned,0.08080,69,122,0.03224,0.12936
1985,Indirect migration background,Somewhat concerned,0.05660,53,122,0.01543,0.09778
1986,No migration background,Very concerned,0.36954,3393,7516,0.35862,0.38045
1986,No migration background,Somewhat concerned,0.39063,3471,7516,0.37960,0.40166
1986,No migration background,Not concerned at all,0.08210,652,7516,0.07590,0.08831
1986,Direct migration background,Very concerned,0.31263,902,2778,0.29539,0.32987
1986,Direct migration background,Somewhat concerned,0.44815,1373,2778,0.42965,0.46665
1986,Direct migration background,Not concerned at all,0.14168,503,2778,0.12871,0.15465
1986,Indirect migration background,Very concerned,0.07598,72,130,0.03025,0.12170
1986,Indirect migration background,Somewhat concerned,0.05853,58,130,0.01802,0.09904
1987,No migration background,Very concerned,0.50273,4494,7387,0.49133,0.51414
1987,No migration background,Somewhat concerned,0.29997,2592,7387,0.28952,0.31042
1987,No migration background,Not concerned at all,0.03860,301,7387,0.03420,0.04299
1987,Direct migration background,Very concerned,0.41108,1095,2772,0.39276,0.42940
1987,Direct migration background,Somewhat concerned,0.40275,1251,2772,0.38449,0.42101
1987,Direct migration background,Not concerned at all,0.10579,426,2772,0.09434,0.11724
1987,Indirect migration background,Very concerned,0.10160,97,155,0.05388,0.14932
1987,Indirect migration background,Somewhat concerned,0.03746,58,155,0.00747,0.06745
1988,No migration background,Very concerned,0.48247,4089,7011,0.47078,0.49417
1988,No migration background,Somewhat concerned,0.32011,2618,7011,0.30919,0.33103
1988,No migration background,Not concerned at all,0.03944,304,7011,0.03489,0.04400
1988,Direct migration background,Very concerned,0.42384,1032,2635,0.40497,0.44272
1988,Direct migration background,Somewhat concerned,0.41321,1256,2635,0.39441,0.43202
1988,Direct migration background,Not concerned at all,0.08746,347,2635,0.07667,0.09825
1988,Indirect migration background,Very concerned,0.11032,116,219,0.06873,0.15190
1988,Indirect migration background,Somewhat concerned,0.04491,72,219,0.01742,0.07241
1988,Indirect migration background,Not concerned at all,0.01352,31,219,-0.00181,0.02885
1989,No migration background,Very concerned,0.54185,4377,6766,0.52998,0.55372
1989,No migration background,Somewhat concerned,0.27289,2157,6766,0.26227,0.28350
1989,No migration background,Not concerned at all,0.03154,232,6766,0.02737,0.03570
1989,Direct migration background,Very concerned,0.47978,1118,2547,0.46037,0.49918
1989,Direct migration background,Somewhat concerned,0.35278,1071,2547,0.33422,0.37134
1989,Direct migration background,Not concerned at all,0.09983,358,2547,0.08818,0.11147
1989,Indirect migration background,Very concerned,0.11750,141,230,0.07579,0.15921
1989,Indirect migration background,Somewhat concerned,0.05561,89,230,0.02593,0.08530
1990,No migration background,Very concerned,0.51543,6729,10854,0.50602,0.52483
1990,No migration background,Somewhat concerned,0.27903,3744,10854,0.27059,0.28747
1990,No migration background,Not concerned at all,0.03407,381,10854,0.03066,0.03748
1990,Direct migration background,Very concerned,0.51963,1297,2642,0.50058,0.53869
1990,Direct migration background,Somewhat concerned,0.35248,1076,2642,0.33426,0.37070
1990,Direct migration background,Not concerned at all,0.07208,269,2642,0.06222,0.08195
1990,Indirect migration background,Very concerned,0.11300,157,290,0.07650,0.14950
1990,Indirect migration background,Somewhat concerned,0.05962,99,290,0.03232,0.08692
1990,Indirect migration background,Not concerned at all,0.01393,34,290,0.00042,0.02744
1991,No migration background,Very concerned,0.42984,5395,10555,0.42040,0.43929
1991,No migration background,Somewhat concerned,0.36347,4719,10555,0.35430,0.37265
1991,No migration background,Not concerned at all,0.03801,441,10555,0.03436,0.04165
1991,Direct migration background,Very concerned,0.42102,979,2603,0.40205,0.43999
1991,Direct migration background,Somewhat concerned,0.45255,1302,2603,0.43343,0.47168
1991,Direct migration background,Not concerned at all,0.08751,322,2603,0.07665,0.09837
1991,Indirect migration background,Very concerned,0.11969,170,346,0.08543,0.15394
1991,Indirect migration background,Somewhat concerned,0.07198,139,346,0.04471,0.09926
1991,Indirect migration background,Not concerned at all,0.01500,37,346,0.00217,0.02782
1992,No migration background,Very concerned,0.48738,6088,10290,0.47772,0.49704
1992,No migration background,Somewhat concerned,0.31154,3879,10290,0.30259,0.32049
1992,No migration background,Not concerned at all,0.02940,323,10290,0.02614,0.03267
1992,Direct migration background,Very concerned,0.50727,1113,2524,0.48776,0.52678
1992,Direct migration background,Somewhat concerned,0.38155,1151,2524,0.36259,0.40050
1992,Direct migration background,Not concerned at all,0.07668,260,2524,0.06629,0.08706
1992,Indirect migration background,Very concerned,0.15531,220,401,0.11981,0.19080
1992,Indirect migration background,Somewhat concerned,0.07955,148,401,0.05303,0.10606
1992,Indirect migration background,Not concerned at all,0.01805,33,401,0.00501,0.03110
1993,No migration background,Very concerned,0.42388,5190,10099,0.41425,0.43352
1993,No migration background,Somewhat concerned,0.37087,4575,10099,0.36145,0.38030
1993,No migration background,Not concerned at all,0.03094,334,10099,0.02757,0.03432
1993,Direct migration background,Very concerned,0.45045,1024,2444,0.43072,0.47018
1993,Direct migration background,Somewhat concerned,0.45036,1173,2444,0.43063,0.47009
1993,Direct migration background,Not concerned at all,0.07232,247,2444,0.06205,0.08259
1993,Indirect migration background,Very concerned,0.16517,234,435,0.13024,0.20011
1993,Indirect migration background,Somewhat concerned,0.12737,201,435,0.09601,0.15874
1994,No migration background,Very concerned,0.32385,3916,9966,0.31466,0.33304
1994,No migration background,Somewhat concerned,0.45447,5528,9966,0.44470,0.46425
1994,No migration background,Not concerned at all,0.04684,522,9966,0.04269,0.05099
1994,Direct migration background,Very concerned,0.37406,760,2333,0.35442,0.39370
1994,Direct migration background,Somewhat concerned,0.51582,1292,2333,0.49553,0.53610
1994,Direct migration background,Not concerned at all,0.09091,281,2333,0.07924,0.10258
1994,Indirect migration background,Very concerned,0.14730,210,487,0.11579,0.17881
1994,Indirect migration background,Somewhat concerned,0.15645,239,487,0.12415,0.18875
1994,Indirect migration background,Not concerned at all,0.01616,38,487,0.00495,0.02738
1995,No migration background,Very concerned,0.36703,4387,9925,0.35754,0.37651
1995,No migration background,Somewhat concerned,0.41616,5079,9925,0.40646,0.42585
1995,No migration background,Not concerned at all,0.04088,459,9925,0.03699,0.04478
1995,Direct migration background,Very concerned,0.38007,1000,2746,0.36191,0.39823
1995,Direct migration background,Somewhat concerned,0.46260,1469,2746,0.44394,0.48125
1995,Direct migration background,Not concerned at all,0.08365,277,2746,0.07329,0.09400
1995,Indirect migration background,Very concerned,0.14198,223,501,0.11139,0.17258
1995,Indirect migration background,Somewhat concerned,0.15732,242,501,0.12540,0.18923
1995,Indirect migration background,Not concerned at all,0.01903,36,501,0.00705,0.03101
1996,No migration background,Very concerned,0.31586,3715,9873,0.30669,0.32503
1996,No migration background,Somewhat concerned,0.46293,5565,9873,0.45309,0.47277
1996,No migration background,Not concerned at all,0.05179,593,9873,0.04742,0.05616
1996,Direct migration background,Very concerned,0.29567,755,2577,0.27805,0.31330
1996,Direct migration background,Somewhat concerned,0.53277,1490,2577,0.51351,0.55204
1996,Direct migration background,Not concerned at all,0.09875,332,2577,0.08723,0.11028
1996,Indirect migration background,Very concerned,0.14608,209,542,0.11632,0.17584
1996,Indirect migration background,Somewhat concerned,0.16131,271,542,0.13032,0.19231
1996,Indirect migration background,Not concerned at all,0.02239,62,542,0.00992,0.03486
1997,No migration background,Very concerned,0.29606,3427,9756,0.28700,0.30512
1997,No migration background,Somewhat concerned,0.47023,5610,9756,0.46032,0.48013
1997,No migration background,Not concerned at all,0.06433,719,9756,0.05946,0.06920
1997,Direct migration background,Very concerned,0.29514,700,2456,0.27709,0.31318
1997,Direct migration background,Somewhat concerned,0.53119,1398,2456,0.51145,0.55093
1997,Direct migration background,Not concerned at all,0.11316,358,2456,0.10063,0.12569
1997,Indirect migration background,Very concerned,0.13939,200,564,0.11078,0.16800
1997,Indirect migration background,Somewhat concerned,0.19687,302,564,0.16402,0.22972
1997,Indirect migration background,Not concerned at all,0.02722,62,564,0.01378,0.04066
1998,No migration background,Very concerned,0.28442,3708,11191,0.27606,0.29278
1998,No migration background,Somewhat concerned,0.48868,6715,11191,0.47942,0.49794
1998,No migration background,Not concerned at all,0.06046,768,11191,0.05604,0.06487
1998,Direct migration background,Very concerned,0.28435,657,2383,0.26623,0.30247
1998,Direct migration background,Somewhat concerned,0.53926,1412,2383,0.51924,0.55928
1998,Direct migration background,Not concerned at all,0.11585,314,2383,0.10300,0.12871
1998,Indirect migration background,Very concerned,0.13212,182,596,0.10491,0.15933
1998,Indirect migration background,Somewhat concerned,0.22705,354,596,0.19339,0.26071
1998,Indirect migration background,Not concerned at all,0.02975,60,596,0.01610,0.04340
1999,No migration background,Very concerned,0.19686,2454,10833,0.18937,0.20434
1999,No migration background,Somewhat concerned,0.54236,7088,10833,0.53298,0.55174
1999,No migration background,Not concerned at all,0.09900,1291,10833,0.09337,0.10462
1999,Direct migration background,Very concerned,0.20745,448,2191,0.19047,0.22444
1999,Direct migration background,Somewhat concerned,0.58219,1345,2191,0.56153,0.60284
1999,Direct migration background,Not concerned at all,0.15304,398,2191,0.13796,0.16812
1999,Indirect migration background,Very concerned,0.09882,136,598,0.07488,0.12276
1999,Indirect migration background,Somewhat concerned,0.22985,345,598,0.19610,0.26360
1999,Indirect migration background,Not concerned at all,0.05989,117,598,0.04085,0.07892
2000,No migration background,Very concerned,0.22999,5357,19820,0.22413,0.23584
2000,No migration background,Somewhat concerned,0.49514,11887,19820,0.48818,0.50210
2000,No migration background,Not concerned at all,0.11189,2576,19820,0.10750,0.11628
2000,Direct migration background,Very concerned,0.20358,700,3273,0.18979,0.21738
2000,Direct migration background,Somewhat concerned,0.50828,1838,3273,0.49115,0.52541
2000,Direct migration background,Not concerned at all,0.19611,735,3273,0.18251,0.20972
2000,Indirect migration background,Very concerned,0.10780,214,809,0.08642,0.12919
2000,Indirect migration background,Somewhat concerned,0.20229,414,809,0.17459,0.22998
2000,Indirect migration background,Not concerned at all,0.07533,181,809,0.05713,0.09353
2001,No migration background,Very concerned,0.21645,4629,18100,0.21045,0.22245
2001,No migration background,Somewhat concerned,0.50861,11035,18100,0.50132,0.51589
2001,No migration background,Not concerned at all,0.11489,2436,18100,0.11024,0.11953
2001,Direct migration background,Very concerned,0.20190,593,2891,0.18726,0.21653
2001,Direct migration background,Somewhat concerned,0.51846,1648,2891,0.50024,0.53667
2001,Direct migration background,Not concerned at all,0.20472,650,2891,0.19000,0.21943
2001,Indirect migration background,Very concerned,0.09471,190,757,0.07384,0.11559
2001,Indirect migration background,Somewhat concerned,0.20747,407,757,0.17857,0.23638
2001,Indirect migration background,Not concerned at all,0.06777,160,757,0.04986,0.08569
2002,No migration background,Very concerned,0.19885,4417,19366,0.19323,0.20447
2002,No migration background,Somewhat concerned,0.51949,12036,19366,0.51245,0.52653
2002,No migration background,Not concerned at all,0.12590,2913,19366,0.12123,0.13058
2002,Direct migration background,Very concerned,0.20180,557,2769,0.18685,0.21675
2002,Direct migration background,Somewhat concerned,0.53258,1635,2769,0.51399,0.55117
2002,Direct migration background,Not concerned at all,0.19886,577,2769,0.18399,0.21373
2002,Indirect migration background,Very concerned,0.08420,168,761,0.06446,0.10395
2002,Indirect migration background,Somewhat concerned,0.21154,431,761,0.18251,0.24058
2002,Indirect migration background,Not concerned at all,0.07655,162,761,0.05764,0.09545
2003,No migration background,Very concerned,0.21116,4414,18680,0.20531,0.21701
2003,No migration background,Somewhat concerned,0.52118,11684,18680,0.51402,0.52835
2003,No migration background,Not concerned at all,0.11381,2582,18680,0.10926,0.11837
2003,Direct migration background,Very concerned,0.21247,552,2589,0.19671,0.22823
2003,Direct migration background,Somewhat concerned,0.54794,1565,2589,0.52876,0.56711
2003,Direct migration background,Not concerned at all,0.17727,472,2589,0.16256,0.19198
2003,Indirect migration background,Very concerned,0.08685,166,766,0.06689,0.10680
2003,Indirect migration background,Somewhat concerned,0.22880,455,766,0.19903,0.25856
2003,Indirect migration background,Not concerned at all,0.07034,145,766,0.05222,0.08846
2004,No migration background,Very concerned,0.20047,4143,18173,0.19465,0.20629
2004,No migration background,Somewhat concerned,0.51849,11211,18173,0.51122,0.52575
2004,No migration background,Not concerned at all,0.12800,2819,18173,0.12314,0.13285
2004,Direct migration background,Very concerned,0.20673,532,2501,0.19086,0.22261
2004,Direct migration background,Somewhat concerned,0.54685,1482,2501,0.52734,0.56637
2004,Direct migration background,Not concerned at all,0.19333,487,2501,0.17785,0.20881
2004,Indirect migration background,Very concerned,0.08986,172,782,0.06980,0.10991
2004,Indirect migration background,Somewhat concerned,0.23578,451,782,0.20601,0.26555
2004,Indirect migration background,Not concerned at all,0.08682,159,782,0.06707,0.10657
2005,No migration background,Very concerned,0.24579,4823,17416,0.23939,0.25218
2005,No migration background,Somewhat concerned,0.49157,10192,17416,0.48415,0.49900
2005,No migration background,Not concerned at all,0.11380,2401,17416,0.10908,0.11852
2005,Direct migration background,Very concerned,0.24528,582,2347,0.22787,0.26269
