year,age_gr,quintil_oecd,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,1st Quintile,Very concerned,0.59571,401,783,0.56131,0.63010
1984,17-29 y.,1st Quintile,Somewhat concerned,0.31711,282,783,0.28449,0.34972
1984,17-29 y.,1st Quintile,Not concerned at all,0.06411,100,783,0.04694,0.08128
1984,17-29 y.,2nd Quintile,Very concerned,0.59297,365,666,0.55563,0.63031
1984,17-29 y.,2nd Quintile,Somewhat concerned,0.34210,246,666,0.30604,0.37816
1984,17-29 y.,2nd Quintile,Not concerned at all,0.05621,55,666,0.03870,0.07371
1984,17-29 y.,3rd Quintile,Very concerned,0.61570,387,658,0.57851,0.65290
1984,17-29 y.,3rd Quintile,Somewhat concerned,0.32943,221,658,0.29349,0.36537
1984,17-29 y.,3rd Quintile,Not concerned at all,0.04881,50,658,0.03233,0.06529
1984,17-29 y.,4th Quintile,Very concerned,0.55656,384,720,0.52024,0.59287
1984,17-29 y.,4th Quintile,Somewhat concerned,0.38427,286,720,0.34871,0.41982
1984,17-29 y.,4th Quintile,Not concerned at all,0.04770,50,720,0.03212,0.06327
1984,17-29 y.,5th Quintile,Very concerned,0.65567,349,515,0.61459,0.69675
1984,17-29 y.,5th Quintile,Somewhat concerned,0.29063,166,515,0.25138,0.32989
1984,30-45 y.,1st Quintile,Very concerned,0.46668,320,772,0.43146,0.50189
1984,30-45 y.,1st Quintile,Somewhat concerned,0.42260,338,772,0.38773,0.45747
1984,30-45 y.,1st Quintile,Not concerned at all,0.10133,114,772,0.08003,0.12263
1984,30-45 y.,2nd Quintile,Very concerned,0.50555,363,775,0.47033,0.54077
1984,30-45 y.,2nd Quintile,Somewhat concerned,0.40101,316,775,0.36649,0.43554
1984,30-45 y.,2nd Quintile,Not concerned at all,0.08068,96,775,0.06149,0.09987
1984,30-45 y.,3rd Quintile,Very concerned,0.54855,390,736,0.51257,0.58452
1984,30-45 y.,3rd Quintile,Somewhat concerned,0.37972,280,736,0.34464,0.41481
1984,30-45 y.,3rd Quintile,Not concerned at all,0.05221,66,736,0.03613,0.06830
1984,30-45 y.,4th Quintile,Very concerned,0.58592,406,787,0.55148,0.62036
1984,30-45 y.,4th Quintile,Somewhat concerned,0.35621,298,787,0.32274,0.38969
1984,30-45 y.,4th Quintile,Not concerned at all,0.05126,83,787,0.03585,0.06668
1984,30-45 y.,5th Quintile,Very concerned,0.60494,450,781,0.57063,0.63925
1984,30-45 y.,5th Quintile,Somewhat concerned,0.34435,280,781,0.31100,0.37769
1984,30-45 y.,5th Quintile,Not concerned at all,0.04438,51,781,0.02992,0.05883
1984,46-65 y.,1st Quintile,Very concerned,0.42713,208,531,0.38501,0.46924
1984,46-65 y.,1st Quintile,Somewhat concerned,0.45277,238,531,0.41039,0.49514
1984,46-65 y.,1st Quintile,Not concerned at all,0.10086,85,531,0.07522,0.12650
1984,46-65 y.,2nd Quintile,Very concerned,0.47489,295,653,0.43656,0.51322
1984,46-65 y.,2nd Quintile,Somewhat concerned,0.44410,293,653,0.40596,0.48224
1984,46-65 y.,2nd Quintile,Not concerned at all,0.07575,65,653,0.05544,0.09606
1984,46-65 y.,3rd Quintile,Very concerned,0.49542,324,702,0.45841,0.53244
1984,46-65 y.,3rd Quintile,Somewhat concerned,0.42748,304,702,0.39086,0.46410
1984,46-65 y.,3rd Quintile,Not concerned at all,0.06642,74,702,0.04798,0.08485
1984,46-65 y.,4th Quintile,Very concerned,0.51334,377,752,0.47760,0.54909
1984,46-65 y.,4th Quintile,Somewhat concerned,0.41061,310,752,0.37543,0.44579
1984,46-65 y.,4th Quintile,Not concerned at all,0.06179,65,752,0.04457,0.07901
1984,46-65 y.,5th Quintile,Very concerned,0.53520,444,862,0.50188,0.56851
1984,46-65 y.,5th Quintile,Somewhat concerned,0.39536,350,862,0.36270,0.42802
1984,46-65 y.,5th Quintile,Not concerned at all,0.05882,68,862,0.04310,0.07453
1984,66 and older,1st Quintile,Very concerned,0.33877,119,348,0.28897,0.38857
1984,66 and older,1st Quintile,Somewhat concerned,0.41728,147,348,0.36540,0.46916
1984,66 and older,1st Quintile,Not concerned at all,0.23713,82,348,0.19238,0.28189
1984,66 and older,2nd Quintile,Very concerned,0.38289,108,268,0.32459,0.44120
1984,66 and older,2nd Quintile,Somewhat concerned,0.46296,123,268,0.40315,0.52277
1984,66 and older,2nd Quintile,Not concerned at all,0.14921,37,268,0.10647,0.19195
1984,66 and older,3rd Quintile,Very concerned,0.40456,97,212,0.33833,0.47078
1984,66 and older,3rd Quintile,Somewhat concerned,0.46829,115,212,0.40096,0.53562
1984,66 and older,4th Quintile,Very concerned,0.42749,90,177,0.35440,0.50058
1984,66 and older,4th Quintile,Somewhat concerned,0.42330,87,177,0.35030,0.49630
1984,66 and older,5th Quintile,Very concerned,0.39229,80,170,0.31868,0.46591
1984,66 and older,5th Quintile,Somewhat concerned,0.47356,90,170,0.39828,0.54884
1985,17-29 y.,1st Quintile,Very concerned,0.57392,367,766,0.53888,0.60896
