year,bula_h,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Very concerned,0.38829,187,355,0.33752,0.43906
1984,Schleswig-Holstein,Somewhat concerned,0.34446,168,355,0.29496,0.39396
1984,Hamburg,Very concerned,0.54119,182,306,0.48526,0.59711
1984,Hamburg,Somewhat concerned,0.26804,92,306,0.21833,0.31775
1984,Hamburg,Not concerned at all,0.07855,32,306,0.04835,0.10874
1984,Lower Saxony,Very concerned,0.41221,604,1218,0.38455,0.43986
1984,Lower Saxony,Somewhat concerned,0.34859,515,1218,0.32181,0.37536
1984,Lower Saxony,Not concerned at all,0.05495,99,1218,0.04215,0.06776
1984,Bremen,Very concerned,0.57645,84,84,0.47014,0.68275
1984,North Rhine-Westphalia,Very concerned,0.45606,1695,3197,0.43879,0.47333
1984,North Rhine-Westphalia,Somewhat concerned,0.29565,1206,3197,0.27983,0.31147
1984,North Rhine-Westphalia,Not concerned at all,0.05606,296,3197,0.04808,0.06403
1984,Hesse,Very concerned,0.44344,592,1232,0.41569,0.47120
1984,Hesse,Somewhat concerned,0.33173,492,1232,0.30543,0.35804
1984,Hesse,Not concerned at all,0.06732,148,1232,0.05332,0.08131
1984,"Rhineland-Palatinate, Saarland",Very concerned,0.40142,388,848,0.36841,0.43443
1984,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.37750,394,848,0.34485,0.41014
1984,"Rhineland-Palatinate, Saarland",Not concerned at all,0.06710,66,848,0.05025,0.08395
1984,Baden-Wuerttemberg,Very concerned,0.40372,1029,2230,0.38335,0.42409
1984,Baden-Wuerttemberg,Somewhat concerned,0.30839,864,2230,0.28921,0.32756
1984,Baden-Wuerttemberg,Not concerned at all,0.08334,337,2230,0.07187,0.09482
1984,Bavaria,Very concerned,0.39489,987,2047,0.37371,0.41607
1984,Bavaria,Somewhat concerned,0.34903,866,2047,0.32838,0.36969
1984,Bavaria,Not concerned at all,0.06756,194,2047,0.05668,0.07843
1984,Berlin,Very concerned,0.45962,222,375,0.40911,0.51013
1984,Berlin,Somewhat concerned,0.32689,153,375,0.27935,0.37443
1985,Schleswig-Holstein,Very concerned,0.38327,161,319,0.32983,0.43671
1985,Schleswig-Holstein,Somewhat concerned,0.35572,158,319,0.30310,0.40834
1985,Hamburg,Very concerned,0.42937,136,257,0.36874,0.49001
1985,Hamburg,Somewhat concerned,0.41545,121,257,0.35509,0.47582
1985,Lower Saxony,Very concerned,0.41539,535,1094,0.38617,0.44460
1985,Lower Saxony,Somewhat concerned,0.36680,478,1094,0.33823,0.39537
1985,Lower Saxony,Not concerned at all,0.05348,81,1094,0.04014,0.06682
1985,Bremen,Very concerned,0.36551,54,101,0.27113,0.45990
1985,Bremen,Somewhat concerned,0.37576,47,101,0.28083,0.47068
1985,North Rhine-Westphalia,Very concerned,0.40163,1365,2916,0.38383,0.41943
1985,North Rhine-Westphalia,Somewhat concerned,0.36029,1288,2916,0.34286,0.37772
1985,North Rhine-Westphalia,Not concerned at all,0.05584,263,2916,0.04750,0.06417
1985,Hesse,Very concerned,0.39402,474,1119,0.36537,0.42266
1985,Hesse,Somewhat concerned,0.38368,527,1119,0.35517,0.41218
1985,Hesse,Not concerned at all,0.06550,118,1119,0.05100,0.08000
1985,"Rhineland-Palatinate, Saarland",Very concerned,0.37959,329,764,0.34515,0.41402
1985,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.39381,363,764,0.35914,0.42847
1985,"Rhineland-Palatinate, Saarland",Not concerned at all,0.07596,72,764,0.05716,0.09476
1985,Baden-Wuerttemberg,Very concerned,0.36255,848,2017,0.34156,0.38353
1985,Baden-Wuerttemberg,Somewhat concerned,0.36859,892,2017,0.34753,0.38965
1985,Baden-Wuerttemberg,Not concerned at all,0.07852,277,2017,0.06678,0.09027
1985,Bavaria,Very concerned,0.37466,843,1866,0.35270,0.39663
1985,Bavaria,Somewhat concerned,0.37767,851,1866,0.35566,0.39967
1985,Bavaria,Not concerned at all,0.07105,172,1866,0.05939,0.08271
1985,Berlin,Very concerned,0.40353,177,336,0.35099,0.45606
1985,Berlin,Somewhat concerned,0.38382,159,336,0.33175,0.43590
1986,Schleswig-Holstein,Very concerned,0.32928,121,315,0.27730,0.38126
1986,Schleswig-Holstein,Somewhat concerned,0.37896,160,315,0.32530,0.43262
1986,Schleswig-Holstein,Not concerned at all,0.09691,34,315,0.06419,0.12963
1986,Hamburg,Very concerned,0.38667,116,224,0.32275,0.45058
1986,Hamburg,Somewhat concerned,0.39071,108,224,0.32667,0.45475
1986,Lower Saxony,Very concerned,0.35623,457,1100,0.32791,0.38454
1986,Lower Saxony,Somewhat concerned,0.40057,528,1100,0.37160,0.42954
1986,Lower Saxony,Not concerned at all,0.08301,115,1100,0.06670,0.09932
1986,Bremen,Very concerned,0.39750,53,84,0.29221,0.50278
1986,Bremen,Somewhat concerned,0.22036,31,84,0.13119,0.30953
1986,North Rhine-Westphalia,Very concerned,0.35583,1190,2810,0.33813,0.37354
1986,North Rhine-Westphalia,Somewhat concerned,0.39095,1326,2810,0.37290,0.40899
1986,North Rhine-Westphalia,Not concerned at all,0.06718,294,2810,0.05792,0.07644
1986,Hesse,Very concerned,0.34732,394,1040,0.31837,0.37627
1986,Hesse,Somewhat concerned,0.40370,546,1040,0.37387,0.43353
1986,Hesse,Not concerned at all,0.08929,100,1040,0.07195,0.10663
1986,"Rhineland-Palatinate, Saarland",Very concerned,0.34788,309,762,0.31404,0.38172
1986,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.43213,388,762,0.39694,0.46733
1986,"Rhineland-Palatinate, Saarland",Not concerned at all,0.06600,65,762,0.04836,0.08364
1986,Baden-Wuerttemberg,Very concerned,0.34527,810,1971,0.32428,0.36627
1986,Baden-Wuerttemberg,Somewhat concerned,0.35640,846,1971,0.33525,0.37755
1986,Baden-Wuerttemberg,Not concerned at all,0.11271,315,1971,0.09874,0.12667
1986,Bavaria,Very concerned,0.36894,766,1747,0.34631,0.39158
1986,Bavaria,Somewhat concerned,0.36894,806,1747,0.34631,0.39157
1986,Bavaria,Not concerned at all,0.08464,175,1747,0.07158,0.09769
1986,Berlin,Very concerned,0.34563,151,348,0.29559,0.39567
1986,Berlin,Somewhat concerned,0.42765,163,348,0.37560,0.47971
1986,Berlin,Not concerned at all,0.07624,34,348,0.04832,0.10417
1987,Schleswig-Holstein,Very concerned,0.47373,186,294,0.41656,0.53091
1987,Schleswig-Holstein,Somewhat concerned,0.26574,108,294,0.21516,0.31632
1987,Hamburg,Very concerned,0.52226,125,208,0.45421,0.59031
1987,Hamburg,Somewhat concerned,0.33555,83,208,0.27122,0.39987
1987,Lower Saxony,Very concerned,0.46771,602,1092,0.43811,0.49732
1987,Lower Saxony,Somewhat concerned,0.32528,424,1092,0.29748,0.35308
1987,Lower Saxony,Not concerned at all,0.03991,66,1092,0.02830,0.05153
1987,Bremen,Very concerned,0.51675,56,90,0.41293,0.62058
1987,Bremen,Somewhat concerned,0.28173,34,90,0.18827,0.37519
1987,North Rhine-Westphalia,Very concerned,0.48583,1556,2796,0.46730,0.50436
1987,North Rhine-Westphalia,Somewhat concerned,0.29995,1081,2796,0.28296,0.31694
1987,North Rhine-Westphalia,Not concerned at all,0.03049,159,2796,0.02412,0.03687
1987,Hesse,Very concerned,0.43700,495,1045,0.40691,0.46709
1987,Hesse,Somewhat concerned,0.34598,456,1045,0.31713,0.37484
