year,sampreg,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,West,Very concerned,0.42739,5970,11997,0.41854,0.43625
1984,West,Somewhat concerned,0.32404,4778,11997,0.31566,0.33241
1984,West,Not concerned at all,0.06599,1249,11997,0.06155,0.07044
1985,West,Very concerned,0.38948,4922,10870,0.38031,0.39865
1985,West,Somewhat concerned,0.37234,4884,10870,0.36325,0.38143
1985,West,Not concerned at all,0.06559,1064,10870,0.06094,0.07024
1986,West,Very concerned,0.35522,4367,10446,0.34604,0.36439
1986,West,Somewhat concerned,0.38546,4902,10446,0.37612,0.39479
1986,West,Not concerned at all,0.08529,1177,10446,0.07993,0.09065
1987,West,Very concerned,0.48043,5686,10331,0.47080,0.49007
1987,West,Somewhat concerned,0.30048,3901,10331,0.29164,0.30932
1987,West,Not concerned at all,0.04370,744,10331,0.03976,0.04765
1988,West,Very concerned,0.46392,5237,9865,0.45407,0.47376
1988,West,Somewhat concerned,0.31870,3946,9865,0.30950,0.32789
1988,West,Not concerned at all,0.04285,682,9865,0.03885,0.04685
1989,West,Very concerned,0.51952,5636,9567,0.50951,0.52953
1989,West,Somewhat concerned,0.27211,3317,9567,0.26319,0.28103
1989,West,Not concerned at all,0.03740,614,9567,0.03360,0.04121
1990,West,Very concerned,0.51471,5595,9378,0.50459,0.52482
1990,West,Somewhat concerned,0.27173,3218,9378,0.26273,0.28073
1990,West,Not concerned at all,0.03986,565,9378,0.03590,0.04382
1990,East,Very concerned,0.45237,2588,4408,0.43767,0.46707
1990,East,Somewhat concerned,0.30036,1701,4408,0.28682,0.31389
1990,East,Not concerned at all,0.02419,119,4408,0.01966,0.02873
1991,West,Very concerned,0.42940,4644,9388,0.41939,0.43941
1991,West,Somewhat concerned,0.34872,4081,9388,0.33908,0.35836
1991,West,Not concerned at all,0.04471,663,9388,0.04053,0.04889
1991,East,Very concerned,0.36989,1900,4116,0.35514,0.38464
1991,East,Somewhat concerned,0.40368,2079,4116,0.38868,0.41867
1991,East,Not concerned at all,0.02944,137,4116,0.02427,0.03460
1992,West,Very concerned,0.47807,5168,9270,0.46790,0.48824
1992,West,Somewhat concerned,0.30642,3597,9270,0.29703,0.31580
1992,West,Not concerned at all,0.03573,505,9270,0.03195,0.03951
1992,East,Very concerned,0.46580,2253,3945,0.45023,0.48137
1992,East,Somewhat concerned,0.31650,1581,3945,0.30198,0.33102
1992,East,Not concerned at all,0.02386,111,3945,0.01910,0.02862
1993,West,Very concerned,0.42076,4595,9196,0.41067,0.43086
1993,West,Somewhat concerned,0.36073,4095,9196,0.35091,0.37054
1993,West,Not concerned at all,0.03658,506,9196,0.03274,0.04042
1993,East,Very concerned,0.39078,1853,3809,0.37528,0.40628
1993,East,Somewhat concerned,0.39415,1854,3809,0.37863,0.40967
1993,East,Not concerned at all,0.02380,102,3809,0.01896,0.02865
1994,West,Very concerned,0.32499,3494,9030,0.31533,0.33466
1994,West,Somewhat concerned,0.44035,4879,9030,0.43011,0.45059
1994,West,Not concerned at all,0.05187,657,9030,0.04730,0.05645
1994,East,Very concerned,0.30165,1392,3756,0.28697,0.31633
1994,East,Somewhat concerned,0.46987,2180,3756,0.45391,0.48584
1994,East,Not concerned at all,0.04120,184,3756,0.03484,0.04755
1995,West,Very concerned,0.36116,4092,9508,0.35150,0.37081
1995,West,Somewhat concerned,0.40287,4783,9508,0.39301,0.41273
1995,West,Not concerned at all,0.04853,633,9508,0.04421,0.05285
1995,East,Very concerned,0.34657,1518,3664,0.33115,0.36198
1995,East,Somewhat concerned,0.44001,2007,3664,0.42394,0.45609
1995,East,Not concerned at all,0.03102,139,3664,0.02541,0.03664
1996,West,Very concerned,0.30466,3342,9321,0.29531,0.31400
1996,West,Somewhat concerned,0.45384,5211,9321,0.44373,0.46395
1996,West,Not concerned at all,0.05734,768,9321,0.05262,0.06206
1996,East,Very concerned,0.30680,1337,3671,0.29188,0.32172
1996,East,Somewhat concerned,0.46857,2115,3671,0.45242,0.48471
1996,East,Not concerned at all,0.05066,219,3671,0.04356,0.05775
1997,West,Very concerned,0.28311,3044,9156,0.27388,0.29234
1997,West,Somewhat concerned,0.46235,5218,9156,0.45214,0.47256
1997,West,Not concerned at all,0.07131,894,9156,0.06604,0.07659
1997,East,Very concerned,0.30848,1283,3620,0.29343,0.32352
1997,East,Somewhat concerned,0.46852,2092,3620,0.45226,0.48478
1997,East,Not concerned at all,0.05541,245,3620,0.04795,0.06286
1998,West,Very concerned,0.27786,3361,10322,0.26922,0.28650
1998,West,Somewhat concerned,0.47170,6059,10322,0.46207,0.48134
1998,West,Not concerned at all,0.06890,902,10322,0.06401,0.07379
1998,East,Very concerned,0.26772,1186,3848,0.25372,0.28171
1998,East,Somewhat concerned,0.51584,2422,3848,0.50005,0.53163
1998,East,Not concerned at all,0.04965,240,3848,0.04279,0.05652
1999,West,Very concerned,0.19245,2224,9844,0.18466,0.20023
1999,West,Somewhat concerned,0.52176,6262,9844,0.51189,0.53163
1999,West,Not concerned at all,0.10449,1358,9844,0.09845,0.11053
1999,East,Very concerned,0.19143,814,3778,0.17889,0.20398
1999,East,Somewhat concerned,0.55766,2516,3778,0.54182,0.57350
1999,East,Not concerned at all,0.09589,448,3778,0.08650,0.10528
2000,West,Very concerned,0.21615,4709,18104,0.21015,0.22215
