year,sampreg,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,West,Somewhat concerned,0.47281,10560,18104,0.46554,0.48009
2000,West,Not concerned at all,0.12549,2835,18104,0.12066,0.13031
2000,East,Very concerned,0.23638,1562,5798,0.22545,0.24732
2000,East,Somewhat concerned,0.51079,3579,5798,0.49792,0.52366
2000,East,Not concerned at all,0.09376,657,5798,0.08625,0.10126
2001,West,Very concerned,0.20410,4029,16351,0.19793,0.21028
2001,West,Somewhat concerned,0.48357,9729,16351,0.47591,0.49123
2001,West,Not concerned at all,0.12641,2593,16351,0.12132,0.13150
2001,East,Very concerned,0.22204,1383,5397,0.21095,0.23313
2001,East,Somewhat concerned,0.52585,3361,5397,0.51252,0.53917
2001,East,Not concerned at all,0.10260,653,5397,0.09450,0.11069
2002,West,Very concerned,0.18918,3926,17499,0.18338,0.19498
2002,West,Somewhat concerned,0.49607,10681,17499,0.48866,0.50348
2002,West,Not concerned at all,0.13278,2892,17499,0.12775,0.13780
2002,East,Very concerned,0.20556,1216,5397,0.19478,0.21634
2002,East,Somewhat concerned,0.52922,3421,5397,0.51590,0.54253
2002,East,Not concerned at all,0.12381,760,5397,0.11502,0.13259
2003,West,Very concerned,0.19717,3793,16717,0.19114,0.20320
2003,West,Somewhat concerned,0.49917,10330,16717,0.49159,0.50675
2003,West,Not concerned at all,0.12234,2594,16717,0.11737,0.12731
2003,East,Very concerned,0.23096,1339,5318,0.21963,0.24228
2003,East,Somewhat concerned,0.53325,3374,5318,0.51984,0.54666
2003,East,Not concerned at all,0.09938,605,5318,0.09134,0.10742
2004,West,Very concerned,0.18993,3663,16254,0.18390,0.19596
2004,West,Somewhat concerned,0.49633,9864,16254,0.48864,0.50402
2004,West,Not concerned at all,0.13449,2727,16254,0.12924,0.13974
2004,East,Very concerned,0.21121,1184,5202,0.20011,0.22230
2004,East,Somewhat concerned,0.53189,3280,5202,0.51832,0.54545
2004,East,Not concerned at all,0.12431,738,5202,0.11535,0.13328
2005,West,Very concerned,0.23030,4184,15553,0.22368,0.23691
2005,West,Somewhat concerned,0.47624,9008,15553,0.46839,0.48409
2005,West,Not concerned at all,0.12117,2361,15553,0.11604,0.12630
2005,East,Very concerned,0.25970,1420,5017,0.24757,0.27183
2005,East,Somewhat concerned,0.50461,2979,5017,0.49077,0.51844
2005,East,Not concerned at all,0.10579,618,5017,0.09728,0.11430
2006,West,Very concerned,0.22130,4396,16543,0.21498,0.22763
2006,West,Somewhat concerned,0.48199,9890,16543,0.47437,0.48960
2006,West,Not concerned at all,0.11331,2257,16543,0.10848,0.11814
2006,East,Very concerned,0.21950,1341,5250,0.20830,0.23070
2006,East,Somewhat concerned,0.51480,3187,5250,0.50128,0.52832
2006,East,Not concerned at all,0.12605,722,5250,0.11707,0.13503
2007,West,Very concerned,0.30421,5623,15393,0.29694,0.31148
2007,West,Somewhat concerned,0.42282,8091,15393,0.41501,0.43062
2007,West,Not concerned at all,0.09150,1679,15393,0.08694,0.09605
2007,East,Very concerned,0.31027,1753,4986,0.29743,0.32311
2007,East,Somewhat concerned,0.45635,2676,4986,0.44252,0.47017
2007,East,Not concerned at all,0.10343,557,4986,0.09497,0.11188
2008,West,Very concerned,0.24044,4072,14490,0.23349,0.24740
2008,West,Somewhat concerned,0.47358,8476,14490,0.46545,0.48171
2008,West,Not concerned at all,0.11382,1942,14490,0.10865,0.11899
2008,East,Very concerned,0.22758,1197,4756,0.21567,0.23950
2008,East,Somewhat concerned,0.51910,2899,4756,0.50490,0.53330
2008,East,Not concerned at all,0.12681,660,4756,0.11735,0.13627
2009,West,Very concerned,0.22032,3565,13411,0.21330,0.22733
2009,West,Somewhat concerned,0.49780,8047,13411,0.48934,0.50626
2009,West,Not concerned at all,0.11377,1799,13411,0.10840,0.11915
2009,East,Very concerned,0.22693,1132,4530,0.21473,0.23913
2009,East,Somewhat concerned,0.50694,2730,4530,0.49238,0.52150
2009,East,Not concerned at all,0.13253,668,4530,0.12265,0.14240
2010,West,Very concerned,0.25726,5524,18425,0.25095,0.26358
2010,West,Somewhat concerned,0.48030,10763,18425,0.47309,0.48752
2010,West,Not concerned at all,0.09683,2138,18425,0.09256,0.10110
2010,East,Very concerned,0.24067,1408,5455,0.22933,0.25202
2010,East,Somewhat concerned,0.50725,3246,5455,0.49398,0.52051
2010,East,Not concerned at all,0.12675,801,5455,0.11792,0.13558
2011,West,Very concerned,0.23200,4905,15649,0.22538,0.23861
2011,West,Somewhat concerned,0.43085,9005,15649,0.42309,0.43861
2011,West,Not concerned at all,0.08658,1739,15649,0.08217,0.09099
2011,East,Very concerned,0.23077,1320,4842,0.21890,0.24264
2011,East,Somewhat concerned,0.44992,2840,4842,0.43591,0.46394
2011,East,Not concerned at all,0.10704,682,4842,0.09833,0.11575
2012,West,Very concerned,0.21395,4462,15559,0.20750,0.22039
2012,West,Somewhat concerned,0.45088,9217,15559,0.44306,0.45869
2012,West,Not concerned at all,0.09401,1880,15559,0.08943,0.09860
2012,East,Very concerned,0.20659,1203,4826,0.19516,0.21801
2012,East,Somewhat concerned,0.46835,2874,4826,0.45427,0.48243
2012,East,Not concerned at all,0.12029,749,4826,0.11111,0.12947
2013,West,Very concerned,0.18223,3837,14328,0.17591,0.18855
2013,West,Somewhat concerned,0.41216,8500,14328,0.40410,0.42022
2013,West,Not concerned at all,0.09703,1991,14328,0.09218,0.10188
2013,East,Very concerned,0.20049,1079,4438,0.18871,0.21227
2013,East,Somewhat concerned,0.44280,2598,4438,0.42819,0.45742
2013,East,Not concerned at all,0.13272,761,4438,0.12274,0.14270
2014,West,Very concerned,0.22451,5914,21395,0.21892,0.23010
2014,West,Somewhat concerned,0.48669,12366,21395,0.47999,0.49339
2014,West,Not concerned at all,0.12402,3115,21395,0.11960,0.12844
2014,East,Very concerned,0.21704,1324,5560,0.20620,0.22787
2014,East,Somewhat concerned,0.49167,3257,5560,0.47852,0.50481
2014,East,Not concerned at all,0.14497,979,5560,0.13571,0.15422
2015,West,Very concerned,0.21759,5214,19660,0.21182,0.22336
2015,West,Somewhat concerned,0.48077,11626,19660,0.47379,0.48776
2015,West,Not concerned at all,0.11754,2820,19660,0.11304,0.12204
2015,East,Very concerned,0.20445,1174,5216,0.19351,0.21540
2015,East,Somewhat concerned,0.49276,3051,5216,0.47920,0.50633
2015,East,Not concerned at all,0.14098,991,5216,0.13153,0.15042
2016,West,Very concerned,0.23655,5489,19044,0.23052,0.24259
2016,West,Somewhat concerned,0.46904,10895,19044,0.46195,0.47612
2016,West,Not concerned at all,0.12118,2660,19044,0.11655,0.12582
2016,East,Very concerned,0.21969,1311,5002,0.20822,0.23117
2016,East,Somewhat concerned,0.49361,2879,5002,0.47975,0.50746
2016,East,Not concerned at all,0.12927,812,5002,0.11997,0.13857
2017,West,Very concerned,0.27747,7004,20824,0.27139,0.28355
2017,West,Somewhat concerned,0.45083,11424,20824,0.44407,0.45758
2017,West,Not concerned at all,0.09829,2396,20824,0.09425,0.10234
2017,East,Very concerned,0.26840,1739,5565,0.25675,0.28004
2017,East,Somewhat concerned,0.45267,3034,5565,0.43959,0.46575
2017,East,Not concerned at all,0.11816,792,5565,0.10968,0.12665
2018,West,Very concerned,0.26286,6310,20081,0.25677,0.26894
2018,West,Somewhat concerned,0.46652,11207,20081,0.45962,0.47342
2018,West,Not concerned at all,0.10444,2564,20081,0.10021,0.10867
2018,East,Very concerned,0.24195,1546,5475,0.23061,0.25330
2018,East,Somewhat concerned,0.46930,3044,5475,0.45608,0.48252
2018,East,Not concerned at all,0.12440,885,5475,0.11566,0.13314
2019,West,Very concerned,0.37748,9478,20009,0.37077,0.38420
2019,West,Somewhat concerned,0.38213,9091,20009,0.37539,0.38886
2019,West,Not concerned at all,0.06594,1440,20009,0.06250,0.06938
2019,East,Very concerned,0.36672,2291,5522,0.35400,0.37943
2019,East,Somewhat concerned,0.39557,2726,5522,0.38267,0.40847
2019,East,Not concerned at all,0.07749,505,5522,0.07044,0.08454
2020,West,Very concerned,0.30307,7304,20246,0.29674,0.30940
2020,West,Somewhat concerned,0.43619,10594,20246,0.42936,0.44302
2020,West,Not concerned at all,0.08355,2348,20246,0.07973,0.08736
2020,East,Very concerned,0.27759,1767,5301,0.26553,0.28965
2020,East,Somewhat concerned,0.45695,2874,5301,0.44353,0.47036
2020,East,Not concerned at all,0.09984,660,5301,0.09177,0.10791
2021,West,Very concerned,0.36129,5956,13541,0.35320,0.36938
2021,West,Somewhat concerned,0.38802,6498,13541,0.37982,0.39623
2021,West,Not concerned at all,0.06924,1087,13541,0.06496,0.07352
2021,East,Very concerned,0.31301,1386,3614,0.29789,0.32813
2021,East,Somewhat concerned,0.43377,1852,3614,0.41761,0.44993
2021,East,Not concerned at all,0.08162,376,3614,0.07269,0.09055
