year,age_gr,bula_h,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Schleswig-Holstein,Very concerned,0.67250,61,94,0.57712,0.76788
1984,17-29 y.,Schleswig-Holstein,Somewhat concerned,0.31419,33,94,0.21985,0.40853
1984,17-29 y.,Hamburg,Very concerned,0.76356,45,45,0.63802,0.88911
1984,17-29 y.,Lower Saxony,Very concerned,0.65187,205,316,0.59926,0.70448
1984,17-29 y.,Lower Saxony,Somewhat concerned,0.30484,111,316,0.25401,0.35568
1984,17-29 y.,North Rhine-Westphalia,Very concerned,0.61019,538,950,0.57916,0.64122
1984,17-29 y.,North Rhine-Westphalia,Somewhat concerned,0.32465,330,950,0.29486,0.35444
1984,17-29 y.,North Rhine-Westphalia,Not concerned at all,0.05315,82,950,0.03888,0.06742
1984,17-29 y.,Hesse,Very concerned,0.62479,203,343,0.57348,0.67611
1984,17-29 y.,Hesse,Somewhat concerned,0.32995,140,343,0.28012,0.37979
1984,17-29 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.52167,124,235,0.45766,0.58567
1984,17-29 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.43273,111,235,0.36924,0.49621
1984,17-29 y.,Baden-Wuerttemberg,Very concerned,0.57844,334,645,0.54030,0.61658
1984,17-29 y.,Baden-Wuerttemberg,Somewhat concerned,0.32605,219,645,0.28984,0.36225
1984,17-29 y.,Baden-Wuerttemberg,Not concerned at all,0.08602,92,645,0.06437,0.10768
1984,17-29 y.,Bavaria,Very concerned,0.57685,314,557,0.53578,0.61791
1984,17-29 y.,Bavaria,Somewhat concerned,0.35213,205,557,0.31243,0.39183
1984,17-29 y.,Bavaria,Not concerned at all,0.04906,38,557,0.03111,0.06701
1984,17-29 y.,Berlin,Very concerned,0.50969,51,87,0.40404,0.61535
1984,17-29 y.,Berlin,Somewhat concerned,0.39914,36,87,0.29564,0.50265
1984,30-45 y.,Schleswig-Holstein,Very concerned,0.49337,69,132,0.40775,0.57898
1984,30-45 y.,Schleswig-Holstein,Somewhat concerned,0.43278,63,132,0.34793,0.51762
