year,quintil_oecd,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,Very concerned,0.35070,1048,2434,0.33174,0.36967
1984,1st Quintile,Somewhat concerned,0.30720,1005,2434,0.28887,0.32553
1984,1st Quintile,Not concerned at all,0.09911,381,2434,0.08724,0.11098
1984,2nd Quintile,Very concerned,0.39189,1131,2362,0.37219,0.41158
1984,2nd Quintile,Somewhat concerned,0.32720,978,2362,0.30827,0.34612
1984,2nd Quintile,Not concerned at all,0.06889,253,2362,0.05867,0.07910
1984,3rd Quintile,Very concerned,0.43257,1198,2333,0.41247,0.45268
1984,3rd Quintile,Somewhat concerned,0.32461,920,2333,0.30561,0.34362
1984,3rd Quintile,Not concerned at all,0.05391,215,2333,0.04474,0.06308
1984,4th Quintile,Very concerned,0.45425,1257,2464,0.43459,0.47391
1984,4th Quintile,Somewhat concerned,0.33259,981,2464,0.31398,0.35119
1984,4th Quintile,Not concerned at all,0.05543,226,2464,0.04639,0.06446
1984,5th Quintile,Very concerned,0.50555,1323,2381,0.48546,0.52563
1984,5th Quintile,Somewhat concerned,0.32901,886,2381,0.31014,0.34789
1984,5th Quintile,Not concerned at all,0.05236,172,2381,0.04341,0.06131
1985,1st Quintile,Very concerned,0.34254,893,2211,0.32275,0.36232
1985,1st Quintile,Somewhat concerned,0.33868,1017,2211,0.31895,0.35841
1985,1st Quintile,Not concerned at all,0.08033,301,2211,0.06900,0.09166
1985,2nd Quintile,Very concerned,0.35056,919,2123,0.33026,0.37087
1985,2nd Quintile,Somewhat concerned,0.36183,983,2123,0.34138,0.38227
1985,2nd Quintile,Not concerned at all,0.07137,221,2123,0.06042,0.08232
1985,3rd Quintile,Very concerned,0.40029,1006,2176,0.37970,0.42088
1985,3rd Quintile,Somewhat concerned,0.37364,971,2176,0.35330,0.39397
1985,3rd Quintile,Not concerned at all,0.06066,199,2176,0.05063,0.07069
1985,4th Quintile,Very concerned,0.42622,1073,2205,0.40557,0.44687
1985,4th Quintile,Somewhat concerned,0.38140,946,2205,0.36112,0.40168
1985,4th Quintile,Not concerned at all,0.05730,186,2205,0.04760,0.06700
1985,5th Quintile,Very concerned,0.42722,1028,2148,0.40630,0.44815
