year,bula_h,regtyp,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,Urban regions,No,0.97061,138,138,0.94233,0.99889
2016,Schleswig-Holstein,Rural regions,No,0.98534,356,356,0.97284,0.99784
2016,Hamburg,Urban regions,No,0.96710,257,257,0.94525,0.98895
2016,Lower Saxony,Urban regions,No,0.95780,550,550,0.94099,0.97462
2016,Lower Saxony,Rural regions,No,0.97087,759,759,0.95890,0.98285
2016,Bremen,Urban regions,No,0.95206,102,102,0.91039,0.99372
2016,North Rhine-Westphalia,Urban regions,Yes,0.01616,62,2848,0.01153,0.02079
2016,North Rhine-Westphalia,Urban regions,No,0.97444,2786,2848,0.96864,0.98024
2016,North Rhine-Westphalia,Rural regions,No,0.96860,51,51,0.92027,1.01694
2016,Hesse,Urban regions,No,0.97101,772,772,0.95916,0.98285
2016,Hesse,Rural regions,No,0.98429,175,175,0.96581,1.00277
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97101,611,611,0.95770,0.98433
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99668,223,223,0.98912,1.00425
2016,Baden-Wuerttemberg,Urban regions,Yes,0.02282,49,1449,0.01513,0.03051
2016,Baden-Wuerttemberg,Urban regions,No,0.96603,1400,1449,0.95670,0.97536
2016,Baden-Wuerttemberg,Rural regions,No,0.97049,169,169,0.94490,0.99608
2016,Bavaria,Urban regions,Yes,0.02925,41,1098,0.01928,0.03922
2016,Bavaria,Urban regions,No,0.96692,1057,1098,0.95634,0.97751
2016,Bavaria,Rural regions,No,0.98586,1177,1177,0.97912,0.99261
2016,Berlin,Urban regions,No,0.96667,590,590,0.95217,0.98116
2016,Brandenburg,Urban regions,No,0.99832,44,44,0.98608,1.01056
2016,Brandenburg,Rural regions,No,0.98735,509,509,0.97763,0.99707
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.98904,45,45,0.95827,1.01981
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.98434,277,277,0.96969,0.99899
2016,Saxony,Urban regions,No,0.96339,449,449,0.94600,0.98078
