year,bula_h,quintil_oecd_hh,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Thuringa,4th Quintile,No,0.97612,88,88,0.94404,1.00820
2016,Thuringa,5th Quintile,No,0.96900,52,52,0.92143,1.01657
2017,Schleswig-Holstein,1st Quintile,No,0.92782,130,130,0.88316,0.97247
2017,Schleswig-Holstein,2nd Quintile,No,0.99879,119,119,0.99251,1.00506
2017,Schleswig-Holstein,3rd Quintile,No,0.99384,108,108,0.97900,1.00867
2017,Schleswig-Holstein,4th Quintile,No,0.92027,99,99,0.86663,0.97390
2017,Schleswig-Holstein,5th Quintile,No,0.95944,92,92,0.91890,0.99997
2017,Hamburg,1st Quintile,No,0.93947,51,51,0.87337,1.00557
2017,Hamburg,2nd Quintile,No,0.96430,52,52,0.91338,1.01522
2017,Hamburg,3rd Quintile,No,0.94849,47,47,0.88462,1.01237
2017,Hamburg,5th Quintile,No,0.95102,72,72,0.90082,1.00122
2017,Lower Saxony,1st Quintile,No,0.95713,330,330,0.93524,0.97902
2017,Lower Saxony,2nd Quintile,No,0.99026,290,290,0.97893,1.00158
2017,Lower Saxony,3rd Quintile,No,0.97962,294,294,0.96344,0.99580
2017,Lower Saxony,4th Quintile,No,0.97281,302,302,0.95443,0.99118
2017,Lower Saxony,5th Quintile,No,0.95816,287,287,0.93496,0.98137
2017,Bremen,1st Quintile,No,0.93703,33,33,0.85286,1.02119
2017,North Rhine-Westphalia,1st Quintile,No,0.95826,688,688,0.94330,0.97321
2017,North Rhine-Westphalia,2nd Quintile,No,0.97676,590,590,0.96459,0.98893
2017,North Rhine-Westphalia,3rd Quintile,No,0.98857,594,594,0.98001,0.99713
2017,North Rhine-Westphalia,4th Quintile,No,0.98231,609,609,0.97183,0.99279
2017,North Rhine-Westphalia,5th Quintile,No,0.97900,647,647,0.96794,0.99006
2017,Hesse,1st Quintile,No,0.94048,203,203,0.90786,0.97311
2017,Hesse,2nd Quintile,No,0.99535,165,165,0.98493,1.00576
2017,Hesse,3rd Quintile,No,0.97146,195,195,0.94803,0.99489
2017,Hesse,4th Quintile,No,0.99019,210,210,0.97682,1.00355
2017,Hesse,5th Quintile,No,0.97632,251,251,0.95747,0.99517
2017,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.90074,172,172,0.85592,0.94556
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98132,200,200,0.96250,1.00013
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99400,169,169,0.98232,1.00568
2017,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98276,164,164,0.96278,1.00274
2017,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.96925,157,157,0.94217,0.99634
2017,Baden-Wuerttemberg,1st Quintile,No,0.96143,215,215,0.93563,0.98723
2017,Baden-Wuerttemberg,2nd Quintile,No,0.98750,281,281,0.97448,1.00051
2017,Baden-Wuerttemberg,3rd Quintile,No,0.98918,329,329,0.97798,1.00038
2017,Baden-Wuerttemberg,4th Quintile,No,0.98709,399,399,0.97600,0.99818
2017,Baden-Wuerttemberg,5th Quintile,No,0.96225,443,443,0.94448,0.98002
2017,Bavaria,1st Quintile,No,0.96528,370,370,0.94660,0.98396
2017,Bavaria,2nd Quintile,No,0.97686,493,493,0.96358,0.99015
2017,Bavaria,3rd Quintile,No,0.97078,490,490,0.95585,0.98571
2017,Bavaria,4th Quintile,No,0.96818,503,503,0.95282,0.98353
2017,Bavaria,5th Quintile,No,0.96210,557,557,0.94622,0.97797
2017,Berlin,1st Quintile,No,0.95998,164,164,0.92989,0.99007
2017,Berlin,2nd Quintile,No,0.92272,136,136,0.87767,0.96776
2017,Berlin,3rd Quintile,No,0.97230,107,107,0.94105,1.00354
2017,Berlin,4th Quintile,No,0.95063,107,107,0.90939,0.99187
2017,Berlin,5th Quintile,No,0.98709,116,116,0.96646,1.00772
2017,Brandenburg,1st Quintile,No,0.97182,151,151,0.94534,0.99830
2017,Brandenburg,2nd Quintile,No,0.99420,157,157,0.98229,1.00612
2017,Brandenburg,3rd Quintile,No,0.98720,142,142,0.96865,1.00576
2017,Brandenburg,4th Quintile,No,0.95228,83,83,0.90614,0.99842
2017,Brandenburg,5th Quintile,No,0.95532,69,69,0.90621,1.00442
2017,Mecklenburg-Western Pomerania,1st Quintile,No,0.96949,111,111,0.93735,1.00163
2017,Mecklenburg-Western Pomerania,2nd Quintile,No,0.97076,88,88,0.93535,1.00616
2017,Mecklenburg-Western Pomerania,4th Quintile,No,0.97117,41,41,0.91932,1.02303
2017,Saxony,1st Quintile,No,0.95724,229,229,0.93098,0.98350
2017,Saxony,2nd Quintile,No,0.98147,258,258,0.96499,0.99796
2017,Saxony,3rd Quintile,No,0.99392,220,220,0.98362,1.00422
2017,Saxony,4th Quintile,No,0.94864,158,158,0.91411,0.98317
2017,Saxony,5th Quintile,No,0.98040,92,92,0.95192,1.00888
2017,Saxony-Anhalt,1st Quintile,No,0.96260,170,170,0.93399,0.99121
2017,Saxony-Anhalt,2nd Quintile,No,0.99255,142,142,0.97835,1.00674
2017,Saxony-Anhalt,3rd Quintile,No,0.98450,98,98,0.95992,1.00908
2017,Saxony-Anhalt,4th Quintile,No,0.98117,83,83,0.95175,1.01059
2017,Saxony-Anhalt,5th Quintile,No,0.95847,63,63,0.90880,1.00813
2017,Thuringa,1st Quintile,No,0.97482,134,134,0.94819,1.00145
2017,Thuringa,2nd Quintile,No,0.96353,170,170,0.93527,0.99180
2017,Thuringa,3rd Quintile,No,0.98805,120,120,0.96853,1.00757
2017,Thuringa,4th Quintile,No,0.98870,97,97,0.96755,1.00984
2017,Thuringa,5th Quintile,No,0.98314,60,60,0.95029,1.01599
2018,Schleswig-Holstein,1st Quintile,No,0.91497,127,127,0.86627,0.96367
2018,Schleswig-Holstein,2nd Quintile,No,0.98493,119,119,0.96296,1.00691
2018,Schleswig-Holstein,3rd Quintile,No,0.99359,114,114,0.97889,1.00830
2018,Schleswig-Holstein,4th Quintile,No,0.99465,92,92,0.97967,1.00964
2018,Schleswig-Holstein,5th Quintile,No,0.98585,90,90,0.96131,1.01039
2018,Hamburg,1st Quintile,No,0.95521,70,70,0.90640,1.00401
2018,Hamburg,3rd Quintile,No,0.94010,57,57,0.87795,1.00225
2018,Hamburg,4th Quintile,No,0.96424,60,60,0.91685,1.01162
2018,Hamburg,5th Quintile,No,0.97285,72,72,0.93505,1.01065
2018,Lower Saxony,1st Quintile,No,0.95534,308,308,0.93223,0.97844
2018,Lower Saxony,2nd Quintile,No,0.97910,294,294,0.96272,0.99548
2018,Lower Saxony,3rd Quintile,No,0.96795,278,278,0.94721,0.98869
2018,Lower Saxony,4th Quintile,No,0.98561,261,261,0.97113,1.00009
2018,Lower Saxony,5th Quintile,No,0.97765,297,297,0.96081,0.99449
2018,Bremen,1st Quintile,No,0.90699,36,36,0.81077,1.00322
2018,North Rhine-Westphalia,1st Quintile,No,0.95269,713,713,0.93709,0.96828
2018,North Rhine-Westphalia,2nd Quintile,No,0.98612,628,628,0.97697,0.99528
2018,North Rhine-Westphalia,3rd Quintile,No,0.95932,568,568,0.94306,0.97558
2018,North Rhine-Westphalia,4th Quintile,No,0.98226,573,573,0.97144,0.99308
2018,North Rhine-Westphalia,5th Quintile,No,0.97336,627,627,0.96074,0.98597
2018,Hesse,1st Quintile,No,0.95267,184,184,0.92191,0.98344
2018,Hesse,2nd Quintile,No,0.95629,166,166,0.92509,0.98749
2018,Hesse,3rd Quintile,No,0.99714,190,190,0.98952,1.00475
2018,Hesse,4th Quintile,No,0.94187,188,188,0.90833,0.97541
2018,Hesse,5th Quintile,No,0.95537,241,241,0.92924,0.98149
2018,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.92098,191,191,0.88262,0.95934
2018,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99161,185,185,0.97843,1.00479
2018,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99280,164,164,0.97982,1.00578
2018,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.95602,170,170,0.92510,0.98693
2018,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99262,158,158,0.97924,1.00601
2018,Baden-Wuerttemberg,1st Quintile,No,0.94832,204,204,0.91787,0.97877
2018,Baden-Wuerttemberg,2nd Quintile,No,0.98569,290,290,0.97200,0.99938
2018,Baden-Wuerttemberg,3rd Quintile,No,0.98864,309,309,0.97681,1.00048
2018,Baden-Wuerttemberg,4th Quintile,No,0.97906,370,370,0.96445,0.99367
2018,Baden-Wuerttemberg,5th Quintile,No,0.96264,401,401,0.94405,0.98122
2018,Bavaria,1st Quintile,No,0.96417,378,378,0.94541,0.98293
2018,Bavaria,2nd Quintile,No,0.98674,471,471,0.97640,0.99708
2018,Bavaria,3rd Quintile,No,0.96779,429,429,0.95106,0.98452
2018,Bavaria,4th Quintile,No,0.97842,503,503,0.96571,0.99113
2018,Bavaria,5th Quintile,No,0.97500,551,551,0.96195,0.98805
2018,Berlin,1st Quintile,No,0.95204,181,181,0.92083,0.98326
2018,Berlin,2nd Quintile,No,0.97764,133,133,0.95242,1.00286
2018,Berlin,3rd Quintile,No,0.98062,109,109,0.95462,1.00662
2018,Berlin,4th Quintile,No,0.97209,120,120,0.94250,1.00169
2018,Berlin,5th Quintile,No,0.94589,116,116,0.90454,0.98724
2018,Brandenburg,1st Quintile,No,0.95992,187,187,0.93174,0.98811
2018,Brandenburg,2nd Quintile,No,0.94966,161,161,0.91578,0.98354
2018,Brandenburg,3rd Quintile,No,0.97972,135,135,0.95586,1.00359
2018,Brandenburg,4th Quintile,No,0.96938,79,79,0.93114,1.00761
2018,Brandenburg,5th Quintile,No,0.98567,68,68,0.95722,1.01413
2018,Mecklenburg-Western Pomerania,1st Quintile,No,0.97594,123,123,0.94874,1.00313
2018,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99436,61,61,0.97540,1.01331
2018,Mecklenburg-Western Pomerania,4th Quintile,No,0.99703,50,50,0.98178,1.01227
2018,Mecklenburg-Western Pomerania,5th Quintile,No,0.94807,33,33,0.87120,1.02495
2018,Saxony,1st Quintile,No,0.95833,219,219,0.93181,0.98486
2018,Saxony,2nd Quintile,No,0.97744,302,302,0.96066,0.99421
2018,Saxony,3rd Quintile,No,0.97486,203,203,0.95327,0.99645
2018,Saxony,4th Quintile,No,0.97111,138,138,0.94306,0.99916
2018,Saxony,5th Quintile,No,0.98811,95,95,0.96620,1.01002
2018,Saxony-Anhalt,1st Quintile,No,0.98137,186,186,0.96189,1.00086
2018,Saxony-Anhalt,2nd Quintile,No,0.98030,137,137,0.95695,1.00366
2018,Saxony-Anhalt,3rd Quintile,No,0.98625,109,109,0.96429,1.00821
2018,Saxony-Anhalt,4th Quintile,No,0.99980,74,74,0.99653,1.00307
2018,Saxony-Anhalt,5th Quintile,No,0.92003,58,58,0.84961,0.99045
2018,Thuringa,1st Quintile,No,0.96238,145,145,0.93130,0.99346
2018,Thuringa,2nd Quintile,No,0.99785,164,164,0.99074,1.00496
2018,Thuringa,3rd Quintile,No,0.98814,111,111,0.96791,1.00837
2018,Thuringa,4th Quintile,No,0.97831,91,91,0.94822,1.00841
2018,Thuringa,5th Quintile,No,0.93820,53,53,0.87275,1.00365
2019,Schleswig-Holstein,1st Quintile,No,0.92048,101,101,0.86745,0.97351
2019,Schleswig-Holstein,2nd Quintile,No,0.99088,119,119,0.97372,1.00803
2019,Schleswig-Holstein,3rd Quintile,No,0.95749,108,108,0.91926,0.99572
2019,Schleswig-Holstein,4th Quintile,No,0.98958,99,99,0.96948,1.00968
2019,Schleswig-Holstein,5th Quintile,No,0.97309,145,145,0.94666,0.99952
2019,Hamburg,1st Quintile,No,0.97334,68,68,0.93478,1.01191
2019,Hamburg,2nd Quintile,No,0.94955,53,53,0.89006,1.00904
2019,Hamburg,3rd Quintile,No,0.94112,47,47,0.87309,1.00915
2019,Hamburg,4th Quintile,No,0.92226,68,68,0.85815,0.98638
2019,Hamburg,5th Quintile,No,0.98746,111,111,0.96666,1.00826
2019,Lower Saxony,1st Quintile,No,0.93078,277,277,0.90083,0.96072
2019,Lower Saxony,2nd Quintile,No,0.97467,277,277,0.95613,0.99320
2019,Lower Saxony,3rd Quintile,No,0.96163,253,253,0.93792,0.98535
2019,Lower Saxony,4th Quintile,No,0.98156,289,289,0.96603,0.99710
2019,Lower Saxony,5th Quintile,No,0.98245,360,360,0.96887,0.99603
2019,Bremen,1st Quintile,No,0.90040,33,33,0.79665,1.00416
2019,North Rhine-Westphalia,1st Quintile,No,0.93957,612,612,0.92067,0.95846
2019,North Rhine-Westphalia,2nd Quintile,No,0.98612,592,592,0.97669,0.99555
2019,North Rhine-Westphalia,3rd Quintile,No,0.97126,527,527,0.95698,0.98554
2019,North Rhine-Westphalia,4th Quintile,No,0.98661,577,577,0.97722,0.99600
2019,North Rhine-Westphalia,5th Quintile,Yes,0.02476,36,913,0.01468,0.03485
2019,North Rhine-Westphalia,5th Quintile,No,0.97493,877,913,0.96478,0.98508
2019,Hesse,1st Quintile,No,0.93551,156,156,0.89684,0.97418
2019,Hesse,2nd Quintile,No,0.97720,160,160,0.95400,1.00040
2019,Hesse,3rd Quintile,No,0.96581,186,186,0.93962,0.99199
2019,Hesse,4th Quintile,No,0.98091,183,183,0.96104,1.00079
2019,Hesse,5th Quintile,No,0.96953,365,365,0.95188,0.98719
2019,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.93011,182,182,0.89296,0.96725
2019,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99371,174,174,0.98193,1.00549
2019,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99177,154,154,0.97746,1.00609
2019,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.97896,152,152,0.95607,1.00185
2019,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.97175,231,231,0.95034,0.99316
2019,Baden-Wuerttemberg,1st Quintile,No,0.94972,204,204,0.91967,0.97978
2019,Baden-Wuerttemberg,2nd Quintile,No,0.95577,233,233,0.92931,0.98222
2019,Baden-Wuerttemberg,3rd Quintile,No,0.98431,299,299,0.97021,0.99842
2019,Baden-Wuerttemberg,4th Quintile,No,0.95651,336,336,0.93467,0.97835
2019,Baden-Wuerttemberg,5th Quintile,No,0.98133,557,557,0.97008,0.99258
2019,Bavaria,1st Quintile,No,0.95589,324,324,0.93349,0.97828
2019,Bavaria,2nd Quintile,No,0.98446,438,438,0.97286,0.99605
2019,Bavaria,3rd Quintile,No,0.98137,456,456,0.96894,0.99379
2019,Bavaria,4th Quintile,No,0.96396,490,490,0.94743,0.98048
2019,Bavaria,5th Quintile,No,0.96386,738,738,0.95039,0.97734
2019,Berlin,1st Quintile,No,0.93817,156,156,0.90026,0.97609
2019,Berlin,2nd Quintile,No,0.94445,132,132,0.90523,0.98368
2019,Berlin,3rd Quintile,No,0.98435,114,114,0.96147,1.00724
2019,Berlin,4th Quintile,No,0.93574,120,120,0.89168,0.97980
2019,Berlin,5th Quintile,No,0.98354,173,173,0.96453,1.00256
2019,Brandenburg,1st Quintile,No,0.97638,173,173,0.95368,0.99907
2019,Brandenburg,2nd Quintile,No,0.98903,145,145,0.97201,1.00604
2019,Brandenburg,3rd Quintile,No,0.98091,131,131,0.95738,1.00443
2019,Brandenburg,4th Quintile,No,0.97519,113,113,0.94639,1.00400
2019,Brandenburg,5th Quintile,No,0.96198,142,142,0.93042,0.99355
2019,Mecklenburg-Western Pomerania,1st Quintile,No,0.95680,107,107,0.91809,0.99550
2019,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98771,93,93,0.96520,1.01022
2019,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99156,71,71,0.97012,1.01299
2019,Mecklenburg-Western Pomerania,4th Quintile,No,0.98935,50,50,0.96060,1.01809
2019,Mecklenburg-Western Pomerania,5th Quintile,No,0.98805,73,73,0.96296,1.01315
2019,Saxony,1st Quintile,No,0.97529,205,205,0.95399,0.99659
2019,Saxony,2nd Quintile,No,0.97379,242,242,0.95361,0.99396
2019,Saxony,3rd Quintile,No,0.97067,214,214,0.94801,0.99333
2019,Saxony,4th Quintile,No,0.98927,160,160,0.97326,1.00529
2019,Saxony,5th Quintile,No,0.97555,190,190,0.95354,0.99757
2019,Saxony-Anhalt,1st Quintile,No,0.97460,148,148,0.94916,1.00003
2019,Saxony-Anhalt,2nd Quintile,No,0.99153,137,137,0.97612,1.00693
2019,Saxony-Anhalt,3rd Quintile,No,0.98096,90,90,0.95257,1.00935
2019,Saxony-Anhalt,4th Quintile,No,0.97356,76,76,0.93724,1.00987
2019,Saxony-Anhalt,5th Quintile,No,0.93552,106,106,0.88854,0.98250
2019,Thuringa,1st Quintile,No,0.96474,129,129,0.93278,0.99669
2019,Thuringa,2nd Quintile,No,0.95743,137,137,0.92350,0.99136
2019,Thuringa,3rd Quintile,No,0.99146,122,122,0.97507,1.00786
2019,Thuringa,4th Quintile,No,0.96044,81,81,0.91773,1.00316
2019,Thuringa,5th Quintile,No,0.98337,98,98,0.95792,1.00882
2020,Schleswig-Holstein,1st Quintile,No,0.85857,98,98,0.78922,0.92792
2020,Schleswig-Holstein,2nd Quintile,No,0.95957,106,106,0.92190,0.99725
2020,Schleswig-Holstein,3rd Quintile,No,0.95255,102,102,0.91108,0.99401
2020,Schleswig-Holstein,4th Quintile,No,0.97251,99,99,0.94013,1.00488
2020,Schleswig-Holstein,5th Quintile,No,0.96933,125,125,0.93899,0.99968
2020,Hamburg,1st Quintile,No,0.94804,62,62,0.89234,1.00374
2020,Hamburg,2nd Quintile,No,0.99010,61,61,0.96504,1.01515
2020,Hamburg,3rd Quintile,No,0.91222,59,59,0.83940,0.98505
2020,Hamburg,4th Quintile,No,0.89572,60,60,0.81773,0.97370
2020,Hamburg,5th Quintile,No,0.88981,103,103,0.82904,0.95058
2020,Lower Saxony,1st Quintile,No,0.94284,322,322,0.91745,0.96824
2020,Lower Saxony,2nd Quintile,No,0.98742,311,311,0.97502,0.99983
2020,Lower Saxony,3rd Quintile,No,0.99016,237,237,0.97756,1.00275
2020,Lower Saxony,4th Quintile,No,0.97048,260,260,0.94987,0.99110
2020,Lower Saxony,5th Quintile,No,0.98282,318,318,0.96852,0.99713
2020,Bremen,1st Quintile,No,0.88999,40,40,0.79178,0.98819
2020,North Rhine-Westphalia,1st Quintile,No,0.92377,777,777,0.90510,0.94244
2020,North Rhine-Westphalia,2nd Quintile,No,0.96536,671,671,0.95151,0.97921
2020,North Rhine-Westphalia,3rd Quintile,No,0.97984,557,557,0.96816,0.99152
2020,North Rhine-Westphalia,4th Quintile,No,0.97954,552,552,0.96772,0.99136
2020,North Rhine-Westphalia,5th Quintile,No,0.96566,747,747,0.95259,0.97873
2020,Hesse,1st Quintile,No,0.90808,197,197,0.86764,0.94853
2020,Hesse,2nd Quintile,No,0.96867,187,187,0.94363,0.99371
2020,Hesse,3rd Quintile,No,0.95783,194,194,0.92948,0.98619
2020,Hesse,4th Quintile,No,0.96601,192,192,0.94032,0.99171
2020,Hesse,5th Quintile,No,0.95442,299,299,0.93074,0.97810
2020,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.91593,198,198,0.87718,0.95468
2020,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99503,181,181,0.98476,1.00530
2020,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.97666,157,157,0.95296,1.00035
2020,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98863,140,140,0.97101,1.00626
2020,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.98682,170,170,0.96962,1.00401
2020,Baden-Wuerttemberg,1st Quintile,No,0.89316,293,293,0.85773,0.92859
2020,Baden-Wuerttemberg,2nd Quintile,No,0.98785,266,266,0.97465,1.00104
2020,Baden-Wuerttemberg,3rd Quintile,No,0.97843,281,281,0.96142,0.99545
2020,Baden-Wuerttemberg,4th Quintile,No,0.97677,344,344,0.96083,0.99271
2020,Baden-Wuerttemberg,5th Quintile,No,0.95895,500,500,0.94154,0.97636
2020,Bavaria,1st Quintile,No,0.93937,439,439,0.91702,0.96172
2020,Bavaria,2nd Quintile,No,0.98330,515,515,0.97222,0.99438
2020,Bavaria,3rd Quintile,No,0.97352,462,462,0.95887,0.98818
2020,Bavaria,4th Quintile,No,0.95629,491,491,0.93819,0.97439
2020,Bavaria,5th Quintile,Yes,0.03879,35,661,0.02406,0.05352
2020,Bavaria,5th Quintile,No,0.95184,626,661,0.93551,0.96818
2020,Berlin,1st Quintile,No,0.94471,193,193,0.91238,0.97704
2020,Berlin,2nd Quintile,No,0.96294,169,169,0.93437,0.99150
2020,Berlin,3rd Quintile,No,0.95880,135,135,0.92515,0.99245
2020,Berlin,4th Quintile,No,0.96224,148,148,0.93142,0.99305
2020,Berlin,5th Quintile,No,0.97284,174,174,0.94862,0.99706
2020,Brandenburg,1st Quintile,No,0.96810,156,156,0.94043,0.99576
2020,Brandenburg,2nd Quintile,No,0.98597,158,158,0.96757,1.00437
2020,Brandenburg,3rd Quintile,No,0.96134,125,125,0.92741,0.99527
2020,Brandenburg,4th Quintile,No,0.89568,103,103,0.83635,0.95500
2020,Brandenburg,5th Quintile,No,0.98039,121,121,0.95557,1.00520
2020,Mecklenburg-Western Pomerania,1st Quintile,No,0.97510,89,89,0.94254,1.00766
2020,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99361,93,93,0.97732,1.00989
2020,Mecklenburg-Western Pomerania,3rd Quintile,No,0.98748,55,55,0.95782,1.01714
2020,Mecklenburg-Western Pomerania,4th Quintile,No,0.94334,35,35,0.86564,1.02105
2020,Mecklenburg-Western Pomerania,5th Quintile,No,0.98480,56,56,0.95247,1.01713
2020,Saxony,1st Quintile,No,0.96396,197,197,0.93787,0.99006
2020,Saxony,2nd Quintile,No,0.98247,263,263,0.96657,0.99836
2020,Saxony,3rd Quintile,No,0.98350,206,206,0.96605,1.00094
2020,Saxony,4th Quintile,No,0.97514,140,140,0.94926,1.00102
2020,Saxony,5th Quintile,No,0.97100,158,158,0.94476,0.99725
2020,Saxony-Anhalt,1st Quintile,No,0.96456,163,163,0.93609,0.99303
2020,Saxony-Anhalt,2nd Quintile,No,0.99376,122,122,0.97974,1.00779
2020,Saxony-Anhalt,3rd Quintile,No,0.99298,98,98,0.97635,1.00960
2020,Saxony-Anhalt,4th Quintile,No,0.98710,85,85,0.96296,1.01123
2020,Saxony-Anhalt,5th Quintile,No,0.93345,87,87,0.88077,0.98613
