year,rentown,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2004,Owner,West,4456,118.50924,116.77099,120.08032,90.00000,115.00000,140.00000,15.00000,215.00000,115.00000,110.00000,120.00000
2004,Owner,East,1105,103.70031,101.28027,106.29739,80.00000,100.00000,120.00000,20.00000,180.00000,100.00000,100.00000,100.00000
2004,Tenant,West,4326,74.72632,73.56436,75.64714,57.00000,70.00000,89.00000,12.00000,137.00000,70.00000,68.00000,70.00000
2004,Tenant,East,1656,63.26150,62.18253,64.35425,50.00000,60.00000,72.00000,17.00000,105.00000,60.00000,59.97500,61.00000
2005,Owner,West,4280,119.51974,117.94797,121.19470,90.00000,120.00000,140.00000,15.00000,215.00000,120.00000,120.00000,126.00000
2005,Owner,East,1105,103.38340,100.72827,106.38490,78.00000,100.00000,120.00000,15.00000,183.00000,100.00000,100.00000,100.00000
2005,Tenant,West,4227,74.99765,73.96074,75.97282,58.00000,70.00000,89.00000,11.50000,135.50000,70.00000,68.00000,70.00000
2005,Tenant,East,1586,64.06365,62.53148,65.59387,50.00000,60.00000,72.00000,17.00000,105.00000,60.00000,59.00000,60.00000
2006,Owner,West,4794,120.02080,117.97964,121.58118,90.00000,120.00000,140.00000,15.00000,215.00000,120.00000,120.00000,125.00000
2006,Owner,East,1209,102.57559,99.86525,105.60523,80.00000,100.00000,120.00000,30.00000,180.00000,100.00000,100.00000,102.00000
2006,Tenant,West,4542,74.83553,73.80430,75.69487,57.00000,70.00000,88.00000,10.50000,134.50000,70.00000,69.00000,70.00000
2006,Tenant,East,1718,63.65125,62.39573,64.89481,50.00000,60.00000,72.00000,17.00000,105.00000,60.00000,60.00000,60.00000
2007,Owner,West,4480,120.69397,118.78678,121.97171,90.00000,120.00000,140.00000,15.00000,215.00000,120.00000,120.00000,125.00000
2007,Owner,East,1140,104.07764,101.23429,107.18773,80.00000,100.00000,120.00000,20.00000,180.00000,100.00000,100.00000,100.00000
2007,Tenant,West,4213,75.52139,74.49940,76.54536,58.00000,70.00000,89.00000,11.50000,135.50000,70.00000,68.00000,70.00000
2007,Tenant,East,1620,64.46811,63.17167,65.89250,50.00000,60.00000,74.00000,14.00000,110.00000,60.00000,59.00000,60.00000
2008,Owner,West,4275,121.47571,119.85604,123.00731,90.00000,120.00000,140.00000,16.00000,215.00000,120.00000,120.00000,120.00000
2008,Owner,East,1104,103.42479,100.76408,106.00936,80.00000,100.00000,120.00000,25.00000,180.00000,100.00000,99.00000,100.00000
2008,Tenant,West,3896,75.41751,74.20558,76.28936,57.00000,70.00000,89.00000,10.00000,137.00000,70.00000,68.00000,70.00000
2008,Tenant,East,1547,64.51691,63.14111,66.11650,50.00000,60.00000,74.00000,14.00000,110.00000,60.00000,58.00000,60.00000
2009,Owner,West,3979,121.72999,119.96012,123.49284,90.00000,120.00000,140.00000,15.00000,215.00000,120.00000,120.00000,120.00000
2009,Owner,East,1084,104.71037,101.81478,106.97845,80.00000,100.00000,120.00000,20.00000,180.00000,100.00000,97.00000,100.00000
2009,Tenant,West,3643,76.29558,75.28067,77.37743,58.00000,71.00000,90.00000,10.00000,138.00000,71.00000,69.97500,72.00000
2009,Tenant,East,1471,63.64460,62.03397,64.96792,50.00000,60.00000,72.00000,17.00000,105.00000,60.00000,59.00000,60.00000
2010,Owner,West,5091,122.17258,120.41830,123.64906,90.00000,120.00000,144.00000,13.00000,225.00000,120.00000,120.00000,120.00000
2010,Owner,East,1240,106.49072,103.60646,109.32164,80.00000,100.00000,120.00000,30.00000,180.00000,100.00000,92.97500,100.00000
2010,Tenant,West,5548,76.61123,75.41762,77.91429,58.00000,71.64878,90.00000,14.00000,138.00000,72.00000,71.00000,74.00000
2010,Tenant,East,1920,64.06549,62.61801,65.29514,50.00000,60.00000,73.00000,15.50000,107.50000,60.00000,58.00000,60.00000
2011,Owner,West,6308,122.41493,120.90024,124.06629,90.00000,120.00000,145.00000,30.00000,227.50000,120.00000,120.00000,120.00000
2011,Owner,East,1413,107.27995,104.90495,109.74692,84.00000,100.00000,120.20667,29.69000,174.51667,100.00000,91.97500,100.00000
2011,Tenant,West,6551,75.80160,74.83321,76.70011,57.00000,72.00000,90.00000,11.00000,139.50000,72.00000,72.00000,74.00000
2011,Tenant,East,2331,64.10696,62.61177,65.33914,50.00000,60.00000,73.00000,15.50000,107.50000,60.00000,59.00000,60.00000
2012,Owner,West,6217,123.17909,121.80635,124.87093,90.00000,120.00000,145.00000,20.00000,227.50000,120.00000,120.00000,120.00000
2012,Owner,East,1379,107.88201,105.39589,110.07566,82.00000,102.00000,120.00000,25.00000,177.00000,102.00000,97.00000,104.00000
2012,Tenant,West,6374,76.08158,75.19876,77.15928,56.00000,71.00000,90.00000,12.00000,141.00000,71.00000,70.00000,72.00000
2012,Tenant,East,2333,64.36270,63.17965,65.72762,50.00000,60.00000,72.14095,16.78857,105.35238,60.00000,58.00000,60.00000
2013,Owner,West,6371,122.80547,121.10315,124.34721,90.00000,120.00000,146.00000,20.00000,230.00000,120.00000,120.00000,120.00000
2013,Owner,East,1337,107.41980,104.89749,109.62725,80.00000,100.00000,120.00000,20.00000,180.00000,100.00000,90.00000,100.00000
2013,Tenant,West,7842,75.47061,74.21935,76.44834,56.00000,70.00000,89.00000,10.00000,138.50000,70.00000,68.00000,70.00000
2013,Tenant,East,2320,64.05482,62.76736,65.30350,50.00000,60.00000,72.00000,17.00000,105.00000,60.00000,58.00000,60.00000
2014,Owner,West,5819,123.91864,122.26031,125.51135,92.00000,120.00000,147.00000,13.00000,229.50000,120.00000,120.00000,120.00000
2014,Owner,East,1233,107.85451,105.76551,110.31386,80.00000,100.00000,125.00000,30.00000,192.50000,100.00000,95.00000,100.00000
2014,Tenant,West,6628,76.14131,75.14329,77.17546,57.00000,72.00000,90.00000,10.00000,139.50000,72.00000,71.00000,74.00000
2014,Tenant,East,2148,63.93134,62.52027,65.31608,50.00000,60.00000,72.00000,17.00000,105.00000,60.00000,59.00000,60.00000
2015,Owner,West,5545,123.90872,122.13258,125.68075,90.00000,120.00000,148.06928,11.00000,235.17319,120.00000,120.00000,120.00000
2015,Owner,East,1194,107.53159,104.89340,110.20597,80.00000,102.00000,125.00000,20.00000,192.50000,102.00000,96.00000,104.00000
2015,Tenant,West,6937,76.19246,75.11875,77.33127,57.00000,72.00000,90.00000,10.00000,139.50000,72.00000,71.00000,74.00000
2015,Tenant,East,2088,63.68009,62.19918,65.02396,50.00000,60.00000,73.00000,15.50000,107.50000,60.00000,59.00000,60.00000
2016,Owner,West,5146,124.28155,122.44243,126.06974,92.00000,120.00000,150.00000,20.00000,237.00000,120.00000,120.00000,120.00000
2016,Owner,East,1156,110.14561,107.47904,113.12684,85.00000,106.01620,127.36418,30.00000,190.91045,106.00000,102.00000,112.00000
2016,Tenant,West,6081,76.33187,75.19271,77.42703,56.00000,72.00000,90.00000,11.00000,141.00000,72.00000,70.00000,74.00000
2016,Tenant,East,1918,63.82484,62.32869,65.19703,49.00000,60.00000,73.00000,14.00000,109.00000,60.00000,58.00000,60.00000
2017,Owner,West,5750,124.79406,123.06962,126.27279,94.00000,120.00000,148.00000,16.00000,229.00000,120.00000,120.00000,120.00000
2017,Owner,East,1313,111.11117,108.50742,113.69600,88.00000,106.80470,130.00000,30.00000,193.00000,107.00000,104.00000,112.00000
2017,Tenant,West,7969,75.78103,74.74222,76.73140,56.00000,70.00000,90.00000,9.00000,141.00000,70.00000,68.00000,70.00000
2017,Tenant,East,2399,64.12814,62.51282,65.39313,49.00000,60.00000,73.00000,13.00000,109.00000,60.00000,59.00000,60.00000
2018,Owner,West,5504,125.12232,123.45639,126.62638,95.00000,120.00000,150.00000,20.00000,232.50000,120.00000,120.00000,120.00000
2018,Owner,East,1254,111.39029,108.77388,114.19404,88.00000,110.00000,130.00000,25.00000,193.00000,110.00000,110.00000,116.00000
2018,Tenant,West,8534,76.01913,75.03394,77.29598,56.00000,71.00000,90.00000,11.00000,141.00000,71.00000,70.00000,72.00000
2018,Tenant,East,2517,64.76875,63.41660,66.31894,50.00000,60.00000,74.00000,14.00000,110.00000,60.00000,58.00000,60.00000
2019,Owner,West,6319,126.44637,124.57733,128.11696,95.00000,120.00000,150.00000,22.00000,232.50000,120.00000,120.00000,120.00000
2019,Owner,East,1549,112.62937,109.57111,115.25244,90.00000,110.00000,130.00000,30.00000,190.00000,110.00000,106.00000,115.00000
2019,Tenant,West,8117,76.71479,75.63273,77.90538,56.00000,72.00000,90.00000,10.00000,141.00000,72.00000,71.00000,74.00000
2019,Tenant,East,2355,65.39256,63.92434,66.80466,50.00000,60.00000,75.00000,15.00000,112.50000,60.00000,58.00000,60.00000
2020,Owner,West,5631,128.44170,126.59425,130.09513,98.00000,120.00000,150.00000,22.00000,228.00000,120.00000,116.00000,120.00000
2020,Owner,East,1365,114.26566,110.69969,117.87589,90.00000,110.00000,130.00000,30.00000,190.00000,110.00000,105.00000,112.00000
2020,Tenant,West,9856,76.89937,75.86155,77.89451,56.00000,72.00000,90.00000,9.00000,141.00000,72.00000,70.00000,74.00000
2020,Tenant,East,2477,66.74526,65.32471,68.36690,50.00000,62.00000,75.00000,12.50000,112.50000,62.00000,60.00000,64.00000
2021,Owner,West,4145,128.40512,126.08354,130.50361,95.00000,120.00000,150.00000,23.00000,232.50000,120.00000,117.00000,120.00000
2021,Owner,East,954,116.43221,112.53211,120.48226,90.00000,114.00000,134.00000,32.00000,200.00000,114.00000,108.00000,118.00000
2021,Tenant,West,5829,76.72721,75.38596,78.23774,57.00000,72.00000,90.00000,9.00000,139.50000,72.00000,70.00000,74.00000
2021,Tenant,East,1634,67.20834,65.29090,69.15025,52.00000,62.00000,76.00000,16.00000,112.00000,62.00000,59.00000,64.00000
