year,bula_h,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,Owner,99,105.41651,98.08455,112.74847,79.10052,100.00000,120.00000,38.00000,181.34921,100.00000,95.00000,110.00000
1984,Schleswig-Holstein,Tenant,98,69.43695,64.11403,74.75988,51.00000,67.00000,80.17188,20.00000,123.92969,67.00000,60.00000,70.00000
1984,Hamburg,Owner,,,,,,,,,,,,
1984,Hamburg,Tenant,144,59.93299,57.56779,62.29820,50.00000,60.00000,68.00000,23.00000,95.00000,60.00000,57.00000,62.00000
1984,Lower Saxony,Owner,255,111.68548,107.33440,116.03657,86.54434,110.00000,133.51470,40.00000,203.97025,110.00000,100.00000,116.00000
1984,Lower Saxony,Tenant,333,70.77775,68.28600,73.26950,55.00000,68.00000,84.00000,18.00000,127.50000,68.00000,65.00000,70.00000
1984,Bremen,Owner,,,,,,,,,,,,
1984,Bremen,Tenant,58,60.79572,57.52492,64.06651,53.00000,59.41145,68.00000,33.00000,90.50000,60.00000,55.00000,65.00000
1984,North Rhine-Westphalia,Owner,441,105.41104,101.78707,109.03501,80.00000,100.00000,125.00000,30.00000,192.50000,100.00000,100.00000,105.00000
1984,North Rhine-Westphalia,Tenant,1151,67.45745,65.99830,68.91659,50.00000,65.00000,80.00000,6.00000,125.00000,65.00000,64.00000,67.00000
1984,Hesse,Owner,169,111.93980,105.19101,118.68860,80.00000,100.00000,135.00000,34.00000,217.50000,100.00000,92.00000,112.07500
1984,Hesse,Tenant,417,71.74541,69.33684,74.15398,56.00000,71.00000,87.00000,9.50000,133.50000,71.00000,67.97500,73.00000
1984,"Rhineland-Palatinate, Saarland",Owner,199,110.42826,104.85368,116.00284,80.00000,110.00000,130.00000,35.00000,205.00000,110.00000,100.00000,110.00000
1984,"Rhineland-Palatinate, Saarland",Tenant,198,73.23528,69.69190,76.77866,60.00000,70.00000,89.66893,15.49661,134.17232,70.00000,69.95000,75.00000
1984,Baden-Wuerttemberg,Owner,384,104.97820,101.19919,108.75721,80.00000,100.00000,121.00000,40.00000,182.50000,100.00000,95.00000,101.02500
1984,Baden-Wuerttemberg,Tenant,671,72.66939,70.42805,74.91074,54.93908,70.00000,86.00000,12.00000,132.59138,70.00000,67.00000,74.00000
1984,Bavaria,Owner,402,106.17562,102.48368,109.86757,80.00000,100.00000,120.00000,28.00000,180.00000,100.00000,100.00000,100.00000
1984,Bavaria,Tenant,583,71.56366,69.45798,73.66935,53.14866,70.00000,86.00000,12.00000,135.27700,70.00000,65.00000,72.00000
1984,Berlin,Owner,,,,,,,,,,,,
1984,Berlin,Tenant,205,69.83745,65.47684,74.19806,54.00000,61.95215,78.00000,18.00000,114.00000,62.00000,60.00000,65.00000
1985,Schleswig-Holstein,Owner,88,101.74206,94.05935,109.42477,74.00000,92.90777,120.00000,37.00000,189.00000,95.00000,90.00000,110.00000
1985,Schleswig-Holstein,Tenant,92,67.50172,61.93741,73.06602,54.00000,60.32579,78.33965,24.00000,114.84912,60.00000,58.97500,70.00000
1985,Hamburg,Owner,,,,,,,,,,,,
1985,Hamburg,Tenant,140,59.67843,56.47956,62.87731,47.90370,58.00000,68.89955,19.00000,100.39332,58.00000,55.00000,62.00000
1985,Lower Saxony,Owner,233,110.58270,105.92360,115.24180,90.00000,102.00000,130.00000,30.00000,190.00000,102.00000,100.00000,110.00000
1985,Lower Saxony,Tenant,287,69.88372,67.13723,72.63021,54.00000,66.00000,80.65974,16.00000,120.64935,66.00000,63.95000,70.00000
1985,Bremen,Owner,,,,,,,,,,,,
1985,Bremen,Tenant,49,59.20150,56.09887,62.30412,52.00000,58.57151,67.00000,39.00000,89.50000,58.00000,53.00000,63.00000
1985,North Rhine-Westphalia,Owner,413,105.60941,102.09712,109.12170,80.00000,100.00000,125.00000,36.00000,192.50000,100.00000,100.00000,105.00000
1985,North Rhine-Westphalia,Tenant,1015,67.46737,65.89628,69.03846,50.00000,64.33191,80.00000,11.00000,125.00000,64.00000,62.00000,66.00000
1985,Hesse,Owner,164,106.20020,99.43317,112.96723,74.99045,100.00000,130.00000,16.00000,212.51433,100.00000,90.00000,105.37500
1985,Hesse,Tenant,368,73.18764,70.34771,76.02756,58.00000,70.00000,87.18806,14.21792,130.97014,70.00000,67.97500,72.00000
1985,"Rhineland-Palatinate, Saarland",Owner,182,109.89443,104.11601,115.67285,85.00000,110.00000,120.07264,32.39103,172.68161,110.00000,100.00000,114.00000
1985,"Rhineland-Palatinate, Saarland",Tenant,171,70.75208,67.36830,74.13587,60.00000,70.00000,85.00000,22.50000,122.50000,70.00000,64.00000,74.00000
1985,Baden-Wuerttemberg,Owner,352,105.34938,100.24270,110.45607,78.94320,100.00000,125.00000,36.00000,194.08520,100.00000,94.00000,100.00000
