year,regtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,West,4193,81.13514909506912,79.94536056351494,82.47349731121393,58.0,74.0,100.0,9.0,163.0,74.0,73.0,76.0
1985,Rural regions,West,1079,93.43808288794777,91.13601533470967,95.87308099521896,66.52448818285998,90.0,115.0,13.0,187.71326772571,90.0,90.0,92.0
1986,Urban regions,West,4015,81.38580636589377,80.12502183787588,82.7796553008593,58.0,75.0,100.0,8.0,163.0,75.0,74.0,77.025
1986,Rural regions,West,1024,94.24520230984044,91.73133572327204,96.54399789737401,67.0,90.0,116.0,16.0,189.5,90.0,90.0,95.0
1987,Urban regions,West,3965,81.35224621917985,79.84039241463839,82.55754314383887,58.0,75.0,100.0,11.0,163.0,75.0,75.0,77.0
1987,Rural regions,West,1010,95.13989245965283,92.30175344827488,97.77670751033153,66.7059043051156,90.0,120.0,16.0,199.9411435423266,90.0,90.0,93.025
1988,Urban regions,West,3816,82.53115884209092,81.32024520613044,83.90530034110151,60.0,75.0,100.0,10.0,160.0,75.0,73.0,76.0
1988,Rural regions,West,954,95.64338518245088,93.01063559649073,98.59643307874744,68.0,90.0,120.0,16.0,198.0,90.0,88.0,94.0
1989,Urban regions,West,3737,83.0435765720339,81.68811791201024,84.17146820199518,60.0,75.0,100.0,10.0,160.0,75.0,72.975,75.0
1989,Rural regions,West,914,96.48842322820138,93.95660432251881,99.27971959620491,70.0,90.0,120.0,15.0,195.0,90.0,88.0,92.0
1990,Urban regions,West,3662,83.35491628187992,81.89177179741608,84.67303998169542,60.0,76.0,100.0,10.0,160.0,76.0,74.0,77.0
1990,Urban regions,East,752,61.532976736780405,59.4382247874599,63.56402695039101,45.0,58.15701502200505,72.0,10.0,112.5,58.0,56.0,61.0
1990,Rural regions,West,930,95.51240340101558,92.52346423686417,97.96540880692164,69.0,90.0,120.0,15.0,196.5,90.0,90.0,94.0
1990,Rural regions,East,1361,67.142149063643,65.48531979503714,68.8719684889321,48.0,60.0,80.0,13.0,128.0,60.0,60.0,60.025
