"pgcasmin","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"(1b) general elementary school","2001","66 und älter","Westdeutschland, alte Bundeslaender","655","0.251176433904937","0.234444995242383","0.267907872567491"
"(1b) general elementary school","2001","66 und älter","Ostdeutschland, neue Bundeslaender","129","0.165567882180845","0.140595103757488","0.190540660604202"
"(1c) basic vocational qualification","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","870","0.181816329627462","0.170797947279015","0.19283471197591"
"(1c) basic vocational qualification","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","72","0.0503589802060166","0.0393652647208225","0.0613526956912107"
"(1c) basic vocational qualification","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3635","0.40193456966304","0.391928488599632","0.411940650726448"
"(1c) basic vocational qualification","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","780","0.265901435268832","0.250275511147932","0.281527359389731"
"(1c) basic vocational qualification","2001","66 und älter","Westdeutschland, alte Bundeslaender","1127","0.42370918871309","0.404645414862316","0.442772962563864"
"(1c) basic vocational qualification","2001","66 und älter","Ostdeutschland, neue Bundeslaender","470","0.542287366883251","0.508814377152818","0.575760356613685"
"(2b) intermediate general qualification","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","378","0.0769174568285804","0.0693052826154709","0.0845296310416899"
"(2b) intermediate general qualification","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","161","0.0872898306209137","0.0731000863978659","0.101479574843962"
"(2b) intermediate general qualification","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","78","0.00870737019143645","0.00681129118499985","0.010603449197873"
"(2b) intermediate general qualification","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2001","66 und älter","Westdeutschland, alte Bundeslaender","35","0.0154798392813828","0.0107171788376257","0.0202424997251399"
"(2b) intermediate general qualification","2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1015","0.215370312558508","0.203626711778506","0.227113913338511"
"(2a) intermediate vocational","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","645","0.455664249501672","0.430627254401468","0.480701244601876"
"(2a) intermediate vocational","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1915","0.204993001182174","0.19675414390548","0.213231858458868"
"(2a) intermediate vocational","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1195","0.387011285310419","0.369784817498315","0.404237753122523"
"(2a) intermediate vocational","2001","66 und älter","Westdeutschland, alte Bundeslaender","306","0.129351336667854","0.11640457903352","0.142298094302187"
"(2a) intermediate vocational","2001","66 und älter","Ostdeutschland, neue Bundeslaender","61","0.0745109926757597","0.0568677211443928","0.0921542642071265"
"(2c_gen) general maturity certificate","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","489","0.105601475488282","0.0968218392568348","0.11438111171973"
"(2c_gen) general maturity certificate","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","180","0.102438152072607","0.0871944884491627","0.117681815696051"
"(2c_gen) general maturity certificate","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","111","0.0126464205224888","0.0103659096417177","0.0149269314032599"
"(2c_gen) general maturity certificate","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2001","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","465","0.110549571452094","0.10159148193669","0.119507660967499"
"(2c_voc) vocational maturity certificate","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","87","0.0580538104546583","0.0462979422331497","0.0698096786761669"
"(2c_voc) vocational maturity certificate","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","706","0.0763038832306834","0.0708857476816044","0.0817220187797624"
"(2c_voc) vocational maturity certificate","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","66","0.0268385972220493","0.0211227511192905","0.0325544433248082"
"(2c_voc) vocational maturity certificate","2001","66 und älter","Westdeutschland, alte Bundeslaender","125","0.0537293247293268","0.0450303619873988","0.0624282874712548"
"(2c_voc) vocational maturity certificate","2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","205","0.0469353482936322","0.0408932582175454","0.0529774383697189"
"(3a) lower tertiary education","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","69","0.0511493147433907","0.0400742787912321","0.0622243506955493"
"(3a) lower tertiary education","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","574","0.0657950202903488","0.0607352641250131","0.0708547764556846"
"(3a) lower tertiary education","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","537","0.163406687611462","0.150329923479122","0.176483451743802"
"(3a) lower tertiary education","2001","66 und älter","Westdeutschland, alte Bundeslaender","118","0.0433150704587472","0.0354616641371963","0.0511684767802981"
"(3a) lower tertiary education","2001","66 und älter","Ostdeutschland, neue Bundeslaender","97","0.110128914179423","0.0890960926137518","0.131161735745093"
"(3b) higher tertiary education","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","293","0.0717830692070847","0.0644089229604702","0.0791572154536993"
"(3b) higher tertiary education","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","67","0.0496425483118032","0.0387231974055031","0.0605618992181033"
"(3b) higher tertiary education","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1009","0.111566408979693","0.10514114168542","0.117991676273966"
"(3b) higher tertiary education","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","389","0.122395430404282","0.110803914840336","0.133986945968229"
"(3b) higher tertiary education","2001","66 und älter","Westdeutschland, alte Bundeslaender","141","0.0550006499606824","0.0462052872389851","0.0637960126823797"
"(3b) higher tertiary education","2001","66 und älter","Ostdeutschland, neue Bundeslaender","69","0.0791780896794871","0.061036570891432","0.0973196084675421"
"(0) in school","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","464","0.0807748908887123","0.0728815778577898","0.0886682039196348"
"(0) in school","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","154","0.0892577321905881","0.074612776093342","0.103902688287834"
"(0) in school","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2002","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","48","0.0124199151430983","0.00921175770433124","0.0156280725818653"
"(1a) inadequately completed","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","167","0.0166022658006357","0.0141280339536402","0.0190764976476312"
"(1a) inadequately completed","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2002","66 und älter","Westdeutschland, alte Bundeslaender","61","0.0205769146981185","0.0152506638064034","0.0259031655898335"
"(1a) inadequately completed","2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","469","0.108567929366178","0.0995562630657984","0.117579595666557"
"(1b) general elementary school","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","68","0.0541076226857905","0.0424873186070359","0.0657279267645452"
"(1b) general elementary school","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","925","0.0997978996406203","0.0939939608828224","0.105601838398418"
"(1b) general elementary school","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","72","0.0247564694041887","0.0192474752764597","0.0302654635319178"
"(1b) general elementary school","2002","66 und älter","Westdeutschland, alte Bundeslaender","640","0.248959039084433","0.232735631302155","0.265182446866711"
"(1b) general elementary school","2002","66 und älter","Ostdeutschland, neue Bundeslaender","126","0.155412213708309","0.131729404468908","0.179095022947709"
"(1c) basic vocational qualification","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","744","0.171259577600771","0.160346508822309","0.182172646379233"
"(1c) basic vocational qualification","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","73","0.0515878837850259","0.040226275638108","0.0629494919319439"
"(1c) basic vocational qualification","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3505","0.401780800318747","0.392287507579982","0.411274093057511"
"(1c) basic vocational qualification","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","690","0.255401039635606","0.239939812538427","0.270862266732784"
"(1c) basic vocational qualification","2002","66 und älter","Westdeutschland, alte Bundeslaender","1169","0.432767428191294","0.414178506965122","0.451356349417465"
"(1c) basic vocational qualification","2002","66 und älter","Ostdeutschland, neue Bundeslaender","492","0.537046187045497","0.504451794126091","0.569640579964903"
"(2b) intermediate general qualification","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","369","0.0759986630126826","0.0683224066082608","0.0836749194171043"
"(2b) intermediate general qualification","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","158","0.10096975133543","0.0854940550147534","0.116445447656107"
"(2b) intermediate general qualification","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","87","0.00885055283224986","0.00703693039249282","0.0106641752720069"
"(2b) intermediate general qualification","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2002","66 und älter","Westdeutschland, alte Bundeslaender","37","0.0157479544071424","0.0110769361948713","0.0204189726194135"
"(2b) intermediate general qualification","2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","961","0.2121055805077","0.200263711394384","0.223947449621015"
"(2a) intermediate vocational","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","591","0.444689194095897","0.419164311454905","0.470214076736889"
"(2a) intermediate vocational","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2195","0.209565253120361","0.201684190842604","0.217446315398118"
"(2a) intermediate vocational","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1205","0.418987224205931","0.401494210055787","0.436480238356076"
"(2a) intermediate vocational","2002","66 und älter","Westdeutschland, alte Bundeslaender","332","0.133299828755872","0.1205473220634","0.146052335448344"
"(2a) intermediate vocational","2002","66 und älter","Ostdeutschland, neue Bundeslaender","65","0.0743010889391437","0.0571575408131213","0.0914446370651661"
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","573","0.114022515787562","0.104815543225374","0.12322948834975"
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","175","0.0975856373033126","0.0823428863345494","0.112828388272076"
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","130","0.011767611732696","0.00967944190340106","0.0138557815619909"
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","460","0.113985803620825","0.104780122654514","0.123191484587136"
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","95","0.0619969244803912","0.0496102533369823","0.0743835956238002"
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","836","0.0789840164209394","0.0737613137709112","0.0842067190709677"
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","70","0.026527788057217","0.0208302961745633","0.0322252799398707"
"(2c_voc) vocational maturity certificate","2002","66 und älter","Westdeutschland, alte Bundeslaender","122","0.046369621096983","0.0384800546989452","0.0542591874950208"
"(2c_voc) vocational maturity certificate","2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","197","0.0459142514993766","0.0398513898840248","0.0519771131147284"
"(3a) lower tertiary education","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","63","0.0404287838696656","0.0303117932248793","0.0505457745144519"
"(3a) lower tertiary education","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","775","0.0645814632734256","0.0598220980154386","0.0693408285314127"
"(3a) lower tertiary education","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","528","0.15362678702454","0.140842225283491","0.166411348765589"
"(3a) lower tertiary education","2002","66 und älter","Westdeutschland, alte Bundeslaender","135","0.0431516926034433","0.0355279752371023","0.0507754099697843"
"(3a) lower tertiary education","2002","66 und älter","Ostdeutschland, neue Bundeslaender","107","0.117963655827038","0.0968780736192416","0.139049238034834"
"(3b) higher tertiary education","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","293","0.064950872573095","0.0578121598324737","0.0720895853137163"
"(3b) higher tertiary education","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","76","0.0576761790920757","0.0457014491112848","0.0696509090728665"
"(3b) higher tertiary education","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1625","0.108070136860325","0.102058256727397","0.114082016993252"
"(3b) higher tertiary education","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","470","0.112945865650577","0.101723571513054","0.1241681597881"
"(3b) higher tertiary education","2002","66 und älter","Westdeutschland, alte Bundeslaender","221","0.0529894247838493","0.0445847997952123","0.0613940497724863"
"(3b) higher tertiary education","2002","66 und älter","Ostdeutschland, neue Bundeslaender","84","0.088773989273284","0.0701820724660893","0.107365906080479"
"(0) in school","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","457","0.0839292661792225","0.0755948980289527","0.0922636343294922"
"(0) in school","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","162","0.096953123471821","0.0815250016296408","0.112381245314001"
"(0) in school","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2003","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","45","0.0131855233096059","0.0097569147540266","0.0166141318651851"
"(1a) inadequately completed","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","156","0.0174739027772203","0.0148652973522533","0.0200825082021872"
"(1a) inadequately completed","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2003","66 und älter","Westdeutschland, alte Bundeslaender","58","0.0211645028366514","0.0158083402263606","0.0265206654469422"
"(1a) inadequately completed","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","434","0.110588473979908","0.101161815519605","0.12001513244021"
"(1b) general elementary school","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","68","0.0520998010654797","0.0405126585171445","0.0636869436138149"
"(1b) general elementary school","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","841","0.0958978913496223","0.0900357719721185","0.101760010727126"
"(1b) general elementary school","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","63","0.0247353309075292","0.0191579160734781","0.0303127457415803"
"(1b) general elementary school","2003","66 und älter","Westdeutschland, alte Bundeslaender","640","0.245760949397048","0.22973935223893","0.261782546555166"
"(1b) general elementary school","2003","66 und älter","Ostdeutschland, neue Bundeslaender","124","0.143988861669717","0.121315159746675","0.166662563592758"
"(1c) basic vocational qualification","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","688","0.163530936149835","0.152414223848649","0.174647648451021"
"(1c) basic vocational qualification","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","74","0.0514994543742621","0.0399756171143848","0.0630232916341395"
"(1c) basic vocational qualification","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3255","0.391181515904826","0.381465807640916","0.400897224168737"
"(1c) basic vocational qualification","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","628","0.230967243315744","0.215833008978124","0.246101477653365"
"(1c) basic vocational qualification","2003","66 und älter","Westdeutschland, alte Bundeslaender","1202","0.431697438070464","0.413265355585628","0.450129520555301"
"(1c) basic vocational qualification","2003","66 und älter","Ostdeutschland, neue Bundeslaender","500","0.538166330893553","0.505969039852373","0.570363621934734"
"(2b) intermediate general qualification","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","345","0.0762257747572466","0.068249771787733","0.0842017777267601"
"(2b) intermediate general qualification","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","159","0.112351786532833","0.0958858118596962","0.128817761205969"
"(2b) intermediate general qualification","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","88","0.0095596469714147","0.00762243796861932","0.0114968559742101"
"(2b) intermediate general qualification","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2003","66 und älter","Westdeutschland, alte Bundeslaender","33","0.0132314856234565","0.00897935292700727","0.0174836183199058"
"(2b) intermediate general qualification","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","862","0.209932389008524","0.197691208102726","0.222173569914322"
"(2a) intermediate vocational","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","529","0.420551174573818","0.394812037740751","0.446290311406885"
"(2a) intermediate vocational","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2141","0.21274959624409","0.204601949209766","0.220897243278414"
"(2a) intermediate vocational","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1240","0.446430326755876","0.428578780938144","0.464281872573609"
"(2a) intermediate vocational","2003","66 und älter","Westdeutschland, alte Bundeslaender","330","0.127874965688872","0.115447659342703","0.140302272035041"
"(2a) intermediate vocational","2003","66 und älter","Ostdeutschland, neue Bundeslaender","65","0.0716150700745596","0.0549623750851804","0.0882677650639387"
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","552","0.113342683833049","0.103814149347596","0.122871218318502"
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","177","0.110226009587221","0.0938970352693997","0.126554983905042"
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","121","0.0111884466151347","0.00909441588190657","0.0132824773483629"
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","434","0.1107178151323","0.101286331559793","0.120149298704807"
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","107","0.0639897919966989","0.0512291462595955","0.0767504377338023"
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","825","0.0843199381027914","0.0787879860564159","0.0898518901491668"
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","68","0.0257935816287587","0.0201011980344871","0.0314859652230303"
"(2c_voc) vocational maturity certificate","2003","66 und älter","Westdeutschland, alte Bundeslaender","126","0.0517198851209858","0.0434786565355115","0.0599611137064602"
"(2c_voc) vocational maturity certificate","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","168","0.0464625131668333","0.0401358939327624","0.0527891324009041"
"(3a) lower tertiary education","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","63","0.0409055633644115","0.0305779758183308","0.0512331509104923"
"(3a) lower tertiary education","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","731","0.0652941874280101","0.0603758749137564","0.0702124999422639"
"(3a) lower tertiary education","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","509","0.152718574314468","0.139801248532355","0.16563590009658"
"(3a) lower tertiary education","2003","66 und älter","Westdeutschland, alte Bundeslaender","139","0.0457694851866151","0.037992531248914","0.0535464391243162"
"(3a) lower tertiary education","2003","66 und älter","Ostdeutschland, neue Bundeslaender","115","0.121592186729181","0.100485541739746","0.142698831718617"
"(3b) higher tertiary education","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","267","0.0720846244834764","0.064310938940466","0.0798583100264868"
"(3b) higher tertiary education","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","68","0.0469906626923957","0.035956703515044","0.0580246218697473"
"(3b) higher tertiary education","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1534","0.11233487460689","0.106048166889359","0.118621582324422"
"(3b) higher tertiary education","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","450","0.111374324216115","0.100077280506044","0.122671367926186"
"(3b) higher tertiary education","2003","66 und älter","Westdeutschland, alte Bundeslaender","234","0.0571586342727895","0.0485198008774636","0.0657974676681153"
"(3b) higher tertiary education","2003","66 und älter","Ostdeutschland, neue Bundeslaender","91","0.0970239833000313","0.077908031186186","0.116139935413877"
"(0) in school","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","476","0.0954433922146086","0.0863411978618506","0.104545586567367"
"(0) in school","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","166","0.0936250777194309","0.0781883558840134","0.109061799554848"
"(0) in school","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","38","0.0118225903748666","0.00847425402245459","0.0151709267272786"
"(1a) inadequately completed","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","150","0.0177736668692159","0.0151009321505721","0.0204464015878597"
"(1a) inadequately completed","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2004","66 und älter","Westdeutschland, alte Bundeslaender","60","0.0232858635879799","0.0177393659518677","0.028832361224092"
"(1a) inadequately completed","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","399","0.119375439671989","0.109331405424979","0.129419473918999"
"(1b) general elementary school","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","60","0.0672046717034417","0.0539369010576783","0.0804724423492051"
"(1b) general elementary school","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","771","0.0945185623207692","0.0886007678190896","0.100436356822449"
"(1b) general elementary school","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","54","0.0226577634330254","0.0171934736959597","0.0281220531700911"
"(1b) general elementary school","2004","66 und älter","Westdeutschland, alte Bundeslaender","636","0.239047975618792","0.223362052052197","0.254733899185388"
"(1b) general elementary school","2004","66 und älter","Ostdeutschland, neue Bundeslaender","110","0.121464766902435","0.100886198224889","0.142043335579981"
"(1c) basic vocational qualification","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","605","0.158492740860207","0.147179450926371","0.169806030794042"
"(1c) basic vocational qualification","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","81","0.0576785902022945","0.0453244680845019","0.0700327123200871"
"(1c) basic vocational qualification","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3102","0.383901452965044","0.374063686229129","0.39373921970096"
"(1c) basic vocational qualification","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","559","0.215942173484113","0.200832862929805","0.231051484038421"
"(1c) basic vocational qualification","2004","66 und älter","Westdeutschland, alte Bundeslaender","1232","0.434949779070804","0.41671703638934","0.453182521752268"
"(1c) basic vocational qualification","2004","66 und älter","Ostdeutschland, neue Bundeslaender","525","0.533615582519202","0.502189034477405","0.565042130561"
"(2b) intermediate general qualification","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","328","0.0746002199710246","0.0664608639363428","0.0827395760057063"
"(2b) intermediate general qualification","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","148","0.119187700760282","0.102018010981018","0.136357390539547"
"(2b) intermediate general qualification","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","89","0.00983971627442182","0.00784304950661041","0.0118363830422332"
"(2b) intermediate general qualification","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2004","66 und älter","Westdeutschland, alte Bundeslaender","34","0.0125937971609456","0.00849255707434568","0.0166950372475455"
"(2b) intermediate general qualification","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","795","0.20720140004","0.194645927110299","0.2197568729697"
"(2a) intermediate vocational","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","474","0.37544318863322","0.349782805782922","0.401103571483518"
"(2a) intermediate vocational","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2121","0.216546178351293","0.208214288611896","0.22487806809069"
"(2a) intermediate vocational","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1226","0.471091472314842","0.452762219038617","0.489420725591066"
"(2a) intermediate vocational","2004","66 und älter","Westdeutschland, alte Bundeslaender","340","0.126203820320876","0.113990598566318","0.138417042075433"
"(2a) intermediate vocational","2004","66 und älter","Ostdeutschland, neue Bundeslaender","71","0.0721157321307422","0.0558200581822105","0.0884114060792739"
"(2c_gen) general maturity certificate","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","523","0.107974159547668","0.0983601637102029","0.117588155385132"
"(2c_gen) general maturity certificate","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","188","0.119451526614154","0.102265418923771","0.136637634304538"
"(2c_gen) general maturity certificate","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","122","0.0119436190896827","0.00974616208582554","0.0141410760935398"
"(2c_gen) general maturity certificate","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
