"pgcasmin","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(3b) higher tertiary education","2014","AkademikerInnen","4196","0.635420299135707","0.62348006086542","0.647360537405993"
"(0) in school","2015","(noch) kein Abschluss","782","0.499579207649292","0.473131826573757","0.526026588724827"
"(0) in school","2015","Hauptschulabschluss","","","",""
"(0) in school","2015","Realschulabschluss","","","",""
"(0) in school","2015","(Fach-)Abitur","","","",""
"(0) in school","2015","AkademikerInnen","","","",""
"(1a) inadequately completed","2015","(noch) kein Abschluss","591","0.500420792350708","0.473973411275173","0.526868173426243"
"(1a) inadequately completed","2015","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2015","Realschulabschluss","","","",""
"(1a) inadequately completed","2015","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2015","AkademikerInnen","","","",""
"(1b) general elementary school","2015","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2015","Hauptschulabschluss","2338","0.266962830118837","0.257229464825913","0.276696195411762"
"(1b) general elementary school","2015","Realschulabschluss","","","",""
"(1b) general elementary school","2015","(Fach-)Abitur","","","",""
"(1b) general elementary school","2015","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2015","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2015","Hauptschulabschluss","5597","0.733037169881163","0.723303804588238","0.742770535174087"
"(1c) basic vocational qualification","2015","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2015","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2015","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2015","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2015","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2015","Realschulabschluss","848","0.115051868798047","0.107391427991645","0.12271230960445"
"(2b) intermediate general qualification","2015","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2015","AkademikerInnen","","","",""
"(2a) intermediate vocational","2015","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2015","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2015","Realschulabschluss","5817","0.884948131201953","0.87728769039555","0.892608572008355"
"(2a) intermediate vocational","2015","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2015","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2015","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2015","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2015","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2015","(Fach-)Abitur","1591","0.351876330748485","0.33744225236812","0.366310409128851"
"(2c_gen) general maturity certificate","2015","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2015","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","(Fach-)Abitur","2614","0.648123669251515","0.633689590871149","0.66255774763188"
"(2c_voc) vocational maturity certificate","2015","AkademikerInnen","","","",""
"(3a) lower tertiary education","2015","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2015","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2015","Realschulabschluss","","","",""
"(3a) lower tertiary education","2015","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2015","AkademikerInnen","1959","0.343579549829714","0.331996113861205","0.355162985798223"
"(3b) higher tertiary education","2015","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2015","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2015","Realschulabschluss","","","",""
"(3b) higher tertiary education","2015","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2015","AkademikerInnen","4498","0.656420450170286","0.644837014201777","0.668003886138795"
"(0) in school","2016","(noch) kein Abschluss","914","0.478707800154874","0.460964667160463","0.496450933149286"
"(0) in school","2016","Hauptschulabschluss","","","",""
"(0) in school","2016","Realschulabschluss","","","",""
"(0) in school","2016","(Fach-)Abitur","","","",""
"(0) in school","2016","AkademikerInnen","","","",""
"(1a) inadequately completed","2016","(noch) kein Abschluss","2131","0.521292199845126","0.503549066850714","0.539035332839538"
"(1a) inadequately completed","2016","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2016","Realschulabschluss","","","",""
"(1a) inadequately completed","2016","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2016","AkademikerInnen","","","",""
"(1b) general elementary school","2016","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2016","Hauptschulabschluss","2837","0.270089594001955","0.260381883185828","0.279797304818082"
"(1b) general elementary school","2016","Realschulabschluss","","","",""
"(1b) general elementary school","2016","(Fach-)Abitur","","","",""
"(1b) general elementary school","2016","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2016","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2016","Hauptschulabschluss","5199","0.729910405998045","0.720202695181918","0.739618116814172"
"(1c) basic vocational qualification","2016","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2016","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2016","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2016","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2016","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2016","Realschulabschluss","803","0.121179931588388","0.113025282785193","0.129334580391582"
"(2b) intermediate general qualification","2016","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2016","AkademikerInnen","","","",""
"(2a) intermediate vocational","2016","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2016","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2016","Realschulabschluss","5349","0.878820068411613","0.870665419608418","0.886974717214807"
"(2a) intermediate vocational","2016","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2016","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2016","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2016","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2016","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2016","(Fach-)Abitur","1934","0.344122951235312","0.33023458119471","0.358011321275915"
"(2c_gen) general maturity certificate","2016","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2016","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2016","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2016","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2016","(Fach-)Abitur","2561","0.655877048764688","0.641988678724085","0.66976541880529"
"(2c_voc) vocational maturity certificate","2016","AkademikerInnen","","","",""
"(3a) lower tertiary education","2016","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2016","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2016","Realschulabschluss","","","",""
"(3a) lower tertiary education","2016","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2016","AkademikerInnen","1839","0.332349723704827","0.321062821720374","0.343636625689281"
"(3b) higher tertiary education","2016","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2016","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2016","Realschulabschluss","","","",""
"(3b) higher tertiary education","2016","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2016","AkademikerInnen","4852","0.667650276295173","0.656363374310719","0.678937178279627"
"(0) in school","2017","(noch) kein Abschluss","955","0.453444476362024","0.437464013984291","0.469424938739757"
"(0) in school","2017","Hauptschulabschluss","","","",""
"(0) in school","2017","Realschulabschluss","","","",""
"(0) in school","2017","(Fach-)Abitur","","","",""
"(0) in school","2017","AkademikerInnen","","","",""
"(1a) inadequately completed","2017","(noch) kein Abschluss","2773","0.546555523637976","0.530575061260243","0.562535986015709"
"(1a) inadequately completed","2017","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2017","Realschulabschluss","","","",""
"(1a) inadequately completed","2017","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2017","AkademikerInnen","","","",""
"(1b) general elementary school","2017","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2017","Hauptschulabschluss","3168","0.280751115588168","0.271189129557366","0.29031310161897"
"(1b) general elementary school","2017","Realschulabschluss","","","",""
"(1b) general elementary school","2017","(Fach-)Abitur","","","",""
"(1b) general elementary school","2017","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2017","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2017","Hauptschulabschluss","5316","0.719248884411832","0.70968689838103","0.728810870442634"
"(1c) basic vocational qualification","2017","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2017","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2017","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2017","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2017","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2017","Realschulabschluss","904","0.119170290544845","0.111606938561264","0.126733642528425"
"(2b) intermediate general qualification","2017","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2017","AkademikerInnen","","","",""
"(2a) intermediate vocational","2017","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2017","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2017","Realschulabschluss","6145","0.880829709455155","0.873266357471575","0.888393061438736"
"(2a) intermediate vocational","2017","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2017","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2017","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2017","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2017","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2017","(Fach-)Abitur","2287","0.352211090242059","0.339095305979882","0.365326874504235"
"(2c_gen) general maturity certificate","2017","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2017","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2017","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2017","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2017","(Fach-)Abitur","2808","0.647788909757941","0.634673125495765","0.660904694020118"
"(2c_voc) vocational maturity certificate","2017","AkademikerInnen","","","",""
"(3a) lower tertiary education","2017","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2017","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2017","Realschulabschluss","","","",""
"(3a) lower tertiary education","2017","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2017","AkademikerInnen","2051","0.324308033952384","0.313702453741553","0.334913614163214"
"(3b) higher tertiary education","2017","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2017","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2017","Realschulabschluss","","","",""
"(3b) higher tertiary education","2017","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2017","AkademikerInnen","5433","0.675691966047616","0.665086385836786","0.686297546258446"
"(0) in school","2018","(noch) kein Abschluss","797","0.427345011565004","0.409823105758527","0.444866917371481"
"(0) in school","2018","Hauptschulabschluss","","","",""
"(0) in school","2018","Realschulabschluss","","","",""
"(0) in school","2018","(Fach-)Abitur","","","",""
"(0) in school","2018","AkademikerInnen","","","",""
"(1a) inadequately completed","2018","(noch) kein Abschluss","2265","0.572654988434996","0.555133082628519","0.590176894241473"
"(1a) inadequately completed","2018","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2018","Realschulabschluss","","","",""
"(1a) inadequately completed","2018","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2018","AkademikerInnen","","","",""
"(1b) general elementary school","2018","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2018","Hauptschulabschluss","2836","0.27957938467712","0.26959982984692","0.28955893950732"
"(1b) general elementary school","2018","Realschulabschluss","","","",""
"(1b) general elementary school","2018","(Fach-)Abitur","","","",""
"(1b) general elementary school","2018","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2018","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2018","Hauptschulabschluss","4933","0.72042061532288","0.71044106049268","0.730400170153079"
"(1c) basic vocational qualification","2018","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2018","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2018","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2018","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2018","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2018","Realschulabschluss","899","0.111284490046076","0.103763775298634","0.118805204793519"
"(2b) intermediate general qualification","2018","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2018","AkademikerInnen","","","",""
"(2a) intermediate vocational","2018","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2018","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2018","Realschulabschluss","5818","0.888715509953924","0.881194795206481","0.896236224701366"
"(2a) intermediate vocational","2018","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2018","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2018","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2018","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2018","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2018","(Fach-)Abitur","2101","0.353896195918823","0.340289118772671","0.367503273064976"
"(2c_gen) general maturity certificate","2018","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2018","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2018","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2018","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2018","(Fach-)Abitur","2643","0.646103804081177","0.632496726935024","0.659710881227329"
"(2c_voc) vocational maturity certificate","2018","AkademikerInnen","","","",""
"(3a) lower tertiary education","2018","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2018","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2018","Realschulabschluss","","","",""
"(3a) lower tertiary education","2018","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2018","AkademikerInnen","1981","0.322733810122285","0.311822073632228","0.333645546612341"
"(3b) higher tertiary education","2018","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2018","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2018","Realschulabschluss","","","",""
"(3b) higher tertiary education","2018","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2018","AkademikerInnen","5071","0.677266189877715","0.666354453387659","0.688177926367772"
"(0) in school","2019","(noch) kein Abschluss","858","0.402267653226146","0.384411628497922","0.420123677954371"
"(0) in school","2019","Hauptschulabschluss","","","",""
"(0) in school","2019","Realschulabschluss","","","",""
"(0) in school","2019","(Fach-)Abitur","","","",""
"(0) in school","2019","AkademikerInnen","","","",""
"(1a) inadequately completed","2019","(noch) kein Abschluss","2039","0.597732346773854","0.579876322045629","0.615588371502078"
"(1a) inadequately completed","2019","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2019","Realschulabschluss","","","",""
"(1a) inadequately completed","2019","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2019","AkademikerInnen","","","",""
"(1b) general elementary school","2019","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2019","Hauptschulabschluss","2465","0.279762759877068","0.269280108185234","0.290245411568903"
"(1b) general elementary school","2019","Realschulabschluss","","","",""
"(1b) general elementary school","2019","(Fach-)Abitur","","","",""
"(1b) general elementary school","2019","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2019","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2019","Hauptschulabschluss","4579","0.720237240122932","0.709754588431097","0.730719891814766"
"(1c) basic vocational qualification","2019","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2019","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2019","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2019","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2019","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2019","Realschulabschluss","899","0.114375052708964","0.106826562272781","0.121923543145146"
"(2b) intermediate general qualification","2019","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2019","AkademikerInnen","","","",""
"(2a) intermediate vocational","2019","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2019","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2019","Realschulabschluss","5930","0.885624947291036","0.878076456854854","0.893173437727219"
"(2a) intermediate vocational","2019","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2019","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2019","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2019","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2019","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2019","(Fach-)Abitur","1986","0.350972884414287","0.337385773414838","0.364559995413737"
"(2c_gen) general maturity certificate","2019","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2019","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2019","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2019","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2019","(Fach-)Abitur","2754","0.649027115585712","0.635440004586263","0.662614226585162"
"(2c_voc) vocational maturity certificate","2019","AkademikerInnen","","","",""
"(3a) lower tertiary education","2019","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2019","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2019","Realschulabschluss","","","",""
"(3a) lower tertiary education","2019","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2019","AkademikerInnen","2206","0.312327893650063","0.301939331635864","0.322716455664261"
"(3b) higher tertiary education","2019","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2019","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2019","Realschulabschluss","","","",""
"(3b) higher tertiary education","2019","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2019","AkademikerInnen","5439","0.687672106349937","0.677283544335739","0.698060668364136"
