"pgcasmin","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"(3a) lower tertiary education","2006","16-34 Jahre alt","maennlich","95","0.0339435596254844","0.0267063609851266","0.0411807582658421"
"(3a) lower tertiary education","2006","16-34 Jahre alt","weiblich","116","0.0437918134309189","0.0360386715744526","0.0515449552873852"
"(3a) lower tertiary education","2006","35-65 Jahre alt","maennlich","645","0.0906554719300337","0.0833679994658255","0.097942944394242"
"(3a) lower tertiary education","2006","35-65 Jahre alt","weiblich","590","0.0723436330751974","0.0660126843588642","0.0786745817915305"
"(3a) lower tertiary education","2006","66 und älter","maennlich","242","0.103600640135002","0.0905200586774176","0.116681221592586"
"(3a) lower tertiary education","2006","66 und älter","weiblich","120","0.0449446658035736","0.0366349862803461","0.0532543453268011"
"(3b) higher tertiary education","2006","16-34 Jahre alt","maennlich","157","0.0743578883471074","0.063872714710789","0.0848430619834258"
"(3b) higher tertiary education","2006","16-34 Jahre alt","weiblich","206","0.0726542442252178","0.0628196515882525","0.0824888368621831"
"(3b) higher tertiary education","2006","35-65 Jahre alt","maennlich","1092","0.140436841316744","0.131618333396032","0.149255349237456"
"(3b) higher tertiary education","2006","35-65 Jahre alt","weiblich","883","0.112823502622814","0.105091715710029","0.1205552895356"
"(3b) higher tertiary education","2006","66 und älter","maennlich","325","0.128295455771645","0.113941045551998","0.142649865991291"
"(3b) higher tertiary education","2006","66 und älter","weiblich","119","0.0409226506643634","0.0329768141517012","0.0488684871770257"
"(0) in school","2007","16-34 Jahre alt","maennlich","313","0.114674034287534","0.101395819901717","0.127952248673351"
"(0) in school","2007","16-34 Jahre alt","weiblich","316","0.108538530738024","0.0962214353029671","0.12085562617308"
"(0) in school","2007","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2007","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2007","66 und älter","maennlich","","","",""
"(0) in school","2007","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2007","16-34 Jahre alt","maennlich","","","",""
"(1a) inadequately completed","2007","16-34 Jahre alt","weiblich","","","",""
"(1a) inadequately completed","2007","35-65 Jahre alt","maennlich","45","0.0136596575304616","0.0105928844782739","0.0167264305826493"
"(1a) inadequately completed","2007","35-65 Jahre alt","weiblich","70","0.0169472189860445","0.0136659160330926","0.0202285219389964"
"(1a) inadequately completed","2007","66 und älter","maennlich","","","",""
"(1a) inadequately completed","2007","66 und älter","weiblich","47","0.022384740498535","0.0163973623856065","0.0283721186114635"
"(1b) general elementary school","2007","16-34 Jahre alt","maennlich","200","0.107147497584451","0.0942579876347224","0.120037007534179"
"(1b) general elementary school","2007","16-34 Jahre alt","weiblich","155","0.0766148500859899","0.0660827986888645","0.0871469014831152"
"(1b) general elementary school","2007","35-65 Jahre alt","maennlich","204","0.0479310188904053","0.0422869686225103","0.0535750691583004"
"(1b) general elementary school","2007","35-65 Jahre alt","weiblich","461","0.0990614658421246","0.0914668004041741","0.106656131280075"
"(1b) general elementary school","2007","66 und älter","maennlich","122","0.0654834652663353","0.0547618367295431","0.0762050938031274"
"(1b) general elementary school","2007","66 und älter","weiblich","624","0.28762458359969","0.269303796375862","0.305945370823519"
"(1c) basic vocational qualification","2007","16-34 Jahre alt","maennlich","307","0.150889825658988","0.135973305119219","0.165806346198758"
"(1c) basic vocational qualification","2007","16-34 Jahre alt","weiblich","207","0.107102367494873","0.0948571805425789","0.119347554447168"
"(1c) basic vocational qualification","2007","35-65 Jahre alt","maennlich","1717","0.346788779801407","0.334213789133667","0.359363770469147"
"(1c) basic vocational qualification","2007","35-65 Jahre alt","weiblich","1422","0.269729554557039","0.258446808314866","0.281012300799213"
"(1c) basic vocational qualification","2007","66 und älter","maennlich","1044","0.539016931299829","0.517412386228612","0.560621476371046"
"(1c) basic vocational qualification","2007","66 und älter","weiblich","957","0.397757871279895","0.377948457433911","0.41756728512588"
"(2b) intermediate general qualification","2007","16-34 Jahre alt","maennlich","195","0.0835494862177101","0.0720180890364075","0.0950808833990126"
"(2b) intermediate general qualification","2007","16-34 Jahre alt","weiblich","222","0.0995147148278103","0.0876612037353252","0.111368225920295"
"(2b) intermediate general qualification","2007","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","2007","35-65 Jahre alt","weiblich","83","0.0155205592203855","0.0123781285940489","0.0186629898467222"
"(2b) intermediate general qualification","2007","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2007","66 und älter","weiblich","36","0.0171481280141236","0.0118936562749504","0.0224025997532967"
"(2a) intermediate vocational","2007","16-34 Jahre alt","maennlich","452","0.204049607814673","0.18725513357998","0.220844082049366"
"(2a) intermediate vocational","2007","16-34 Jahre alt","weiblich","552","0.229993461728365","0.213329816904854","0.246657106551875"
"(2a) intermediate vocational","2007","35-65 Jahre alt","maennlich","1431","0.259827549789956","0.248240913040321","0.271414186539591"
"(2a) intermediate vocational","2007","35-65 Jahre alt","weiblich","1941","0.310232038556139","0.29847214141708","0.321991935695199"
"(2a) intermediate vocational","2007","66 und älter","maennlich","197","0.0967468097724007","0.0839345860530092","0.109559033491792"
"(2a) intermediate vocational","2007","66 und älter","weiblich","321","0.135242922291876","0.121401490935668","0.149084353648085"
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","maennlich","316","0.128877307571635","0.114914157024591","0.14284045811868"
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","weiblich","359","0.128836470778835","0.115570644630016","0.142102296927653"
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","maennlich","56","0.0112059193032967","0.00842476548699217","0.0139870731196013"
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","weiblich","69","0.0129219199096201","0.0100508222380629","0.0157930175811774"
"(2c_gen) general maturity certificate","2007","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","maennlich","176","0.0792552846289888","0.0679978544476524","0.0905127148103251"
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","weiblich","300","0.112767954349558","0.100242989672376","0.125292919026741"
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","maennlich","419","0.080138326642371","0.0729648492899411","0.0873118039948009"
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","weiblich","490","0.0872943613511399","0.0801186137672232","0.0944701089350565"
"(2c_voc) vocational maturity certificate","2007","66 und älter","maennlich","89","0.0523639299097982","0.0427092397073343","0.062018620112262"
"(2c_voc) vocational maturity certificate","2007","66 und älter","weiblich","89","0.0442690538913259","0.0359438551105624","0.0525942526720894"
"(3a) lower tertiary education","2007","16-34 Jahre alt","maennlich","89","0.0398874939318589","0.0317322873150633","0.0480427005486545"
"(3a) lower tertiary education","2007","16-34 Jahre alt","weiblich","118","0.0484980709583283","0.0399919389625709","0.0570042029540858"
"(3a) lower tertiary education","2007","35-65 Jahre alt","maennlich","595","0.0934580235348763","0.08576759412818","0.101148452941573"
"(3a) lower tertiary education","2007","35-65 Jahre alt","weiblich","551","0.0708092376202896","0.0642883593698762","0.0773301158707029"
"(3a) lower tertiary education","2007","66 und älter","maennlich","239","0.104108797019507","0.0908723085692636","0.11734528546975"
"(3a) lower tertiary education","2007","66 und älter","weiblich","122","0.0449820243081423","0.0365931837805406","0.053370864835744"
"(3b) higher tertiary education","2007","16-34 Jahre alt","maennlich","145","0.0759613162441992","0.0649206102050327","0.0870020222833656"
"(3b) higher tertiary education","2007","16-34 Jahre alt","weiblich","205","0.0827624225665107","0.0718524774602544","0.0936723676727669"
"(3b) higher tertiary education","2007","35-65 Jahre alt","maennlich","1018","0.14197453468397","0.132752990524187","0.151196078843752"
"(3b) higher tertiary education","2007","35-65 Jahre alt","weiblich","857","0.117483643957217","0.109297888309493","0.125669399604941"
"(3b) higher tertiary education","2007","66 und älter","maennlich","329","0.128280841586537","0.113787429834107","0.142774253338967"
"(3b) higher tertiary education","2007","66 und älter","weiblich","134","0.0443103784784981","0.0359814749430562","0.0526392820139399"
"(0) in school","2008","16-34 Jahre alt","maennlich","282","0.111729505828105","0.0978881666853319","0.125570844970877"
"(0) in school","2008","16-34 Jahre alt","weiblich","276","0.104316984292026","0.0915614099503792","0.117072558633673"
"(0) in school","2008","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2008","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2008","66 und älter","maennlich","","","",""
"(0) in school","2008","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","maennlich","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","weiblich","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","maennlich","40","0.0121332381134828","0.00913118973534938","0.0151352864916163"
"(1a) inadequately completed","2008","35-65 Jahre alt","weiblich","61","0.0162297472445574","0.0129066130857898","0.019552881403325"
"(1a) inadequately completed","2008","66 und älter","maennlich","","","",""
"(1a) inadequately completed","2008","66 und älter","weiblich","38","0.0184315020452788","0.0129380948455064","0.0239249092450513"
"(1b) general elementary school","2008","16-34 Jahre alt","maennlich","176","0.102186964708165","0.0888789811449578","0.115494948271372"
"(1b) general elementary school","2008","16-34 Jahre alt","weiblich","145","0.0798448607293613","0.0685339037944218","0.0911558176643007"
"(1b) general elementary school","2008","35-65 Jahre alt","maennlich","187","0.0507279111697321","0.0447106482879687","0.0567451740514954"
"(1b) general elementary school","2008","35-65 Jahre alt","weiblich","406","0.0965576167763615","0.0887899845886638","0.104325248964059"
"(1b) general elementary school","2008","66 und älter","maennlich","109","0.060181490889228","0.0498739538752435","0.0704890279032125"
"(1b) general elementary school","2008","66 und älter","weiblich","593","0.274892670605602","0.256658590861301","0.293126750349902"
"(1c) basic vocational qualification","2008","16-34 Jahre alt","maennlich","253","0.146804115091742","0.131254664681889","0.162353565501596"
"(1c) basic vocational qualification","2008","16-34 Jahre alt","weiblich","180","0.100868647616341","0.0883015494700959","0.113435745762586"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","maennlich","1576","0.338669558417676","0.325692463610836","0.351646653224515"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","weiblich","1302","0.26640894610394","0.25478251108055","0.278035381127331"
"(1c) basic vocational qualification","2008","66 und älter","maennlich","1022","0.52206321566239","0.500413698721958","0.543712732602821"
"(1c) basic vocational qualification","2008","66 und älter","weiblich","942","0.403690193649127","0.383651878730567","0.423728508567688"
"(2b) intermediate general qualification","2008","16-34 Jahre alt","maennlich","182","0.0790157908233626","0.0671634374763412","0.090868144170384"
"(2b) intermediate general qualification","2008","16-34 Jahre alt","weiblich","198","0.0979429282103324","0.0855392958112402","0.110346560609425"
"(2b) intermediate general qualification","2008","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","weiblich","76","0.0150102484433415","0.0118124215576563","0.0182080753290267"
"(2b) intermediate general qualification","2008","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2008","66 und älter","weiblich","37","0.0199406181839454","0.0142311372613119","0.0256500991065789"
