year,bula_h,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Baden-Wuerttemberg,West,(2) Intermediate General/Vocational Qualification,0.13794,267,1643,0.12127,0.15462
1997,Baden-Wuerttemberg,West,(2c_gen) General Maturity Certificate,0.03628,78,1643,0.02724,0.04533
1997,Baden-Wuerttemberg,West,(2c_voc) Vocational Maturity Certificate,0.04911,85,1643,0.03866,0.05956
1997,Baden-Wuerttemberg,West,(3a) Lower Tertiary Education,0.03072,52,1643,0.02237,0.03907
1997,Baden-Wuerttemberg,West,(3b) Higher Tertiary Education,0.04926,71,1643,0.03879,0.05973
1997,Bavaria,West,(1a) Inadequately completed,0.01571,58,1540,0.00950,0.02192
1997,Bavaria,West,(1b) General Elementary School,0.12609,282,1540,0.10950,0.14267
1997,Bavaria,West,(1c) Basic Vocational Qualification,0.30482,564,1540,0.28182,0.32781
1997,Bavaria,West,(2) Intermediate General/Vocational Qualification,0.17176,338,1540,0.15291,0.19060
1997,Bavaria,West,(2c_gen) General Maturity Certificate,0.02680,49,1540,0.01873,0.03487
1997,Bavaria,West,(2c_voc) Vocational Maturity Certificate,0.04418,76,1540,0.03392,0.05445
1997,Bavaria,West,(3a) Lower Tertiary Education,0.04121,69,1540,0.03128,0.05114
1997,Bavaria,West,(3b) Higher Tertiary Education,0.05564,104,1540,0.04419,0.06709
1997,Berlin,West,(1b) General Elementary School,0.10469,35,203,0.06247,0.14691
1997,Berlin,West,(1c) Basic Vocational Qualification,0.20141,66,203,0.14610,0.25671
1997,Berlin,West,(2) Intermediate General/Vocational Qualification,0.20964,71,203,0.15350,0.26577
1997,Berlin,West,(3b) Higher Tertiary Education,0.10900,31,203,0.06602,0.15198
1997,Berlin,East,(1c) Basic Vocational Qualification,0.14266,34,208,0.09502,0.19030
1997,Berlin,East,(2) Intermediate General/Vocational Qualification,0.26429,80,208,0.20422,0.32437
1997,Berlin,East,(3a) Lower Tertiary Education,0.18562,52,208,0.13266,0.23859
1997,Berlin,East,(3b) Higher Tertiary Education,0.13474,42,208,0.08823,0.18126
1997,Brandenburg,East,(1b) General Elementary School,0.05823,34,537,0.03841,0.07806
1997,Brandenburg,East,(1c) Basic Vocational Qualification,0.22739,144,537,0.19191,0.26288
1997,Brandenburg,East,(2) Intermediate General/Vocational Qualification,0.25824,207,537,0.22119,0.29529
1997,Brandenburg,East,(3a) Lower Tertiary Education,0.14805,104,537,0.11798,0.17811
1997,Brandenburg,East,(3b) Higher Tertiary Education,0.07694,48,537,0.05438,0.09950
1997,Mecklenburg-Western Pomerania,East,(1c) Basic Vocational Qualification,0.21537,83,298,0.16862,0.26213
1997,Mecklenburg-Western Pomerania,East,(2) Intermediate General/Vocational Qualification,0.31397,154,298,0.26119,0.36675
1997,Mecklenburg-Western Pomerania,East,(3a) Lower Tertiary Education,0.11744,61,298,0.08082,0.15405
1997,Saxony,East,(1b) General Elementary School,0.06295,71,1018,0.04802,0.07788
1997,Saxony,East,(1c) Basic Vocational Qualification,0.25883,289,1018,0.23191,0.28575
1997,Saxony,East,(2) Intermediate General/Vocational Qualification,0.26931,385,1018,0.24205,0.29658
1997,Saxony,East,(2c_gen) General Maturity Certificate,0.01862,31,1018,0.01031,0.02693
1997,Saxony,East,(3a) Lower Tertiary Education,0.10428,136,1018,0.08549,0.12306
1997,Saxony,East,(3b) Higher Tertiary Education,0.07775,106,1018,0.06129,0.09420
1997,Saxony-Anhalt,East,(1b) General Elementary School,0.07170,49,598,0.05100,0.09240
1997,Saxony-Anhalt,East,(1c) Basic Vocational Qualification,0.29691,188,598,0.26026,0.33356
1997,Saxony-Anhalt,East,(2) Intermediate General/Vocational Qualification,0.27198,221,598,0.23629,0.30768
1997,Saxony-Anhalt,East,(3a) Lower Tertiary Education,0.12433,104,598,0.09786,0.15080
1997,Saxony-Anhalt,East,(3b) Higher Tertiary Education,0.03565,36,598,0.02078,0.05053
1997,Thuringa,East,(1b) General Elementary School,0.06235,37,605,0.04306,0.08163
1997,Thuringa,East,(1c) Basic Vocational Qualification,0.28541,197,605,0.24939,0.32143
1997,Thuringa,East,(2) Intermediate General/Vocational Qualification,0.28160,251,605,0.24573,0.31747
1997,Thuringa,East,(3a) Lower Tertiary Education,0.07605,76,605,0.05491,0.09719
1997,Thuringa,East,(3b) Higher Tertiary Education,0.04986,44,605,0.03250,0.06722
1998,Schleswig-Holstein,West,(1b) General Elementary School,0.08172,33,235,0.04662,0.11681
1998,Schleswig-Holstein,West,(1c) Basic Vocational Qualification,0.27846,108,235,0.22103,0.33589
1998,Schleswig-Holstein,West,(2) Intermediate General/Vocational Qualification,0.21223,94,235,0.15984,0.26462
1998,Hamburg,West,(1c) Basic Vocational Qualification,0.29768,47,47,0.16554,0.42981
1998,Lower Saxony,West,(1a) Inadequately completed,0.01726,37,1106,0.00958,0.02494
1998,Lower Saxony,West,(1b) General Elementary School,0.13199,186,1106,0.11203,0.15195
1998,Lower Saxony,West,(1c) Basic Vocational Qualification,0.25039,343,1106,0.22485,0.27593
1998,Lower Saxony,West,(2) Intermediate General/Vocational Qualification,0.19618,298,1106,0.17277,0.21960
1998,Lower Saxony,West,(2c_gen) General Maturity Certificate,0.01901,33,1106,0.01096,0.02707
1998,Lower Saxony,West,(2c_voc) Vocational Maturity Certificate,0.04917,79,1106,0.03642,0.06191
1998,Lower Saxony,West,(3a) Lower Tertiary Education,0.03223,42,1106,0.02181,0.04264
1998,Lower Saxony,West,(3b) Higher Tertiary Education,0.05908,88,1106,0.04518,0.07299
1998,Bremen,West,(1c) Basic Vocational Qualification,0.36411,34,34,0.19993,0.52828
1998,North Rhine-Westphalia,West,(0) No qualification (yet),0.01522,67,2671,0.01057,0.01986
1998,North Rhine-Westphalia,West,(1a) Inadequately completed,0.02243,139,2671,0.01681,0.02805
1998,North Rhine-Westphalia,West,(1b) General Elementary School,0.12313,445,2671,0.11067,0.13560
1998,North Rhine-Westphalia,West,(1c) Basic Vocational Qualification,0.27451,868,2671,0.25758,0.29144
1998,North Rhine-Westphalia,West,(2) Intermediate General/Vocational Qualification,0.15212,523,2671,0.13850,0.16574
1998,North Rhine-Westphalia,West,(2c_gen) General Maturity Certificate,0.03230,125,2671,0.02559,0.03900
1998,North Rhine-Westphalia,West,(2c_voc) Vocational Maturity Certificate,0.05824,191,2671,0.04935,0.06712
1998,North Rhine-Westphalia,West,(3a) Lower Tertiary Education,0.03344,106,2671,0.02662,0.04025
1998,North Rhine-Westphalia,West,(3b) Higher Tertiary Education,0.06356,207,2671,0.05430,0.07281
1998,Hesse,West,(1a) Inadequately completed,0.02706,55,870,0.01627,0.03785
1998,Hesse,West,(1b) General Elementary School,0.15861,178,870,0.13432,0.18290
1998,Hesse,West,(1c) Basic Vocational Qualification,0.24567,264,870,0.21705,0.27429
1998,Hesse,West,(2) Intermediate General/Vocational Qualification,0.13819,162,870,0.11524,0.16113
1998,Hesse,West,(2c_gen) General Maturity Certificate,0.03951,42,870,0.02656,0.05247
1998,Hesse,West,(2c_voc) Vocational Maturity Certificate,0.04869,51,870,0.03438,0.06300
1998,Hesse,West,(3a) Lower Tertiary Education,0.04570,47,870,0.03181,0.05958
1998,Hesse,West,(3b) Higher Tertiary Education,0.06874,71,870,0.05192,0.08556
1998,"Rhineland-Palatinate, Saarland",West,(1b) General Elementary School,0.19313,186,659,0.16297,0.22329
1998,"Rhineland-Palatinate, Saarland",West,(1c) Basic Vocational Qualification,0.32343,303,659,0.28769,0.35918
1998,"Rhineland-Palatinate, Saarland",West,(2) Intermediate General/Vocational Qualification,0.14692,133,659,0.11987,0.17397
1998,"Rhineland-Palatinate, Saarland",West,(3b) Higher Tertiary Education,0.04028,37,659,0.02526,0.05530
1998,Baden-Wuerttemberg,West,(0) No qualification (yet),0.01396,35,1708,0.00840,0.01953
1998,Baden-Wuerttemberg,West,(1a) Inadequately completed,0.02720,131,1708,0.01948,0.03492
1998,Baden-Wuerttemberg,West,(1b) General Elementary School,0.15736,387,1708,0.14009,0.17464
1998,Baden-Wuerttemberg,West,(1c) Basic Vocational Qualification,0.25696,551,1708,0.23623,0.27768
1998,Baden-Wuerttemberg,West,(2) Intermediate General/Vocational Qualification,0.13808,281,1708,0.12171,0.15445
1998,Baden-Wuerttemberg,West,(2c_gen) General Maturity Certificate,0.03852,83,1708,0.02939,0.04765
1998,Baden-Wuerttemberg,West,(2c_voc) Vocational Maturity Certificate,0.04973,92,1708,0.03942,0.06004
1998,Baden-Wuerttemberg,West,(3a) Lower Tertiary Education,0.03257,57,1708,0.02415,0.04099
1998,Baden-Wuerttemberg,West,(3b) Higher Tertiary Education,0.05171,91,1708,0.04121,0.06222
1998,Bavaria,West,(0) No qualification (yet),0.01786,36,1754,0.01166,0.02406
1998,Bavaria,West,(1a) Inadequately completed,0.01759,60,1754,0.01143,0.02374
1998,Bavaria,West,(1b) General Elementary School,0.12482,314,1754,0.10935,0.14029
1998,Bavaria,West,(1c) Basic Vocational Qualification,0.27702,623,1754,0.25607,0.29797
1998,Bavaria,West,(2) Intermediate General/Vocational Qualification,0.16948,381,1754,0.15192,0.18704
1998,Bavaria,West,(2c_gen) General Maturity Certificate,0.02957,56,1754,0.02164,0.03750
1998,Bavaria,West,(2c_voc) Vocational Maturity Certificate,0.04196,86,1754,0.03258,0.05135
1998,Bavaria,West,(3a) Lower Tertiary Education,0.04187,84,1754,0.03249,0.05125
1998,Bavaria,West,(3b) Higher Tertiary Education,0.05578,114,1754,0.04504,0.06652
1998,Berlin,West,(1b) General Elementary School,0.09643,34,218,0.05716,0.13570
1998,Berlin,West,(1c) Basic Vocational Qualification,0.18956,64,218,0.13741,0.24171
1998,Berlin,West,(2) Intermediate General/Vocational Qualification,0.19407,71,218,0.14145,0.24669
1998,Berlin,West,(3b) Higher Tertiary Education,0.15078,49,218,0.10317,0.19840
1998,Berlin,East,(2) Intermediate General/Vocational Qualification,0.28640,85,175,0.21922,0.35357
1998,Berlin,East,(3a) Lower Tertiary Education,0.16550,49,175,0.11028,0.22072
1998,Berlin,East,(3b) Higher Tertiary Education,0.13673,41,175,0.08568,0.18778
1998,Brandenburg,East,(1b) General Elementary School,0.05548,36,553,0.03639,0.07458
1998,Brandenburg,East,(1c) Basic Vocational Qualification,0.22288,149,553,0.18816,0.25760
1998,Brandenburg,East,(2) Intermediate General/Vocational Qualification,0.27056,214,553,0.23350,0.30762
1998,Brandenburg,East,(3a) Lower Tertiary Education,0.14358,105,553,0.11433,0.17284
1998,Brandenburg,East,(3b) Higher Tertiary Education,0.07128,49,553,0.04982,0.09275
1998,Mecklenburg-Western Pomerania,East,(1c) Basic Vocational Qualification,0.21022,85,314,0.16508,0.25536
1998,Mecklenburg-Western Pomerania,East,(2) Intermediate General/Vocational Qualification,0.31013,162,314,0.25889,0.36137
1998,Mecklenburg-Western Pomerania,East,(3a) Lower Tertiary Education,0.12498,67,314,0.08834,0.16162
1998,Saxony,East,(1b) General Elementary School,0.05768,73,1050,0.04357,0.07179
1998,Saxony,East,(1c) Basic Vocational Qualification,0.24442,297,1050,0.21842,0.27043
1998,Saxony,East,(2) Intermediate General/Vocational Qualification,0.28059,435,1050,0.25340,0.30778
1998,Saxony,East,(3a) Lower Tertiary Education,0.10274,143,1050,0.08437,0.12111
1998,Saxony,East,(3b) Higher Tertiary Education,0.06874,102,1050,0.05343,0.08405
1998,Saxony-Anhalt,East,(1b) General Elementary School,0.07686,56,618,0.05584,0.09787
1998,Saxony-Anhalt,East,(1c) Basic Vocational Qualification,0.27976,188,618,0.24434,0.31518
1998,Saxony-Anhalt,East,(2) Intermediate General/Vocational Qualification,0.26937,224,618,0.23437,0.30438
1998,Saxony-Anhalt,East,(3a) Lower Tertiary Education,0.12523,106,618,0.09912,0.15135
1998,Saxony-Anhalt,East,(3b) Higher Tertiary Education,0.04524,44,618,0.02884,0.06163
1998,Thuringa,East,(1b) General Elementary School,0.05708,36,659,0.03936,0.07481
1998,Thuringa,East,(1c) Basic Vocational Qualification,0.27616,210,659,0.24199,0.31032
1998,Thuringa,East,(2) Intermediate General/Vocational Qualification,0.29159,281,659,0.25686,0.32632
1998,Thuringa,East,(3a) Lower Tertiary Education,0.07961,85,659,0.05892,0.10029
1998,Thuringa,East,(3b) Higher Tertiary Education,0.04655,47,659,0.03045,0.06265
1999,Schleswig-Holstein,West,(1b) General Elementary School,0.07409,31,232,0.04031,0.10787
1999,Schleswig-Holstein,West,(1c) Basic Vocational Qualification,0.31733,111,232,0.25731,0.37735
1999,Schleswig-Holstein,West,(2) Intermediate General/Vocational Qualification,0.22240,90,232,0.16877,0.27603
1999,Hamburg,West,(1c) Basic Vocational Qualification,0.31626,45,45,0.17886,0.45367
1999,Lower Saxony,West,(1a) Inadequately completed,0.01837,37,1085,0.01037,0.02636
1999,Lower Saxony,West,(1b) General Elementary School,0.13064,185,1085,0.11058,0.15070
1999,Lower Saxony,West,(1c) Basic Vocational Qualification,0.26302,347,1085,0.23682,0.28923
1999,Lower Saxony,West,(2) Intermediate General/Vocational Qualification,0.21387,310,1085,0.18946,0.23828
1999,Lower Saxony,West,(2c_voc) Vocational Maturity Certificate,0.05295,79,1085,0.03962,0.06629
1999,Lower Saxony,West,(3a) Lower Tertiary Education,0.03255,43,1085,0.02199,0.04312
1999,Lower Saxony,West,(3b) Higher Tertiary Education,0.05754,84,1085,0.04368,0.07141
1999,North Rhine-Westphalia,West,(0) No qualification (yet),0.02008,76,2605,0.01470,0.02547
1999,North Rhine-Westphalia,West,(1a) Inadequately completed,0.02417,136,2605,0.01827,0.03007
1999,North Rhine-Westphalia,West,(1b) General Elementary School,0.12228,414,2605,0.10970,0.13486
1999,North Rhine-Westphalia,West,(1c) Basic Vocational Qualification,0.28773,843,2605,0.27034,0.30512
1999,North Rhine-Westphalia,West,(2) Intermediate General/Vocational Qualification,0.15522,516,2605,0.14132,0.16913
1999,North Rhine-Westphalia,West,(2c_gen) General Maturity Certificate,0.03196,119,2605,0.02521,0.03872
1999,North Rhine-Westphalia,West,(2c_voc) Vocational Maturity Certificate,0.06027,192,2605,0.05113,0.06941
1999,North Rhine-Westphalia,West,(3a) Lower Tertiary Education,0.03215,102,2605,0.02537,0.03892
1999,North Rhine-Westphalia,West,(3b) Higher Tertiary Education,0.06865,207,2605,0.05894,0.07837
1999,Hesse,West,(1a) Inadequately completed,0.02992,52,847,0.01844,0.04140
1999,Hesse,West,(1b) General Elementary School,0.15853,164,847,0.13392,0.18315
1999,Hesse,West,(1c) Basic Vocational Qualification,0.25422,255,847,0.22488,0.28356
1999,Hesse,West,(2) Intermediate General/Vocational Qualification,0.13757,165,847,0.11436,0.16078
1999,Hesse,West,(2c_gen) General Maturity Certificate,0.03475,39,847,0.02241,0.04709
1999,Hesse,West,(2c_voc) Vocational Maturity Certificate,0.05528,51,847,0.03988,0.07068
1999,Hesse,West,(3a) Lower Tertiary Education,0.04638,45,847,0.03221,0.06055
1999,Hesse,West,(3b) Higher Tertiary Education,0.08384,76,847,0.06516,0.10252
1999,"Rhineland-Palatinate, Saarland",West,(1b) General Elementary School,0.19186,175,640,0.16133,0.22239
1999,"Rhineland-Palatinate, Saarland",West,(1c) Basic Vocational Qualification,0.33502,299,640,0.29842,0.37161
1999,"Rhineland-Palatinate, Saarland",West,(2) Intermediate General/Vocational Qualification,0.14815,129,640,0.12061,0.17570
1999,"Rhineland-Palatinate, Saarland",West,(3b) Higher Tertiary Education,0.03771,37,640,0.02294,0.05248
1999,Baden-Wuerttemberg,West,(0) No qualification (yet),0.01525,34,1663,0.00936,0.02114
1999,Baden-Wuerttemberg,West,(1a) Inadequately completed,0.03005,131,1663,0.02184,0.03826
1999,Baden-Wuerttemberg,West,(1b) General Elementary School,0.15839,375,1663,0.14083,0.17594
1999,Baden-Wuerttemberg,West,(1c) Basic Vocational Qualification,0.26686,536,1663,0.24559,0.28812
1999,Baden-Wuerttemberg,West,(2) Intermediate General/Vocational Qualification,0.13916,278,1663,0.12252,0.15580
1999,Baden-Wuerttemberg,West,(2c_gen) General Maturity Certificate,0.03301,69,1663,0.02442,0.04160
1999,Baden-Wuerttemberg,West,(2c_voc) Vocational Maturity Certificate,0.05147,87,1663,0.04085,0.06210
1999,Baden-Wuerttemberg,West,(3a) Lower Tertiary Education,0.03630,59,1663,0.02731,0.04529
1999,Baden-Wuerttemberg,West,(3b) Higher Tertiary Education,0.05322,94,1663,0.04242,0.06401
1999,Bavaria,West,(1a) Inadequately completed,0.01759,53,1710,0.01135,0.02382
1999,Bavaria,West,(1b) General Elementary School,0.12862,301,1710,0.11275,0.14449
1999,Bavaria,West,(1c) Basic Vocational Qualification,0.29944,630,1710,0.27773,0.32116
1999,Bavaria,West,(2) Intermediate General/Vocational Qualification,0.17929,382,1710,0.16110,0.19748
1999,Bavaria,West,(2c_gen) General Maturity Certificate,0.03214,58,1710,0.02377,0.04050
1999,Bavaria,West,(2c_voc) Vocational Maturity Certificate,0.04018,81,1710,0.03087,0.04949
1999,Bavaria,West,(3a) Lower Tertiary Education,0.04669,86,1710,0.03669,0.05669
1999,Bavaria,West,(3b) Higher Tertiary Education,0.05767,119,1710,0.04662,0.06872
1999,Berlin,West,(1b) General Elementary School,0.09354,34,210,0.05406,0.13302
1999,Berlin,West,(1c) Basic Vocational Qualification,0.17906,58,210,0.12708,0.23104
1999,Berlin,West,(2) Intermediate General/Vocational Qualification,0.20390,71,210,0.14928,0.25853
1999,Berlin,West,(3b) Higher Tertiary Education,0.14640,47,210,0.09848,0.19433
1999,Berlin,East,(2) Intermediate General/Vocational Qualification,0.28893,80,166,0.21976,0.35809
1999,Berlin,East,(3a) Lower Tertiary Education,0.17545,47,166,0.11741,0.23349
1999,Berlin,East,(3b) Higher Tertiary Education,0.13339,39,166,0.08151,0.18527
1999,Brandenburg,East,(1b) General Elementary School,0.05532,37,539,0.03600,0.07464
1999,Brandenburg,East,(1c) Basic Vocational Qualification,0.21819,139,539,0.18329,0.25309
1999,Brandenburg,East,(2) Intermediate General/Vocational Qualification,0.28650,214,539,0.24829,0.32470
1999,Brandenburg,East,(3a) Lower Tertiary Education,0.14491,102,539,0.11516,0.17465
1999,Brandenburg,East,(3b) Higher Tertiary Education,0.06773,47,539,0.04650,0.08897
1999,Mecklenburg-Western Pomerania,East,(1c) Basic Vocational Qualification,0.23165,85,341,0.18680,0.27649
1999,Mecklenburg-Western Pomerania,East,(2) Intermediate General/Vocational Qualification,0.30906,158,341,0.25994,0.35818
1999,Mecklenburg-Western Pomerania,East,(3a) Lower Tertiary Education,0.12415,67,341,0.08910,0.15920
1999,Mecklenburg-Western Pomerania,East,(3b) Higher Tertiary Education,0.04906,31,341,0.02610,0.07202
1999,Saxony,East,(0) No qualification (yet),0.01751,31,1097,0.00975,0.02528
1999,Saxony,East,(1b) General Elementary School,0.05975,69,1097,0.04571,0.07378
1999,Saxony,East,(1c) Basic Vocational Qualification,0.23942,283,1097,0.21415,0.26468
1999,Saxony,East,(2) Intermediate General/Vocational Qualification,0.29682,436,1097,0.26977,0.32387
1999,Saxony,East,(2c_voc) Vocational Maturity Certificate,0.02289,35,1097,0.01403,0.03174
1999,Saxony,East,(3a) Lower Tertiary Education,0.10024,140,1097,0.08246,0.11802
1999,Saxony,East,(3b) Higher Tertiary Education,0.07343,103,1097,0.05799,0.08888
1999,Saxony-Anhalt,East,(1b) General Elementary School,0.07043,51,620,0.05027,0.09059
1999,Saxony-Anhalt,East,(1c) Basic Vocational Qualification,0.28575,188,620,0.25016,0.32134
1999,Saxony-Anhalt,East,(2) Intermediate General/Vocational Qualification,0.28224,233,620,0.24679,0.31770
1999,Saxony-Anhalt,East,(3a) Lower Tertiary Education,0.12313,103,620,0.09725,0.14902
1999,Saxony-Anhalt,East,(3b) Higher Tertiary Education,0.04783,45,620,0.03102,0.06464
1999,Thuringa,East,(1b) General Elementary School,0.05855,42,659,0.04061,0.07649
1999,Thuringa,East,(1c) Basic Vocational Qualification,0.28455,210,659,0.25008,0.31903
1999,Thuringa,East,(2) Intermediate General/Vocational Qualification,0.29935,274,659,0.26435,0.33434
1999,Thuringa,East,(3a) Lower Tertiary Education,0.08398,87,659,0.06279,0.10518
1999,Thuringa,East,(3b) Higher Tertiary Education,0.04446,46,659,0.02871,0.06021
2000,Schleswig-Holstein,West,(1b) General Elementary School,0.09644,81,663,0.07395,0.11892
2000,Schleswig-Holstein,West,(1c) Basic Vocational Qualification,0.31874,260,663,0.28324,0.35424
2000,Schleswig-Holstein,West,(2) Intermediate General/Vocational Qualification,0.20372,175,663,0.17304,0.23441
2000,Schleswig-Holstein,West,(2c_voc) Vocational Maturity Certificate,0.05844,50,663,0.04057,0.07631
2000,Schleswig-Holstein,West,(3a) Lower Tertiary Education,0.04928,46,663,0.03279,0.06576
2000,Schleswig-Holstein,West,(3b) Higher Tertiary Education,0.05207,51,663,0.03515,0.06899
2000,Hamburg,West,(1c) Basic Vocational Qualification,0.26653,84,206,0.20601,0.32706
2000,Hamburg,West,(2) Intermediate General/Vocational Qualification,0.22670,77,206,0.16939,0.28402
2000,Hamburg,West,(3b) Higher Tertiary Education,0.11214,45,206,0.06895,0.15534
2000,Lower Saxony,West,(0) No qualification (yet),0.01228,36,2022,0.00747,0.01708
2000,Lower Saxony,West,(1a) Inadequately completed,0.00969,31,2022,0.00542,0.01396
2000,Lower Saxony,West,(1b) General Elementary School,0.10884,254,2022,0.09526,0.12241
2000,Lower Saxony,West,(1c) Basic Vocational Qualification,0.28665,704,2022,0.26694,0.30637
2000,Lower Saxony,West,(2) Intermediate General/Vocational Qualification,0.21497,555,2022,0.19705,0.23288
2000,Lower Saxony,West,(2c_gen) General Maturity Certificate,0.02192,55,2022,0.01554,0.02830
2000,Lower Saxony,West,(2c_voc) Vocational Maturity Certificate,0.06063,150,2022,0.05022,0.07103
2000,Lower Saxony,West,(3a) Lower Tertiary Education,0.03736,93,2022,0.02909,0.04563
2000,Lower Saxony,West,(3b) Higher Tertiary Education,0.05615,144,2022,0.04611,0.06619
2000,Bremen,West,(1c) Basic Vocational Qualification,0.30723,61,103,0.21769,0.39676
2000,Bremen,West,(2) Intermediate General/Vocational Qualification,0.17148,42,103,0.09833,0.24463
2000,North Rhine-Westphalia,West,(0) No qualification (yet),0.01567,114,5122,0.01227,0.01907
2000,North Rhine-Westphalia,West,(1a) Inadequately completed,0.02173,151,5122,0.01774,0.02573
2000,North Rhine-Westphalia,West,(1b) General Elementary School,0.10786,665,5122,0.09936,0.11635
2000,North Rhine-Westphalia,West,(1c) Basic Vocational Qualification,0.30298,1796,5122,0.29040,0.31557
2000,North Rhine-Westphalia,West,(2) Intermediate General/Vocational Qualification,0.15942,1037,5122,0.14939,0.16944
2000,North Rhine-Westphalia,West,(2c_gen) General Maturity Certificate,0.02760,192,5122,0.02311,0.03208
2000,North Rhine-Westphalia,West,(2c_voc) Vocational Maturity Certificate,0.08038,477,5122,0.07294,0.08783
2000,North Rhine-Westphalia,West,(3a) Lower Tertiary Education,0.03960,248,5122,0.03426,0.04494
2000,North Rhine-Westphalia,West,(3b) Higher Tertiary Education,0.07298,442,5122,0.06586,0.08011
2000,Hesse,West,(0) No qualification (yet),0.01226,32,1667,0.00698,0.01755
2000,Hesse,West,(1a) Inadequately completed,0.02186,42,1667,0.01484,0.02888
2000,Hesse,West,(1b) General Elementary School,0.11442,222,1667,0.09914,0.12971
2000,Hesse,West,(1c) Basic Vocational Qualification,0.26423,512,1667,0.24305,0.28540
2000,Hesse,West,(2) Intermediate General/Vocational Qualification,0.17954,396,1667,0.16111,0.19797
2000,Hesse,West,(2c_gen) General Maturity Certificate,0.02579,60,1667,0.01818,0.03340
2000,Hesse,West,(2c_voc) Vocational Maturity Certificate,0.06824,133,1667,0.05613,0.08035
2000,Hesse,West,(3a) Lower Tertiary Education,0.04304,93,1667,0.03330,0.05279
2000,Hesse,West,(3b) Higher Tertiary Education,0.09067,177,1667,0.07688,0.10446
2000,"Rhineland-Palatinate, Saarland",West,(1b) General Elementary School,0.15007,263,1409,0.13142,0.16873
2000,"Rhineland-Palatinate, Saarland",West,(1c) Basic Vocational Qualification,0.32682,578,1409,0.30232,0.35132
2000,"Rhineland-Palatinate, Saarland",West,(2) Intermediate General/Vocational Qualification,0.15925,289,1409,0.14014,0.17837
2000,"Rhineland-Palatinate, Saarland",West,(2c_gen) General Maturity Certificate,0.01881,36,1409,0.01171,0.02590
2000,"Rhineland-Palatinate, Saarland",West,(2c_voc) Vocational Maturity Certificate,0.04596,94,1409,0.03503,0.05690
2000,"Rhineland-Palatinate, Saarland",West,(3a) Lower Tertiary Education,0.02701,55,1409,0.01855,0.03548
2000,"Rhineland-Palatinate, Saarland",West,(3b) Higher Tertiary Education,0.04705,94,1409,0.03599,0.05811
2000,Baden-Wuerttemberg,West,(0) No qualification (yet),0.01371,64,2950,0.00951,0.01790
2000,Baden-Wuerttemberg,West,(1a) Inadequately completed,0.02082,90,2950,0.01567,0.02597
2000,Baden-Wuerttemberg,West,(1b) General Elementary School,0.13449,539,2950,0.12217,0.14680
2000,Baden-Wuerttemberg,West,(1c) Basic Vocational Qualification,0.25981,947,2950,0.24398,0.27564
2000,Baden-Wuerttemberg,West,(2) Intermediate General/Vocational Qualification,0.16201,586,2950,0.14871,0.17531
2000,Baden-Wuerttemberg,West,(2c_gen) General Maturity Certificate,0.03440,131,2950,0.02782,0.04098
2000,Baden-Wuerttemberg,West,(2c_voc) Vocational Maturity Certificate,0.05289,185,2950,0.04481,0.06096
2000,Baden-Wuerttemberg,West,(3a) Lower Tertiary Education,0.05275,161,2950,0.04468,0.06082
2000,Baden-Wuerttemberg,West,(3b) Higher Tertiary Education,0.07148,247,2950,0.06218,0.08078
2000,Bavaria,West,(0) No qualification (yet),0.01084,47,3364,0.00734,0.01434
2000,Bavaria,West,(1a) Inadequately completed,0.01067,44,3364,0.00719,0.01414
2000,Bavaria,West,(1b) General Elementary School,0.10329,427,3364,0.09300,0.11357
2000,Bavaria,West,(1c) Basic Vocational Qualification,0.33027,1336,3364,0.31438,0.34617
2000,Bavaria,West,(2) Intermediate General/Vocational Qualification,0.18503,761,3364,0.17191,0.19816
2000,Bavaria,West,(2c_gen) General Maturity Certificate,0.02136,83,3364,0.01648,0.02625
2000,Bavaria,West,(2c_voc) Vocational Maturity Certificate,0.05189,199,3364,0.04439,0.05938
2000,Bavaria,West,(3a) Lower Tertiary Education,0.05203,196,3364,0.04453,0.05954
2000,Bavaria,West,(3b) Higher Tertiary Education,0.06963,271,3364,0.06102,0.07823
2000,Berlin,West,(1b) General Elementary School,0.06001,35,386,0.03628,0.08373
2000,Berlin,West,(1c) Basic Vocational Qualification,0.16140,84,386,0.12465,0.19814
2000,Berlin,West,(2) Intermediate General/Vocational Qualification,0.21129,113,386,0.17051,0.25207
2000,Berlin,West,(2c_voc) Vocational Maturity Certificate,0.07698,43,386,0.05035,0.10360
2000,Berlin,West,(3a) Lower Tertiary Education,0.08681,42,386,0.05869,0.11494
2000,Berlin,West,(3b) Higher Tertiary Education,0.13404,69,386,0.10001,0.16808
2000,Berlin,East,(1c) Basic Vocational Qualification,0.14681,63,325,0.10827,0.18535
2000,Berlin,East,(2) Intermediate General/Vocational Qualification,0.29015,140,325,0.24073,0.33957
2000,Berlin,East,(3a) Lower Tertiary Education,0.12086,57,325,0.08537,0.15636
2000,Berlin,East,(3b) Higher Tertiary Education,0.12898,65,325,0.09249,0.16548
2000,Brandenburg,East,(1b) General Elementary School,0.06432,72,961,0.04880,0.07984
2000,Brandenburg,East,(1c) Basic Vocational Qualification,0.20289,220,961,0.17745,0.22833
2000,Brandenburg,East,(2) Intermediate General/Vocational Qualification,0.30681,372,961,0.27764,0.33599
