"pgcasmin","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"(2c_gen) general maturity certificate","1984","35-65 Jahre alt","Brandenburg","","","",""
"(2c_gen) general maturity certificate","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","1984","35-65 Jahre alt","Sachsen","","","",""
"(2c_gen) general maturity certificate","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","1984","35-65 Jahre alt","Thueringen","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Hamburg","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Bremen","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Hessen","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Bayern","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Saarland","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Berlin","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Brandenburg","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Sachsen","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","1984","66 und älter","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Bremen","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Nordrhein-Westfalen","68","0.0604595987264557","0.0473977942347894","0.0735214032181219"
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Hessen","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Bayern","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Saarland","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Berlin","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Bremen","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Nordrhein-Westfalen","49","0.0270351888233878","0.0192704946617099","0.0347998829850657"
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Hessen","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Baden-Wuerttemberg","43","0.0367066024328562","0.0260047949933284","0.0474084098723839"
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Bayern","42","0.0344280751564886","0.023619045807663","0.0452371045053143"
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Saarland","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Berlin","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Bremen","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Nordrhein-Westfalen","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Hessen","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Bayern","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Saarland","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Berlin","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Thueringen","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Hamburg","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Niedersachsen","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Bremen","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Hessen","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Bayern","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Saarland","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Berlin","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Brandenburg","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Sachsen","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Thueringen","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Hamburg","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Niedersachsen","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Bremen","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Nordrhein-Westfalen","50","0.0393158054010727","0.0300114777614528","0.0486201330406925"
"(3a) lower tertiary education","1984","35-65 Jahre alt","Hessen","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Bayern","35","0.0386796012490629","0.0272478416465257","0.0501113608516001"
"(3a) lower tertiary education","1984","35-65 Jahre alt","Saarland","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Berlin","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Brandenburg","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Sachsen","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Thueringen","","","",""
"(3a) lower tertiary education","1984","66 und älter","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","1984","66 und älter","Hamburg","","","",""
"(3a) lower tertiary education","1984","66 und älter","Niedersachsen","","","",""
"(3a) lower tertiary education","1984","66 und älter","Bremen","","","",""
"(3a) lower tertiary education","1984","66 und älter","Nordrhein-Westfalen","","","",""
"(3a) lower tertiary education","1984","66 und älter","Hessen","","","",""
"(3a) lower tertiary education","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","1984","66 und älter","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","1984","66 und älter","Bayern","","","",""
"(3a) lower tertiary education","1984","66 und älter","Saarland","","","",""
"(3a) lower tertiary education","1984","66 und älter","Berlin","","","",""
"(3a) lower tertiary education","1984","66 und älter","Brandenburg","","","",""
"(3a) lower tertiary education","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","1984","66 und älter","Sachsen","","","",""
"(3a) lower tertiary education","1984","66 und älter","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","1984","66 und älter","Thueringen","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Hamburg","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Niedersachsen","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Bremen","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Nordrhein-Westfalen","57","0.0562203444144694","0.0435964057622305","0.0688442830667082"
"(3b) higher tertiary education","1984","16-34 Jahre alt","Hessen","32","0.0793923982305142","0.0559520327006346","0.102832763760394"
"(3b) higher tertiary education","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Bayern","31","0.0335171267713956","0.0207962983955669","0.0462379551472242"
"(3b) higher tertiary education","1984","16-34 Jahre alt","Saarland","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Berlin","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Brandenburg","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Sachsen","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Thueringen","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Hamburg","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Niedersachsen","47","0.073989446227431","0.0536305567369142","0.0943483357179477"
"(3b) higher tertiary education","1984","35-65 Jahre alt","Bremen","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Nordrhein-Westfalen","86","0.0563820075345975","0.0453392011386879","0.0674248139305071"
"(3b) higher tertiary education","1984","35-65 Jahre alt","Hessen","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Baden-Wuerttemberg","53","0.0504067790496271","0.0379553550261711","0.062858203073083"
"(3b) higher tertiary education","1984","35-65 Jahre alt","Bayern","60","0.0563462535399418","0.042675990638549","0.0700165164413346"
"(3b) higher tertiary education","1984","35-65 Jahre alt","Saarland","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Berlin","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Brandenburg","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Sachsen","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Thueringen","","","",""
"(3b) higher tertiary education","1984","66 und älter","Schleswig-Holstein","","","",""
"(3b) higher tertiary education","1984","66 und älter","Hamburg","","","",""
"(3b) higher tertiary education","1984","66 und älter","Niedersachsen","","","",""
