"pgcasmin","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"(0) in school","1993","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(0) in school","1993","(Fach-)Abitur","Bayern","","","",""
"(0) in school","1993","(Fach-)Abitur","Saarland","","","",""
"(0) in school","1993","(Fach-)Abitur","Berlin","","","",""
"(0) in school","1993","(Fach-)Abitur","Brandenburg","","","",""
"(0) in school","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(0) in school","1993","(Fach-)Abitur","Sachsen","","","",""
"(0) in school","1993","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(0) in school","1993","(Fach-)Abitur","Thueringen","","","",""
"(0) in school","1993","AkademikerInnen","Schleswig-Holstein","","","",""
"(0) in school","1993","AkademikerInnen","Hamburg","","","",""
"(0) in school","1993","AkademikerInnen","Niedersachsen","","","",""
"(0) in school","1993","AkademikerInnen","Bremen","","","",""
"(0) in school","1993","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(0) in school","1993","AkademikerInnen","Hessen","","","",""
"(0) in school","1993","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(0) in school","1993","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(0) in school","1993","AkademikerInnen","Bayern","","","",""
"(0) in school","1993","AkademikerInnen","Saarland","","","",""
"(0) in school","1993","AkademikerInnen","Berlin","","","",""
"(0) in school","1993","AkademikerInnen","Brandenburg","","","",""
"(0) in school","1993","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(0) in school","1993","AkademikerInnen","Sachsen","","","",""
"(0) in school","1993","AkademikerInnen","Sachsen-Anhalt","","","",""
"(0) in school","1993","AkademikerInnen","Thueringen","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Hamburg","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Niedersachsen","47","0.804181666487915","0.698340414071366","0.910022918904463"
"(1a) inadequately completed","1993","(noch) kein Abschluss","Bremen","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Nordrhein-Westfalen","185","0.691722708621743","0.632173103633048","0.751272313610439"
"(1a) inadequately completed","1993","(noch) kein Abschluss","Hessen","75","0.73995148159179","0.647241247142398","0.832661716041182"
"(1a) inadequately completed","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","32","0.907289355566629","0.809802437637032","1.00477627349623"
"(1a) inadequately completed","1993","(noch) kein Abschluss","Baden-Wuerttemberg","198","0.781812895669185","0.727605116684165","0.836020674654205"
"(1a) inadequately completed","1993","(noch) kein Abschluss","Bayern","72","0.568306300103948","0.467094006199233","0.669518594008664"
"(1a) inadequately completed","1993","(noch) kein Abschluss","Saarland","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Berlin","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Brandenburg","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Sachsen","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Thueringen","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Hamburg","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Niedersachsen","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Bremen","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Hessen","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Bayern","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Saarland","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Berlin","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Brandenburg","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Sachsen","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Thueringen","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Schleswig-Holstein","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Hamburg","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Niedersachsen","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Bremen","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Nordrhein-Westfalen","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Hessen","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Baden-Wuerttemberg","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Bayern","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Saarland","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Berlin","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Brandenburg","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Sachsen","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Thueringen","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Hamburg","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Niedersachsen","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Bremen","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Hessen","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Bayern","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Saarland","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Berlin","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Brandenburg","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Sachsen","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Thueringen","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Schleswig-Holstein","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Hamburg","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Niedersachsen","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Bremen","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Hessen","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Bayern","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Saarland","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Berlin","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Brandenburg","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Sachsen","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Thueringen","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Hamburg","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Niedersachsen","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Bremen","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Hessen","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Bayern","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Saarland","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Berlin","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Brandenburg","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Sachsen","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Thueringen","","","",""
"(1b) general elementary school","1993","Hauptschulabschluss","Schleswig-Holstein","47","0.254938897687247","0.18698199998636","0.322895795388134"
"(1b) general elementary school","1993","Hauptschulabschluss","Hamburg","","","",""
"(1b) general elementary school","1993","Hauptschulabschluss","Niedersachsen","189","0.39070783693777","0.348237767733307","0.433177906142234"
"(1b) general elementary school","1993","Hauptschulabschluss","Bremen","","","",""
"(1b) general elementary school","1993","Hauptschulabschluss","Nordrhein-Westfalen","478","0.320636607483495","0.295098283874102","0.346174931092889"
"(1b) general elementary school","1993","Hauptschulabschluss","Hessen","223","0.390051723877924","0.347169480079405","0.432933967676443"
"(1b) general elementary school","1993","Hauptschulabschluss","Rheinland-Pfalz,Saarland","175","0.4011653384917","0.354401835989227","0.447928840994174"
"(1b) general elementary school","1993","Hauptschulabschluss","Baden-Wuerttemberg","420","0.354628863650251","0.32519773757336","0.384059989727143"
"(1b) general elementary school","1993","Hauptschulabschluss","Bayern","309","0.299613852323063","0.269619201918599","0.329608502727527"
"(1b) general elementary school","1993","Hauptschulabschluss","Saarland","","","",""
"(1b) general elementary school","1993","Hauptschulabschluss","Berlin","63","0.335452498675367","0.267780996352472","0.403124000998262"
"(1b) general elementary school","1993","Hauptschulabschluss","Brandenburg","39","0.207309210369989","0.152740792112984","0.261877628626993"
"(1b) general elementary school","1993","Hauptschulabschluss","Mecklenburg-Vorpommern","30","0.236917337567125","0.164382717544695","0.309451957589554"
"(1b) general elementary school","1993","Hauptschulabschluss","Sachsen","78","0.223604727801784","0.183025618386346","0.264183837217223"
"(1b) general elementary school","1993","Hauptschulabschluss","Sachsen-Anhalt","64","0.251019234072587","0.20014067280438","0.301897795340794"
"(1b) general elementary school","1993","Hauptschulabschluss","Thueringen","45","0.169490631646366","0.124233060317477","0.214748202975254"
"(1b) general elementary school","1993","Realschulabschluss","Schleswig-Holstein","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Hamburg","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Niedersachsen","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Bremen","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Nordrhein-Westfalen","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Hessen","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Baden-Wuerttemberg","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Bayern","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Saarland","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Berlin","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Brandenburg","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Sachsen","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Sachsen-Anhalt","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Thueringen","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Hamburg","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Niedersachsen","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Bremen","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Hessen","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Bayern","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Saarland","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Berlin","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Brandenburg","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Sachsen","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Thueringen","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Schleswig-Holstein","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Hamburg","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Niedersachsen","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Bremen","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Hessen","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Bayern","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Saarland","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Berlin","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Brandenburg","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Sachsen","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Sachsen-Anhalt","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Thueringen","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Hamburg","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Niedersachsen","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Bremen","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Hessen","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Bayern","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Saarland","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Berlin","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Brandenburg","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Sachsen","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Thueringen","","","",""
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Schleswig-Holstein","111","0.745061102312753","0.677104204611866","0.81301800001364"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Hamburg","53","0.7938789513875","0.703526270390542","0.884231632384457"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Niedersachsen","318","0.60929216306223","0.566822093857766","0.651762232266693"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Bremen","34","0.560911859923887","0.432076869947359","0.689746849900416"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Nordrhein-Westfalen","805","0.679363392516505","0.653825068907111","0.704901716125898"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Hessen","274","0.609948276122076","0.567066032323557","0.652830519920595"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Rheinland-Pfalz,Saarland","247","0.5988346615083","0.552071159005826","0.645598164010773"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Baden-Wuerttemberg","595","0.645371136349749","0.615940010272857","0.674802262426641"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Bayern","587","0.700386147676937","0.670391497272473","0.730380798081401"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Saarland","","","",""
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Berlin","124","0.664547501324633","0.596875999001738","0.732219003647527"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Brandenburg","173","0.792690789630011","0.738122371373007","0.847259207887016"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Mecklenburg-Vorpommern","102","0.763082662432875","0.690548042410445","0.835617282455305"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Sachsen","327","0.776395272198216","0.735816162782777","0.816974381613655"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Sachsen-Anhalt","215","0.748980765927413","0.698102204659206","0.79985932719562"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Thueringen","219","0.830509368353634","0.785251797024746","0.875766939682523"
"(1c) basic vocational qualification","1993","Realschulabschluss","Schleswig-Holstein","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Hamburg","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Niedersachsen","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Bremen","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Nordrhein-Westfalen","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Hessen","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Baden-Wuerttemberg","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Bayern","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Saarland","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Berlin","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Brandenburg","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Sachsen","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Sachsen-Anhalt","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Thueringen","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Hamburg","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Niedersachsen","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Bremen","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Hessen","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Bayern","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Saarland","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Berlin","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Brandenburg","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Sachsen","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Thueringen","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Schleswig-Holstein","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Hamburg","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Niedersachsen","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Bremen","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Hessen","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Bayern","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Saarland","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Berlin","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Brandenburg","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Sachsen","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Sachsen-Anhalt","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Thueringen","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Hamburg","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Niedersachsen","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Bremen","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Hessen","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Bayern","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Saarland","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Berlin","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Brandenburg","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Sachsen","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Thueringen","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Hamburg","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Niedersachsen","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Bremen","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Hessen","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Bayern","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Saarland","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Berlin","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Brandenburg","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Sachsen","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Thueringen","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","Hamburg","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","Niedersachsen","44","0.175725772170401","0.126752661616191","0.224698882724611"
"(2b) intermediate general qualification","1993","Realschulabschluss","Bremen","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","Nordrhein-Westfalen","95","0.200302852366437","0.163447095827056","0.237158608905818"
"(2b) intermediate general qualification","1993","Realschulabschluss","Hessen","32","0.102074494341042","0.0550170538817965","0.149131934800288"
"(2b) intermediate general qualification","1993","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","Baden-Wuerttemberg","65","0.214204266527147","0.164993361513931","0.263415171540364"
"(2b) intermediate general qualification","1993","Realschulabschluss","Bayern","65","0.18766004260278","0.145276807406148","0.230043277799413"
"(2b) intermediate general qualification","1993","Realschulabschluss","Saarland","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","Berlin","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","Brandenburg","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","Sachsen","50","0.108472467394008","0.0781860628637505","0.138758871924265"
"(2b) intermediate general qualification","1993","Realschulabschluss","Sachsen-Anhalt","33","0.128129584716419","0.087580737005805","0.168678432427032"
"(2b) intermediate general qualification","1993","Realschulabschluss","Thueringen","31","0.108694787690984","0.0701887516745936","0.147200823707375"
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Hamburg","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Niedersachsen","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Bremen","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Hessen","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Bayern","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Saarland","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Berlin","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Brandenburg","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Sachsen","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Thueringen","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Hamburg","","","",""
