year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,,,,,,,,,,,,
1984,30-45 y.,,,,,,,,,,,,
1984,46-65 y.,,,,,,,,,,,,
1984,66 and older,,,,,,,,,,,,
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,,,,,,,,,,,,
1985,30-45 y.,,,,,,,,,,,,
1985,46-65 y.,,,,,,,,,,,,
1985,66 and older,,,,,,,,,,,,
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,,,,,,,,,,,,
1986,30-45 y.,,,,,,,,,,,,
1986,46-65 y.,,,,,,,,,,,,
1986,66 and older,,,,,,,,,,,,
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,,,,,,,,,,,,
1987,30-45 y.,,,,,,,,,,,,
1987,46-65 y.,,,,,,,,,,,,
1987,66 and older,,,,,,,,,,,,
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,,,,,,,,,,,,
1988,30-45 y.,,,,,,,,,,,,
1988,46-65 y.,,,,,,,,,,,,
1988,66 and older,,,,,,,,,,,,
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,,,,,,,,,,,,
1989,30-45 y.,,,,,,,,,,,,
1989,46-65 y.,,,,,,,,,,,,
1989,66 and older,,,,,,,,,,,,
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,,,,,,,,,,,,
1990,30-45 y.,,,,,,,,,,,,
1990,46-65 y.,,,,,,,,,,,,
1990,66 and older,,,,,,,,,,,,
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,,,,,,,,,,,,
1991,30-45 y.,,,,,,,,,,,,
1991,46-65 y.,,,,,,,,,,,,
1991,66 and older,,,,,,,,,,,,
1992,0-16 y.,,,,,,,,,,,,
1992,17-29 y.,,,,,,,,,,,,
1992,30-45 y.,,,,,,,,,,,,
1992,46-65 y.,,,,,,,,,,,,
1992,66 and older,,,,,,,,,,,,
1993,0-16 y.,,,,,,,,,,,,
1993,17-29 y.,,,,,,,,,,,,
1993,30-45 y.,,,,,,,,,,,,
1993,46-65 y.,,,,,,,,,,,,
1993,66 and older,,,,,,,,,,,,
1994,0-16 y.,,,,,,,,,,,,
1994,17-29 y.,,,,,,,,,,,,
1994,30-45 y.,,,,,,,,,,,,
1994,46-65 y.,,,,,,,,,,,,
1994,66 and older,,,,,,,,,,,,
1995,0-16 y.,,,,,,,,,,,,
1995,17-29 y.,,,,,,,,,,,,
1995,30-45 y.,,,,,,,,,,,,
1995,46-65 y.,,,,,,,,,,,,
1995,66 and older,,,,,,,,,,,,
1996,0-16 y.,,,,,,,,,,,,
1996,17-29 y.,,,,,,,,,,,,
1996,30-45 y.,,,,,,,,,,,,
1996,46-65 y.,,,,,,,,,,,,
1996,66 and older,,,,,,,,,,,,
1997,0-16 y.,,,,,,,,,,,,
1997,17-29 y.,,,,,,,,,,,,
1997,30-45 y.,,,,,,,,,,,,
1997,46-65 y.,,,,,,,,,,,,
1997,66 and older,,,,,,,,,,,,
1998,0-16 y.,,,,,,,,,,,,
1998,17-29 y.,,,,,,,,,,,,
1998,30-45 y.,,,,,,,,,,,,
1998,46-65 y.,,,,,,,,,,,,
1998,66 and older,,,,,,,,,,,,
1999,0-16 y.,,,,,,,,,,,,
1999,17-29 y.,,,,,,,,,,,,
1999,30-45 y.,,,,,,,,,,,,
1999,46-65 y.,,,,,,,,,,,,
1999,66 and older,,,,,,,,,,,,
2000,0-16 y.,,,,,,,,,,,,
2000,17-29 y.,,,,,,,,,,,,
2000,30-45 y.,,,,,,,,,,,,
2000,46-65 y.,,,,,,,,,,,,
2000,66 and older,,,,,,,,,,,,
2001,0-16 y.,,,,,,,,,,,,
2001,17-29 y.,,,,,,,,,,,,
2001,30-45 y.,,,,,,,,,,,,
2001,46-65 y.,,,,,,,,,,,,
2001,66 and older,,,,,,,,,,,,
2002,0-16 y.,,,,,,,,,,,,
2002,17-29 y.,,,,,,,,,,,,
2002,30-45 y.,,,,,,,,,,,,
2002,46-65 y.,,,,,,,,,,,,
2002,66 and older,,,,,,,,,,,,
2003,0-16 y.,,,,,,,,,,,,
2003,17-29 y.,,,,,,,,,,,,
2003,30-45 y.,,,,,,,,,,,,
2003,46-65 y.,,,,,,,,,,,,
2003,66 and older,,,,,,,,,,,,
2004,0-16 y.,,,,,,,,,,,,
2004,17-29 y.,,,,,,,,,,,,
2004,30-45 y.,,,,,,,,,,,,
2004,46-65 y.,,,,,,,,,,,,
2004,66 and older,,,,,,,,,,,,
2005,0-16 y.,,,,,,,,,,,,
2005,17-29 y.,3816,5.79062,5.75292,5.82833,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2005,30-45 y.,6056,5.90927,5.88008,5.93847,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2005,46-65 y.,6972,5.95424,5.92668,5.98179,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2005,66 and older,3724,5.88533,5.84399,5.92668,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2006,0-16 y.,,,,,,,,,,,,
2006,17-29 y.,,,,,,,,,,,,
2006,30-45 y.,,,,,,,,,,,,
2006,46-65 y.,,,,,,,,,,,,
2006,66 and older,,,,,,,,,,,,
2007,0-16 y.,,,,,,,,,,,,
2007,17-29 y.,,,,,,,,,,,,
2007,30-45 y.,,,,,,,,,,,,
2007,46-65 y.,,,,,,,,,,,,
2007,66 and older,,,,,,,,,,,,
2008,0-16 y.,,,,,,,,,,,,
2008,17-29 y.,,,,,,,,,,,,
2008,30-45 y.,,,,,,,,,,,,
2008,46-65 y.,,,,,,,,,,,,
2008,66 and older,,,,,,,,,,,,
2009,0-16 y.,,,,,,,,,,,,
2009,17-29 y.,,,,,,,,,,,,
2009,30-45 y.,,,,,,,,,,,,
2009,46-65 y.,,,,,,,,,,,,
2009,66 and older,,,,,,,,,,,,
2010,0-16 y.,,,,,,,,,,,,
