year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,,,,,,,,,,,,
1985,female,,,,,,,,,,,,
1986,male,,,,,,,,,,,,
1986,female,,,,,,,,,,,,
1987,male,,,,,,,,,,,,
1987,female,,,,,,,,,,,,
1988,male,,,,,,,,,,,,
1988,female,,,,,,,,,,,,
1989,male,,,,,,,,,,,,
1989,female,,,,,,,,,,,,
1990,male,,,,,,,,,,,,
1990,female,,,,,,,,,,,,
1991,male,,,,,,,,,,,,
1991,female,,,,,,,,,,,,
1992,male,,,,,,,,,,,,
1992,female,,,,,,,,,,,,
1993,male,,,,,,,,,,,,
1993,female,,,,,,,,,,,,
1994,male,,,,,,,,,,,,
1994,female,,,,,,,,,,,,
1995,male,,,,,,,,,,,,
1995,female,,,,,,,,,,,,
1996,male,,,,,,,,,,,,
1996,female,,,,,,,,,,,,
1997,male,,,,,,,,,,,,
1997,female,,,,,,,,,,,,
1998,male,,,,,,,,,,,,
1998,female,,,,,,,,,,,,
1999,male,,,,,,,,,,,,
1999,female,,,,,,,,,,,,
2000,male,,,,,,,,,,,,
2000,female,,,,,,,,,,,,
2001,male,,,,,,,,,,,,
2001,female,,,,,,,,,,,,
2002,male,,,,,,,,,,,,
2002,female,,,,,,,,,,,,
2003,male,,,,,,,,,,,,
2003,female,,,,,,,,,,,,
2004,male,,,,,,,,,,,,
2004,female,,,,,,,,,,,,
2005,male,9837,5.90818,5.88527,5.93110,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2005,female,10731,5.88570,5.86233,5.90907,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2006,male,,,,,,,,,,,,
2006,female,,,,,,,,,,,,
2007,male,,,,,,,,,,,,
2007,female,,,,,,,,,,,,
2008,male,,,,,,,,,,,,
2008,female,,,,,,,,,,,,
2009,male,,,,,,,,,,,,
2009,female,,,,,,,,,,,,
2010,male,7894,5.82024,5.79366,5.84682,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2010,female,8665,5.85086,5.82471,5.87702,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2011,male,,,,,,,,,,,,
2011,female,,,,,,,,,,,,
2012,male,,,,,,,,,,,,
2012,female,,,,,,,,,,,,
2013,male,,,,,,,,,,,,
2013,female,,,,,,,,,,,,
2014,male,,,,,,,,,,,,
2014,female,,,,,,,,,,,,
2015,male,12223,5.89891,5.87905,5.91877,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2015,female,14355,5.86208,5.84215,5.88200,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2016,male,,,,,,,,,,,,
2016,female,,,,,,,,,,,,
2017,male,,,,,,,,,,,,
2017,female,,,,,,,,,,,,
2018,male,,,,,,,,,,,,
2018,female,,,,,,,,,,,,
2019,male,,,,,,,,,,,,
2019,female,,,,,,,,,,,,
2020,male,14534,5.89360,5.87560,5.91160,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2020,female,14730,5.81346,5.79361,5.83331,5.00000,6.00000,7.00000,2.00000,7.00000,6.00000,6.00000,6.00000
2021,male,,,,,,,,,,,,
2021,female,,,,,,,,,,,,
2022,male,,,,,,,,,,,,
2022,female,,,,,,,,,,,,
