year,age_gr,bula_h,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,17-29 y.,Schleswig-Holstein,No,0.38458,36,36,0.22340,0.54576
2001,17-29 y.,Lower Saxony,Yes,0.27464,90,201,0.21278,0.33649
2001,17-29 y.,Lower Saxony,No,0.32816,111,201,0.26309,0.39324
2001,17-29 y.,North Rhine-Westphalia,Yes,0.25397,212,485,0.21519,0.29275
2001,17-29 y.,North Rhine-Westphalia,No,0.34748,273,485,0.30506,0.38991
2001,17-29 y.,Hesse,Yes,0.31307,77,153,0.23934,0.38679
2001,17-29 y.,Hesse,No,0.27271,76,153,0.20191,0.34351
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.17964,38,111,0.10790,0.25138
2001,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.39547,73,111,0.30410,0.48685
2001,17-29 y.,Baden-Wuerttemberg,Yes,0.33262,158,323,0.28116,0.38409
2001,17-29 y.,Baden-Wuerttemberg,No,0.31901,165,323,0.26810,0.36992
2001,17-29 y.,Bavaria,Yes,0.29147,164,367,0.24491,0.33803
2001,17-29 y.,Bavaria,No,0.37475,203,367,0.32516,0.42435
2001,17-29 y.,Berlin,Yes,0.19426,32,79,0.10646,0.28206
2001,17-29 y.,Berlin,No,0.32217,47,79,0.21846,0.42587
2001,17-29 y.,Brandenburg,Yes,0.24570,47,120,0.16835,0.32305
2001,17-29 y.,Brandenburg,No,0.32599,73,120,0.24177,0.41021
2001,17-29 y.,Mecklenburg-Western Pomerania,No,0.42744,44,44,0.27957,0.57530
2001,17-29 y.,Saxony,Yes,0.21560,69,183,0.15585,0.27535
2001,17-29 y.,Saxony,No,0.36903,114,183,0.29892,0.43913
2001,17-29 y.,Saxony-Anhalt,Yes,0.13844,33,110,0.07360,0.20327
2001,17-29 y.,Saxony-Anhalt,No,0.41964,77,110,0.32699,0.51228
2001,17-29 y.,Thuringa,Yes,0.25087,52,110,0.16948,0.33225
2001,17-29 y.,Thuringa,No,0.30633,58,110,0.21979,0.39287
2001,30-45 y.,Schleswig-Holstein,Yes,0.40189,77,155,0.32445,0.47932
2001,30-45 y.,Schleswig-Holstein,No,0.40558,78,155,0.32803,0.48313
2001,30-45 y.,Hamburg,Yes,0.52051,41,41,0.36568,0.67533
2001,30-45 y.,Lower Saxony,Yes,0.45189,286,507,0.40853,0.49526
2001,30-45 y.,Lower Saxony,No,0.37282,221,507,0.33069,0.41496
2001,30-45 y.,North Rhine-Westphalia,Yes,0.45288,685,1254,0.42532,0.48044
2001,30-45 y.,North Rhine-Westphalia,No,0.36322,569,1254,0.33659,0.38985
2001,30-45 y.,Hesse,Yes,0.46562,237,393,0.41624,0.51500
2001,30-45 y.,Hesse,No,0.31386,156,393,0.26792,0.35980
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.36809,195,400,0.32077,0.41541
2001,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.41861,205,400,0.37020,0.46701
2001,30-45 y.,Baden-Wuerttemberg,Yes,0.41523,384,766,0.38031,0.45015
2001,30-45 y.,Baden-Wuerttemberg,No,0.42471,382,766,0.38968,0.45974
2001,30-45 y.,Bavaria,Yes,0.44005,451,872,0.40708,0.47302
2001,30-45 y.,Bavaria,No,0.39225,421,872,0.35982,0.42467
2001,30-45 y.,Berlin,Yes,0.42432,116,215,0.35810,0.49054
2001,30-45 y.,Berlin,No,0.41008,99,215,0.34418,0.47597
2001,30-45 y.,Brandenburg,Yes,0.39376,104,210,0.32752,0.46000
2001,30-45 y.,Brandenburg,No,0.38611,106,210,0.32010,0.45212
2001,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.37039,65,137,0.28923,0.45155
2001,30-45 y.,Mecklenburg-Western Pomerania,No,0.43822,72,137,0.35483,0.52161
2001,30-45 y.,Saxony,Yes,0.33936,179,413,0.29364,0.38508
2001,30-45 y.,Saxony,No,0.45761,234,413,0.40951,0.50572
2001,30-45 y.,Saxony-Anhalt,Yes,0.31732,97,211,0.25437,0.38027
2001,30-45 y.,Saxony-Anhalt,No,0.42294,114,211,0.35612,0.48976
2001,30-45 y.,Thuringa,Yes,0.30778,95,237,0.24889,0.36667
2001,30-45 y.,Thuringa,No,0.49010,142,237,0.42632,0.55388
2001,46-65 y.,Schleswig-Holstein,Yes,0.35526,84,151,0.27867,0.43185
2001,46-65 y.,Schleswig-Holstein,No,0.25956,67,151,0.18940,0.32972
2001,46-65 y.,Hamburg,Yes,0.38654,40,40,0.23371,0.53938
2001,46-65 y.,Lower Saxony,Yes,0.31279,182,322,0.26207,0.36351
2001,46-65 y.,Lower Saxony,No,0.25245,140,322,0.20492,0.29997
2001,46-65 y.,North Rhine-Westphalia,Yes,0.32190,492,868,0.29080,0.35300
2001,46-65 y.,North Rhine-Westphalia,No,0.24985,376,868,0.22103,0.27867
2001,46-65 y.,Hesse,Yes,0.35698,173,304,0.30304,0.41093
2001,46-65 y.,Hesse,No,0.25974,131,304,0.21037,0.30911
