year,bula_h,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Lower Saxony,Yes,0.21631,545,1071,0.19164,0.24098
2006,Lower Saxony,No,0.20744,526,1071,0.18314,0.23173
2006,Bremen,Yes,0.19918,45,76,0.10879,0.28957
2006,Bremen,No,0.17902,31,76,0.09226,0.26579
2006,North Rhine-Westphalia,Yes,0.23597,1343,2474,0.21923,0.25270
2006,North Rhine-Westphalia,No,0.20146,1131,2474,0.18565,0.21727
2006,Hesse,Yes,0.25667,487,886,0.22789,0.28545
2006,Hesse,No,0.21464,399,886,0.18759,0.24169
2006,"Rhineland-Palatinate, Saarland",Yes,0.20535,353,728,0.17599,0.23472
2006,"Rhineland-Palatinate, Saarland",No,0.25097,375,728,0.21945,0.28249
2006,Baden-Wuerttemberg,Yes,0.24610,826,1555,0.22469,0.26752
2006,Baden-Wuerttemberg,No,0.21349,729,1555,0.19312,0.23387
2006,Bavaria,Yes,0.23459,938,1826,0.21515,0.25403
2006,Bavaria,No,0.22820,888,1826,0.20895,0.24746
2006,Berlin,Yes,0.22859,233,442,0.18940,0.26779
2006,Berlin,No,0.24620,209,442,0.20599,0.28640
2006,Brandenburg,Yes,0.19579,238,480,0.16025,0.23132
2006,Brandenburg,No,0.22417,242,480,0.18682,0.26151
2006,Mecklenburg-Western Pomerania,Yes,0.17368,132,275,0.12882,0.21854
2006,Mecklenburg-Western Pomerania,No,0.21362,143,275,0.16509,0.26215
2006,Saxony,Yes,0.19891,375,833,0.17179,0.22604
2006,Saxony,No,0.21960,458,833,0.19147,0.24773
2006,Saxony-Anhalt,Yes,0.15162,206,456,0.11867,0.18458
2006,Saxony-Anhalt,No,0.22409,250,456,0.18578,0.26241
2006,Thuringa,Yes,0.15020,206,482,0.11827,0.18212
2006,Thuringa,No,0.26254,276,482,0.22322,0.30187
2011,Schleswig-Holstein,Yes,0.21104,180,335,0.16728,0.25480
2011,Schleswig-Holstein,No,0.17072,155,335,0.13037,0.21108
2011,Hamburg,Yes,0.21015,84,165,0.14779,0.27250
2011,Hamburg,No,0.21673,81,165,0.15367,0.27979
2011,Lower Saxony,Yes,0.22914,563,1013,0.20325,0.25503
2011,Lower Saxony,No,0.17327,450,1013,0.14995,0.19659
2011,Bremen,Yes,0.23315,34,34,0.08888,0.37742
2011,North Rhine-Westphalia,Yes,0.22152,1201,2205,0.20418,0.23886
2011,North Rhine-Westphalia,No,0.18781,1004,2205,0.17151,0.20412
2011,Hesse,Yes,0.24182,475,805,0.21222,0.27142
2011,Hesse,No,0.16881,330,805,0.14291,0.19470
2011,"Rhineland-Palatinate, Saarland",Yes,0.20506,339,632,0.17356,0.23657
2011,"Rhineland-Palatinate, Saarland",No,0.18471,293,632,0.15443,0.21499
2011,Baden-Wuerttemberg,Yes,0.24189,736,1363,0.21915,0.26463
2011,Baden-Wuerttemberg,No,0.18101,627,1363,0.16056,0.20146
2011,Bavaria,Yes,0.22106,922,1754,0.20164,0.24049
2011,Bavaria,No,0.20978,832,1754,0.19072,0.22884
2011,Berlin,Yes,0.22452,225,408,0.18398,0.26505
2011,Berlin,No,0.18711,183,408,0.14922,0.22500
2011,Brandenburg,Yes,0.18810,212,424,0.15086,0.22534
2011,Brandenburg,No,0.19735,212,424,0.15943,0.23528
2011,Mecklenburg-Western Pomerania,Yes,0.20489,140,259,0.15564,0.25414
2011,Mecklenburg-Western Pomerania,No,0.19156,119,259,0.14354,0.23957
2011,Saxony,Yes,0.20209,362,775,0.17380,0.23038
2011,Saxony,No,0.23305,413,775,0.20326,0.26283
2011,Saxony-Anhalt,Yes,0.21063,243,446,0.17275,0.24852
2011,Saxony-Anhalt,No,0.20190,203,446,0.16460,0.23920
2011,Thuringa,Yes,0.16253,216,454,0.12856,0.19651
2011,Thuringa,No,0.23521,238,454,0.19615,0.27426
2016,Schleswig-Holstein,Yes,0.23285,244,455,0.19397,0.27173
2016,Schleswig-Holstein,No,0.19158,211,455,0.15538,0.22779
2016,Hamburg,Yes,0.26584,136,236,0.20936,0.32232
2016,Hamburg,No,0.14083,100,236,0.09636,0.18530
2016,Lower Saxony,Yes,0.28259,775,1367,0.25872,0.30647
2016,Lower Saxony,No,0.18944,592,1367,0.16866,0.21022
2016,Bremen,Yes,0.17549,50,92,0.09734,0.25365
2016,Bremen,No,0.13897,42,92,0.06789,0.21004
2016,North Rhine-Westphalia,Yes,0.24213,1475,2893,0.22652,0.25774
2016,North Rhine-Westphalia,No,0.22182,1418,2893,0.20668,0.23696
2016,Hesse,Yes,0.25257,542,950,0.22492,0.28021
2016,Hesse,No,0.19453,408,950,0.16935,0.21972
2016,"Rhineland-Palatinate, Saarland",Yes,0.24795,407,843,0.21878,0.27712
2016,"Rhineland-Palatinate, Saarland",No,0.20070,436,843,0.17364,0.22775
2016,Baden-Wuerttemberg,Yes,0.25857,952,1774,0.23819,0.27895
2016,Baden-Wuerttemberg,No,0.21782,822,1774,0.19861,0.23703
2016,Bavaria,Yes,0.26078,1258,2356,0.24305,0.27851
2016,Bavaria,No,0.23197,1098,2356,0.21492,0.24901
2016,Berlin,Yes,0.21135,235,453,0.17371,0.24898
2016,Berlin,No,0.20348,218,453,0.16637,0.24060
2016,Brandenburg,Yes,0.23197,253,473,0.19389,0.27005
2016,Brandenburg,No,0.18582,220,473,0.15073,0.22091
2016,Mecklenburg-Western Pomerania,Yes,0.22320,126,266,0.17306,0.27333
2016,Mecklenburg-Western Pomerania,No,0.24216,140,266,0.19058,0.29374
2016,Saxony,Yes,0.23596,381,803,0.20658,0.26535
2016,Saxony,No,0.25378,422,803,0.22366,0.28389
2016,Saxony-Anhalt,Yes,0.19727,219,435,0.15983,0.23471
2016,Saxony-Anhalt,No,0.19763,216,435,0.16017,0.23510
2016,Thuringa,Yes,0.20562,235,493,0.16990,0.24133
2016,Thuringa,No,0.24324,258,493,0.20533,0.28115
2019,Schleswig-Holstein,Yes,0.24269,274,590,0.20807,0.27731
2019,Schleswig-Holstein,No,0.21613,316,590,0.18289,0.24937
2019,Hamburg,Yes,0.25457,145,305,0.20560,0.30353
2019,Hamburg,No,0.16953,160,305,0.12735,0.21171
2019,Lower Saxony,Yes,0.25356,785,1550,0.23189,0.27523
2019,Lower Saxony,No,0.22436,765,1550,0.20359,0.24514
2019,Bremen,Yes,0.30640,67,121,0.22392,0.38888
2019,Bremen,No,0.13528,54,121,0.07408,0.19647
2019,North Rhine-Westphalia,Yes,0.26519,1620,3234,0.24997,0.28040
2019,North Rhine-Westphalia,No,0.20955,1614,3234,0.19552,0.22358
2019,Hesse,Yes,0.28853,578,1107,0.26183,0.31523
2019,Hesse,No,0.21312,529,1107,0.18898,0.23725
2019,"Rhineland-Palatinate, Saarland",Yes,0.24170,414,904,0.21377,0.26962
2019,"Rhineland-Palatinate, Saarland",No,0.23084,490,904,0.20336,0.25833
2019,Baden-Wuerttemberg,Yes,0.25811,919,1796,0.23786,0.27835
2019,Baden-Wuerttemberg,No,0.22474,877,1796,0.20543,0.24405
2019,Bavaria,Yes,0.25920,1208,2477,0.24194,0.27646
2019,Bavaria,No,0.22959,1269,2477,0.21303,0.24616
2019,Berlin,Yes,0.24949,294,597,0.21475,0.28423
2019,Berlin,No,0.21976,303,597,0.18652,0.25301
2019,Brandenburg,Yes,0.22899,282,597,0.19526,0.26273
2019,Brandenburg,No,0.19191,315,597,0.16030,0.22353
2019,Mecklenburg-Western Pomerania,Yes,0.21108,129,325,0.16665,0.25552
2019,Mecklenburg-Western Pomerania,No,0.23522,196,325,0.18904,0.28141
2019,Saxony,Yes,0.24697,418,992,0.22012,0.27382
2019,Saxony,No,0.26614,574,992,0.23863,0.29366
2019,Saxony-Anhalt,Yes,0.21849,233,503,0.18235,0.25464
2019,Saxony-Anhalt,No,0.17336,270,503,0.14024,0.20647
2019,Thuringa,Yes,0.20821,250,539,0.17390,0.24252
2019,Thuringa,No,0.22025,289,539,0.18523,0.25527
