year,age_gr,migback,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,17-29 y.,No migration background,Yes,0.26924,773,1828,0.24890,0.28958
2001,17-29 y.,No migration background,No,0.35852,1055,1828,0.33653,0.38051
2001,17-29 y.,Direct migration background,Yes,0.23694,121,282,0.18722,0.28665
2001,17-29 y.,Direct migration background,No,0.31375,161,282,0.25949,0.36800
2001,17-29 y.,Indirect migration background,Yes,0.28003,149,307,0.22972,0.33034
2001,17-29 y.,Indirect migration background,No,0.30193,158,307,0.25049,0.35337
2001,30-45 y.,No migration background,Yes,0.43208,2564,5008,0.41836,0.44580
2001,30-45 y.,No migration background,No,0.39784,2444,5008,0.38428,0.41139
2001,30-45 y.,Direct migration background,Yes,0.36572,399,737,0.33092,0.40051
2001,30-45 y.,Direct migration background,No,0.34723,338,737,0.31283,0.38163
2001,30-45 y.,Indirect migration background,Yes,0.41005,70,128,0.32451,0.49560
2001,30-45 y.,Indirect migration background,No,0.37884,58,128,0.29447,0.46321
2001,46-65 y.,No migration background,Yes,0.32818,1947,3485,0.31258,0.34377
2001,46-65 y.,No migration background,No,0.25418,1538,3485,0.23972,0.26864
2001,46-65 y.,Direct migration background,Yes,0.30252,331,563,0.26455,0.34050
2001,46-65 y.,Direct migration background,No,0.24136,232,563,0.20598,0.27673
2001,66 and older,No migration background,No,0.02389,71,71,-0.01188,0.05967
2006,17-29 y.,No migration background,Yes,0.24150,705,1639,0.22077,0.26223
2006,17-29 y.,No migration background,No,0.31787,934,1639,0.29532,0.34042
2006,17-29 y.,Direct migration background,Yes,0.21498,70,165,0.15211,0.27785
2006,17-29 y.,Direct migration background,No,0.27851,95,165,0.20990,0.34712
2006,17-29 y.,Indirect migration background,Yes,0.23019,108,246,0.17748,0.28290
2006,17-29 y.,Indirect migration background,No,0.27511,138,246,0.21919,0.33103
2006,30-45 y.,No migration background,Yes,0.42304,2179,4278,0.40824,0.43785
2006,30-45 y.,No migration background,No,0.39550,2099,4278,0.38085,0.41016
2006,30-45 y.,Direct migration background,Yes,0.32754,287,542,0.28799,0.36708
2006,30-45 y.,Direct migration background,No,0.34290,255,542,0.30290,0.38290
2006,30-45 y.,Indirect migration background,Yes,0.42158,113,199,0.35279,0.49036
2006,30-45 y.,Indirect migration background,No,0.32313,86,199,0.25799,0.38828
2006,46-65 y.,No migration background,Yes,0.34348,2399,4318,0.32931,0.35764
2006,46-65 y.,No migration background,No,0.28481,1919,4318,0.27135,0.29827
2006,46-65 y.,Direct migration background,Yes,0.28629,274,502,0.24670,0.32587
2006,46-65 y.,Direct migration background,No,0.26457,228,502,0.22594,0.30320
2006,66 and older,No migration background,No,0.03230,143,143,0.00322,0.06138
2011,17-29 y.,No migration background,Yes,0.27644,707,1423,0.25319,0.29968
2011,17-29 y.,No migration background,No,0.27610,716,1423,0.25286,0.29934
2011,17-29 y.,Direct migration background,Yes,0.20798,62,111,0.13213,0.28383
2011,17-29 y.,Direct migration background,No,0.18552,49,111,0.11288,0.25817
2011,17-29 y.,Indirect migration background,Yes,0.23045,91,190,0.17041,0.29049
2011,17-29 y.,Indirect migration background,No,0.24842,99,190,0.18681,0.31002
2011,30-45 y.,No migration background,Yes,0.37697,1706,3238,0.36028,0.39367
2011,30-45 y.,No migration background,No,0.31611,1532,3238,0.30009,0.33213
2011,30-45 y.,Direct migration background,Yes,0.25637,200,406,0.21385,0.29890
2011,30-45 y.,Direct migration background,No,0.25193,206,406,0.20965,0.29421
2011,30-45 y.,Indirect migration background,Yes,0.38336,152,252,0.32321,0.44351
2011,30-45 y.,Indirect migration background,No,0.26390,100,252,0.20938,0.31843
2011,46-65 y.,No migration background,Yes,0.37577,2704,4773,0.36203,0.38951
2011,46-65 y.,No migration background,No,0.28878,2069,4773,0.27592,0.30164
2011,46-65 y.,Direct migration background,Yes,0.29038,241,458,0.24876,0.33200
2011,46-65 y.,Direct migration background,No,0.27636,217,458,0.23536,0.31736
2011,46-65 y.,Indirect migration background,Yes,0.42441,33,33,0.25316,0.59566
2011,66 and older,No migration background,Yes,0.00690,32,175,-0.00540,0.01919
2011,66 and older,No migration background,No,0.02900,143,175,0.00407,0.05394
2016,17-29 y.,No migration background,Yes,0.28874,696,1387,0.26488,0.31260
2016,17-29 y.,No migration background,No,0.28635,691,1387,0.26255,0.31015
2016,17-29 y.,Direct migration background,Yes,0.22692,169,406,0.18613,0.26771
2016,17-29 y.,Direct migration background,No,0.30038,237,406,0.25573,0.34503
2016,17-29 y.,Indirect migration background,Yes,0.26782,181,389,0.22376,0.31189
2016,17-29 y.,Indirect migration background,No,0.23919,208,389,0.19674,0.28163
2016,30-45 y.,No migration background,Yes,0.45794,1812,3400,0.44119,0.47469
2016,30-45 y.,No migration background,No,0.35394,1588,3400,0.33786,0.37002
2016,30-45 y.,Direct migration background,Yes,0.29935,674,1511,0.27625,0.32245
2016,30-45 y.,Direct migration background,No,0.36008,837,1511,0.33587,0.38429
2016,30-45 y.,Indirect migration background,Yes,0.45202,235,425,0.40464,0.49939
2016,30-45 y.,Indirect migration background,No,0.31163,190,425,0.26755,0.35572
2016,46-65 y.,No migration background,Yes,0.41880,2938,5034,0.40517,0.43243
2016,46-65 y.,No migration background,No,0.30560,2096,5034,0.29287,0.31833
2016,46-65 y.,Direct migration background,Yes,0.27344,447,968,0.24534,0.30153
2016,46-65 y.,Direct migration background,No,0.34519,521,968,0.31523,0.37516
2016,46-65 y.,Indirect migration background,Yes,0.46946,78,134,0.38465,0.55428
2016,46-65 y.,Indirect migration background,No,0.20177,56,134,0.13356,0.26997
2016,66 and older,No migration background,Yes,0.01173,58,212,-0.00280,0.02626
2016,66 and older,No migration background,No,0.03435,154,212,0.00977,0.05892
2019,17-29 y.,No migration background,Yes,0.33458,892,1693,0.31210,0.35707
2019,17-29 y.,No migration background,No,0.29558,801,1693,0.27384,0.31733
