"year","bula_h","sampreg","mean","median","n","lower_confidence","upper_confidence"
"2003","Sachsen","Ost","","","","",""
"2003","Sachsen","West","","","","",""
"2003","Sachsen-Anhalt","Ost","","","","",""
"2003","Sachsen-Anhalt","West","","","","",""
"2003","Schleswig-Holstein","Ost","","","","",""
"2003","Schleswig-Holstein","West","","","","",""
"2003","Thüringen","Ost","","","","",""
"2003","Thüringen","West","","","","",""
"2004","Baden-Württemberg","Ost","","","","",""
"2004","Baden-Württemberg","West","","","","",""
"2004","Bayern","Ost","","","","",""
"2004","Bayern","West","","","","",""
"2004","Berlin","Ost","","","","",""
"2004","Berlin","West","","","","",""
"2004","Brandenburg","Ost","","","","",""
"2004","Brandenburg","West","","","","",""
"2004","Bremen","Ost","","","","",""
"2004","Bremen","West","","","","",""
"2004","Hamburg","Ost","","","","",""
"2004","Hamburg","West","","","","",""
"2004","Hessen","Ost","","","","",""
"2004","Hessen","West","","","","",""
"2004","Mecklenburg-Vorpommern","Ost","","","","",""
"2004","Mecklenburg-Vorpommern","West","","","","",""
"2004","Niedersachsen","Ost","","","","",""
"2004","Niedersachsen","West","","","","",""
"2004","Nordrhein-Westfalen","Ost","","","","",""
"2004","Nordrhein-Westfalen","West","","","","",""
"2004","Rheinland-Pfalz","Ost","","","","",""
"2004","Rheinland-Pfalz","West","","","","",""
"2004","Saarland","Ost","","","","",""
"2004","Saarland","West","","","","",""
"2004","Sachsen","Ost","","","","",""
"2004","Sachsen","West","","","","",""
"2004","Sachsen-Anhalt","Ost","","","","",""
"2004","Sachsen-Anhalt","West","","","","",""
"2004","Schleswig-Holstein","Ost","","","","",""
"2004","Schleswig-Holstein","West","","","","",""
"2004","Thüringen","Ost","","","","",""
"2004","Thüringen","West","","","","",""
"2005","Baden-Württemberg","Ost","","","","",""
"2005","Baden-Württemberg","West","","","","",""
"2005","Bayern","Ost","","","","",""
"2005","Bayern","West","","","","",""
"2005","Berlin","Ost","","","","",""
"2005","Berlin","West","","","","",""
"2005","Brandenburg","Ost","","","","",""
"2005","Brandenburg","West","","","","",""
"2005","Bremen","Ost","","","","",""
"2005","Bremen","West","","","","",""
"2005","Hamburg","Ost","","","","",""
"2005","Hamburg","West","","","","",""
"2005","Hessen","Ost","","","","",""
"2005","Hessen","West","","","","",""
"2005","Mecklenburg-Vorpommern","Ost","","","","",""
"2005","Mecklenburg-Vorpommern","West","","","","",""
"2005","Niedersachsen","Ost","","","","",""
"2005","Niedersachsen","West","","","","",""
"2005","Nordrhein-Westfalen","Ost","","","","",""
"2005","Nordrhein-Westfalen","West","","","","",""
"2005","Rheinland-Pfalz","Ost","","","","",""
"2005","Rheinland-Pfalz","West","","","","",""
"2005","Saarland","Ost","","","","",""
"2005","Saarland","West","","","","",""
"2005","Sachsen","Ost","","","","",""
"2005","Sachsen","West","","","","",""
"2005","Sachsen-Anhalt","Ost","","","","",""
"2005","Sachsen-Anhalt","West","","","","",""
"2005","Schleswig-Holstein","Ost","","","","",""
"2005","Schleswig-Holstein","West","","","","",""
"2005","Thüringen","Ost","","","","",""
"2005","Thüringen","West","","","","",""
"2006","Baden-Württemberg","Ost","","","","",""
"2006","Baden-Württemberg","West","","","","",""
"2006","Bayern","Ost","","","","",""
"2006","Bayern","West","","","","",""
"2006","Berlin","Ost","","","","",""
"2006","Berlin","West","","","","",""
"2006","Brandenburg","Ost","","","","",""
"2006","Brandenburg","West","","","","",""
"2006","Bremen","Ost","","","","",""
"2006","Bremen","West","","","","",""
"2006","Hamburg","Ost","","","","",""
"2006","Hamburg","West","","","","",""
"2006","Hessen","Ost","","","","",""
"2006","Hessen","West","","","","",""
"2006","Mecklenburg-Vorpommern","Ost","","","","",""
"2006","Mecklenburg-Vorpommern","West","","","","",""
"2006","Niedersachsen","Ost","","","","",""
"2006","Niedersachsen","West","","","","",""
"2006","Nordrhein-Westfalen","Ost","","","","",""
"2006","Nordrhein-Westfalen","West","","","","",""
"2006","Rheinland-Pfalz","Ost","","","","",""
"2006","Rheinland-Pfalz","West","","","","",""
"2006","Saarland","Ost","","","","",""
"2006","Saarland","West","","","","",""
"2006","Sachsen","Ost","","","","",""
"2006","Sachsen","West","","","","",""
"2006","Sachsen-Anhalt","Ost","","","","",""
"2006","Sachsen-Anhalt","West","","","","",""
"2006","Schleswig-Holstein","Ost","","","","",""
"2006","Schleswig-Holstein","West","","","","",""
"2006","Thüringen","Ost","","","","",""
"2006","Thüringen","West","","","","",""
"2007","Baden-Württemberg","Ost","","","","",""
"2007","Baden-Württemberg","West","","","","",""
"2007","Bayern","Ost","","","","",""
"2007","Bayern","West","","","","",""
"2007","Berlin","Ost","","","","",""
"2007","Berlin","West","","","","",""
"2007","Brandenburg","Ost","","","","",""
"2007","Brandenburg","West","","","","",""
"2007","Bremen","Ost","","","","",""
"2007","Bremen","West","","","","",""
"2007","Hamburg","Ost","","","","",""
"2007","Hamburg","West","","","","",""
"2007","Hessen","Ost","","","","",""
"2007","Hessen","West","","","","",""
"2007","Mecklenburg-Vorpommern","Ost","","","","",""
"2007","Mecklenburg-Vorpommern","West","","","","",""
"2007","Niedersachsen","Ost","","","","",""
"2007","Niedersachsen","West","","","","",""
"2007","Nordrhein-Westfalen","Ost","","","","",""
"2007","Nordrhein-Westfalen","West","","","","",""
"2007","Rheinland-Pfalz","Ost","","","","",""
"2007","Rheinland-Pfalz","West","","","","",""
"2007","Saarland","Ost","","","","",""
"2007","Saarland","West","","","","",""
"2007","Sachsen","Ost","","","","",""
"2007","Sachsen","West","","","","",""
"2007","Sachsen-Anhalt","Ost","","","","",""
"2007","Sachsen-Anhalt","West","","","","",""
"2007","Schleswig-Holstein","Ost","","","","",""
"2007","Schleswig-Holstein","West","","","","",""
"2007","Thüringen","Ost","","","","",""
"2007","Thüringen","West","","","","",""
"2008","Baden-Württemberg","Ost","","","","",""
"2008","Baden-Württemberg","West","7.06","6.5","2345","6.99","7.13"
"2008","Bayern","Ost","","","","",""
"2008","Bayern","West","7.12","7.5","2730","7.05","7.19"
"2008","Berlin","Ost","6.68","6.5","333","6.48","6.88"
"2008","Berlin","West","6.51","6.5","386","6.32","6.7"
"2008","Brandenburg","Ost","6.36","6.5","818","6.24","6.48"
"2008","Brandenburg","West","","","","",""
"2008","Bremen","Ost","","","","",""
"2008","Bremen","West","7.37","6.5","137","7.08","7.66"
"2008","Hamburg","Ost","","","","",""
"2008","Hamburg","West","7.48","7.5","278","7.3","7.66"
"2008","Hessen","Ost","","","","",""
"2008","Hessen","West","7.06","7.5","1293","6.96","7.16"
"2008","Mecklenburg-Vorpommern","Ost","6.92","6.5","488","6.76","7.08"
"2008","Mecklenburg-Vorpommern","West","","","","",""
"2008","Niedersachsen","Ost","","","","",""
"2008","Niedersachsen","West","7.21","6.5","1717","7.13","7.29"
"2008","Nordrhein-Westfalen","Ost","","","","",""
"2008","Nordrhein-Westfalen","West","7.07","7.5","3863","7.02","7.12"
"2008","Rheinland-Pfalz","Ost","","","","",""
"2008","Rheinland-Pfalz","West","7.21","7.5","862","7.09","7.33"
"2008","Saarland","Ost","","","","",""
"2008","Saarland","West","7.18","7.5","222","6.94","7.42"
"2008","Sachsen","Ost","6.67","6.5","1426","6.58","6.76"
"2008","Sachsen","West","","","","",""
"2008","Sachsen-Anhalt","Ost","6.49","6.5","812","6.36","6.62"
"2008","Sachsen-Anhalt","West","","","","",""
"2008","Schleswig-Holstein","Ost","","","","",""
"2008","Schleswig-Holstein","West","7.3","7.5","545","7.15","7.45"
"2008","Thüringen","Ost","6.42","6.5","872","6.3","6.54"
"2008","Thüringen","West","","","","",""
"2009","Baden-Württemberg","Ost","","","","",""
"2009","Baden-Württemberg","West","","","","",""
"2009","Bayern","Ost","","","","",""
"2009","Bayern","West","","","","",""
"2009","Berlin","Ost","","","","",""
"2009","Berlin","West","","","","",""
"2009","Brandenburg","Ost","","","","",""
"2009","Brandenburg","West","","","","",""
"2009","Bremen","Ost","","","","",""
"2009","Bremen","West","","","","",""
"2009","Hamburg","Ost","","","","",""
"2009","Hamburg","West","","","","",""
"2009","Hessen","Ost","","","","",""
"2009","Hessen","West","","","","",""
"2009","Mecklenburg-Vorpommern","Ost","","","","",""
"2009","Mecklenburg-Vorpommern","West","","","","",""
"2009","Niedersachsen","Ost","","","","",""
"2009","Niedersachsen","West","","","","",""
"2009","Nordrhein-Westfalen","Ost","","","","",""
"2009","Nordrhein-Westfalen","West","","","","",""
"2009","Rheinland-Pfalz","Ost","","","","",""
"2009","Rheinland-Pfalz","West","","","","",""
"2009","Saarland","Ost","","","","",""
"2009","Saarland","West","","","","",""
"2009","Sachsen","Ost","","","","",""
"2009","Sachsen","West","","","","",""
"2009","Sachsen-Anhalt","Ost","","","","",""
"2009","Sachsen-Anhalt","West","","","","",""
"2009","Schleswig-Holstein","Ost","","","","",""
"2009","Schleswig-Holstein","West","","","","",""
"2009","Thüringen","Ost","","","","",""
"2009","Thüringen","West","","","","",""
"2010","Baden-Württemberg","Ost","","","","",""
"2010","Baden-Württemberg","West","","","","",""
"2010","Bayern","Ost","","","","",""
"2010","Bayern","West","","","","",""
"2010","Berlin","Ost","","","","",""
"2010","Berlin","West","","","","",""
"2010","Brandenburg","Ost","","","","",""
"2010","Brandenburg","West","","","","",""
"2010","Bremen","Ost","","","","",""
"2010","Bremen","West","","","","",""
"2010","Hamburg","Ost","","","","",""
"2010","Hamburg","West","","","","",""
"2010","Hessen","Ost","","","","",""
"2010","Hessen","West","","","","",""
"2010","Mecklenburg-Vorpommern","Ost","","","","",""
"2010","Mecklenburg-Vorpommern","West","","","","",""
"2010","Niedersachsen","Ost","","","","",""
"2010","Niedersachsen","West","","","","",""
"2010","Nordrhein-Westfalen","Ost","","","","",""
"2010","Nordrhein-Westfalen","West","","","","",""
"2010","Rheinland-Pfalz","Ost","","","","",""
"2010","Rheinland-Pfalz","West","","","","",""
"2010","Saarland","Ost","","","","",""
"2010","Saarland","West","","","","",""
"2010","Sachsen","Ost","","","","",""
"2010","Sachsen","West","","","","",""
"2010","Sachsen-Anhalt","Ost","","","","",""
"2010","Sachsen-Anhalt","West","","","","",""
"2010","Schleswig-Holstein","Ost","","","","",""
"2010","Schleswig-Holstein","West","","","","",""
"2010","Thüringen","Ost","","","","",""
"2010","Thüringen","West","","","","",""
"2011","Baden-Württemberg","Ost","","","","",""
"2011","Baden-Württemberg","West","","","","",""
"2011","Bayern","Ost","","","","",""
"2011","Bayern","West","","","","",""
"2011","Berlin","Ost","","","","",""
"2011","Berlin","West","","","","",""
"2011","Brandenburg","Ost","","","","",""
"2011","Brandenburg","West","","","","",""
"2011","Bremen","Ost","","","","",""
"2011","Bremen","West","","","","",""
"2011","Hamburg","Ost","","","","",""
"2011","Hamburg","West","","","","",""
"2011","Hessen","Ost","","","","",""
"2011","Hessen","West","","","","",""
"2011","Mecklenburg-Vorpommern","Ost","","","","",""
"2011","Mecklenburg-Vorpommern","West","","","","",""
"2011","Niedersachsen","Ost","","","","",""
"2011","Niedersachsen","West","","","","",""
"2011","Nordrhein-Westfalen","Ost","","","","",""
"2011","Nordrhein-Westfalen","West","","","","",""
"2011","Rheinland-Pfalz","Ost","","","","",""
"2011","Rheinland-Pfalz","West","","","","",""
"2011","Saarland","Ost","","","","",""
"2011","Saarland","West","","","","",""
"2011","Sachsen","Ost","","","","",""
"2011","Sachsen","West","","","","",""
"2011","Sachsen-Anhalt","Ost","","","","",""
"2011","Sachsen-Anhalt","West","","","","",""
"2011","Schleswig-Holstein","Ost","","","","",""
"2011","Schleswig-Holstein","West","","","","",""
"2011","Thüringen","Ost","","","","",""
"2011","Thüringen","West","","","","",""
"2012","Baden-Württemberg","Ost","","","","",""
"2012","Baden-Württemberg","West","","","","",""
"2012","Bayern","Ost","","","","",""
"2012","Bayern","West","","","","",""
"2012","Berlin","Ost","","","","",""
"2012","Berlin","West","","","","",""
"2012","Brandenburg","Ost","","","","",""
"2012","Brandenburg","West","","","","",""
"2012","Bremen","Ost","","","","",""
"2012","Bremen","West","","","","",""
"2012","Hamburg","Ost","","","","",""
"2012","Hamburg","West","","","","",""
"2012","Hessen","Ost","","","","",""
"2012","Hessen","West","","","","",""
"2012","Mecklenburg-Vorpommern","Ost","","","","",""
"2012","Mecklenburg-Vorpommern","West","","","","",""
"2012","Niedersachsen","Ost","","","","",""
"2012","Niedersachsen","West","","","","",""
"2012","Nordrhein-Westfalen","Ost","","","","",""
"2012","Nordrhein-Westfalen","West","","","","",""
"2012","Rheinland-Pfalz","Ost","","","","",""
"2012","Rheinland-Pfalz","West","","","","",""
"2012","Saarland","Ost","","","","",""
"2012","Saarland","West","","","","",""
"2012","Sachsen","Ost","","","","",""
"2012","Sachsen","West","","","","",""
"2012","Sachsen-Anhalt","Ost","","","","",""
"2012","Sachsen-Anhalt","West","","","","",""
"2012","Schleswig-Holstein","Ost","","","","",""
"2012","Schleswig-Holstein","West","","","","",""
"2012","Thüringen","Ost","","","","",""
"2012","Thüringen","West","","","","",""
"2013","Baden-Württemberg","Ost","","","","",""
"2013","Baden-Württemberg","West","7.38","7.5","2842","7.32","7.44"
"2013","Bayern","Ost","","","","",""
"2013","Bayern","West","7.4","7.5","3719","7.35","7.45"
"2013","Berlin","Ost","6.84","6.5","353","6.65","7.03"
"2013","Berlin","West","7.27","7.5","585","7.13","7.41"
"2013","Brandenburg","Ost","6.73","6.5","876","6.61","6.85"
"2013","Brandenburg","West","","","","",""
"2013","Bremen","Ost","","","","",""
"2013","Bremen","West","7.08","7.5","176","6.79","7.37"
"2013","Hamburg","Ost","","","","",""
"2013","Hamburg","West","7.63","7.5","459","7.49","7.77"
"2013","Hessen","Ost","","","","",""
"2013","Hessen","West","7.52","7.5","1693","7.44","7.6"
"2013","Mecklenburg-Vorpommern","Ost","7.19","6.5","470","7.03","7.35"
"2013","Mecklenburg-Vorpommern","West","","","","",""
"2013","Niedersachsen","Ost","","","","",""
"2013","Niedersachsen","West","7.45","7.5","2160","7.38","7.52"
"2013","Nordrhein-Westfalen","Ost","","","","",""
"2013","Nordrhein-Westfalen","West","7.43","7.5","4932","7.38","7.48"
"2013","Rheinland-Pfalz","Ost","","","","",""
"2013","Rheinland-Pfalz","West","7.46","7.5","1168","7.37","7.55"
"2013","Saarland","Ost","","","","",""
"2013","Saarland","West","7.28","7.5","239","7.04","7.52"
"2013","Sachsen","Ost","6.99","6.5","1390","6.9","7.08"
"2013","Sachsen","West","","","","",""
"2013","Sachsen-Anhalt","Ost","6.89","6.5","858","6.77","7.01"
"2013","Sachsen-Anhalt","West","","","","",""
"2013","Schleswig-Holstein","Ost","","","","",""
"2013","Schleswig-Holstein","West","7.62","7.5","750","7.5","7.74"
"2013","Thüringen","Ost","6.98","6.5","837","6.86","7.1"
"2013","Thüringen","West","","","","",""
"2014","Baden-Württemberg","Ost","","","","",""
"2014","Baden-Württemberg","West","","","","",""
"2014","Bayern","Ost","","","","",""
"2014","Bayern","West","","","","",""
"2014","Berlin","Ost","","","","",""
"2014","Berlin","West","","","","",""
"2014","Brandenburg","Ost","","","","",""
"2014","Brandenburg","West","","","","",""
"2014","Bremen","Ost","","","","",""
"2014","Bremen","West","","","","",""
"2014","Hamburg","Ost","","","","",""
"2014","Hamburg","West","","","","",""
"2014","Hessen","Ost","","","","",""
"2014","Hessen","West","","","","",""
"2014","Mecklenburg-Vorpommern","Ost","","","","",""
"2014","Mecklenburg-Vorpommern","West","","","","",""
"2014","Niedersachsen","Ost","","","","",""
"2014","Niedersachsen","West","","","","",""
"2014","Nordrhein-Westfalen","Ost","","","","",""
"2014","Nordrhein-Westfalen","West","","","","",""
"2014","Rheinland-Pfalz","Ost","","","","",""
"2014","Rheinland-Pfalz","West","","","","",""
"2014","Saarland","Ost","","","","",""
"2014","Saarland","West","","","","",""
"2014","Sachsen","Ost","","","","",""
"2014","Sachsen","West","","","","",""
"2014","Sachsen-Anhalt","Ost","","","","",""
"2014","Sachsen-Anhalt","West","","","","",""
"2014","Schleswig-Holstein","Ost","","","","",""
"2014","Schleswig-Holstein","West","","","","",""
"2014","Thüringen","Ost","","","","",""
"2014","Thüringen","West","","","","",""
"2015","Baden-Württemberg","Ost","","","","",""
"2015","Baden-Württemberg","West","","","","",""
"2015","Bayern","Ost","","","","",""
"2015","Bayern","West","","","","",""
"2015","Berlin","Ost","","","","",""
"2015","Berlin","West","","","","",""
"2015","Brandenburg","Ost","","","","",""
"2015","Brandenburg","West","","","","",""
"2015","Bremen","Ost","","","","",""
"2015","Bremen","West","","","","",""
"2015","Hamburg","Ost","","","","",""
"2015","Hamburg","West","","","","",""
"2015","Hessen","Ost","","","","",""
"2015","Hessen","West","","","","",""
"2015","Mecklenburg-Vorpommern","Ost","","","","",""
"2015","Mecklenburg-Vorpommern","West","","","","",""
"2015","Niedersachsen","Ost","","","","",""
"2015","Niedersachsen","West","","","","",""
"2015","Nordrhein-Westfalen","Ost","","","","",""
"2015","Nordrhein-Westfalen","West","","","","",""
"2015","Rheinland-Pfalz","Ost","","","","",""
"2015","Rheinland-Pfalz","West","","","","",""
"2015","Saarland","Ost","","","","",""
"2015","Saarland","West","","","","",""
"2015","Sachsen","Ost","","","","",""
"2015","Sachsen","West","","","","",""
"2015","Sachsen-Anhalt","Ost","","","","",""
"2015","Sachsen-Anhalt","West","","","","",""
"2015","Schleswig-Holstein","Ost","","","","",""
"2015","Schleswig-Holstein","West","","","","",""
"2015","Thüringen","Ost","","","","",""
"2015","Thüringen","West","","","","",""
"2016","Baden-Württemberg","Ost","","","","",""
"2016","Baden-Württemberg","West","","","","",""
"2016","Bayern","Ost","","","","",""
"2016","Bayern","West","","","","",""
"2016","Berlin","Ost","","","","",""
"2016","Berlin","West","","","","",""
"2016","Brandenburg","Ost","","","","",""
"2016","Brandenburg","West","","","","",""
"2016","Bremen","Ost","","","","",""
"2016","Bremen","West","","","","",""
"2016","Hamburg","Ost","","","","",""
"2016","Hamburg","West","","","","",""
"2016","Hessen","Ost","","","","",""
"2016","Hessen","West","","","","",""
"2016","Mecklenburg-Vorpommern","Ost","","","","",""
"2016","Mecklenburg-Vorpommern","West","","","","",""
"2016","Niedersachsen","Ost","","","","",""
"2016","Niedersachsen","West","","","","",""
"2016","Nordrhein-Westfalen","Ost","","","","",""
"2016","Nordrhein-Westfalen","West","","","","",""
"2016","Rheinland-Pfalz","Ost","","","","",""
"2016","Rheinland-Pfalz","West","","","","",""
"2016","Saarland","Ost","","","","",""
"2016","Saarland","West","","","","",""
"2016","Sachsen","Ost","","","","",""
"2016","Sachsen","West","","","","",""
"2016","Sachsen-Anhalt","Ost","","","","",""
"2016","Sachsen-Anhalt","West","","","","",""
"2016","Schleswig-Holstein","Ost","","","","",""
"2016","Schleswig-Holstein","West","","","","",""
"2016","Thüringen","Ost","","","","",""
"2016","Thüringen","West","","","","",""
"2017","Baden-Württemberg","Ost","","","","",""
"2017","Baden-Württemberg","West","","","","",""
"2017","Bayern","Ost","","","","",""
"2017","Bayern","West","","","","",""
"2017","Berlin","Ost","","","","",""
"2017","Berlin","West","","","","",""
"2017","Brandenburg","Ost","","","","",""
"2017","Brandenburg","West","","","","",""
"2017","Bremen","Ost","","","","",""
"2017","Bremen","West","","","","",""
"2017","Hamburg","Ost","","","","",""
"2017","Hamburg","West","","","","",""
"2017","Hessen","Ost","","","","",""
"2017","Hessen","West","","","","",""
"2017","Mecklenburg-Vorpommern","Ost","","","","",""
"2017","Mecklenburg-Vorpommern","West","","","","",""
"2017","Niedersachsen","Ost","","","","",""
"2017","Niedersachsen","West","","","","",""
"2017","Nordrhein-Westfalen","Ost","","","","",""
"2017","Nordrhein-Westfalen","West","","","","",""
"2017","Rheinland-Pfalz","Ost","","","","",""
"2017","Rheinland-Pfalz","West","","","","",""
"2017","Saarland","Ost","","","","",""
"2017","Saarland","West","","","","",""
"2017","Sachsen","Ost","","","","",""
"2017","Sachsen","West","","","","",""
"2017","Sachsen-Anhalt","Ost","","","","",""
"2017","Sachsen-Anhalt","West","","","","",""
"2017","Schleswig-Holstein","Ost","","","","",""
"2017","Schleswig-Holstein","West","","","","",""
"2017","Thüringen","Ost","","","","",""
"2017","Thüringen","West","","","","",""
"2018","Baden-Württemberg","Ost","","","","",""
"2018","Baden-Württemberg","West","7.61","7.5","2760","7.55","7.67"
"2018","Bayern","Ost","","","","",""
"2018","Bayern","West","7.65","7.5","3910","7.6","7.7"
"2018","Berlin","Ost","7.45","7.5","388","7.28","7.62"
"2018","Berlin","West","7.68","7.5","600","7.55","7.81"
"2018","Brandenburg","Ost","7.25","7.5","1019","7.14","7.36"
"2018","Brandenburg","West","","","","",""
"2018","Bremen","Ost","","","","",""
"2018","Bremen","West","7.49","7.5","225","7.25","7.73"
"2018","Hamburg","Ost","","","","",""
"2018","Hamburg","West","7.91","7.5","478","7.78","8.04"
"2018","Hessen","Ost","","","","",""
"2018","Hessen","West","7.62","7.5","1689","7.54","7.7"
"2018","Mecklenburg-Vorpommern","Ost","7.31","7.5","594","7.17","7.45"
"2018","Mecklenburg-Vorpommern","West","","","","",""
"2018","Niedersachsen","Ost","","","","",""
"2018","Niedersachsen","West","7.66","7.5","2512","7.6","7.72"
"2018","Nordrhein-Westfalen","Ost","","","","",""
"2018","Nordrhein-Westfalen","West","7.59","7.5","5320","7.55","7.63"
"2018","Rheinland-Pfalz","Ost","","","","",""
"2018","Rheinland-Pfalz","West","7.66","7.5","1263","7.57","7.75"
"2018","Saarland","Ost","","","","",""
"2018","Saarland","West","7.49","7.5","204","7.25","7.73"
"2018","Sachsen","Ost","7.37","7.5","1609","7.29","7.45"
"2018","Sachsen","West","","","","",""
"2018","Sachsen-Anhalt","Ost","7.17","7.5","903","7.06","7.28"
"2018","Sachsen-Anhalt","West","","","","",""
"2018","Schleswig-Holstein","Ost","","","","",""
"2018","Schleswig-Holstein","West","7.85","7.5","919","7.75","7.95"
"2018","Thüringen","Ost","7.3","7.5","933","7.2","7.4"
"2018","Thüringen","West","","","","",""
